cd5ffca93a15c6ec251ab52d0c6535bd7c03380e82e19655866c2360600b1a05,1d897eaf826a11f5794a3c03f1c47b267f19d451783a72d1acb1f2fb7a31ab00,22d73aa2b52213bc2f27dc2dee10015a390e8f117f0f240af0ed893c88408b03,24cff93a81f2bd12d4d306ae99a8c73e8143383131a49e52e29bb1e72a229ec5,f4762ab1bc7c9d6d17859d4e11854bb53b72b98769a98cb0cd7184c13b2e4c48,a7f056b557f2722b0cbb8a940c157a9948cf0c152d06f073c03515daab52320a,82d43c6e8f87aec8a9d83a5596907b2d357a5ab66661586af36b7ad319d21485,ad29d6705838126edd43b27dbb50d990fd5b0b28790e2dcd19ff5696b0591b25,2d747f1ee97ac7bfdc08d9c28e3c12b67d3958437bffb3baf19c0d3938ae46eb,bcc00e465f9eb446aed1e18357c15e80f01ae2c8ba55daa84c79aaed2f4d8cdc,134837bb37a7610844b2d7f675f00cd8e463f2dc76ae31fa52815bfaf5bb52ce,9cbe5d45b01436bb54cfcea845ac89f745f75cf1163334b4d938a2bdeace26cf,056d6a434611f113c4c8434e18e9255921e2dcf3db1f196abe257a56d5af5c63,3af892349d3d09d5007f03c8d2f56a111b69cd20c12cc79e528843b1a9c1f114
"","10142101","51","2","8","-285","1","2030/01/01 14:59:59","2024/08/01 16:00:00","10142","11.05","101","惠理子（指揮官）","129901"
"","10142102","51","7","8","-285","4","2030/01/01 14:59:59","2024/08/01 16:00:00","10142","9.01","102","惠理子（指揮官）","129901"
"","10142103","51","2","8","-285","7","2030/01/01 14:59:59","2024/08/01 16:00:00","10142","14.11","103","惠理子（指揮官）","129901"
"","10142104","52","1","8","-285","6","2030/01/01 14:59:59","2024/08/01 16:00:00","10142","8.02","104","惠理子（指揮官）","129901"
"","10142105","51","4","-2","-285","6","2030/01/01 14:59:59","2024/08/01 16:00:00","10142","7.95","201","真琴（指揮官）","129801"
"","10142106","51","5","-2","-285","6","2030/01/01 14:59:59","2024/08/01 16:00:00","10142","8.02","202","真琴（指揮官）","129801"
"","10142107","51","2","-2","-285","1","2030/01/01 14:59:59","2024/08/01 16:00:00","10142","5.35","203","真琴（指揮官）","129801"
"","10142108","52","6","-2","-285","2","2030/01/01 14:59:59","2024/08/01 16:00:00","10142","8.91","204","真琴（指揮官）","129801"
"如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","10143001","53","2","0","-416.5","1","2024/08/28 15:59:59","2024/08/18 16:00:00","10143","3.414","1","花凜","190801"
"將任務完成，\n並獲得獎勵吧！","10143002","53","2","0","-416.5","1","2024/08/28 15:59:59","2024/08/18 16:00:00","10143","3.099","2","花凜","190801"
"似乎有能夠\n領取的獎勵了，\n請確認看看。","10143003","54","2","0","-416.5","1","2024/08/28 15:59:59","2024/08/18 16:00:00","10143","2.801","3","花凜","190801"
"能夠領取獎勵了！\n請檢查看看","10143004","54","2","0","-416.5","2","2024/08/28 15:59:59","2024/08/18 16:00:00","10143","0","4","花凜","190801"
"參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","10143005","57","1","0","-416.5","1","2024/08/28 15:59:59","2024/08/18 16:00:00","10143","0","5","花凜","190801"
"這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","10143006","55","2","0","-363","1","2024/08/28 15:59:59","2024/08/18 16:00:00","10143","5.506","1","花凜","190801"
"辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","10143007","55","1","0","-363","2","2024/08/28 15:59:59","2024/08/18 16:00:00","10143","1.216","2","花凜","190801"
"辛苦了\n別忘記使用討伐證\n來進行交換哦！","10143008","56","1","0","-363","2","2024/08/28 15:59:59","2024/08/18 16:00:00","10143","1.539","3","花凜","190801"
"結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","10143009","56","1","0","-363","2","2024/08/28 15:59:59","2024/08/18 16:00:00","10143","1.875","4","花凜","190801"
"","10143101","51","2","8","-285","1","2024/08/28 15:59:59","2024/08/18 16:00:00","10143","5.65","101","可可蘿","105901"
"","10143102","52","2","8","-285","1","2024/08/28 15:59:59","2024/08/18 16:00:00","10143","13.6","104","可可蘿","105901"
"","10143103","51","2","8","-285","2","2024/08/28 15:59:59","2024/08/18 16:00:00","10143","0","201","栞","103801"
"","10143104","52","2","8","-285","2","2024/08/28 15:59:59","2024/08/18 16:00:00","10143","0","204","栞","103801"
"","10143105","51","2","8","-285","1","2024/08/28 15:59:59","2024/08/18 16:00:00","10143","5.65","111","可可蘿（遊俠）","125302"
"","10143106","51","2","8","-285","4","2024/08/28 15:59:59","2024/08/18 16:00:00","10143","9.57","112","可可蘿（遊俠）","125302"
"","10143107","51","2","8","-285","1","2024/08/28 15:59:59","2024/08/18 16:00:00","10143","4.43","113","可可蘿（遊俠）","125302"
"","10143108","52","2","8","-285","1","2024/08/28 15:59:59","2024/08/18 16:00:00","10143","13.6","114","可可蘿（遊俠）","125302"
"","10143109","51","2","8","-285","2","2024/08/28 15:59:59","2024/08/18 16:00:00","10143","0","211","栞（遊俠）","125402"
"","10143110","51","5","8","-285","2","2024/08/28 15:59:59","2024/08/18 16:00:00","10143","8.44","212","栞（遊俠）","125402"
"","10143111","51","2","8","-285","1","2024/08/28 15:59:59","2024/08/18 16:00:00","10143","8.55","213","栞（遊俠）","125402"
"","10143112","52","2","8","-285","2","2024/08/28 15:59:59","2024/08/18 16:00:00","10143","0","214","栞（遊俠）","125402"
"如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","10144001","53","2","0","-416.5","1","2030/01/01 14:59:59","2024/09/01 16:00:00","10144","3.414","1","花凜","190801"
"將任務完成，\n並獲得獎勵吧！","10144002","53","2","0","-416.5","1","2030/01/01 14:59:59","2024/09/01 16:00:00","10144","3.099","2","花凜","190801"
"似乎有能夠\n領取的獎勵了，\n請確認看看。","10144003","54","2","0","-416.5","1","2030/01/01 14:59:59","2024/09/01 16:00:00","10144","2.801","3","花凜","190801"
"能夠領取獎勵了！\n請檢查看看","10144004","54","2","0","-416.5","2","2030/01/01 14:59:59","2024/09/01 16:00:00","10144","0","4","花凜","190801"
"參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","10144005","57","1","0","-416.5","1","2030/01/01 14:59:59","2024/09/01 16:00:00","10144","0","5","花凜","190801"
"這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","10144006","55","2","0","-363","1","2030/01/01 14:59:59","2024/09/01 16:00:00","10144","5.506","1","花凜","190801"
"辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","10144007","55","1","0","-363","2","2030/01/01 14:59:59","2024/09/01 16:00:00","10144","1.216","2","花凜","190801"
"辛苦了\n別忘記使用討伐證\n來進行交換哦！","10144008","56","1","0","-363","2","2030/01/01 14:59:59","2024/09/01 16:00:00","10144","1.539","3","花凜","190801"
"結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","10144009","56","1","0","-363","2","2030/01/01 14:59:59","2024/09/01 16:00:00","10144","1.875","4","花凜","190801"
"","10144101","51","2","8","-285","4","2030/01/01 14:59:59","2024/09/01 16:00:00","10144","6.33","101","鏡華","103601"
"","10144102","51","2","8","-285","4","2030/01/01 14:59:59","2024/09/01 16:00:00","10144","6.33","111","鏡華（春日）","130701"
"","10144103","51","2","8","-285","1","2030/01/01 14:59:59","2024/09/01 16:00:00","10144","12.4","102","鏡華（春日）","130701"
"","10144104","51","4","8","-285","2","2030/01/01 14:59:59","2024/09/01 16:00:00","10144","10.06","103","鏡華（春日）","130701"
"","10144105","52","2","8","-285","2","2030/01/01 14:59:59","2024/09/01 16:00:00","10144","0","104","鏡華","103601"
"","10144106","52","2","8","-285","2","2030/01/01 14:59:59","2024/09/01 16:00:00","10144","0","114","鏡華（春日）","130701"
"","10144107","51","2","-2","-285","2","2030/01/01 14:59:59","2024/09/01 16:00:00","10144","0","201","鈴莓","102501"
"","10144108","51","2","-2","-285","2","2030/01/01 14:59:59","2024/09/01 16:00:00","10144","0","211","鈴莓（春日）","130801"
"","10144109","51","5","-2","-285","2","2030/01/01 14:59:59","2024/09/01 16:00:00","10144","6.9","202","鈴莓（春日）","130801"
"","10144110","51","4","-2","-285","6","2030/01/01 14:59:59","2024/09/01 16:00:00","10144","11.7","203","鈴莓（春日）","130801"
"","10144111","52","2","-2","-285","1","2030/01/01 14:59:59","2024/09/01 16:00:00","10144","2.73","204","鈴莓","102501"
"","10144112","52","2","-2","-285","1","2030/01/01 14:59:59","2024/09/01 16:00:00","10144","2.73","214","鈴莓（春日）","130801"
"如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","10145001","53","2","0","-416.5","1","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","3.414","1","花凜","190801"
"將任務完成，\n並獲得獎勵吧！","10145002","53","2","0","-416.5","1","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","3.099","2","花凜","190801"
"似乎有能夠\n領取的獎勵了，\n請確認看看。","10145003","54","2","0","-416.5","1","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","2.801","3","花凜","190801"
"能夠領取獎勵了！\n請檢查看看","10145004","54","2","0","-416.5","2","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","0","4","花凜","190801"
"參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","10145005","57","1","0","-416.5","1","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","0","5","花凜","190801"
"這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","10145006","55","2","0","-363","1","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","5.506","1","花凜","190801"
"辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","10145007","55","1","0","-363","2","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","1.216","2","花凜","190801"
"辛苦了\n別忘記使用討伐證\n來進行交換哦！","10145008","56","1","0","-363","2","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","1.539","3","花凜","190801"
"結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","10145009","56","1","0","-363","2","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","1.875","4","花凜","190801"
"","10145101","51","1","8","-285","2","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","3.36","101","吉塔","105701"
"","10145102","51","1","8","-285","2","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","2.12","102","吉塔","105701"
"","10145103","51","2","8","-285","1","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","8.78","103","吉塔","105701"
"","10145104","51","2","8","-285","1","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","8.78","123","吉塔（術士）","125501"
"","10145105","51","1","8","-285","4","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","4.82","104","吉塔（術士）","125501"
"","10145106","51","2","8","-285","1","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","6.84","201","碧卡拉（陽）","125601"
"","10145107","51","3","8","-285","1","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","6.24","202","碧卡拉（陽）","125601"
"","10145108","51","1","8","-285","2","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","4.32","203","碧卡拉（陽）","125601"
"","10145109","51","1","8","-285","2","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","4.32","203","碧卡拉（陽）","125601"
"","10145110","51","2","8","-285","1","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","11.02","204","碧卡拉（陽）","125601"
"","10145111","51","1","8","-285","4","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","9.52","207","碧卡拉（陰）","125602"
"","10145112","51","1","8","-285","2","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","5.78","208","碧卡拉（陰）","125602"
"","10145113","51","5","8","-285","1","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","11.8","209","碧卡拉（陰）","125602"
"","10145114","51","4","8","-285","1","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","12.3","210","碧卡拉（陰）","125602"
"","10145115","51","2","8","-285","1","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","4.75","301","花凜","190801"
"","10145116","51","2","8","-285","1","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","10.4","302","花凜（鍊金術師）","125701"
"","10145117","51","2","8","-285","1","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","16.2","303","花凜（鍊金術師）","125701"
"","10145118","51","1","8","-285","4","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","5.43","304","花凜（鍊金術師）","125701"
"","10145119","52","2","8","-285","1","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","9.18","105","吉塔","105701"
"","10145120","52","2","8","-285","1","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","9.18","125","吉塔（術士）","125501"
"","10145121","52","2","8","-285","1","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","7.52","205","碧卡拉（陽）","125601"
"","10145122","52","2","8","-285","1","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","7.52","205","碧卡拉（陽）","125601"
"","10145123","52","2","8","-285","1","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","9.58","211","碧卡拉（陰）","125602"
"","10145124","52","2","8","-285","1","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","5.82","305","花凜","190801"
"","10145125","52","2","8","-285","1","2024/09/28 15:59:59","2024/09/18 16:00:00","10145","5.82","325","花凜（鍊金術師）","125701"
"如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","10146001","53","2","0","-416.5","1","2030/01/01 14:59:59","2024/10/01 16:00:00","10146","3.414","1","花凜","190801"
"將任務完成，\n並獲得獎勵吧！","10146002","53","2","0","-416.5","1","2030/01/01 14:59:59","2024/10/01 16:00:00","10146","3.099","2","花凜","190801"
"似乎有能夠\n領取的獎勵了，\n請確認看看。","10146003","54","2","0","-416.5","1","2030/01/01 14:59:59","2024/10/01 16:00:00","10146","2.801","3","花凜","190801"
"能夠領取獎勵了！\n請檢查看看","10146004","54","2","0","-416.5","2","2030/01/01 14:59:59","2024/10/01 16:00:00","10146","0","4","花凜","190801"
"參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","10146005","57","1","0","-416.5","1","2030/01/01 14:59:59","2024/10/01 16:00:00","10146","0","5","花凜","190801"
"這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","10146006","55","2","0","-363","1","2030/01/01 14:59:59","2024/10/01 16:00:00","10146","5.506","1","花凜","190801"
"辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","10146007","55","1","0","-363","2","2030/01/01 14:59:59","2024/10/01 16:00:00","10146","1.216","2","花凜","190801"
"辛苦了\n別忘記使用討伐證\n來進行交換哦！","10146008","56","1","0","-363","2","2030/01/01 14:59:59","2024/10/01 16:00:00","10146","1.539","3","花凜","190801"
"結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","10146009","56","1","0","-363","2","2030/01/01 14:59:59","2024/10/01 16:00:00","10146","1.875","4","花凜","190801"
"","10146101","51","4","8","-285","2","2030/01/01 14:59:59","2024/10/01 16:00:00","10146","15.8","101","庫露露","130901"
"","10146102","51","6","8","-285","1","2030/01/01 14:59:59","2024/10/01 16:00:00","10146","11.3","102","庫露露","130901"
"","10146103","51","6","8","-285","2","2030/01/01 14:59:59","2024/10/01 16:00:00","10146","0","103","庫露露","130901"
"","10146104","52","2","8","-285","1","2030/01/01 14:59:59","2024/10/01 16:00:00","10146","14.25","104","庫露露","130901"
"","10146105","51","2","8","-285","4","2030/01/01 14:59:59","2024/10/01 16:00:00","10146","8.2","201","真步","101001"
"","10146106","51","2","8","-285","4","2030/01/01 14:59:59","2024/10/01 16:00:00","10146","8.2","211","真步（夢想樂園）","131001"
"","10146107","51","5","8","-285","1","2030/01/01 14:59:59","2024/10/01 16:00:00","10146","6.6","202","真步（夢想樂園）","131001"
"","10146108","51","2","8","-285","1","2030/01/01 14:59:59","2024/10/01 16:00:00","10146","15.6","203","真步（夢想樂園）","131001"
"","10146109","52","2","8","-285","1","2030/01/01 14:59:59","2024/10/01 16:00:00","10146","21.5","204","真步","101001"
"","10146110","52","2","8","-285","1","2030/01/01 14:59:59","2024/10/01 16:00:00","10146","21.5","214","真步（夢想樂園）","131001"
"如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","10147001","53","2","0","-416.5","1","2024/10/28 15:59:59","2024/10/18 16:00:00","10147","3.414","1","花凜","190801"
"將任務完成，\n並獲得獎勵吧！","10147002","53","2","0","-416.5","1","2024/10/28 15:59:59","2024/10/18 16:00:00","10147","3.099","2","花凜","190801"
"似乎有能夠\n領取的獎勵了，\n請確認看看。","10147003","54","2","0","-416.5","1","2024/10/28 15:59:59","2024/10/18 16:00:00","10147","2.801","3","花凜","190801"
"能夠領取獎勵了！\n請檢查看看","10147004","54","2","0","-416.5","2","2024/10/28 15:59:59","2024/10/18 16:00:00","10147","0","4","花凜","190801"
"參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","10147005","57","1","0","-416.5","1","2024/10/28 15:59:59","2024/10/18 16:00:00","10147","0","5","花凜","190801"
"這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","10147006","55","2","0","-363","1","2024/10/28 15:59:59","2024/10/18 16:00:00","10147","5.506","1","花凜","190801"
"辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","10147007","55","1","0","-363","2","2024/10/28 15:59:59","2024/10/18 16:00:00","10147","1.216","2","花凜","190801"
"辛苦了\n別忘記使用討伐證\n來進行交換哦！","10147008","56","1","0","-363","2","2024/10/28 15:59:59","2024/10/18 16:00:00","10147","1.539","3","花凜","190801"
"結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","10147009","56","1","0","-363","2","2024/10/28 15:59:59","2024/10/18 16:00:00","10147","1.875","4","花凜","190801"
"","10147102","51","2","0","-285","1","2024/10/28 15:59:59","2024/10/18 16:00:00","10147","12.33","101","伊莉亞（祭服）","126201"
"","10147103","51","2","0","-285","1","2024/10/28 15:59:59","2024/10/18 16:00:00","10147","20.23","102","伊莉亞（祭服）","126201"
"","10147104","51","6","0","-285","4","2024/10/28 15:59:59","2024/10/18 16:00:00","10147","13.05","103","伊莉亞（祭服）","126201"
"","10147106","52","2","8","-285","2","2024/10/28 15:59:59","2024/10/18 16:00:00","10147","0","104","伊莉亞（祭服）","126202"
"","10147108","51","1","8","-285","2","2024/10/28 15:59:59","2024/10/18 16:00:00","10147","12.37","201","雪（祭服）","126301"
"","10147109","51","1","8","-285","1","2024/10/28 15:59:59","2024/10/18 16:00:00","10147","0","202","雪（祭服）","126301"
"","10147110","51","5","8","-285","1","2024/10/28 15:59:59","2024/10/18 16:00:00","10147","5.58","203","雪（祭服）","126301"
"","10147112","52","2","8","-285","1","2024/10/28 15:59:59","2024/10/18 16:00:00","10147","13.28","204","雪（祭服）","126301"
"如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","10148001","53","2","0","-416.5","1","2030/01/01 14:59:59","2024/11/01 16:00:00","10148","3.414","1","花凜","190805"
"將任務完成，\n並獲得獎勵吧！","10148002","53","2","0","-416.5","1","2030/01/01 14:59:59","2024/11/01 16:00:00","10148","3.099","2","花凜","190805"
"似乎有能夠\n領取的獎勵了，\n請確認看看。","10148003","54","2","0","-416.5","1","2030/01/01 14:59:59","2024/11/01 16:00:00","10148","2.801","3","花凜","190805"
"能夠領取獎勵了！\n請檢查看看","10148004","54","2","0","-416.5","2","2030/01/01 14:59:59","2024/11/01 16:00:00","10148","0","4","花凜","190805"
"參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","10148005","57","1","0","-416.5","1","2030/01/01 14:59:59","2024/11/01 16:00:00","10148","0","5","花凜","190805"
"這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","10148006","55","2","0","-363","1","2030/01/01 14:59:59","2024/11/01 16:00:00","10148","5.506","1","花凜","190805"
"辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","10148007","55","1","0","-363","2","2030/01/01 14:59:59","2024/11/01 16:00:00","10148","1.216","2","花凜","190805"
"辛苦了\n別忘記使用討伐證\n來進行交換哦！","10148008","56","1","0","-363","2","2030/01/01 14:59:59","2024/11/01 16:00:00","10148","1.539","3","花凜","190805"
"結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","10148009","56","1","0","-363","2","2030/01/01 14:59:59","2024/11/01 16:00:00","10148","1.875","4","花凜","190805"
"","10148101","51","2","0","-285","1","2030/01/01 14:59:59","2024/11/01 16:00:00","10148","7.38","101","美空（夏日）","131201"
"","10148102","51","2","0","-285","1","2030/01/01 14:59:59","2024/11/01 16:00:00","10148","11.5","102","美空（夏日）","131201"
"","10148103","51","3","0","-285","1","2030/01/01 14:59:59","2024/11/01 16:00:00","10148","9.86","103","美空（夏日）","131201"
"","10148104","52","1","0","-285","2","2030/01/01 14:59:59","2024/11/01 16:00:00","10148","10.02","104","美空（夏日）","131201"
"","10148105","51","5","0","-285","4","2030/01/01 14:59:59","2024/11/01 16:00:00","10148","9.2","201","莉莉（夏日）","131601"
"","10148106","51","6","0","-285","2","2030/01/01 14:59:59","2024/11/01 16:00:00","10148","10.68","202","莉莉（夏日）","131601"
"","10148107","51","1","0","-285","4","2030/01/01 14:59:59","2024/11/01 16:00:00","10148","3.47","203","莉莉（夏日）","131601"
"","10148108","52","2","0","-285","5","2030/01/01 14:59:59","2024/11/01 16:00:00","10148","8.42","204","莉莉（夏日）","131601"
"","10148109","51","2","0","-285","1","2030/01/01 14:59:59","2024/11/01 16:00:00","10148","19.4","301","涅婭（夏日）","131101"
"","10148110","51","5","0","-285","1","2030/01/01 14:59:59","2024/11/01 16:00:00","10148","8.5","302","涅婭（夏日）","131101"
"","10148111","51","1","0","-285","4","2030/01/01 14:59:59","2024/11/01 16:00:00","10148","9.78","303","涅婭（夏日）","131101"
"","10148112","52","5","0","-285","2","2030/01/01 14:59:59","2024/11/01 16:00:00","10148","10.95","304","涅婭（夏日）","131101"
"如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","10149001","53","2","0","-416.5","1","2030/01/01 14:59:59","2024/11/18 16:00:00","10149","3.414","1","花凜","190805"
"將任務完成，\n並獲得獎勵吧！","10149002","53","2","0","-416.5","1","2030/01/01 14:59:59","2024/11/18 16:00:00","10149","3.099","2","花凜","190805"
"似乎有能夠\n領取的獎勵了，\n請確認看看。","10149003","54","2","0","-416.5","1","2030/01/01 14:59:59","2024/11/18 16:00:00","10149","2.801","3","花凜","190805"
"能夠領取獎勵了！\n請檢查看看","10149004","54","2","0","-416.5","2","2030/01/01 14:59:59","2024/11/18 16:00:00","10149","0","4","花凜","190805"
"參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","10149005","57","1","0","-416.5","1","2030/01/01 14:59:59","2024/11/18 16:00:00","10149","0","5","花凜","190805"
"這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","10149006","55","2","0","-363","1","2030/01/01 14:59:59","2024/11/18 16:00:00","10149","5.506","1","花凜","190805"
"辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","10149007","55","1","0","-363","2","2030/01/01 14:59:59","2024/11/18 16:00:00","10149","1.216","2","花凜","190805"
"辛苦了\n別忘記使用討伐證\n來進行交換哦！","10149008","56","1","0","-363","2","2030/01/01 14:59:59","2024/11/18 16:00:00","10149","1.539","3","花凜","190805"
"結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","10149009","56","1","0","-363","2","2030/01/01 14:59:59","2024/11/18 16:00:00","10149","1.875","4","花凜","190805"
"","10149101","51","1","8","-285","2","2030/01/01 14:59:59","2024/11/18 16:00:00","10149","13.78","101","似似花（夏日）","126601"
"","10149102","51","2","8","-285","1","2030/01/01 14:59:59","2024/11/18 16:00:00","10149","12.1","102","似似花（夏日）","126601"
"","10149103","51","1","8","-285","1","2030/01/01 14:59:59","2024/11/18 16:00:00","10149","0","103","似似花（夏日）","126601"
"","10149104","51","4","8","-285","2","2030/01/01 14:59:59","2024/11/18 16:00:00","10149","5.3","201","秋乃（夏日）","126701"
"","10149105","51","2","8","-285","1","2030/01/01 14:59:59","2024/11/18 16:00:00","10149","15.8","202","秋乃（夏日）","126701"
"","10149106","51","1","8","-285","6","2030/01/01 14:59:59","2024/11/18 16:00:00","10149","9","203","秋乃（夏日）","126701"
"","10149107","51","4","8","-285","1","2030/01/01 14:59:59","2024/11/18 16:00:00","10149","12.52","301","雪野（夏日）","126801"
"","10149108","51","4","8","-285","1","2030/01/01 14:59:59","2024/11/18 16:00:00","10149","7.2","302","雪野（夏日）","126801"
"","10149109","51","2","8","-285","1","2030/01/01 14:59:59","2024/11/18 16:00:00","10149","10.8","303","雪野（夏日）","126801"
"","10149110","52","2","8","-285","2","2030/01/01 14:59:59","2024/11/18 16:00:00","10149","0","104","似似花（夏日）","126601"
"","10149111","52","2","8","-285","5","2030/01/01 14:59:59","2024/11/18 16:00:00","10149","16.7","204","秋乃（夏日）","126701"
"","10149112","52","6","8","-285","4","2030/01/01 14:59:59","2024/11/18 16:00:00","10149","11.1","304","雪野（夏日）","126801"
"如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","10150001","53","2","0","-416.5","1","2030/01/01 14:59:59","2024/12/01 16:00:00","10150","3.414","1","花凜","190805"
"將任務完成，\n並獲得獎勵吧！","10150002","53","2","0","-416.5","1","2030/01/01 14:59:59","2024/12/01 16:00:00","10150","3.099","2","花凜","190805"
"似乎有能夠\n領取的獎勵了，\n請確認看看。","10150003","54","2","0","-416.5","1","2030/01/01 14:59:59","2024/12/01 16:00:00","10150","2.801","3","花凜","190805"
"能夠領取獎勵了！\n請檢查看看","10150004","54","2","0","-416.5","2","2030/01/01 14:59:59","2024/12/01 16:00:00","10150","0","4","花凜","190805"
"參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","10150005","57","1","0","-416.5","1","2030/01/01 14:59:59","2024/12/01 16:00:00","10150","0","5","花凜","190805"
"這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","10150006","55","2","0","-363","1","2030/01/01 14:59:59","2024/12/01 16:00:00","10150","5.506","1","花凜","190805"
"辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","10150007","55","1","0","-363","2","2030/01/01 14:59:59","2024/12/01 16:00:00","10150","1.216","2","花凜","190805"
"辛苦了\n別忘記使用討伐證\n來進行交換哦！","10150008","56","1","0","-363","2","2030/01/01 14:59:59","2024/12/01 16:00:00","10150","1.539","3","花凜","190805"
"結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","10150009","56","1","0","-363","2","2030/01/01 14:59:59","2024/12/01 16:00:00","10150","1.875","4","花凜","190805"
"","10150101","51","2","8","-285","1","2030/01/01 14:59:59","2024/12/01 16:00:00","10150","18.08","101","愛梅斯","123001"
"","10150102","51","2","8","-285","1","2030/01/01 14:59:59","2024/12/01 16:00:00","10150","18.08","101","愛梅斯（夏日）","131701"
"","10150103","51","1","-8","-285","2","2030/01/01 14:59:59","2024/12/01 16:00:00","10150","15.36","201","帆稀","106701"
"","10150104","51","1","-8","-285","2","2030/01/01 14:59:59","2024/12/01 16:00:00","10150","15.36","201","帆稀（夏日）","131802"
"","10150105","51","2","8","-285","4","2030/01/01 14:59:59","2024/12/01 16:00:00","10150","9.25","301","涅比亞","118601"
"","10150106","51","2","8","-285","4","2030/01/01 14:59:59","2024/12/01 16:00:00","10150","9.25","301","涅比亞（夏日）","118602"
"","10150107","51","2","8","-285","4","2030/01/01 14:59:59","2024/12/01 16:00:00","10150","12.47","102","愛梅斯（夏日）","131701"
