cc16f76a4da2eeb98714bf7d5929e1b0d9dd9c0377165311e171d831b34ca924,a13b8f0baa47314ecd68e81d3fc4cfc0be62b778773bdb70984fc4dcaf09dfb2,9eea74f5e28ba76bf9c0e1b2edf305b2b88cc3b0feb5b09ccc19b54a9719b8a6,be4191f8e0722cfe7727f0829125d1813c1d73545e07141ad759b979504ad720,dedfdf4235d19a9ec63baeab3bc69727b8c5486eff88d6cc00d1bb9e31281435,535b6620ceb964968edddc515498e7a60e7e61e527b61d675f332cc15a497191,7552ac9ad0fe313de14c6dba753773e32d8076033e54ce3f27f296f5a1ad63cd,22ffc1788db675160dcd79b6742f73e59cc8067e8e34169fd7c055e406fdc51f,3336c5c3082b46fc88c88214429ece6ff6dabefcd1d81a4c87fbb86200bd97c6,fbefe347bb15138c03f6a0a6b12abfda9d37eb12790c429cd18eb8e080b4e402,95e1705bcd5aed8ef49617637d9f54b4200f421b16c72f7006bc7ef06cf5376b,4d1cb3f304c8ee87f4f812df11cb4ed5c99c6244018a15b53f1203bb793093ca,9b8e08390db333940df9a5671ce7e5e442d2b5ea8699742f70777019af6ed17b,3f605d27500ef27c3cadcf90f67d5d27e535652f3ee20a66d5a24e14ec67d28d
"190803","2024/04/16 16:00:00","2024/04/26 15:59:59","3","2","-363","56","1","花凜","10133","10133008","0","辛苦了\n別忘記使用討伐證\n來進行交換哦！","1.539"
"190803","2024/04/16 16:00:00","2024/04/26 15:59:59","4","2","-363","56","1","花凜","10133","10133009","0","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","1.875"
"100601","2024/04/16 16:00:00","2024/04/26 15:59:59","101","4","-285","51","5","茜里","10133","10133101","8","","12.01"
"102201","2024/04/16 16:00:00","2024/04/26 15:59:59","201","6","-285","51","5","依里","10133","10133102","8","","9.894"
"104701","2024/04/16 16:00:00","2024/04/26 15:59:59","301","1","-285","51","1","純","10133","10133103","8","","8.6"
"124001","2024/04/16 16:00:00","2024/04/26 15:59:59","102","1","-285","51","2","茜里（聖誕節）","10133","10133104","8","","11.96"
"124101","2024/04/16 16:00:00","2024/04/26 15:59:59","202","1","-285","51","3","依里（聖誕節）","10133","10133105","8","","15.2"
"124201","2024/04/16 16:00:00","2024/04/26 15:59:59","302","6","-285","51","6","純（聖誕節）","10133","10133106","0","","6.5"
"124001","2024/04/16 16:00:00","2024/04/26 15:59:59","103","4","-285","51","4","茜里（聖誕節）","10133","10133107","8","","6.8"
"124101","2024/04/16 16:00:00","2024/04/26 15:59:59","203","1","-285","51","2","依里（聖誕節）","10133","10133108","8","","7.98"
"124201","2024/04/16 16:00:00","2024/04/26 15:59:59","303","1","-285","51","2","純（聖誕節）","10133","10133109","0","","2.751"
"100601","2024/04/16 16:00:00","2030/01/01 14:59:59","104","2","-285","52","2","茜里","10133","10133110","8","","0"
"124001","2024/04/16 16:00:00","2030/01/01 14:59:59","104","2","-285","52","2","茜里（聖誕節）","10133","10133111","8","","0"
"102201","2024/04/16 16:00:00","2030/01/01 14:59:59","204","2","-285","52","5","依里","10133","10133112","8","","21.986"
"124101","2024/04/16 16:00:00","2030/01/01 14:59:59","204","2","-285","52","5","依里（聖誕節）","10133","10133113","8","","21.986"
"104701","2024/04/16 16:00:00","2030/01/01 14:59:59","304","1","-285","52","2","純","10133","10133114","8","","11.97"
"124201","2024/04/16 16:00:00","2030/01/01 14:59:59","304","2","-285","52","2","純（聖誕節）","10133","10133115","0","","15.77"
"190804","2024/04/01 16:00:00","2030/01/01 14:59:59","1","1","-416.5","53","2","花凜","10134","10134001","0","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","3.414"
"190804","2024/04/01 16:00:00","2030/01/01 14:59:59","2","1","-416.5","53","2","花凜","10134","10134002","0","將任務完成，\n並獲得獎勵吧！","3.099"
"190804","2024/04/01 16:00:00","2030/01/01 14:59:59","3","1","-416.5","54","2","花凜","10134","10134003","0","似乎有能夠\n領取的獎勵了，\n請確認看看。","2.801"
"190804","2024/04/01 16:00:00","2030/01/01 14:59:59","4","2","-416.5","54","2","花凜","10134","10134004","0","能夠領取獎勵了！\n請檢查看看","0"
"190804","2024/04/01 16:00:00","2030/01/01 14:59:59","5","1","-416.5","57","1","花凜","10134","10134005","0","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","0"
"190804","2024/04/01 16:00:00","2030/01/01 14:59:59","1","1","-363","55","2","花凜","10134","10134006","0","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","5.506"
"190804","2024/04/01 16:00:00","2030/01/01 14:59:59","2","2","-363","55","1","花凜","10134","10134007","0","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","1.216"
"190804","2024/04/01 16:00:00","2030/01/01 14:59:59","3","2","-363","56","1","花凜","10134","10134008","0","辛苦了\n別忘記使用討伐證\n來進行交換哦！","1.539"
"190804","2024/04/01 16:00:00","2030/01/01 14:59:59","4","2","-363","56","1","花凜","10134","10134009","0","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","1.875"
"128301","2024/04/01 16:00:00","2024/05/19 15:59:59","101","1","-285","51","2","祈梨（新年）","10134","10134101","0","","3.6"
"128301","2024/04/01 16:00:00","2024/05/19 15:59:59","102","4","-285","51","3","祈梨（新年）","10134","10134102","0","","10.7"
"128301","2024/04/01 16:00:00","2024/05/19 15:59:59","103","1","-285","51","2","祈梨（新年）","10134","10134103","0","","3.7"
"128301","2024/04/01 16:00:00","2030/01/01 14:59:59","104","5","-285","52","2","祈梨（新年）","10134","10134104","0","","9"
"128401","2024/04/01 16:00:00","2024/05/19 15:59:59","201","2","-285","51","2","初音（新年）","10134","10134105","0","","0"
"128401","2024/04/01 16:00:00","2024/05/19 15:59:59","202","1","-285","51","2","初音（新年）","10134","10134106","0","","4.3"
"128401","2024/04/01 16:00:00","2024/05/19 15:59:59","203","2","-285","51","2","初音（新年）","10134","10134107","0","","0"
"128401","2024/04/01 16:00:00","2030/01/01 14:59:59","204","1","-285","52","5","初音（新年）","10134","10134108","0","","9.8"
"101401","2024/04/01 16:00:00","2024/05/19 15:59:59","301","3","-285","51","1","霞（一般）","10134","10134109","0","","10.4"
"128501","2024/04/01 16:00:00","2024/05/19 15:59:59","302","2","-285","51","5","霞（新年）","10134","10134110","0","","5.4"
"128501","2024/04/01 16:00:00","2024/05/19 15:59:59","303","1","-285","51","1","霞（新年）","10134","10134111","0","","0"
"101401","2024/04/01 16:00:00","2030/01/01 14:59:59","304","3","-285","52","2","霞（一般）","10134","10134112","0","","9.9"
"128501","2024/04/01 16:00:00","2030/01/01 14:59:59","314","3","-285","52","2","霞（新年）","10134","10134113","0","","9.9"
"128501","2024/04/01 16:00:00","2024/05/19 15:59:59","302","2","-285","51","5","霞（新年）","10134","10134114","0","","5.4"
"128501","2024/04/01 16:00:00","2030/01/01 14:59:59","314","3","-285","52","2","霞（新年）","10134","10134115","0","","9.9"
"190804","2024/05/17 16:00:00","2024/05/27 15:59:59","1","1","-416.5","53","2","花凜","10135","10135001","0","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","3.414"
"190804","2024/05/17 16:00:00","2024/05/27 15:59:59","2","1","-416.5","53","2","花凜","10135","10135002","0","將任務完成，\n並獲得獎勵吧！","3.099"
"190804","2024/05/17 16:00:00","2024/05/27 15:59:59","3","1","-416.5","54","2","花凜","10135","10135003","0","似乎有能夠\n領取的獎勵了，\n請確認看看。","2.801"
"190804","2024/05/17 16:00:00","2024/05/27 15:59:59","4","2","-416.5","54","2","花凜","10135","10135004","0","能夠領取獎勵了！\n請檢查看看","0"
"190804","2024/05/17 16:00:00","2024/05/27 15:59:59","5","1","-416.5","57","1","花凜","10135","10135005","0","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","0"
"190804","2024/05/17 16:00:00","2024/05/27 15:59:59","1","1","-363","55","2","花凜","10135","10135006","0","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","5.506"
"190804","2024/05/17 16:00:00","2024/05/27 15:59:59","2","2","-363","55","1","花凜","10135","10135007","0","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","1.216"
"190804","2024/05/17 16:00:00","2024/05/27 15:59:59","3","2","-363","56","1","花凜","10135","10135008","0","辛苦了\n別忘記使用討伐證\n來進行交換哦！","1.539"
"190804","2024/05/17 16:00:00","2024/05/27 15:59:59","4","2","-363","56","1","花凜","10135","10135009","0","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","1.875"
"124501","2024/05/17 16:00:00","2024/05/27 15:59:59","101","2","-285","51","2","帆稀（新年）","10135","10135101","-8","","0"
"124501","2024/05/17 16:00:00","2024/05/27 15:59:59","102","1","-285","51","5","帆稀（新年）","10135","10135102","-8","","6.38"
"124501","2024/05/17 16:00:00","2024/05/27 15:59:59","103","6","-285","51","2","帆稀（新年）","10135","10135103","-8","","12.97"
"124501","2024/05/17 16:00:00","2030/01/01 14:59:59","104","1","-285","52","2","帆稀（新年）","10135","10135104","-8","","11.1"
"124701","2024/05/17 16:00:00","2024/05/27 15:59:59","201","2","-285","51","1","深月（新年）","10135","10135105","-8","","7.82"
"124701","2024/05/17 16:00:00","2024/05/27 15:59:59","202","1","-285","51","6","深月（新年）","10135","10135106","-8","","8.22"
"124701","2024/05/17 16:00:00","2024/05/27 15:59:59","203","1","-285","51","1","深月（新年）","10135","10135107","-8","","0"
"124701","2024/05/17 16:00:00","2030/01/01 14:59:59","204","1","-285","52","2","深月（新年）","10135","10135108","-8","","12.45"
"124601","2024/05/17 16:00:00","2024/05/27 15:59:59","301","1","-285","51","2","美里（新年）","10135","10135109","8","","10.52"
"124601","2024/05/17 16:00:00","2024/05/27 15:59:59","302","1","-285","51","5","美里（新年）","10135","10135110","8","","11.1"
"124601","2024/05/17 16:00:00","2024/05/27 15:59:59","303","6","-285","51","2","美里（新年）","10135","10135111","8","","11.5"
"124601","2024/05/17 16:00:00","2030/01/01 14:59:59","304","2","-285","52","6","美里（新年）","10135","10135112","8","","12.8"
"190801","2024/06/01 16:00:00","2030/01/01 14:59:59","1","1","-416.5","53","2","花凜","10136","10136001","0","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","3.414"
"190801","2024/06/01 16:00:00","2030/01/01 14:59:59","2","1","-416.5","53","2","花凜","10136","10136002","0","將任務完成，\n並獲得獎勵吧！","3.099"
"190801","2024/06/01 16:00:00","2030/01/01 14:59:59","3","1","-416.5","54","2","花凜","10136","10136003","0","似乎有能夠\n領取的獎勵了，\n請確認看看。","2.801"
"190801","2024/06/01 16:00:00","2030/01/01 14:59:59","4","2","-416.5","54","2","花凜","10136","10136004","0","能夠領取獎勵了！\n請檢查看看","0"
"190801","2024/06/01 16:00:00","2030/01/01 14:59:59","5","1","-416.5","57","1","花凜","10136","10136005","0","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","0"
"190801","2024/06/01 16:00:00","2030/01/01 14:59:59","1","1","-363","55","2","花凜","10136","10136006","0","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","5.506"
"190801","2024/06/01 16:00:00","2030/01/01 14:59:59","2","2","-363","55","1","花凜","10136","10136007","0","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","1.216"
"190801","2024/06/01 16:00:00","2030/01/01 14:59:59","3","2","-363","56","1","花凜","10136","10136008","0","辛苦了\n別忘記使用討伐證\n來進行交換哦！","1.539"
"190801","2024/06/01 16:00:00","2030/01/01 14:59:59","4","2","-363","56","1","花凜","10136","10136009","0","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","1.875"
"100301","2024/06/01 16:00:00","2030/01/01 14:59:59","101","4","-285","51","1","怜","10136","10136101","8","","8.511"
"128802","2024/06/01 16:00:00","2030/01/01 14:59:59","102","6","-285","51","2","怜（星素）","10136","10136102","8","","8.76"
"100301","2024/06/01 16:00:00","2030/01/01 14:59:59","105","1","-285","52","2","怜","10136","10136103","8","","9.239"
"128802","2024/06/01 16:00:00","2030/01/01 14:59:59","105","1","-285","52","2","怜（星素）","10136","10136104","8","","9.239"
"100202","2024/06/01 16:00:00","2030/01/01 14:59:59","201","6","-285","51","1","優衣","10136","10136105","8","","8.15"
"128901","2024/06/01 16:00:00","2030/01/01 14:59:59","202","6","-285","51","2","優衣（星素）","10136","10136106","8","","7.82"
"100202","2024/06/01 16:00:00","2030/01/01 14:59:59","205","1","-285","52","1","優衣","10136","10136107","8","","0"
"128901","2024/06/01 16:00:00","2030/01/01 14:59:59","205","1","-285","52","1","優衣（星素）","10136","10136108","8","","0"
"100101","2024/06/01 16:00:00","2030/01/01 14:59:59","301","1","-285","51","2","日和","10136","10136109","8","","4.843"
"128701","2024/06/01 16:00:00","2030/01/01 14:59:59","302","6","-285","51","6","日和（星素）","10136","10136110","8","","0"
"100101","2024/06/01 16:00:00","2030/01/01 14:59:59","305","2","-285","52","1","日和","10136","10136111","8","","2.612"
"128701","2024/06/01 16:00:00","2030/01/01 14:59:59","305","2","-285","52","1","日和（星素）","10136","10136112","8","","2.612"
"129101","2024/06/01 16:00:00","2030/01/01 14:59:59","401","1","-285","51","2","埃拉","10136","10136113","-8","","5.338"
"129201","2024/06/01 16:00:00","2030/01/01 14:59:59","501","1","-285","51","4","志那都","10136","10136114","-8","","16.348"
"190801","2024/06/08 16:00:00","2030/01/01 14:59:59","1","1","-416.5","53","2","花凜","10137","10137001","0","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","3.414"
"190801","2024/06/08 16:00:00","2030/01/01 14:59:59","2","1","-416.5","53","2","花凜","10137","10137002","0","將任務完成，\n並獲得獎勵吧！","3.099"
"190801","2024/06/08 16:00:00","2030/01/01 14:59:59","3","1","-416.5","54","2","花凜","10137","10137003","0","似乎有能夠\n領取的獎勵了，\n請確認看看。","2.801"
"190801","2024/06/08 16:00:00","2030/01/01 14:59:59","4","2","-416.5","54","2","花凜","10137","10137004","0","能夠領取獎勵了！\n請檢查看看","0"
"190801","2024/06/08 16:00:00","2030/01/01 14:59:59","5","1","-416.5","57","1","花凜","10137","10137005","0","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","0"
"190801","2024/06/08 16:00:00","2030/01/01 14:59:59","1","1","-363","55","2","花凜","10137","10137006","0","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","5.506"
"190801","2024/06/08 16:00:00","2030/01/01 14:59:59","2","2","-363","55","1","花凜","10137","10137007","0","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","1.216"
"190801","2024/06/08 16:00:00","2030/01/01 14:59:59","3","2","-363","56","1","花凜","10137","10137008","0","辛苦了\n別忘記使用討伐證\n來進行交換哦！","1.539"
"190801","2024/06/08 16:00:00","2030/01/01 14:59:59","4","2","-363","56","1","花凜","10137","10137009","0","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","1.875"
"128802","2024/06/08 16:00:00","2030/01/01 14:59:59","101","1","-285","51","2","怜（星素）","10137","10137101","8","","12.3"
"128802","2024/06/08 16:00:00","2030/01/01 14:59:59","102","1","-285","51","2","怜（星素）","10137","10137102","8","","6.65"
"128802","2024/06/08 16:00:00","2030/01/01 14:59:59","103","1","-285","52","2","怜（星素）","10137","10137103","8","","9.239"
"128901","2024/06/08 16:00:00","2030/01/01 14:59:59","201","1","-285","51","1","優衣（星素）","10137","10137104","8","","0"
"128901","2024/06/08 16:00:00","2030/01/01 14:59:59","202","1","-285","51","1","優衣（星素）","10137","10137105","8","","0"
"128901","2024/06/08 16:00:00","2030/01/01 14:59:59","203","1","-285","52","1","優衣（星素）","10137","10137106","8","","0"
"128701","2024/06/08 16:00:00","2030/01/01 14:59:59","301","1","-285","51","3","日和（星素）","10137","10137107","8","","6.43"
"128701","2024/06/08 16:00:00","2030/01/01 14:59:59","302","1","-285","51","2","日和（星素）","10137","10137108","8","","7.35"
"128701","2024/06/08 16:00:00","2030/01/01 14:59:59","303","2","-285","52","1","日和（星素）","10137","10137109","8","","2.55"
"129101","2024/06/08 16:00:00","2030/01/01 14:59:59","401","2","-285","51","2","埃拉","10137","10137110","-8","","0"
"129101","2024/06/08 16:00:00","2030/01/01 14:59:59","401","2","-285","52","2","埃拉","10137","10137111","-8","","0"
"129201","2024/06/08 16:00:00","2030/01/01 14:59:59","501","2","-285","51","2","志那都","10137","10137112","-8","","0"
"129201","2024/06/08 16:00:00","2030/01/01 14:59:59","501","2","-285","52","2","志那都","10137","10137113","-8","","0"
"129001","2024/06/08 16:00:00","2030/01/01 14:59:59","601","1","-285","51","2","厄莉絲","10137","10137114","-8","","20.7"
"129001","2024/06/08 16:00:00","2030/01/01 14:59:59","601","1","-285","52","2","厄莉絲","10137","10137115","-8","","20.7"
"190801","2024/06/10 16:00:00","2024/06/27 15:59:59","1","1","-416.5","53","2","花凜","10138","10138001","0","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","3.414"
"190801","2024/06/10 16:00:00","2024/06/27 15:59:59","2","1","-416.5","53","2","花凜","10138","10138002","0","將任務完成，\n並獲得獎勵吧！","3.099"
"190801","2024/06/10 16:00:00","2024/06/27 15:59:59","3","1","-416.5","54","2","花凜","10138","10138003","0","似乎有能夠\n領取的獎勵了，\n請確認看看。","2.801"
"190801","2024/06/10 16:00:00","2024/06/27 15:59:59","4","2","-416.5","54","2","花凜","10138","10138004","0","能夠領取獎勵了！\n請檢查看看","0"
"190801","2024/06/10 16:00:00","2024/06/27 15:59:59","5","1","-416.5","57","1","花凜","10138","10138005","0","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","0"
"190801","2024/06/10 16:00:00","2024/06/27 15:59:59","1","1","-363","55","2","花凜","10138","10138006","0","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","5.506"
"190801","2024/06/10 16:00:00","2024/06/27 15:59:59","2","2","-363","55","1","花凜","10138","10138007","0","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","1.216"
"190801","2024/06/10 16:00:00","2024/06/27 15:59:59","3","2","-363","56","1","花凜","10138","10138008","0","辛苦了\n別忘記使用討伐證\n來進行交換哦！","1.539"
"190801","2024/06/10 16:00:00","2024/06/27 15:59:59","4","2","-363","56","1","花凜","10138","10138009","0","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","1.875"
"106101","2024/06/10 16:00:00","2024/06/27 15:59:59","101","2","-285","51","2","矛依未","10138","10138101","8","","0"
"106102","2024/06/10 16:00:00","2024/06/27 15:59:59","122","6","-285","51","3","矛依未","10138","10138104","8","","3.53"
"125002","2024/06/10 16:00:00","2024/06/27 15:59:59","112","6","-285","51","3","矛依未（解放者）","10138","10138105","8","","3.53"
"106101","2024/06/10 16:00:00","2030/01/01 14:59:59","105","1","-285","52","2","矛依未","10138","10138106","8","","11.25"
"106102","2024/06/10 16:00:00","2030/01/01 14:59:59","125","1","-285","52","2","矛依未","10138","10138107","8","","11.25"
"125002","2024/06/10 16:00:00","2030/01/01 14:59:59","115","1","-285","52","2","矛依未（解放者）","10138","10138108","8","","11.25"
"106101","2024/06/10 16:00:00","2030/01/01 14:59:59","106","2","-285","52","2","矛依未","10138","10138109","8","","0"
"106102","2024/06/10 16:00:00","2030/01/01 14:59:59","126","2","-285","52","2","矛依未","10138","10138110","8","","0"
"125002","2024/06/10 16:00:00","2030/01/01 14:59:59","116","2","-285","52","2","矛依未（解放者）","10138","10138111","8","","0"
"106101","2024/06/10 16:00:00","2030/01/01 14:59:59","107","2","-285","52","2","矛依未","10138","10138112","8","","0"
"106102","2024/06/10 16:00:00","2030/01/01 14:59:59","127","2","-285","52","2","矛依未","10138","10138113","8","","0"
"125002","2024/06/10 16:00:00","2030/01/01 14:59:59","117","2","-285","52","2","矛依未（解放者）","10138","10138114","8","","0"
"102901","2024/06/10 16:00:00","2024/06/27 15:59:59","201","1","-285","51","2","望","10138","10138115","8","","8.28"
"102901","2024/06/10 16:00:00","2024/06/27 15:59:59","202","4","-285","51","4","望","10138","10138117","8","","0"
"124801","2024/06/10 16:00:00","2024/06/27 15:59:59","212","4","-285","51","4","望（解放者）","10138","10138118","8","","0"
"102901","2024/06/10 16:00:00","2030/01/01 14:59:59","205","4","-285","52","5","望","10138","10138119","8","","11.07"
"124801","2024/06/10 16:00:00","2030/01/01 14:59:59","215","4","-285","52","5","望（解放者）","10138","10138120","8","","11.07"
"102901","2024/06/10 16:00:00","2030/01/01 14:59:59","206","1","-285","52","2","望","10138","10138121","8","","9.4"
"124801","2024/06/10 16:00:00","2030/01/01 14:59:59","216","1","-285","52","7","望（解放者）","10138","10138122","8","","9.4"
"102901","2024/06/10 16:00:00","2030/01/01 14:59:59","207","1","-285","52","2","望","10138","10138123","8","","11.15"
"124801","2024/06/10 16:00:00","2030/01/01 14:59:59","217","1","-285","52","2","望（解放者）","10138","10138124","8","","11.15"
"106501","2024/06/10 16:00:00","2024/06/27 15:59:59","301","1","-285","51","2","嘉夜","10138","10138125","8","","10.55"
"106501","2024/06/10 16:00:00","2024/06/27 15:59:59","302","3","-285","51","3","嘉夜","10138","10138127","8","","0"
"124901","2024/06/10 16:00:00","2024/06/27 15:59:59","312","3","-285","51","3","嘉夜（解放者）","10138","10138128","8","","0"
"106501","2024/06/10 16:00:00","2030/01/01 14:59:59","305","1","-285","52","2","嘉夜","10138","10138129","8","","20.2"
"124901","2024/06/10 16:00:00","2030/01/01 14:59:59","315","1","-285","52","2","嘉夜（解放者）","10138","10138130","8","","20.2"
"106501","2024/06/10 16:00:00","2030/01/01 14:59:59","306","3","-285","52","1","嘉夜","10138","10138131","8","","12.47"
"124901","2024/06/10 16:00:00","2030/01/01 14:59:59","316","3","-285","52","1","嘉夜（解放者）","10138","10138132","8","","12.47"
"106501","2024/06/10 16:00:00","2030/01/01 14:59:59","307","6","-285","52","5","嘉夜","10138","10138133","8","","13.55"
"124901","2024/06/10 16:00:00","2030/01/01 14:59:59","317","6","-285","52","5","嘉夜（解放者）","10138","10138134","8","","13.55"
"190801","2024/06/15 16:00:00","2024/06/27 15:59:59","1","1","-416.5","53","2","花凜","10139","10139001","0","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","3.414"
"190801","2024/06/15 16:00:00","2024/06/27 15:59:59","2","1","-416.5","53","2","花凜","10139","10139002","0","將任務完成，\n並獲得獎勵吧！","3.099"
"190801","2024/06/15 16:00:00","2024/06/27 15:59:59","3","1","-416.5","54","2","花凜","10139","10139003","0","似乎有能夠\n領取的獎勵了，\n請確認看看。","2.801"
"190801","2024/06/15 16:00:00","2024/06/27 15:59:59","4","2","-416.5","54","2","花凜","10139","10139004","0","能夠領取獎勵了！\n請檢查看看","0"
"190801","2024/06/15 16:00:00","2024/06/27 15:59:59","5","1","-416.5","57","1","花凜","10139","10139005","0","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","0"
"190801","2024/06/15 16:00:00","2024/06/27 15:59:59","1","1","-363","55","2","花凜","10139","10139006","0","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","5.506"
"190801","2024/06/15 16:00:00","2024/06/27 15:59:59","2","2","-363","55","1","花凜","10139","10139007","0","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","1.216"
"190801","2024/06/15 16:00:00","2024/06/27 15:59:59","3","2","-363","56","1","花凜","10139","10139008","0","辛苦了\n別忘記使用討伐證\n來進行交換哦！","1.539"
"190801","2024/06/15 16:00:00","2024/06/27 15:59:59","4","2","-363","56","1","花凜","10139","10139009","0","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","1.875"
"125002","2024/06/15 16:00:00","2024/06/27 15:59:59","113","6","-285","51","2","矛依未（解放者）","10139","10139101","8","","7.32"
"125001","2024/06/15 16:00:00","2024/06/27 15:59:59","133","6","-285","51","2","矛依未（解放者）","10139","10139102","8","","7.32"
"125002","2024/06/15 16:00:00","2024/06/27 15:59:59","114","1","-285","51","5","矛依未（解放者）","10139","10139103","8","","8.87"
"125001","2024/06/15 16:00:00","2024/06/27 15:59:59","134","1","-285","51","5","矛依未（解放者）","10139","10139104","8","","8.87"
"125002","2024/06/15 16:00:00","2030/01/01 14:59:59","115","1","-285","52","2","矛依未（解放者）","10139","10139105","8","","11.25"
"125001","2024/06/15 16:00:00","2030/01/01 14:59:59","135","1","-285","52","2","矛依未（解放者）","10139","10139106","8","","11.25"
"125002","2024/06/15 16:00:00","2030/01/01 14:59:59","116","2","-285","52","2","矛依未（解放者）","10139","10139107","8","","0"
"125001","2024/06/15 16:00:00","2030/01/01 14:59:59","136","2","-285","52","2","矛依未（解放者）","10139","10139108","8","","0"
"125002","2024/06/15 16:00:00","2030/01/01 14:59:59","117","2","-285","52","2","矛依未（解放者）","10139","10139109","8","","0"
"125001","2024/06/15 16:00:00","2030/01/01 14:59:59","137","2","-285","52","2","矛依未（解放者）","10139","10139110","8","","0"
"124801","2024/06/15 16:00:00","2024/06/27 15:59:59","213","6","-285","51","3","望（解放者）","10139","10139111","8","","9.82"
"124801","2024/06/15 16:00:00","2024/06/27 15:59:59","214","1","-285","51","5","望（解放者）","10139","10139112","8","","7.44"
"124801","2024/06/15 16:00:00","2030/01/01 14:59:59","215","4","-285","52","5","望（解放者）","10139","10139113","8","","11.07"
"124801","2024/06/15 16:00:00","2030/01/01 14:59:59","216","1","-285","52","7","望（解放者）","10139","10139114","8","","9.4"
"124801","2024/06/15 16:00:00","2030/01/01 14:59:59","217","1","-285","52","2","望（解放者）","10139","10139115","8","","11.15"
"124901","2024/06/15 16:00:00","2024/06/27 15:59:59","313","1","-285","51","2","嘉夜（解放者）","10139","10139116","8","","7.95"
"124901","2024/06/15 16:00:00","2024/06/27 15:59:59","314","6","-285","51","4","嘉夜（解放者）","10139","10139117","8","","8.27"
"124901","2024/06/15 16:00:00","2030/01/01 14:59:59","315","1","-285","52","2","嘉夜（解放者）","10139","10139118","8","","20.2"
"124901","2024/06/15 16:00:00","2030/01/01 14:59:59","316","3","-285","52","1","嘉夜（解放者）","10139","10139119","8","","12.47"
"124901","2024/06/15 16:00:00","2030/01/01 14:59:59","317","6","-285","52","5","嘉夜（解放者）","10139","10139120","8","","13.55"
"125001","2024/06/15 16:00:00","2024/06/27 15:59:59","133","6","-285","51","2","矛依未（解放者）","10139","10139121","8","","7.32"
"125001","2024/06/15 16:00:00","2024/06/27 15:59:59","134","1","-285","51","5","矛依未（解放者）","10139","10139122","8","","8.87"
"125001","2024/06/15 16:00:00","2030/01/01 14:59:59","135","1","-285","52","2","矛依未（解放者）","10139","10139123","8","","11.25"
"125001","2024/06/15 16:00:00","2030/01/01 14:59:59","136","2","-285","52","2","矛依未（解放者）","10139","10139124","8","","0"
"125001","2024/06/15 16:00:00","2030/01/01 14:59:59","137","2","-285","52","2","矛依未（解放者）","10139","10139125","8","","0"
"190801","2024/07/01 16:00:00","2030/01/01 14:59:59","1","1","-416.5","53","2","花凜","10140","10140001","0","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","3.414"
"190801","2024/07/01 16:00:00","2030/01/01 14:59:59","2","1","-416.5","53","2","花凜","10140","10140002","0","將任務完成，\n並獲得獎勵吧！","3.099"
"190801","2024/07/01 16:00:00","2030/01/01 14:59:59","3","1","-416.5","54","2","花凜","10140","10140003","0","似乎有能夠\n領取的獎勵了，\n請確認看看。","2.801"
"190801","2024/07/01 16:00:00","2030/01/01 14:59:59","4","2","-416.5","54","2","花凜","10140","10140004","0","能夠領取獎勵了！\n請檢查看看","0"
"190801","2024/07/01 16:00:00","2030/01/01 14:59:59","5","1","-416.5","57","1","花凜","10140","10140005","0","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","0"
