1b0ab9bd6c273c24afe0cee4be409839c133897a953342f2ce71d82b4242089e,4b1950d9867bd0d869cbc517ffa4d284ea37e5466a8407d99d141427eff9c1d6,327834a5262e5a72ad1a131a92ecd547cd874ba8e8061d6b4824adaec8a44690,2dc89b4d1cf11ca83ad438b192c0a7480ee717ecb397b538541ee2029043a317,2f7285b7a2df4cbe8760c79a4582a61735aaa06171b89fc9e60a4957ae2d2b44,825c57409f8e8321b0ca80b1e90249eb9cae1f42f28bf93e7287d81c9501688b,df2d4944cb7ac7ed8a437cfdd0bb8f3e707336deb31dcba2a8e3a20e648166fd,571c3b21f66fb160064a19fd99648c8eb70df4da07cb517479a28f9a7e4b1208,a034d1865d1b9ace56aa7246313494cf190f931456cd2a693f001e88fbda7ffc,ffcdfdf445149c884e3745ff61168b5102f11231a72dce48ab57dab04c191dc2,3eaaa3be3855ae99c765b264b3661d5a2ee31354788ae387ab6e73828a53c18b,7e9ecbf7ecdf3d419c2225f820f28504e93ba5686abae36141ad8d127b3a5cc7,389e9ef8bc15861e3c5f60a8a18b87d8e6dc27f548ea8f056599bf6b8d69798d,f43a2f58a55d549a834763f42b28cb88681e8b04fa285b62117f4eec886e7f35,6cc48a9fe7ff937069bff62352b0612b6442eee08f686e7d8568c54208161475,d117680f9cd1f1dc7e768341f64d5bf87df541a5204d1b4f31560d3758d163a0,ccf04b495879c8133d6694621a6f88cf8f0eadc9a51e2a9474f12e81764b93a0,2e63b1c492e30921dcfffdafa8192aaedcd79a34cf6eec4d2c33753174211c64,fb229c8b61e92d5a0809fd9dbe0dba4bf46c149fdf5a286ab2c5ed30ceb18d1f,d18a84499ce5c03bc81ed6618e3aea3c67293caedfc5e260c412a51727055db9,59fcb0fb6e1ddaeb4b64e1c4e9e515d194480fd105952f431824435eb7a3a39a
"90","1","1","304807404","0","1","","0","0","","10","1020","0","1","2","0","0","1","0","3","7"
"90","1","1","304807405","0","1","","0","0","","10","1040","0","1","2","0","0","1","0","3","7"
"0","1","0","304808101","0","0","","0","0","","7","4","0","0","1","0","0","1","3000","3","3"
"0","1","10","304808102","0","0","","2","0.004","","46","1","50","0","1","0","0","99","250","2","3"
"0","1","8","304808103","0","0","","1","0.006","","26","304808102","0","0","2","0","0","1","0","3","7"
"0","1","6","304808104","0","0","","2","1","","26","304808105","0","0","1","0","0","1","0","3","3"
"18","1","1","304808105","0","0","","1","0","","10","1","1","0","1","0","0","99","250","2","3"
"0","1","0","304808201","0","0","","0","0","","7","4","0","0","1","0","0","1","3000","3","3"
"0","1","8","304808202","0","0","","1","0.5","","26","304808203","0","0","2","0","0","1","0","3","7"
"0","1","70","304808203","0","12.5","","0","0.2","","9","3","100","0","1","0","0","99","375","2","3"
"0","1","0.9","304808204","0","0","","0","12.5","","59","1","0","0","1","0","0","99","375","2","3"
"12.5","1","2","304808205","0","0","","0","100","","10","91","0","0","1","0","0","99","375","2","3"
"0","1","3","304808301","0","0","","2","0.0014","","46","1","50","0","1","0","0","1","3000","3","3"
"0","1","8","304808302","0","0","","1","0.0025","","26","304808301","0","0","2","0","0","1","0","3","7"
"0","1","0","304809101","0","0","","0","0","","7","4","0","0","1","0","0","1","3000","3","3"
"0","1","10","304809102","0","0","","2","0.004","","46","1","100","0","1","0","0","99","300","2","3"
"0","1","8","304809103","0","0","","1","0.006","","26","304809102","0","0","2","0","0","1","0","3","7"
"0","1","6","304809104","0","0","","2","1","","26","304809105","0","0","1","0","0","1","0","3","3"
"18","1","1","304809105","0","0","","1","0","","10","1","1","0","1","0","0","99","300","2","3"
"0","1","0","304809201","0","0","","0","0","","7","4","0","0","1","0","0","1","3000","3","3"
"0","1","8","304809202","0","0","","1","0.5","","26","304809203","0","0","2","0","0","1","0","3","7"
"0","1","70","304809203","0","12.5","","0","0.2","","9","3","100","0","1","0","0","99","300","2","3"
"0","1","0.7","304809204","0","0","","0","12.5","","59","1","0","0","1","0","0","99","300","2","3"
"12.5","1","3","304809205","0","0","","0","70","","10","91","0","0","1","0","0","99","300","2","3"
"0","1","3","304809301","0","0","","2","0.0014","","46","1","100","0","1","0","0","1","3000","3","3"
"0","1","8","304809302","0","0","","1","0.0025","","26","304809301","0","0","2","0","0","1","0","3","7"
"0","1","35","304900101","0","2.32","","0","40","對鄰近的3名敵人角色造成物理特大傷害","1","1","0","0","1","0","0","3","3000","1","3"
"0","1","0","304900102","0","3","","0","0","使鄰近的2名敵人角色麻痺3秒","8","3","0","0","1","0","0","2","3000","1","3"
"0","1","100","304900103","0","0","","0","0","解除自己的增益","49","1","0","0","2","0","0","1","0","3","7"
"10","1","2","304900104","0","0","","1","24","對自己施加物理防禦中幅度減益10秒","10","21","0","0","2","0","0","1","0","1","7"
"10","1","2","304900105","0","0","","1","24","對自己施加魔法防禦中幅度減益10秒","10","41","0","0","2","0","0","1","0","1","7"
"0","1","8","304900201","0","0.9","","0","8","對全體敵人造成大幅度魔法傷害","1","2","0","0","1","0","0","99","3000","3","3"
"90","1","2","304900202","0","0","","1","35","對自己施加物理攻擊增益（無時間限制）","10","10","0","1","2","0","0","1","0","1","7"
"0","1","1.3","304900301","0","8","","0","0","對我方全體施加加速（30%，8秒）","8","2","0","0","2","0","0","99","9999","3","3"
"0","1","100","304900401","0","40","","0","0","覺醒_觸發","17","3","0","0","0","0","0","0","0","0","0"
"0","1","1.38","304900402","0","90","","0","0","覺醒_加速","8","2","0","2","2","0","0","1","-1","3","7"
"90","1","2","304900403","0","0","","1","25","覺醒_物理攻擊增益","10","10","0","2","2","0","0","1","-1","3","7"
"0","1","35","304900501","0","2.28","","0","35","對鄰近的2名敵人角色造成物理傷害（通常攻擊）","1","1","0","0","1","0","0","2","3000","1","3"
"0","1","15","305000101","0","0","","1","0.2","百分率傷害","46","1","0","0","1","0","0","99","2160","3","3"
"0","1","1","305000102","0","0","","305000103","2","判定對象狀態","23","940","0","0","1","0","0","99","2160","1","3"
"0","1","2","305000103","0","100","","0","0.04","魅惑全體敵人","11","0","0","0","1","0","0","99","2160","3","3"
"0","1","20","305000201","1.5","1.8","50+5n(MAX1000)","1500","50","上限物理傷害","47","2","2000","10000","1","2","0","99","2160","1","3"
"0","1","100","305000202","0","0","","0","0","解除參數增益（角色）","49","1","0","0","1","0","0","99","2160","3","3"
"0","1","2000","305000301","0","1.5","","0","120","對最接近的敵人造成物理傷害","1","1","0","0","1","0","0","1","3000","1","3"
"0","1","0","305000302","0","0","","0","0","使最接近的人成為下回行動的中心","7","1","0","0","1","0","0","1","3000","2","3"
"0","1","500","305000303","0","1","","0","50","對鄰近的3名敵人角色造成物理傷害","1","1","0","0","1","0","0","3","3000","1","3"
"0.02","1","0","305000304","0","1.5","","0","0","硬直","8","7","0","0","1","0","0","3","-1","1","1"
"0","1","100","305000401","0","40","","0","0","","17","3","0","0","0","0","0","0","0","0","0"
"0","1","1.22","305000402","0","90","","0","0","","8","2","0","2","2","0","0","1","-1","3","7"
"90","1","2","305000403","0","0","","1","15","","10","20","0","2","2","0","0","1","-1","3","7"
"0","1","180","305000404","0","0","","30500202","0","","22","1","0","0","2","0","0","1","0","1","1"
"0","1","16","305000501","0","0","","1","0.1","百分率傷害","46","1","0","0","1","0","0","99","2160","3","3"
"0","1","1","305000502","0","0","","305000503","2","判定對象狀態","23","940","0","0","1","0","0","99","2160","1","3"
"0","1","2.4","305000503","0","100","","0","0.03","魅惑全體敵人","11","0","0","0","1","0","0","99","2160","3","3"
"0","1","20","305000601","0","1.3","50+5n(MAX1000)","0","35","上限物理傷害","1","2","0","0","1","2","0","99","2160","1","3"
"0","1","100","305000602","0","0","","0","0","解除參數增益（角色）","49","1","0","0","1","0","0","99","2160","1","3"
"0","1","100","305000603","0","0","","0","0","解除參數減益（首領）※未使用","49","2","0","0","2","0","0","1","0","3","7"
"0","1","1","305000701","0","2","","0","85","對最接近的敵人造成物理傷害","1","1","0","0","1","0","0","1","3000","1","3"
"0","1","0","305000702","0","0","","0","0","使最接近的人成為下回行動的中心","7","1","0","0","1","0","0","1","3000","1","3"
"0","1","1","305000703","0","1","","0","18.3","對鄰近的3名敵人角色造成物理傷害","1","1","0","0","1","0","0","3","3000","1","3"
"0.01","1","0","305000704","0","1.5","","0","0","硬直","8","7","0","0","1","0","0","3","-1","1","1"
"0","1","100","305000801","0","40","","0","0","","17","3","0","0","0","0","0","0","0","0","0"
"0","1","1.22","305000802","0","90","","0","0","","8","2","0","2","2","0","0","1","-1","3","7"
"90","1","2","305000803","0","0","","1","15","","10","20","0","2","2","0","0","1","-1","3","7"
"0","1","180","305000804","0","0","","30500602","0","","22","1","0","0","2","0","0","1","0","1","1"
"0","1","150","305100101","0","1.5","","0","8","","1","1","0","0","1","0","0","99","2160","1","3"
"0","1","2160","305100102","0","3000","","0","0","","3","3","0","1","1","0","0","99","2160","1","3"
"2","1","1","305100103","0","0","","1","400","自己的防禦下降","10","21","0","1","2","0","0","1","0","2","7"
"2","1","1","305100104","0","0","","1","400","自己的防禦下降","10","41","0","1","2","0","0","1","0","2","7"
"0","1","150","305100201","0","1","","0","8","","1","1","0","0","1","0","0","99","2160","2","3"
"0","1","0","305100202","0","5","","0","0","","8","7","0","0","1","0","0","99","230","2","3"
"0","1","100","305100301","0","90","","0","0","","17","7","0","0","2","0","0","1","0","3","7"
"0","1","100000","305100302","850000","90","","0","0","","73","3","0","0","2","0","0","1","0","3","7"
"0.00029","1","8","305102101","0","1","","0","8","","1","1","100","0","1","0","0","99","3000","6","3"
"0","1","2160","305102102","0","3000","","0","0","","3","3","0","0","1","0","0","99","3000","6","3"
"0","1","1","305102103","0","0","","305102104","0","","23","980","0","0","1","0","0","99","3000","6","3"
"0","1","0","305102104","0","5","","0","0","","8","7","0","0","1","0","0","99","3000","6","3"
"0.0001","1","4","305102201","0","1","","0","4","","1","1","100","0","1","0","0","99","3000","3","3"
"1200","1","800","305102202","0","1200","","0","0","","3","1","0","0","1","0","0","99","3000","3","3"
"0","1","150","305102203","0","0","","0","0.005","","16","4","0","0","2","0","0","1","-1","3","7"
"0.00063","1","16","305102301","0","1","","0","16","","1","1","50","0","1","0","0","1","3000","9","3"
"0","1","750","305102302","0","1000","","0","0","","3","3","0","0","1","0","0","1","3000","9","3"
"0.00029","1","8","305103101","0","1","","0","8","","1","1","100","0","1","0","0","99","3000","6","3"
"0","1","2160","305103102","0","3000","","0","0","","3","3","0","0","1","0","0","99","3000","6","3"
"0","1","1","305103103","0","0","","305103104","0","","23","995","0","0","1","0","0","99","3000","6","3"
"0","1","0","305103104","0","5","","0","0","","8","7","0","0","1","0","0","99","3000","6","3"
"0.0001","1","4","305103201","0","1","","0","4","","1","1","100","0","1","0","0","99","3000","3","3"
"1200","1","800","305103202","0","1200","","0","0","","3","1","0","0","1","0","0","99","3000","3","3"
"0","1","200","305103203","0","0","","0","0.005","","16","4","0","0","2","0","0","1","-1","3","7"
"0.00063","1","16","305103301","0","1","","0","16","","1","1","80","0","1","0","0","1","3000","9","3"
"0","1","750","305103302","0","1000","","0","0","","3","3","0","0","1","0","0","1","3000","9","3"
"0.01","1","100","305104101","0","1","","0","10","","1","1","100","0","1","0","0","99","3000","3","3"
"0","1","2160","305104102","0","3000","","0","0","","3","3","0","1","1","0","0","99","3000","3","3"
"0","1","1","305104103","0","0","","305104104","0","","23","980","0","0","1","0","0","99","3000","3","3"
"0","1","0","305104104","0","5","","0","0","","8","7","0","1","1","0","0","99","3000","3","3"
"0.01","1","100","305104201","0","1","","0","10","","1","1","100","0","1","0","0","99","3000","3","3"
"1200","1","800","305104202","0","1200","","0","0","","3","1","0","1","1","0","0","99","3000","3","3"
"0","1","200","305104203","0","0","","0","0","","16","1","0","0","2","0","0","1","-1","3","7"
"0.01","1","100","305104301","0","1","","0","10","","1","1","50","0","1","0","0","1","3000","3","3"
"0","1","750","305104302","0","1000","","0","0","","3","3","0","0","1","0","0","1","3000","3","3"
"0","1","30","305200101","0","0","","1","1","","46","1","0","0","1","0","0","99","2160","3","3"
"12","1","2","305200102","0","0","","1","30","","10","11","0","1","2","0","0","1","3000","3","7"
"0","1","400","305200201","1.5","1.1","","900","50","","47","1","1500","10000","1","2","0","0","220","1","1"
"5","1","2","305200202","0","0","","1","40","","10","11","0","2","1","0","0","0","220","1","1"
"0","1","500","305200301","1.1","1.5","","900","100","","47","1","1500","10000","1","2","0","0","450","1","1"
"0","1","0","305200302","0","3","","0","0","","8","3","0","0","1","0","0","0","450","1","1"
"0","1","0","305200303","0","0","","305200304","0","","23","970","0","1","1","0","0","0","450","1","1"
"0","1","0","305200304","0","6","","0","0","","8","3","0","0","1","0","0","0","450","1","1"
"0","1","100","305200401","0","40","","0","0","","17","3","0","0","0","0","0","0","0","0","0"
"0","1","1.42","305200402","0","90","","0","0","","8","2","0","2","2","0","0","1","-1","3","7"
"90","1","2","305200403","0","0","","1","25","","10","10","0","2","2","0","0","1","-1","3","7"
"0","1","180","305200404","0","0","","30520202","0","","22","1","0","0","2","0","0","1","0","1","1"
"0","1","20","305204101","0","1.5","","0","20","","1","1","0","0","1","0","0","99","3000","3","3"
"10","1","2","305204102","0","0","","0","80","","10","21","0","1","2","0","0","1","-1","3","7"
"10","1","2","305204103","0","0","","0","80","","10","41","0","1","2","0","0","1","-1","3","7"
"0","1","0","305204201","0","0","","0","0","","7","4","0","0","1","0","0","1","3000","1","3"
"0","1","10","305204202","0","0.8","","0","10","","1","1","0","0","1","0","0","99","100","2","1"
"12","1","2","305204203","0","0","","1","20","","10","21","0","0","1","0","0","99","100","2","1"
"0","1","0","305204204","0","3","","0","0","","8","7","0","0","1","0","0","99","100","2","1"
"0","1","8","305204301","0","0.8","","0","8","","1","1","0","0","1","0","0","99","3000","3","3"
"0","1","0","305204302","0","0","","305204303","0","","23","940","305204304","1","1","0","0","0","3000","3","1"
"0","1","5","305204303","0","10","","0","4.6","","9","3","0","0","1","0","0","0","3000","3","1"
"0","1","5","305204304","0","10","","0","2.3","","9","3","0","0","1","0","0","0","3000","3","1"
"0","1","100","305204401","0","60","","0","0","","17","3","0","0","0","0","0","1","0","0","7"
"0","1","1.25","305204402","0","90","","0","0","","8","2","0","2","2","0","0","1","0","3","7"
"90","1","2","305204403","0","0","","1","25","","10","10","0","2","2","0","0","1","0","3","7"
"0","1","180","305204404","0","0","","30520402","0","","22","1","0","0","2","0","0","1","0","1","7"
"0","1","30","305205101","0","0","","1","1","","46","1","0","0","1","0","0","99","2160","3","3"
"12","1","2","305205102","0","0","","1","30","","10","11","0","1","2","0","0","1","3000","3","7"
"0","1","400","305205201","0","1.1","","0","10","","1","1","0","0","1","0","0","0","220","1","1"
"5","1","2","305205202","0","0","","1","40","","10","11","0","2","1","0","0","0","220","1","1"
"0","1","250","305205301","0","0.55","","0","50","","1","1","0","0","1","0","0","0","450","1","1"
"0","1","0","305205302","0","0","","305205303","0","","23","970","305205304","1","1","0","0","0","450","1","1"
"0","1","0","305205303","0","6","","0","0","","8","3","0","0","1","0","0","0","450","1","1"
"0","1","0","305205304","0","3","","0","0","","8","3","0","0","1","0","0","0","450","1","1"
"0","1","100","305205401","0","40","","0","0","","17","3","0","0","0","0","0","0","0","0","0"
"0","1","1.42","305205402","0","90","","0","0","","8","2","0","2","2","0","0","1","-1","3","7"
"90","1","2","305205403","0","0","","1","25","","10","10","0","2","2","0","0","1","-1","3","7"
"0","1","180","305205404","0","0","","30520702","0","","22","1","0","0","2","0","0","1","0","1","1"
"0","1","20.4","305300101","0","1.62","","0","20.4","全體物理傷害","1","1","0","0","1","0","0","99","3000","3","3"
"0","1","2","305300102","0","0","","0","8.9","HP回復","4","1","0","0","2","0","0","1","0","1","7"
"0","1","4.5","305300201","0","0.36","","0","4.5","對後方範圍造成物理傷害","1","1","0","0","1","0","0","2","2160","1","4"
"0","1","0","305300202","0","2.5","","0","0","對↑的對象施加暈眩","8","7","0","0","1","0","0","2","2160","1","4"
"8","1","2","305300203","0","0","","1","24","全體物理防禦減益","10","21","0","0","1","0","0","99","2160","3","3"
"0","1","4.5","305300301","0","0.36","","0","4.5","對前方範圍造成物理傷害","1","1","0","0","1","0","0","3","2160","1","3"
"0","1","6","305300302","0","4.5","","0","6","對↑的對象放毒","9","1","0","0","1","0","0","2","2160","1","3"
"0","1","100","305300401","0","50","","0","0","覺醒_觸發","17","3","0","0","0","0","0","1","0","0","7"
"0","1","1.62","305300402","0","90","","0","0","覺醒_加速","8","2","0","0","2","0","0","1","0","3","7"
"0","1","180","305300403","0","0","","30530002","0","覺醒_模式變更","22","1","0","0","2","0","0","1","0","1","7"
"0","1","20.4","305301101","0","1.62","","0","20.4","全體物理傷害","1","1","0","0","1","0","0","99","3000","3","3"
"0","1","0","305301201","0","0","","0","0","指定後方的目標","7","1","0","0","1","0","0","1","-1","3","4"
"0","1","4.5","305301202","0","0.36","","0","4.5","對後方範圍造成物理傷害","1","1","0","0","1","0","0","99","10","2","1"
"0","1","0","305301203","0","2.5","","0","0","對↑的對象施加暈眩","8","7","0","0","1","0","0","99","10","2","1"
"8","1","2","305301204","0","0","","1","24","全體物理防禦減益","10","21","0","0","1","0","0","99","2160","1","3"
"0","1","9","305301301","0","1.1","","0","9","對前方範圍造成物理傷害","1","1","0","0","1","0","0","99","300","1","3"
"0","1","6","305301302","0","4.5","","0","6","對↑的對象放毒","9","1","0","0","1","0","0","99","300","1","3"
"0","1","20.4","305302101","0","1.62","","0","20.4","全體物理傷害","1","1","0","0","1","0","0","99","3000","3","3"
"0","1","0","305302201","0","0","","0","0","指定後方的目標","7","1","0","0","1","0","0","1","-1","3","4"
"0","1","4.5","305302202","0","0.36","","0","4.5","對後方範圍造成物理傷害","1","1","0","0","1","0","0","99","10","2","1"
"0","1","0","305302203","0","2.5","","0","0","對↑的對象施加暈眩","8","7","0","0","1","0","0","99","10","2","1"
"12","1","2","305302204","0","0","","1","33","全體物理防禦減益","10","21","0","0","1","0","0","99","2160","1","3"
"0","1","9","305302301","0","1.1","","0","9","對前方範圍造成物理傷害","1","1","0","0","1","0","0","99","300","1","3"
"0","1","6","305302302","0","4.5","","0","6","對↑的對象放毒","9","1","0","0","1","0","0","99","300","1","3"
"0","1","8","305400101","0","1.5","","0","8","對全體敵人造成大幅度魔法傷害","1","2","0","0","1","0","0","99","3000","3","3"
"15","1","2","305400102","0","0","","1","40","物理防禦Debuff","10","41","0","1","1","0","0","0","3000","1","1"
"15","1","1","305400103","0","0","","1","10","我方的TP獲得率上升","10","80","0","1","2","0","0","99","3000","3","3"
"0","1","8","305400201","0","0.6","","0","8","對最前衛使出單體魔法攻擊","1","2","0","0","1","0","0","99","300","1","3"
"0","1","0","305400202","0","3","","0","0","凍結","8","4","0","0","1","0","0","0","300","1","1"
"0","1","8","305400203","0","0.6","","0","8","對全體造成魔法傷害","1","2","0","0","1","0","0","99","3000","1","3"
"450","1","140","305400204","0","1050","","0","0","縱向擊退","3","1","0","0","1","0","0","3","3000","1","3"
"0","1","270","305400205","0","525","","0","0","橫向擊退","3","3","0","0","1","0","0","3","3000","1","3"
"0","1","1","305500101","0","0","","305500102","2","判定對象狀態","23","501","305500103","0","1","0","0","99","3000","3","3"
"0","1","100","305500102","0","3","","0","50","判定○則追加傷害","1","2","0","0","1","0","0","99","3000","3","3"
"0","1","80","305500103","0","2","","0","30","全體魔法傷害","1","2","0","0","1","0","0","99","3000","3","3"
"0","1","0","305500201","1","1","","610009111","1","召喚怪物","15","2","1","300","2","0","0","1","-1","1","7"
"0","1","300","305500202","0","800","","0","0","擊退","3","3","0","0","1","0","0","99","2160","1","3"
"0","1","0","305500301","1","1","","610009131","2","召喚怪物","15","2","1","300","2","0","0","1","-1","1","7"
"0","1","300","305500302","0","800","","0","0","擊退","3","3","0","0","1","0","0","99","2160","1","3"
"0","1","100","305500401","0","50","","0","0","觸發效果","17","3","0","0","0","0","0","0","0","0","0"
"0","1","1.32","305500402","0","90","","0","0","加速","8","2","0","2","2","0","0","1","-1","3","7"
"90","1","2","305500403","0","0","","1","15","魔法攻擊增益","10","30","0","2","2","0","0","1","-1","3","7"
"0","1","180","305500404","0","0","","30550202","0","行動模式變更","22","1","0","0","2","0","0","1","0","1","1"
"0","1","70","305500501","0","1.5","","0","20","對全體敵人造成大幅度魔法傷害","1","2","0","0","1","0","0","99","3000","3","3"
"0","1","10","305500502","0","3","","0","0.8","對全體施加詛咒","9","3","0","0","1","0","0","99","3000","3","1"
"0","1","0","305500601","1","1","","610009311","1","召喚怪物","15","2","1","300","2","0","0","1","-1","1","7"
"0","1","300","305500602","0","800","","0","0","擊退","3","3","0","0","1","0","0","99","2160","1","3"
"0","1","0","305500701","1","1","","610009321","2","召喚怪物","15","2","1","300","2","0","0","1","-1","1","7"
"0","1","300","305500702","0","800","","0","0","擊退","3","3","0","0","1","0","0","99","2160","1","3"
"0","1","0","305500801","1","1","","610009331","3","召喚怪物","15","2","1","100","2","0","0","1","-1","1","7"
"0","1","300","305500802","0","800","","0","0","擊退","3","3","0","0","1","0","0","99","2160","1","3"
"0","1","100","305500901","0","50","","0","0","觸發效果","17","3","0","0","0","0","0","0","0","0","0"
"0","1","1.32","305500902","0","90","","0","0","加速","8","2","0","2","2","0","0","1","-1","3","7"
"90","1","2","305500903","0","0","","1","15","魔法攻擊增益","10","30","0","2","2","0","0","1","-1","3","7"
"0","1","180","305500904","0","0","","30550302","0","行動模式變更","22","1","0","0","2","0","0","1","0","1","1"
"0","1","1","305504101","0","0","","305504102","2","判定對象狀態","23","501","305504103","0","1","0","0","99","3000","3","3"
"0","1","100","305504102","0","3","","0","50","判定○則追加傷害","1","2","0","0","1","0","0","99","3000","3","3"
"0","1","80","305504103","0","2","","0","30","全體魔法傷害","1","2","0","0","1","0","0","99","3000","3","3"
"0","1","0","305504201","1","1","","610030111","1","召喚怪物","15","2","1","300","2","0","0","1","-1","1","7"
"0","1","300","305504202","0","800","","0","0","擊退","3","3","0","0","1","0","0","99","2160","1","3"
"0","1","0","305504301","1","1","","610030131","2","召喚怪物","15","2","1","300","2","0","0","1","-1","1","7"
"0","1","300","305504302","0","800","","0","0","擊退","3","3","0","0","1","0","0","99","2160","1","3"
"0","1","100","305504401","0","50","","0","0","觸發效果","17","3","0","0","0","0","0","0","0","0","0"
"0","1","1.32","305504402","0","90","","0","0","加速","8","2","0","2","2","0","0","1","-1","3","7"
"90","1","2","305504403","0","0","","1","15","魔法攻擊增益","10","30","0","2","2","0","0","1","-1","3","7"
"0","1","180","305504404","0","0","","30550602","0","行動模式變更","22","1","0","0","2","0","0","1","0","1","1"
"0","1","70","305504501","0","0.8","","0","20","對全體敵人造成大幅度魔法傷害","1","2","0","0","1","0","0","99","3000","3","3"
"0","1","20","305504502","0","8","","0","1.5","對全體施加詛咒","9","3","0","0","1","0","0","99","3000","3","1"
"0","1","0","305504601","1","1","","610030311","1","召喚怪物","15","2","1","300","2","0","0","1","-1","1","7"
"0","1","300","305504602","0","800","","0","0","擊退","3","3","0","0","1","0","0","99","2160","1","3"
"0","1","0","305504701","1","1","","610030321","2","召喚怪物","15","2","1","300","2","0","0","1","-1","1","7"
"0","1","300","305504702","0","800","","0","0","擊退","3","3","0","0","1","0","0","99","2160","1","3"
"0","1","0","305504801","1","1","","610030331","3","召喚怪物","15","2","1","100","2","0","0","1","-1","1","7"
"0","1","300","305504802","0","800","","0","0","擊退","3","3","0","0","1","0","0","99","2160","1","3"
"0","1","100","305504901","0","50","","0","0","觸發效果","17","3","0","0","0","0","0","0","0","0","0"
"0","1","1.15","305504902","0","90","","0","0","加速","8","2","0","2","2","0","0","1","-1","3","7"
"90","1","2","305504903","0","0","","1","13","魔法攻擊增益","10","30","0","2","2","0","0","1","-1","3","7"
"0","1","180","305504904","0","0","","30550702","0","行動模式變更","22","1","0","0","2","0","0","1","0","1","1"
"0","1","1","305508101","0","0","","305508103","2","判定對象狀態","23","504","305508102","0","1","0","0","99","3000","3","3"
"0","1","1","305508102","0","0","","305508104","2","判定對象狀態","23","501","305508105","0","1","0","0","99","3000","3","3"
"0","1","15","305508103","0","1.2","","0","15","判定○則追加傷害","1","2","0","0","1","0","0","99","3000","3","3"
"0","1","13.75","305508104","0","1.1","","0","13.75","判定○則追加傷害","1","2","0","0","1","0","0","99","3000","3","3"
"0","1","12.5","305508105","0","1","","0","12.5","全體魔法傷害","1","2","0","0","1","0","0","99","3000","3","3"
"0","1","0","305508201","1","1","","610030341","1","召喚怪物","15","2","1","300","2","0","0","1","-1","1","7"
"0","1","300","305508202","0","800","","0","0","擊退","3","3","0","0","1","0","0","99","2160","1","3"
"0","1","10","305508301","0","0.8","","0","10","對敵方全體造成中幅度的魔法傷害","1","2","0","0","1","0","0","99","3000","3","3"
"0","1","1","305508302","0","0","","305508303","2","判定對象狀態","23","501","0","0","1","0","0","99","3000","3","3"
"0","1","10","305508303","30","8","","0","2","對全體施加咒術","9","5","0","0","1","0","0","99","3000","3","3"
"0","1","100","305508401","0","80","","0","0","觸發效果","17","3","0","0","0","0","0","0","0","0","0"
"0","1","1.32","305508402","0","90","","0","0","加速","8","2","0","2","2","0","0","1","-1","3","7"
"90","1","2","305508403","0","0","","1","15","魔法攻擊增益","10","30","0","2","2","0","0","1","-1","3","7"
"0","1","180","305508404","0","0","","30550802","0","行動模式變更","22","1","0","0","2","0","0","1","0","1","7"
"0","1","10","305508501","0","0.8","","0","10","對敵方全體造成中幅度的魔法傷害","1","2","0","0","1","0","0","99","3000","3","3"
"0","1","1","305508502","0","0","","305508503","2","判定對象狀態","23","501","0","0","1","0","0","99","3000","3","3"
"0","1","10","305508503","30","8","","0","2","對全體施加咒術","9","5","0","0","1","0","0","99","3000","3","3"
"8","1","1","305508504","0","12","","1","12","降低敵方全體物理攻擊力","10","11","0","0","1","0","0","99","3000","3","1"
"8","1","1","305508505","0","12","","1","12","降低敵方全體魔法攻擊力","10","31","0","0","1","0","0","99","3000","3","1"
"0.00013","1","6","305509101","0","1","","0","6","","1","2","100","0","1","0","0","99","3000","3","3"
"90","1","2","305509102","0","0","","1","40","","10","1","0","0","1","0","0","99","3000","3","3"
"0.00006","1","3","305509201","0","1","","0","3","","1","2","100","0","1","0","0","99","3000","3","3"
"90","1","3","305509202","0","0","","1","10","","10","11","0","0","1","0","0","99","3000","3","3"
"90","1","3","305509203","0","0","","1","10","","10","31","0","0","1","0","0","99","3000","3","3"
"0","1","8","305509204","0","0","","2","0.001","","26","305509202","0","0","2","0","0","1","-1","3","7"
"0","1","8","305509205","0","0","","2","0.001","","26","305509203","0","0","2","0","0","1","-1","3","7"
"0.00088","1","36","305509301","0","1","","0","36","","1","2","100","0","1","0","0","1","3000","3","3"
"0","1","30","305600101","0","2.4","","0","30","","1","2","0","0","1","0","0","99","2160","3","3"
"12","1","2","305600102","0","0","","1","40","","10","41","0","0","1","0","0","99","2160","3","3"
"0","1","10","305600201","0","0.81","","0","10","","1","2","0","0","1","0","0","1","2160","1","2"
"0","1","10","305600202","0","0.81","","0","10","","1","2","0","0","1","0","0","1","2160","1","2"
"0","1","10","305600203","0","0.81","","0","10","","1","2","0","0","1","0","0","1","2160","1","2"
"0","1","10","305600204","0","0.81","","0","10","","1","2","0","0","1","0","0","1","2160","1","2"
"0","1","10","305600205","0","0.81","","0","10","","1","2","0","0","1","0","0","1","2160","1","2"
"0","1","10","305600206","0","0.81","","0","10","","1","2","0","0","1","0","0","1","2160","1","2"
"0","1","4.5","305600301","0","0.36","","0","4.5","","1","2","0","0","1","0","0","99","2160","1","3"
"0","1","20","305600302","0","1.6","","0","20","","1","2","0","0","1","0","2","1","2160","1","4"
"0","1","0","305600303","0","8","","0","0","","8","5","0","0","1","0","2","1","2160","1","4"
"0","1","100","305600401","0","80","","0","0","","17","3","0","0","0","0","0","1","0","0","7"
