74cb8c406df8040416735e237363d23dfbb34cb0daf8d2c01952b9f051b0306f,6aed13d018adf340815d207534f4b9d2728e2292b3ee7eb43809b5d6664234f1,14c2720c69ce3d0514a02038c10880107ec151cac0926ccaeae5c31ce957cba6,2d589cc019b4308dad49d78381bf39fbdb03f41771738e6bcaa48aa1480c52a1,4685fd1b6f4d3a1f1f4329a20f99f5ff85dff401c756c95c6e0be66f793edfd0,ebc7acaf045805b57bd1a573e7695f89a704837664639e739f0645317fec3978,646f0b96b28495868a07931971b6afa571f8a08425d3283d133da72fece30fb0,fdb27d134a9515fb587329ad3b1ac590e9541cee9b0f432886787afc68f7ae6b,70f9c2b4ad784f4f1b87a059944a0793a69b7f8a286354b9b2cb0c8351b0d5e7,c67bf3bfce52698475d3cf1ce935c9671f788428879a32f8b38b6a9c9aa074be,47e1a2ce811edce47fd1930f2e1ac9abe7cf4e00a5f291ffbc94eafcf3c15e16
"的確感到魔力\n一點一點在恢復……\n這泉水黏黏滑滑的，\n感覺對皮膚也很好。","0","11","0","1010807060","1","0.2","1","10","2","1010807"
"","","91","","1010807061","","","","","0","1010807"
"dsb_idle_arm_joy_crossed","0.5","3","","1010807062","","","","1","2","1010807"
"dsb_talk_joy3","0.5","3","","1010807063","","","","1","1","1010807"
"vo_dsb_7009","","21","","1010807064","","","0","0","vo_dsb_1010807","1010807"
"是嗎～♪\n那今天的溫泉很成功呢☆\n不枉費我請人去抓回來～","0","11","0","1010807065","1","0.2","1","10","1","1010807"
"","","91","","1010807066","","","","","0","1010807"
"dsb_idle_normal","0.5","3","","1010807067","","","","1","1","1010807"
"dsb_talk_normal","0.3","3","","1010807068","","","","1","2","1010807"
"vo_dsb_7010","","21","","1010807069","","","0","0","vo_dsb_1010807","1010807"
"你們真有一套啊！\n……嗯？等一下。\n抓回來……？","0","11","0","1010807070","1","0.2","1","10","2","1010807"
"1","","93","","1010807071","","","","","2.9","1010807"
"dsb_talk_normal_jitome","0.3","3","","1010807072","","","","1","2","1010807"
"","","91","","1010807073","","","","","1010807070","1010807"
"dsb_idle_normal","0.5","3","","1010807074","","","","1","2","1010807"
"dsb_talk_normal_joy","0.5","3","","1010807075","","","","1","1","1010807"
"vo_dsb_7011","","21","","1010807076","","","0","0","vo_dsb_1010807","1010807"
"咦？妳沒看到溫泉的名字嗎～？\n今天這個溫泉……\n混合了特製藥水和軟泥怪，\n是本旅館引以為傲的軟泥怪溫泉～☆","0","11","0","1010807077","1","0.2","1","10","1","1010807"
"","","91","","1010807078","","","","","0","1010807"
"dsb_idle_joy1","0.5","3","","1010807079","","","","1","1","1010807"
"dsb_talk_surprise2_anger2","0.5","3","","1010807080","","","","1","2","1010807"
"vo_dsb_7012","","21","","1010807081","","","0","0","vo_dsb_1010807","1010807"
"軟……軟泥怪浴～～！？\n這麼說來我好像有在哪裡\n看到這種令人不安的字眼……","0","11","0","1010807082","1","0.2","1","10","2","1010807"
"","","91","","1010807083","","","","","0","1010807"
"dsb_talk_surprise1_shy","0.5","3","","1010807084","","","","1","2","1010807"
"vo_dsb_7013","","21","","1010807085","","","0","0","vo_dsb_1010807","1010807"
"也難怪總感覺這溫泉\n有股親切感啊……才怪！\n妳在搞什麼鬼東西啊！？","0","11","0","1010807086","1","0.2","1","10","2","1010807"
"1","","93","","1010807087","","","","","5.6","1010807"
"dsb_talk_anger_Ex2","0.5","3","","1010807088","","","","1","2","1010807"
"","","91","","1010807089","","","","","1010807086","1010807"
"dsb_talk_surprise1_normal2","0.5","3","","1010807090","","","","1","1","1010807"
"vo_dsb_7014","","21","","1010807091","","","0","0","vo_dsb_1010807","1010807"
"不過效果很好對吧～？\n順帶一提，魔力的恢復量\n會隨著入浴時間而增加，\n設計得很棒喔～☆","0","11","0","1010807092","1","0.2","1","10","1","1010807"
"","","91","","1010807093","","","","","0","1010807"
"dsb_idle_normal","0.5","3","","1010807094","","","","1","1","1010807"
"dsb_talk_sad_shy","0.5","3","","1010807095","","","","1","2","1010807"
"vo_dsb_7015","","21","","1010807096","","","0","0","vo_dsb_1010807","1010807"
"不，重點不是那個……\n咦！？恢復量好像\n真的變多了……！\n唔唔唔唔唔……好、好有效～♪","0","11","0","1010807097","1","0.2","1","10","2","1010807"
"1","","93","","1010807098","","","","","7.5","1010807"
"dsb_talk_memory_nervous","0.5","3","","1010807099","","","","1","2","1010807"
"dsb_smile2","0.5","3","0.5","1010807100","1","","dsb_idle_normal","0","1","1010807"
"","","91","","1010807101","","","","","1010807097","1010807"
"0","","93","","1010807102","","","","","0.3","1010807"
"1","2","5","0","1010808001","-345","dsb_idle_normal","-165","70","12","1010808"
"2","2","5","1","1010808002","-345","dsb_idle_relax_dere2","165","70","9","1010808"
"1","1","31","","1010808003","1","","0","0","1","1010808"
"3","1","31","","1010808004","1","","0","0","3","1010808"
"4","1","31","","1010808005","1","","0","0","4","1010808"
"10","1","31","","1010808006","1","","0","0","19","1010808"
"20","1","31","","1010808007","1","","0","0","29","1010808"
"30","1","31","","1010808008","1","","-168","155","39","1010808"
"31","1","31","","1010808009","1","","-168","-155","39","1010808"
"170","","13","","1010808010","","","","","1","1010808"
"170","","13","","1010808011","","","","","2","1010808"
"","","91","","1010808012","","","","","0","1010808"
"se_10044200_cmn_amb","","23","","1010808013","","","","1","se_10044200","1010808"
"se_10044200_cmn_steam","","23","","1010808014","","","","0","se_10044200","1010808"
"0","","93","","1010808015","","","","","6.2","1010808"
"se_10044200_hotspring_09","","23","","1010808016","","","","1","se_10044200","1010808"
"0","","93","","1010808017","","","","","1.3","1010808"
"dsb_talk_relax_Ex8","0.5","3","","1010808018","","","","1","2","1010808"
"vo_dsb_8001","","21","","1010808019","","","0","0","vo_dsb_1010808","1010808"
"呼啊啊……\n明明很暖和卻又感到涼爽……\n感覺好神奇……♪","0","11","0","1010808020","1","0.2","1","10","2","1010808"
"","","91","","1010808021","","","","","0","1010808"
"dsb_idle_normal_joy","0.5","3","","1010808022","","","","1","2","1010808"
"dsb_talk_normal_joy","0.5","3","","1010808023","","","","1","1","1010808"
"vo_dsb_8002","","21","","1010808024","","","0","0","vo_dsb_1010808","1010808"
"呵呵呵，這座藥草浴池使用了\n從精靈之森採到的藥草喔～\n會讓喉嚨的狀況變得非常好。\n妳稍微出個聲試試看～","0","11","0","1010808025","1","0.2","1","10","1","1010808"
"","","91","","1010808026","","","","","0","1010808"
"dsb_idle_wish_normal","0.3","3","","1010808027","","","","1","1","1010808"
"dsb_kurumi_sing_in","0.3","3","","1010808028","","","","0","2","1010808"
"vo_dsb_8003","","21","","1010808029","","","0","0","vo_dsb_1010808","1010808"
"好、好的。\n……呼。\n啊──啊──啊──♪","0","11","0","1010808030","1","0.2","1","10","2","1010808"
"1","","93","","1010808031","","","","","5","1010808"
"dsb_kurumi_sing_mid","0.2","3","0","1010808032","1","","dsb_kurumi_sing_loop","0","2","1010808"
"","","91","","1010808033","","","","","1010808030","1010808"
"dsb_idle_wish_talkjoy2","0.5","3","","1010808034","","","","1","1","1010808"
"dsb_talk_sad2_light","0.5","3","","1010808035","","","","1","2","1010808"
"vo_dsb_8004","","21","","1010808036","","","0","0","vo_dsb_1010808","1010808"
"哇啊……！\n真的……\n可以比平常更輕易地持續發聲……！","0","11","0","1010808037","1","0.2","1","10","2","1010808"
"","","91","","1010808038","","","","","0","1010808"
"dsb_idle_normal_joy","0.5","3","","1010808039","","","","1","2","1010808"
"dsb_talk_joy3","0.5","3","","1010808040","","","","1","1","1010808"
"vo_dsb_8005","","21","","1010808041","","","0","0","vo_dsb_1010808","1010808"
"妳的聲音很好聽呢～♪\n我好驚訝～","0","11","0","1010808042","1","0.2","1","10","1","1010808"
"","","91","","1010808043","","","","","0","1010808"
"dsb_idle_sad_talkjoy2","0.5","3","","1010808044","","","","1","1","1010808"
"dsb_talk_surprise1_talkjoy2_2","0.5","3","","1010808045","","","","1","2","1010808"
"vo_dsb_8006","","21","","1010808046","","","0","0","vo_dsb_1010808","1010808"
"謝、謝謝妳……♪\n呃，我……\n很喜歡演戲。\n所以……我正在練習發聲……","0","11","0","1010808047","1","0.2","1","10","2","1010808"
"","","91","","1010808048","","","","","0","1010808"
"dsb_idle_normal_joy","0.5","3","","1010808049","","","","1","2","1010808"
"dsb_talk_wish_dere","0.5","3","","1010808050","","","","1","1","1010808"
"vo_dsb_8007","","21","","1010808051","","","0","0","vo_dsb_1010808","1010808"
"哎呀，原來妳是演員呀～\n妳都演什麼樣的戲呢……？\n好好奇～♪","0","11","0","1010808052","1","0.2","1","10","1","1010808"
"","","91","","1010808053","","","","","0","1010808"
"dsb_idle_wish_normal","0.5","3","","1010808054","","","","1","1","1010808"
"dsb_talk_wish_dere","0.5","3","","1010808055","","","","1","2","1010808"
"vo_dsb_8008","","21","","1010808056","","","0","0","vo_dsb_1010808","1010808"
"那、那麼……\n我可以稍微演一段看看嗎？\n算是謝謝妳準備了這池溫泉……♪","0","11","0","1010808057","1","0.2","1","10","2","1010808"
"","","91","","1010808058","","","","","0","1010808"
"dsb_idle_joy1","0.5","3","","1010808059","","","","1","2","1010808"
"dsb_talk_normal_joy","0.3","3","","1010808060","","","","1","1","1010808"
"vo_dsb_8009","","21","","1010808061","","","0","0","vo_dsb_1010808","1010808"
"好高興～♪\n我就恭敬不如從命，好嗎？","0","11","0","1010808062","1","0.2","1","10","1","1010808"
"","","91","","1010808063","","","","","0","1010808"
"dsb_idle_normal","0.5","3","","1010808064","","","","1","1","1010808"
"dsb_talk_wish_dere","0.5","3","","1010808065","","","","1","2","1010808"
"vo_dsb_8010","","21","","1010808066","","","0","0","vo_dsb_1010808","1010808"
"當然。\n我要開始了……","0","11","0","1010808067","1","0.2","1","10","2","1010808"
"","","91","","1010808068","","","","","0","1010808"
"se_10044200_get_out_water","","23","","1010808069","","","","0","se_10044200","1010808"
"dsb_kurumi_acting1_in","0.2","3","","1010808070","","","","0","2","1010808"
"","","91","","1010808071","","","","","0","1010808"
"dsb_kurumi_acting1_middle","0.2","3","0.2","1010808072","1","","dsb_kurumi_acting1_loop","0","2","1010808"
"dsb_misato_surprise","0.5","3","0.5","1010808073","1","","dsb_misato_surprise_loop1","0","1","1010808"
"0","","22","","1010808074","","","","","0","1010808"
"vo_dsb_8011","","21","","1010808075","","","0.9","0","vo_dsb_1010808","1010808"
"……欸，你講清楚！\n我跟那個女人，你要選誰！？","0","11","0","1010808076","1","0.2","1","10","2","1010808"
"","","91","","1010808077","","","","","0","1010808"
"dsb_idle_surprise1_nervous","0.5","3","","1010808078","","","","1","1","1010808"
"vo_dsb_8012","","21","","1010808079","","","0","0","vo_dsb_1010808","1010808"
"哎、哎呀？","0","11","0","1010808080","1","0.2","1","10","1","1010808"
"","","91","","1010808081","","","","","0","1010808"
"dsb_kurumi_acting2","0.2","3","","1010808082","","","","1","2","1010808"
"vo_dsb_8013","","21","","1010808083","","","0","0","vo_dsb_1010808","1010808"
"在遠離都市的溫泉街\n幽會的日子我已經受夠了！\n你就這麼想隱瞞和我之間的關係嗎！？","0","11","0","1010808084","1","0.2","1","10","2","1010808"
"","","91","","1010808085","","","","","0","1010808"
"dsb_misato_talk_sad2_dere2","0.5","3","","1010808086","","","","1","1","1010808"
"vo_dsb_8014","","21","","1010808087","","","0","0","vo_dsb_1010808","1010808"
"哎呀哎呀，真不得了……\n忽然就上演三角關係了～\n不過妳真不愧是演員。\n好想看後續發展啊～♪","0","11","0","1010808088","1","0.2","1","10","1","1010808"
"","","91","","1010808089","","","","","0","1010808"
"0","","93","","1010808090","","","","","0.3","1010808"
"1","2","5","0","1010809001","-345","dsb_idle_normal_talk1","-165","70","11","1010809"
"2","2","5","1","1010809002","-345","dsb_idle_normal","165","70","5","1010809"
"1","1","31","","1010809003","1","","0","0","1","1010809"
"3","1","31","","1010809004","1","","0","0","3","1010809"
"4","1","31","","1010809005","1","","0","0","4","1010809"
"10","1","31","","1010809006","1","","0","0","15","1010809"
"20","1","31","","1010809007","1","","0","0","25","1010809"
"30","1","31","","1010809008","1","","-168","155","35","1010809"
"31","1","31","","1010809009","1","","-168","-155","35","1010809"
"170","","13","","1010809010","","","","","1","1010809"
"170","","13","","1010809011","","","","","2","1010809"
"","","91","","1010809012","","","","","0","1010809"
"se_10044200_cmn_amb","","23","","1010809013","","","","1","se_10044200","1010809"
"se_10044200_cmn_steam","","23","","1010809014","","","","0","se_10044200","1010809"
"0","","93","","1010809015","","","","","6.2","1010809"
"se_10044200_hotspring_05","","23","","1010809016","","","","1","se_10044200","1010809"
"0","","93","","1010809017","","","","","1.3","1010809"
"dsb_talk_sad","0.5","3","","1010809018","","","","1","2","1010809"
"vo_dsb_9001","","21","","1010809019","","","0","0","vo_dsb_1010809","1010809"
"啊……\n天啊……！\n我的……我的肌膚……！","0","11","0","1010809020","1","0.2","1","10","2","1010809"
"","","91","","1010809021","","","","","0","1010809"
"dsb_talk_wish_shy","0.2","3","","1010809022","","","","1","2","1010809"
"vo_dsb_9002","","21","","1010809023","","","0","0","vo_dsb_1010809","1010809"
"超越了全人類\n所能想像的美麗的極限……！","0","11","0","1010809024","1","0.2","1","10","2","1010809"
"","","91","","1010809025","","","","","0","1010809"
"dsb_idle_wish_shy","0.5","3","","1010809026","","","","1","2","1010809"
"dsb_talk_nerrvous_surprise","0.5","3","","1010809027","","","","1","1","1010809"
"0","","22","","1010809028","","","","","0","1010809"
"vo_dsb_9003","","21","","1010809029","","","0.9","0","vo_dsb_1010809","1010809"
"……哦。\n那真是不得了。","0","11","0","1010809030","1","0.2","1","10","1","1010809"
"","","91","","1010809031","","","","","0","1010809"
"dsb_idle_normal","0.5","3","","1010809032","","","","1","1","1010809"
"dsb_talk_worry","0.5","3","","1010809033","","","","1","2","1010809"
"vo_dsb_9004","","21","","1010809034","","","0","0","vo_dsb_1010809","1010809"
"醫生，妳的反應很冷淡耶！？\n這已經算是會改變歷史的\n大事件了！","0","11","0","1010809035","1","0.2","1","10","2","1010809"
"","","91","","1010809036","","","","","0","1010809"
"dsb_talk_thinking","0.3","3","","1010809037","","","","1","2","1010809"
"vo_dsb_9005","","21","","1010809038","","","0","0","vo_dsb_1010809","1010809"
"這泉水滋潤肌膚的感覺……\n非同凡響啊。\n醫生造出了這種溫泉，\n就算稱妳為共犯也不為過吧！","0","11","0","1010809039","1","0.2","1","10","2","1010809"
"","","91","","1010809040","","","","","0","1010809"
"dsb_talk_surprise1_shy","0.3","3","","1010809041","","","","1","2","1010809"
"vo_dsb_9006","","21","","1010809042","","","0","0","vo_dsb_1010809","1010809"
"沒錯，妳是我的共犯……\n美麗的共犯！","0","11","0","1010809043","1","0.2","1","10","2","1010809"
"","","91","","1010809044","","","","","0","1010809"
"dsb_idle_surprise1_sjhy","0.5","3","","1010809045","","","","1","2","1010809"
"dsb_talk_surprise1_normal2","0.5","3","","1010809046","","","","1","1","1010809"
"0","","22","","1010809047","","","","","0","1010809"
"vo_dsb_9007","","21","","1010809048","","","0.9","0","vo_dsb_1010809","1010809"
"……雪妳還是老樣子。\n不過妳喜歡就太好了。","0","11","0","1010809049","1","0.2","1","10","1","1010809"
"","","91","","1010809050","","","","","0","1010809"
"dsb_idle_surprise1_normal","0.5","3","","1010809051","","","","1","1","1010809"
"dsb_talk_guts2_dere","0.3","3","0.2","1010809052","1","","dsb_talk_guts2_dere_loop","0","2","1010809"
"vo_dsb_9008","","21","","1010809053","","","0","0","vo_dsb_1010809","1010809"
"所以說，\n今天妳一定\n要答應當我的主治醫師♪","0","11","0","1010809054","1","0.2","1","10","2","1010809"
"","","91","","1010809055","","","","","0","1010809"
"dsb_idle_normal","0.5","3","","1010809056","","","","1","2","1010809"
"dsb_talk_normal_sad","0.5","3","","1010809057","","","","1","1","1010809"
"vo_dsb_9009","","21","","1010809058","","","0","0","vo_dsb_1010809","1010809"
"妳真的都沒變呢……\n順便回答妳答案是「不」。","0","11","0","1010809059","1","0.2","1","10","1","1010809"
"","","91","","1010809060","","","","","0","1010809"
"dsb_idle_normal","0.5","3","","1010809061","","","","1","1","1010809"
"dsb_talk_normal_suprise1","0.5","3","","1010809062","","","","1","2","1010809"
"vo_dsb_9010","","21","","1010809063","","","0","0","vo_dsb_1010809","1010809"
"咦～？\n醫生也一樣，還是很無情啊。\n不過，我也不會這樣就放棄的喔？","0","11","0","1010809064","1","0.2","1","10","2","1010809"
"","","91","","1010809065","","","","","0","1010809"
"dsb_talk_sad2_blink","0.3","3","","1010809066","","","","1","2","1010809"
"vo_dsb_9011","","21","","1010809067","","","0","0","vo_dsb_1010809","1010809"
"一切都是為了我的美麗……\n不論是誰\n都無法阻礙我實踐這條路的。","0","11","0","1010809068","1","0.2","1","10","2","1010809"
"","","91","","1010809069","","","","","0","1010809"
"dsb_idle_sad_blink","0.5","3","","1010809070","","","","1","2","1010809"
"dsb_talk_joy3","0.5","3","","1010809071","","","","1","1","1010809"
"vo_dsb_9012","","21","","1010809072","","","0","0","vo_dsb_1010809","1010809"
"呵呵呵……\n雪充滿自信這一點，\n我還滿欣賞的。","0","11","0","1010809073","1","0.2","1","10","1","1010809"
"","","91","","1010809074","","","","","0","1010809"
"dsb_idle_normal","0.5","3","","1010809075","","","","1","1","1010809"
"dsb_talk_memory_talkjoy2","0.5","3","","1010809076","","","","1","2","1010809"
"vo_dsb_9013","","21","","1010809077","","","0","0","vo_dsb_1010809","1010809"
"那就來當我的主治醫師嘛♪","0","11","0","1010809078","1","0.2","1","10","2","1010809"
"","","91","","1010809079","","","","","0","1010809"
"dsb_talk_surprise1_shy","0.5","3","","1010809080","","","","1","1","1010809"
"vo_dsb_9014","","21","","1010809081","","","0","0","vo_dsb_1010809","1010809"
"不──要♪","0","11","0","1010809082","1","0.2","1","10","1","1010809"
"","","91","","1010809083","","","","","0","1010809"
"dsb_smile2_mitsuki1","0.5","3","0.5","1010809084","1","","dsb_idle_normal","0","1","1010809"
"dsb_talk_anger","0.5","3","","1010809085","","","","1","2","1010809"
"vo_dsb_9015","","21","","1010809086","","","0","0","vo_dsb_1010809","1010809"
"真小氣～！","0","11","0","1010809087","1","0.2","1","10","2","1010809"
"","","91","","1010809088","","","","","0","1010809"
"0","","93","","1010809089","","","","","0.3","1010809"
"124631","1.5","1","0","1015011001","-254","dsb_top_misato_idle_normal","-60","53","1","1015011"
"dsb_top_misato_talk","0.2","3","","1015011002","","","","1","124631","1015011"
"vo_dsb_0301","","21","","1015011003","","","0","0","vo_dsb","1015011"
"好，泡溫泉時間到囉～♪好好泡個澡，讓體內整個都暖起來吧～","80","11","-92","1015011004","0","0.7","1","7","124631","1015011"
"","","91","","1015011005","","","","","0","1015011"
"dsb_top_misato_idle_normal","0.2","3","","1015011006","","","","1","124631","1015011"
"124631","1.5","1","0","1015012001","-254","dsb_top_misato_idle_normal","-60","53","1","1015012"
"dsb_top_misato_joy","0.2","3","","1015012002","","","","1","124631","1015012"
"vo_dsb_0302","","21","","1015012003","","","0","0","vo_dsb","1015012"
"我想成為一位優秀的老師，像溫泉一樣溫柔地包容大家～","80","11","-92","1015012004","0","0.7","1","6","124631","1015012"
"","","91","","1015012005","","","","","0","1015012"
"dsb_top_misato_idle_normal","0.2","3","","1015012006","","","","1","124631","1015012"
"124631","1.5","1","0","1015013001","-254","dsb_top_misato_idle_normal","-60","53","1","1015013"
"dsb_top_misato_wish","0.2","3","","1015013002","","","","1","124631","1015013"
"vo_dsb_0303","","21","","1015013003","","","0","0","vo_dsb","1015013"
"泡溫泉後喝牛奶不能喝太快喔～？手叉著腰細細品嘗吧。","80","11","-92","1015013004","0","0.7","1","6","124631","1015013"
"","","91","","1015013005","","","","","0","1015013"
"dsb_top_misato_idle_normal","0.2","3","","1015013006","","","","1","124631","1015013"
"124731","1.5","1","0","1051011001","-254","dsb_top_idle_normal","-60","53","1","1051011"
"dsb_top_mitsuki_talk","0.2","3","","1051011002","","","","1","124731","1051011"
"vo_dsb_0201","","21","","1051011003","","","0","0","vo_dsb","1051011"
"溫泉治療也是很棒的療法之一。這就像是……Dr.深月的診療室，溫泉熱氣篇呢。","80","11","-92","1051011004","0","0.5","1","7","124731","1051011"
"","","91","","1051011005","","","","","0","1051011"
"dsb_top_idle_normal","0.2","3","","1051011006","","","","1","124731","1051011"
"124731","1.5","1","0","1051012001","-254","dsb_top_idle_normal","-60","53","1","1051012"
"dsb_top_mitsuki_joy","0.2","3","","1051012002","","","","1","124731","1051012"
"vo_dsb_0202","","21","","1051012003","","","0","0","vo_dsb","1051012"
"我沒有不識相到會在溫泉旅館做實驗。不過……假如你想被實驗的話，我很樂意♪","80","11","-92","1051012004","0","0.5","1","6","124731","1051012"
"","","91","","1051012005","","","","","0","1051012"
"dsb_top_idle_normal","0.2","3","","1051012006","","","","1","124731","1051012"
"124731","1.5","1","0","1051013001","-254","dsb_top_idle_normal","-60","53","1","1051013"
"dsb_top_mitsuki_crossed","0.2","3","0.2","1051013002","1","","dsb_top_mitsuki_crossed_loop","1","124731","1051013"
"vo_dsb_0203","","21","","1051013003","","","0","0","vo_dsb","1051013"
"每座溫泉都是得意之作。我充分地……親身驗證過了。總覺得我都把自己泡漲了。","80","11","-92","1051013004","0","0.5","1","6","124731","1051013"
"","","91","","1051013005","","","","","0","1051013"
"dsb_top_idle_normal","0.2","3","","1051013006","","","","1","124731","1051013"
"124531","1.5","1","0","1067011001","-254","dsb_top_idle_normal","-60","53","1","1067011"
"dsb_top_homare_wish","0.2","3","","1067011002","","","","1","124531","1067011"
"vo_dsb_0101","","21","","1067011003","","","0","0","vo_dsb","1067011"
"好～今天也要好好款待客人一番～☆儘管交給美女小老闆娘吧♪","80","11","-92","1067011004","0","0.7","1","6","124531","1067011"
"","","91","","1067011005","","","","","0","1067011"
"dsb_top_idle_normal","0.2","3","","1067011006","","","","1","124531","1067011"
"124531","1.5","1","0","1067012001","-254","dsb_top_idle_normal","-60","53","1","1067012"
"dsb_top_homare_joy","0.2","3","","1067012002","","","","1","124531","1067012"
"vo_dsb_0102","","21","","1067012003","","","0","0","vo_dsb","1067012"
"我也來一起泡吧～我也想要一些畫溫泉篇時的資料。親身取材～☆","80","11","-92","1067012004","0","0.7","1","6","124531","1067012"
"","","91","","1067012005","","","","","0","1067012"
"dsb_top_idle_normal","0.2","3","","1067012006","","","","1","124531","1067012"
"124531","1.5","1","0","1067013001","-254","dsb_top_idle_normal","-60","53","1","1067013"
"dsb_top_homare_surprise","0.2","3","","1067013002","","","","1","124531","1067013"
"vo_dsb_0103","","21","","1067013003","","","0","0","vo_dsb","1067013"
"偶爾也要擺脫生死交易，洗滌一下生命呢～我來幫你……洗背好嗎？","80","11","-92","1067013004","0","1","1","6","124531","1067013"
"","","91","","1067013005","","","","","0","1067013"
"dsb_top_idle_normal","0.2","3","","1067013006","","","","1","124531","1067013"
