192bb9548a94f341504d34118171babf1b27a211b291f36208c741d4a4380851,752e5a3abe645d4d5dd8e3186d7ecaddfad174c6c9a4c2fac6a91f9d3b5480d5,9842f7caa2944c92169da48950270faf37957af7679597143f51a4debf064b21,925494db5e12a366720b267a1d1db0b5552460689c4a4504242cb03ffd21d87d,d53b68dd9589b08ecece33348df03b94efab5ae4be81533e46061eeda5090a72,9dbe12536312ab49d9c38fba8ab6c60eea205e712618b0ab7c186559675ae909,458f38f4a22503301638b593bc5b027990cb1d08e293d416e4680fc619da2af0,498c5753ecae29f441acccacc204b9b7df84c27f4b1756d5f04ad164f7a45b4b,987df4a7de326001cff7f9237fe7d97becfa9a3c1e1ae9f0af0fa878370abb53,27d30e7357ce79ed6aadb2507a1337b501386a86991bb1eebb219aac61740103,3a3e38616ef5048ef8d64cf173d4a2d84171d35271b5b67b3c7ba56ea3b35644,baed9c19f4b95b91b467e08976be0ab49504afb940cd3da9bb479485dca9679a,83190d7ed8716f9c70e45a3f3b5b832edf04b727bdfe6ca63c5bb76b830f4a71,cf001bfbbd1082098037a85e9ea2aa3ebf4a8f87d275f1ac7e4880e7755d7135,52a6ace2fb8e5dd1731fb789fc9d130c349bfb59ce9dfe215e5bd746b22d7d84,806164ff4d1b3716ac3355687c4e31bfc885de8a4396c5f26b27f498698fb79c
"妖魔人","12","萬魔的頂點，煉獄之皇女","","31","涅妃‧涅羅","扮家家酒、觀察人類","?","??","？？？","129701","??","0","大久保瑠美","139",""
"獸人族","8","不輸男人的狂野義氣少女","肚子餓了的話就告訴我哦。\n不介意粗茶淡飯的話，\n讓你試試超級好吃的東西吧！","9","真琴（指揮官）","做點心","O","17","哞哞自衛隊","129801","54","0","小松未可子","168","10"
"魔族","7","專情於命中注定對象的少女","我擁有「破壞者」的名號……\n但是，您無須害怕我哦。\n因為您是我重要的命中注定之人呀……","30","惠理子（指揮官）","實驗、裁縫、料理","B","16","暮光流星群","129901","43","0","橋本ちなみ","154","13"
"精靈族","1","被惡運所愛，盜賊公會的首領長女","","8","倭","教訓妹妹們","B","21","蠻賊三姊妹","130001","55","0","ファイルーズあい","168","21"
"人族","5","辛苦但有精神。盜賊公會的次女","","30","若菜","編織","A","16","蠻賊三姊妹","130101","45","0","石見舞菜香","158","21"
"獸人族","3","囂張但極其聰明！　盜賊公會的三女","","5","布武機","欺負若菜","AB","12","蠻賊三姊妹","130201","37","0","花井美春","136","21"
"精靈族","2","端莊正直的嬌小優等生","","2","鏡華（春日）","讀書","A","8","小小甜心","130701","21","0","小倉唯","118","5"
"人族","12","為了大小姐而努力的冒失女僕","嗚嗚……對不起～\n我又讓廚房爆炸了～\n這樣沒有資格當女僕……","12","鈴莓（春日）","服侍","O","15","咲戀育幼院","130801","43","0","悠木碧","154","9"
"寶石兔族","8","任何東西都會不小心送人的廢柴經理兔女郎","","2","庫露露","清掃、維護保養寶石或遊樂園","A","16","吉歐‧提格尼亞","130901","46","0","田中美海","158",""
"獸人族","9","真步真步王國的公主","人家是真步真步王國的公主，真步公主！\n這奇怪的表情是怎麼了呢？\n真步真步王國是非常遙遠的國家？","22","真步（夢想樂園）","幻想、蒐集玩偶","O","16","哞哞自衛隊","131001","42","0","内田真礼","155","10"
"魔族？","6","超喜歡正太♪辣妹系史萊姆女孩","","13","涅婭（夏日）","和可愛的正太玩、購物","B","19","憤怒‧軍團","131101","55","0","和氣杏未","157","19"
"人族","7","樂觀開朗，卻趨向毀滅的活潑少女","","2","美空（夏日）","無","A","16","憤怒‧軍團","131201","??","0","鬼頭明里","159","19"
"人族","4","懷抱贖罪之心，追求力量的妹系大和撫子","","29","莉莉（夏日）","花藝、閱讀（經典文學）、東國畫","A","15","幻變少女","131601","44","0","鈴木みのり","154","20"
"？？？","?","以全新樣貌繼續支持騎士冒險的妖精","","?","愛梅斯（夏日）","？？？","?","??","？？？","131701","???","0","相坂優歌","150",""
"龍人族","4","面帶詭譎的笑容看透一切的臥龍首領。","","17","帆稀（夏日）","繪畫、讀書","O","25","龍族巢穴","131801","???","0","大西沙織","168","17"
"半妖精族","9","穩重成熟的銀髮半妖精","","23","愛蜜莉雅（夏日）","幫帕克梳理毛髮、念書","?","114","？？？","131901","??","0","高橋李依","164",""
"？？？","1","強欲的魔女","","24","艾姬多娜（夏日）","滿足求知慾","?","??","？？？","132001","???","0","坂本真綾","164",""
"鬼族","2","有如鬼助的萬能妹妹女僕","","2","雷姆（夏日）","戲劇欣賞、詩和散文","?","17","？？？","132101","??","0","水瀬いのり","154",""
"人族","1","能歌善舞的超人氣偶像","","24","望（鍊金術師）","看舞台劇，跳舞","B","17","慈樂之音","132201","40","0","日笠陽子","157","4"
"天使族","1","兼具溫柔與傲慢的公主。","","17","萊拉耶爾（聖誕節）","午睡、試吃甜點新品。","?","??","？？？","132801","??","0","河瀨茉希","162",""
"魔族","8","魅惑眾多男性的純潔女老師","謝謝你總是幫我喔。\n明明我才是年長的一方，卻老是依賴你，真對不起～","14","伊緒（聖誕節）","看戀愛小說、戀愛劇、戀愛漫畫","B","23","月光學院","132901","52","0","伊藤静","162","14"
"獸人族","8","最愛幫助別人！　正向思考的格鬥少女","你好！我是日和！\n碰到有困難的人我會去幫助他們！\n你如果樂意要不要一起來呢？","27","日和（公主）","助人、打氣加油","A","16","破曉之星","180101","44","0","東山奈央","155","2"
"人族","4","擅長支援戰鬥，心地善良的少女","雖然不曉得能不能幫上忙……但我也會盡全力地\n支援大家哦！","5","優衣（公主）","料理、觀察人類","O","17","破曉之星","180201","47","0","種田梨沙","158","2"
"魔族","1","冷酷又率直的劍士","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","12","怜（公主）","讀書、騎馬、茶","B","18","破曉之星","180301","46","0","早見沙織","163","2"
"人族","3","元氣滿點的空腹少女","那、那個……你身上有帶著吃的東西嗎？\n我的肚子餓得咕嚕咕嚕叫了……","31","貪吃佩可（公主）","邊走邊吃、料理","O","17","美食殿堂","180401","46","0","M・A・O","156","1"
"精靈族","5","仰慕主人，小小嚮導","在下奉命成為了主人您的嚮導。\n為了讓主人滿意，\n在下將會誠心誠意地侍奉您。","11","可可蘿（公主）","冥想、養育動植物","B","11","美食殿堂","180501","35","0","伊藤美来","140","1"
"獸人族","9","倒在路旁的謎之貓耳魔法師","怎麼慢吞吞的啦。\n真沒辦法，我來助你一臂之力吧。　給我好好感謝哦！","2","凱留（公主）","和貓咪玩耍","A","14","美食殿堂","180601","39","0","立花理香","152","1"
"精靈族、獸人族","-","以羈絆連結的互信互愛姊妹","","-","初音＆栞","兩個人一起去野餐","-","17","森林守衛、伊麗莎白牧場","180701","-","0","大橋彩香、小清水亞美","-","500"
"人族、獸人族、精靈族","-","勇氣！　友情！　小小甜心！","","-","禊＆美美＆鏡華","和大家一起冒險","-","17","小小甜心","180801","-","0","諸星すみれ、日高里菜、小倉唯","-","5"
"人族、精靈族","-","以高尚的友情結交的好對手","","-","秋乃＆咲戀","切磋琢磨","-","17","墨丘利財團、咲戀育幼院","180901","-","0","松嵜麗、堀江由衣","-","501"
"人族、半人半龍","-","許下誓約的馬納歷亞雙姬","","-","安＆古蕾婭","一起合奏鋼琴","-","17","？？？","181001","-","0","日笠陽子、福原綾香","-",""
"人族、人族","-","跨越真實及虛偽的三姐弟","","-","靜流＆璃乃","疼愛弟弟＆向哥哥撒嬌","-","18","拉比林斯","181101","-","0","生天目仁美、阿澄佳奈","-","3"
"龍人族","12","失去記憶的龍人族少女","","14","雪菲（公主）","讀書、伸展運動","B","14","美食殿堂","181201","???","0","近藤玲奈","147","1"
"-","-","最喜歡美女跟女兒♪的廢物骷髏男。","","-","骷髏老爸","-","-","-","-","427101","-","0","-","-",""
"獸人族","8","最愛幫助別人！　正向思考的格鬥少女","你好！我是日和！\n碰到有困難的人我會去幫助他們！\n你如果樂意要不要一起來呢？","27","日和","助人、打氣加油","A","16","破曉之星","900103","44","0","東山奈央","155","2"
"龍人族","9","嘴上功夫一流的廢材龍娘","","29","祈梨","遊戲","AB","13","龍族巢穴","906601","???","0","藤田茜","145","17"
"魔族","1","冷酷又率直的劍士","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","12","怜（星素）","讀書、騎馬、茶","B","18","破曉之星","928801","46","0","早見沙織","163","17"
