194da19eb7f410061482e83bb03ed6d394d0ff0f2bd46a0ad48cff047cdabf30,2bfe9cf158884fe62f9177d675a290209db1f0f31c0349ae6698a2edbd5c449f,5f862ea1dcbf5c2c85c68b1a9f8b8d95e8d835fc2037baa95f889fac9f97ee08,5514b0c135fee233cc0ae349b00a25c8a505490c4d51e473b75b5bed6df06581,bb907b78af71c68b957488f006bb9dbec5a63c558584524b8e1aabdcd13b564e,67daafbee46522994b79584fe93662b864e362e66da6340f9024890df3fc7b05,6ed526ce7181f566613c725c0d7616230aecd0d288fd2a1fa796d40f15b70e38,6443c6857b1eb38ba304ff0361b3691a239f66f221eb157b9f94de76cbe00a62,43d33122d8722fe391dd8438b5bb7b2292c9838315ef9846b796e9910312e7a0,866d8bff7bed2cca0772b355d7b6c3873c5b6e3cba314f9495cf7e9b13621e39,395f515bc5ee215c7acec4484e14cc6dd0e4add177de9dc1d46c1ecb6c9fed7c,5451aa52b30f55e5d23c2d3be75d5fba1c57840030e556e5f7f7a889e20610d7,db80b1471317706a317bf7db00a8c085fa7e0dae47811ce45e577b7297cfc224,717920e103158c31530510f1f286c59bbb60c6d36ef6b9bfffd20622e7665ad1,84f7fe288ce241f460dbd1903a76c11d6e5bbffefde2193c55c2358852cd1708,1ef6e2412344011222a739c440ce7d119e78f890bf49aefc3db94a131b978a91,5d9c9488f501fd51c5ffd915d21142ed708e7eb0ce08c3aa39d80788b27014e7,b2c044610eafce2a67c6c75afa831d3c9093f55efe2ee0c1cc296adc3eca4457,18c0edaea3fa718f8d79df6fdc3978846dc6626f834a3bf0afc9d418d59a601d,1161667cb00d58e99dbb6d50798ec7130d1375745c65c0a0800c2c36449a7b4c
"1","立flag","3","0","2","3270","3","31435","97","103","這個的名稱是什麼？","立flag","出現在動畫等處的俗語，意指「只要採取該言行的角色往往會在之後死去」的慣例發展。","108","3","102","3","立flag","3","6"
"3","「我要回房間了！」","6","0","2","3271","6","35201","38291","20102","這個的名稱是什麼？","「我要回房間了！」","慣例的死亡Flag。「豈能和殺人魔待在一起！我□□□□□！」","25151","3","22238","6","要回房間了","6","6"
"3","「我就要結婚了。」","6","0","2","3272","6","23601","23130","20102","這個的名稱是什麼？","「我就要結婚了。」","慣例的死亡Flag。「這場仗打完後，我□□□□□。」","32080","3","35201","6","就要結婚了","6","6"
"2","A Cappella","3","0","2","3273","3","67","112","101","這個的名稱是什麼？","A Cappella","單憑從人體發出的音──特別是嘴、鼻，進行演奏的音樂文化。","112","3","97","3","Cappe","3","2"
"1","坐在大門口","6","0","2","3274","6","22352","38272","21475","這首歌的歌詞是？","","童謠「一隻哈巴狗，□□□□□」。","22823","3","22312","6","坐在大門口","6","6"
"2","水份、蛋白質","6","0","2","3275","6","27700","30333","36074","這個的名稱是什麼？","水份、蛋白質","蒼蠅能從糞便攝取所需的□□、□□□與糖分。","34507","3","20221","6","水份蛋白質","6","6"
"3","Howdy Doody","3","0","2","3276","3","72","100","121","這個的名稱是什麼？","Howdy Doody","美國1950年代的電視劇中，有一個很有名氣的提線木偶叫做？ (請用英文作答)","119","3","111","3","Howdy","3","2"
"2","酒醉人與小孩","6","0","2","3277","6","37202","23567","23401","這個的名稱是什麼？","酒醉人與小孩","蚊子是靠二氧化碳氣味與皮膚溫度來尋找獵物，所以哪兩種人才容易吸引蚊子？","20154","3","37257","6","酒醉人小孩","6","6"
"2","Twenty-one","3","0","2","3278","3","119","116","121","這個的名稱是什麼？","Twenty-one","啤酒瓶蓋總共有幾個鋸齒？（用英文作答）","110","3","101","3","wenty","3","3"
"3","紅=動脈、藍=靜脈、白=止血紗布","6","0","2","3279","6","38748","32023","24067","這個的名稱是什麼？","紅=動脈、藍=靜脈、白=止血紗布","十八世紀前，歐洲理髮師除了會理髮之外，還需要會放血手術（如拔牙、割腫瘤等等）。所以理髮廳外面的紅藍白旋轉柱，其代表為：","34880","3","33032","6","靜脈血紗布","6","6"
"3","桌上角色扮演遊戲","6","0","2","3280","6","26700","25198","28436","這個的名稱是什麼？","桌上角色扮演遊戲","稱為「TRPG」的角色扮演遊戲是以線下形式進行的，中文名為：","33394","3","35282","6","桌角色扮演","6","6"
"3","遊戲主持人","6","0","2","3281","6","36938","25345","20154","這個的名稱是什麼？","遊戲主持人","線上遊戲中被稱作「GM」的職位，其未經省略的全稱是？","20027","3","25138","6","遊戲主持人","6","6"
"1","掌上型遊戲機","6","0","2","3283","6","25484","25138","27231","這個的名稱是什麼？","掌上型遊戲機","可攜帶的小型專門遊戲機。又稱為可攜式遊戲機、手提遊戲機、攜帶型遊樂器。","36938","3","19978","6","掌上遊戲機","6","6"
"2","大型電玩遊戲","6","0","2","3284","6","22411","36938","25138","這個的名稱是什麼？","大型電玩遊戲","意指不是在家遊玩，而是在遊戲中心使用業務用機器遊玩的遊戲。","29609","3","38651","6","型電玩遊戲","6","6"
"3","40%、二氧化碳","1","0","2","3285","6","52","27687","30899","這個的名稱是什麼？","40%、二氧化碳","浮游植物處理了地球□□%的□□化□。","20108","3","48","6","40二氧碳","6","1"
"3","伸展台=Runway","3","2248","1","3287","3","82","119","97","這個的名稱是什麼？","伸展台=Runway","時裝秀中，模特兒所走的通道。對「鈴奈」而言，這是十分熟悉的。","110","3","117","3","Runwa","3","2"
"1","「一家烤肉萬家香」","6","0","2","3288","6","28900","23478","39321","這個的名稱是什麼？","「一家烤肉萬家香」","臺灣中秋節會烤肉是因為哪一句廣告詞開始的？","33836","3","32905","6","烤肉萬家香","6","6"
"2","腳底板和手臂","6","0","2","3289","6","33139","25163","33218","這個的名稱是什麼？","腳底板和手臂","人體有神奇的比例，哪兩個地方是一樣長？","26495","3","24213","6","腳底板手臂","6","6"
"3","毛囊蠕形蟎","6","0","2","3290","6","27611","24418","34766","這個的名稱是什麼？","","人體也有寄生蟲，絕大多數無害。有一種棲息在臉部毛囊內的微生物，以死皮細胞和油脂為食。","34837","3","22218","6","毛囊蠕形蟎","6","6"
"3","安赫爾瀑布","6","0","2","3291","6","23433","28689","24067","這個的名稱是什麼？","","陸地上最高的瀑布是 ：","29246","3","36203","6","安赫爾瀑布","6","6"
"3","黑白配色穿搭","6","0","2","3292","6","40657","31359","25645","這個的名稱是什麼？","黑白配色穿搭","時尚手法之一。意指搭配上只穿著黑、白、灰等色系黯淡的服裝。","37197","3","30333","6","黑白配穿搭","6","6"
"1","RPG=角色扮演遊戲","6","0","2","3293","6","35282","36938","25138","這個的名稱是什麼？","RPG=角色扮演遊戲","遊戲類型之一。","25198","3","33394","6","角色扮遊戲","6","6"
"3","黃金時段=Prime time","3","0","2","3294","3","80","109","101","這個的名稱是什麼？","黃金時段=Prime time","廣播電視業的用語。指19:00至22:00的區間。","105","3","114","3","Prime","3","2"
"3","Quartet","3","0","2","3295","3","117","116","101","這個的名稱是什麼？","Quartet","Duo、Trio的下一個是什麼？","114","3","97","3","uarte","3","3"
"3","Quintet","3","0","2","3296","3","81","110","116","這個的名稱是什麼？","Quintet","Duo、Trio、Quartet的下一個是什麼？","105","3","117","3","Quint","3","2"
"2","權杖騎士=Knight of Wands","3","0","2","3297","3","110","104","116","這個的名稱是什麼？","權杖騎士=Knight of Wands","塔羅牌小阿爾克那的其中一張。","103","3","105","3","night","3","3"
"1","公(雄)獅⇒母(雌)獅⇒幼獅","6","0","2","3298","6","20844","29509","24188","這個的名稱是什麼？","公(雄)獅⇒母(雌)獅⇒幼獅","獅子餵食順序： ","27597","3","29509","6","公獅母獅幼","6","6"
"3","摺痕與結構","6","0","2","3299","6","25722","32080","27083","這個的名稱是什麼？","","貓科動物的大腦與人類有一樣的□□□□□，部分大腦症與人類的一樣有相似功能。","33287","3","30165","6","摺痕與結構","6","6"
"3","蘇打、去垢的陶土、尿","6","0","2","3300","6","34311","22303","23615","這個的名稱是什麼？","蘇打、去垢的陶土、尿","古羅馬時期的洗衣店會將衣服丟進混合鹼性物質的水中。這個物質內含有□□、去垢的□□與□。","38518","3","25171","6","蘇打陶土尿","6","6"
"1","野花紅似火","6","0","2","3301","6","37326","20284","28779","這首歌的歌詞是？","","童謠「我家門前有小河，後面有山坡。 山坡上面野花多，□□□□□。」","32005","3","33457","6","野花紅似火","6","6"
"1","第一人稱射擊遊戲","6","0","2","3302","6","19968","23556","25802","這個的名稱是什麼？","第一人稱射擊遊戲","「FPS」為遊戲類型之一。中文名為？","31281","3","20154","6","一人稱射擊","6","6"
"1","Shooter","3","0","2","3303","3","83","111","116","這個的名稱是什麼？","Shooter","「FPS」為遊戲類型之一。「S」是什麼詞的縮寫？","111","3","104","3","Shoot","3","2"
"3","r-氨基丁酸與甘胺酸","6","0","2","3304","6","19969","33018","37240","這個的名稱是什麼？","r-氨基丁酸與甘胺酸","鬼壓床其實是哪兩種神經傳導物質，會阻止訊息傳達到運動神經元，這時身體會呈現睡眠麻痺？","29976","3","37240","6","丁酸甘胺酸","6","6"
"2","表皮角質層","6","0","2","3305","6","34920","36074","23652","這個的名稱是什麼？","","頭皮屑是□□□□□不斷剝落而產生的。","35282","3","30382","6","表皮角質層","6","6"
"3","Nocturne","3","0","2","3306","3","78","116","117","這個的名稱是什麼？","Nocturne","記為「夜曲」的音樂形式，其英譯是？","99","3","111","3","Noctu","3","2"
"3","Requiem","3","0","2","3307","3","82","117","105","這個的名稱是什麼？","Requiem","記為「安魂曲」的音樂形式，其英譯是？","113","3","101","3","Requi","3","2"
"3","Rhapsody","3","0","2","3308","3","82","112","115","這個的名稱是什麼？","Rhapsody","記為「狂想曲」的音樂形式，其英譯是？","97","3","104","3","Rhaps","3","2"
"3","Symphony","3","0","2","3309","3","83","112","104","這個的名稱是什麼？","Symphony","記為「交響曲」的音樂形式，其英譯是？","109","3","121","3","Symph","3","2"
"3","Etude","3","0","2","3310","3","69","100","101","這個的名稱是什麼？","","記為「練習曲」的音樂形式，其英譯是？","117","3","116","3","Etude","3","2"
"3","主教=Bishop","3","0","2","3311","3","105","111","112","這個的名稱是什麼？","主教=Bishop","西洋棋的棋子有國王、皇后、城堡、騎士、兵，還有一個是？","104","3","115","3","ishop","3","3"
"3","月經同步化","6","0","2","3312","6","26376","27493","21270","這個的名稱是什麼？","","女性月經會相互傳染，被稱為：","21516","3","32147","6","月經同步化","6","6"
"2","黑尾土撥鼠","6","0","2","3313","6","40657","25765","40736","這個的名稱是什麼？","","哪種動物是用接吻且用舌頭去互相觸碰對方的牙齒來打招呼？","22303","3","23614","6","黑尾土撥鼠","6","6"
"3","有意識的自主決定","6","0","2","3314","6","26377","33258","20027","這個的名稱是什麼？","有意識的自主決定","海豚每次呼吸是□□□的□□決定，否則會溺斃。","35672","3","24847","6","有意識自主","6","6"
"3","水狀黏液、油脂","6","0","2","3315","6","27700","27833","33026","這個的名稱是什麼？","水狀黏液、油脂","眼屎由□狀□□和□□組成。白天這種黏液可保護眼睛濕潤乾淨，但晚上睡覺後，這兩樣東西會開始堆積並乾掉，形成黃色眼屎。","28082","3","40655","6","水黏液油脂","6","6"
"3","光折射、熱能","6","0","2","3316","6","20809","29105","33021","這個的名稱是什麼？","光折射、熱能","北極熊的毛是透明無色，因為□□□的關係所以看起來呈現白色，且可將90%以上的太陽能轉化□□。","23556","3","25240","6","光折射熱能","6","6"
"2","風神雷神屏風","6","0","2","3317","6","31070","23631","39080","這個的名稱是什麼？","風神雷神屏風","描繪風神與雷神的有名畫作。以及描繪其畫的裝飾品本身。","31070","3","38647","6","神雷神屏風","6","6"
"3","太陽照射冰晶反射","6","0","2","3318","6","22826","26230","21453","這個的名稱是什麼？","太陽照射冰晶反射","日暈現象是由□□照射□□□射至人類眼睛。","20912","3","38525","6","太陽冰晶反","6","6"
"1","氫鋰鈉鉀銣銫鍅","6","0","2","4003","6","27691","37440","37539","這個的名稱是什麼？","氫鋰鈉鉀銣銫鍅","請列出元素週期表左邊第一欄（直行順序）。","37385","4","37616","6","氫鋰鈉鉀銣","6","6"
"1","鈹鎂鈣鍶鋇鐳","6","0","2","4004","6","37762","37575","37939","這個的名稱是什麼？","鈹鎂鈣鍶鋇鐳","請列出元素週期表左邊第二欄（直行順序）。","37750","4","37411","6","鎂鈣鍶鋇鐳","6","6"
"2","艾爾皮斯島","6","4010","1","4010","6","33406","26031","23798","這個地點的名稱是？","","漂浮在阿斯特朗上的巨大島嶼，也是主線冒險的舞台。","30382","4","29246","6","艾爾皮斯島","6","6"
"2","瑪爾傑海岸","6","4012","1","4012","6","29802","28023","23736","這個地點的名稱是？","","","20625","4","29246","6","瑪爾傑海岸","6","6"
"3","埃斯特雷拉街道","6","4013","1","4013","6","22467","38647","25289","這個地點的名稱是？","埃斯特雷拉街道","位於蘭德索爾郊外，綠意盎然、氣候宜人的城鎮。","29305","4","26031","6","埃斯特雷拉","6","6"
"2","露娜聚光燈","6","4014","1","4014","6","38706","20809","29128","這個的名稱是什麼？","","於「露娜之塔」建造時一同打造出來的一種能量增幅器。","32858","4","23068","6","露娜聚光燈","6","6"
"1","阿斯特賴亞大陸","6","0","1","4015","6","38463","36084","20126","這是哪裡？","阿斯特賴亞大陸","世界最大的大陸。中心有個巨大的都市「蘭德索爾」。","29305","4","26031","6","阿斯特賴亞","6","6"
"1","伊麗莎白牧場","6","4017","1","4017","6","40599","29287","22580","這個地點的名稱是？","伊麗莎白牧場","","30333","4","33678","6","麗莎白牧場","6","6"
"1","Billion","3","0","2","4018","3","105","105","111","這個的唸法是什麼？","Billion","1,000,000,000\n（請用英文作答）","108","4","108","3","illio","3","3"
"2","Billion","3","0","2","4019","3","105","105","111","這個的唸法是什麼？","Billion","以符號表記為「10＾9」的數字，用英文來唸是？","108","4","108","3","illio","3","3"
"2","Billion","3","0","2","4020","3","105","105","111","這個問題的答案是？","Billion","1,000×1,000,000＝？\n（將答案用英文來唸是？）","108","4","108","3","illio","3","3"
"2","Billion","3","0","2","4021","3","105","105","111","這個問題的答案是？","Billion","100×100×100×1000＝？\n（將答案用英文來唸是？）","108","4","108","3","illio","3","3"
"1","Fifty million","3","0","2","4022","3","70","116","121","這個的唸法是什麼？","Fifty million","50,000,000\n（將答案用英文來唸是？）","102","4","105","3","Fifty","3","2"
"1","Twenty million","3","0","2","4023","3","109","108","105","這個問題的答案是？","Twenty million","10,000,000+10,000,000＝？\n（將答案用英文來唸是？）","108","4","105","3","milli","3","3"
"3","Fifty million","3","0","2","4024","3","109","108","105","這個問題的答案是？","Fifty million","10,000,000×10÷2＝？\n（將答案用英文來唸是？）","108","4","105","3","milli","3","3"
"2","五千零二十","6","0","2","4025","6","20116","20108","21313","這個問題的答案是？","","(502x5)＋(502x5)＝？\n（將答案用中文來唸是？）","38646","4","21315","6","五千零二十","6","6"
"2","12345","1","0","2","4026","1","49","52","53","這個問題的答案是？","","(1253＋6652－232)×0＋12345＝？","51","4","50","1","12345","1","1"
"2","Eleven","3","0","2","4027","3","108","101","110","這個羅馬數字是多少？","Eleven","XI　（請將數字翻為英文唸法）","118","4","101","3","leven","3","3"
"2","Sixteen","3","0","2","4028","3","105","101","101","這個羅馬數字是多少？","Sixteen","XVI　（請將數字翻為英文唸法）","116","4","120","3","ixtee","3","3"
"3","Seventeen","3","0","2","4029","3","83","101","110","這個羅馬數字是多少？","Seventeen","XVII　（請將數字翻為英文唸法）","118","4","101","3","Seven","3","2"
"3","Eighteen","3","0","2","4030","3","69","104","116","這個羅馬數字是多少？","Eighteen","XVIII　（請將數字翻為英文唸法）","103","4","105","3","Eight","3","2"
"3","Twenty two","3","0","2","4031","3","84","110","116","這個羅馬數字是多少？","Twenty two","XXII　（請將數字翻為英文唸法）","101","4","119","3","Twent","3","2"
"3","Twenty five","3","0","2","4032","3","84","110","116","這個羅馬數字是多少？","Twenty five","XXV　（請將數字翻為英文唸法）","101","4","119","3","Twent","3","2"
"3","Thirty","3","0","2","4033","3","104","116","121","這個羅馬數字是多少？","Thirty","XXX　（請將數字翻為英文唸法）","114","4","105","3","hirty","3","3"
"2","氦氖氬氪氙氡","6","0","2","4034","6","27686","27690","27673","這個的名稱是什麼？","氦氖氬氪氙氡","請列出元素週期表右邊第一欄（直行順序）。","27692","4","27670","6","氦氖氬氪氙","6","6"
"3","伽伐尼電流","6","0","2","4035","6","20285","38651","27969","這個的名稱是什麼？","","咬到鋁箔紙時會感到一陣劇痛的現象。","23612","4","20240","6","伽伐尼電流","6","6"
"1","撒哈拉沙漠","6","0","2","4036","6","25746","27801","28448","這個的名稱是什麼？","","世界最大的沙漠。","25289","4","21704","6","撒哈拉沙漠","6","6"
"2","巴爾幹半島","6","0","2","4037","6","24052","21322","23798","這個的名稱是什麼？","","南歐三大半島：伊比利亞半島、義大利半島、□□□□□。","24185","4","29246","6","巴爾幹半島","6","6"
"3","溫帶海洋性氣候","6","0","2","4038","6","28331","27915","24615","這個的唸法是什麼？","溫帶海洋性氣候","歐洲西部的氣候類型為：","28023","4","24118","6","溫帶海洋性","6","6"
"3","溫帶大陸性氣候","6","0","2","4040","6","28331","38520","24615","這個的唸法是什麼？","溫帶大陸性氣候","歐洲東部的氣候類型為：","22823","4","24118","6","溫帶大陸性","6","6"
"3","寒帶苔原氣候","6","0","2","4041","6","23506","27683","20505","這個的唸法是什麼？","寒帶苔原氣候","歐洲北部的氣候類型為：","21407","4","24118","6","寒帶原氣候","6","6"
"2","NORMAL地下城「雲海山脈」","2","4042","1","4042","2","79","65","76","這個的名稱是什麼？","NORMAL地下城「雲海山脈」","","77","4","82","2","ORMAL","2","2"
"2","貝利奧火山","6","0","1","4043","6","35997","28779","23665","這個的名稱是什麼？","","阿斯特賴亞大陸上最巨大的火山。至今仍頻繁的噴發，再加上有許多魔物棲息於此，是個危險的地區。","22887","4","21033","6","貝利奧火山","6","6"
"2","VERY HARD地下城「斷崖遺跡」","2","4044","1","4044","2","69","82","68","這個的名稱是什麼？","VERY HARD地下城「斷崖遺跡」","","65","4","82","2","ERARD","2","2"
"2","EXTREME地下城「蒼海孤塔」","2","4045","1","4045","2","84","77","69","這個的名稱是什麼？","EXTREME地下城「蒼海孤塔」","","69","4","82","2","TREME","2","2"
"2","EXTREME Ⅱ地下城「毒瘴闇稜」","2","4046","1","4046","2","84","77","69","這個的名稱是什麼？","EXTREME Ⅱ地下城「毒瘴闇稜」","","69","4","82","2","TREME","2","2"
"2","EXTREME Ⅲ地下城「綠龍骸嶺」","2","4047","1","4047","2","84","77","69","這個的名稱是什麼？","EXTREME Ⅲ地下城「綠龍骸嶺」","","69","4","82","2","TREME","2","2"
"2","EXTREME Ⅳ地下城「天上浮游城」","2","4048","1","4048","2","84","77","69","這個的名稱是什麼？","EXTREME Ⅳ地下城「天上浮游城」","","69","4","82","2","TREME","2","2"
"2","超級優妮號","6","4049","1","4049","6","36229","22958","34399","這個的名稱是什麼？","","活動「恩賜的財團與神聖學院的問題兒童」中，優妮想要將「好朋友X」取名為？","20778","4","32026","6","超級優妮號","6","6"
"1","究極機械玩具王","6","4050","1","4050","6","31350","20855","29579","這個的名稱是什麼？","究極機械玩具王","活動「心電感應！碧與玩具朋友們」的Boss。","29609","4","26997","6","究極玩具王","6","6"
"1","記憶音樂盒","6","4051","1","4051","6","35352","27138","30418","這個的名稱是什麼？","","可購買各種充滿回憶的BGM，並設定在各種選單中的公會小屋家具。","38899","4","25014","6","記憶音樂盒","6","6"
"2","慈樂之音紀念收藏櫃","6","0","1","4052","6","32000","34255","27331","這個的名稱是什麼？","慈樂之音紀念收藏櫃","一個充滿回憶的收藏架，擺放著慈樂之音夏日演唱會的周邊。","25910","4","24565","6","紀念收藏櫃","6","6"
"2","時間管理者","6","4053","1","4053","6","26178","29702","32773","這個的名稱是什麼？","","用來進行時空旅行的魔導具「時間儀」的導航員。","31649","4","38291","6","時間管理者","6","6"
"3","雷霆電擊器","6","4054","1","4054","6","38647","25802","22120","這個魔導具的名稱是什麼？","","大間鎮的漁夫們\n所使用的魔導具。\n會放電讓獵物暈眩。","38651","4","38662","6","雷霆電擊器","6","6"
"1","瑪那產生器","6","4055","1","4055","6","29802","29983","22120","這個的名稱是什麼？","","放置在公會小屋就會自動幫你製造瑪那的器具。似乎要具備某種資格才能使用。","29986","4","37027","6","瑪那產生器","6","6"
"1","哥布林王者","6","4056","2","4056","6","21733","29579","32773","這個的名稱是什麼？","","「三月戰隊競賽-一王」的Boss。","26519","4","24067","6","哥布林王者","6","6"
"1","珠穆朗瑪峰","6","0","2","4057","6","29664","29802","23792","這個的名稱是什麼？","","世界第一高峰。又稱聖母峰。","26391","4","31302","6","珠穆朗瑪峰","6","6"
"1","夏季大三角","6","0","2","4058","6","22799","19977","35282","這個的名稱是什麼？","","「天津四」、「河鼓二」、「織女一」這三顆明亮星辰所連結而成的巨大三角形。","22823","4","23395","6","夏季大三角","6","6"
"1","酸鹼指示劑","6","0","2","4059","6","37240","31034","21137","這個的名稱是什麼？","","酸性溶液能使通用□□□□□變成偏暖色。","25351","4","40572","6","酸鹼指示劑","6","6"
"2","H2SO4","1","0","2","4060","2","72","79","52","這個的名稱是什麼？","","硫酸的化學式為：","83","4","50","2","H2SO4","1","2"
"2","碳水化合物","6","0","2","4061","6","30899","21512","29289","這個的名稱是什麼？","","硫酸具強脫水性，可使□□□□□脫水，形成黑色的碳。","21270","4","27700","6","碳水化合物","6","6"
"2","CH3COOH","2","0","2","4062","2","67","67","79","這個的名稱是什麼？","CH3COOH","醋酸的化學式為：","51","4","72","1","CH3CO","2","2"
"1","圓周率=3.1415926……","1","0","2","4063","1","51","49","53","這是多少？","圓周率=3.1415926……","","52","4","49","1","31415","1","1"
"2","√2＝1.41421356……","1","0","2","4064","1","49","52","50","這是多少？","√2＝1.41421356……","","49","4","52","1","14142","1","1"
"1","45000","1","0","2","4065","1","52","48","48","這是多少？","","將44556在「百位數」進行四捨五入後的數字。","48","4","53","1","45000","1","1"
"1","11000","1","0","2","4066","1","49","48","48","這是多少？","","將11223在「百位數」進行四捨五入後的數字。","48","4","49","1","11000","1","1"
"2","時代錯誤遺物","6","0","2","4067","6","20195","36986","29289","這個的名稱是什麼？","時代錯誤遺物","其誕生的時代與當時該有的技術及知識水準不相符，充滿謎團的人造物出土品。","35492","4","37679","6","代錯誤遺物","6","6"
"2","78000","1","0","2","4068","1","55","48","48","這是多少？","","將77889在「百位數」進行四捨五入後的數字。","48","4","56","1","78000","1","1"
"3","三硝基甲苯","6","0","2","4069","6","19977","30002","33519","這個的名稱是什麼？","","廣為人知的炸藥「TNT」。未經省略的全稱是？","22522","4","30813","6","三硝基甲苯","6","6"
"3","TNT和硝酸鉀","2","0","2","4070","6","84","30813","37240","這個的名稱是什麼？","TNT和硝酸鉀","硝酸可用來蝕刻銅金屬製品，製造□□□和□□鉀","84","4","78","2","TNT硝酸","6","2"
"2","肥皂和人造纖維","6","0","2","4071","6","32933","32406","32173","這個的名稱是什麼？","肥皂和人造纖維","氫氧化鈉常用來製造□□和人□□□。","36896","4","30338","6","肥皂造纖維","6","6"
"3","活字印刷術","6","0","2","4072","6","27963","21047","34899","這是什麼？","","一般被稱作「世界三大發明」的東西。火藥、指南針，還有一種是？","21360","4","23383","6","活字印刷術","6","6"
"2","吉力馬札羅山","6","0","2","4073","6","21513","26413","32645","這個的名稱是什麼？","吉力馬札羅山","非洲最高的山。","39340","4","21147","6","吉力馬札羅","6","6"
"3","科技奇異點","6","0","2","4074","6","31185","30064","40670","這個的名稱是什麼？","","AI的能力終有一天會超越人類的轉捩點。或意指因此而引發的社會變化的概念。","22855","4","25216","6","科技奇異點","6","6"
"3","傍晚的明星⇔拂曉的明星","6","0","2","4075","6","25282","26126","26143","這個的名稱是什麼？","傍晚的明星⇔拂曉的明星","反義詞。","30340","4","26313","6","拂曉的明星","6","6"
"3","DHA=二十二碳六烯酸","6","0","2","4076","6","20108","30899","20845","這個的名稱是什麼？","DHA=二十二碳六烯酸","海鮮類當中含量豐富，人體活動不可或缺的營養素。","20108","4","21313","6","二十二碳六","6","6"
"3","氨與二氧化碳","6","0","2","4077","6","27688","21270","30899","這個的名稱是什麼？","氨與二氧化碳","□與□□□□作用可生成尿素 ，常用來製造肥料和塑膠。","27687","4","20108","6","氨二氧化碳","6","6"
"2","阿爾卑斯山","6","0","2","4078","6","38463","26031","23665","這個的名稱是什麼？","","歐洲最高且橫跨範圍最廣的山。","21329","4","29246","6","阿爾卑斯山","6","6"
"3","阿空加瓜山","6","0","2","4079","6","38463","29916","23665","這個的名稱是什麼？","","安地斯山脈最高峰。位在阿根廷境內。是美洲第一高峰，也是世界第一高的火山。","21152","4","31354","6","阿空加瓜山","6","6"
"1","54321","1","0","2","4080","1","53","50","49","這個問題的答案是？","","(0x12345)+(0x54321)+54321=？","51","4","52","1","54321","1","1"
"3","Q⇒W⇒E⇒R⇒T⇒Y","2","0","2","4081","2","87","84","89","這個的名稱是什麼？","Q⇒W⇒E⇒R⇒T⇒Y","電腦鍵盤的排列，一般而言在「Q」的右側大多是怎麼排列的？","82","4","69","2","WERTY","2","2"
"3","A⇒S⇒D⇒F⇒G⇒H","2","0","2","4082","2","83","71","72","這個的名稱是什麼？","A⇒S⇒D⇒F⇒G⇒H","電腦鍵盤的排列，一般而言在「A」的右側大多是怎麼排列的？","70","4","68","2","SDFGH","2","2"
"2","蘇伊士運河","6","0","2","4083","6","34311","36939","27827","這個的名稱是什麼？","","亞洲與非洲以什麼為界限？","22763","4","20234","6","蘇伊士運河","6","6"
"3","特洛伊木馬","6","0","2","4084","6","29305","26408","39340","這個的名稱是什麼？","","佯裝成無害軟體來攻擊電腦的惡質程式。名稱源於某種在神話的戰爭中登場的陷阱。","20234","4","27931","6","特洛伊木馬","6","6"
"2","支點、施力點、抗力點","6","0","2","4085","6","25903","21147","40670","這個的名稱是什麼？","支點、施力點、抗力點","槓桿原理可用微小力量扳動重物的便利物理原理。依據□□、□□□、抗力點的位置來決定結果。","26045","4","40670","6","支點施力點","6","6"
"3","Secondary","3","0","2","4086","3","83","111","110","這個的名稱是什麼？","Secondary","地震說明時使用的「P波」與「S波」。「P」是「Primary」的縮寫，那「S」是什麼的縮寫？","99","4","101","3","Secon","3","2"
"3","會說話的小琪愛兒","6","4087","1","4087","6","35498","24859","20818","這個附帶AI機能的人偶的名稱是？","會說話的小琪愛兒","","29738","4","35441","6","說話琪愛兒","6","6"
"3","飄飄優妮升機","6","4088","1","4088","6","39108","22958","21319","這個會飛的機關的名稱是？","飄飄優妮升機","","20778","4","39108","6","飄飄優妮升","6","6"
"2","CaSO4","3","0","2","4089","2","67","79","52","這個的名稱是什麼？","CaSO4","硫酸鈣的化學式：","83","4","97","2","CaSO4","1","2"
"2","乾粉滅火器","6","0","2","4090","6","20094","28779","22120","這個的名稱是什麼？","","碳酸氫鈉受熱分解出二氧化碳，是□□□□□的重要原料。","28357","4","31881","6","乾粉滅火器","6","6"
"2","Fifty-five","3","0","2","4091","3","70","116","121","這個問題的答案是？","Fifty-five","1＋2＋3＋4＋5＋6＋7＋8＋9＋10＝？ (請用英文作答)","102","4","105","3","Fifty","3","2"
"1","10000","1","0","2","4099","1","49","48","48","這是多少？","","將12345在「千位數」進行四捨五入後的數字。","48","4","48","1","10000","1","1"
"1","60000","1","0","2","4100","1","54","48","48","這是多少？","","將56789在「千位數」進行四捨五入後的數字。","48","4","48","1","60000","1","1"
"2","超新星爆炸","6","0","2","4106","6","36229","29190","28856","這個的名稱是什麼？","","質量大的星球在壽命終結時產生的爆炸現象。會發出比太陽還要亮數億倍的光芒。","26143","4","26032","6","超新星爆炸","6","6"
"3","拉格朗日點","6","0","2","4108","6","25289","26085","40670","這個的名稱是什麼？","","像地球和月球這類的天體，兩者的引力達到一個恰到好處的平衡性而穩定下來的那個點。","26391","4","26684","6","拉格朗日點","6","6"
