35be4e2f10d6ddbb788e6a898c5b43540f920fbf58764e1de323fd74617931dc,05172864f4dbfcac2f5ea58619a40ed1ea99ca55f07c176decb40f7e61a1929e,7d21b0a84cca1882783de13d1c5bb410658455cab9ceace8655275494b7cb27f,b7d4464857cae5fd297ee44b6be1015a253022b8eb09279be9cf521697e22f89,34c6ddc6276c70deb37e4e92d5ba8d5e0c182a794b6b7bddb8c74190ad5e3b81,604152312f56c4e4b75fb1b428e65e1bdb5108d5dedda03f21624ce2800120e9,b9a73a9564370a8c548665f0ceec4c9f96342c1eb2aa0c4a7f05477ccee1f95b,10e16b35b463d45f38f68a83b3c65c2ca8feb4bfdbe552e2ac92ef1ad00d2fd8,47645ed2aa403705bdd9484729f656a851c368f461eafad4f3178c79a4d8cb81,b51fb9762f1de6cecb3cbeb085ed731bd04bfc8da97ff4d1763f3dbe603e4491,8dfd9dd36a1354d4400f7c097619a80abf987fb4083b3c246d47c6de6edd4987,4b1b1b38636dbcbf50ce137b86751daf6ca166750e701a808f581adf3a87d2c9
"41140","1","0","0","0","0","據說能使怜（萬聖節）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","怜（萬聖節）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41141","1","0","0","0","0","據說能使茉莉（萬聖節）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","茉莉（萬聖節）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41142","1","0","0","0","0","據說能使莫妮卡（魔法少女）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","莫妮卡（魔法少女）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41143","1","0","0","0","0","據說能使智（魔法少女）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","智（魔法少女）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41144","1","0","0","0","0","據說能使秋乃（聖誕節）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","秋乃（聖誕節）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41145","1","0","0","0","0","據說能使咲戀（聖誕節）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","咲戀（聖誕節）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41146","1","0","0","0","0","據說能使優花梨（聖誕節）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","優花梨（聖誕節）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41147","1","0","0","0","0","據說能使矛依未（新年）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","矛依未（新年）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41150","1","0","0","0","0","據說能使似似花（新年）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","似似花（新年）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41155","1","0","0","0","0","據說能使可可蘿（祭服）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","可可蘿（祭服）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41156","1","0","0","0","0","據說能使優衣（祭服）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","優衣（祭服）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41157","1","0","0","0","0","據說能使霞（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","霞（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41158","1","0","0","0","0","據說能使莉瑪（灰姑娘）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","莉瑪（灰姑娘）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41159","1","0","0","0","0","據說能使真琴（灰姑娘）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","真琴（灰姑娘）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41160","1","0","0","0","0","據說能使真步（灰姑娘）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","真步（灰姑娘）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41162","1","0","0","0","0","據說能使克蘿依（聖學祭）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","克蘿依（聖學祭）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41163","1","0","0","0","0","據說能使琪愛兒（聖學祭）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","琪愛兒（聖學祭）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41164","1","0","0","0","0","據說能使優妮（聖學祭）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","優妮（聖學祭）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41165","1","0","0","0","0","據說能使祈梨（時空旅行）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","祈梨（時空旅行）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41166","1","0","0","0","0","據說能使嘉夜（時空旅行）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","嘉夜（時空旅行）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41167","1","0","0","0","0","據說能使碧（工作服）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","碧（工作服）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41168","1","0","0","0","0","據說能使珠希（工作服）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","珠希（工作服）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41169","1","0","0","0","0","據說能使美冬（工作服）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","美冬（工作服）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41170","1","0","0","0","0","據說能使惠理子（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","惠理子（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41171","1","0","0","0","0","據說能使靜流（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","靜流（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41172","1","0","0","0","0","據說能使望（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","望（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41173","1","0","0","0","0","據說能使千歌（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","千歌（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41174","1","0","0","0","0","據說能使紡希（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","紡希（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41175","1","0","0","0","0","據說能使深月（大江戶）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","深月（大江戶）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41176","1","0","0","0","0","據說能使雪（大江戶）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","雪（大江戶）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41177","1","0","0","0","0","據說能使香織（萬聖節）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","香織（萬聖節）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41178","1","0","0","0","0","據說能使妮諾（萬聖節）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","妮諾（萬聖節）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41179","1","0","0","0","0","據說能使鈴奈（萬聖節）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","鈴奈（萬聖節）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41180","1","0","0","0","0","據說能使克蕾琪塔突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","克蕾琪塔專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41181","1","0","0","0","0","據說能使蘭法突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","蘭法專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41182","1","0","0","0","0","據說能使美空突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","美空專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41185","1","0","0","0","0","據說能使花凜突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","花凜專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41186","1","0","0","0","0","據說能使涅比亞突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","涅比亞專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41190","1","0","0","0","0","據說能使伊緒（黑暗）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","伊緒（黑暗）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41191","1","0","0","0","0","據說能使空花（黑暗）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","空花（黑暗）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41192","1","0","0","0","0","據說能使真陽（聖誕節）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","真陽（聖誕節）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41193","1","0","0","0","0","據說能使璃乃（聖誕節）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","璃乃（聖誕節）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41199","1","0","0","0","0","據說能使宮子（聖誕節）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","宮子（聖誕節）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41200","1","0","0","0","0","據說能使靜流（黑暗）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","靜流（黑暗）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41207","1","0","0","0","0","據說能使雪菲（新年）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","雪菲（新年）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41208","1","0","0","0","0","據說能使流夏（新年）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","流夏（新年）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41209","1","0","0","0","0","據說能使伊莉亞（新年）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","伊莉亞（新年）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41210","1","0","0","0","0","據說能使貪吃佩可（超載）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","貪吃佩可（超載）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41211","1","0","0","0","0","據說能使凱留（超載）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","凱留（超載）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41212","1","0","0","0","0","據說能使拉比林斯達（超載）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","拉比林斯達（超載）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41213","1","0","0","0","0","據說能使胡桃（舞台）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","胡桃（舞台）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41214","1","0","0","0","0","據說能使美咲（舞台）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","美咲（舞台）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41215","1","0","0","0","0","據說能使步未（怪盜）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","步未（怪盜）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41216","1","0","0","0","0","據說能使祈梨（怪盜）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","祈梨（怪盜）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41219","1","0","0","0","0","據說能使杏奈（海盜）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","杏奈（海盜）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41220","1","0","0","0","0","據說能使忍（海盜）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","忍（海盜）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41221","1","0","0","0","0","據說能使碧（露營）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","碧（露營）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41222","1","0","0","0","0","據說能使優花梨（露營）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","優花梨（露營）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41223","1","0","0","0","0","據說能使班比突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","班比專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41224","1","0","0","0","0","據說能使日和（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","日和（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41225","1","0","0","0","0","據說能使怜（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","怜（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41226","1","0","0","0","0","據說能使優衣（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","優衣（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41227","1","0","0","0","0","據說能使鏡華（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","鏡華（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41228","1","0","0","0","0","據說能使禊（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","禊（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41229","1","0","0","0","0","據說能使美美（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","美美（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41230","1","0","0","0","0","據說能使愛梅斯突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","愛梅斯專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41231","1","0","0","0","0","據說能使真步（探險家）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","真步（探險家）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41232","1","0","0","0","0","據說能使綾音（探險家）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","綾音（探險家）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41233","1","0","0","0","0","據說能使涅婭突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","涅婭專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41235","1","0","0","0","0","據說能使鈴（萬聖節）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","鈴（萬聖節）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41236","1","0","0","0","0","據說能使智（萬聖節）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","智（萬聖節）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41237","1","0","0","0","0","據說能使七七香（萬聖節）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","七七香（萬聖節）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41238","1","0","0","0","0","據說能使克莉絲提娜（狂野）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","克莉絲提娜（狂野）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41239","1","0","0","0","0","據說能使茉莉（狂野）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","茉莉（狂野）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41240","1","0","0","0","0","據說能使茜里（聖誕節）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","茜里（聖誕節）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41241","1","0","0","0","0","據說能使依里（聖誕節）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","依里（聖誕節）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41242","1","0","0","0","0","據說能使純（聖誕節）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","純（聖誕節）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41245","1","0","0","0","0","據說能使帆稀（新年）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","帆稀（新年）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41246","1","0","0","0","0","據說能使美里（新年）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","美里（新年）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41247","1","0","0","0","0","據說能使深月（新年）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","深月（新年）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41248","1","0","0","0","0","據說能使望（解放者）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","望（解放者）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41249","1","0","0","0","0","據說能使嘉夜（解放者）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","嘉夜（解放者）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41250","1","0","0","0","0","據說能使矛依未（解放者）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","矛依未（解放者）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41251","1","0","0","0","0","據說能使珠希（咖啡廳）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","珠希（咖啡廳）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41252","1","0","0","0","0","據說能使莫妮卡（咖啡廳）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","莫妮卡（咖啡廳）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41253","1","0","0","0","0","據說能使可可蘿（遊俠）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","可可蘿（遊俠）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41254","1","0","0","0","0","據說能使栞（遊俠）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","栞（遊俠）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41255","1","0","0","0","0","據說能使吉塔（術士）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","吉塔（術士）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41256","1","0","0","0","0","據說能使碧卡拉突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","碧卡拉專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41257","1","0","0","0","0","據說能使花凜（鍊金術師）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","花凜（鍊金術師）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41258","1","0","0","0","0","據說能使莉莉（墮落）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","莉莉（墮落）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41260","1","0","0","0","0","據說能使可璃亞（墮落）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","可璃亞（墮落）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41261","1","0","0","0","0","據說能使普蕾西亞（墮落）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","普蕾西亞（墮落）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41262","1","0","0","0","0","據說能使伊莉亞（祭服）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","伊莉亞（祭服）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41263","1","0","0","0","0","據說能使雪（祭服）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","雪（祭服）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41264","1","0","0","0","0","據說能使克蘿茜突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","克蘿茜專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41265","1","0","0","0","0","據說能使萊拉耶爾突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","萊拉耶爾專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41266","1","0","0","0","0","據說能使似似花（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","似似花（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41267","1","0","0","0","0","據說能使秋乃（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","秋乃（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41268","1","0","0","0","0","據說能使優花梨（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","優花梨（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41269","1","0","0","0","0","據說能使蘭法（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","蘭法（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41270","1","0","0","0","0","據說能使空花（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","空花（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41271","1","0","0","0","0","據說能使忍（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","忍（夏日）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41272","1","0","0","0","0","據說能使凱留（插班生）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","凱留（插班生）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41273","1","0","0","0","0","據說能使鈴奈（插班生）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","鈴奈（插班生）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41275","1","0","0","0","0","據說能使咲戀（薩拉薩利亞）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","咲戀（薩拉薩利亞）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41276","1","0","0","0","0","據說能使流夏（薩拉薩利亞）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","流夏（薩拉薩利亞）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41277","1","0","0","0","0","據說能使琳德突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","琳德專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41278","1","0","0","0","0","據說能使烏爾姆突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","烏爾姆專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41279","1","0","0","0","0","據說能使貪吃佩可（聖誕節）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","貪吃佩可（聖誕節）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41280","1","0","0","0","0","據說能使克蕾琪塔（聖誕節）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","克蕾琪塔（聖誕節）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41283","1","0","0","0","0","據說能使祈梨（新年）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","祈梨（新年）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41284","1","0","0","0","0","據說能使初音（新年）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","初音（新年）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41285","1","0","0","0","0","據說能使霞（新年）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","霞（新年）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41287","1","0","0","0","0","據說能使日和（星素）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","日和（星素）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41288","1","0","0","0","0","據說能使怜（星素）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","怜（星素）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
"41289","1","0","0","0","0","據說能使優衣（星素）突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","優衣（星素）專用戒指","22","2015/12/17 15:00:00","9999","2030/08/01 14:59:00"
