bd19185018bb435ae7a1d44deafcd645f37085638af5e01731306a9497ce2343,cefecf9883c2116a64607fd3e79cac9f28b754531464f0d75e1acf543fb459b1,6e90ec458b2f3770ac83239402932e9648f9293e629a9a9df6a8238a422847e2,a0d67cd5e0171fc9ed72336dab15ca35000d43f1732c3c858072e37360c002cc,d0e47693144dd901e8bd071234128bd06eb2b5e9071d244213d03c87a0912a66
"100021","11020006","卡斯塔利亞樹林‧西部 20-6","101200501","11020"
"100021","11020007","卡斯塔利亞樹林‧西部 20-7","101200501","11020"
"100031","11020008","卡斯塔利亞樹林‧西部 20-8","101200501","11020"
"100031","11020009","卡斯塔利亞樹林‧西部 20-9","101200501","11020"
"100051","11020010","卡斯塔利亞樹林‧西部 20-10","101200501","11020"
"100051","11020011","卡斯塔利亞樹林‧西部 20-11","101200501","11020"
"100011","11020012","卡斯塔利亞樹林‧西部 20-12","101200501","11020"
"100011","11020013","卡斯塔利亞樹林‧西部 20-13","101200501","11020"
"100351","11020014","卡斯塔利亞樹林‧西部 20-14","101200501","11020"
"101411","11021001","卡斯塔利亞樹林‧東部 21-1","101210502","11021"
"101411","11021002","卡斯塔利亞樹林‧東部 21-2","101210502","11021"
"100021","11021003","卡斯塔利亞樹林‧東部 21-3","101210502","11021"
"100021","11021004","卡斯塔利亞樹林‧東部 21-4","101210502","11021"
"101381","11021005","卡斯塔利亞樹林‧東部 21-5","101210502","11021"
"100021","11021006","卡斯塔利亞樹林‧東部 21-6","101210502","11021"
"100031","11021007","卡斯塔利亞樹林‧東部 21-7","101210502","11021"
"100051","11021008","卡斯塔利亞樹林‧東部 21-8","101210502","11021"
"100031","11021009","卡斯塔利亞樹林‧東部 21-9","101210502","11021"
"100051","11021010","卡斯塔利亞樹林‧東部 21-10","101210502","11021"
"100021","11021011","卡斯塔利亞樹林‧東部 21-11","101210502","11021"
"100031","11021012","卡斯塔利亞樹林‧東部 21-12","101210502","11021"
"100051","11021013","卡斯塔利亞樹林‧東部 21-13","101210502","11021"
"100351","11021014","卡斯塔利亞樹林‧東部 21-14","101210502","11021"
"101411","11022001","馬提爾德岩峰‧南部 22-1","101220603","11022"
"101411","11022002","馬提爾德岩峰‧南部 22-2","101220603","11022"
"101411","11022003","馬提爾德岩峰‧南部 22-3","101220603","11022"
"100011","11022004","馬提爾德岩峰‧南部 22-4","101220603","11022"
"100011","11022005","馬提爾德岩峰‧南部 22-5","101220603","11022"
"101621","11022006","馬提爾德岩峰‧南部 22-6","101220603","11022"
"101621","11022007","馬提爾德岩峰‧南部 22-7","101220603","11022"
"101621","11022008","馬提爾德岩峰‧南部 22-8","101220603","11022"
"101621","11022009","馬提爾德岩峰‧南部 22-9","101220603","11022"
"100011","11022010","馬提爾德岩峰‧南部 22-10","101220603","11022"
"100011","11022011","馬提爾德岩峰‧南部 22-11","101220603","11022"
"100011","11022012","馬提爾德岩峰‧南部 22-12","101220603","11022"
"101621","11022013","馬提爾德岩峰‧南部 22-13","101220603","11022"
"101631","11022014","馬提爾德岩峰‧南部 22-14","101220603","11022"
"100101","11023001","馬提爾德岩峰‧北部 23-1","101230609","11023"
"100031","11023002","馬提爾德岩峰‧北部 23-2","101230609","11023"
"100101","11023003","馬提爾德岩峰‧北部 23-3","101230609","11023"
"101671","11023004","馬提爾德岩峰‧北部 23-4","101230609","11023"
"101671","11023005","馬提爾德岩峰‧北部 23-5","101230609","11023"
"100011","11023006","馬提爾德岩峰‧北部 23-6","101230609","11023"
"101621","11023007","馬提爾德岩峰‧北部 23-7","101230609","11023"
"101621","11023008","馬提爾德岩峰‧北部 23-8","101230609","11023"
"101621","11023009","馬提爾德岩峰‧北部 23-9","101230609","11023"
"101671","11023010","馬提爾德岩峰‧北部 23-10","101230609","11023"
"100011","11023011","馬提爾德岩峰‧北部 23-11","101230609","11023"
"100011","11023012","馬提爾德岩峰‧北部 23-12","101230609","11023"
"101671","11023013","馬提爾德岩峰‧北部 23-13","101230609","11023"
"101631","11023014","馬提爾德岩峰‧北部 23-14","101230609","11023"
"101621","11024001","雷蒂烏斯群峰‧西麓 24-1","101241405","11024"
"100101","11024002","雷蒂烏斯群峰‧西麓 24-2","101241405","11024"
"101621","11024003","雷蒂烏斯群峰‧西麓 24-3","101241405","11024"
"101671","11024004","雷蒂烏斯群峰‧西麓 24-4","101241405","11024"
"100031","11024005","雷蒂烏斯群峰‧西麓 24-5","101241405","11024"
"100031","11024006","雷蒂烏斯群峰‧西麓 24-6","101241405","11024"
"101781","11024007","雷蒂烏斯群峰‧西麓 24-7","101241405","11024"
"101781","11024008","雷蒂烏斯群峰‧西麓 24-8","101241405","11024"
"101671","11024009","雷蒂烏斯群峰‧西麓 24-9","101241405","11024"
"101671","11024010","雷蒂烏斯群峰‧西麓 24-10","101241405","11024"
"101621","11024011","雷蒂烏斯群峰‧西麓 24-11","101241405","11024"
"101781","11024012","雷蒂烏斯群峰‧西麓 24-12","101241405","11024"
"101781","11024013","雷蒂烏斯群峰‧西麓 24-13","101241405","11024"
"101791","11024014","雷蒂烏斯群峰‧西麓 24-14","101241405","11024"
"101621","11025001","雷蒂烏斯群峰‧東麓 25-1","101241405","11025"
"100101","11025002","雷蒂烏斯群峰‧東麓 25-2","101241405","11025"
"100031","11025003","雷蒂烏斯群峰‧東麓 25-3","101241405","11025"
"101671","11025004","雷蒂烏斯群峰‧東麓 25-4","101241405","11025"
"101621","11025005","雷蒂烏斯群峰‧東麓 25-5","101241405","11025"
"100031","11025006","雷蒂烏斯群峰‧東麓 25-6","101241405","11025"
"101781","11025007","雷蒂烏斯群峰‧東麓 25-7","101241405","11025"
"101621","11025008","雷蒂烏斯群峰‧東麓 25-8","101241405","11025"
"101671","11025009","雷蒂烏斯群峰‧東麓 25-9","101241405","11025"
"101671","11025010","雷蒂烏斯群峰‧東麓 25-10","101241405","11025"
"101781","11025011","雷蒂烏斯群峰‧東麓 25-11","101241405","11025"
"101781","11025012","雷蒂烏斯群峰‧東麓 25-12","101241405","11025"
"101781","11025013","雷蒂烏斯群峰‧東麓 25-13","101241405","11025"
"101791","11025014","雷蒂烏斯群峰‧東麓 25-14","101241405","11025"
"100021","11026001","佩特羅大森林‧西部 26-1","101260605","11026"
"100021","11026002","佩特羅大森林‧西部 26-2","101260605","11026"
"100021","11026003","佩特羅大森林‧西部 26-3","101260605","11026"
"100031","11026004","佩特羅大森林‧西部 26-4","101260605","11026"
"101621","11026005","佩特羅大森林‧西部 26-5","101260605","11026"
"101821","11026006","佩特羅大森林‧西部 26-6","101260605","11026"
"101821","11026007","佩特羅大森林‧西部 26-7","101260605","11026"
"101821","11026008","佩特羅大森林‧西部 26-8","101260605","11026"
"101621","11026009","佩特羅大森林‧西部 26-9","101260605","11026"
"101671","11026010","佩特羅大森林‧西部 26-10","101260605","11026"
"100171","11026011","佩特羅大森林‧西部 26-11","101260605","11026"
"101781","11026012","佩特羅大森林‧西部 26-12","101260605","11026"
"101821","11026013","佩特羅大森林‧西部 26-13","101260605","11026"
"101831","11026014","佩特羅大森林‧西部 26-14","101260605","11026"
"100021","11027001","佩特羅大森林‧東部 27-1","101270705","11027"
"100021","11027002","佩特羅大森林‧東部 27-2","101270705","11027"
"101821","11027003","佩特羅大森林‧東部 27-3","101270705","11027"
"101821","11027004","佩特羅大森林‧東部 27-4","101270705","11027"
"100021","11027005","佩特羅大森林‧東部 27-5","101270705","11027"
"101671","11027006","佩特羅大森林‧東部 27-6","101270705","11027"
"101821","11027007","佩特羅大森林‧東部 27-7","101270705","11027"
"101821","11027008","佩特羅大森林‧東部 27-8","101270705","11027"
"100031","11027009","佩特羅大森林‧東部 27-9","101270705","11027"
"100031","11027010","佩特羅大森林‧東部 27-10","101270705","11027"
"100021","11027011","佩特羅大森林‧東部 27-11","101270705","11027"
"101621","11027012","佩特羅大森林‧東部 27-12","101270705","11027"
"101821","11027013","佩特羅大森林‧東部 27-13","101270705","11027"
"101831","11027014","佩特羅大森林‧東部 27-14","101270705","11027"
"100031","11028001","迪茲塔爾河蝕岸‧北部 28-1","101280606","11028"
"100031","11028002","迪茲塔爾河蝕岸‧北部 28-2","101280606","11028"
"101671","11028003","迪茲塔爾河蝕岸‧北部 28-3","101280606","11028"
"101671","11028004","迪茲塔爾河蝕岸‧北部 28-4","101280606","11028"
"100021","11028005","迪茲塔爾河蝕岸‧北部 28-5","101280606","11028"
"101621","11028006","迪茲塔爾河蝕岸‧北部 28-6","101280606","11028"
"101621","11028007","迪茲塔爾河蝕岸‧北部 28-7","101280606","11028"
"100021","11028008","迪茲塔爾河蝕岸‧北部 28-8","101280606","11028"
"101821","11028009","迪茲塔爾河蝕岸‧北部 28-9","101280606","11028"
"101821","11028010","迪茲塔爾河蝕岸‧北部 28-10","101280606","11028"
"100021","11028011","迪茲塔爾河蝕岸‧北部 28-11","101280606","11028"
"100031","11028012","迪茲塔爾河蝕岸‧北部 28-12","101280606","11028"
"102021","11028013","迪茲塔爾河蝕岸‧北部 28-13","101280606","11028"
"102031","11028014","迪茲塔爾河蝕岸‧北部 28-14","101280606","11028"
"100021","11029001","迪茲塔爾河蝕岸‧南部 29-1","101290706","11029"
"102021","11029002","迪茲塔爾河蝕岸‧南部 29-2","101290706","11029"
"102021","11029003","迪茲塔爾河蝕岸‧南部 29-3","101290706","11029"
"100021","11029004","迪茲塔爾河蝕岸‧南部 29-4","101290706","11029"
"100021","11029005","迪茲塔爾河蝕岸‧南部 29-5","101290706","11029"
"101621","11029006","迪茲塔爾河蝕岸‧南部 29-6","101290706","11029"
"100021","11029007","迪茲塔爾河蝕岸‧南部 29-7","101290706","11029"
"101621","11029008","迪茲塔爾河蝕岸‧南部 29-8","101290706","11029"
"100031","11029009","迪茲塔爾河蝕岸‧南部 29-9","101290706","11029"
"101671","11029010","迪茲塔爾河蝕岸‧南部 29-10","101290706","11029"
"100031","11029011","迪茲塔爾河蝕岸‧南部 29-11","101290706","11029"
"101671","11029012","迪茲塔爾河蝕岸‧南部 29-12","101290706","11029"
"100031","11029013","迪茲塔爾河蝕岸‧南部 29-13","101290706","11029"
"102031","11029014","迪茲塔爾河蝕岸‧南部 29-14","101290706","11029"
"102021","11030001","弗泰拉斷崖‧北部 30-1","101300405","11030"
"101381","11030002","弗泰拉斷崖‧北部 30-2","101300405","11030"
"101821","11030003","弗泰拉斷崖‧北部 30-3","101300405","11030"
"102021","11030004","弗泰拉斷崖‧北部 30-4","101300405","11030"
"101621","11030005","弗泰拉斷崖‧北部 30-5","101300405","11030"
"100011","11030006","弗泰拉斷崖‧北部 30-6","101300405","11030"
"101671","11030007","弗泰拉斷崖‧北部 30-7","101300405","11030"
"101621","11030008","弗泰拉斷崖‧北部 30-8","101300405","11030"
"100051","11030009","弗泰拉斷崖‧北部 30-9","101300405","11030"
"102181","11030010","弗泰拉斷崖‧北部 30-10","101300405","11030"
"101821","11030011","弗泰拉斷崖‧北部 30-11","101300405","11030"
"101821","11030012","弗泰拉斷崖‧北部 30-12","101300405","11030"
"100031","11030013","弗泰拉斷崖‧北部 30-13","101300405","11030"
"102191","11030014","弗泰拉斷崖‧北部 30-14","101300405","11030"
"100201","11031001","弗泰拉斷崖‧南部 31-1","101310505","11031"
"100201","11031002","弗泰拉斷崖‧南部 31-2","101310505","11031"
"101671","11031003","弗泰拉斷崖‧南部 31-3","101310505","11031"
"101621","11031004","弗泰拉斷崖‧南部 31-4","101310505","11031"
"100031","11031005","弗泰拉斷崖‧南部 31-5","101310505","11031"
"101671","11031006","弗泰拉斷崖‧南部 31-6","101310505","11031"
"100031","11031007","弗泰拉斷崖‧南部 31-7","101310505","11031"
"101381","11031008","弗泰拉斷崖‧南部 31-8","101310505","11031"
"101621","11031009","弗泰拉斷崖‧南部 31-9","101310505","11031"
"100201","11031010","弗泰拉斷崖‧南部 31-10","101310505","11031"
"102181","11031011","弗泰拉斷崖‧南部 31-11","101310505","11031"
"100051","11031012","弗泰拉斷崖‧南部 31-12","101310505","11031"
"100051","11031013","弗泰拉斷崖‧南部 31-13","101310505","11031"
"102191","11031014","弗泰拉斷崖‧南部 31-14","101310505","11031"
"101381","11032001","法斯奇亞森林‧南部 32-1","101320502","11032"
"101411","11032002","法斯奇亞森林‧南部 32-2","101320502","11032"
"100011","11032003","法斯奇亞森林‧南部 32-3","101320502","11032"
"102021","11032004","法斯奇亞森林‧南部 32-4","101320502","11032"
"101671","11032005","法斯奇亞森林‧南部 32-5","101320502","11032"
"100031","11032006","法斯奇亞森林‧南部 32-6","101320502","11032"
"101821","11032007","法斯奇亞森林‧南部 32-7","101320502","11032"
"100011","11032008","法斯奇亞森林‧南部 32-8","101320502","11032"
"100021","11032009","法斯奇亞森林‧南部 32-9","101320502","11032"
"101621","11032010","法斯奇亞森林‧南部 32-10","101320502","11032"
"101621","11032011","法斯奇亞森林‧南部 32-11","101320502","11032"
"102091","11032012","法斯奇亞森林‧南部 32-12","101320502","11032"
"102091","11032013","法斯奇亞森林‧南部 32-13","101320502","11032"
"102101","11032014","法斯奇亞森林‧南部 32-14","101320502","11032"
"100011","11033001","法斯奇亞森林‧東部 33-1","101320502","11033"
"102021","11033002","法斯奇亞森林‧東部 33-2","101320502","11033"
"102021","11033003","法斯奇亞森林‧東部 33-3","101320502","11033"
"100011","11033004","法斯奇亞森林‧東部 33-4","101320502","11033"
"101821","11033005","法斯奇亞森林‧東部 33-5","101320502","11033"
"100011","11033006","法斯奇亞森林‧東部 33-6","101320502","11033"
"100051","11033007","法斯奇亞森林‧東部 33-7","101320502","11033"
"100051","11033008","法斯奇亞森林‧東部 33-8","101320502","11033"
"100011","11033009","法斯奇亞森林‧東部 33-9","101320502","11033"
"102091","11033010","法斯奇亞森林‧東部 33-10","101320502","11033"
"101621","11033011","法斯奇亞森林‧東部 33-11","101320502","11033"
"102091","11033012","法斯奇亞森林‧東部 33-12","101320502","11033"
"101621","11033013","法斯奇亞森林‧東部 33-13","101320502","11033"
"102101","11033014","法斯奇亞森林‧東部 33-14","101320502","11033"
"100051","11034001","迪克斯提亞岩崖‧西壁 34-1","101320502","11034"
"100051","11034002","迪克斯提亞岩崖‧西壁 34-2","101320502","11034"
"101621","11034003","迪克斯提亞岩崖‧西壁 34-3","101320502","11034"
"101621","11034004","迪克斯提亞岩崖‧西壁 34-4","101320502","11034"
"101821","11034005","迪克斯提亞岩崖‧西壁 34-5","101320502","11034"
"101821","11034006","迪克斯提亞岩崖‧西壁 34-6","101320502","11034"
"102021","11034007","迪克斯提亞岩崖‧西壁 34-7","101320502","11034"
"100011","11034008","迪克斯提亞岩崖‧西壁 34-8","101320502","11034"
"100011","11034009","迪克斯提亞岩崖‧西壁 34-9","101320502","11034"
"101621","11034010","迪克斯提亞岩崖‧西壁 34-10","101320502","11034"
"100011","11034011","迪克斯提亞岩崖‧西壁 34-11","101320502","11034"
"100011","11034012","迪克斯提亞岩崖‧西壁 34-12","101320502","11034"
"101621","11034013","迪克斯提亞岩崖‧西壁 34-13","101320502","11034"
"100011","11034014","迪克斯提亞岩崖‧西壁 34-14","101320502","11034"
"100011","11035001","迪克斯提亞岩崖‧東壁 35-1","101320502","11035"
"101621","11035002","迪克斯提亞岩崖‧東壁 35-2","101320502","11035"
"101621","11035003","迪克斯提亞岩崖‧東壁 35-3","101320502","11035"
"100011","11035004","迪克斯提亞岩崖‧東壁 35-4","101320502","11035"
"100011","11035005","迪克斯提亞岩崖‧東壁 35-5","101320502","11035"
"101621","11035006","迪克斯提亞岩崖‧東壁 35-6","101320502","11035"
"100011","11035007","迪克斯提亞岩崖‧東壁 35-7","101320502","11035"
"100051","11035008","迪克斯提亞岩崖‧東壁 35-8","101320502","11035"
"100051","11035009","迪克斯提亞岩崖‧東壁 35-9","101320502","11035"
"101621","11035010","迪克斯提亞岩崖‧東壁 35-10","101320502","11035"
"101821","11035011","迪克斯提亞岩崖‧東壁 35-11","101320502","11035"
"100011","11035012","迪克斯提亞岩崖‧東壁 35-12","101320502","11035"
"101621","11035013","迪克斯提亞岩崖‧東壁 35-13","101320502","11035"
"100351","11035014","迪克斯提亞岩崖‧東壁 35-14","101320502","11035"
"101821","11036001","維娜湖畔道‧南部 36-1","101320502","11036"
"101821","11036002","維娜湖畔道‧南部 36-2","101320502","11036"
"100011","11036003","維娜湖畔道‧南部 36-3","101320502","11036"
"102021","11036004","維娜湖畔道‧南部 36-4","101320502","11036"
"102021","11036005","維娜湖畔道‧南部 36-5","101320502","11036"
"100051","11036006","維娜湖畔道‧南部 36-6","101320502","11036"
"100051","11036007","維娜湖畔道‧南部 36-7","101320502","11036"
"102021","11036008","維娜湖畔道‧南部 36-8","101320502","11036"
"101821","11036009","維娜湖畔道‧南部 36-9","101320502","11036"
"100011","11036010","維娜湖畔道‧南部 36-10","101320502","11036"
"101621","11036011","維娜湖畔道‧南部 36-11","101320502","11036"
"100011","11036012","維娜湖畔道‧南部 36-12","101320502","11036"
"101621","11036013","維娜湖畔道‧南部 36-13","101320502","11036"
"101831","11036014","維娜湖畔道‧南部 36-14","101320502","11036"
"100011","11037001","維娜湖畔道‧北部 37-1","101320502","11037"
"101621","11037002","維娜湖畔道‧北部 37-2","101320502","11037"
"100011","11037003","維娜湖畔道‧北部 37-3","101320502","11037"
"100011","11037004","維娜湖畔道‧北部 37-4","101320502","11037"
"102021","11037005","維娜湖畔道‧北部 37-5","101320502","11037"
"101821","11037006","維娜湖畔道‧北部 37-6","101320502","11037"
"101621","11037007","維娜湖畔道‧北部 37-7","101320502","11037"
"100051","11037008","維娜湖畔道‧北部 37-8","101320502","11037"
"100051","11037009","維娜湖畔道‧北部 37-9","101320502","11037"
"100011","11037010","維娜湖畔道‧北部 37-10","101320502","11037"
"102021","11037011","維娜湖畔道‧北部 37-11","101320502","11037"
"101621","11037012","維娜湖畔道‧北部 37-12","101320502","11037"
"100011","11037013","維娜湖畔道‧北部 37-13","101320502","11037"
"101831","11037014","維娜湖畔道‧北部 37-14","101320502","11037"
"100031","11038001","拉圖斯斷崖‧南部 38-1","101381006","11038"
"100031","11038002","拉圖斯斷崖‧南部 38-2","101381006","11038"
"101621","11038003","拉圖斯斷崖‧南部 38-3","101381006","11038"
"102091","11038004","拉圖斯斷崖‧南部 38-4","101381006","11038"
"102091","11038005","拉圖斯斷崖‧南部 38-5","101381006","11038"
"102091","11038006","拉圖斯斷崖‧南部 38-6","101381006","11038"
"101821","11038007","拉圖斯斷崖‧南部 38-7","101381006","11038"
"101671","11038008","拉圖斯斷崖‧南部 38-8","101381006","11038"
"100051","11038009","拉圖斯斷崖‧南部 38-9","101381006","11038"
"100051","11038010","拉圖斯斷崖‧南部 38-10","101381006","11038"
"101621","11038011","拉圖斯斷崖‧南部 38-11","101381006","11038"
"101621","11038012","拉圖斯斷崖‧南部 38-12","101381006","11038"
"102365","11038013","拉圖斯斷崖‧南部 38-13","101381006","11038"
"102368","11038014","拉圖斯斷崖‧南部 38-14","101381006","11038"
"100101","11039001","拉圖斯斷崖‧北部 39-1","101390501","11039"
"100011","11039002","拉圖斯斷崖‧北部 39-2","101390501","11039"
"101781","11039003","拉圖斯斷崖‧北部 39-3","101390501","11039"
"101781","11039004","拉圖斯斷崖‧北部 39-4","101390501","11039"
"101621","11039005","拉圖斯斷崖‧北部 39-5","101390501","11039"
"100011","11039006","拉圖斯斷崖‧北部 39-6","101390501","11039"
"100011","11039007","拉圖斯斷崖‧北部 39-7","101390501","11039"
"101671","11039008","拉圖斯斷崖‧北部 39-8","101390501","11039"
"100051","11039009","拉圖斯斷崖‧北部 39-9","101390501","11039"
"101621","11039010","拉圖斯斷崖‧北部 39-10","101390501","11039"
"100101","11039011","拉圖斯斷崖‧北部 39-11","101390501","11039"
"101621","11039012","拉圖斯斷崖‧北部 39-12","101390501","11039"
"102365","11039013","拉圖斯斷崖‧北部 39-13","101390501","11039"
"102368","11039014","拉圖斯斷崖‧北部 39-14","101390501","11039"
"101621","11040001","斯卡普山系‧西麓 40-1","101390501","11040"
"100241","11040002","斯卡普山系‧西麓 40-2","101390501","11040"
"101781","11040003","斯卡普山系‧西麓 40-3","101390501","11040"
"101621","11040004","斯卡普山系‧西麓 40-4","101390501","11040"
"100101","11040005","斯卡普山系‧西麓 40-5","101390501","11040"
"100101","11040006","斯卡普山系‧西麓 40-6","101390501","11040"
"102091","11040007","斯卡普山系‧西麓 40-7","101390501","11040"
"101671","11040008","斯卡普山系‧西麓 40-8","101390501","11040"
"101621","11040009","斯卡普山系‧西麓 40-9","101390501","11040"
"100221","11040010","斯卡普山系‧西麓 40-10","101390501","11040"
"100941","11040011","斯卡普山系‧西麓 40-11","101390501","11040"
"100221","11040012","斯卡普山系‧西麓 40-12","101390501","11040"
"100941","11040013","斯卡普山系‧西麓 40-13","101390501","11040"
"100951","11040014","斯卡普山系‧西麓 40-14","101390501","11040"
"101621","11041001","斯卡普山系‧東麓 41-1","101390501","11041"
"101621","11041002","斯卡普山系‧東麓 41-2","101390501","11041"
"101621","11041003","斯卡普山系‧東麓 41-3","101390501","11041"
"100101","11041004","斯卡普山系‧東麓 41-4","101390501","11041"
"100101","11041005","斯卡普山系‧東麓 41-5","101390501","11041"
"100941","11041006","斯卡普山系‧東麓 41-6","101390501","11041"
"100231","11041007","斯卡普山系‧東麓 41-7","101390501","11041"
"100231","11041008","斯卡普山系‧東麓 41-8","101390501","11041"
"100231","11041009","斯卡普山系‧東麓 41-9","101390501","11041"
"100941","11041010","斯卡普山系‧東麓 41-10","101390501","11041"
"100941","11041011","斯卡普山系‧東麓 41-11","101390501","11041"
"100941","11041012","斯卡普山系‧東麓 41-12","101390501","11041"
"100941","11041013","斯卡普山系‧東麓 41-13","101390501","11041"
"100951","11041014","斯卡普山系‧東麓 41-14","101390501","11041"
"101621","11042001","佩克托斯冰峰‧西壁 42-1","101390501","11042"
"101781","11042002","佩克托斯冰峰‧西壁 42-2","101390501","11042"
"101621","11042003","佩克托斯冰峰‧西壁 42-3","101390501","11042"
"100011","11042004","佩克托斯冰峰‧西壁 42-4","101390501","11042"
"100101","11042005","佩克托斯冰峰‧西壁 42-5","101390501","11042"
"100101","11042006","佩克托斯冰峰‧西壁 42-6","101390501","11042"
"100101","11042007","佩克托斯冰峰‧西壁 42-7","101390501","11042"
"100101","11042008","佩克托斯冰峰‧西壁 42-8","101390501","11042"
"100231","11042009","佩克托斯冰峰‧西壁 42-9","101421206","11042"
"100231","11042010","佩克托斯冰峰‧西壁 42-10","101421206","11042"
"100231","11042011","佩克托斯冰峰‧西壁 42-11","101421206","11042"
"100231","11042012","佩克托斯冰峰‧西壁 42-12","101421206","11042"
"100941","11042013","佩克托斯冰峰‧西壁 42-13","101421206","11042"
"100951","11042014","佩克托斯冰峰‧西壁 42-14","101421206","11042"
"101621","11043001","佩克托斯冰峰‧東壁 43-1","101430105","11043"
"101781","11043002","佩克托斯冰峰‧東壁 43-2","101430202","11043"
"100011","11043003","佩克托斯冰峰‧東壁 43-3","101430305","11043"
"100011","11043004","佩克托斯冰峰‧東壁 43-4","101430403","11043"
"100101","11043005","佩克托斯冰峰‧東壁 43-5","101430506","11043"
"100101","11043006","佩克托斯冰峰‧東壁 43-6","101430604","11043"
"100101","11043007","佩克托斯冰峰‧東壁 43-7","101430706","11043"
"100101","11043008","佩克托斯冰峰‧東壁 43-8","101430806","11043"
"100941","11043009","佩克托斯冰峰‧東壁 43-9","101430903","11043"
"100941","11043010","佩克托斯冰峰‧東壁 43-10","101431001","11043"
"100231","11043011","佩克托斯冰峰‧東壁 43-11","101431101","11043"
"100231","11043012","佩克托斯冰峰‧東壁 43-12","101431207","11043"
"100231","11043013","佩克托斯冰峰‧東壁 43-13","101431303","11043"
"100231","11043014","佩克托斯冰峰‧東壁 43-14","101431405","11043"
"100101","11044001","斯夸瑪冰脈‧西壁 44-1","101440105","11044"
"101621","11044002","斯夸瑪冰脈‧西壁 44-2","101440201","11044"
"100101","11044003","斯夸瑪冰脈‧西壁 44-3","101440305","11044"
"100101","11044004","斯夸瑪冰脈‧西壁 44-4","101440401","11044"
"100101","11044005","斯夸瑪冰脈‧西壁 44-5","101440506","11044"
"101781","11044006","斯夸瑪冰脈‧西壁 44-6","101440603","11044"
"100101","11044007","斯夸瑪冰脈‧西壁 44-7","101440710","11044"
"100941","11044008","斯夸瑪冰脈‧西壁 44-8","101440801","11044"
"100941","11044009","斯夸瑪冰脈‧西壁 44-9","101440903","11044"
"100231","11044010","斯夸瑪冰脈‧西壁 44-10","101441004","11044"
"100231","11044011","斯夸瑪冰脈‧西壁 44-11","101441101","11044"
"100231","11044012","斯夸瑪冰脈‧西壁 44-12","101441207","11044"
"100231","11044013","斯夸瑪冰脈‧西壁 44-13","101441303","11044"
"100231","11044014","斯夸瑪冰脈‧西壁 44-14","101441405","11044"
"101621","11045001","斯夸瑪冰脈‧東壁 45-1","101450105","11045"
"100101","11045002","斯夸瑪冰脈‧東壁 45-2","101450201","11045"
"100101","11045003","斯夸瑪冰脈‧東壁 45-3","101450305","11045"
"100101","11045004","斯夸瑪冰脈‧東壁 45-4","101450401","11045"
"100101","11045005","斯夸瑪冰脈‧東壁 45-5","101450501","11045"
"100231","11045006","斯夸瑪冰脈‧東壁 45-6","101450603","11045"
"100231","11045007","斯夸瑪冰脈‧東壁 45-7","101450705","11045"
"100231","11045008","斯夸瑪冰脈‧東壁 45-8","101450807","11045"
"100941","11045009","斯夸瑪冰脈‧東壁 45-9","101450907","11045"
"100941","11045010","斯夸瑪冰脈‧東壁 45-10","101451001","11045"
"100231","11045011","斯夸瑪冰脈‧東壁 45-11","101451107","11045"
"100231","11045012","斯夸瑪冰脈‧東壁 45-12","101451201","11045"
"100231","11045013","斯夸瑪冰脈‧東壁 45-13","101451303","11045"
"100231","11045014","斯夸瑪冰脈‧東壁 45-14","101451401","11045"
"100101","11046001","拉泰里山脈‧崖上 46-1","101460105","11046"
"100231","11046002","拉泰里山脈‧崖上 46-2","101460201","11046"
"100231","11046003","拉泰里山脈‧崖上 46-3","101460305","11046"
"100231","11046004","拉泰里山脈‧崖上 46-4","101460401","11046"
"100231","11046005","拉泰里山脈‧崖上 46-5","101460501","11046"
"100941","11046006","拉泰里山脈‧崖上 46-6","101460603","11046"
"100941","11046007","拉泰里山脈‧崖上 46-7","101460701","11046"
"100101","11046008","拉泰里山脈‧崖上 46-8","101460807","11046"
"101621","11046009","拉泰里山脈‧崖上 46-9","101460907","11046"
"101621","11046010","拉泰里山脈‧崖上 46-10","101461001","11046"
"101621","11046011","拉泰里山脈‧崖上 46-11","101461107","11046"
"101621","11046012","拉泰里山脈‧崖上 46-12","101461201","11046"
"101621","11046013","拉泰里山脈‧崖上 46-13","101461303","11046"
"101121","11046014","拉泰里山脈‧崖上 46-14","101461404","11046"
"100101","11047001","拉泰里山脈‧崖下 47-1","101470102","11047"
"100101","11047002","拉泰里山脈‧崖下 47-2","101470201","11047"
"100101","11047003","拉泰里山脈‧崖下 47-3","101470305","11047"
"100101","11047004","拉泰里山脈‧崖下 47-4","101470401","11047"
"101621","11047005","拉泰里山脈‧崖下 47-5","101470506","11047"
"101621","11047006","拉泰里山脈‧崖下 47-6","101470603","11047"
"101621","11047007","拉泰里山脈‧崖下 47-7","101470701","11047"
"101621","11047008","拉泰里山脈‧崖下 47-8","101470807","11047"
"101621","11047009","拉泰里山脈‧崖下 47-9","101470903","11047"
"101621","11047010","拉泰里山脈‧崖下 47-10","101471004","11047"
"101111","11047011","拉泰里山脈‧崖下 47-11","101471107","11047"
"101111","11047012","拉泰里山脈‧崖下 47-12","101471201","11047"
"101081","11047013","拉泰里山脈‧崖下 47-13","101471304","11047"
"101091","11047014","拉泰里山脈‧崖下 47-14","101471404","11047"
"100101","11048001","埃斯塔荒野‧南部 48-1","101480102","11048"
"101621","11048002","埃斯塔荒野‧南部 48-2","101480201","11048"
