4af32c4c3cc7ae357225d361ce34ad1d77b998dac2eeee014d403fa9b34caa91,493d41d315a43ed38443fbbd7989482bfcb070524a2d04b81114cc4a2387c294,83332fff587f14adb04c6992d6269b18ebe7fa0eed0ef591105dbd1a42ca11a9,27618e1d2e6cba1182cb5e9b65523efb620fc43b6842cfe3c52d728cfb46dc36,be5835e9800679983f86e3af4ff34e16c1a0b542af243fa2001bd62b5e4a732a,e00057eec473e3c4e737cd4861694413940578ec4be37e604cb88199b2882d67,f160e2a292b94617a1a6074714dd69828203a2014fb3a1048f3c7cba0d350b0d,10a82b128c653ab1f0713e2b505910b7e4585738ad3eca91fd48fd297f26b323,eda78c01bd41c0ad655aa5aa9b18dbbb2808bc0ab4abb6179f1836876fb98545,a2400ed6eb3239454d76dea2a96d33f2d43347f76633cad2050d3c5e6851e666,f9d308ba06b5d1e6b7aa7c57d82d5f8e422620d4f22072ca78d637d2a1917276,efddc98341ef03c0c37edf8534f3454683059b2b4e7b31d8f9e30f2c435ceddb,18fba93497ea9cfdf347609fd91723d0699ff1d2a30d9e2993b08bd2c3c1416d,fd9d5864203bde9e45cd25d0869cb8d47dd9116aedd3d134f8e12dd2a7359bd8,5f157a787acc3edfb24db3f67d03d89566ba6fbb1b07e56ddf73e761b310ce36,e1bb72be4901b61dff1865d204d7f0c41ceb3cfe13c192c7ef2b514e3626bbfe
"16","46","佐倉綾音","156","跳舞、卡拉OK","129501","人族","15","16","0","琪愛兒（冬日）","O","聖德蕾莎女子學院（好朋友社）","","9","天生自由奔放的失禮現代小孩"
"","39","立花日菜","145","照顧花卉、拔除棘刺","129601","妖魔人","2","13","0","安涅默涅","A","？？？","","4","繚繞孤絕香氣的花妖魔人"
"","??","大久保瑠美","139","扮家家酒、觀察人類","129701","妖魔人","31","??","0","涅妃‧涅羅","?","？？？","","12","萬魔的頂點，煉獄之皇女"
"10","54","小松未可子","168","做點心","129801","獸人族","9","17","0","真琴（指揮官）","O","哞哞自衛隊","肚子餓了的話就告訴我哦。\n不介意粗茶淡飯的話，\n讓你試試超級好吃的東西吧！","8","不輸男人的狂野義氣少女"
"13","43","橋本ちなみ","154","實驗、裁縫、料理","129901","魔族","30","16","0","惠理子（指揮官）","B","暮光流星群","我擁有「破壞者」的名號……\n但是，您無須害怕我哦。\n因為您是我重要的命中注定之人呀……","7","專情於命中注定對象的少女"
"21","55","ファイルーズあい","168","教訓妹妹們","130001","精靈族","8","21","0","倭","B","蠻賊三姊妹","","1","被惡運所愛，盜賊公會的首領長女"
"21","45","石見舞菜香","158","編織","130101","人族","30","16","0","若菜","A","蠻賊三姊妹","","5","辛苦但有精神。盜賊公會的次女"
"21","37","花井美春","136","欺負若菜","130201","獸人族","5","12","0","布武機","AB","蠻賊三姊妹","","3","囂張但極其聰明！　盜賊公會的三女"
"5","21","小倉唯","118","讀書","130701","精靈族","2","8","0","鏡華（春日）","A","小小甜心","","2","端莊正直的嬌小優等生"
"9","43","悠木碧","154","服侍","130801","人族","12","15","0","鈴莓（春日）","O","咲戀育幼院","嗚嗚……對不起～\n我又讓廚房爆炸了～\n這樣沒有資格當女僕……","12","為了大小姐而努力的冒失女僕"
"","46","田中美海","158","清掃、維護保養寶石或遊樂園","130901","寶石兔族","2","16","0","庫露露","A","吉歐‧提格尼亞","","8","任何東西都會不小心送人的廢柴經理兔女郎"
"10","42","内田真礼","155","幻想、蒐集玩偶","131001","獸人族","22","16","0","真步（夢想樂園）","O","哞哞自衛隊","人家是真步真步王國的公主，真步公主！\n這奇怪的表情是怎麼了呢？\n真步真步王國是非常遙遠的國家？","9","真步真步王國的公主"
"19","55","和氣杏未","157","和可愛的正太玩、購物","131101","魔族？","13","19","0","涅婭（夏日）","B","憤怒‧軍團","","6","超喜歡正太♪辣妹系史萊姆女孩"
"19","??","鬼頭明里","159","無","131201","人族","2","16","0","美空（夏日）","A","憤怒‧軍團","","7","樂觀開朗，卻趨向毀滅的活潑少女"
"20","44","鈴木みのり","154","花藝、閱讀（經典文學）、東國畫","131601","人族","29","15","0","莉莉（夏日）","A","幻變少女","","4","懷抱贖罪之心，追求力量的妹系大和撫子"
"","???","相坂優歌","150","？？？","131701","？？？","?","??","0","愛梅斯（夏日）","?","？？？","","?","以全新樣貌繼續支持騎士冒險的妖精"
"17","???","大西沙織","168","繪畫、讀書","131801","龍人族","17","25","0","帆稀（夏日）","O","龍族巢穴","","4","面帶詭譎的笑容看透一切的臥龍首領。"
"","??","高橋李依","164","幫帕克梳理毛髮、念書","131901","半妖精族","23","114","0","愛蜜莉雅（夏日）","?","？？？","","9","穩重成熟的銀髮半妖精"
"","???","坂本真綾","164","滿足求知慾","132001","？？？","24","??","0","艾姬多娜（夏日）","?","？？？","","1","強欲的魔女"
"","??","水瀬いのり","154","戲劇欣賞、詩和散文","132101","鬼族","2","17","0","雷姆（夏日）","?","？？？","","2","有如鬼助的萬能妹妹女僕"
"4","40","日笠陽子","157","看舞台劇，跳舞","132201","人族","24","17","0","望（鍊金術師）","B","慈樂之音","","1","能歌善舞的超人氣偶像"
"","??","河瀨茉希","162","午睡、試吃甜點新品。","132801","天使族","17","??","0","萊拉耶爾（聖誕節）","?","？？？","","1","兼具溫柔與傲慢的公主。"
"14","52","伊藤静","162","看戀愛小說、戀愛劇、戀愛漫畫","132901","魔族","14","23","0","伊緒（聖誕節）","B","月光學院","謝謝你總是幫我喔。\n明明我才是年長的一方，卻老是依賴你，真對不起～","8","魅惑眾多男性的純潔女老師"
"","0","富田美憂","166","水墨畫","133001","人族","31","20","0","格蕾斯","AB","？？？","","10","伶俐又幽愁、愛裝傻的鬼魂守護騎士"
"15","33","辻あゆみ","140","逛點心店","133201","人族","28","18","0","莫妮卡（新年）","A","純白之翼 蘭德索爾分部","將「白色翅膀」命名為純白之翼……\n為了不讓這個名字丟臉，\n我會振翅高飛，華麗的打倒敵人！","7","外表與內心都是孩子的異國軍人"
"9","43","堀江由衣","156","經營、茶會","133501","精靈族","4","17","0","咲戀（新年）","A","咲戀育幼院","吝嗇？　不是的，\n我只是秉持著「不浪費」的精神\n過每一天喔！","10","經營育幼院的庶民派溫柔大小姐"
"","??","水橋かおり","141","和梅杜希亞娜一起在空中飛翔","133601","妖魔人","7","14","0","梅杜莎","B","？？？","","12","任性又固執的老么蛇女孩"
"3","??","沢城みゆき","160","觀察人類","133701","人族","25","25","0","拉比林斯達（始源）","AB","拉比林斯","","7","祕密結社拉比林斯的「迷宮女王」"
"","??","井口裕香","149","模仿、藝術欣賞","133801","精靈族","24","24","0","似似花（始源）","O","？？？","","3","隱居在研究所，相當文靜的大姊姊"
"8","??","たかはし智秋","165","和強敵之間的競爭","133901","人族","7","27","0","克莉絲提娜（始源）","O","王宮騎士團","","2","自視甚高的王宮騎士團副團長"
"","???","相坂優歌","???","和你一起冒險","134001","？？？","?","??","0","菲歐","?","？？？","","?","與你同在的引導妖精"
"19","53","原田彩楓","165","唱歌、看書，以及寫詩","134301","魔族","28","20","0","蘭法（祭服）","O","憤怒‧軍團","","12","歌唱尋求靜寂的陰沉少女"
"4","46","福原綾香","163","各種樂器","134401","人族","3","17","0","千歌（祭服）","O","慈樂之音","為了守護人們的和平，\n我使用唱喚術來戰鬥。……最近，還作為偶、偶像開始了演藝活動，\n雖然還有點不太習慣……","6","守護人們而歌唱的唱喚士少女"
"","全備重量278.1","長谷川育美","170","午睡，幫助他人","134501","機械人族","11","??","0","克蘿茜（航空）","?","？？？","","11","笑容滿溢！精力充沛的機械少女"
"6","44","花澤香菜","158","交朋友的想像訓練","134601","精靈族","6","13","0","碧（駕駛員）","AB","森林守衛","","6","嚮往「朋友」的精靈之森女孩"
"","40","篠田みなみ","142","入浴","134701","妖魔人","10","18","0","鳳凰","?","？？？","","10","偉大優雅，時而啾啾叫"
"2","44","東山奈央","155","助人、打氣加油","180101","獸人族","27","16","0","日和（公主）","A","破曉之星","你好！我是日和！\n碰到有困難的人我會去幫助他們！\n你如果樂意要不要一起來呢？","8","最愛幫助別人！　正向思考的格鬥少女"
"2","47","種田梨沙","158","料理、觀察人類","180201","人族","5","17","0","優衣（公主）","O","破曉之星","雖然不曉得能不能幫上忙……但我也會盡全力地\n支援大家哦！","4","擅長支援戰鬥，心地善良的少女"
"2","46","早見沙織","163","讀書、騎馬、茶","180301","魔族","12","18","0","怜（公主）","B","破曉之星","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","1","冷酷又率直的劍士"
"1","46","M・A・O","156","邊走邊吃、料理","180401","人族","31","17","0","貪吃佩可（公主）","O","美食殿堂","那、那個……你身上有帶著吃的東西嗎？\n我的肚子餓得咕嚕咕嚕叫了……","3","元氣滿點的空腹少女"
"1","35","伊藤美来","140","冥想、養育動植物","180501","精靈族","11","11","0","可可蘿（公主）","B","美食殿堂","在下奉命成為了主人您的嚮導。\n為了讓主人滿意，\n在下將會誠心誠意地侍奉您。","5","仰慕主人，小小嚮導"
"1","39","立花理香","152","和貓咪玩耍","180601","獸人族","2","14","0","凱留（公主）","A","美食殿堂","怎麼慢吞吞的啦。\n真沒辦法，我來助你一臂之力吧。　給我好好感謝哦！","9","倒在路旁的謎之貓耳魔法師"
"500","-","大橋彩香、小清水亞美","-","兩個人一起去野餐","180701","精靈族、獸人族","-","17","0","初音＆栞","-","森林守衛、伊麗莎白牧場","","-","以羈絆連結的互信互愛姊妹"
"5","-","諸星すみれ、日高里菜、小倉唯","-","和大家一起冒險","180801","人族、獸人族、精靈族","-","17","0","禊＆美美＆鏡華","-","小小甜心","","-","勇氣！　友情！　小小甜心！"
"501","-","松嵜麗、堀江由衣","-","切磋琢磨","180901","人族、精靈族","-","17","0","秋乃＆咲戀","-","墨丘利財團、咲戀育幼院","","-","以高尚的友情結交的好對手"
"","-","日笠陽子、福原綾香","-","一起合奏鋼琴","181001","人族、半人半龍","-","17","0","安＆古蕾婭","-","？？？","","-","許下誓約的馬納歷亞雙姬"
"3","-","生天目仁美、阿澄佳奈","-","疼愛弟弟＆向哥哥撒嬌","181101","人族、人族","-","18","0","靜流＆璃乃","-","拉比林斯","","-","跨越真實及虛偽的三姐弟"
"1","???","近藤玲奈","147","讀書、伸展運動","181201","龍人族","14","14","0","雪菲（公主）","B","美食殿堂","","12","失去記憶的龍人族少女"
"","-","-","-","-","427101","-","-","-","0","骷髏老爸","-","-","","-","最喜歡美女跟女兒♪的廢物骷髏男。"
"2","44","東山奈央","155","助人、打氣加油","900103","獸人族","27","16","0","日和","A","破曉之星","你好！我是日和！\n碰到有困難的人我會去幫助他們！\n你如果樂意要不要一起來呢？","8","最愛幫助別人！　正向思考的格鬥少女"
"17","???","藤田茜","145","遊戲","906601","龍人族","29","13","0","祈梨","AB","龍族巢穴","","9","嘴上功夫一流的廢材龍娘"
"17","46","早見沙織","163","讀書、騎馬、茶","928801","魔族","12","18","0","怜（星素）","B","破曉之星","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","1","冷酷又率直的劍士"
