7bd94bacdf579a2923f1fea037e883f1fdb8f6e75b30255d15fc2ffb2c6c9cfd,181d5e4c665ddddbc1d7b28b8fae0dc850ed569226e4a1b5c3de2e3a8e9fbbad,1f45d05e6f57c029b750a093e4eb6fa6a5eb61845a511ca21ceac9b4ba885306,c74a312d4157eed4fc14a7dff9dfab15880a2a341688fefbf4046af31c18772a,20e85058e47ae95778449390950e9e81c2d9c9a4fb3747268486b1a777e98d3e,e60ca86dc8b342eb7f15b43217829f38d13b4753ad30b299c5317d99cbd7d62b,505f6519a8aff493fd544cd2e39b4603d699f043800860debe869f96288a90c8,658e11276cebd11891e67ab89ffc43f0e802ed0d1846877bbe3afb95cc720999,8ae574267521af385afa6e5e8bf866a9bb36d3ee0e5c52c25b8615a595e3ba04,32dc48c4030f43dda0f9be5a1b22358f501c3513d987a975faf202d06c8ad827,b438665db4927645656c2411d38ccc32e00244befedb03e93b3b4d94b47a3d1c
"1010807060","1","的確感到魔力\n一點一點在恢復……\n這泉水黏黏滑滑的，\n感覺對皮膚也很好。","0","1","2","10","0","0.2","11","1010807"
"1010807061","","","","","0","","","","91","1010807"
"1010807062","","dsb_idle_arm_joy_crossed","","","2","1","0.5","","3","1010807"
"1010807063","","dsb_talk_joy3","","","1","1","0.5","","3","1010807"
"1010807064","","vo_dsb_7009","","0","vo_dsb_1010807","0","","","21","1010807"
"1010807065","1","是嗎～♪\n那今天的溫泉很成功呢☆\n不枉費我請人去抓回來～","0","1","1","10","0","0.2","11","1010807"
"1010807066","","","","","0","","","","91","1010807"
"1010807067","","dsb_idle_normal","","","1","1","0.5","","3","1010807"
"1010807068","","dsb_talk_normal","","","2","1","0.3","","3","1010807"
"1010807069","","vo_dsb_7010","","0","vo_dsb_1010807","0","","","21","1010807"
"1010807070","1","你們真有一套啊！\n……嗯？等一下。\n抓回來……？","0","1","2","10","0","0.2","11","1010807"
"1010807071","","1","","","2.9","","","","93","1010807"
"1010807072","","dsb_talk_normal_jitome","","","2","1","0.3","","3","1010807"
"1010807073","","","","","1010807070","","","","91","1010807"
"1010807074","","dsb_idle_normal","","","2","1","0.5","","3","1010807"
"1010807075","","dsb_talk_normal_joy","","","1","1","0.5","","3","1010807"
"1010807076","","vo_dsb_7011","","0","vo_dsb_1010807","0","","","21","1010807"
"1010807077","1","咦？妳沒看到溫泉的名字嗎～？\n今天這個溫泉……\n混合了特製藥水和軟泥怪，\n是本旅館引以為傲的軟泥怪溫泉～☆","0","1","1","10","0","0.2","11","1010807"
"1010807078","","","","","0","","","","91","1010807"
"1010807079","","dsb_idle_joy1","","","1","1","0.5","","3","1010807"
"1010807080","","dsb_talk_surprise2_anger2","","","2","1","0.5","","3","1010807"
"1010807081","","vo_dsb_7012","","0","vo_dsb_1010807","0","","","21","1010807"
"1010807082","1","軟……軟泥怪浴～～！？\n這麼說來我好像有在哪裡\n看到這種令人不安的字眼……","0","1","2","10","0","0.2","11","1010807"
"1010807083","","","","","0","","","","91","1010807"
"1010807084","","dsb_talk_surprise1_shy","","","2","1","0.5","","3","1010807"
"1010807085","","vo_dsb_7013","","0","vo_dsb_1010807","0","","","21","1010807"
"1010807086","1","也難怪總感覺這溫泉\n有股親切感啊……才怪！\n妳在搞什麼鬼東西啊！？","0","1","2","10","0","0.2","11","1010807"
"1010807087","","1","","","5.6","","","","93","1010807"
"1010807088","","dsb_talk_anger_Ex2","","","2","1","0.5","","3","1010807"
"1010807089","","","","","1010807086","","","","91","1010807"
"1010807090","","dsb_talk_surprise1_normal2","","","1","1","0.5","","3","1010807"
"1010807091","","vo_dsb_7014","","0","vo_dsb_1010807","0","","","21","1010807"
"1010807092","1","不過效果很好對吧～？\n順帶一提，魔力的恢復量\n會隨著入浴時間而增加，\n設計得很棒喔～☆","0","1","1","10","0","0.2","11","1010807"
"1010807093","","","","","0","","","","91","1010807"
"1010807094","","dsb_idle_normal","","","1","1","0.5","","3","1010807"
"1010807095","","dsb_talk_sad_shy","","","2","1","0.5","","3","1010807"
"1010807096","","vo_dsb_7015","","0","vo_dsb_1010807","0","","","21","1010807"
"1010807097","1","不，重點不是那個……\n咦！？恢復量好像\n真的變多了……！\n唔唔唔唔唔……好、好有效～♪","0","1","2","10","0","0.2","11","1010807"
"1010807098","","1","","","7.5","","","","93","1010807"
"1010807099","","dsb_talk_memory_nervous","","","2","1","0.5","","3","1010807"
"1010807100","1","dsb_smile2","0.5","dsb_idle_normal","1","0","0.5","","3","1010807"
"1010807101","","","","","1010807097","","","","91","1010807"
"1010807102","","0","","","0.3","","","","93","1010807"
"1010808001","-345","1","0","-165","12","70","2","dsb_idle_normal","5","1010808"
"1010808002","-345","2","1","165","9","70","2","dsb_idle_relax_dere2","5","1010808"
"1010808003","1","1","","0","1","0","1","","31","1010808"
"1010808004","1","3","","0","3","0","1","","31","1010808"
"1010808005","1","4","","0","4","0","1","","31","1010808"
"1010808006","1","10","","0","19","0","1","","31","1010808"
"1010808007","1","20","","0","29","0","1","","31","1010808"
"1010808008","1","30","","-168","39","155","1","","31","1010808"
"1010808009","1","31","","-168","39","-155","1","","31","1010808"
"1010808010","","170","","","1","","","","13","1010808"
"1010808011","","170","","","2","","","","13","1010808"
"1010808012","","","","","0","","","","91","1010808"
"1010808013","","se_10044200_cmn_amb","","","se_10044200","1","","","23","1010808"
"1010808014","","se_10044200_cmn_steam","","","se_10044200","0","","","23","1010808"
"1010808015","","0","","","6.2","","","","93","1010808"
"1010808016","","se_10044200_hotspring_09","","","se_10044200","1","","","23","1010808"
"1010808017","","0","","","1.3","","","","93","1010808"
"1010808018","","dsb_talk_relax_Ex8","","","2","1","0.5","","3","1010808"
"1010808019","","vo_dsb_8001","","0","vo_dsb_1010808","0","","","21","1010808"
"1010808020","1","呼啊啊……\n明明很暖和卻又感到涼爽……\n感覺好神奇……♪","0","1","2","10","0","0.2","11","1010808"
"1010808021","","","","","0","","","","91","1010808"
"1010808022","","dsb_idle_normal_joy","","","2","1","0.5","","3","1010808"
"1010808023","","dsb_talk_normal_joy","","","1","1","0.5","","3","1010808"
"1010808024","","vo_dsb_8002","","0","vo_dsb_1010808","0","","","21","1010808"
"1010808025","1","呵呵呵，這座藥草浴池使用了\n從精靈之森採到的藥草喔～\n會讓喉嚨的狀況變得非常好。\n妳稍微出個聲試試看～","0","1","1","10","0","0.2","11","1010808"
"1010808026","","","","","0","","","","91","1010808"
"1010808027","","dsb_idle_wish_normal","","","1","1","0.3","","3","1010808"
"1010808028","","dsb_kurumi_sing_in","","","2","0","0.3","","3","1010808"
"1010808029","","vo_dsb_8003","","0","vo_dsb_1010808","0","","","21","1010808"
"1010808030","1","好、好的。\n……呼。\n啊──啊──啊──♪","0","1","2","10","0","0.2","11","1010808"
"1010808031","","1","","","5","","","","93","1010808"
"1010808032","1","dsb_kurumi_sing_mid","0","dsb_kurumi_sing_loop","2","0","0.2","","3","1010808"
"1010808033","","","","","1010808030","","","","91","1010808"
"1010808034","","dsb_idle_wish_talkjoy2","","","1","1","0.5","","3","1010808"
"1010808035","","dsb_talk_sad2_light","","","2","1","0.5","","3","1010808"
"1010808036","","vo_dsb_8004","","0","vo_dsb_1010808","0","","","21","1010808"
"1010808037","1","哇啊……！\n真的……\n可以比平常更輕易地持續發聲……！","0","1","2","10","0","0.2","11","1010808"
"1010808038","","","","","0","","","","91","1010808"
"1010808039","","dsb_idle_normal_joy","","","2","1","0.5","","3","1010808"
"1010808040","","dsb_talk_joy3","","","1","1","0.5","","3","1010808"
"1010808041","","vo_dsb_8005","","0","vo_dsb_1010808","0","","","21","1010808"
"1010808042","1","妳的聲音很好聽呢～♪\n我好驚訝～","0","1","1","10","0","0.2","11","1010808"
"1010808043","","","","","0","","","","91","1010808"
"1010808044","","dsb_idle_sad_talkjoy2","","","1","1","0.5","","3","1010808"
"1010808045","","dsb_talk_surprise1_talkjoy2_2","","","2","1","0.5","","3","1010808"
"1010808046","","vo_dsb_8006","","0","vo_dsb_1010808","0","","","21","1010808"
"1010808047","1","謝、謝謝妳……♪\n呃，我……\n很喜歡演戲。\n所以……我正在練習發聲……","0","1","2","10","0","0.2","11","1010808"
"1010808048","","","","","0","","","","91","1010808"
"1010808049","","dsb_idle_normal_joy","","","2","1","0.5","","3","1010808"
"1010808050","","dsb_talk_wish_dere","","","1","1","0.5","","3","1010808"
"1010808051","","vo_dsb_8007","","0","vo_dsb_1010808","0","","","21","1010808"
"1010808052","1","哎呀，原來妳是演員呀～\n妳都演什麼樣的戲呢……？\n好好奇～♪","0","1","1","10","0","0.2","11","1010808"
"1010808053","","","","","0","","","","91","1010808"
"1010808054","","dsb_idle_wish_normal","","","1","1","0.5","","3","1010808"
"1010808055","","dsb_talk_wish_dere","","","2","1","0.5","","3","1010808"
"1010808056","","vo_dsb_8008","","0","vo_dsb_1010808","0","","","21","1010808"
"1010808057","1","那、那麼……\n我可以稍微演一段看看嗎？\n算是謝謝妳準備了這池溫泉……♪","0","1","2","10","0","0.2","11","1010808"
"1010808058","","","","","0","","","","91","1010808"
"1010808059","","dsb_idle_joy1","","","2","1","0.5","","3","1010808"
"1010808060","","dsb_talk_normal_joy","","","1","1","0.3","","3","1010808"
"1010808061","","vo_dsb_8009","","0","vo_dsb_1010808","0","","","21","1010808"
"1010808062","1","好高興～♪\n我就恭敬不如從命，好嗎？","0","1","1","10","0","0.2","11","1010808"
"1010808063","","","","","0","","","","91","1010808"
"1010808064","","dsb_idle_normal","","","1","1","0.5","","3","1010808"
"1010808065","","dsb_talk_wish_dere","","","2","1","0.5","","3","1010808"
"1010808066","","vo_dsb_8010","","0","vo_dsb_1010808","0","","","21","1010808"
"1010808067","1","當然。\n我要開始了……","0","1","2","10","0","0.2","11","1010808"
"1010808068","","","","","0","","","","91","1010808"
"1010808069","","se_10044200_get_out_water","","","se_10044200","0","","","23","1010808"
"1010808070","","dsb_kurumi_acting1_in","","","2","0","0.2","","3","1010808"
"1010808071","","","","","0","","","","91","1010808"
"1010808072","1","dsb_kurumi_acting1_middle","0.2","dsb_kurumi_acting1_loop","2","0","0.2","","3","1010808"
"1010808073","1","dsb_misato_surprise","0.5","dsb_misato_surprise_loop1","1","0","0.5","","3","1010808"
"1010808074","","0","","","0","","","","22","1010808"
"1010808075","","vo_dsb_8011","","0.9","vo_dsb_1010808","0","","","21","1010808"
"1010808076","1","……欸，你講清楚！\n我跟那個女人，你要選誰！？","0","1","2","10","0","0.2","11","1010808"
"1010808077","","","","","0","","","","91","1010808"
"1010808078","","dsb_idle_surprise1_nervous","","","1","1","0.5","","3","1010808"
"1010808079","","vo_dsb_8012","","0","vo_dsb_1010808","0","","","21","1010808"
"1010808080","1","哎、哎呀？","0","1","1","10","0","0.2","11","1010808"
"1010808081","","","","","0","","","","91","1010808"
"1010808082","","dsb_kurumi_acting2","","","2","1","0.2","","3","1010808"
"1010808083","","vo_dsb_8013","","0","vo_dsb_1010808","0","","","21","1010808"
"1010808084","1","在遠離都市的溫泉街\n幽會的日子我已經受夠了！\n你就這麼想隱瞞和我之間的關係嗎！？","0","1","2","10","0","0.2","11","1010808"
"1010808085","","","","","0","","","","91","1010808"
"1010808086","","dsb_misato_talk_sad2_dere2","","","1","1","0.5","","3","1010808"
"1010808087","","vo_dsb_8014","","0","vo_dsb_1010808","0","","","21","1010808"
"1010808088","1","哎呀哎呀，真不得了……\n忽然就上演三角關係了～\n不過妳真不愧是演員。\n好想看後續發展啊～♪","0","1","1","10","0","0.2","11","1010808"
"1010808089","","","","","0","","","","91","1010808"
"1010808090","","0","","","0.3","","","","93","1010808"
"1010809001","-345","1","0","-165","11","70","2","dsb_idle_normal_talk1","5","1010809"
"1010809002","-345","2","1","165","5","70","2","dsb_idle_normal","5","1010809"
"1010809003","1","1","","0","1","0","1","","31","1010809"
"1010809004","1","3","","0","3","0","1","","31","1010809"
"1010809005","1","4","","0","4","0","1","","31","1010809"
"1010809006","1","10","","0","15","0","1","","31","1010809"
"1010809007","1","20","","0","25","0","1","","31","1010809"
"1010809008","1","30","","-168","35","155","1","","31","1010809"
"1010809009","1","31","","-168","35","-155","1","","31","1010809"
"1010809010","","170","","","1","","","","13","1010809"
"1010809011","","170","","","2","","","","13","1010809"
"1010809012","","","","","0","","","","91","1010809"
"1010809013","","se_10044200_cmn_amb","","","se_10044200","1","","","23","1010809"
"1010809014","","se_10044200_cmn_steam","","","se_10044200","0","","","23","1010809"
"1010809015","","0","","","6.2","","","","93","1010809"
"1010809016","","se_10044200_hotspring_05","","","se_10044200","1","","","23","1010809"
"1010809017","","0","","","1.3","","","","93","1010809"
"1010809018","","dsb_talk_sad","","","2","1","0.5","","3","1010809"
"1010809019","","vo_dsb_9001","","0","vo_dsb_1010809","0","","","21","1010809"
"1010809020","1","啊……\n天啊……！\n我的……我的肌膚……！","0","1","2","10","0","0.2","11","1010809"
"1010809021","","","","","0","","","","91","1010809"
"1010809022","","dsb_talk_wish_shy","","","2","1","0.2","","3","1010809"
"1010809023","","vo_dsb_9002","","0","vo_dsb_1010809","0","","","21","1010809"
"1010809024","1","超越了全人類\n所能想像的美麗的極限……！","0","1","2","10","0","0.2","11","1010809"
"1010809025","","","","","0","","","","91","1010809"
"1010809026","","dsb_idle_wish_shy","","","2","1","0.5","","3","1010809"
"1010809027","","dsb_talk_nerrvous_surprise","","","1","1","0.5","","3","1010809"
"1010809028","","0","","","0","","","","22","1010809"
"1010809029","","vo_dsb_9003","","0.9","vo_dsb_1010809","0","","","21","1010809"
"1010809030","1","……哦。\n那真是不得了。","0","1","1","10","0","0.2","11","1010809"
"1010809031","","","","","0","","","","91","1010809"
"1010809032","","dsb_idle_normal","","","1","1","0.5","","3","1010809"
"1010809033","","dsb_talk_worry","","","2","1","0.5","","3","1010809"
"1010809034","","vo_dsb_9004","","0","vo_dsb_1010809","0","","","21","1010809"
"1010809035","1","醫生，妳的反應很冷淡耶！？\n這已經算是會改變歷史的\n大事件了！","0","1","2","10","0","0.2","11","1010809"
"1010809036","","","","","0","","","","91","1010809"
"1010809037","","dsb_talk_thinking","","","2","1","0.3","","3","1010809"
"1010809038","","vo_dsb_9005","","0","vo_dsb_1010809","0","","","21","1010809"
"1010809039","1","這泉水滋潤肌膚的感覺……\n非同凡響啊。\n醫生造出了這種溫泉，\n就算稱妳為共犯也不為過吧！","0","1","2","10","0","0.2","11","1010809"
"1010809040","","","","","0","","","","91","1010809"
"1010809041","","dsb_talk_surprise1_shy","","","2","1","0.3","","3","1010809"
"1010809042","","vo_dsb_9006","","0","vo_dsb_1010809","0","","","21","1010809"
"1010809043","1","沒錯，妳是我的共犯……\n美麗的共犯！","0","1","2","10","0","0.2","11","1010809"
"1010809044","","","","","0","","","","91","1010809"
"1010809045","","dsb_idle_surprise1_sjhy","","","2","1","0.5","","3","1010809"
"1010809046","","dsb_talk_surprise1_normal2","","","1","1","0.5","","3","1010809"
"1010809047","","0","","","0","","","","22","1010809"
"1010809048","","vo_dsb_9007","","0.9","vo_dsb_1010809","0","","","21","1010809"
"1010809049","1","……雪妳還是老樣子。\n不過妳喜歡就太好了。","0","1","1","10","0","0.2","11","1010809"
"1010809050","","","","","0","","","","91","1010809"
"1010809051","","dsb_idle_surprise1_normal","","","1","1","0.5","","3","1010809"
"1010809052","1","dsb_talk_guts2_dere","0.2","dsb_talk_guts2_dere_loop","2","0","0.3","","3","1010809"
"1010809053","","vo_dsb_9008","","0","vo_dsb_1010809","0","","","21","1010809"
"1010809054","1","所以說，\n今天妳一定\n要答應當我的主治醫師♪","0","1","2","10","0","0.2","11","1010809"
"1010809055","","","","","0","","","","91","1010809"
"1010809056","","dsb_idle_normal","","","2","1","0.5","","3","1010809"
"1010809057","","dsb_talk_normal_sad","","","1","1","0.5","","3","1010809"
"1010809058","","vo_dsb_9009","","0","vo_dsb_1010809","0","","","21","1010809"
"1010809059","1","妳真的都沒變呢……\n順便回答妳答案是「不」。","0","1","1","10","0","0.2","11","1010809"
"1010809060","","","","","0","","","","91","1010809"
"1010809061","","dsb_idle_normal","","","1","1","0.5","","3","1010809"
"1010809062","","dsb_talk_normal_suprise1","","","2","1","0.5","","3","1010809"
"1010809063","","vo_dsb_9010","","0","vo_dsb_1010809","0","","","21","1010809"
"1010809064","1","咦～？\n醫生也一樣，還是很無情啊。\n不過，我也不會這樣就放棄的喔？","0","1","2","10","0","0.2","11","1010809"
"1010809065","","","","","0","","","","91","1010809"
"1010809066","","dsb_talk_sad2_blink","","","2","1","0.3","","3","1010809"
"1010809067","","vo_dsb_9011","","0","vo_dsb_1010809","0","","","21","1010809"
"1010809068","1","一切都是為了我的美麗……\n不論是誰\n都無法阻礙我實踐這條路的。","0","1","2","10","0","0.2","11","1010809"
"1010809069","","","","","0","","","","91","1010809"
"1010809070","","dsb_idle_sad_blink","","","2","1","0.5","","3","1010809"
"1010809071","","dsb_talk_joy3","","","1","1","0.5","","3","1010809"
"1010809072","","vo_dsb_9012","","0","vo_dsb_1010809","0","","","21","1010809"
"1010809073","1","呵呵呵……\n雪充滿自信這一點，\n我還滿欣賞的。","0","1","1","10","0","0.2","11","1010809"
"1010809074","","","","","0","","","","91","1010809"
"1010809075","","dsb_idle_normal","","","1","1","0.5","","3","1010809"
"1010809076","","dsb_talk_memory_talkjoy2","","","2","1","0.5","","3","1010809"
"1010809077","","vo_dsb_9013","","0","vo_dsb_1010809","0","","","21","1010809"
"1010809078","1","那就來當我的主治醫師嘛♪","0","1","2","10","0","0.2","11","1010809"
"1010809079","","","","","0","","","","91","1010809"
"1010809080","","dsb_talk_surprise1_shy","","","1","1","0.5","","3","1010809"
"1010809081","","vo_dsb_9014","","0","vo_dsb_1010809","0","","","21","1010809"
"1010809082","1","不──要♪","0","1","1","10","0","0.2","11","1010809"
"1010809083","","","","","0","","","","91","1010809"
"1010809084","1","dsb_smile2_mitsuki1","0.5","dsb_idle_normal","1","0","0.5","","3","1010809"
"1010809085","","dsb_talk_anger","","","2","1","0.5","","3","1010809"
"1010809086","","vo_dsb_9015","","0","vo_dsb_1010809","0","","","21","1010809"
"1010809087","1","真小氣～！","0","1","2","10","0","0.2","11","1010809"
"1010809088","","","","","0","","","","91","1010809"
"1010809089","","0","","","0.3","","","","93","1010809"
"1015011001","-254","124631","0","-60","1","53","1.5","dsb_top_misato_idle_normal","1","1015011"
"1015011002","","dsb_top_misato_talk","","","124631","1","0.2","","3","1015011"
"1015011003","","vo_dsb_0301","","0","vo_dsb","0","","","21","1015011"
"1015011004","0","好，泡溫泉時間到囉～♪好好泡個澡，讓體內整個都暖起來吧～","-92","1","124631","7","80","0.7","11","1015011"
"1015011005","","","","","0","","","","91","1015011"
"1015011006","","dsb_top_misato_idle_normal","","","124631","1","0.2","","3","1015011"
"1015012001","-254","124631","0","-60","1","53","1.5","dsb_top_misato_idle_normal","1","1015012"
"1015012002","","dsb_top_misato_joy","","","124631","1","0.2","","3","1015012"
"1015012003","","vo_dsb_0302","","0","vo_dsb","0","","","21","1015012"
"1015012004","0","我想成為一位優秀的老師，像溫泉一樣溫柔地包容大家～","-92","1","124631","6","80","0.7","11","1015012"
"1015012005","","","","","0","","","","91","1015012"
"1015012006","","dsb_top_misato_idle_normal","","","124631","1","0.2","","3","1015012"
"1015013001","-254","124631","0","-60","1","53","1.5","dsb_top_misato_idle_normal","1","1015013"
"1015013002","","dsb_top_misato_wish","","","124631","1","0.2","","3","1015013"
"1015013003","","vo_dsb_0303","","0","vo_dsb","0","","","21","1015013"
"1015013004","0","泡溫泉後喝牛奶不能喝太快喔～？手叉著腰細細品嘗吧。","-92","1","124631","6","80","0.7","11","1015013"
"1015013005","","","","","0","","","","91","1015013"
"1015013006","","dsb_top_misato_idle_normal","","","124631","1","0.2","","3","1015013"
"1051011001","-254","124731","0","-60","1","53","1.5","dsb_top_idle_normal","1","1051011"
"1051011002","","dsb_top_mitsuki_talk","","","124731","1","0.2","","3","1051011"
"1051011003","","vo_dsb_0201","","0","vo_dsb","0","","","21","1051011"
"1051011004","0","溫泉治療也是很棒的療法之一。這就像是……Dr.深月的診療室，溫泉熱氣篇呢。","-92","1","124731","7","80","0.5","11","1051011"
"1051011005","","","","","0","","","","91","1051011"
"1051011006","","dsb_top_idle_normal","","","124731","1","0.2","","3","1051011"
"1051012001","-254","124731","0","-60","1","53","1.5","dsb_top_idle_normal","1","1051012"
"1051012002","","dsb_top_mitsuki_joy","","","124731","1","0.2","","3","1051012"
"1051012003","","vo_dsb_0202","","0","vo_dsb","0","","","21","1051012"
"1051012004","0","我沒有不識相到會在溫泉旅館做實驗。不過……假如你想被實驗的話，我很樂意♪","-92","1","124731","6","80","0.5","11","1051012"
"1051012005","","","","","0","","","","91","1051012"
"1051012006","","dsb_top_idle_normal","","","124731","1","0.2","","3","1051012"
"1051013001","-254","124731","0","-60","1","53","1.5","dsb_top_idle_normal","1","1051013"
"1051013002","1","dsb_top_mitsuki_crossed","0.2","dsb_top_mitsuki_crossed_loop","124731","1","0.2","","3","1051013"
"1051013003","","vo_dsb_0203","","0","vo_dsb","0","","","21","1051013"
"1051013004","0","每座溫泉都是得意之作。我充分地……親身驗證過了。總覺得我都把自己泡漲了。","-92","1","124731","6","80","0.5","11","1051013"
"1051013005","","","","","0","","","","91","1051013"
"1051013006","","dsb_top_idle_normal","","","124731","1","0.2","","3","1051013"
"1067011001","-254","124531","0","-60","1","53","1.5","dsb_top_idle_normal","1","1067011"
"1067011002","","dsb_top_homare_wish","","","124531","1","0.2","","3","1067011"
"1067011003","","vo_dsb_0101","","0","vo_dsb","0","","","21","1067011"
"1067011004","0","好～今天也要好好款待客人一番～☆儘管交給美女小老闆娘吧♪","-92","1","124531","6","80","0.7","11","1067011"
"1067011005","","","","","0","","","","91","1067011"
"1067011006","","dsb_top_idle_normal","","","124531","1","0.2","","3","1067011"
"1067012001","-254","124531","0","-60","1","53","1.5","dsb_top_idle_normal","1","1067012"
"1067012002","","dsb_top_homare_joy","","","124531","1","0.2","","3","1067012"
"1067012003","","vo_dsb_0102","","0","vo_dsb","0","","","21","1067012"
"1067012004","0","我也來一起泡吧～我也想要一些畫溫泉篇時的資料。親身取材～☆","-92","1","124531","6","80","0.7","11","1067012"
"1067012005","","","","","0","","","","91","1067012"
"1067012006","","dsb_top_idle_normal","","","124531","1","0.2","","3","1067012"
"1067013001","-254","124531","0","-60","1","53","1.5","dsb_top_idle_normal","1","1067013"
"1067013002","","dsb_top_homare_surprise","","","124531","1","0.2","","3","1067013"
"1067013003","","vo_dsb_0103","","0","vo_dsb","0","","","21","1067013"
"1067013004","0","偶爾也要擺脫生死交易，洗滌一下生命呢～我來幫你……洗背好嗎？","-92","1","124531","6","80","1","11","1067013"
"1067013005","","","","","0","","","","91","1067013"
"1067013006","","dsb_top_idle_normal","","","124531","1","0.2","","3","1067013"
