154354229d04bf59a72268748366e78ac1c237f98c1c648e77a103e3437ee12f,36db4943d6c29165d67c3b7187e75ee8855e650afcc4d7da6c9ee0a88b52c4ed,f6c09f191b2d40af0f8cdb973c6bccae3075c79fd7a1d50bb0e8f4d9d9564c73,c4854c86fd55bab1bc08c9ebceb9239d9633b5dfa7d5b86290d70ba1d6ce2f8b,95a0376a0d6c46b0e31cb33b843641d84a55d17dd77bd343cf6b7d2268c28fc0,20d7b948036d0f6e6417398a24b1d74f5f8e5ec20bfb55e6bc5ff26738f8acc8,1cfb811d6b74d2a173a0b66ff97bbc95e553043781527e33656a5e4347d7dbb7,173b7af2f6dd8f69348891330e58d3777fba066bbd50b0d429001e705325f9d8,72d7d35f07064c4f622e7200c2cf3c28893c9560d4b7462b43cdb5ab1b1f4645,1c6669c67080ba4d9e68d7750b5dee00901b1a40bd0cd30754470a0f48f056b8,a63e66f2e785d7682d3e80f180770f3b77d6a38811e2252afdf145a9667ed216
"","","1","602","32","","22714","","","22714026",""
"","","","0.6","93","","22714","","","22714027",""
"","","0","600","32","","22714","","","22714028",""
"","","0","614","32","","22714","","","22714029",""
"","","0","604","32","","22714","","","22714030",""
"","","1","701","32","","22714","","","22714031",""
"","0.01","0","937","33","0","22714","","","22714032",""
"","wac_birthday_wish_02","wac_birthday_blowout_01","106611","3","0","22714","0.2","1","22714033","0.2"
"","0.01","-200","106611","2","-330","22714","","","22714034",""
"","","wac_birthday_homare_0929_idle_smile","106711","3","1","22714","","","22714035","0.2"
"","0.01","180","106711","2","-320","22714","","","22714036",""
"","","wac_birthday_idle_doya","106511","3","1","22714","","","22714037","0.2"
"","0.01","320","106511","2","-340","22714","","","22714038",""
"","","","0","93","","22714","","","22714039",""
"","","1","800","32","","22714","","","22714040",""
"","","","0.7","93","","22714","","","22714041",""
"","","1","702","32","","22714","","","22714042",""
"","","","0.5","93","","22714","","","22714043",""
"","","se_sys_login_birthday_blow_candle","se_common","23","0","22714","","","22714044",""
"","","0","701","32","","22714","","","22714045",""
"","","","0.4","93","","22714","","","22714046",""
"","","se_sys_login_birthday_cracker","se_common","23","0","22714","","","22714047",""
"","","1","700","32","","22714","","","22714048",""
"","","se_sys_login_birthday_calendar_applause","se_common","23","0","22714","","","22714049",""
"","wac_birthday_homare_0929_idle_smile","wac_birthday_homare_0929_clap","106711","3","0","22714","0.2","1","22714050","0.2"
"","","","0.1","93","","22714","","","22714051",""
"","wac_birthday_idle_doya","wac_birthday_clap","106511","3","0","22714","0.2","1","22714052","0.2"
"","","","2","93","","22714","","","22714053",""
"","","","1","131","","22714","","","22714054",""
"","0","vo_wac_22714_000","vo_wac_22714","21","0","22714","","","22714055",""
"0.5","1","祈梨大人一年一度的生日\n來臨囉！\n家族全員出動壯大聲勢，\n要為我舉辦最盛大的慶生會喔！","106611","11","10","22714","0","1","22714056","0"
"","","","0","91","","22714","","","22714057",""
"","","wac_birthday_idle_doya","106611","3","1","22714","","","22714058","0.2"
"","","wac_birthday_homare_0929_talk_smile","106711","3","1","22714","","","22714059","0.2"
"","0","vo_wac_22714_001","vo_wac_22714","21","0","22714","","","22714060",""
"0.5","1","……祈梨？\n大家為了妳準備了蛋糕\n並聚集在這裡，\n妳應該先說什麼才對呢～？","106711","11","10","22714","0","1","22714061","0"
"","","","0","91","","22714","","","22714062",""
"","","wac_birthday_homare_0929_idle_smile","106711","3","1","22714","","","22714063","0.2"
"","","wac_birthday_talk_sad","106611","3","1","22714","","","22714064","0.2"
"","0","vo_wac_22714_002","vo_wac_22714","21","0","22714","","","22714065",""
"0.5","1","咦？啊，這個……！？\n各各、各位滾來為我慶生，\n真的非常感謝你們！","106611","11","10","22714","0","1","22714066","0"
"","","","0","91","","22714","","","22714067",""
"","","wac_birthday_idle_sad","106611","3","1","22714","","","22714068","0.2"
"","","wac_birthday_talk_smile","106511","3","1","22714","","","22714069","0.2"
"","0","vo_wac_22714_003","vo_wac_22714","21","0","22714","","","22714070",""
"0.5","1","呃，妳那是什麼敬語啊……\n但心意是有到了啦？\n一塊蛋糕就能讓妳樂成這樣，\n我們明年再幫妳準備吧。","106511","11","10","22714","0","1","22714071","0"
"","","","0","91","","22714","","","22714072",""
"","","","0","22","","22714","","","22714073",""
"","","bgm_M321_2C","bgm_M321","25","","23214","","","23214001",""
"wac_birthday_idle_normal","-1000","102811","1","1","250","23214","0","-70","23214002","2"
"wac_birthday_idle_smile","200","102111","1","1","256","23214","1","-270","23214003","2"
"wac_birthday_idle_wish","315","102311","1","1","258","23214","1","-310","23214004","2"
"wac_birthday_idle_smile","450","102511","1","1","257","23214","1","-290","23214005","2"
"","","300","102811","13","","23214","","","23214006",""
"","","300","102111","13","","23214","","","23214007",""
"","","300","102311","13","","23214","","","23214008",""
"","","300","102511","13","","23214","","","23214009",""
"","0","600","600","31","0","23214","","1","23214010","1"
"","0","602","602","31","0","23214","","1","23214011","0"
"","0","603","603","31","0","23214","","1","23214012","0"
"","60","604","604","31","30","23214","","1","23214013","1"
"","0","614","614","31","0","23214","","1","23214014","1"
"","0","700","700","31","0","23214","","1","23214015","0"
"","0","701","701","31","0","23214","","1","23214016","0"
"","0","702","702","31","0","23214","","1","23214017","0"
"","0","800","800","31","0","23214","","1","23214018","0"
"","60","938","938","31","30","23214","","1","23214019","1"
"","","","1","93","","23214","","","23214020",""
"","wac_birthday_reaction_03","wac_birthday_reaction_01","102311","3","0","23214","0.2","1","23214021","0.2"
"","","","0.1","93","","23214","","","23214022",""
"","wac_birthday_reaction_02","wac_birthday_reaction_01","102111","3","0","23214","0.2","1","23214023","0.2"
"","wac_birthday_reaction_04","wac_birthday_reaction_02","102511","3","0","23214","0.2","1","23214024","0.2"
"","","","0.3","93","","23214","","","23214025",""
"","","wac_birthday_kyaru_run_01","102811","3","1","23214","","","23214026","0.2"
"","3","0","102811","2","-70","23214","","","23214027",""
"","","","2.5","93","","23214","","","23214028",""
"","","1","602","32","","23214","","","23214029",""
"","","","0.6","93","","23214","","","23214030",""
"","","0","600","32","","23214","","","23214031",""
"","","0","614","32","","23214","","","23214032",""
"","","0","604","32","","23214","","","23214033",""
"","","1","701","32","","23214","","","23214034",""
"","0.01","0","938","33","0","23214","","","23214035",""
"","wac_birthday_wish_01","wac_birthday_blowout_01","102811","3","0","23214","0.2","1","23214036","0.2"
"","0.01","-200","102811","2","-330","23214","","","23214037",""
"","","wac_birthday_idle_wish","102111","3","1","23214","","","23214038","0.2"
"","0.01","180","102111","2","-320","23214","","","23214039",""
"","","wac_birthday_idle_smile","102311","3","1","23214","","","23214040","0.2"
"","0.01","285","102311","2","-360","23214","","","23214041",""
"","","wac_birthday_idle_smile","102511","3","1","23214","","","23214042","0.2"
"","0.01","425","102511","2","-340","23214","","","23214043",""
"","","","0","93","","23214","","","23214044",""
"","","1","800","32","","23214","","","23214045",""
"","","","0.7","93","","23214","","","23214046",""
"","","1","702","32","","23214","","","23214047",""
"","","","0.5","93","","23214","","","23214048",""
"","","se_sys_login_birthday_blow_candle","se_common","23","0","23214","","","23214049",""
"","","0","701","32","","23214","","","23214050",""
"","","","0.4","93","","23214","","","23214051",""
"","","se_sys_login_birthday_cracker","se_common","23","0","23214","","","23214052",""
"","","1","700","32","","23214","","","23214053",""
"","","se_sys_login_birthday_calendar_applause","se_common","23","0","23214","","","23214054",""
"","wac_birthday_idle_wish","wac_birthday_clap_to_wish","102111","3","0","23214","0.2","1","23214055","0.2"
"","","","0.1","93","","23214","","","23214056",""
"","wac_birthday_idle_smile","wac_birthday_clap","102311","3","0","23214","0.2","1","23214057","0.2"
"","","","0.1","93","","23214","","","23214058",""
"","wac_birthday_idle_smile","wac_birthday_clap","102511","3","0","23214","0.2","1","23214059","0.2"
"","","","2","93","","23214","","","23214060",""
"","","","1","131","","23214","","","23214061",""
"","0","vo_wac_23214_000","vo_wac_23214","21","0","23214","","","23214062",""
"0.5","1","今天真的很謝謝大家，\n你們竟然為了我的生日\n準備了這麼棒的生日蛋糕♪","102811","11","10","23214","0","1","23214063","0"
"","","","0","91","","23214","","","23214064",""
"","","wac_birthday_idle_normal","102811","3","1","23214","","","23214065","0.2"
"","","wac_birthday_talk_wish","102111","3","1","23214","","","23214066","0.2"
"","0","vo_wac_23214_001","vo_wac_23214","21","0","23214","","","23214067",""
"0.5","1","咲戀媽媽，祝妳生日快樂♪\n妳總是為了我們\n拚命努力工作……","102111","11","10","23214","0","1","23214068","0"
"","","","0","91","","23214","","","23214069",""
"","","wac_birthday_idle_wish","102111","3","1","23214","","","23214070","0.2"
"","","wac_birthday_talk_smile","102311","3","1","23214","","","23214071","0.2"
"","0","vo_wac_23214_002","vo_wac_23214","21","0","23214","","","23214072",""
"0.5","1","這蛋糕是我們努力親手做的喔？\n雖然做好的時候，鈴莓在各種意義上\n都慘兮兮的就是了。","102311","11","10","23214","0","1","23214073","0"
"","","","23214073","91","","23214","","","23214074",""
"","","wac_birthday_idle_smile","102311","3","1","23214","","","23214075","0.2"
"","","wac_birthday_talk_sad","102511","3","1","23214","","","23214076","0.2"
"","0","vo_wac_23214_003","vo_wac_23214","21","0","23214","","","23214077",""
"0.5","1","小綾音，那是祕密……！\n嗚嗚，製作途中我也犯了不少錯，\n明明是在為大小姐的重要日子做準備，\n真對不起……","102511","11","10","23214","0","1","23214078","0"
"","","","0","91","","23214","","","23214079",""
"","","wac_birthday_talk_smile","102811","3","1","23214","","","23214080","0.2"
"","","wac_birthday_idle_wish","102511","3","1","23214","","","23214081","0.2"
"","0","vo_wac_23214_004","vo_wac_23214","21","0","23214","","","23214082",""
"0.5","1","妳在說什麼啊，妳們不是\n這麼努力地為我做準備了嗎？\n也謝謝你來替我慶生。\n請你要一直和大家好好相處哦？","102811","11","10","23214","0","1","23214083","0"
"","","","0","91","","23214","","","23214084",""
"","","","0","22","","23214","","","23214085",""
"","","bgm_M321_2C","bgm_M321","25","","23814","","","23814001",""
"wac_birthday_idle_normal","-1000","100811","1","1","250","23814","0","-70","23814002","2"
"wac_birthday_idle_wish","170","104511","1","1","256","23814","1","-260","23814003","2"
"wac_birthday_idle_smile","270","105311","1","1","259","23814","1","-310","23814004","2"
"wac_birthday_idle_normal","400","105511","1","1","257","23814","1","-270","23814005","2"
"wac_birthday_idle_smile","510","103011","1","1","258","23814","1","-310","23814006","2"
"","","300","100811","13","","23814","","","23814007",""
"","","300","104511","13","","23814","","","23814008",""
"","","300","105311","13","","23814","","","23814009",""
"","","300","105511","13","","23814","","","23814010",""
"","","300","103011","13","","23814","","","23814011",""
"","0","600","600","31","0","23814","","1","23814012","1"
"","0","602","602","31","0","23814","","1","23814013","0"
"","0","603","603","31","0","23814","","1","23814014","0"
"","60","604","604","31","30","23814","","1","23814015","1"
"","0","614","614","31","0","23814","","1","23814016","1"
"","0","700","700","31","0","23814","","1","23814017","0"
"","0","701","701","31","0","23814","","1","23814018","0"
"","0","702","702","31","0","23814","","1","23814019","0"
"","0","800","800","31","0","23814","","1","23814020","0"
"","60","939","939","31","30","23814","","1","23814021","1"
"","","","1","93","","23814","","","23814022",""
"","wac_birthday_reaction_03","wac_birthday_reaction_05","105311","3","0","23814","0.2","1","23814023","0.2"
"","wac_birthday_reaction_03","wac_birthday_reaction_01","104511","3","0","23814","0.2","1","23814024","0.2"
"","","","0.1","93","","23814","","","23814025",""
"","wac_birthday_reaction_04","wac_birthday_reaction_01","105511","3","0","23814","0.2","1","23814026","0.2"
"","wac_birthday_reaction_03","wac_birthday_reaction_02","103011","3","0","23814","0.2","1","23814027","0.2"
"","","","0.3","93","","23814","","","23814028",""
"","","wac_birthday_run_01","100811","3","1","23814","","","23814029","0.2"
"","3","0","100811","2","-70","23814","","","23814030",""
"","","","2.5","93","","23814","","","23814031",""
"","","1","602","32","","23814","","","23814032",""
"","","","0.6","93","","23814","","","23814033",""
"","","0","600","32","","23814","","","23814034",""
"","","0","614","32","","23814","","","23814035",""
"","","0","604","32","","23814","","","23814036",""
"","","1","701","32","","23814","","","23814037",""
"","0.01","0","939","33","0","23814","","","23814038",""
"","wac_birthday_wish_04","wac_birthday_blowout_01","100811","3","0","23814","0.2","1","23814039","0.2"
"","0.01","-200","100811","2","-330","23814","","","23814040",""
"","","wac_birthday_idle_wish","104511","3","1","23814","","","23814041","0.2"
"","0.01","150","104511","2","-320","23814","","","23814042",""
"","","wac_birthday_idle_smile","105311","3","1","23814","","","23814043","0.2"
"","0.01","260","105311","2","-360","23814","","","23814044",""
"","","wac_birthday_idle_normal","105511","3","1","23814","","","23814045","0.2"
"","0.01","400","105511","2","-320","23814","","","23814046",""
"","","wac_birthday_idle_smile","103011","3","1","23814","","","23814047","0.2"
"","0.01","520","103011","2","-340","23814","","","23814048",""
"","","","0","93","","23814","","","23814049",""
"","","1","800","32","","23814","","","23814050",""
"","","","0.7","93","","23814","","","23814051",""
"","","1","702","32","","23814","","","23814052",""
"","","","0.5","93","","23814","","","23814053",""
"","","se_sys_login_birthday_blow_candle","se_common","23","0","23814","","","23814054",""
"","","0","701","32","","23814","","","23814055",""
"","","","0.4","93","","23814","","","23814056",""
"","","se_sys_login_birthday_cracker","se_common","23","0","23814","","","23814057",""
"","","1","700","32","","23814","","","23814058",""
"","","se_sys_login_birthday_calendar_applause","se_common","23","0","23814","","","23814059",""
"","wac_birthday_idle_wish","wac_birthday_clap_to_wish","104511","3","0","23814","0.2","1","23814060","0.2"
"","wac_birthday_idle_normal","wac_birthday_clap","105511","3","0","23814","0.2","1","23814061","0.2"
"","","","0.1","93","","23814","","","23814062",""
"","wac_birthday_idle_smile","wac_birthday_clap","105311","3","0","23814","0.2","1","23814063","0.2"
"","","","0.1","93","","23814","","","23814064",""
"","wac_birthday_idle_smile","wac_birthday_clap","103011","3","0","23814","0.2","1","23814065","0.2"
"","","","2","93","","23814","","","23814066",""
"","","","1","131","","23814","","","23814067",""
"","","wac_birthday_talk_doya","100811","3","1","23814","","1","23814068","0.2"
"","0","vo_wac_23814_000","vo_wac_23814","21","0","23814","","","23814069",""
"0.5","1","你們一定知道今天是什麼日子吧？\n今天可是慶祝這世上最美最可愛的我\n誕生，並更新大家的審美意識的\n世界級紀念日喔♪","100811","11","10","23814","0","1","23814070","0"
"","","","0","91","","23814","","","23814071",""
"","","wac_birthday_talk_wish","104511","3","1","23814","","","23814072","0.2"
"","0","vo_wac_23814_001","vo_wac_23814","21","0","23814","","","23814073",""
"0.5","1","是、是這樣啊……？\n空花對歷史與時事之類的\n不太了解，不知道今天竟然\n是這麼了不起的日子呢……","104511","11","10","23814","0","1","23814074","0"
"","","","0","91","","23814","","","23814075",""
"","","wac_birthday_idle_wish","104511","3","1","23814","","","23814076","0.2"
"","","wac_birthday_talk_doya","105311","3","1","23814","","","23814077","0.2"
"","0","vo_wac_23814_002","vo_wac_23814","21","0","23814","","","23814078",""
"0.5","1","嗯，我懶得吐槽了。\n總之，能健康地迎接生日\n是件值得慶賀的事！\n雪，生日快樂！","105311","11","10","23814","0","1","23814079","0"
"","","","0","91","","23814","","","23814080",""
"","","wac_birthday_idle_doya","105311","3","1","23814","","","23814081","0.2"
"","","wac_birthday_talk_normal","100811","3","1","23814","","","23814082","0.2"
"","0","vo_wac_23814_003","vo_wac_23814","21","0","23814","","","23814083",""
"0.5","1","謝謝♪\n話說回來，這蛋糕真棒耶，\n是特地為我準備的嗎？","100811","11","10","23814","0","1","23814084","0"
"","","","0","91","","23814","","","23814085",""
"","","wac_birthday_idle_normal","100811","3","1","23814","","","23814086","0.2"
"","","wac_birthday_talk_smile","105511","3","1","23814","","","23814087","0.2"
"","0","vo_wac_23814_004","vo_wac_23814","21","0","23814","","","23814088",""
"0.5","1","是的♪為了讓你開心，\n我們還特地請店家\n對外觀也多下工夫。","105511","11","10","23814","0","1","23814089","0"
"","","","0","91","","23814","","","23814090",""
"","","wac_birthday_idle_smile","105511","3","1","23814","","","23814091","0.2"
"","","wac_birthday_talk_kyapi","103011","3","1","23814","","","23814092","0.2"
"","0","vo_wac_23814_005","vo_wac_23814","21","0","23814","","","23814093",""
"0.5","1","順帶一提，因為滿花錢的，\n所以也請將軍出了一些盧幣，\n真是太感謝將軍了是也！","103011","11","10","23814","0","1","23814094","0"
"","","","0","91","","23814","","","23814095",""
"","","wac_birthday_idle_kyapi","103011","3","1","23814","","","23814096","0.2"
"","","wac_birthday_talk_doya","100811","3","1","23814","","","23814097","0.2"
"","0","vo_wac_23814_006","vo_wac_23814","21","0","23814","","","23814098",""
"0.5","1","這樣啊……得好好感謝你呢♪\n作為回禮，你今天可以盡情\n從喜歡的角度欣賞我可愛的臉龐，\n直到心滿意足為止喔♪","100811","11","10","23814","0","1","23814099","0"
"","","","0","91","","23814","","","23814100",""
"","","","0","22","","23814","","","23814101",""
"","","bgm_M321_2C","bgm_M321","25","","25214","","","25214001",""
"wac_birthday_idle_normal","-1000","104911","1","1","250","25214","0","-70","25214002","2"
"wac_birthday_idle_wish","230","101111","1","1","256","25214","1","-270","25214003","2"
"wac_birthday_idle_smile","410","106811","1","1","257","25214","1","-310","25214004","2"
"","","300","104911","13","","25214","","","25214005",""
"","","300","101111","13","","25214","","","25214006",""
"","","300","106811","13","","25214","","","25214007",""
"","0","600","600","31","0","25214","","1","25214008","1"
"","0","602","602","31","0","25214","","1","25214009","0"
"","0","603","603","31","0","25214","","1","25214010","0"
"","60","604","604","31","30","25214","","1","25214011","1"
"","0","614","614","31","0","25214","","1","25214012","1"
"","0","700","700","31","0","25214","","1","25214013","0"
"","0","701","701","31","0","25214","","1","25214014","0"
"","0","702","702","31","0","25214","","1","25214015","0"
"","0","800","800","31","0","25214","","1","25214016","0"
"","60","940","940","31","30","25214","","1","25214017","1"
"","","","1","93","","25214","","","25214018",""
"","wac_birthday_reaction_02","wac_birthday_reaction_05","106811","3","0","25214","0.2","1","25214019","0.2"
"","","","0.1","93","","25214","","","25214020",""
"","wac_birthday_reaction_03","wac_birthday_reaction_01","101111","3","0","25214","0.2","1","25214021","0.2"
"","","","0.3","93","","25214","","","25214022",""
"","","wac_birthday_tsumugi_run_01","104911","3","1","25214","","","25214023","0.2"
"","3","0","104911","2","-70","25214","","","25214024",""
"","","","2.5","93","","25214","","","25214025",""
"","","1","602","32","","25214","","","25214026",""
"","","","0.6","93","","25214","","","25214027",""
"","","0","600","32","","25214","","","25214028",""
"","","0","614","32","","25214","","","25214029",""
"","","0","604","32","","25214","","","25214030",""
"","","1","701","32","","25214","","","25214031",""
"","0.01","0","940","33","0","25214","","","25214032",""
"","wac_birthday_idle_wish","wac_birthday_blowout_01","104911","3","0","25214","0.2","1","25214033","0.2"
"","0.01","-200","104911","2","-330","25214","","","25214034",""
"","","wac_birthday_idle_wish","101111","3","1","25214","","","25214035","0.2"
"","0.01","180","101111","2","-320","25214","","","25214036",""
"","","wac_birthday_idle_smile","106811","3","1","25214","","","25214037","0.2"
"","0.01","320","106811","2","-340","25214","","","25214038",""
"","","","0","93","","25214","","","25214039",""
"","","1","800","32","","25214","","","25214040",""
"","","","0.7","93","","25214","","","25214041",""
"","","1","702","32","","25214","","","25214042",""
"","","","0.5","93","","25214","","","25214043",""
"","","se_sys_login_birthday_blow_candle","se_common","23","0","25214","","","25214044",""
"","","0","701","32","","25214","","","25214045",""
"","","","0.4","93","","25214","","","25214046",""
"","","se_sys_login_birthday_cracker","se_common","23","0","25214","","","25214047",""
"","","1","700","32","","25214","","","25214048",""
"","","se_sys_login_birthday_calendar_applause","se_common","23","0","25214","","","25214049",""
"","wac_birthday_idle_wish","wac_birthday_clap_to_wish","101111","3","0","25214","0.2","1","25214050","0.2"
"","","","0.1","93","","25214","","","25214051",""
"","wac_birthday_idle_smile","wac_birthday_clap","106811","3","0","25214","0.2","1","25214052","0.2"
"","","","2","93","","25214","","","25214053",""
"","","","1","131","","25214","","","25214054",""
"","0","vo_wac_25214_000","vo_wac_25214","21","0","25214","","","25214055",""
"0.5","1","哇～好棒的生日蛋糕。\n是弟弟為姐姐準備的嗎？\n感受到弟弟的愛了呢。","104911","11","10","25214","0","1","25214056","0"
"","","","0","91","","25214","","","25214057",""
"","","wac_birthday_idle_normal","104911","3","1","25214","","","25214058","0.2"
"","","wac_birthday_talk_anger","101111","3","1","25214","","","25214059","0.2"
"","0","vo_wac_25214_001","vo_wac_25214","21","0","25214","","","25214060",""
"0.5","1","姐姐請等一下！\n我們也有幫忙喔！\n像是我！我也有幫忙！","101111","11","10","25214","0","1","25214061","0"
"","","","0","91","","25214","","","25214062",""
"","","wac_birthday_idle_normal","101111","3","1","25214","","","25214063","0.2"
"","","wac_birthday_talk_normal","106811","3","1","25214","","","25214064","0.2"
"","0","vo_wac_25214_002","vo_wac_25214","21","0","25214","","","25214065",""
"0.5","1","這包含了我們對\n妳的心意喔。\n啊，希望我們沒變成電燈泡。","106811","11","10","25214","0","1","25214066","0"
"","","","0","91","","25214","","","25214067",""
"","","wac_birthday_idle_smile","106811","3","1","25214","","","25214068","0.2"
"","","wac_birthday_talk_smile","104911","3","1","25214","","","25214069","0.2"
"","0","vo_wac_25214_003","vo_wac_25214","21","0","25214","","","25214070",""
"0.5","1","沒這回事～\n會長、璃乃，謝謝妳們。\n待會我會讓弟弟好～好陪我，\n所以沒問題喔。對吧？","104911","11","10","25214","0","1","25214071","0"
"","","","0","91","","25214","","","25214072",""
"","","wac_birthday_talk_anger","101111","3","1","25214","","","25214073","0.2"
"","0","vo_wac_25214_004","vo_wac_25214","21","0","25214","","","25214074",""
"0.5","1","啊──！姐姐！\n就算是妳生日，這樣也太狡猾囉！","101111","11","10","25214","0","1","25214075","0"
"","","","0","91","","25214","","","25214076",""
"","","","0","22","","25214","","","25214077",""
"","","bgm_M321_2C","bgm_M321","25","","25314","","","25314001",""
"wac_birthday_idle_normal","-1000","104711","1","1","250","25314","0","-70","25314002","2"
"wac_birthday_idle_normal","200","107111","1","1","256","25314","1","-270","25314003","2"
"wac_birthday_idle_smile","320","100511","1","1","258","25314","1","-310","25314004","2"
"wac_birthday_idle_smile","460","103711","1","1","257","25314","1","-290","25314005","2"
"","","300","104711","13","","25314","","","25314006",""
"","","300","107111","13","","25314","","","25314007",""
"","","300","100511","13","","25314","","","25314008",""
"","","300","103711","13","","25314","","","25314009",""
"","0","600","600","31","0","25314","","1","25314010","1"
"","0","602","602","31","0","25314","","1","25314011","0"
"","0","603","603","31","0","25314","","1","25314012","0"
"","60","604","604","31","30","25314","","1","25314013","1"
"","0","614","614","31","0","25314","","1","25314014","1"
"","0","700","700","31","0","25314","","1","25314015","0"
"","0","701","701","31","0","25314","","1","25314016","0"
"","0","703","703","31","0","25314","","1","25314017","0"
"","0","800","800","31","0","25314","","1","25314018","0"
"","60","941","941","31","30","25314","","1","25314019","1"
"","","","1","93","","25314","","","25314020",""
"","wac_birthday_reaction_02","wac_birthday_reaction_02","100511","3","0","25314","0.2","1","25314021","0.2"
"","","","0.1","93","","25314","","","25314022",""
"","wac_birthday_reaction_03","wac_birthday_reaction_01","107111","3","0","25314","0.2","1","25314023","0.2"
"","wac_birthday_reaction_04","wac_birthday_reaction_05","103711","3","0","25314","0.2","1","25314024","0.2"
"","","","0.3","93","","25314","","","25314025",""
"","","wac_birthday_run_01","104711","3","1","25314","","","25314026","0.2"
"","3","0","104711","2","-70","25314","","","25314027",""
"","","","2.5","93","","25314","","","25314028",""
"","","1","602","32","","25314","","","25314029",""
"","","","0.6","93","","25314","","","25314030",""
"","","0","600","32","","25314","","","25314031",""
"","","0","614","32","","25314","","","25314032",""
"","","0","604","32","","25314","","","25314033",""
"","","1","701","32","","25314","","","25314034",""
"","0.01","0","941","33","0","25314","","","25314035",""
"","","wac_birthday_blowout_jun_01","104711","3","0","25314","0.2","1","25314036","0.2"
"","0.01","-200","104711","2","-330","25314","","","25314037",""
"","","wac_birthday_idle_normal","107111","3","1","25314","","","25314038","0.2"
"","0.01","180","107111","2","-320","25314","","","25314039",""
"","","wac_birthday_idle_smile","100511","3","1","25314","","","25314040","0.2"
"","0.01","310","100511","2","-360","25314","","","25314041",""
"","","wac_birthday_idle_smile","103711","3","1","25314","","","25314042","0.2"
"","0.01","450","103711","2","-340","25314","","","25314043",""
"","","","0","93","","25314","","","25314044",""
"","","1","800","32","","25314","","","25314045",""
"","","","25314036","91","","25314","","","25314046",""
"","wac_birthday_wish_05","wac_birthday_blowout_jun_02","104711","3","0","25314","0.2","1","25314047","0.2"
"","","wac_birthday_reaction_03","107111","3","1","25314","","","25314048","0.2"
"","","","0.1","93","","25314","","","25314049",""
"","","wac_birthday_talk_smile","100511","3","1","25314","","","25314050","0.2"
"","","","0.1","93","","25314","","","25314051",""
"","","wac_birthday_reaction_03","103711","3","1","25314","","","25314052","0.2"
"","","","0.65","93","","25314","","","25314053",""
"","","1","703","32","","25314","","","25314054",""
"","","","0.5","93","","25314","","","25314055",""
"","","se_sys_login_birthday_blow_candle","se_common","23","0","25314","","","25314056",""
"","","0","701","32","","25314","","","25314057",""
"","","","0.4","93","","25314","","","25314058",""
"","","se_sys_login_birthday_cracker","se_common","23","0","25314","","","25314059",""
"","","1","700","32","","25314","","","25314060",""
"","","se_sys_login_birthday_calendar_applause","se_common","23","0","25314","","","25314061",""
"","wac_birthday_idle_normal","wac_birthday_clap","107111","3","0","25314","0.2","1","25314062","0.2"
"","","","0.1","93","","25314","","","25314063",""
"","wac_birthday_idle_smile","wac_birthday_clap","100511","3","0","25314","0.2","1","25314064","0.2"
"","","","0.1","93","","25314","","","25314065",""
"","wac_birthday_idle_smile","wac_birthday_clap","103711","3","0","25314","0.2","1","25314066","0.2"
"","","","2","93","","25314","","","25314067",""
"","","","1","131","","25314","","","25314068",""
"","0","vo_wac_25314_000","vo_wac_25314","21","0","25314","","","25314069",""
"0.5","1","你們今天竟然為我舉辦了\n這麼盛大的慶生會，\n無論是以個人還是團長的身分而言，\n我都十分開心。","104711","11","10","25314","0","1","25314070","0"
"","","","0","91","","25314","","","25314071",""
"","","wac_birthday_idle_wish","104711","3","1","25314","","","25314072","0.2"
"","","wac_birthday_talk_doya","107111","3","1","25314","","","25314073","0.2"
"","0","vo_wac_25314_001","vo_wac_25314","21","0","25314","","","25314074",""
"0.5","1","這是當然☆\n一切計畫都是由我克莉絲提娜\n所安排，毋庸置疑能滿足妳！","107111","11","10","25314","0","1","25314075","0"
"","","","0","91","","25314","","","25314076",""
"","","wac_birthday_idle_doya","107111","3","1","25314","","","25314077","0.2"
"","","wac_birthday_talk_sad_maturi","100511","3","1","25314","","","25314078","0.2"
"","0","vo_wac_25314_002","vo_wac_25314","21","0","25314","","","25314079",""
"0.5","1","……為了執行那個計畫，\n做得要死要活的\n是我們就是了。","100511","11","10","25314","0","1","25314080","0"
"","","","0","91","","25314","","","25314081",""
"","","wac_birthday_idle_normal","100511","3","1","25314","","","25314082","0.2"
"","","wac_birthday_talk_wish","104711","3","1","25314","","","25314083","0.2"
"","0","vo_wac_25314_003","vo_wac_25314","21","0","25314","","","25314084",""
"0.5","1","是這樣啊。\n小克莉絲以及各位，\n謝謝你們為了我這種人慶生。","104711","11","10","25314","0","1","25314085","0"
"","","","0","91","","25314","","","25314086",""
"","","wac_birthday_idle_wish","104711","3","1","25314","","","25314087","0.2"
"","","wac_birthday_talk_smile_tomo","103711","3","1","25314","","","25314088","0.2"
"","0","vo_wac_25314_004","vo_wac_25314","21","0","25314","","","25314089",""
"0.5","1","請不要說出「為了我這種人」\n這樣的話。\n我們是因為最喜歡純，\n才努力準備的啊♪","103711","11","10","25314","0","1","25314090","0"
"","","","0","91","","25314","","","25314091",""
"","","wac_birthday_idle_smile","103711","3","1","25314","","","25314092","0.2"
"","","wac_birthday_talk_wish","104711","3","1","25314","","","25314093","0.2"
"","0","vo_wac_25314_005","vo_wac_25314","21","0","25314","","","25314094",""
