9a07dc66ec55293b88d5d630a5a1f88b7060f7530d7ae076a167bd7ebe839e0c,32967d92ef7b0639dcc90ac408b707e5b372705e89542b6c9c2d38d254e613a9,002af2c7faa568b08038f613c9a0e707a67225bc10ebb4b6164a8790cff84df2,a25c4e28227bb9e918e1231158ed98e41646786a02629d9a27c65379cd8c7583,d64b66609c0892c5e2f5e4325491aa516133d5dede8eae091d565eba0f7ab027,dfe6afe95271647d92e2005ce83e9f8a03f347ff8ecbe48c5ed24aa279a2c04f,0dbcec53e2df3b1791e3a09855ca033975f6d8098d270e8f854b7ac263421778,1b50746faec529b41fcd73adf9d585cfb31ecdc0efdab58959f59484aad58c03,7958c2fa08fdab7dbc2373eea53c8e3433df3f5d0355e25193eb04d05301d9b1
"8000","8010","8000","47","924221200","924221200","0","8000","8000"
"8000","8010","8000","47","924221300","924221300","0","8000","8000"
"8000","8010","8000","47","924221400","924221400","0","8000","8000"
"8000","8010","8000","47","924222100","924222100","0","8000","8000"
"8000","8010","8000","47","924222200","924222200","0","8000","8000"
"8000","8010","8000","47","924222300","924222300","0","8000","8000"
"8000","8010","8000","47","924222400","924222400","0","8000","8000"
"8000","8010","8000","47","924223100","924223100","0","8000","8000"
"8000","8010","8000","47","924223200","924223200","0","8000","8000"
"8000","8010","8000","47","924223300","924223300","0","8000","8000"
"8000","8010","8000","47","924223400","924223400","0","8000","8000"
"8000","8000","8010","46","924040100","924230100","0","8000","8000"
"8000","8000","8010","46","924040200","924230200","0","8000","8000"
"8000","8000","8010","46","924040300","924230300","0","8000","8000"
"8000","8000","8010","47","924231100","924231100","0","8000","8000"
"8000","8000","8010","47","924231200","924231200","0","8000","8000"
"8000","8000","8010","47","924231300","924231300","0","8000","8000"
"8000","8000","8010","47","924231400","924231400","0","8000","8000"
"8000","8000","8010","47","924232100","924232100","0","8000","8000"
"8000","8000","8010","47","924232200","924232200","0","8000","8000"
"8000","8000","8010","47","924232300","924232300","0","8000","8000"
"8000","8000","8010","47","924232400","924232400","0","8000","8000"
"8000","8000","8010","47","924233100","924233100","0","8000","8000"
"8000","8000","8010","47","924233200","924233200","0","8000","8000"
"8000","8000","8010","47","924233300","924233300","0","8000","8000"
"8000","8000","8010","47","924233400","924233400","0","8000","8000"
"8000","8000","8000","46","924010100","924240100","0","8000","8010"
"8000","8000","8000","46","924010200","924240200","0","8000","8010"
"8000","8000","8000","46","924010300","924240300","0","8000","8010"
"8000","8000","8000","47","924241100","924241100","0","8000","8010"
"8000","8000","8000","47","924241200","924241200","0","8000","8010"
"8000","8000","8000","47","924241300","924241300","0","8000","8010"
"8000","8000","8000","47","924241400","924241400","0","8000","8010"
"8000","8000","8000","47","924242100","924242100","0","8000","8010"
"8000","8000","8000","47","924242200","924242200","0","8000","8010"
"8000","8000","8000","47","924242300","924242300","0","8000","8010"
"8000","8000","8000","47","924242400","924242400","0","8000","8010"
"8000","8000","8000","47","924243100","924243100","0","8000","8010"
"8000","8000","8000","47","924243200","924243200","0","8000","8010"
"8000","8000","8000","47","924243300","924243300","0","8000","8010"
"8000","8000","8000","47","924243400","924243400","0","8000","8010"
"8000","8000","8000","46","924030100","924250100","0","8010","8000"
"8000","8000","8000","46","924030200","924250200","0","8010","8000"
"8000","8000","8000","46","924030300","924250300","0","8010","8000"
"8000","8000","8000","47","924251100","924251100","0","8010","8000"
"8000","8000","8000","47","924251200","924251200","0","8010","8000"
"8000","8000","8000","47","924251300","924251300","0","8010","8000"
"8000","8000","8000","47","924251400","924251400","0","8010","8000"
"8000","8000","8000","47","924252100","924252100","0","8010","8000"
"8000","8000","8000","47","924252200","924252200","0","8010","8000"
"8000","8000","8000","47","924252300","924252300","0","8010","8000"
"8000","8000","8000","47","924252400","924252400","0","8010","8000"
"8000","8000","8000","47","924253100","924253100","0","8010","8000"
"8000","8000","8000","47","924253200","924253200","0","8010","8000"
"8000","8000","8000","47","924253300","924253300","0","8010","8000"
"8000","8000","8000","47","924253400","924253400","0","8010","8000"
"8000","8010","8000","46","924020100","924260100","0","8000","8000"
"8000","8010","8000","46","924020200","924260200","0","8000","8000"
"8000","8010","8000","46","924020300","924260300","0","8000","8000"
"8000","8010","8000","47","924261100","924261100","0","8000","8000"
"8000","8010","8000","47","924261200","924261200","0","8000","8000"
"8000","8010","8000","47","924261300","924261300","0","8000","8000"
"8000","8010","8000","47","924261400","924261400","0","8000","8000"
"8000","8010","8000","47","924262100","924262100","0","8000","8000"
"8000","8010","8000","47","924262200","924262200","0","8000","8000"
"8000","8010","8000","47","924262300","924262300","0","8000","8000"
"8000","8010","8000","47","924262400","924262400","0","8000","8000"
"8000","8010","8000","47","924263100","924263100","0","8000","8000"
"8000","8010","8000","47","924263200","924263200","0","8000","8000"
"8000","8010","8000","47","924263300","924263300","0","8000","8000"
"8000","8010","8000","47","924263400","924263400","0","8000","8000"
"8010","8000","8000","46","924050100","924270100","0","8000","8000"
"8010","8000","8000","46","924050200","924270200","0","8000","8000"
"8010","8000","8000","46","924050300","924270300","0","8000","8000"
"8010","8000","8000","47","924271100","924271100","0","8000","8000"
"8010","8000","8000","47","924271200","924271200","0","8000","8000"
"8010","8000","8000","47","924271300","924271300","0","8000","8000"
"8010","8000","8000","47","924271400","924271400","0","8000","8000"
"8010","8000","8000","47","924272100","924272100","0","8000","8000"
"8010","8000","8000","47","924272200","924272200","0","8000","8000"
"8010","8000","8000","47","924272300","924272300","0","8000","8000"
"8010","8000","8000","47","924272400","924272400","0","8000","8000"
"8010","8000","8000","47","924273100","924273100","0","8000","8000"
"8010","8000","8000","47","924273200","924273200","0","8000","8000"
"8010","8000","8000","47","924273300","924273300","0","8000","8000"
"8010","8000","8000","47","924273400","924273400","0","8000","8000"
"8000","8010","8000","46","924050100","924280100","0","8000","8000"
"8000","8010","8000","46","924050200","924280200","0","8000","8000"
"8000","8010","8000","46","924050300","924280300","0","8000","8000"
"8000","8010","8000","47","924281100","924281100","0","8000","8000"
"8000","8010","8000","47","924281200","924281200","0","8000","8000"
"8000","8010","8000","47","924281300","924281300","0","8000","8000"
"8000","8010","8000","47","924281400","924281400","0","8000","8000"
"8000","8010","8000","47","924282100","924282100","0","8000","8000"
"8000","8010","8000","47","924282200","924282200","0","8000","8000"
"8000","8010","8000","47","924282300","924282300","0","8000","8000"
"8000","8010","8000","47","924282400","924282400","0","8000","8000"
"8000","8010","8000","47","924283100","924283100","0","8000","8000"
"8000","8010","8000","47","924283200","924283200","0","8000","8000"
"8000","8010","8000","47","924283300","924283300","0","8000","8000"
"8000","8010","8000","47","924283400","924283400","0","8000","8000"
"8000","8000","8000","46","924050100","924290100","0","8000","8010"
"8000","8000","8000","46","924050200","924290200","0","8000","8010"
"8000","8000","8000","46","924050300","924290300","0","8000","8010"
"8000","8000","8000","47","924291100","924291100","0","8000","8010"
"8000","8000","8000","47","924291200","924291200","0","8000","8010"
"8000","8000","8000","47","924291300","924291300","0","8000","8010"
"8000","8000","8000","47","924291400","924291400","0","8000","8010"
"8000","8000","8000","47","924292100","924292100","0","8000","8010"
"8000","8000","8000","47","924292200","924292200","0","8000","8010"
"8000","8000","8000","47","924292300","924292300","0","8000","8010"
"8000","8000","8000","47","924292400","924292400","0","8000","8010"
"8000","8000","8000","47","924293100","924293100","0","8000","8010"
"8000","8000","8000","47","924293200","924293200","0","8000","8010"
"8000","8000","8000","47","924293300","924293300","0","8000","8010"
"8000","8000","8000","47","924293400","924293400","0","8000","8010"
"8010","8000","8000","46","925010100","925010100","0","8000","8000"
"8010","8000","8000","46","925010200","925010200","0","8000","8000"
"8010","8000","8000","46","925010300","925010300","0","8000","8000"
"8010","8000","8000","47","925011100","925011100","0","8000","8000"
"8010","8000","8000","47","925011200","925011200","0","8000","8000"
"8010","8000","8000","47","925011300","925011300","0","8000","8000"
"8010","8000","8000","47","925011400","925011400","0","8000","8000"
"8010","8000","8000","47","925012100","925012100","0","8000","8000"
"8010","8000","8000","47","925012200","925012200","0","8000","8000"
"8010","8000","8000","47","925012300","925012300","0","8000","8000"
"8010","8000","8000","47","925012400","925012400","0","8000","8000"
"8010","8000","8000","47","925013100","925013100","0","8000","8000"
"8010","8000","8000","47","925013200","925013200","0","8000","8000"
"8010","8000","8000","47","925013300","925013300","0","8000","8000"
"8010","8000","8000","47","925013400","925013400","0","8000","8000"
