3b7b803faff741696af3800700df7728ac9b4ee9f834e917639892c130d8c70e,4803d2660b270d105737c7b121c8416dd6b6eb742d3a54268d42b82e41cf23ae,67241373e8f3c96937828df320fabbcc1cf302a1ab9becce50e0df0909929012,0ba419aeb87e9d2e8a9ad19b03008ea76f342c5d0a3f2216381bcda51def70ff,46673f5824b4ab164dc25a52196701ce6c2bf26377fb58e5f7e75b3fc8e349a2,23a53bbe9f463dc943aa341cd63c562d2ff0b011020b2af060d5b61036aee2d6,f9d27a28a56d603ae11d6f2f525aa67b0d9662067ae8460aa6e9ada7b39e6a34,0bc0630a3c86e4af7c8bfaf1f1be985b10fe4a966472f86fd8f4268e02b12b40
"730049014","732804901","0","730000043","730049011","100","730049012","730049015"
"730049022","732804902","730049023","730000044","730049021","100","730049024","730049025"
"730049031","732804903","730049033","730000045","730049034","100","730049035","730049032"
"730050011","732905001","0","730000046","730050014","100","730050012","730050015"
"730050021","732905002","730050023","730000047","730050024","100","730050022","730050025"
"730050034","732905003","730050035","730000048","730050031","100","730050032","730050033"
"730051014","733005101","0","730000049","730051011","100","730051012","730051015"
"730051024","733005102","730051025","730000050","730051021","100","730051022","730051023"
"730051034","733005103","730051033","730000051","730051031","100","730051032","730051035"
"730052011","733105201","0","730000052","730052014","100","730052015","730052012"
"730052021","733105202","730052023","730000053","730052024","100","730052022","730052025"
"730052034","733105203","730052033","730000054","730052031","100","730052032","730052035"
"730053011","733205301","0","730000055","730053014","100","730053012","730053015"
"730053021","733205302","730053023","730000056","730053024","100","730053022","730053025"
"730053032","733205303","730053033","730000057","730053031","100","730053034","730053035"
"730054011","733305401","0","730000058","730054014","100","730054012","730054015"
"730054021","733305402","730054023","730000059","730054024","100","730054022","730054025"
"730054034","733305403","730054033","730000060","730054031","100","730054032","730054035"
"730055014","733405501","0","730000061","730055011","100","730055015","730055012"
"730055024","733405502","730055023","730000062","730055021","100","730055022","730055025"
"730055031","733405503","730055035","730000063","730055034","100","730055032","730055033"
"730056011","733505601","0","730000064","730056014","100","730056012","730056015"
"730056021","733505602","730056025","730000065","730056024","100","730056022","730056023"
"730056031","733505603","730056035","730000066","730056034","100","730056032","730056033"
"730057014","733605701","0","730000067","730057011","100","730057015","730057012"
"730057022","733605702","730057023","730000068","730057021","100","730057024","730057025"
"730057031","733605703","730057033","730000069","730057034","100","730057032","730057035"
"730058012","733705801","0","730000070","730058011","100","730058014","730058015"
"730058021","733705802","730058023","730000071","730058024","100","730058022","730058025"
"730058031","733705803","730058033","730000072","730058034","100","730058035","730058032"
"730059011","733805901","0","730000073","730059014","100","730059012","730059015"
"730059021","733805902","730059025","730000074","730059024","100","730059022","730059023"
"730059032","733805903","730059035","730000075","730059031","100","730059034","730059033"
"730060014","733906001","0","730000076","730060011","100","730060015","730060012"
"730060021","733906002","730060025","730000077","730060024","100","730060022","730060023"
"730060031","733906003","730060035","730000078","730060034","100","730060032","730060033"
"730061011","734006101","0","730000079","730061014","100","730061012","730061015"
"730061024","734006102","730061023","730000080","730061021","100","730061022","730061025"
"730061034","734006103","730061035","730000081","730061031","100","730061032","730061033"
"730062011","734106201","0","730000082","730062014","100","730062015","730062012"
"730062024","734106202","730062023","730000083","730062021","100","730062022","730062025"
"730062034","734106203","730062033","730000084","730062031","100","730062015","730062032"
"730063014","734206301","0","730000085","730063011","100","730063015","730063012"
"730063024","734206302","730063023","730000086","730063021","100","730063022","730063025"
"730063031","734206303","730063035","730000087","730063034","100","730063032","730063033"
"730064012","734306401","0","730000088","730064011","100","730064014","730064015"
"730064021","734306402","730064023","730000089","730064024","100","730064022","730064025"
"730064031","734306403","730064035","730000090","730064034","100","730064032","730064033"
"730065011","734406501","0","730000091","730065014","100","730065012","730065015"
"730065024","734406502","730065023","730000092","730065021","100","730065022","730065025"
"730065034","734406503","730065033","730000093","730065031","100","730065035","730065032"
"730066015","734506601","0","730000094","730066014","100","730066011","730066012"
"730066024","734506602","730066025","730000095","730066021","100","730066022","730066023"
"730066031","734506603","730066033","730000096","730066034","100","730066035","730066032"
"730067011","734606701","0","730000097","730067014","100","730067012","730067015"
"730067021","734606702","730067025","730000098","730067024","100","730067022","730067023"
"730067031","734606703","730067033","730000099","730067034","100","730067032","730067035"
"730068011","734706801","0","730000100","730068014","100","730068015","730068012"
"730068021","734706802","730068025","730000101","730068024","100","730068022","730068023"
"730068031","734706803","730068035","730000102","730068034","100","730068032","730068033"
"730069014","734806901","0","730000103","730069011","100","730069012","730069015"
"730069021","734806902","730069025","730000104","730069024","100","730069022","730069023"
"730069031","734806903","730069035","730000105","730069034","100","730069032","730069033"
"730070014","734907001","0","730000106","730070011","100","730070012","730070015"
"730070024","734907002","730070025","730000107","730070021","100","730070022","730070023"
"730070032","734907003","730070035","730000108","730070031","100","730070034","730070033"
"730071011","735007101","0","730000109","730071014","100","730071012","730071015"
"730071022","735007102","730071025","730000110","730071021","100","730071024","730071023"
"730071031","735007103","730071033","730000111","730071034","100","730071035","730071032"
"730072014","735107201","0","730000112","730072011","100","730072012","730072015"
"730072022","735107202","730072025","730000113","730072021","100","730072024","730072023"
"730072034","735107203","730072033","730000114","730072031","100","730072035","730072032"
"730073011","735207301","0","730000115","730073014","100","730073012","730073015"
"730073021","735207302","730073025","730000116","730073024","100","730073022","730073023"
"730073032","735207303","730073035","730000117","730073031","100","730073034","730073033"
"730074011","735307401","0","730000118","730074014","100","730074012","730074015"
"730074021","735307402","730074023","730000119","730074024","100","730074022","730074025"
"730074032","735307403","730074033","730000120","730074031","100","730074034","730074035"
"730075011","735407501","0","730000121","730075014","100","730075012","730075015"
"730075025","735407502","730075023","730000122","730075024","100","730075021","730075022"
"730075034","735407503","730075033","730000123","730075031","100","730075035","730075032"
