9be180c85a76dce5e53da51f5c0b2f31273ad43a5d20e78f381aae735e16ce1e,c084ee0a1549447fa4dff4591e08f75aa697dc5ff9107e25894b80a39373816b,50539cbf06720c0b554e6506451b0700bd9821fbb7d50e2a4531540e91e9bc60,928462e48460591455b665eba6d00325a42647fd8a12ef4e67a3a6ff4c35f9e2,df3bb427aa17a9244748751ff1042aeabc16662ca8498a3fdf008f697f777647,98df7114c36561c7f4282680c2198924669f16de305f6bcb8fdb457f81c40278,0865fc15f22989c5950cd25e479f2d89c9947ae344c0683b6fd95ecf4c22bf41,a4c7b91a4a963af0919951134309729b98498f9352286a0099f8f3e997ae3ff1
"730000034","732504601","730046011","730046015","730046012","730046014","0","100"
"730000035","732504602","730046022","730046024","730046023","730046021","730046025","100"
"730000036","732504603","730046031","730046032","730046035","730046034","730046033","100"
"730000037","732604701","730047011","730047015","730047012","730047014","0","100"
"730000038","732604702","730047022","730047024","730047025","730047021","730047023","100"
"730000039","732604703","730047031","730047032","730047035","730047034","730047033","100"
"730000040","732704801","730048011","730048012","730048015","730048014","0","100"
"730000041","732704802","730048021","730048022","730048025","730048024","730048023","100"
"730000042","732704803","730048031","730048032","730048035","730048034","730048033","100"
"730000043","732804901","730049014","730049012","730049015","730049011","0","100"
"730000044","732804902","730049022","730049024","730049025","730049021","730049023","100"
"730000045","732804903","730049031","730049035","730049032","730049034","730049033","100"
"730000046","732905001","730050011","730050012","730050015","730050014","0","100"
"730000047","732905002","730050021","730050022","730050025","730050024","730050023","100"
"730000048","732905003","730050034","730050032","730050033","730050031","730050035","100"
"730000049","733005101","730051014","730051012","730051015","730051011","0","100"
"730000050","733005102","730051024","730051022","730051023","730051021","730051025","100"
"730000051","733005103","730051034","730051032","730051035","730051031","730051033","100"
"730000052","733105201","730052011","730052015","730052012","730052014","0","100"
"730000053","733105202","730052021","730052022","730052025","730052024","730052023","100"
"730000054","733105203","730052034","730052032","730052035","730052031","730052033","100"
"730000055","733205301","730053011","730053012","730053015","730053014","0","100"
"730000056","733205302","730053021","730053022","730053025","730053024","730053023","100"
"730000057","733205303","730053032","730053034","730053035","730053031","730053033","100"
"730000058","733305401","730054011","730054012","730054015","730054014","0","100"
"730000059","733305402","730054021","730054022","730054025","730054024","730054023","100"
"730000060","733305403","730054034","730054032","730054035","730054031","730054033","100"
"730000061","733405501","730055014","730055015","730055012","730055011","0","100"
"730000062","733405502","730055024","730055022","730055025","730055021","730055023","100"
"730000063","733405503","730055031","730055032","730055033","730055034","730055035","100"
"730000064","733505601","730056011","730056012","730056015","730056014","0","100"
"730000065","733505602","730056021","730056022","730056023","730056024","730056025","100"
"730000066","733505603","730056031","730056032","730056033","730056034","730056035","100"
"730000067","733605701","730057014","730057015","730057012","730057011","0","100"
"730000068","733605702","730057022","730057024","730057025","730057021","730057023","100"
"730000069","733605703","730057031","730057032","730057035","730057034","730057033","100"
"730000070","733705801","730058012","730058014","730058015","730058011","0","100"
"730000071","733705802","730058021","730058022","730058025","730058024","730058023","100"
"730000072","733705803","730058031","730058035","730058032","730058034","730058033","100"
"730000073","733805901","730059011","730059012","730059015","730059014","0","100"
"730000074","733805902","730059021","730059022","730059023","730059024","730059025","100"
"730000075","733805903","730059032","730059034","730059033","730059031","730059035","100"
"730000076","733906001","730060014","730060015","730060012","730060011","0","100"
"730000077","733906002","730060021","730060022","730060023","730060024","730060025","100"
"730000078","733906003","730060031","730060032","730060033","730060034","730060035","100"
"730000079","734006101","730061011","730061012","730061015","730061014","0","100"
"730000080","734006102","730061024","730061022","730061025","730061021","730061023","100"
"730000081","734006103","730061034","730061032","730061033","730061031","730061035","100"
"730000082","734106201","730062011","730062015","730062012","730062014","0","100"
"730000083","734106202","730062024","730062022","730062025","730062021","730062023","100"
"730000084","734106203","730062034","730062015","730062032","730062031","730062033","100"
"730000085","734206301","730063014","730063015","730063012","730063011","0","100"
"730000086","734206302","730063024","730063022","730063025","730063021","730063023","100"
"730000087","734206303","730063031","730063032","730063033","730063034","730063035","100"
"730000088","734306401","730064012","730064014","730064015","730064011","0","100"
"730000089","734306402","730064021","730064022","730064025","730064024","730064023","100"
"730000090","734306403","730064031","730064032","730064033","730064034","730064035","100"
"730000091","734406501","730065011","730065012","730065015","730065014","0","100"
"730000092","734406502","730065024","730065022","730065025","730065021","730065023","100"
"730000093","734406503","730065034","730065035","730065032","730065031","730065033","100"
"730000094","734506601","730066015","730066011","730066012","730066014","0","100"
"730000095","734506602","730066024","730066022","730066023","730066021","730066025","100"
"730000096","734506603","730066031","730066035","730066032","730066034","730066033","100"
"730000097","734606701","730067011","730067012","730067015","730067014","0","100"
"730000098","734606702","730067021","730067022","730067023","730067024","730067025","100"
"730000099","734606703","730067031","730067032","730067035","730067034","730067033","100"
"730000100","734706801","730068011","730068015","730068012","730068014","0","100"
"730000101","734706802","730068021","730068022","730068023","730068024","730068025","100"
"730000102","734706803","730068031","730068032","730068033","730068034","730068035","100"
"730000103","734806901","730069014","730069012","730069015","730069011","0","100"
"730000104","734806902","730069021","730069022","730069023","730069024","730069025","100"
"730000105","734806903","730069031","730069032","730069033","730069034","730069035","100"
"730000106","734907001","730070014","730070012","730070015","730070011","0","100"
"730000107","734907002","730070024","730070022","730070023","730070021","730070025","100"
"730000108","734907003","730070032","730070034","730070033","730070031","730070035","100"
"730000109","735007101","730071011","730071012","730071015","730071014","0","100"
"730000110","735007102","730071022","730071024","730071023","730071021","730071025","100"
"730000111","735007103","730071031","730071035","730071032","730071034","730071033","100"
"730000112","735107201","730072014","730072012","730072015","730072011","0","100"
"730000113","735107202","730072022","730072024","730072023","730072021","730072025","100"
"730000114","735107203","730072034","730072035","730072032","730072031","730072033","100"
"730000115","735207301","730073011","730073012","730073015","730073014","0","100"
"730000116","735207302","730073021","730073022","730073023","730073024","730073025","100"
"730000117","735207303","730073032","730073034","730073033","730073031","730073035","100"
"730000118","735307401","730074011","730074012","730074015","730074014","0","100"
"730000119","735307402","730074021","730074022","730074025","730074024","730074023","100"
"730000120","735307403","730074032","730074034","730074035","730074031","730074033","100"
"730000121","735407501","730075011","730075012","730075015","730075014","0","100"
"730000122","735407502","730075025","730075021","730075022","730075024","730075023","100"
"730000123","735407503","730075034","730075035","730075032","730075031","730075033","100"
"730000124","735507601","730076011","730076015","730076012","730076014","0","100"
"730000125","735507602","730076024","730076022","730076023","730076021","730076025","100"
"730000126","735507603","730076031","730076032","730076033","730076034","730076035","100"
