29b13f3d3da8f6b03576c0eba1e3e8cd580fce91f5d2cc2bf2e76c38f8c13877,8f0b8e37a70d3d3f22ce39352570ea72d41f2511c5e4b3f1f1b7b34941f7f9e8,2d021abb55862e9cec17108211200b3a686b92e44495fbf3c8818106b98433b0,f3cfd17f0bc6a08d1965b2b854d2c24e1446993c497e767268dabddf110b5857,5513f6b1ac11272419e6eab69ced08175c54f9edb40a397be0fbc2c0b33a5c88,bf4b6b01811cf75c4f4b8cdefcf049843f73a09a0d2966643e0c5f13a9209283,cb9758121afdc8d8f7188ebd5a45f00d5fcb5fc681b5ddd7943d99d4cb7eae43,dd6fbe7641121e2caf1c5c4287f4eb4453a80f3cd65283a0d174b86809579c81,c8c594d36f08bf9feaf0b11391e6c49e3133afa656ddac90b5240e19fa7dfeb4,8d0a701b7fd0b55d8a1819070dc8dfb50c8835ea51443d0b1d073c67ff963abd
"９月","0","1","11月","0","0","0","５月","１月","2530025"
"耳","0","1","舌頭","0","0","0","眼睛","鼻子","2530028"
"白露","0","1","小寒","0","0","0","寒露","霜降","2530030"
"20寸","0","1","10寸","0","0","0","15寸","5寸","2530032"
"香蕉","0","1","蘋果","0","0","0","香菸","巴西堅果","2530033"
"紀錄味道","0","1","電眼定位點","0","0","0","辨識牙膏顏色","條碼器","2530034"
"Oval Cut","0","1","Trilliant Cut","0","0","0","Marquise Cut","Brilliant Cut","2530035"
"白一色","0","1","綠一色","0","0","0","黑一色","紅一色","2530036"
"雁","0","1","檔","0","0","0","敷","樑","2530037"
"蛋白石","0","1","鑽石","0","0","0","坦尚石","綠寶石","2530039"
"五星","0","1","五光","0","0","0","五花","五全","2530041"
"牙齦炎","0","1","蛀牙","0","0","0","口腔潰瘍","齒槽膿漏","2530042"
"5","0","1","7","0","0","0","8","6","2530043"
"己運","0","1","自由書寫","0","0","0","草書","臨書","2530044"
"布袋戲","0","1","能劇","0","0","0","泡沫舞","皮影戲","2530046"
"amp","0","1","ppm","0","0","0","pmp","ppp","2530047"
"主機板","0","1","晶圓","0","0","0","CPU","晶片","2530048"
"C5","0","1","C4","0","0","0","C2","C3","2530049"
"99","0","1","88","0","0","0","77","66","2530050"
"88","0","1","52","0","0","0","56","36","2530052"
"女低音","0","1","男中音","0","0","0","男中高音","女中音","2530053"
"吸引異性","0","1","黑死病","0","0","0","貴族攀比","可以食用","2530054"
"Goin","0","1","Tuck-in","0","0","0","Throw-in","Chip-in","2530056"
"水","0","1","肌紅蛋白","0","0","0","醬汁","血","2530058"
"含羞草密碼","0","1","凱撒密碼","0","0","0","凱爾密碼","亞歷山大密碼","2530059"
"棉絨","0","1","天鵝絨","0","0","0","珊瑚絨","法蘭絨","2530060"
"高跟鞋","0","1","楔形鞋","0","0","0","厚底鞋","粗跟鞋","2530061"
"哥布林王者","0","1","海將海馬司令","0","0","0","復活的白色島鯨","雷雷","2531001"
"雷雷","0","1","大王猩猩","0","0","0","太陽公公","富豪魔像","2531002"
"鑽頭鼴鼠","0","1","鼠妖","0","0","0","雷雲長老","大王花曼德拉草","2531003"
"33","0","1","66","0","0","0","44","77","2531004"
"壓克力立牌","0","1","馬克杯","0","0","0","鑰匙圈","包包","2531005"
"Hit & Catch","0","1","Fungo","0","0","0","Fly Ball","Jungle","2610002"
"撐竿跳河比賽","0","1","板球","0","0","0","壁網球","芬式棒球","2610003"
"捕手","0","1","球僮","0","0","0","裁判","保全","2610004"
"內野手","0","1","場務","0","0","0","裁判","球場警衛","2610005"
"gulp","0","1","中","0","0","0","鉗子","沒中","2610007"
"魚戳","0","1","魚拓","0","0","0","魚印","魚紙","2610008"
"麻雀","0","1","鴿子","0","0","0","烏鴉","燕子","2610009"
"黃金全壘打","0","1","滿貫全壘打","0","0","0","超級全壘打","完美全壘打","2610010"
"倒數10秒","0","1","倒數３秒","0","0","0","倒數７秒","倒數５秒","2610012"
"笛子","0","1","軍配團扇","0","0","0","拍子木","扇子","2610013"
"３人","0","1","11人","0","0","0","５人","９人","2610015"
"Bingo","0","1","Out","0","0","0","Punch","Hit","2610016"
"攔網","0","1","空中擊球","0","0","0","觸網","落地擊球","2610017"
"３人","0","1","５人","0","0","0","９人","11人","2610018"
"停球","0","1","暫停","0","0","0","中場","休息時間","2610019"
"蹴鞠","0","1","足球","0","0","0","橄欖球","美式足球","2610021"
"有舵雪橇","0","1","冰壺","0","0","0","冰上曲棍球","花式滑冰","2610023"
"籃球","0","1","美式足球","0","0","0","足球","橄欖球","2610025"
"立體格子鐵架","0","1","單槓","0","0","0","蹺蹺板","鞦韆","2610027"
"４次","0","1","３次","0","0","0","５次","２次","2610029"
"業餘摔跤","0","1","柔道","0","0","0","拳擊","劍道","2610030"
"建築物","0","1","過山洞","0","0","0","水壩","橋","2610032"
"相撲比較奇怪","0","1","在比賽中落敗","0","0","0","兩者實力相近","參加比賽","2610033"
"籃球","0","1","棒球","0","0","0","足球","高爾夫","2610034"
"Apron Time","0","1","Lap Time","0","0","0","Tablecloth Time","Aluminum Time","2610035"
"第一名","0","1","第三名","0","0","0","第四名","第二名","2610036"
"蛙泳","0","1","仰泳","0","0","0","捷泳","蝶式","2610037"
"排球","0","1","高爾夫","0","0","0","籃球","足球","2610039"
"三壘手","0","1","本壘手","0","0","0","二壘手","一壘手","2610040"
"球瓶區","0","1","球溝","0","0","0","滾球道","滑道","2610041"
"冰鉤","0","1","冰斧","0","0","0","冰爪","冰刀","2610042"
"外野手","0","1","捕手","0","0","0","內野手","投手","2610043"
"球棒","0","1","球桿","0","0","0","球棍","球竿","2610044"
"以上皆非","0","1","達陣","0","0","0","完成","抵達","2610046"
"Service Ball","0","1","Ace","0","0","0","Service Attack","Ad Court","2610047"
"頭擊","0","1","面","0","0","0","小手","胴","2610048"
"背帶","0","1","金屬圓棒","0","0","0","毛巾","木棍","2610050"
"５分","0","1","２分","0","0","0","４分","３分","2610051"
"15公分","0","1","16公分","0","0","0","8公分","12公分","2610052"
"褐色","0","1","綠色","0","0","0","藍色","紅色","2610053"
"角球","0","1","比賽結束","0","0","0","紅牌","越位","2610054"
"阻擋","0","1","接球","0","0","0","進攻","攔網","2610055"
"網球","0","1","棒球","0","0","0","桌球","籃球","2610057"
"零次運球","0","1","二次運球","0","0","0","三次運球","一次運球","2610058"
"足球","0","1","橄欖球","0","0","0","籃球","壘球","2610059"
"優衣（新年）","0","1","紡希（夏日）","0","0","0","珠希（工作服）","莉瑪（灰姑娘）","2611001"
"空花（黑暗）","0","1","栞（魔法少女）","0","0","0","霞（魔法少女）","伊緒（黑暗）","2611002"
"毅力","0","1","力量","0","0","0","體力","速度","2611003"
"厄勒克特拉夫人","0","1","暴君長老","0","0","0","反逆獸","角鹿將軍","2611004"
"EX 技能","0","1","必殺技","0","0","0","定位","技能1","2611005"
"４支","0","1","３支","0","0","0","２支","１支","2620002"
"超級滑雪競賽","0","1","超大曲道","0","0","0","超級滑降","特別跳躍","2620003"
"黏黏的","0","1","凹凸不平","0","0","0","刺刺的","光滑","2620005"
"４球","0","1","５球","0","0","0","６球","７球","2620006"
"桌球","0","1","保齡球","0","0","0","飛鏢","撞球","2620007"
"踩投手板後假裝投球卻未投","0","1","未踩投手板而做假傳","0","0","0","踩投手板後傳球給沒有跑壘員的壘包守備員","未正面朝向擊球員投球","2620008"
"飛魚式","0","1","背越式","0","0","0","三步式","仰式","2620010"
"60秒","0","1","20秒","0","0","0","５秒","10秒","2620011"
"蝶泳","0","1","自由式","0","0","0","仰泳","蛙泳","2620012"
"355公分","0","1","305公分","0","0","0","255公分","205公分","2620013"
"６片","0","1","４片","0","0","0","３片","２片","2620014"
"６個","0","1","８個","0","0","0","７個","10個","2620015"
"側翼","0","1","中場","0","0","0","滑切球","自由球員","2620016"
"45分鐘","0","1","20分鐘","0","0","0","30分鐘","15分鐘","2620017"
"手背","0","1","手掌心","0","0","0","小指","拇指","2620018"
"鮪魚折","0","1","鯖魚折","0","0","0","鮭魚折","鰺魚折","2620022"
"９戰５勝制","0","1","７戰４勝制","0","0","0","５戰３勝制","３戰２勝制","2620024"
"槌球","0","1","冰壺","0","0","0","曲棍球","保齡球","2620025"
"外野手有三人","0","1","內野手有三人","0","0","0","四壞球則保送擊球員","正式比賽為九局，同分時得延長","2620026"
"代跑","0","1","盜壘","0","0","0","牽制","觸身球","2620028"
"捕手","0","1","先發投手","0","0","0","1號打者","4號打者","2620029"
"23次","0","1","21次","0","0","0","22次","20次","2620030"
"板球","0","1","冰上曲棍球","0","0","0","袋棍球","馬球","2620031"
"２分","0","1","４分","0","0","0","５分","３分","2620032"
"雙柏忌","0","1","老鷹","0","0","0","柏忌","小鳥","2620033"
"打水","0","1","划水","0","0","0","拍水","撥水","2620034"
"６分","0","1","９分","0","0","0","８分","12分","2620035"
"110個","0","1","10個","0","0","0","50個","30個","2620036"
"２個","0","1","無法確定","0","0","0","１個","０個","2620038"
"肩撞","0","1","過肩摔","0","0","0","露肩膀","搥肩","2620040"
"變臉席","0","1","受罰席","0","0","0","犯規席","傷害席","2620041"
"鬥牛士","0","1","牛仔競技","0","0","0","桑搏","鬥牛","2620042"
"抄截","0","1","反彈","0","0","0","盜球","投影幕","2620044"
"打球","0","1","開球","0","0","0","帶球","藏球","2620045"
"剩瓶","0","1","殘瓶","0","0","0","二局","二瓶","2620046"
"跳高","0","1","跳遠","0","0","0","三級跳遠","撐竿跳高","2620048"
"驛站接力賽","0","1","短跑","0","0","0","長跑","中跑","2620049"
"Last","0","1","Skip","0","0","0","Triple","First","2620050"
"跑跳","0","1","交叉跳","0","0","0","雙重跳","交互蹲跳","2620051"
"4.2195km","0","1","42.195km","0","0","0","4219.5km","421.95km","2620054"
"飛球","0","1","犯規線","0","0","0","短打","全壘打","2620057"
"沙地","0","1","一桿進洞","0","0","0","球進水池","最優秀高爾夫球手","2620058"
"逆轉技","0","1","捨身技","0","0","0","孤注一擲技","嘗試技","2620059"
"預演賽","0","1","國際錦標賽","0","0","0","事前賽","挑戰賽","2620060"
"桌球","0","1","撞球","0","0","0","保齡球","飛鏢","2620061"
"猜謎","0","1","饒舌戰鬥","0","0","0","猜拳","接龍","2621001"
"數據躍升","0","1","代碼注入","0","0","0","解構函式","覆蓋指令","2621002"
"天塔帕斯","0","1","究極金槍鮪","0","0","0","島鯨","涅普堤利昂","2621003"
"二元聖域","0","1","極值聖域","0","0","0","獸性聖域","亂數聖域","2621004"
"極光聖界","0","1","海洋聖界","0","0","0","深淵終結炸裂","超火力全開☆公主突襲","2621005"
"出局","0","1","二壘打","0","0","0","本壘打","界外球","2630001"
"100公分","0","1","70公分","0","0","0","90公分","80公分","2630002"
"倫敦馬拉松","0","1","柏林馬拉松","0","0","0","芝加哥馬拉松","紐約馬拉松","2630004"
"繞閃","0","1","扭抱","0","0","0","	抱頭防守","上勾拳","2630006"
"為了壓低成本","0","1","為了防止被偷","0","0","0","為了提起幹勁","為了使腳部動作明顯","2630007"
"狙外","0","1","外道魚","0","0","0","目外","雜魚","2630008"
"公懸","0","1","弓懸","0","0","0","供懸","工懸","2630009"
"43.195公里","0","1","42.195公里","0","0","0","40.195公里","41.195公里","2630010"
"黑色","0","1","黃色","0","0","0","紅色","藍色","2630011"
"18階級","0","1","17階級","0","0","0","16階級","15階級","2630012"
"450分比賽","0","1","300分比賽","0","0","0","350分比賽","400分比賽","2630013"
"20支","0","1","16支","0","0","0","8支","12支","2630014"
"60mm","0","1","40mm","0","0","0","50mm","30mm","2630015"
"75cm","0","1","45cm","0","0","0","60cm","30cm","2630016"
"38.72公尺","0","1","23.72公尺","0","0","0","31.72公尺","15.72公尺","2630017"
"白與黑","0","1","紅與白","0","0","0","紅與黑","紅與藍","2630019"
"嘉義市","0","1","彰化縣","0","0","0","宜蘭縣","雲林縣","2630021"
"安營紮寨","0","1","緊急紮營","0","0","0","臨時居所","緊急避難","2630022"
"７人","0","1","９人","0","0","0","10人","８人","2630025"
"十二碼罰球","0","1","界外球","0","0","0","守門員開球","角球","2630026"
"預備力士","0","1","橫綱","0","0","0","觀眾","行事","2630027"
"Outshore","0","1","Offshore","0","0","0","Inshore","Onshore","2630028"
"推打","0","1","收打","0","0","0","拉打","回打","2630029"
"茶","0","1","紅色","0","0","0","黑色","白色","2630030"
"平衡木","0","1","高低槓","0","0","0","地板","跳馬","2630031"
"手取","0","1","亂取","0","0","0","掌舵","面取","2630035"
"7","0","1","10","0","0","0","8","9","2630037"
"70cm","0","1","10cm","0","0","0","50cm","30cm","2630038"
"３kg","0","1","20kg","0","0","0","10kg","５kg","2630040"
"游泳","0","1","籃球","0","0","0","手球","足球","2630043"
"３人","0","1","４人","0","0","0","５人","８人","2630044"
"曲球","0","1","墜球","0","0","0","推球","擲球","2630045"
"本壘","0","1","三壘","0","0","0","二壘","一壘","2630046"
"頂點","0","1","板頭","0","0","0","頂端","甲板","2630048"
"５場","0","1","２場","0","0","0","４場","３場","2630049"
"猜拳","0","1","比球","0","0","0","揮球","指球","2630051"
"Mass Shot","0","1","Kiss Shot","0","0","0","Pass Shot","Miss Shot","2630052"
"10分","0","1","５分","0","0","0","２分","１分","2630053"
"Leg Blow","0","1","Low Blow","0","0","0","Downward Blow","Under Low","2630054"
"堆食標","0","1","堆石標","0","0","0","堆十標","堆是標","2630055"
"劣勢","0","1","機會","0","0","0","優勢","威脅","2630056"
"籃球","0","1","橄欖球","0","0","0","排球","足球","2630058"
"有舵雪橇","0","1","空架雪車","0","0","0","冬季兩項","平底雪橇","2630059"
"D卡","0","1","C卡","0","0","0","B卡","A卡","2630060"
"Baguette","0","1","Pocket","0","0","0","Socket","Nugget","2630061"
"哥布林領主","0","1","哥布林小兵","0","0","0","哥布林大師","哥布林王者","2631001"
"激浪之拳","0","1","海神法杖","0","0","0","雷擊之槍","嵐擊之槍","2631002"
"昇龍羽翼","0","1","昇龍擺尾球","0","0","0","昇龍剪","昇龍觸身球","2631003"
"沙灘棒球","0","1","順子賽艇","0","0","0","沙灘搶旗","沙灘排球","2631004"
"七海霸者晦冥喝破之裝","0","1","七界霸王晦冥喝破之裝","0","0","0","大海帝王晦冥喝破之裝","七界究極晦冥喝破之裝","2631005"
