1e06d320817b49a67160cacba7832baaba1da250556729102a977382daf9f541,82a655bc8c5179f68509bc237b5b51770d6a671060b75f81e553ad7a44901d83,f187b039acb782888910750742e19dfcdb4c0a5fe7c99365ab6594240b511d15,94debfb8946aee8f3f989574a83b2a634a4d0ffeb836e5564c0d5a8487949717,bcb1b73b351d8c541d56d6e7a059516cbe9b383c7a455ddf424d75fcac67c4b2,21104038f74cb8254b395cee3d97afbe7d7cbb51f18eaaf68b9d5c449f93e8a3,bc29abeb2dfd1e768aed462fa5ecd69b4b2a4f4eb24221aedbc24c7aa4325a33,b6a439992f196d79f5e4080993c6ae656f29bc1b92d1b235ff636b051f74fc00,22fbee69e8469a234c155a25c8fabe1a64575c30ca8f461f986e1f43c0734371,d2de65bdd8f15f57f156feba0345a92600feaa9902a1f99adc65302a15076aac,6dd457fd98c84fb3a780eca21f74b1f1d93da7f6fc2ee09d860bfa272440aa0d,8379bde0493b5184b88e992319d99e1a7716cd4580e3f7a026697b39c3b8f5df,4ca8dc398a5e2c1da97e199118a959376024da37ab85f71dd644220531a4625d,6b09362201a02a61198c23c4f3b6e10507c70326ce7c10340443654d016fa286,a29afc8ace36c0fc75ae1f8ba9852b494dfc3792dae23edf67e3d866762ef1b6,872ec8da6e9933c639e035aa78c727d6c55f37da69c88f6eca39031cd9f6fc21,abbeaf63b5e7b72aad2acf684e9b363b05987789ae33f60525f1122e153f1787,06e9cf18a3cab9f94b764cff15792c7247991393800992a1b29e5bab1481f5cd,9c7f77a5a9d23ceabd38e1d841ae0852f748ebff59890768b6fa98c5a06af85d,5ed3ff18647dc91aaeb3e1362701e4d14007f33d7ceef91e1fe935ddff3cd03d,46a4beee1a3786471fe9342add53426a8673bf695d1a57c6c47379d7977eb1a4
"斧","8","108192","0","0","0","0","0","0","0","0","72.2","0","0","普天音斧破壞圓號","0","14","0","0","0","0"
"斧","8","108193","0","0","0","0","0","0","0","0","75.2","0","0","綠洲之斧","0","20","0","0","0","0"
"斧","8","108194","0","0","0","0","0","0","0","0","79","0","0","薔薇破壞者之斧","0","20","0","0","0","0"
"攻撃杖","8","108221","0","0","0","0","0","0","0","0","0","0","0","冰雪杖帕戈斯之杖","5.6","0","0","0","0","64.4"
"攻撃杖","8","108222","0","0","0","0","0","0","0","0","0","0","0","絕對音杖手風琴","3.8","0","0","0","0","70"
"攻撃杖","8","108223","0","0","0","0","0","0","0","0","0","0","0","古老沙之杖","1.2","0","0","0","0","76.4"
"攻撃杖","8","108224","0","0","0","0","0","0","0","0","0","0","0","薔薇雄蕊權杖","1.2","0","0","0","0","80"
"回復杖","8","108251","0","0","0","1.2","0","1","0","0","0","0","0","冰樹杖冰霜權杖","0","54","0","0","0","53"
"回復杖","8","108252","0","0","0","1","0","0.8","0","0","0","0","0","慈宣杖阿爾特瑪號角","0","54","0","0","0","58.6"
"回復杖","8","108253","0","0","0","0.6","0","0.4","0","0","0","0","0","沙漠雨之杖","0","54","0","0","0","66.4"
"回復杖","8","108254","0","0","0","0.4","0","0.4","0","0","0","0","0","薔薇雌蕊權杖","0","60","0","0","0","70.4"
"軽装鎧","8","108281","0","0","0","2.8","0","2.2","0","0","35.2","0","0","鍵盤奏鎧チェンバロン","0","0","3.4","0","0","0"
"軽装鎧","8","108282","0","0","0","2.6","0","1.6","0","0","43.4","0","0","沙漠布甲","0","0","1.8","0","0","0"
"軽装鎧","8","108283","0","0","0","1.8","0","1.4","0","0","51.8","0","0","薔薇女帝鎧甲","0","0","1.8","0","0","0"
"軽装鎧","8","108284","0","0","0","1.8","0","1.8","0","0","53.2","0","0","惡魔痛苦盔甲","0","0","1.8","0","0","0"
"重装鎧","8","108311","0","0","0","4.2","0","5.4","0","0","0","0","0","重奏鎧銅管圓號","0","123","0","0","0","0"
"重装鎧","8","108312","0","0","0","4","0","3","0","0","0","0","0","綠洲藍鎧","0","269","0","0","0","0"
"重装鎧","8","108313","0","0","0","3.2","0","2.4","0","0","0","0","0","薔薇女爵士鎧甲","0","362","0","0","0","0"
"重装鎧","8","108314","0","0","0","3","0","3","0","0","0","0","0","惡魔束縛盔甲","0","375","0","0","0","0"
"服","8","108342","0","0","0","1.8","0","1.2","0","0","43.2","0","0","沙漠之影服飾","0","64","0","0","0","0"
"服","8","108343","0","0","0","1.4","0","1","0","0","49.6","0","0","薔薇女神官禮服","0","64","0","0","0","0"
"魔法服","8","108371","0","0","0","1.8","0","1.2","0","0","0","0","0","譜唱裝樂譜","2","0","0","0","0","44.8"
"魔法服","8","108372","0","0","0","1.2","0","1","0","0","0","0","0","東方微風長袍","1","0","0","0","0","53.4"
"魔法服","8","108373","0","0","0","1.2","0","1","0","0","0","0","0","薔薇女男爵禮服","1","0","0","0","0","56.8"
"魔法服","8","108374","0","0","0","1.2","0","1.2","0","0","0","0","0","詛咒惡魔長袍","1","0","0","0","0","59.2"
"盾","8","108401","0","0","0","2.6","0","2.6","0","0","30","0","0","重圓奏圓盾鈸","0","52","0","0","0","0"
"盾","8","108403","0","0","0","2.6","0","2.6","0","0","37","0","0","藍薔薇護盾","0","52","0","0","0","0"
"靴","8","108431","0","0","0","1.8","0","1.2","0","0","46.8","0","0","舞奉奏R高跟鞋","0","0","0","0","0","0"
"靴","8","108434","0","0","0","1","0","1","0","0","62.2","0","0","惡魔之靴","0","0","0","0","0","0"
"魔法靴","8","108462","0","0","0","1.8","0","1.2","0","0","0","0","0","綠洲之鞋","0","92","0","0","0","40"
"帽子","8","108492","0","0","0","0","0","0","0","0","53.4","0","0","沙漠之風頭巾","0","105","0","0","0","0"
"帽子","8","108494","0","0","0","0","0","0","0","0","60.4","0","0","變形惡魔角冠","0","105","0","0","0","0"
"魔法帽子","8","108521","0","0","0","1.6","0","1.2","0","0","0","0","0","魔奏帽鈴鼓報童帽","0","0","0","0","0","47.8"
"魔法帽子","8","108523","0","0","0","1.6","0","1.2","0","0","0","0","0","薔薇術士的魔宴帽","0","0","0","0","0","54.8"
"魔法帽子","8","108524","0","0","0","1","0","1","0","0","0","0","0","嫉妒惡魔角帽","0","0","0","0","0","62.2"
"攻撃アクセサリ","8","108551","0","0","0","0","0","0","0","0","57.2","0","0","冰柱戒指","0","0","3","0","0","0"
"攻撃アクセサリ","8","108552","0","0","0","0","0","0","0","0","61.6","0","0","琴樹奏木琴","0","0","1.8","0","0","0"
"攻撃アクセサリ","8","108553","0","0","0","0","0","0","0","0","65.4","0","0","古老紅寶石","0","0","1.8","0","0","0"
"攻撃アクセサリ","8","108554","0","0","0","0","0","0","0","0","69","0","0","紅薔薇墜飾","0","0","1.8","0","0","0"
"防御アクセサリ","8","108581","0","0","0","5.2","0","5.2","0","0","0","0","0","綠色極光戒指","0","59","0","0","0","0"
"防御アクセサリ","8","108582","0","0","0","5.2","0","5.2","0","0","0","0","0","仙撞鼓定音鼓","0","91","0","0","0","0"
"防御アクセサリ","8","108583","0","0","0","5.4","0","5.4","0","0","0","0","0","古老綠寶石","0","109","0","0","0","0"
"防御アクセサリ","8","108584","0","0","0","5.6","0","5.6","0","0","0","0","0","綠薔薇墜飾","0","124","0","0","0","0"
"魔法アクセサリ","8","108611","0","0","0","0","0","0","0","0","0","0","0","雪華晶的戒指","2.4","0","0","0","0","56.2"
"魔法アクセサリ","8","108612","0","0","0","0","0","0","0","0","0","0","0","神瑤譜半樂譜","1.4","0","0","0","0","61"
"魔法アクセサリ","8","108613","0","0","0","0","0","0","0","0","0","0","0","古老藍寶石","1.4","0","0","0","0","64.8"
"魔法アクセサリ","8","108614","0","0","0","0","0","0","0","0","0","0","0","琉璃薔薇墜飾","1.4","0","0","0","0","68.6"
"剣","9","109011","0","0","0","0","0","0","0","0","84","0","0","惡魔祭品之劍","0","40","0.6","0","0","0"
"剣","9","109012","0","0","0","0","0","0","0","0","87.8","0","0","秘劍訃雷鏟","0","40","0.6","0","0","0"
"剣","9","109013","0","0","0","0","0","0","0","0","91.4","0","0","勇敢桅杆","0","40","0.6","0","0","0"
"剣","9","109014","0","0","0","0","0","0","0","0","95.2","0","0","皇蓉楓刃","0","40","0.6","0","0","0"
"刀","9","109041","0","0","0","0","0","0","0","0","87.2","0","0","惡魔傷痕之刃","0","10","1","0","0","0"
"刀","9","109042","0","0","0","0","0","0","0","0","90.8","0","0","生魚片刀‧匠八","0","10","1","0","0","0"
"刀","9","109043","0","0","0","0","0","0","0","0","94.6","0","0","漁夫之劍","0","10","1","0","0","0"
"刀","9","109044","0","0","0","0","0","0","0","0","98.4","0","0","大業物‧紅一文字","0","10","1","0","0","0"
"短剣","9","109071","0","0","0","0","0","0","0","0","88.4","0","0","豪魔之爪刃","0","0","1","0","0","0"
"短剣","9","109072","0","0","0","0","0","0","0","0","92","0","0","小菜刀","0","0","1","0","0","0"
"短剣","9","109073","0","0","0","0","0","0","0","0","95.8","0","0","大燈刃亞歷山大","0","0","1","0","0","0"
"短剣","9","109074","0","0","0","0","0","0","0","0","99.4","0","0","襲楓裂爪‧葉","0","0","1","0","0","0"
"拳","9","109101","0","0","0","0","0","0","0","0","88","0","0","惡魔懲處拳套","0","0","1.4","0","0","0"
"拳","9","109102","0","0","0","0","0","0","0","0","91.8","0","0","鐵觀音五百茶壺","0","0","1.4","0","0","0"
"拳","9","109103","0","0","0","0","0","0","0","0","95.6","0","0","海盜王的義手","0","0","1.4","0","0","0"
"拳","9","109104","0","0","0","0","0","0","0","0","99.2","0","0","紅蛙手甲‧拳楓","0","0","1.4","0","0","0"
"弓","9","109131","0","0","0","0.2","0","0.2","0","0","86.4","0","0","惡魔假面之弓","0","0","0.8","0","0","0"
"弓","9","109132","0","0","0","0.2","0","0.2","0","0","90.2","0","0","擠花弓","0","0","0.8","0","0","0"
"弓","9","109133","0","0","0","0.2","0","0.2","0","0","93.8","0","0","航海狙擊手","0","0","0.8","0","0","0"
"弓","9","109134","0","0","0","0.2","0","0.2","0","0","97.6","0","0","錦秋弓蔦紅葉","0","0","0.8","0","0","0"
"槍","9","109161","0","0","0","0.4","0","0.4","0","0","84.8","0","0","惡魔爪牙長槍","0","0","0","0","0","0"
"槍","9","109162","0","0","0","0.4","0","0.4","0","0","88.6","0","0","餐叉槍","0","0","0","0","0","0"
"槍","9","109163","0","0","0","0.4","0","0.4","0","0","92.2","0","0","雙櫓騎槍","0","0","0","0","0","0"
"槍","9","109164","0","0","0","0.4","0","0.4","0","0","96","0","0","天傘紅槍秋雨","0","0","0","0","0","0"
"斧","9","109191","0","0","0","0","0","0","0","0","86.2","0","0","惡魔滅殺之斧","0","20","0.6","0","0","0"
"斧","9","109192","0","0","0","0","0","0","0","0","90","0","0","肉錘斧","0","20","0.6","0","0","0"
"斧","9","109193","0","0","0","0","0","0","0","0","93.8","0","0","豪斧大拔錨","0","20","0.6","0","0","0"
"斧","9","109194","0","0","0","0","0","0","0","0","97.4","0","0","擊槌釣瓶落","0","20","0.6","0","0","0"
"攻撃杖","9","109221","0","0","0","0","0","0","0","0","0","0","0","惡魔核心之杖","1.2","0","0","0","0","87.6"
"攻撃杖","9","109222","0","0","0","0","0","0","0","0","0","0","0","蛋糕鏟刀","1.2","0","0","0","0","91.4"
"攻撃杖","9","109223","0","0","0","0","0","0","0","0","0","0","0","船舵法杖","1.2","0","0","0","0","95"
"攻撃杖","9","109224","0","0","0","0","0","0","0","0","0","0","0","公孫樹杖‧銀天","1.2","0","0","0","0","98.8"
"回復杖","9","109251","0","0","0","0.4","0","0.4","0","0","0","0","0","惡魔之心長杖","0","60","0","0","0","78"
"回復杖","9","109252","0","0","0","0.4","0","0.4","0","0","0","0","0","魔法湯勺權杖","0","60","0","0","0","81.8"
"回復杖","9","109253","0","0","0","0.4","0","0.4","0","0","0","0","0","海鳥泳圈","0","60","0","0","0","85.6"
"回復杖","9","109254","0","0","0","0.4","0","0.4","0","0","0","0","0","紅葉巫女之枝垂串","0","60","0","0","0","89.2"
"軽装鎧","9","109281","0","0","0","2","0","2","0","0","58.2","0","0","圍裙輕鎧","0","0","1.8","0","0","0"
"軽装鎧","9","109282","0","0","0","2","0","2","0","0","61.6","0","0","閃耀水手服","0","0","1.8","0","0","0"
"軽装鎧","9","109283","0","0","0","2","0","2","0","0","65","0","0","戀染紅葉秋模樣","0","0","1.8","0","0","0"
"軽装鎧","9","109284","0","0","0","2","0","2","0","0","68.4","0","0","能天使盔甲","0","0","1.8","0","0","0"
"重装鎧","9","109311","0","0","0","3.2","0","3.2","0","0","0","0","0","圍裙盔甲","0","418","0","0","0","0"
"重装鎧","9","109312","0","0","0","3.4","0","3.4","0","0","0","0","0","厚實海兵服","0","431","0","0","0","0"
"重装鎧","9","109313","0","0","0","3.6","0","3.6","0","0","0","0","0","唐紅姬武將大鎧","0","444","0","0","0","0"
"重装鎧","9","109314","0","0","0","3.6","0","3.6","0","0","0","0","0","力天使鎧甲","0","474","0","0","0","0"
"服","9","109341","0","0","0","1","0","1","0","0","61.8","0","0","資深主廚服","0","64","0","0","0","0"
"服","9","109343","0","0","0","1","0","1","0","0","68.8","0","0","秋風裂裝‧紅","0","64","0","0","0","0"
"魔法服","9","109371","0","0","0","1.6","0","1.6","0","0","0","0","0","專業服務生服","1","0","0","0","0","62"
"魔法服","9","109372","0","0","0","1.6","0","1.6","0","0","0","0","0","海洋領航員服","1","0","0","0","0","65.6"
"魔法服","9","109373","0","0","0","1.6","0","1.6","0","0","0","0","0","姬法師秋草裝","1","0","0","0","0","69"
"魔法服","9","109374","0","0","0","1.6","0","1.6","0","0","0","0","0","主天使長袍","1","0","0","0","0","72.4"
"盾","9","109401","0","0","0","3","0","3","0","0","43.2","0","0","高級茶托護盾","0","52","0","0","0","0"
"盾","9","109402","0","0","0","3","0","3","0","0","46.6","0","0","船舵盾牌","0","52","0","0","0","0"
"靴","9","109432","0","0","0","1","0","1","0","0","72.6","0","0","水線跑鞋","0","0","0","0","0","0"
"靴","9","109434","0","0","0","1.2","0","1.2","0","0","77.4","0","0","權天使高跟鞋","0","0","0","0","0","0"
"魔法靴","9","109461","0","0","0","0.8","0","0.8","0","0","0","0","0","杯型高跟鞋","0","92","0","0","0","60.8"
"魔法靴","9","109463","0","0","0","0.8","0","0.8","0","0","0","0","0","鳴降遊靴秋夜長","0","92","0","0","0","67.6"
"帽子","9","109493","0","0","0","0","0","0","0","0","74.2","0","0","秋天紅兜秋時雨","0","105","0","0","0","0"
"帽子","9","109494","0","0","0","0","0","0","0","0","77.6","0","0","座天使之冠","0","105","0","0","0","0"
"魔法帽子","9","109522","0","0","0","0.8","0","0.8","0","0","0","0","0","地平線看守者","0","0","0","0","0","74.6"
"魔法帽子","9","109524","0","0","0","0.8","0","0.8","0","0","0","0","0","智天使帽","0","0","0","0","0","81.4"
"攻撃アクセサリ","9","109551","0","0","0","0","0","0","0","0","76.6","0","0","雙角魔首飾","0","0","2","0","0","0"
"攻撃アクセサリ","9","109552","0","0","0","0","0","0","0","0","80.2","0","0","紅色花飾點心切刀","0","0","2","0","0","0"
"攻撃アクセサリ","9","109553","0","0","0","0","0","0","0","0","84","0","0","紅海的船舵胸針","0","0","2","0","0","0"
"攻撃アクセサリ","9","109554","0","0","0","0","0","0","0","0","87.8","0","0","紅葉扇蝴蝶紅楓","0","0","2","0","0","0"
"防御アクセサリ","9","109581","0","0","0","6","0","6","0","0","0","0","0","惡魔膜護頸","0","155","0","0","0","0"
"防御アクセサリ","9","109582","0","0","0","6.2","0","6.2","0","0","0","0","0","翡翠花飾筷子","0","171","0","0","0","0"
"防御アクセサリ","9","109583","0","0","0","6.4","0","6.4","0","0","0","0","0","碧海的船錨胸針","0","187","0","0","0","0"
"防御アクセサリ","9","109584","0","0","0","6.6","0","6.6","0","0","0","0","0","翠風扇鹿子銀杏","0","202","0","0","0","0"
"魔法アクセサリ","9","109611","0","0","0","0","0","0","0","0","0","0","0","惡魔尾領帶","1.6","0","0","0","0","76"
"魔法アクセサリ","9","109612","0","0","0","0","0","0","0","0","0","0","0","藍寶石三叉髮簪","1.6","0","0","0","0","79.6"
"魔法アクセサリ","9","109613","0","0","0","0","0","0","0","0","0","0","0","蒼海的泳圈胸針","1.6","0","0","0","0","83.4"
"魔法アクセサリ","9","109614","0","0","0","0","0","0","0","0","0","0","0","碧夜扇猛豬楓葉","1.6","0","0","0","0","87.2"
"剣","10","10001032","0","0","0","0","0","0","0","0","96.8","0","0","米迦勒之劍","0","60","0.6","0","0","0"
"剣","10","10001033","0","0","0","0","0","0","0","0","104.2","0","0","妖精煌劍阿喀琉亞娜","0","60","0.6","0","0","0"
"剣","10","10001034","0","0","0","0","0","0","0","0","108","0","0","香蕉祕劍","0","60","0.6","0","0","0"
"剣","10","10001035","0","0","0","0","0","0","0","0","111.8","0","0","機械人族EX劍","0","60","0.6","0","0","0"
"剣","10","10001036","0","0","0","0","0","0","0","0","115.4","0","0","蠻骨劍釘狀龍","0","60","0.6","0","0","0"
"刀","10","10004032","0","0","0","0","0","0","0","0","102","0","0","路西法之刃","0","12","1","0","0","0"
"刀","10","10004033","0","0","0","0","0","0","0","0","109.4","0","0","妖精舞刀帕特羅克洛斯","0","12","1","0","0","0"
"刀","10","10004034","0","0","0","0","0","0","0","0","113.2","0","0","天下第一甜瓜刀","0","12","1","0","0","0"
"刀","10","10004035","0","0","0","0","0","0","0","0","117","0","0","機械人族EX刀","0","12","1","0","0","0"
"刀","10","10004036","0","0","0","0","0","0","0","0","120.6","0","0","滅鱗大刀米拉加亞龍","0","12","1","0","0","0"
"短剣","10","10007032","0","0","0","0","0","0","0","0","103.2","0","0","撒但耶爾短劍","0","0","1","0","0","0"
"短剣","10","10007033","0","0","0","0","0","0","0","0","110.8","0","0","妖精夢刃得伊達彌亞","0","0","1","0","0","0"
"短剣","10","10007034","0","0","0","0","0","0","0","0","114.6","0","0","未完刃‧雲愁","0","0","1","0","0","0"
"短剣","10","10007035","0","0","0","0","0","0","0","0","118.4","0","0","機械人族EX匕首","0","0","1","0","0","0"
"短剣","10","10007036","0","0","0","0","0","0","0","0","122","0","0","黑帝牙劍嚴龍","0","0","1","0","0","0"
"拳","10","10010032","0","0","0","0","0","0","0","0","103.2","0","0","烏列爾拳套","0","0","1.2","0","0","0"
"拳","10","10010033","0","0","0","0","0","0","0","0","110.6","0","0","妖精幻腕卡西卡摩","0","0","1.2","0","0","0"
"拳","10","10010034","0","0","0","0","0","0","0","0","114.4","0","0","菴羅手甲","0","0","1.2","0","0","0"
"拳","10","10010035","0","0","0","0","0","0","0","0","118.2","0","0","機械人族EX短劍","0","0","1.2","0","0","0"
"拳","10","10010036","0","0","0","0","0","0","0","0","121.8","0","0","鼎角拳散角龍","0","0","1.2","0","0","0"
"弓","10","10013032","0","0","0","0.2","0","0.2","0","0","101.4","0","0","拉斐爾之弓","0","0","0.8","0","0","0"
"弓","10","10013033","0","0","0","0.2","0","0.2","0","0","108.8","0","0","妖精梓弓塔密里斯","0","0","0.8","0","0","0"
"弓","10","10013034","0","0","0","0.2","0","0.2","0","0","112.6","0","0","櫻桃樹枝弓","0","0","0.8","0","0","0"
"弓","10","10013035","0","0","0","0.2","0","0.2","0","0","116.4","0","0","機械人族EX十字弓","0","0","0.8","0","0","0"
"弓","10","10013036","0","0","0","0.2","0","0.2","0","0","120.2","0","0","滑空葬弓翼手龍","0","0","0.8","0","0","0"
"槍","10","10016032","0","0","0","0.4","0","0.4","0","0","99.8","0","0","薩基爾長槍","0","0","0","0","0","0"
"槍","10","10016033","0","0","0","0.4","0","0.4","0","0","107.2","0","0","妖精翅槍梅涅勞斯","0","0","0","0","0","0"
"槍","10","10016034","0","0","0","0.4","0","0.4","0","0","111","0","0","覆盆子晶槍","0","0","0","0","0","0"
"槍","10","10016035","0","0","0","0.4","0","0.4","0","0","114.8","0","0","機械人族EX長槍","0","0","0","0","0","0"
"槍","10","10016036","0","0","0","0.4","0","0.4","0","0","118.4","0","0","穿角槍獨角龍","0","0","0","0","0","0"
"斧","10","10019032","0","0","0","0","0","0","0","0","99","0","0","卡麥爾之斧","0","40","0.6","0","0","0"
"斧","10","10019033","0","0","0","0","0","0","0","0","106.4","0","0","妖精蝶斧蒙特蘇馬","0","40","0.6","0","0","0"
"斧","10","10019034","0","0","0","0","0","0","0","0","110.2","0","0","麝香貓果剛槌","0","40","0.6","0","0","0"
"斧","10","10019035","0","0","0","0","0","0","0","0","114","0","0","機械人族EX大槌","0","40","0.6","0","0","0"
"斧","10","10019036","0","0","0","0","0","0","0","0","117.6","0","0","渦殼斧菊石破壞者","0","40","0.6","0","0","0"
"攻撃杖","10","10022032","0","0","0","0","0","0","0","0","0","0","0","約斐爾之杖","1.2","0","0","0","0","102.6"
"攻撃杖","10","10022033","0","0","0","0","0","0","0","0","0","0","0","妖精崩杖庫普里斯","1.2","0","0","0","0","110"
"攻撃杖","10","10022034","0","0","0","0","0","0","0","0","0","0","0","蘋果法杖‧北斗","1.2","0","0","0","0","113.8"
"攻撃杖","10","10022035","0","0","0","0","0","0","0","0","0","0","0","機械人族EX魔杖","1.2","0","0","0","0","117.6"
"攻撃杖","10","10022036","0","0","0","0","0","0","0","0","0","0","0","龍杖喬斯坦伯格翼龍","1.2","0","0","0","0","121.2"
"回復杖","10","10025032","0","0","0","0.4","0","0.4","0","0","0","0","0","加百列之杖","0","60","0","0","0","93"
"回復杖","10","10025033","0","0","0","0.4","0","0.4","0","0","0","0","0","妖精癒杖雅娜克西比亞","0","60","0","0","0","100.4"
"回復杖","10","10025034","0","0","0","0.4","0","0.4","0","0","0","0","0","葡萄法杖‧龍眼","0","60","0","0","0","104.2"
"回復杖","10","10025035","0","0","0","0.4","0","0.4","0","0","0","0","0","機械人族EX靈杖","0","60","0","0","0","108"
"回復杖","10","10025036","0","0","0","0.4","0","0.4","0","0","0","0","0","祕封杖琥珀之棺","0","60","0","0","0","111.8"
"軽装鎧","10","10028032","0","0","0","2.2","0","2.2","0","0","73.4","0","0","妖精輝裝庫胡林","0","0","1.6","0","0","0"
"軽装鎧","10","10028033","0","0","0","2.2","0","2.2","0","0","76.8","0","0","白蓮閣鱗甲","0","0","1.6","0","0","0"
"軽装鎧","10","10028034","0","0","0","2.2","0","2.2","0","0","80.2","0","0","機械人族外骨骼","0","0","1.6","0","0","0"
"軽装鎧","10","10028035","0","0","0","2.4","0","2.4","0","0","81.8","0","0","絕滅骸裝暴君","0","0","1.6","0","0","0"
"重装鎧","10","10031032","0","0","0","3.8","0","3.8","0","0","0","0","0","妖精鎧甲奧伯隆","0","518","0","0","0","0"
"重装鎧","10","10031033","0","0","0","3.8","0","3.8","0","0","0","0","0","鳳梨重殼甲","0","548","0","0","0","0"
"重装鎧","10","10031034","0","0","0","3.8","0","3.8","0","0","0","0","0","機械人族外殼","0","578","0","0","0","0"
"重装鎧","10","10031035","0","0","0","4","0","4","0","0","0","0","0","擊滅鱗裝巨甲","0","592","0","0","0","0"
"服","10","10034032","0","0","0","1.2","0","1.2","0","0","75.8","0","0","妖精舞裝安溫","0","74","0","0","0","0"
"服","10","10034034","0","0","0","1.2","0","1.2","0","0","82.8","0","0","機械人族外套","0","74","0","0","0","0"
"魔法服","10","10037032","0","0","0","1.8","0","1.8","0","0","0","0","0","妖精麗裝緹坦妮雅","1","0","0","0","0","77.2"
"魔法服","10","10037033","0","0","0","1.8","0","1.8","0","0","0","0","0","葡萄柚靈裝","1","0","0","0","0","80.6"
"魔法服","10","10037034","0","0","0","1.8","0","1.8","0","0","0","0","0","機械人族外衣","1","0","0","0","0","84.2"
"魔法服","10","10037035","0","0","0","2","0","2","0","0","0","0","0","幻蝦靈裝異形","1","0","0","0","0","85.6"
"盾","10","10040032","0","0","0","0","0","0","0","0","74.2","0","0","妖精叢盾斯普利坎","0","105","0","0","0","0"
"盾","10","10040033","0","0","0","3","0","3","0","0","61.6","0","0","麝香貓果薰盾","0","72","0","0","0","0"
"盾","10","10040035","0","0","0","3.2","0","3.2","0","0","66.4","0","0","衝突重盾三角龍","0","72","0","0","0","0"
"靴","10","10043033","0","0","0","1.2","0","1.2","0","0","87.8","0","0","翠華西瓜海水鞋","0","0","0","0","0","0"
"靴","10","10043035","0","0","0","1.4","0","1.4","0","0","92.6","0","0","餓龍疾靴雙猛禽","0","0","0","0","0","0"
"魔法靴","10","10046032","0","0","0","0.8","0","0.8","0","0","0","0","0","妖精舞屣希爾基","0","100","0","0","0","77"
"魔法靴","10","10046033","0","0","0","0.8","0","0.8","0","0","0","0","0","紅玉莓短靴","0","100","0","0","0","80.4"
"帽子","10","10049034","0","0","0","0","0","0","0","0","91.2","0","0","機械人族護目罩","0","105","0","0","0","0"
"魔法帽子","10","10052034","0","0","0","0.8","0","0.8","0","0","0","0","0","機械人族全罩式頭盔","0","0","0","0","0","95"
"魔法帽子","10","10052035","0","0","0","0.8","0","0.8","0","0","0","0","0","翼龍額冠長頸種","0","0","0","0","0","98.6"
"攻撃アクセサリ","10","10055032","0","0","0","0","0","0","0","0","91.6","0","0","梅塔特隆戒指","0","0","1.8","0","0","0"
"攻撃アクセサリ","10","10055033","0","0","0","0","0","0","0","0","99","0","0","妖精晶翅瑪查","0","0","1.8","0","0","0"
"攻撃アクセサリ","10","10055034","0","0","0","0","0","0","0","0","102.8","0","0","紅玉徽章","0","0","1.8","0","0","0"
"攻撃アクセサリ","10","10055035","0","0","0","0","0","0","0","0","106.6","0","0","深紅三角","0","0","1.8","0","0","0"
"攻撃アクセサリ","10","10055036","0","0","0","0","0","0","0","0","110.4","0","0","紅飾放射齒","0","0","1.8","0","0","0"
"防御アクセサリ","10","10058032","0","0","0","6.6","0","6.6","0","0","0","0","0","生命樹戒指","0","236","0","0","0","0"
"防御アクセサリ","10","10058033","0","0","0","6.8","0","6.8","0","0","0","0","0","妖精舞翅尼曼","0","284","0","0","0","0"
"防御アクセサリ","10","10058034","0","0","0","6.8","0","6.8","0","0","0","0","0","鬼木天蓼徽章","0","318","0","0","0","0"
"防御アクセサリ","10","10058035","0","0","0","6.8","0","6.8","0","0","0","0","0","翠綠四角","0","352","0","0","0","0"
"防御アクセサリ","10","10058036","0","0","0","7","0","7","0","0","0","0","0","碧飾海洋龜","0","367","0","0","0","0"
"魔法アクセサリ","10","10061032","0","0","0","0","0","0","0","0","0","0","0","聖德芬戒指","1.4","0","0","0","0","91"
"魔法アクセサリ","10","10061033","0","0","0","0","0","0","0","0","0","0","0","妖精環翅摩莉甘","1.4","0","0","0","0","98.6"
"魔法アクセサリ","10","10061034","0","0","0","0","0","0","0","0","0","0","0","巨峰徽章","1.4","0","0","0","0","102.4"
"魔法アクセサリ","10","10061035","0","0","0","0","0","0","0","0","0","0","0","碧藍正圓","1.4","0","0","0","0","106.2"
"魔法アクセサリ","10","10061036","0","0","0","0","0","0","0","0","0","0","0","蒼飾葉菊石","1.4","0","0","0","0","109.8"
