c7aea107fff5aa64f009922ac42a6e3fdda392200d346c2e1d59f30a506299fc,e038e3fd5e621154cea2494e9c4bbaad0f4a5b5dbd61cebd3922e50e833ee69a,b47a79bcdf0e36b695cdd8c5ed3f546d3f55cdc0bf85d576384a157beaa6383c,3e3a0a0f754dcaf568b381c2c785d906b6d2b52a2e0bda8cbf91418326ae142d,c5becfcd47de1ec2ec368bc1d3789de6624ba77eec491216cf47b593d71e20da,9273c565d602f37619920d9b3834543f448b7fcd29f62999f2c399ad594ac699,0db746945cfaf85ce8487d7539c6e971ff1415778ef969a56cb67434f45dddf8,c88e3f3b9735c5f8daf8188b005baf4f423dd99d09dcf955eefcf286b437451d,094890d185dd95aba5dfa5091b39ed3355e5f0d7fa0935b2cde0b007cf4e3d76,8c7f653d7ecce5365dfd09edabdf266f4f99d3e07935aa5e5c1d972c28450cce,332446c97b2b91bd24b88733b105ef41f509ed600f498b35dfdbb9e47cbc80bf,6c2c37fd8410021b4fbb61ee34a7dd9374d01ba1cfca7cb0e5e226e2faa65ed1,4a5e2b60aca5ad40a360e08f4849f70ed11e6abbd2ee32a52125b1d2e7e18243,88a8e6088058ae74aa4a19febcf6baa7f2ea4a4aa61447a782d136130295cba7,9818c38084a503cc0e2bdff0a45142074dfdec6bd3a52dd52f78665b81dc91c3
"99001305","打倒1隻魔物植物‧莫培爾培（NORMAL限定）","99001305","1014401","2030/04/01 14:59:59","0","0","2024/09/01 16:00:00","9019","1","10","1","6006","10144","601"
"99001306","打倒1隻魔物植物‧莫培爾培（HARD限定）","99001306","1014402","2030/04/01 14:59:59","0","0","2024/09/01 16:00:00","9019","1","11","1","6007","10144","601"
"99001307","打倒1隻魔物植物‧莫培爾培（VERY HARD限定）","99001307","1014403","2030/04/01 14:59:59","0","0","2024/09/01 16:00:00","9019","1","12","1","6010","10144","601"
"99001308","打倒1隻魔物植物‧莫培爾培（SPECIAL限定）","99001308","1014404","2030/04/01 14:59:59","0","0","2024/09/01 16:00:00","9019","1","13","1","6011","10144","601"
"99001309","打倒1隻捲土重來‧吉諾（NORMAL限定）","99001309","1014601","2030/04/01 14:59:59","0","0","2024/10/01 16:00:00","9019","1","10","1","6006","10146","601"
"99001310","打倒1隻捲土重來‧吉諾（HARD限定）","99001310","1014602","2030/04/01 14:59:59","0","0","2024/10/01 16:00:00","9019","1","11","1","6007","10146","601"
"99001311","打倒1隻捲土重來‧吉諾（VERY HARD限定）","99001311","1014603","2030/04/01 14:59:59","0","0","2024/10/01 16:00:00","9019","1","12","1","6010","10146","601"
"99001312","打倒1隻捲土重來‧吉諾（SPECIAL限定）","99001312","1014604","2030/04/01 14:59:59","0","0","2024/10/01 16:00:00","9019","1","13","1","6011","10146","601"
"99001313","閱覽所有大夢想樂園導覽","99001313","0","2030/04/01 14:59:59","0","0","2029/04/01 15:00:00","0","1","15","1","6001","10146","601"
"99001314","打倒1隻盛夏的發狂史萊姆（NORMAL限定）","99001314","1014801","2030/04/01 14:59:59","0","0","2024/11/01 16:00:00","9019","1","10","1","6006","10148","601"
"99001315","打倒1隻盛夏的發狂史萊姆（HARD限定）","99001315","1014802","2030/04/01 14:59:59","0","0","2024/11/01 16:00:00","9019","1","11","1","6007","10148","601"
"99001316","打倒1隻盛夏的發狂史萊姆（VERY HARD限定）","99001316","1014803","2030/04/01 14:59:59","0","0","2024/11/01 16:00:00","9019","1","12","1","6010","10148","601"
"99001317","打倒1隻盛夏的發狂史萊姆（SPECIAL限定）","99001317","1014804","2030/04/01 14:59:59","0","0","2024/11/01 16:00:00","9019","1","13","1","6011","10148","601"
"99001318","透過修復夏日相片復原所有相片","99001318","0","2030/04/01 14:59:59","0","0","2029/04/01 15:00:00","0","1","15","1","6001","10148","601"
"99001319","打倒1隻混沌生成系統（NORMAL限定）","99001319","1015001","2030/04/01 14:59:59","0","0","2024/12/01 16:00:00","9019","1","10","1","6006","10150","601"
"99001320","打倒1隻混沌生成系統（HARD限定）","99001320","1015002","2030/04/01 14:59:59","0","0","2024/12/01 16:00:00","9019","1","11","1","6007","10150","601"
"99001321","打倒1隻混沌生成系統（VERY HARD限定）","99001321","1015003","2030/04/01 14:59:59","0","0","2024/12/01 16:00:00","9019","1","12","1","6010","10150","601"
"99001322","打倒1隻混沌生成系統（SPECIAL限定）","99001322","1015004","2030/04/01 14:59:59","0","0","2024/12/01 16:00:00","9019","1","13","1","6011","10150","601"
"99001323","閱覽所有水都的回憶劇情","99001323","0","2030/04/01 14:59:59","0","0","2029/04/01 15:00:00","0","1","15","1","6001","10150","601"
"99001324","打倒1隻吞食記憶‧白島鯨（NORMAL限定）","99001324","1015201","2030/04/01 14:59:59","0","0","2025/01/01 16:00:00","9019","1","10","1","6006","10152","601"
"99001325","打倒1隻吞食記憶‧白島鯨（HARD限定）","99001325","1015202","2030/04/01 14:59:59","0","0","2025/01/01 16:00:00","9019","1","11","1","6007","10152","601"
"99001326","打倒1隻吞食記憶‧白島鯨（VERY HARD限定）","99001326","1015203","2030/04/01 14:59:59","0","0","2025/01/01 16:00:00","9019","1","12","1","6010","10152","601"
"99001327","打倒1隻吞食記憶‧白島鯨（SPECIAL限定）","99001327","1015204","2030/04/01 14:59:59","0","0","2025/01/01 16:00:00","9019","1","13","1","6011","10152","601"
"99001328","閱覽所有大家的廣播體操","99001328","0","2030/04/01 14:59:59","0","0","2029/04/01 15:00:00","0","1","15","1","6001","10152","601"
"99001329","打倒1隻惡毒巨蛇（NORMAL限定）","99001329","1015401","2030/04/01 14:59:59","0","0","2025/02/01 16:00:00","9019","1","10","1","6006","10154","601"
"99001330","打倒1隻惡毒巨蛇（HARD限定）","99001330","1015402","2030/04/01 14:59:59","0","0","2025/02/01 16:00:00","9019","1","11","1","6007","10154","601"
"99001331","打倒1隻惡毒巨蛇（VERY HARD限定）","99001331","1015403","2030/04/01 14:59:59","0","0","2025/02/01 16:00:00","9019","1","12","1","6010","10154","601"
"99001332","打倒1隻惡毒巨蛇（SPECIAL限定）","99001332","1015404","2030/04/01 14:59:59","0","0","2025/02/01 16:00:00","9019","1","13","1","6011","10154","601"
"99001333","打倒1隻超級 衝刺喬（NORMAL限定）","99001333","1015601","2030/04/01 14:59:59","0","0","2025/03/01 16:00:00","9019","1","10","1","6006","10156","601"
"99001334","打倒1隻超級 衝刺喬（HARD限定）","99001334","1015602","2030/04/01 14:59:59","0","0","2025/03/01 16:00:00","9019","1","11","1","6007","10156","601"
"99001335","打倒1隻超級 衝刺喬（VERY HARD限定）","99001335","1015603","2030/04/01 14:59:59","0","0","2025/03/01 16:00:00","9019","1","12","1","6010","10156","601"
"99001336","打倒1隻超級 衝刺喬（SPECIAL限定）","99001336","1015604","2030/04/01 14:59:59","0","0","2025/03/01 16:00:00","9019","1","13","1","6011","10156","601"
"99001337","在「衝突！破壞！非法坦克大戰」中，將機器的總戰力提升至10000以上","99001337","0","2030/04/01 14:59:59","0","0","2029/04/01 15:00:00","0","1","15","1","6001","10156","601"
"99001338","在「衝突！破壞！非法坦克大戰」中，從布武機那邊獲得50個零件","99001338","0","2030/04/01 14:59:59","0","0","2029/04/01 15:00:00","0","1","15","1","6001","10156","601"
"99001339","在「衝突！破壞！非法坦克大戰」中，通過冒險模式的關卡50","99001339","0","2030/04/01 14:59:59","0","0","2029/04/01 15:00:00","0","1","15","1","6001","10156","601"
"99001340","打倒1隻年幼鬼魂‧吐舌鬼（NORMAL限定）","99001340","1015801","2030/04/01 14:59:59","0","0","2025/04/01 16:00:00","9019","1","10","1","6006","10158","601"
"99001341","打倒1隻年幼鬼魂‧吐舌鬼（HARD限定）","99001341","1015802","2030/04/01 14:59:59","0","0","2025/04/01 16:00:00","9019","1","11","1","6007","10158","601"
"99001342","打倒1隻年幼鬼魂‧吐舌鬼（VERY HARD限定）","99001342","1015803","2030/04/01 14:59:59","0","0","2025/04/01 16:00:00","9019","1","12","1","6010","10158","601"
"99001343","打倒1隻年幼鬼魂‧吐舌鬼（SPECIAL限定）","99001343","1015804","2030/04/01 14:59:59","0","0","2025/04/01 16:00:00","9019","1","13","1","6011","10158","601"
"99001344","打倒1隻咒縛的大蛇‧梅杜希亞娜（NORMAL限定）","99001344","1016001","2030/04/01 14:59:59","0","0","2025/05/01 16:00:00","9019","1","10","1","6006","10160","601"
"99001345","打倒1隻咒縛的大蛇‧梅杜希亞娜（HARD限定）","99001345","1016002","2030/04/01 14:59:59","0","0","2025/05/01 16:00:00","9019","1","11","1","6007","10160","601"
"99001346","打倒1隻咒縛的大蛇‧梅杜希亞娜（VERY HARD限定）","99001346","1016003","2030/04/01 14:59:59","0","0","2025/05/01 16:00:00","9019","1","12","1","6010","10160","601"
"99001347","打倒1隻咒縛的大蛇‧梅杜希亞娜（SPECIAL限定）","99001347","1016004","2030/04/01 14:59:59","0","0","2025/05/01 16:00:00","9019","1","13","1","6011","10160","601"
