a941a90a83dc7ee327412cda5e5408445d8416fae3c8046531a85d4483cb1e6e,90efa264d8b73146888271a76f679c42c80b76b884c5e8cf7bb401a042a0408b,ba70a4e08a064509ef532da1a7bb50e7a9ddcd02b0b300229d1632ea8edab5db,f64de156a87bc819a1e021e8869733f0b86da799fc2fcd97791a50f9aef72569,0dda461902622a59180df2ad6aef8b13f81531fdc7fd6ec2bce42392de41650e,b55f7ae61b353231a2eec809664cf54b0073289fc13d1c52249fe4c716c36692,383a23c1d40614fa48f8afb50746defcb9ed145cfe16f4a5c37d99b2a014312a,8783991218d405c63d6cfee0201fb42e10cdb98a4911881870cb757d3abe542d
"1","10080","ㄕ","ㄗ","被稱為百獸之王的貓科大型肉食野獸。","3008000","2","獅子"
"1","10080","ㄚ","ㄠ","會發出吼叫聲的大型貓科物種。嘎喔！","3008001","2","大貓"
"2","10080","ㄨㄢ","ㄨㄤ","擁有威風鬃毛的最強野獸。","3008002","2","萬獸之王"
"2","10080","ㄨㄥ","ㄠ","生長在馬或公獅子脖子周圍的毛髮。","3008003","2","鬃毛"
"2","10080","ㄨ","ㄟ","全身覆滿了毛，以四條腿走路的大型動物。","3008004","2","哺乳類"
"3","10080","ㄠ","ㄕ","獅子座之魔星獸，會用灼熱咆哮將攻擊牠的敵人全數燒盡。","3008005","2","奧爾獅"
"1","10081","ㄧㄢ","ㄧ","用木頭包覆有色筆芯的筆記用具。","3008100","2","鉛筆"
"1","10081","ㄕ","ㄛ","被用來當作鉛筆筆芯的材料。","3008101","2","石墨"
"2","10081","ㄨㄥ","ㄧㄠ","說到批改考卷就會常看到的顏色。","3008102","2","紅色顏料"
"2","10081","ㄧ","ㄩ","鉛筆、橡皮擦等書桌用具的總稱。","3008103","2","筆記用具"
"3","10081","ㄚ","ㄧㄢ","克蘿依最愛的棒狀帶刺武器。","3008104","2","殺手筆劍"
"1","10082","ㄞ","ㄧㄤ","自己產生能量、發光發熱的星體。","3008200","2","太陽"
"1","10082","ㄧㄢ","ㄧㄤ","和煦亮麗的陽光。","3008201","2","豔陽"
"2","10082","ㄧㄤ","ㄨㄤ","指太陽發出的光芒。","3008202","2","陽光"
"2","10082","ㄧㄥ","ㄧㄢ","空中雲朵較少、有太陽露臉的溫暖天氣。","3008203","2","晴天"
"1","10083","ㄨㄥ","ㄧㄥ","靠魔法浮力翱翔天際的充氣交通工具。","3008300","2","空艇"
"2","10083","ㄨㄢ","ㄨㄢ","載著人或物在水上前進的交通工具。","3008301","2","船"
"2","10083","ㄟ","ㄨㄢ","靠充氣等方式讓機體浮起、加入動力和舵，在空中飛行的船。","3008302","2","飛行船"
"2","10083","ㄠ","ㄧ","搭乘可飛行的交通工具，在空中移動，甚至可以四處旅遊。","3008303","2","遨遊天際"
"3","10083","ㄛ","ㄨㄟ","（預計）由莫妮卡提督指揮的飛空艇艦隊。","3008304","2","莫妮卡的艦隊"
"1","10084","ㄟ","ㄨㄟ","莖上帶刺的美麗紅花。","3008400","2","玫瑰"
"1","10084","ㄧㄥ","ㄧ","在村落附近相當常見，帶刺灌木的總稱。","3008401","2","荊棘"
"1","10084","ㄨㄚ","ㄨㄚ","植物的繁殖器官，多數都很漂亮。","3008402","2","花"
"3","10084","ㄨㄥ","ㄣ","在千鈞一髮之際給予Shiny★智協助的神秘人物。到底是誰呢……","3008403","2","紅薔薇之人"
"1","10085","ㄡ","ㄙ","在握成小團的飯上放魚片等食材的東國料理。","3008500","2","壽司"
"1","10085","ㄜ","ㄧ","具有東國代表特色的料理。","3008501","2","和式料理"
"1","10085","ㄨㄟ","ㄩ","美味的紅肉魚。","3008502","2","鮪魚"
"3","10085","ㄧㄣ","ㄙ","奢侈地使用了需要相當費力才能捕獲的金槍鮪的握壽司。","3008503","2","金槍鮪握壽司"
"3","10085","ㄚ","ㄕ","大間能捕到最高級的魚，金槍鮪。","3008504","2","大間的美食"
"1","10086","ㄧㄥ","ㄗ","會映出自己模樣的神奇道具。","3008600","2","鏡子"
"2","10086","ㄢ","ㄜ","一種傳播方向產生變化的物理現象。","3008601","2","反射"
"2","10086","ㄧ","ㄩ","用於整理儀容的道具。","3008602","2","禮節道具"
"3","10086","ㄩㄝ","ㄧㄣ","啊啊，我今天也很美麗呢！","3008603","2","雪的愛用物品"
"1","10087","ㄡ","ㄨㄢ","女王或公主戴在頭頂上的豪華飾品。","3008700","2","后冠"
"1","10087","ㄨㄢ","ㄧㄢ","王族等人物配戴在頭上的豪華飾品。","3008701","2","冠冕"
"2","10087","ㄕ","ㄧㄣ","穿戴在身上，主要用於裝飾的物品。","3008702","2","飾品"
"2","10087","ㄧㄚ","ㄕ","代表權力之冠冕帶上的一種儀式。","3008703","2","加冕儀式"
"3","10087","ㄢ","ㄨㄢ","其實隱藏著強大力量的皇家裝備的一部分。","3008704","2","貪吃佩可的皇冠"
"3","10087","ㄨㄤ","ㄟ","裝備後威力會大幅提升，但是好像肚子會餓。","3008705","2","皇家的裝備"
"1","10088","ㄨㄢ","ㄨ","將肉和蔬菜加入高湯，長時間燉煮的熱呼呼料理。","3008800","2","關東煮"
"1","10088","ㄨㄣ","ㄞ","肉和蔬菜的燉煮料理。","3008801","2","燉菜"
"1","10088","ㄨㄛ","ㄗ","煮食物用的調理器具。","3008802","2","鍋子"
"3","10088","ㄧㄥ","ㄨ","用狂怒綠龍尾巴高湯燉煮的頂級關東煮。","3008803","2","頂級的龍尾關東煮"
"1","10089","ㄥ","ㄠ","靠魔法之力發光的道具。","3008900","2","燈泡"
"1","10089","ㄠ","ㄧㄥ","照亮黑暗的光。","3008901","2","照明"
"2","10089","ㄞ","ㄥ","利用熱能放射來發光的玻璃球。","3008902","2","白熾燈"
"2","10089","ㄧ","ㄠ","較小顆的燈泡。","3008903","2","迷你燈泡"
"2","10089","ㄧㄤ","ㄧㄥ","表現光芒閃爍的狀聲詞。","3008904","2","亮晶晶"
"3","10089","ㄧㄚ","ㄢ","導出真相的靈感之力。只要交給名偵探，任何難解事件都能解決！","3008905","2","霞的靈光一閃"
"1","10090","ㄩㄣ","ㄨㄛ","飄在空中，由水滴或冰粒組成的團塊，會產生雨和雷。","3009000","2","雲朵"
"2","10090","ㄧ","ㄩㄣ","夏季天空經常出現，不斷冒出湧動的大片雲朵。","3009001","2","積雨雲"
"2","10090","ㄧㄣ","ㄧㄢ","被雲遮蓋而看不見太陽的天氣。","3009002","2","陰天"
"2","10090","ㄧㄢ","ㄤ","放入口中就會唰地溶化，又白又軟綿的白色甜點。","3009003","2","棉花糖"
"3","10090","ㄟ","ㄟ","使喚著雷雲，天真無邪地四處大鬧的雷娘。","3009004","2","雷雷"
"1","10091","ㄨ","ㄡ","可以砍樹的道具，也能當作武器。","3009100","2","斧頭"
"1","10091","ㄕ","ㄨ","用石頭做的斧頭，通常被當作武器或農具。","3009101","2","石斧"
"2","10091","ㄚ","ㄩ","由一根木棍把手接著一塊梯形刀片所組成，可用來砍樹。","3009102","2","伐木工具"
"3","10091","ㄜ","ㄧ","老練的哥布林戰士手上的武器。","3009103","2","哥布林王者的武器"
"1","10092","ㄨㄣ","ㄩㄢ","用自然湧出的熱水打造的浴池。暖暖身子吧。","3009200","2","溫泉"
"1","10092","ㄨ","ㄤ","設置在野外或戶外，沒有屋頂的浴池。","3009201","2","露天浴場"
"1","10092","ㄥ","ㄢ","以溫泉煮熟的水煮嫩蛋，是種美味的雞蛋料理。","3009202","2","蒸煮溫泉蛋"
"2","10092","ㄧㄥ","ㄤ","能緩解身體疲勞與不適的知名溫泉。","3009203","2","名湯"
"3","10092","ㄧ","ㄩㄢ","牧場湧出的天然溫泉。來泡一泡消除疲勞吧。","3009204","2","伊麗莎白牧場溫泉"
"1","10093","ㄣ","ㄡ","安眠的必需品。","3009300","2","枕頭"
"1","10093","ㄠ","ㄣ","用來環抱的大型枕頭。","3009301","2","抱枕"
"2","10093","ㄧㄣ","ㄩ","如被子、枕頭、睡衣等，睡覺時使用物品的總稱。","3009302","2","寢具"
"2","10093","ㄨㄟ","ㄧㄣ","睡覺時不可或缺的物品。今晚也能一夜好眠。","3009303","2","睡眠用品"
"3","10093","ㄨ","ㄨ","栞贈送的禮物。其實無論何時何地都想帶著走。","3009304","2","初音的寶物"
"1","10094","ㄚ","ㄓ","印著圖畫或照片的有趣讀物。","3009400","2","雜誌"
"2","10094","ㄢ","ㄨㄚ","有著訪談、娛樂資訊等各種豐富內容的讀物。","3009401","2","漫畫"
"2","10094","ㄕ","ㄨ","刊登時尚相關文章的書籍。","3009402","2","時尚刊物"
"3","10094","ㄧㄥ","ㄧ","在蘭德索爾，無論男女老少都非常喜愛。","3009403","2","鈴奈的寫真集"
"1","10095","ㄧ","ㄨ","透過敲打鼓面發出聲音。咚咚咚！","3009500","2","擊鼓"
"1","10095","ㄧㄠ","ㄨ","敲打會發出高音的小型鼓。","3009501","2","小鼓"
"2","10095","ㄨ","ㄤ","用來敲擊鼓面產生音調的敲擊棒。","3009502","2","鼓棒"
"2","10095","ㄧㄣ","ㄩ","一種具有強力音樂節奏的樂曲形式。","3009503","2","進行曲"
"2","10095","ㄚ","ㄧ","透過敲、打、搖晃等方式發出聲音的樂器總稱。","3009504","2","打擊樂器"
"1","10096","ㄧㄥ","ㄨㄛ","在夜空中，將星星連線來看作各種事物的東西。","3009600","2","星座"
"1","10096","ㄧㄢ","ㄧ","存在於宇宙中的星星總稱，包括壁球、月亮、太陽。","3009601","2","天體"
"1","10096","ㄧㄣ","ㄜ","由各種星星、氣態物質、宇宙塵埃等匯聚而成的巨大天體。","3009602","2","銀河"
"2","10096","ㄧㄝ","ㄨㄥ","太陽西沈，暗到能看見星星和月亮的天空。","3009603","2","夜空"
"2","10096","ㄥ","ㄧㄥ","點亮夜空的主角們。","3009604","2","恆星"
"3","10096","ㄢ","ㄨㄛ","那個星座……看起來很像飯糰吧？太讚了吧☆","3009605","2","飯糰座"
"1","10097","ㄢ","ㄧㄝ","又甜又酸的夏季蔬菜。其實是茄子的同類。","3009700","2","番茄"
"1","10097","ㄧㄠ","ㄧㄝ","一口大小的番茄，有的品種是黃色的。","3009701","2","小番茄"
"2","10097","ㄧ","ㄕ","番茄的別名。","3009702","2","西紅柿"
"2","10097","ㄧㄝ","ㄧ","將番茄燉煮並調味所製成的料理。","3009703","2","茄汁料理"
"1","10098","ㄠ","ㄧ","茂密地長著草的寬廣空地。","3009800","2","草地"
"1","10098","ㄨㄤ","ㄩㄢ","幾乎沒有樹木，被花草覆蓋的遼闊大地。","3009801","2","廣闊草原"
"1","10098","ㄩㄢ","ㄧㄝ","長著草的寬廣平地。","3009802","2","原野"
"1","10099","ㄞ","ㄨㄥ","偶爾會出現在剛下完雨的天空，因陽光反射而出現的奇蹟。","3009900","2","彩虹"
"1","10099","ㄩㄝ","ㄨㄥ","出現於夜晚，因月光折射而產生的奇蹟。","3009901","2","月虹"
"1","10099","ㄧ","ㄞ","彩虹中能看見的七種顏色，由紅橙黃綠藍靛紫組成。","3009902","2","七彩"
"2","10099","ㄨㄚ","ㄧㄠ","彷彿朝天空延伸一般出現的彩虹。","3009903","2","掛在天上的橋"
"2","10099","ㄩ","ㄡ","雨停過後的短暫時間。","3009904","2","雨後"
"1","10100","ㄠ","ㄧㄥ","將冰塊打碎、淋上蜜糖，看起來像雪花的夏日甜點。","3010000","2","刨冰"
"1","10100","ㄢ","ㄧ","一片湛藍，如同清爽的海洋一般，淋在刨冰上的蜜糖。","3010001","2","藍色夏威夷"
"2","10100","ㄧㄥ","ㄚ","用冰淇淋或水果點綴得五彩繽紛的豪華刨冰。","3010002","2","冰沙"
"2","10100","ㄧㄚ","ㄕ","用來表示夏天感覺的東西。除了西瓜，其他還有大海或煙火等。","3010003","2","夏天風物詩"
"1","10101","ㄨ","ㄧㄝ","靠美麗的翅膀飄然舞動，像妖精一樣的昆蟲。","3010100","2","蝴蝶"
"1","10101","ㄥ","ㄧㄝ","美麗的大型蝴蝶的一種，後翅多有長長突起。","3010101","2","鳳蝶"
"1","10101","ㄟ","ㄧㄝ","以黑色大翅膀舞動的美麗蝴蝶。","3010102","2","黑鳳蝶"
"2","10101","ㄨㄥ","ㄨㄥ","除人、獸、鳥、魚以外小動物的總稱。幾乎都數量繁多。","3010103","2","蟲"
"2","10101","ㄧㄝ","ㄕ","競技游泳的一種，因外形像蝴蝶而得名。","3010104","2","蝶式"
"3","10101","ㄧㄢ","ㄧㄝ","變貌大妃的幻化蝴蝶。","3010105","2","變貌幻蝶"
"1","10102","ㄠ","ㄚ","高聳矗立的建築物。","3010200","2","高塔"
"2","10102","ㄚ","ㄞ","眾多塔羅牌的其中一張。","3010201","2","塔羅牌"
"2","10102","ㄨㄢ","ㄞ","為眺望遠方而蓋的建築物。","3010202","2","觀景台"
"2","10102","ㄧㄠ","ㄧㄢ","為監視目的地而蓋的高聳建築物。","3010203","2","瞭望點"
"2","10102","ㄛ","ㄡ","彷彿直達天際的高聳建築物。","3010204","2","摩天大樓"
"1","10103","ㄧㄥ","ㄧㄣ","冰～冰甜～甜的點心。","3010300","2","冰淇淋"
"1","10103","ㄧㄢ","ㄨㄥ","「冰淇淋」的別稱。夏日消暑好選擇。","3010301","2","甜筒"
"2","10103","ㄛ","ㄨㄟ","又甜又會瞬間在口中擴散的清爽口味。","3010302","2","薄荷巧克力口味"
"2","10103","ㄚ","ㄨ","「冰淇淋」的另一種說法。","3010303","2","叭噗"
"3","10103","ㄩㄝ","ㄧ","雪菲是薄荷巧克力派。","3010304","2","雪菲喜歡的東西"
"1","10104","ㄧㄢ","ㄩㄢ","中央有個洞的輪狀甜點。","3010400","2","甜甜圈"
"2","10104","ㄨㄛ","ㄗ","「甜甜圈」的另一種稱呼。","3010401","2","多拿滋"
"2","10104","ㄧㄠ","ㄧㄢ","淋上了巧克力的標準點心。","3010402","2","巧克力甜點"
"1","10105","ㄧㄠ","ㄩㄢ","可以兌換食物、進入設施的票券。","3010500","2","票券"
"1","10105","ㄨㄥ","ㄥ","表述約定或權利的紙張。","3010501","2","通行證"
"3","10105","ㄠ","ㄩㄢ","可跳過已通關冒險的方便道具。","3010502","2","掃蕩券"
"1","10106","ㄧㄡ","ㄩㄢ","浮在水上的道具。在水上漂浮真舒服。","3010600","2","游泳圈"
"2","10106","ㄠ","ㄩㄢ","特殊形狀的泳圈。和凱留小姐一樣有著可愛的貓耳朵呢。","3010601","2","造型泳圈"
"2","10106","ㄢ","ㄧㄣ","只要有了這個，不會游泳也沒關係。","3010602","2","旱鴨子必備的物品"
"3","10106","ㄞ","ㄩㄢ","不擅長游泳的凱留最愛用的可愛貓咪造型游泳圈。","3010603","2","凱留的游泳圈"
"1","10107","ㄞ","ㄧㄥ","在刺眼陽光或強力照明下時髦地守護我們。","3010700","2","太陽眼鏡"
"2","10107","ㄟ","ㄧㄥ","「太陽眼鏡」的另一種說法。","3010701","2","黑色護目鏡"
"2","10107","ㄛ","ㄧㄢ","黑色鏡片的眼鏡。","3010702","2","墨色鏡片"
"2","10107","ㄨ","ㄨ","非常適合配戴太陽眼鏡的酷帥生活方式。","3010703","2","無情冷酷"
"3","10107","ㄧㄠ","ㄧㄥ","小凱留的夏日時尚配件。實在太適合了，太讚了吧！","3010704","2","小凱留的太陽眼鏡"
"1","10108","ㄡ","ㄧㄢ","忍者丟擲的武器。","3010800","2","手裏劍"
"2","10108","ㄧㄡ","ㄧ","指可以用來投擲的攻擊型武器。","3010801","2","丟擲武器"
"2","10108","ㄣ","ㄜ","在暗中進行諜報等祕密活動的人物。","3010802","2","忍者"
"3","10108","ㄚ","ㄢ","在大江戶相當受歡迎的土產。","3010803","2","大江戶的特產"
"1","10109","ㄧㄚ","ㄧㄚ","生活的據點，想在天黑前回去。","3010900","2","家"
"1","10109","ㄨ","ㄞ","意指家，回去就會感到安心。","3010901","2","住宅"
"2","10109","ㄤ","ㄗ","「家」的代表。今天也想圍著餐桌吃著熱騰騰的飯菜。","3010902","2","房子"
"2","10109","ㄧㄢ","ㄨ","人們為了居住或保管物品所建造的建築物。","3010903","2","建築物"
"3","10109","ㄨㄥ","ㄨ","「公會」的活動據點，對大家而言很重要的地方。","3010904","2","公會小屋"
"1","10110","ㄟ","ㄨㄢ","捏握熟飯作成的料理，在內部加入配料也很美味。","3011000","2","美味飯糰"
"2","10110","ㄚ","ㄧㄠ","常見的飯糰餡料之一。據說是貪吃佩可手上最常拿著的飯糰種類。","3011001","2","炸蝦餡料"
"3","10110","ㄨ","ㄨㄢ","一直吃一直吃也吃不完的夢幻飯糰。","3011002","2","無限飯糰"
"3","10110","ㄢ","ㄧ","戰鬥中也不能放手呢☆","3011003","2","貪吃佩可喜歡的東西"
"1","10111","ㄩ","ㄧㄠ","苦苦～的綠色蔬菜。","3011100","2","綠色青椒"
"2","10111","ㄞ","ㄧㄠ","很像青椒但不會苦的蔬菜，色彩繽紛。","3011101","2","彩椒"
"2","10111","ㄨㄤ","ㄞ","積極攝取似乎對身體很好。","3011102","2","黃綠色蔬菜"
"3","10111","ㄧㄥ","ㄧ","雖然紅蘿蔔也很討厭，但青椒更是吃不下去。","3011103","2","鏡華不喜歡的東西"
"1","10112","ㄧ","ㄗ","被刺刺硬殼所保護的甘甜果實。","3011200","2","栗子"
"2","10112","ㄤ","ㄗ","使用砂糖來炒熱栗子。","3011201","2","糖炒栗子"
"2","10112","ㄧㄢ","ㄜ","保護著內部的果實，刺到會很痛。","3011202","2","尖殼"
"2","10112","ㄧㄡ","ㄕ","代表秋天的美食。","3011203","2","秋季美食"
"1","10113","ㄠ","ㄨㄚ","用烤的地瓜料理。","3011300","2","烤地瓜"
"1","10113","ㄢ","ㄨ","有著甘甜好吃的美妙滋味。","3011301","2","蕃薯"
"2","10113","ㄧㄢ","ㄨ","「蕃薯」的別稱。","3011302","2","甜薯"
"2","10113","ㄧㄡ","ㄕ","代表秋天的美食。","3011303","2","秋季美食"
"2","10113","ㄜ","ㄨ","烤地瓜最美味的時機，小心別燙傷了。","3011304","2","熱呼呼剛出爐"
"1","10114","ㄚ","ㄧㄠ","非常嗆辣的辛香料，是青椒的同類。","3011400","2","辣椒"
"1","10114","ㄧㄥ","ㄧㄠ","「辣椒」的種類之一。","3011401","2","鷹爪辣椒"
"2","10114","ㄧ","ㄣ","以辣椒為主材料的調味料。","3011402","2","七味粉"
"2","10114","ㄧㄤ","ㄧㄠ","點綴料理的辛香料。","3011403","2","香料"
"3","10114","ㄙ","ㄕ","似龍的珍藏。","3011404","2","似龍生物的火焰果實"
"1","10115","ㄧㄚ","ㄗ","棲息於水中或潮濕地面的甲殼類動物。","3011500","2","蝦子"
"2","10115","ㄚ","ㄧㄚ","將蝦子裹上麵粉後，進行油炸的一種料理。","3011501","2","炸蝦"
"2","10115","ㄞ","ㄧㄢ","來自海洋的美味贈禮。","3011502","2","海鮮"
"2","10115","ㄧㄢ","ㄢ","海產的鮮度就是一切。","3011503","2","現捕海產"
"1","10116","ㄩㄣ","ㄗ","穿在腰部以下的筒狀衣物。","3011600","2","裙子"
"2","10116","ㄧ","ㄩㄣ","長度較短的裙子。","3011601","2","迷你裙"
"2","10116","ㄞ","ㄩㄣ","從腰部到裙擺重複打了許多褶子的裙子。","3011602","2","百褶裙"
"1","10117","ㄨ","ㄗ","穿在腰部以下的衣物，有做出胯下的形狀。","3011700","2","褲子"
"2","10117","ㄧㄚ","ㄕ","穿在腰部以下衣物的總稱。","3011701","2","下半身服飾"
"2","10117","ㄨㄥ","ㄨ","工作時能更方便行動的衣裝。","3011702","2","工作服"
"2","10117","ㄨㄢ","ㄨ","長度較短的褲子。","3011703","2","短褲"
"1","10118","ㄟ","ㄧ","能在空中飛行的交通工具，不是鳥但有翅膀。","3011800","2","飛機"
"2","10118","ㄨㄛ","ㄧㄤ","為了驅動船或飛機而裝上的旋轉式翅膀。","3011801","2","螺旋槳"
"2","10118","ㄧㄠ","ㄨㄥ","無人搭乘、遠端操縱。","3011802","2","遙控"
"2","10118","ㄧ","ㄧ","模仿鳥類的翅膀，是飛機用來維持空中穩定度的主要部件。","3011803","2","機翼"
"1","10119","ㄩ","ㄧ","從天而降的水滴，主要是由雲朵產生。","3011900","2","雨滴"
"2","10119","ㄨㄟ","ㄨㄢ","自然界的水在大氣與陸地及海洋間轉換，循環不已。","3011901","2","水循環"
"2","10119","ㄧㄣ","ㄧㄢ","陰灰下雨日的天氣。","3011902","2","陰雨天"
"2","10119","ㄚ","ㄩ","大規模降雨。","3011903","2","大雨"
"1","10120","ㄡ","ㄤ","細長的棒狀道具。","3012000","2","手杖"
"2","10120","ㄧㄥ","ㄩ","人們用來支撐身體的工具。","3012001","2","行動輔具"
"2","10120","ㄛ","ㄤ","用於施展魔法的道具，一邊揮舞一邊詠唱咒語吧。","3012002","2","魔杖"
"1","10121","ㄧㄢ","ㄧㄤ","在長柄前端有著刀刃的武器。","3012100","2","尖槍"
"2","10121","ㄠ","ㄠ","桿端有尖刃的長柄武器。","3012101","2","矛"
"2","10121","ㄞ","ㄨㄤ","自古對槍的美稱。","3012102","2","百兵之王"
"3","10121","ㄤ","ㄨㄥ","美冬的專用武器。","3012103","2","蒼龍槍蛟龍"
"1","10122","ㄡ","ㄨㄟ","用於保護頭部的防具。","3012200","2","頭盔"
"2","10122","ㄞ","ㄧㄚ","用堅固素材製成，用於保護身體的防具。","3012201","2","鎧甲"
"2","10122","ㄨㄟ","ㄧㄚ","「甲冑」的另一種說法。","3012202","2","盔甲"
"2","10122","ㄤ","ㄩ","保護身體的裝備。","3012203","2","防具"
"3","10122","ㄨㄢ","ㄧㄚ","聲名遠播的王宮騎士團的鎧甲。守護蘭德索爾的治安吧。","3012204","2","團員們的鎧甲"
"3","10122","ㄨㄤ","ㄧㄚ","會食用金屬、操縱武器的神祕魔物。","3012205","2","亡靈鎧甲"
"1","10123","ㄧㄠ","ㄕ","上鎖和開鎖用的道具，要是弄丟就麻煩了。","3012300","2","鑰匙"
"2","10123","ㄨㄛ","ㄕ","「鑰匙」的別稱。","3012301","2","鎖匙"
"2","10123","ㄨㄢ","ㄕ","可打開所有適用的鎖的鑰匙。","3012302","2","萬用鑰匙"
"1","10124","ㄠ","ㄧㄤ","裡面裝了什麼？要等打開才會揭曉。","3012400","2","寶箱"
"2","10124","ㄧㄣ","ㄠ","「寶箱」的內容物。","3012401","2","金銀財寶"
"2","10124","ㄤ","ㄧㄤ","得到就能大賺一筆。","3012402","2","藏寶箱"
"3","10124","ㄧ","ㄨㄛ","偶爾才能得到的特別寶物。","3012403","2","稀有掉落"
"1","10125","ㄨㄥ","ㄨㄥ","非常強大的生物，是珍貴的存在，留下了許許多多的傳說。","3012500","2","龍"
"2","10125","ㄠ","ㄨㄥ","據說很久之前曾經存在的生物。","3012501","2","暴龍"
"2","10125","ㄚ","ㄨ","脊椎動物的一類，是許多物種的統稱。","3012502","2","爬行動物"
"2","10125","ㄨㄢ","ㄨ","刺激探究精神的存在，非常浪漫。","3012503","2","傳說生物"
"3","10125","ㄨㄤ","ㄨㄥ","居住在忘卻之密境──綠龍骸嶺中的年輕巨龍。","3012504","2","狂怒綠龍"
"1","10126","ㄨㄣ","ㄗ","將話語書寫下來時使用的符號。","3012600","2","文字"
"3","10126","ㄠ","ㄜ","聽到切嚕，似乎就會不經意地想起好朋友社的那號人物？","3012601","2","好朋友社"
"3","10126","ㄧㄝ","ㄨ","琪愛兒的口頭禪。預計會成為世界共通語言？","3012602","2","切嚕"
"1","10127","ㄡ","ㄠ","封鎖手部動作的拘束道具。","3012700","2","手銬"
"1","10127","ㄧㄠ","ㄧㄠ","封鎖腳部動作的拘束道具。","3012701","2","腳鐐"
"1","10127","ㄨ","ㄩ","為了封鎖行動而穿戴在身上的道具。","3012702","2","束縛道具"
"3","10127","ㄨㄥ","ㄞ","只要像這樣被緊緊束縛，空花就……嘻嘻嘻嘻嘻。","3012703","2","空花的最愛"
"1","10128","ㄣ","ㄣ","被牆壁包圍區域的出入口。","3012800","2","門"
"2","10128","ㄧㄠ","ㄡ","學校的門，如果遲到了也許就會關上。","3012801","2","校門口"
"2","10128","ㄧㄝ","ㄣ","鐵製的門。","3012802","2","鐵門"
"3","10128","ㄥ","ㄩㄢ","蘭德索爾頂尖的千金學校，通稱德蕾女。","3012803","2","聖德蕾莎女子學院"
"1","20066","ㄩㄝ","ㄟ","從天而降、操縱冰雪的龍人族少女。","4006600","2","雪菲"
"3","20066","ㄨㄥ","ㄩ","罕見的龍人族女孩。","4006601","2","龍人族少女"
"1","20067","ㄨㄚ","ㄧㄣ","在【公會管理協會】工作，溫柔又可靠的人。","4006700","2","花凜"
"3","20067","ㄨㄥ","ㄨㄟ","管理公會的政府機關，負責支援認可與管理申請。","4006701","2","公會管理協會"
"3","20067","ㄠ","ㄩㄢ","在背後支援冒險的嚮導。","4006702","2","導覽員"
"3","20067","ㄞ","ㄩ","很棒的夥伴！","4006703","2","該死的眼鏡女"
"1","20068","ㄟ","ㄠ","能夠自在地操縱氣象，能雷擊的雲型魔物。","4006800","2","雷雲長老"
"3","20068","ㄨ","ㄩㄣ","會導致落雷的黑雲。","4006801","2","烏雲"
"3","20068","ㄡ","ㄧㄚ","成為雷雷的手下戰鬥。","4006802","2","手下"
"1","20069","ㄣ","ㄧㄠ","因為睡眠不足而倦怠的貓頭鷹魔物。","4006900","2","沉睡之梟"
"3","20069","ㄠ","ㄧㄥ","鳥的一種，森林中的哲學家。","4006901","2","貓頭鷹"
"1","20070","ㄧㄠ","ㄠ","豆狸魔物。雖然幼小，卻會拼命戰鬥。","4007000","2","小狸貓"
"3","20070","ㄜ","ㄜ","「狸貓」的別稱。","4007001","2","貉"
"3","20070","ㄧㄢ","ㄣ","一下是彈弓，一下是鍋釜，什麼時候變回原型呢？","4007002","2","變身"
"3","20070","ㄨ","ㄨㄛ","東國的傳統廚具是也。偶爾會爆炸是也。","4007003","2","釜鍋"
"3","20070","ㄚ","ㄧ","大仙狸的眷屬，數量眾多。","4007004","2","大王山狸的小弟"
"1","20071","ㄛ","ㄧㄤ","擁有堅硬身軀的岩石魔物。","4007100","2","魔像"
"3","20071","ㄧㄢ","ㄨ","由岩石構成的魔物，指魔像。","4007101","2","岩石魔物"
"3","20071","ㄧㄥ","ㄧㄡ","排在廣場的地藏們。","4007102","2","鈴莓的好朋友"
"1","20072","ㄛ","ㄚ","來自魔法國度的神秘生物，為魔法少女帶來力量。","4007200","2","摩拉"
"3","20072","ㄣ","ㄨ","以魔力維持生命活動的生物。","4007201","2","神秘魔法生物"
"3","20072","ㄞ","ㄧ","莫妮卡！變身成Lovely★莫妮卡吧！","4007202","2","愛與希望之力"
"3","20072","ㄟ","ㄧㄡ","當時或許有點強硬。","4007203","2","給旁人添麻煩的毛球"
