9f1801a94b377fff783b60a2fd5dd33473eeea3368bc2fe8331265215e3c1a5a,413471c184947cb33d2badef81ca1ec7e371c836cad09068e9aa3cbbf47ee3b9,2bbcf44ca960287712695b49eaf78f7b683b02dbe24de8c7f7794d47a1567c23,e41edff34ed740ab4bc1e443480d44f6c84011ee7b40a101970ad5adbc0be9b0,40eca79bf07ea1bf5555464a0253aed3fdb8e6f51937185ad98b510f64608e32,ca03b8a6440375f1bbd8aaa94b544ba8a48c4f7ab5e1ac113d7e26cf6ec150bc,3bbf315a128f342eebb96816c568d3a6a8ce92c342875bd57614e514636c9cc3
"黑曜飛龍 第4階段（次元斷層）","550103418","0","550103419","550103420","0","550103417"
"黑曜飛龍 第5階段（次元斷層）","550103518","0","550103519","550103520","0","550103517"
"涅普堤利昂 危險度1","550104114","0","550104115","550104116","0","550104113"
"涅普堤利昂 危險度2","550104216","0","550104217","550104218","0","550104215"
"涅普堤利昂 危險度3","550104317","0","550104318","550104319","0","550104316"
"涅普堤利昂 危險度4","550104417","0","550104418","550104419","0","550104416"
"涅普堤利昂 危險度5","550104517","0","550104518","550104519","0","550104516"
"劍蛇 第1階段","550105112","0","550105113","550105114","0","550105111"
"劍蛇 第2階段","550105214","0","550105215","550105216","0","550105213"
"劍蛇 第3階段","550105316","0","550105317","550105318","0","550105315"
"劍蛇 第4階段","550105417","0","550105418","550105419","0","550105416"
"劍蛇 第5階段","550105517","0","550105518","550105519","0","550105516"
"次元斷層三重岩 危險度1","550106119","0","550106120","550106121","0","550106118"
"次元斷層三重岩 危險度2","550106221","0","550106222","550106223","0","550106220"
"次元斷層三重岩 危險度3","550106321","0","550106322","550106323","0","550106320"
"次元斷層三重岩 危險度4","550106423","0","550106424","550106425","0","550106422"
"次元斷層三重岩 危險度5","550106519","0","550106520","550106521","0","550106518"
"混沌生成系統 危險度1","550107142","0","550107143","550107144","550107145","550107141"
"混沌生成系統 危險度2","550107242","0","550107243","550107244","550107245","550107241"
"混沌生成系統 危險度3","550107342","0","550107343","550107344","550107345","550107341"
"混沌生成系統 危險度4","550107442","0","550107443","550107444","550107445","550107441"
"混沌生成系統 危險度5","550107542","0","550107543","550107544","550107545","550107541"
"貝特魯吉烏斯 NORMAL","610017102","0","610017103","610017104","0","610017101"
"貝特魯吉烏斯 HARD","610017202","0","610017203","610017204","0","610017201"
"貝特魯吉烏斯 VERY HARD","610017302","0","610017303","610017304","0","610017301"
"貝特魯吉烏斯 SP1","610017411","0","610017412","610017413","0","610017401"
"貝特魯吉烏斯 SP2","610017421","0","610017422","610017423","0","610017402"
"貝特魯吉烏斯 SP3","610017431","0","610017432","610017433","0","610017403"
"盆栽小花 NORMAL","610036102","0","610036103","610036104","0","610036101"
"盆栽小花 HARD","610036202","0","610036203","610036204","0","610036201"
"盆栽小花 VERY HARD","610036302","0","610036303","610036304","0","610036301"
"盆栽小花 SP1","610036411","0","610036412","610036413","0","610036401"
"盆栽小花 SP2","610036421","0","610036422","610036423","0","610036402"
"盆栽小花 SP3","610036431","0","610036432","610036433","0","610036403"
"貝特魯吉烏斯 NORMAL","610053102","0","610053103","610053104","0","610053101"
"貝特魯吉烏斯 HARD","610053202","0","610053203","610053204","0","610053201"
"貝特魯吉烏斯 VERY HARD","610053302","0","610053303","610053304","0","610053301"
"貝特魯吉烏斯 SP1","610053411","0","610053412","610053413","0","610053401"
"貝特魯吉烏斯 SP2","610053421","0","610053422","610053423","0","610053402"
"貝特魯吉烏斯 SP3","610053431","0","610053432","610053433","0","610053403"
"被操控的雪人 NORMAL","610054102","0","610054103","0","0","610054101"
"被操控的雪人 HARD","610054202","0","610054203","0","0","610054201"
"被操控的雪人 VERY HARD","610054302","0","610054303","0","0","610054301"
"被操控的雪人 SP1","610054412","0","610054413","0","0","610054401"
"被操控的雪人 SP2","610054422","0","610054423","0","0","610054402"
"被操控的雪人 SP3","610054432","0","610054433","0","0","610054403"
"盆栽小花 NORMAL","610063102","0","610063103","610063104","0","610063101"
"盆栽小花 HARD","610063202","0","610063203","610063204","0","610063201"
"盆栽小花 VERY HARD","610063302","0","610063303","610063304","0","610063301"
"盆栽小花 SP1","610063411","0","610063412","610063413","0","610063401"
"盆栽小花 SP2","610063421","0","610063422","610063423","0","610063402"
"盆栽小花 SP3","610063431","0","610063432","610063433","0","610063403"
"爆裂‧時間儀 NORMAL","610066102","0","610066103","610066104","610066105","610066101"
"爆裂‧時間儀 HARD","610066202","0","610066203","610066204","610066205","610066201"
"爆裂‧時間儀 VERY HARD","610066302","0","610066303","610066304","610066305","610066301"
"爆裂‧時間儀 SP1","610066411","0","610066412","610066413","610066414","610066401"
"爆裂‧時間儀 SP2","610066421","0","610066422","610066423","610066424","610066402"
"爆裂‧時間儀 SP3","610066431","0","610066432","610066433","610066434","610066403"
"被操控的雪人 NORMAL","610081102","0","610081103","0","0","610081101"
"被操控的雪人 HARD","610081202","0","610081203","0","0","610081201"
"被操控的雪人 VERY HARD","610081302","0","610081303","0","0","610081301"
"被操控的雪人 SP1","610081412","0","610081413","0","0","610081401"
"被操控的雪人 SP2","610081422","0","610081423","0","0","610081402"
"被操控的雪人 SP3","610081432","0","610081433","0","0","610081403"
"超載力量","610085102","0","610085103","0","0","610085101"
"超載力量","610085202","0","610085203","0","0","610085201"
"超載力量","610085302","0","610085303","0","0","610085301"
"超載力量","610085411","0","610085412","0","0","610085401"
"超載力量","610085421","0","610085422","0","0","610085402"
"超載力量","610085431","0","610085432","0","0","610085403"
"爆裂‧時間儀 NORMAL","610093102","0","610093103","610093104","610093105","610093101"
"爆裂‧時間儀 HARD","610093202","0","610093203","610093204","610093205","610093201"
"爆裂‧時間儀 VERY HARD","610093302","0","610093303","610093304","610093305","610093301"
"爆裂‧時間儀 SP1","610093411","0","610093412","610093413","610093414","610093401"
"爆裂‧時間儀 SP2","610093421","0","610093422","610093423","610093424","610093402"
"爆裂‧時間儀 SP3","610093431","0","610093432","610093433","610093434","610093403"
"樂園守護者 NORMAL","610110102","0","610110103","610110104","610110105","610110101"
"樂園守護者 HARD","610110202","0","610110203","610110204","610110205","610110201"
"樂園守護者 VERY HARD","610110302","0","610110303","610110304","610110305","610110301"
"樂園守護者 SP1","610110411","0","610110412","610110413","610110414","610110401"
"樂園守護者 SP2","610110421","0","610110422","610110423","610110424","610110402"
"樂園守護者 SP3","610110431","0","610110432","610110433","610110434","610110403"
"超載力量","610113102","0","610113103","0","0","610113101"
"超載力量","610113202","0","610113203","0","0","610113201"
"超載力量","610113302","0","610113303","0","0","610113301"
"超載力量","610113411","0","610113412","0","0","610113401"
"超載力量","610113421","0","610113422","0","0","610113402"
"超載力量","610113431","0","610113432","0","0","610113403"
"顯露苦衷 埃拉＆志那都 NORMAL","610137102","0","610137103","0","0","610137101"
"顯露苦衷 埃拉＆志那都 HARD","610137202","0","610137203","0","0","610137201"
"顯露苦衷 埃拉＆志那都 VERY HARD","610137302","0","610137303","0","0","610137301"
"顯露苦衷 埃拉＆志那都 SP1","610137411","0","610137412","0","0","610137401"
"顯露苦衷 埃拉＆志那都 SP2","610137422","0","610137421","0","0","610137402"
"顯露苦衷 埃拉＆志那都 SP3","610137431","0","610137432","0","0","610137403"
"顯露苦衷 埃拉＆志那都 EX+1","610137511","0","610137512","0","0","610137501"
"顯露苦衷 埃拉＆志那都 EX+2","610137522","0","610137521","0","0","610137502"
"顯露苦衷 埃拉＆志那都 EX+3","610137531","0","610137532","0","0","610137503"
"樂園守護者 NORMAL","610138102","0","610138103","610138104","610138105","610138101"
"樂園守護者 HARD","610138202","0","610138203","610138204","610138205","610138201"
"樂園守護者 VERY HARD","610138302","0","610138303","610138304","610138305","610138301"
"樂園守護者 SP1","610138411","0","610138412","610138413","610138414","610138401"
"樂園守護者 SP2","610138421","0","610138422","610138423","610138424","610138402"
"樂園守護者 SP3","610138431","0","610138432","610138433","610138434","610138403"
"混沌生成系統 NORMAL","610150102","0","610150103","610150104","610150105","610150101"
"混沌生成系統 HARD","610150202","0","610150203","610150204","610150205","610150201"
"混沌生成系統 VERY HARD","610150302","0","610150303","610150304","610150305","610150301"
"混沌生成系統 SP1","610150411","0","610150412","610150413","610150414","610150401"
"混沌生成系統 SP2","610150421","0","610150422","610150423","610150424","610150402"
"混沌生成系統 SP3","610150431","0","610150432","610150433","610150434","610150403"
"混沌生成系統 EX+1","610150511","0","610150512","610150513","610150514","610150501"
"混沌生成系統 EX+2","610150521","0","610150522","610150523","610150524","610150502"
"混沌生成系統 EX+3","610150531","0","610150532","610150533","610150534","610150503"
"貝特魯吉烏斯 NORMAL","610153102","0","610153103","610153104","0","610153101"
"貝特魯吉烏斯 HARD","610153202","0","610153203","610153204","0","610153201"
"貝特魯吉烏斯 VERY HARD","610153302","0","610153303","610153304","0","610153301"
"貝特魯吉烏斯 SP1","610153411","0","610153412","610153413","0","610153401"
"貝特魯吉烏斯 SP2","610153421","0","610153422","610153423","0","610153402"
"貝特魯吉烏斯 SP3","610153431","0","610153432","610153433","0","610153403"
"惡毒巨蛇 NORMAL","610154102","0","610154103","610154104","0","610154101"
"惡毒巨蛇 HARD","610154202","0","610154203","610154204","0","610154201"
"惡毒巨蛇 VERY HARD","610154302","0","610154303","610154304","0","610154301"
"惡毒巨蛇 SP1","610154411","0","610154412","610154413","0","610154401"
"惡毒巨蛇 SP2","610154421","0","610154422","610154423","0","610154402"
"惡毒巨蛇 SP3","610154431","0","610154432","610154433","0","610154403"
"惡毒巨蛇 EX+1","610154511","0","610154512","610154513","0","610154501"
"惡毒巨蛇 EX+2","610154521","0","610154522","610154523","0","610154502"
"惡毒巨蛇 EX+3","610154531","0","610154532","610154533","0","610154503"
"年幼鬼魂‧吐舌鬼 NORMAL","610158102","0","610158103","610158104","0","610158101"
"年幼鬼魂‧吐舌鬼 HARD","610158202","0","610158203","610158204","0","610158201"
"年幼鬼魂‧吐舌鬼 VERY HARD","610158302","0","610158303","610158304","0","610158301"
"年幼鬼魂‧吐舌鬼 SP1","610158411","0","610158412","610158413","0","610158401"
"年幼鬼魂‧吐舌鬼 SP2","610158421","0","610158422","610158423","0","610158402"
"年幼鬼魂‧吐舌鬼 SP3","610158431","0","610158432","610158433","0","610158403"
"年幼鬼魂‧吐舌鬼 EX+1","610158511","0","610158512","610158513","0","610158501"
"年幼鬼魂‧吐舌鬼 EX+2","610158521","0","610158522","610158523","0","610158502"
"年幼鬼魂‧吐舌鬼 EX+3","610158531","0","610158532","610158533","0","610158503"
"色慾之龍_1月底活動","610213102","0","610213103","0","0","610213101"
"色慾之龍_1月底活動","610213202","0","610213203","0","0","610213201"
"色慾之龍_1月底活動","610213205","0","610213206","0","0","610213204"
"色慾之龍_1月底活動","610213208","0","610213209","0","0","610213207"
"色慾之龍_1月底活動","610213302","0","610213303","0","0","610213301"
"色慾之龍_1月底活動","610213305","0","610213306","0","0","610213304"
"色慾之龍_1月底活動","610213308","0","610213309","0","0","610213307"
"被操控的雪人 NORMAL","660031102","0","660031103","0","0","660031101"
"被操控的雪人 HARD","660031202","0","660031203","0","0","660031201"
"被操控的雪人 VERY HARD","660031302","0","660031303","0","0","660031301"
"爆裂‧時間儀 NORMAL","660037102","0","660037103","660037104","660037105","660037101"
"爆裂‧時間儀 HARD","660037202","0","660037203","660037204","660037205","660037201"
"爆裂‧時間儀 VERY HARD","660037302","0","660037303","660037304","660037305","660037301"
"超載力量","660047102","0","660047103","0","0","660047101"
"超載力量","660047202","0","660047203","0","0","660047201"
"超載力量","660047302","0","660047303","0","0","660047301"
"樂園守護者 NORMAL","660059102","0","660059103","660059104","660059105","660059101"
"樂園守護者 HARD","660059202","0","660059203","660059204","660059205","660059201"
"樂園守護者 VERY HARD","660059302","0","660059303","660059304","660059305","660059301"
"顯露苦衷 埃拉＆志那都 NORMAL","660068102","0","660068103","0","0","660068101"
"顯露苦衷 埃拉＆志那都 HARD","660068202","0","660068203","0","0","660068201"
"顯露苦衷 埃拉＆志那都 VERY HARD","660068302","0","660068303","0","0","660068301"
"石像鬼‧炸裂","701000402","0","701000403","701000404","0","701000401"
"石像鬼‧炸裂","701000406","0","701000407","701000408","0","701000405"
"石像鬼‧炸裂","701000410","0","701000411","701000412","0","701000409"
"石像鬼‧炸裂","701000414","0","701000415","701000416","0","701000413"
"石像鬼‧炸裂","701000418","0","701000419","701000420","0","701000417"
"石像鬼‧魔幻","701000502","0","701000503","701000504","0","701000501"
"石像鬼‧魔幻","701000506","0","701000507","701000508","0","701000505"
"石像鬼‧魔幻","701000510","0","701000511","701000512","0","701000509"
"石像鬼‧魔幻","701000514","0","701000515","701000516","0","701000513"
"石像鬼‧魔幻","701000518","0","701000519","701000520","0","701000517"
"露娜之塔最上層","710078006","0","710078007","0","0","710078005"
"露娜之塔最上層EX","720078006","0","720078007","0","0","720078005"
"追憶卡里莎","750000502","0","750000503","750000504","750000505","750000501"
"追憶蘭法","750000702","0","750000703","0","0","750000701"
"追憶僕役‧洛克斯（複部位）","750000902","0","750000903","750000904","0","750000901"
"Roguelike 冰霜獵犬","770330302","0","770330303","770330304","0","770330301"
"Roguelike 冰霜獵犬","770330802","0","770330803","770330804","0","770330801"
"Roguelike 冰霜獵犬","770331302","0","770331303","770331304","0","770331301"
"Roguelike 冰霜獵犬","770331802","0","770331803","770331804","0","770331801"
"黎明界迷宮 冰霜獵犬難度6","770332302","0","770332303","770332304","0","770332301"
"黎明界迷宮 冰霜獵犬難度7","770332802","0","770332803","770332804","0","770332801"
"黎明界迷宮 冰霜獵犬難度8","770333302","0","770333303","770333304","0","770333301"
"黎明界迷宮 冰霜獵犬難度9","770333802","0","770333803","770333804","0","770333801"
"黎明界迷宮 冰霜獵犬難度10","770334302","0","770334303","770334304","0","770334301"
"Roguelike 狂怒綠龍","770530302","0","770530303","770530304","0","770530301"
"Roguelike 狂怒綠龍","770530802","0","770530803","770530804","0","770530801"
"Roguelike 狂怒綠龍","770531302","0","770531303","770531304","0","770531301"
"Roguelike 狂怒綠龍","770531802","0","770531803","770531804","0","770531801"
"黎明界迷宮 狂怒綠龍難度6","770532302","0","770532303","770532304","0","770532301"
"黎明界迷宮 狂怒綠龍難度7","770532802","0","770532803","770532804","0","770532801"
"黎明界迷宮 狂怒綠龍難度8","770533302","0","770533303","770533304","0","770533301"
"黎明界迷宮 狂怒綠龍難度9","770533802","0","770533803","770533804","0","770533801"
"黎明界迷宮 狂怒綠龍難度10","770534302","0","770534303","770534304","0","770534301"
"三重岩 難度NORMAL","781001122","0","781001123","781001124","0","781001121"
"色慾之龍 難度NORMAL","781001152","0","781001153","0","0","781001151"
"三重岩 難度HARD","781001222","0","781001223","781001224","0","781001221"
"色慾之龍 難度HARD","781001252","0","781001253","0","0","781001251"
"三重岩 難度VERY HARD","781001322","0","781001323","781001324","0","781001321"
"色慾之龍 難度VERY HARD","781001352","0","781001353","0","0","781001351"
"三重岩 難度NORMAL","781002122","0","781002123","781002124","0","781002121"
"色慾之龍 難度NORMAL","781002152","0","781002153","0","0","781002151"
"三重岩 難度HARD","781002222","0","781002223","781002224","0","781002221"
"色慾之龍 難度HARD","781002252","0","781002253","0","0","781002251"
"三重岩 難度VERY HARD","781002322","0","781002323","781002324","0","781002321"
"色慾之龍 難度VERY HARD","781002352","0","781002353","0","0","781002351"
"三重岩 難度NORMAL","781003122","0","781003123","781003124","0","781003121"
"色慾之龍 難度NORMAL","781003152","0","781003153","0","0","781003151"
"三重岩 難度HARD","781003222","0","781003223","781003224","0","781003221"
"色慾之龍 難度HARD","781003252","0","781003253","0","0","781003251"
"三重岩 難度VERY HARD","781003322","0","781003323","781003324","0","781003321"
"色慾之龍 難度VERY HARD","781003352","0","781003353","0","0","781003351"
"機械莉瑪2020MODE3","800100212","0","800100213","800100214","0","800100203"
"霸瞳僕役（複合）","801100223","0","801100233","801100243","0","801100213"
"蘭法","802100211","0","802100212","0","0","802100210"
"卡里莎","802100231","0","802100232","802100233","802100234","802100230"
"蘭法","802100242","0","802100243","0","0","802100241"
"卡里莎","802100246","0","802100247","802100248","802100249","802100245"
"黑之王賈巴沃克","803100202","0","803100203","803100204","0","803100201"
"黑之王賈巴沃克","803100206","0","803100207","803100208","0","803100205"
"黑之王賈巴沃克","803100210","0","803100211","803100212","0","803100209"
"深域泰坦龍龜","820103002","0","820103003","820103004","0","820103001"
"深域涅普堤利昂","820104002","0","820104003","820104004","0","820104001"
"深域詛咒鎧甲‧洛克斯","820108002","0","820108003","820108004","0","820108001"
"深域哥布林騎兵","830102002","0","830102003","0","0","830102001"
"深域頑強幽靈","830107002","0","830107003","830107004","0","830107001"
"深域冰霜獵犬","840102002","0","840102003","840102004","0","840102001"
"深域三重岩","840105002","0","840105003","840105004","0","840105001"
"深域雷電","850103002","0","850103003","850103004","0","850103001"
"深域劍蛇","850105002","0","850105003","850105004","0","850105001"
"深域黑曜飛龍","850106002","0","850106003","850106004","0","850106001"
"7月深淵討伐戰冰霜獵犬","924072102","0","924072103","924072104","0","924072101"
"7月深淵討伐戰冰霜獵犬","924072202","0","924072203","924072204","0","924072201"
"7月深淵討伐戰冰霜獵犬","924072302","0","924072303","924072304","0","924072301"
"7月深淵討伐戰冰霜獵犬","924072402","0","924072403","924072404","0","924072401"
"8月深淵討伐戰三重岩","924082102","0","924082103","924082104","0","924082101"
"8月深淵討伐戰三重岩","924082202","0","924082203","924082204","0","924082201"
"8月深淵討伐戰三重岩","924082302","0","924082303","924082304","0","924082301"
"8月深淵討伐戰三重岩","924082402","0","924082403","924082404","0","924082401"
"9月深淵討伐戰劍蛇","924092102","0","924092103","924092104","0","924092101"
"9月深淵討伐戰劍蛇","924092202","0","924092203","924092204","0","924092201"
"9月深淵討伐戰劍蛇","924092302","0","924092303","924092304","0","924092301"
"9月深淵討伐戰劍蛇","924092402","0","924092403","924092404","0","924092401"
"10月深淵討伐戰黑曜飛龍","924102102","0","924102103","924102104","0","924102101"
"10月深淵討伐戰黑曜飛龍","924102202","0","924102203","924102204","0","924102201"
"10月深淵討伐戰黑曜飛龍","924102302","0","924102303","924102304","0","924102301"
"10月深淵討伐戰黑曜飛龍","924102402","0","924102403","924102404","0","924102401"
"11月深淵討伐戰雷電","924112102","0","924112103","924112104","0","924112101"
"11月深淵討伐戰雷電","924112202","0","924112203","924112204","0","924112201"
"11月深淵討伐戰雷電","924112302","0","924112303","924112304","0","924112301"
"11月深淵討伐戰雷電","924112402","0","924112403","924112404","0","924112401"
"12月深淵討伐戰泰坦龍龜","924122102","0","924122103","924122104","0","924122101"
"12月深淵討伐戰泰坦龍龜","924122202","0","924122203","924122204","0","924122201"
"12月深淵討伐戰泰坦龍龜","924122302","0","924122303","924122304","0","924122301"
"12月深淵討伐戰泰坦龍龜","924122402","0","924122403","924122404","0","924122401"
"2月深淵討伐戰涅普堤利昂","924142102","0","924142103","924142104","0","924142101"
"2月深淵討伐戰涅普堤利昂","924142202","0","924142203","924142204","0","924142201"
"2月深淵討伐戰涅普堤利昂","924142302","0","924142303","924142304","0","924142301"
"2月深淵討伐戰涅普堤利昂","924142402","0","924142403","924142404","0","924142401"
"3月深淵討伐戰三重岩","924152102","0","924152103","924152104","0","924152101"
"3月深淵討伐戰三重岩","924152202","0","924152203","924152204","0","924152201"
"3月深淵討伐戰三重岩","924152302","0","924152303","924152304","0","924152301"
"3月深淵討伐戰三重岩","924152402","0","924152403","924152404","0","924152401"
"4月深淵討伐戰泰坦龍龜","924162102","0","924162103","924162104","0","924162101"
"4月深淵討伐戰泰坦龍龜","924162202","0","924162203","924162204","0","924162201"
"4月深淵討伐戰泰坦龍龜","924162302","0","924162303","924162304","0","924162301"
"4月深淵討伐戰泰坦龍龜","924162402","0","924162403","924162404","0","924162401"
"5月深淵討伐戰頑強幽靈","924172102","0","924172103","924172104","0","924172101"
"5月深淵討伐戰頑強幽靈","924172202","0","924172203","924172204","0","924172201"
"5月深淵討伐戰頑強幽靈","924172302","0","924172303","924172304","0","924172301"
"5月深淵討伐戰頑強幽靈","924172402","0","924172403","924172404","0","924172401"
"7月深淵討伐戰雷電","924192102","0","924192103","924192104","0","924192101"
"7月深淵討伐戰雷電","924192202","0","924192203","924192204","0","924192201"
"7月深淵討伐戰雷電","924192302","0","924192303","924192304","0","924192301"
"7月深淵討伐戰雷電","924192402","0","924192403","924192404","0","924192401"
"8月深淵討伐戰黑曜飛龍","924202102","0","924202103","924202104","0","924202101"
"8月深淵討伐戰黑曜飛龍","924202202","0","924202203","924202204","0","924202201"
"8月深淵討伐戰黑曜飛龍","924202302","0","924202303","924202304","0","924202301"
"8月深淵討伐戰黑曜飛龍","924202402","0","924202403","924202404","0","924202401"
"9月深淵討伐戰城堡多倫多獸","924212102","0","924212103","924212104","0","924212101"
"9月深淵討伐戰城堡多倫多獸","924212202","0","924212203","924212204","0","924212201"
"9月深淵討伐戰城堡多倫多獸","924212302","0","924212303","924212304","0","924212301"
"9月深淵討伐戰城堡多倫多獸","924212402","0","924212403","924212404","0","924212401"
"10月深淵討伐戰詛咒鎧甲‧洛克斯（複部位）","924222102","0","924222103","924222104","0","924222101"
"10月深淵討伐戰詛咒鎧甲‧洛克斯（複部位）","924222202","0","924222203","924222204","0","924222201"
"10月深淵討伐戰詛咒鎧甲‧洛克斯（複部位）","924222302","0","924222303","924222304","0","924222301"
"10月深淵討伐戰詛咒鎧甲‧洛克斯（複部位）","924222402","0","924222403","924222404","0","924222401"
"11月深淵討伐戰劍蛇","924232102","0","924232103","924232104","0","924232101"
"11月深淵討伐戰劍蛇","924232202","0","924232203","924232204","0","924232201"
"11月深淵討伐戰劍蛇","924232302","0","924232303","924232304","0","924232301"
"11月深淵討伐戰劍蛇","924232402","0","924232403","924232404","0","924232401"
"12月深淵討伐戰冰霜獵犬","924242102","0","924242103","924242104","0","924242101"
"12月深淵討伐戰冰霜獵犬","924242202","0","924242203","924242204","0","924242201"
"12月深淵討伐戰冰霜獵犬","924242302","0","924242303","924242304","0","924242301"
"12月深淵討伐戰冰霜獵犬","924242402","0","924242403","924242404","0","924242401"
"1月深淵討伐戰泰坦龍龜","924252102","0","924252103","924252104","0","924252101"
"1月深淵討伐戰泰坦龍龜","924252202","0","924252203","924252204","0","924252201"
"1月深淵討伐戰泰坦龍龜","924252302","0","924252303","924252304","0","924252301"
"1月深淵討伐戰泰坦龍龜","924252402","0","924252403","924252404","0","924252401"
"4月深淵討伐戰哥布林騎兵","924282102","0","924282103","0","0","924282101"
"4月深淵討伐戰哥布林騎兵","924282202","0","924282203","0","0","924282201"
"4月深淵討伐戰哥布林騎兵","924282302","0","924282303","0","0","924282301"
"4月深淵討伐戰哥布林騎兵","924282402","0","924282403","0","0","924282401"
"5月深淵討伐戰冰霜獵犬","924292102","0","924292103","924292104","0","924292101"
"5月深淵討伐戰冰霜獵犬","924292202","0","924292203","924292204","0","924292201"
"5月深淵討伐戰冰霜獵犬","924292302","0","924292303","924292304","0","924292301"
"5月深淵討伐戰冰霜獵犬","924292402","0","924292403","924292404","0","924292401"
"1月深淵討伐戰哥布林騎兵","925012102","0","925012103","925012104","0","925012101"
"1月深淵討伐戰哥布林騎兵","925012202","0","925012203","925012204","0","925012201"
"1月深淵討伐戰哥布林騎兵","925012302","0","925012303","925012304","0","925012301"
"1月深淵討伐戰哥布林騎兵","925012402","0","925012403","925012404","0","925012401"
