a710e77a806dead75a21578eea48c275781e5c4d8447deecc7b0c33eed23cf20,7bb299adf2b4c320cbe73fc0aea1db83d2d4d5c1a31b8a0fef69ec6d7bcd4c22,4796148cc84eff4ef76df58e8061d0481a249be5135eaa403b3ed3930e9856c1,82d887b00db5de7288f1bacc0db1ce9fb212641b297319b5e71dc4f5f077b30b,bafd76fffbf982fa7c156b80c100c938adab091962aba3a316b79071d4bbdfb4,1672ba93ccb92ff1d7ebf89b363ad6b32934f90791918615898af2f7d9c0f593,56e4f9eb0ab2ec012473bf35114830dfe7bdef50b70978fe08ec81738eab67ba,a84af8750b419ec6ca3137797fbe3c6834d98f9ba54eb041bf5597f915814f89,f57275aebcf9686efad0e3a2df7210c669d4636e600dc4524c3af3d2144c384a,06aa0e4325ec93134be8bdebed727b8f3d4a1a1c5ffd0aaa254b05e9ec8197bc,7f82a7ca27b21213a79913da324055c2420a012769a6e23390874d0e978a1b59,051ac454a2aba8698c4ebaa1ae239857a003562f795cb0afbc1a43b6bc5c9fa0,1c7fe2d6c0f424c48ff8411309ed99a3bace90b9f04b7c1cf72a22dc30671b6d,13f958fc6ab863f6ad20ff6ab883851fa7e2dfa38afe4697ba86cc3337cd1e17,563ee1b539d43d6b23f7d44cc2f743fe613b456011329bb0e0562935cbfe76a9,0a2abab45b86e39e0cfa0b16dd45462939fae61a42f8015d36660fdd60c2f114,149a62fe5e9c444a05c5cb401ba60b5135a4b09618481c224b7a774fae5defe8,06f23edd1b05f4c51fb2d69b36c9e4a2ec38cd0e8b94ef1ac988873f7e2161cf,a54eecbc68eeb3b81543b1518d20bec2cdea807cadf52af7faba8a6de1777c48,4cef5da47431247437c5d9f2621e48b06835d82824c34da7a5193112c0270b13,4d044e5c6b86eb155147e569f45bdac4cd3912ae3fb47542cfa29a15f7f5e2d2,547aac7e877f2df8c4decf1e667fb945fbb2261aaf8d0cd6c0393993fd6448d0
"1.1","101192","200","1","-10","-50","-30","10790105","0","1.2","1.3","485","1079","280","1","5","-70","1","bgm_M55","101192","-45","5"
"0.85","101201","100","1","10","0","-30","10800101","0","1","1.35","-470","1080","210","1","1","0","1.1","bgm_M64","101201","0","1"
"0.65","101201","200","1","10","0","-30","10800102","0","1","1","-250","1080","200","1","2","-120","0.8","bgm_M64","101201","-5","2"
"0.6","101201","100","1","10","0","-30","10800103","-15","1","1.2","-5","1080","200","1","3","70","0.8","bgm_M64","101201","0","3"
"0.7","101201","100","1","0","10","-30","10800104","0","1","1","190","1080","200","1","4","-110","0.9","bgm_M64","101201","-15","4"
"1","101202","100","1","10","-50","-30","10800105","-20","1","1.45","475","1080","250","1","5","-30","1","bgm_M55","101202","-45","5"
"0.575","101291","170","1","10","-25","-30","10810101","0","1","1","-480","1081","210","1","1","-100","0.9","bgm_M64","101291","-30","1"
"0.7","101291","250","1","0","-30","-30","10810102","0","1","1","-230","1081","240","1","2","-10","0.8","bgm_M64","101291","-30","2"
"0.75","101291","100","1","5","0","-30","10810103","-15","1","1.2","-10","1081","200","1","3","-110","1","bgm_M64","101291","-10","3"
"0.8","101291","300","1","-20","-50","-30","10810104","-10","1","1.3","200","1081","200","1","4","55","1","bgm_M64","101291","-50","4"
"1.1","101292","100","1","30","15","-30","10810105","-20","1","1.45","490","1081","230","1","5","-15","1","bgm_M55","101292","30","5"
"0.8","101301","100","1","10","20","-30","10820101","0","1","1.45","-470","1082","210","1","1","0","1.1","bgm_M64","101301","0","1"
"0.75","101301","100","1","10","0","-30","10820102","0","1","1.2","-270","1082","200","1","2","-120","1.1","bgm_M64","101301","0","2"
"1.55","101301","100","1","0","0","-30","10820103","-15","1","2.3","0","1082","200","1","3","65","2.2","bgm_M64","101301","-10","3"
"0.7","101301","100","1","0","0","-30","10820104","0","1","1","200","1082","200","1","4","-120","0.7","bgm_M64","101301","0","4"
"1","101302","100","1","10","-15","-30","10820105","-20","1","1.2","470","1082","270","1","5","-55","1.1","bgm_M55","101302","-30","5"
"0.575","101441","170","1","10","-25","-30","10830101","0","1","1","-450","1083","210","1","1","0","0.9","bgm_M64","101441","-30","1"
"0.75","101441","100","1","0","0","-30","10830102","0","1","1.2","-250","1083","240","1","2","-90","1.1","bgm_M64","101441","0","2"
"0.85","101441","200","1","0","-30","-30","10830103","-15","1","1.4","-25","1083","200","1","3","60","1","bgm_M64","101441","-10","3"
"0.75","101441","100","1","0","-30","-30","10830104","0","1","1.2","220","1083","200","1","4","-70","1","bgm_M64","101441","0","4"
"0.95","101442","100","1","10","-35","-30","10830105","-20","1","1.2","470","1083","230","1","5","-70","1.1","bgm_M55","101442","-30","5"
"0.85","101451","100","1","10","0","-30","10840101","0","1","1.35","-470","1084","210","1","1","-50","1.1","bgm_M64","101451","0","1"
"1","101451","200","1","0","10","-30","10840102","0","1","1.35","-250","1084","240","1","2","40","1.1","bgm_M64","101451","10","2"
"0.75","101451","100","1","0","0","-30","10840103","-15","1","1.2","0","1084","200","1","3","-110","1.1","bgm_M64","101451","-10","3"
"0.6","101451","300","1","-25","-30","-30","10840104","0","1","0.8","210","1084","200","1","4","30","0.6","bgm_M64","101451","-30","4"
"1.25","101452","100","1","0","-35","-30","10840105","0","1.2","1.55","510","1084","290","1","5","-70","1.4","bgm_M55","101452","-50","5"
"0.6","101561","250","1","10","0","-30","10850101","0","1","0.8","-480","1085","210","1","1","-50","0.7","bgm_M64","101561","-30","1"
"0.9","101561","100","1","10","10","-30","10850102","0","1","1.5","-250","1085","200","1","2","-120","1.4","bgm_M64","101561","0","2"
"0.65","101561","100","1","5","0","-30","10850103","-5","1","1.1","-10","1085","200","1","3","65","1","bgm_M64","101561","-10","3"
"0.65","101561","100","1","0","0","-30","10850104","0","1","1.1","190","1085","200","1","4","-110","1","bgm_M64","101561","0","4"
"1.25","101562","400","1","0","-60","-30","10850105","0","1.4","1.55","460","1085","290","1","5","-70","1.35","bgm_M55","101562","-50","5"
"0.575","101001","170","1","10","-25","-30","10860101","0","1","1","-480","1086","210","1","1","-100","0.9","bgm_M64","101001","-30","1"
"0.7","101001","250","1","0","-30","-30","10860102","0","1","1","-250","1086","240","1","2","-10","0.8","bgm_M64","101001","-30","2"
"0.95","101001","100","1","0","-30","-30","10860103","-15","1","1.4","-10","1086","200","1","3","-120","1","bgm_M64","101001","-10","3"
"0.72","101001","150","1","0","0","-30","10860104","0","1","1.2","210","1086","200","1","4","40","1","bgm_M64","101001","-30","4"
"1.2","101011","200","1","0","0","-30","10860105","0","1.2","1.3","480","1086","250","1","5","-40","1","bgm_M55","101011","0","5"
"0.575","101021","170","1","10","-25","-30","10870101","0","1","1","-450","1087","210","1","1","0","0.9","bgm_M64","101021","-30","1"
"0.65","101021","200","1","10","0","-30","10870102","0","1","1","-250","1087","200","1","2","-120","0.8","bgm_M64","101021","-5","2"
"0.6","101021","100","1","5","0","-30","10870103","-5","1","0.9","-10","1087","200","1","3","65","0.8","bgm_M64","101021","-10","3"
"0.7","101021","100","1","0","-25","-30","10870104","0","1","1","200","1087","200","1","4","-100","0.85","bgm_M64","101021","0","4"
"1.4","101031","200","1","0","0","-30","10870105","0","1","1.8","470","1087","220","1","5","0","1.6","bgm_M55","101031","0","5"
"0.85","101041","100","1","10","20","-30","10880101","0","1","1.45","-470","1088","210","1","1","-100","1.1","bgm_M64","101041","0","1"
"0.85","101041","100","1","10","0","-30","10880102","0","1","1.45","-220","1088","200","1","2","30","1.1","bgm_M64","101041","0","2"
"0.75","101041","100","1","0","-30","-30","10880103","-15","1","1.3","-10","1088","200","1","3","-120","1.1","bgm_M64","101041","-10","3"
"0.85","101041","100","1","0","-30","-30","10880104","0","1","1.4","200","1088","200","1","4","40","1.1","bgm_M64","101041","-20","4"
"1.1","101042","150","1.3","0","-50","-30","10880105","0","1","1.8","450","1088","210","1","5","-55","1.35","bgm_M55","101042","0","5"
"0.85","101161","100","1","10","0","-30","10890101","0","1","1.35","-470","1089","210","1","1","-10","1.1","bgm_M64","101161","0","1"
"0.7","101161","250","1","0","-30","-30","10890102","0","1","1","-250","1089","240","1","2","-110","0.8","bgm_M64","101161","-30","2"
"0.75","101161","100","1","5","0","-30","10890103","-15","1","1.2","-10","1089","200","1","3","50","1","bgm_M64","101161","-10","3"
"1","101161","200","1","0","0","-30","10890104","0","1","1.5","210","1089","200","1","4","-90","1","bgm_M64","101161","0","4"
"0.9","101162","270","1.3","-10","-50","-30","10890105","-40","1","1.15","485","1089","280","1","5","-70","1","bgm_M55","101162","-45","5"
"0.575","101171","170","1","10","-25","-30","10900101","0","1","1","-450","1090","210","1","1","-90","0.9","bgm_M64","101171","-30","1"
"0.75","101171","100","1","0","0","-30","10900102","0","1","1.2","-230","1090","240","1","2","10","1.1","bgm_M64","101171","0","2"
"0.9","101171","100","1","0","-30","-30","10900103","-15","1","1.4","15","1090","200","1","3","-120","1","bgm_M64","101171","-10","3"
"0.8","101171","300","1","0","-60","-30","10900104","0","1","1.3","200","1090","200","1","4","40","1","bgm_M64","101171","-50","4"
"1","101172","200","1","10","-50","-30","10900105","-20","1","1.45","475","1090","250","1","5","-30","1","bgm_M55","101172","0","5"
"0.575","101191","170","1","10","-25","-30","10910101","0","1","1","-480","1091","210","1","1","0","0.9","bgm_M64","101191","-30","1"
"0.9","101191","100","1","10","10","-30","10910102","0","1","1.5","-250","1091","200","1","2","-120","1.4","bgm_M64","101191","0","2"
"0.8","101191","100","1","0","0","-30","10910103","-15","1","1.1","-10","1091","200","1","3","65","1","bgm_M64","101191","-10","3"
"0.7","101191","100","1","0","0","-30","10910104","0","1","1","200","1091","200","1","4","-120","0.7","bgm_M64","101191","0","4"
"1.1","101192","200","1","-10","-50","-30","10910105","0","1.2","1.3","485","1091","280","1","5","-70","1","bgm_M55","101192","-45","5"
"0.85","101201","100","1","10","20","-30","10920101","0","1","1.45","-470","1092","210","1","1","-100","1.1","bgm_M64","101201","0","1"
"0.65","101201","200","1","10","0","-30","10920102","0","1","1","-250","1092","200","1","2","-120","0.8","bgm_M64","101201","-5","2"
"0.8","101201","100","1","0","0","-30","10920103","-10","1","1.15","0","1092","200","1","3","-65","1.1","bgm_M64","101201","-10","3"
"0.7","101201","100","1","0","10","-30","10920104","0","1","1","190","1092","200","1","4","-110","0.9","bgm_M64","101201","-15","4"
"1","101202","100","1","10","-50","-30","10920105","-20","1","1.45","475","1092","250","1","5","-30","1","bgm_M55","101202","-45","5"
"0.6","101291","250","1","10","0","-30","10930101","0","1","0.8","-480","1093","210","1","1","-30","0.7","bgm_M64","101291","-30","1"
"0.9","101291","200","1","0","10","-30","10930102","0","1","1.35","-250","1093","240","1","2","-110","1.1","bgm_M64","101291","10","2"
"0.6","101291","150","1","0","-50","-30","10930103","-13","1.4","0.9","-10","1093","200","1","3","0","0.55","bgm_M64","101291","-60","3"
"1","101291","100","1","0","0","-30","10930104","0","1","1.4","200","1093","200","1","4","-120","1","bgm_M64","101291","0","4"
"1.1","101292","100","1","30","15","-30","10930105","-20","1","1.45","490","1093","230","1","5","20","1","bgm_M55","101292","30","5"
"0.575","101301","170","1","10","-25","-30","10940101","0","1","1","-480","1094","210","1","1","0","0.9","bgm_M64","101301","-30","1"
"0.85","101301","100","1","10","0","-30","10940102","0","1","1.45","-220","1094","200","1","2","-110","1.1","bgm_M64","101301","0","2"
"0.65","101301","100","1","0","-20","-30","10940103","-15","1","1","10","1094","200","1","3","55","0.7","bgm_M64","101301","-10","3"
"0.9","101301","100","1","0","-30","-30","10940104","0","1","1.5","200","1094","200","1","4","-110","1","bgm_M64","101301","0","4"
"1","101302","100","1","10","-15","-30","10940105","-20","1","1.2","470","1094","270","1","5","-50","1.1","bgm_M55","101302","-30","5"
