b75a3a704e5c05c8223f4a3bedd940768e8999dc62127fb6dbc5bcb05b1c7a9f,c55e2ab0503dde72ce039614292b3970e69b82216caf671286910527c0947079,76c45f1af41752f4044f0a21001eb18520f302fdb18cea63e6519dc3a2290783,0b1a06c48b79179965dcad37d51b051249143b65053c2ea107c4da8aab2f9816,a9d175c553289a3f98d96ebd7952a97ad5b7ce647b7e5e9f7522c7a30330aa73,30f6ff162261a6b678a181589effc1327cd72e608ae9f2a0556e4467e28543cb,97a029d5ed4013ac8ef6dab9b2a95e6201d7f2ca36e59ec9142f837d7e781694,3cd16cc2837a185938e31c921f1e76bfe06f3f6e75f521225a2d530544dca9be,bf37f34d91f3c153ed8c4dcaf88fb8995b5d1815046323041417a4e8709ffb27,c564785200bff6d6e7d4e2cbf7831a6b759dfe8253e193216259fc232c523a6c,bc737560baaa966944c5930d3c24a7795ac6e2033cb9414213900d07c5439cae,1c6af9fd7124072aa9a9bc6ef72d1ae0bc5687da2d8f9ed1ae2eaf9a5291bb91,df73557e4183545d5547564e104a4b9c01e99e335338fede16a5bc9d7bc44d9d,88c5bef26f4ff6e51f788a8423c2bb5bfd50e6cf499611cb57e3341f757f44a6
"71109020","10109","10109103","6005","0","10109205","0","9003","1","601","2023/05/28 15:59:59","完成活動任務1-5 (HARD)","2023/05/19 16:00:00","71109020"
"71109021","10109","10109104","6002","0","0","0","9006","1","601","2023/05/28 15:59:59","將討伐證交換的獎賞一覽重置1次","2023/05/19 16:00:00","71109021"
"71109022","10109","10109104","6002","0","0","0","9006","2","601","2023/05/28 15:59:59","將討伐證交換的獎賞一覽重置2次","2023/05/19 16:00:00","71109022"
"71109023","10109","10109104","6002","0","0","0","9006","3","601","2023/05/28 15:59:59","將討伐證交換的獎賞一覽重置3次","2023/05/19 16:00:00","71109023"
"71109024","10109","10109104","6002","0","0","0","9006","4","601","2023/05/28 15:59:59","將討伐證交換的獎賞一覽重置4次","2023/05/19 16:00:00","71109024"
"71109025","10109","10109104","6002","0","0","0","9006","5","601","2023/05/28 15:59:59","將討伐證交換的獎勵清單重置5次","2023/05/19 16:00:00","71109025"
"71109026","10109","10109105","6008","0","0","0","9011","5","601","2023/05/28 15:59:59","打倒 5 隻邪牛神哞猛（全難易度共通）","2023/05/19 16:00:00","71109026"
"71109027","10109","10109105","6008","0","0","0","9011","10","601","2023/05/28 15:59:59","打倒 10 隻邪牛神哞猛（全難易度共通）","2023/05/19 16:00:00","71109027"
"71109028","10109","10109105","6008","0","0","0","9011","15","601","2023/05/28 15:59:59","打倒 15 隻邪牛神哞猛（全難易度共通）","2023/05/19 16:00:00","71109028"
"71109029","10109","10109105","6008","0","0","0","9011","20","601","2023/05/28 15:59:59","打倒 20 隻邪牛神哞猛（全難易度共通）","2023/05/19 16:00:00","71109029"
"71109030","10109","10109105","6008","0","0","0","9011","25","601","2023/05/28 15:59:59","打倒 25 隻邪牛神哞猛（全難易度共通）","2023/05/19 16:00:00","71109030"
"71109031","10109","10109105","6008","0","0","0","9011","30","601","2023/05/28 15:59:59","打倒 30 隻邪牛神哞猛（全難易度共通）","2023/05/19 16:00:00","71109031"
"71109032","10109","10109106","6006","0","1010901","0","9019","1","601","2023/05/28 15:59:59","打倒1隻邪牛神哞猛 （NORMAL限定)","2023/05/19 16:00:00","71109032"
"71109033","10109","10109107","6010","0","1010903","0","9019","1","601","2023/05/28 15:59:59","打倒 1 隻邪牛神哞猛（VERY HARD限定）","2023/05/19 16:00:00","71109033"
"71110001","10110","10110102","6004","0","10110101","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-1 (NORMAL)前篇","2023/06/01 16:00:00","71110001"
"71110002","10110","10110102","6004","0","10110102","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-2 (NORMAL)前篇","2023/06/01 16:00:00","71110002"
"71110003","10110","10110102","6004","0","10110103","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-3 (NORMAL)前篇","2023/06/01 16:00:00","71110003"
"71110004","10110","10110102","6004","0","10110104","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-4 (NORMAL)前篇","2023/06/01 16:00:00","71110004"
"71110005","10110","10110102","6004","0","10110105","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-5 (NORMAL)前篇","2023/06/01 16:00:00","71110005"
"71110006","10110","10110102","6004","0","10110106","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-6 (NORMAL)前篇","2023/06/01 16:00:00","71110006"
"71110007","10110","10110102","6004","0","10110107","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-7 (NORMAL)前篇","2023/06/01 16:00:00","71110007"
"71110008","10110","10110102","6004","0","10110108","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-8 (NORMAL)前篇","2023/06/01 16:00:00","71110008"
"71110009","10110","10110102","6004","0","10110109","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-9 (NORMAL)前篇","2023/06/01 16:00:00","71110009"
"71110010","10110","10110102","6004","0","10110110","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-10 (NORMAL)前篇","2023/06/01 16:00:00","71110010"
"71110011","10110","10110102","6004","0","10110111","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-11 (NORMAL)前篇","2023/06/01 16:00:00","71110011"
"71110012","10110","10110102","6004","0","10110112","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-12 (NORMAL)前篇","2023/06/01 16:00:00","71110012"
"71110013","10110","10110102","6004","0","10110113","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-13 (NORMAL)前篇","2023/06/01 16:00:00","71110013"
"71110014","10110","10110102","6004","0","10110114","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-14 (NORMAL)前篇","2023/06/01 16:00:00","71110014"
"71110015","10110","10110102","6004","0","10110115","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-15 (NORMAL)前篇","2023/06/01 16:00:00","71110015"
"71110016","10110","10110103","6005","0","10110201","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-1 (HARD)前篇","2023/06/01 16:00:00","71110016"
"71110017","10110","10110103","6005","0","10110202","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-2 (HARD)前篇","2023/06/01 16:00:00","71110017"
"71110018","10110","10110103","6005","0","10110203","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-3 (HARD)前篇","2023/06/01 16:00:00","71110018"
"71110019","10110","10110103","6005","0","10110204","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-4 (HARD)前篇","2023/06/01 16:00:00","71110019"
"71110020","10110","10110103","6005","0","10110205","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-5 (HARD)前篇","2023/06/01 16:00:00","71110020"
"71110021","10110","10110104","6002","0","0","0","9006","1","601","2023/06/29 15:59:59","將討伐證交換前篇的獎勵清單重置1次","2023/06/01 16:00:00","71110021"
"71110022","10110","10110104","6002","0","0","0","9006","2","601","2023/06/29 15:59:59","將討伐證交換前篇的獎勵清單重置2次","2023/06/01 16:00:00","71110022"
"71110023","10110","10110104","6002","0","0","0","9006","3","601","2023/06/29 15:59:59","將討伐證交換前篇的獎勵清單重置3次","2023/06/01 16:00:00","71110023"
"71110024","10110","10110104","6002","0","0","0","9006","4","601","2023/06/29 15:59:59","將討伐證交換前篇的獎勵清單重置4次","2023/06/01 16:00:00","71110024"
"71110025","10110","10110104","6002","0","0","0","9006","5","601","2023/06/29 15:59:59","將討伐證交換前篇的獎勵清單重置5次","2023/06/01 16:00:00","71110025"
"71110026","10110","10110105","6008","0","0","0","9011","5","601","2023/06/29 15:59:59","打倒5隻樂園守護者（全難易度皆可）","2023/06/01 16:00:00","71110026"
"71110027","10110","10110105","6008","0","0","0","9011","10","601","2023/06/29 15:59:59","打倒10隻樂園守護者（全難易度皆可）","2023/06/01 16:00:00","71110027"
"71110028","10110","10110105","6008","0","0","0","9011","15","601","2023/06/29 15:59:59","打倒15隻樂園守護者（全難易度皆可）","2023/06/01 16:00:00","71110028"
"71110029","10110","10110105","6008","0","0","0","9011","20","601","2023/06/29 15:59:59","打倒20隻樂園守護者（全難易度皆可）","2023/06/01 16:00:00","71110029"
"71110030","10110","10110105","6008","0","0","0","9011","25","601","2023/06/29 15:59:59","打倒25隻樂園守護者（全難易度皆可）","2023/06/01 16:00:00","71110030"
"71110031","10110","10110105","6008","0","0","0","9011","30","601","2023/06/29 15:59:59","打倒30隻樂園守護者（全難易度皆可）","2023/06/01 16:00:00","71110031"
"71110032","10110","10110106","6006","0","1011001","0","9019","1","601","2023/06/29 15:59:59","打倒1隻樂園守護者（NORMAL限定）","2023/06/01 16:00:00","71110032"
"71110033","10110","10110107","6010","0","1011003","0","9019","1","601","2023/06/29 15:59:59","打倒1隻樂園守護者（VERY HARD限定）","2023/06/01 16:00:00","71110033"
"71111001","10111","10111102","6004","0","10111101","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-1 (NORMAL)後篇","2023/06/08 16:00:00","71111001"
"71111002","10111","10111102","6004","0","10111102","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-2 (NORMAL)後篇","2023/06/08 16:00:00","71111002"
"71111003","10111","10111102","6004","0","10111103","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-3 (NORMAL)後篇","2023/06/08 16:00:00","71111003"
"71111004","10111","10111102","6004","0","10111104","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-4 (NORMAL)後篇","2023/06/08 16:00:00","71111004"
"71111005","10111","10111102","6004","0","10111105","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-5 (NORMAL)後篇","2023/06/08 16:00:00","71111005"
"71111006","10111","10111102","6004","0","10111106","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-6 (NORMAL)後篇","2023/06/08 16:00:00","71111006"
"71111007","10111","10111102","6004","0","10111107","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-7 (NORMAL)後篇","2023/06/08 16:00:00","71111007"
"71111008","10111","10111102","6004","0","10111108","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-8 (NORMAL)後篇","2023/06/08 16:00:00","71111008"
"71111009","10111","10111102","6004","0","10111109","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-9 (NORMAL)後篇","2023/06/08 16:00:00","71111009"
"71111010","10111","10111102","6004","0","10111110","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-10 (NORMAL)後篇","2023/06/08 16:00:00","71111010"
"71111011","10111","10111102","6004","0","10111111","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-11 (NORMAL)後篇","2023/06/08 16:00:00","71111011"
"71111012","10111","10111102","6004","0","10111112","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-12 (NORMAL)後篇","2023/06/08 16:00:00","71111012"
"71111013","10111","10111102","6004","0","10111113","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-13 (NORMAL)後篇","2023/06/08 16:00:00","71111013"
"71111014","10111","10111102","6004","0","10111114","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-14 (NORMAL)後篇","2023/06/08 16:00:00","71111014"
"71111015","10111","10111102","6004","0","10111115","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-15 (NORMAL)後篇","2023/06/08 16:00:00","71111015"
"71111016","10111","10111103","6005","0","10111201","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-1 (HARD)後篇","2023/06/08 16:00:00","71111016"
"71111017","10111","10111103","6005","0","10111202","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-2 (HARD)後篇","2023/06/08 16:00:00","71111017"
"71111018","10111","10111103","6005","0","10111203","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-3 (HARD)後篇","2023/06/08 16:00:00","71111018"
"71111019","10111","10111103","6005","0","10111204","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-4 (HARD)後篇","2023/06/08 16:00:00","71111019"
"71111020","10111","10111103","6005","0","10111205","0","9003","1","601","2023/06/29 15:59:59","完成活動冒險1-5 (HARD)後篇","2023/06/08 16:00:00","71111020"
"71111021","10111","10111104","6002","0","0","0","9006","1","601","2023/06/29 15:59:59","將討伐證交換後篇的獎勵清單重置1次","2023/06/08 16:00:00","71111021"
"71111022","10111","10111104","6002","0","0","0","9006","2","601","2023/06/29 15:59:59","將討伐證交換後篇的獎勵清單重置2次","2023/06/08 16:00:00","71111022"
"71111023","10111","10111104","6002","0","0","0","9006","3","601","2023/06/29 15:59:59","將討伐證交換後篇的獎勵清單重置3次","2023/06/08 16:00:00","71111023"
"71111024","10111","10111104","6002","0","0","0","9006","4","601","2023/06/29 15:59:59","將討伐證交換後篇的獎勵清單重置4次","2023/06/08 16:00:00","71111024"
"71111025","10111","10111104","6002","0","0","0","9006","5","601","2023/06/29 15:59:59","將討伐證交換後篇的獎勵清單重置5次","2023/06/08 16:00:00","71111025"
"71111026","10111","10111106","6008","0","0","0","9011","5","601","2023/06/29 15:59:59","打倒5隻象徵久遠庭園之人（全難易度皆可）","2023/06/08 16:00:00","71111026"
"71111027","10111","10111106","6008","0","0","0","9011","10","601","2023/06/29 15:59:59","打倒10隻象徵久遠庭園之人（全難易度皆可）","2023/06/08 16:00:00","71111027"
"71111028","10111","10111106","6008","0","0","0","9011","15","601","2023/06/29 15:59:59","打倒15隻象徵久遠庭園之人（全難易度皆可）","2023/06/08 16:00:00","71111028"
"71111029","10111","10111106","6008","0","0","0","9011","20","601","2023/06/29 15:59:59","打倒20隻象徵久遠庭園之人（全難易度皆可）","2023/06/08 16:00:00","71111029"
"71111030","10111","10111106","6008","0","0","0","9011","25","601","2023/06/29 15:59:59","打倒25隻象徵久遠庭園之人（全難易度皆可）","2023/06/08 16:00:00","71111030"
"71111031","10111","10111106","6008","0","0","0","9011","30","601","2023/06/29 15:59:59","打倒30隻象徵久遠庭園之人（全難易度皆可）","2023/06/08 16:00:00","71111031"
"71111032","10111","10111108","6010","0","1011103","0","9019","1","601","2023/06/29 15:59:59","打倒1隻象徵久遠庭園之人（VERY HARD限定）","2023/06/08 16:00:00","71111032"
"71112001","10112","10112102","6004","0","10112101","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-1 (NORMAL)前篇","2023/06/16 16:00:00","71112001"
"71112002","10112","10112102","6004","0","10112102","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-2 (NORMAL)前篇","2023/06/16 16:00:00","71112002"
"71112003","10112","10112102","6004","0","10112103","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-3 (NORMAL)前篇","2023/06/16 16:00:00","71112003"
"71112004","10112","10112102","6004","0","10112104","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-4 (NORMAL)前篇","2023/06/16 16:00:00","71112004"
"71112005","10112","10112102","6004","0","10112105","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-5 (NORMAL)前篇","2023/06/16 16:00:00","71112005"
"71112006","10112","10112102","6004","0","10112106","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-6 (NORMAL)前篇","2023/06/16 16:00:00","71112006"
"71112007","10112","10112102","6004","0","10112107","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-7 (NORMAL)前篇","2023/06/16 16:00:00","71112007"
"71112008","10112","10112102","6004","0","10112108","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-8 (NORMAL)前篇","2023/06/16 16:00:00","71112008"
"71112009","10112","10112102","6004","0","10112109","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-9 (NORMAL)前篇","2023/06/16 16:00:00","71112009"
"71112010","10112","10112102","6004","0","10112110","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-10 (NORMAL)前篇","2023/06/16 16:00:00","71112010"
"71112011","10112","10112102","6004","0","10112111","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-11 (NORMAL)前篇","2023/06/16 16:00:00","71112011"
"71112012","10112","10112102","6004","0","10112112","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-12 (NORMAL)前篇","2023/06/16 16:00:00","71112012"
"71112013","10112","10112102","6004","0","10112113","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-13 (NORMAL)前篇","2023/06/16 16:00:00","71112013"
"71112014","10112","10112102","6004","0","10112114","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-14 (NORMAL)前篇","2023/06/16 16:00:00","71112014"
"71112015","10112","10112102","6004","0","10112115","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-15 (NORMAL)前篇","2023/06/16 16:00:00","71112015"
"71112016","10112","10112103","6005","0","10112201","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-1 (HARD)前篇","2023/06/16 16:00:00","71112016"
"71112017","10112","10112103","6005","0","10112202","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-2 (HARD)前篇","2023/06/16 16:00:00","71112017"
"71112018","10112","10112103","6005","0","10112203","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-3 (HARD)前篇","2023/06/16 16:00:00","71112018"
"71112019","10112","10112103","6005","0","10112204","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-4 (HARD)前篇","2023/06/16 16:00:00","71112019"
"71112020","10112","10112103","6005","0","10112205","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-5 (HARD)前篇","2023/06/16 16:00:00","71112020"
"71112021","10112","10112104","6002","0","0","0","9006","1","601","2023/06/30 15:59:59","將討伐證交換前篇的獎勵清單重置1次","2023/06/16 16:00:00","71112021"
"71112022","10112","10112104","6002","0","0","0","9006","2","601","2023/06/30 15:59:59","將討伐證交換前篇的獎勵清單重置2次","2023/06/16 16:00:00","71112022"
"71112023","10112","10112104","6002","0","0","0","9006","3","601","2023/06/30 15:59:59","將討伐證交換前篇的獎勵清單重置3次","2023/06/16 16:00:00","71112023"
"71112024","10112","10112104","6002","0","0","0","9006","4","601","2023/06/30 15:59:59","將討伐證交換前篇的獎勵清單重置4次","2023/06/16 16:00:00","71112024"
"71112025","10112","10112104","6002","0","0","0","9006","5","601","2023/06/30 15:59:59","將討伐證交換前篇的獎勵清單重置5次","2023/06/16 16:00:00","71112025"
"71112026","10112","10112105","6008","0","0","0","9011","5","601","2023/06/30 15:59:59","打倒 5 隻碎裂魔像（全難易度共通）","2023/06/16 16:00:00","71112026"
"71112027","10112","10112105","6008","0","0","0","9011","10","601","2023/06/30 15:59:59","打倒 10 隻碎裂魔像（全難易度共通）","2023/06/16 16:00:00","71112027"
"71112028","10112","10112105","6008","0","0","0","9011","15","601","2023/06/30 15:59:59","打倒 15 隻碎裂魔像（全難易度共通）","2023/06/16 16:00:00","71112028"
"71112029","10112","10112105","6008","0","0","0","9011","20","601","2023/06/30 15:59:59","打倒 20 隻碎裂魔像（全難易度共通）","2023/06/16 16:00:00","71112029"
"71112030","10112","10112105","6008","0","0","0","9011","25","601","2023/06/30 15:59:59","打倒 25 隻碎裂魔像（全難易度共通）","2023/06/16 16:00:00","71112030"
"71112031","10112","10112105","6008","0","0","0","9011","30","601","2023/06/30 15:59:59","打倒 30 隻碎裂魔像（全難易度共通）","2023/06/16 16:00:00","71112031"
"71112032","10112","10112106","6010","0","1011203","0","9019","1","601","2023/06/30 15:59:59","打倒 1 隻碎裂魔像（VERY HARD限定）","2023/06/16 16:00:00","71112032"
"71113001","10113","10113102","6004","0","10113101","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-1 (NORMAL)後篇","2023/06/21 16:00:00","71113001"
"71113002","10113","10113102","6004","0","10113102","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-2 (NORMAL)後篇","2023/06/21 16:00:00","71113002"
"71113003","10113","10113102","6004","0","10113103","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-3 (NORMAL)後篇","2023/06/21 16:00:00","71113003"
"71113004","10113","10113102","6004","0","10113104","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-4 (NORMAL)後篇","2023/06/21 16:00:00","71113004"
"71113005","10113","10113102","6004","0","10113105","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-5 (NORMAL)後篇","2023/06/21 16:00:00","71113005"
"71113006","10113","10113102","6004","0","10113106","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-6 (NORMAL)後篇","2023/06/21 16:00:00","71113006"
"71113007","10113","10113102","6004","0","10113107","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-7 (NORMAL)後篇","2023/06/21 16:00:00","71113007"
"71113008","10113","10113102","6004","0","10113108","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-8 (NORMAL)後篇","2023/06/21 16:00:00","71113008"
"71113009","10113","10113102","6004","0","10113109","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-9 (NORMAL)後篇","2023/06/21 16:00:00","71113009"
"71113010","10113","10113102","6004","0","10113110","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-10 (NORMAL)後篇","2023/06/21 16:00:00","71113010"
"71113011","10113","10113102","6004","0","10113111","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-11 (NORMAL)後篇","2023/06/21 16:00:00","71113011"
"71113012","10113","10113102","6004","0","10113112","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-12 (NORMAL)後篇","2023/06/21 16:00:00","71113012"
"71113013","10113","10113102","6004","0","10113113","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-13 (NORMAL)後篇","2023/06/21 16:00:00","71113013"
"71113014","10113","10113102","6004","0","10113114","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-14 (NORMAL)後篇","2023/06/21 16:00:00","71113014"
"71113015","10113","10113102","6004","0","10113115","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-15 (NORMAL)後篇","2023/06/21 16:00:00","71113015"
"71113016","10113","10113103","6005","0","10113201","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-1 (HARD)後篇","2023/06/21 16:00:00","71113016"
"71113017","10113","10113103","6005","0","10113202","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-2 (HARD)後篇","2023/06/21 16:00:00","71113017"
"71113018","10113","10113103","6005","0","10113203","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-3 (HARD)後篇","2023/06/21 16:00:00","71113018"
"71113019","10113","10113103","6005","0","10113204","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-4 (HARD)後篇","2023/06/21 16:00:00","71113019"
"71113020","10113","10113103","6005","0","10113205","0","9003","1","601","2023/06/30 15:59:59","完成活動冒險1-5 (HARD)後篇","2023/06/21 16:00:00","71113020"
"71113021","10113","10113104","6002","0","0","0","9006","1","601","2023/06/30 15:59:59","將討伐證交換後篇的獎勵清單重置1次","2023/06/21 16:00:00","71113021"
"71113022","10113","10113104","6002","0","0","0","9006","2","601","2023/06/30 15:59:59","將討伐證交換後篇的獎勵清單重置2次","2023/06/21 16:00:00","71113022"
"71113023","10113","10113104","6002","0","0","0","9006","3","601","2023/06/30 15:59:59","將討伐證交換後篇的獎勵清單重置3次","2023/06/21 16:00:00","71113023"
"71113024","10113","10113104","6002","0","0","0","9006","4","601","2023/06/30 15:59:59","將討伐證交換後篇的獎勵清單重置4次","2023/06/21 16:00:00","71113024"
"71113025","10113","10113104","6002","0","0","0","9006","5","601","2023/06/30 15:59:59","將討伐證交換後篇的獎勵清單重置5次","2023/06/21 16:00:00","71113025"
"71113026","10113","10113106","6008","0","0","0","9011","5","601","2023/06/30 15:59:59","打倒 5 隻超載力量（全難易度共通）","2023/06/21 16:00:00","71113026"
"71113027","10113","10113106","6008","0","0","0","9011","10","601","2023/06/30 15:59:59","打倒 10 隻超載力量（全難易度共通）","2023/06/21 16:00:00","71113027"
"71113028","10113","10113106","6008","0","0","0","9011","15","601","2023/06/30 15:59:59","打倒 15 隻超載力量（全難易度共通）","2023/06/21 16:00:00","71113028"
"71113029","10113","10113106","6008","0","0","0","9011","20","601","2023/06/30 15:59:59","打倒 20 隻超載力量（全難易度共通）","2023/06/21 16:00:00","71113029"
"71113030","10113","10113106","6008","0","0","0","9011","25","601","2023/06/30 15:59:59","打倒 25 隻超載力量（全難易度共通）","2023/06/21 16:00:00","71113030"
"71113031","10113","10113106","6008","0","0","0","9011","30","601","2023/06/30 15:59:59","打倒 30 隻超載力量（全難易度共通）","2023/06/21 16:00:00","71113031"
"71113032","10113","10113107","6006","0","1011301","0","9019","1","601","2023/06/30 15:59:59","打倒 1 隻超載力量（NORMAL限定）","2023/06/21 16:00:00","71113032"
"71113033","10113","10113108","6010","0","1011303","0","9019","1","601","2023/06/30 15:59:59","打倒 1 隻超載力量（VERY HARD限定）","2023/06/21 16:00:00","71113033"
"71114001","10114","10114102","6004","0","10114101","0","9003","1","601","2023/07/20 15:59:59","完成活動冒險1-1（NORMAL）","2023/07/02 16:00:00","71114001"
"71114002","10114","10114102","6004","0","10114102","0","9003","1","601","2023/07/20 15:59:59","完成活動冒險1-2（NORMAL）","2023/07/02 16:00:00","71114002"
"71114003","10114","10114102","6004","0","10114103","0","9003","1","601","2023/07/20 15:59:59","完成活動冒險1-3（NORMAL）","2023/07/02 16:00:00","71114003"
"71114004","10114","10114102","6004","0","10114104","0","9003","1","601","2023/07/20 15:59:59","完成活動冒險1-4（NORMAL）","2023/07/02 16:00:00","71114004"
"71114005","10114","10114102","6004","0","10114105","0","9003","1","601","2023/07/20 15:59:59","完成活動冒險1-5（NORMAL）","2023/07/02 16:00:00","71114005"
"71114006","10114","10114102","6004","0","10114106","0","9003","1","601","2023/07/20 15:59:59","完成活動冒險1-6（NORMAL）","2023/07/02 16:00:00","71114006"
"71114007","10114","10114102","6004","0","10114107","0","9003","1","601","2023/07/20 15:59:59","完成活動冒險1-7（NORMAL）","2023/07/02 16:00:00","71114007"
"71114008","10114","10114102","6004","0","10114108","0","9003","1","601","2023/07/20 15:59:59","完成活動冒險1-8（NORMAL）","2023/07/02 16:00:00","71114008"
"71114009","10114","10114102","6004","0","10114109","0","9003","1","601","2023/07/20 15:59:59","完成活動冒險1-9（NORMAL）","2023/07/02 16:00:00","71114009"
"71114010","10114","10114102","6004","0","10114110","0","9003","1","601","2023/07/20 15:59:59","完成活動冒險1-10（NORMAL）","2023/07/02 16:00:00","71114010"
"71114011","10114","10114102","6004","0","10114111","0","9003","1","601","2023/07/20 15:59:59","完成活動冒險1-11（NORMAL）","2023/07/02 16:00:00","71114011"
"71114012","10114","10114102","6004","0","10114112","0","9003","1","601","2023/07/20 15:59:59","完成活動冒險1-12（NORMAL）","2023/07/02 16:00:00","71114012"
"71114013","10114","10114102","6004","0","10114113","0","9003","1","601","2023/07/20 15:59:59","完成活動冒險1-13（NORMAL）","2023/07/02 16:00:00","71114013"
"71114014","10114","10114102","6004","0","10114114","0","9003","1","601","2023/07/20 15:59:59","完成活動冒險1-14（NORMAL）","2023/07/02 16:00:00","71114014"
"71114015","10114","10114102","6004","0","10114115","0","9003","1","601","2023/07/20 15:59:59","完成活動冒險1-15（NORMAL）","2023/07/02 16:00:00","71114015"
"71114016","10114","10114103","6005","0","10114201","0","9003","1","601","2023/07/20 15:59:59","完成活動冒險1-1（HARD）","2023/07/02 16:00:00","71114016"
"71114017","10114","10114103","6005","0","10114202","0","9003","1","601","2023/07/20 15:59:59","完成活動冒險1-2（HARD）","2023/07/02 16:00:00","71114017"
"71114018","10114","10114103","6005","0","10114203","0","9003","1","601","2023/07/20 15:59:59","完成活動冒險1-3（HARD）","2023/07/02 16:00:00","71114018"
"71114019","10114","10114103","6005","0","10114204","0","9003","1","601","2023/07/20 15:59:59","完成活動冒險1-4（HARD）","2023/07/02 16:00:00","71114019"
