18209273301219bef52757fec717bb44dcd3130407472496826e482cb62e04ae,5fcd34234cfd468d5677282a50bce2e320ae7c2b8ba68df2f64460175f30a56b,9ec8f4409248d0e0442f36047bb35f62f633d2c866281c80ce5bebbd7ba5d0c4,0517ea13b89ecf7b2f2bf9c220cae206c7e43c1525ee2ef81078fb64fa2ab8ad,297a7b4890d60d9510dc084f97a6395c3dd67f58e9eb47e353bd83dc2efe3208,7c2a0d29e5a413e8f0797c39239ccebb9f17d3030737a8f0d45a04760a862326,b13fa6839099d6ad44a9e4ddde80872efd7d435c482086cd6e6eb9405d430159
"bgm_M618_juke","237","真步真步的神奇旅程！　旅行的少女與邊境的大樹","bgm_M618","劇情活動主題曲\n-｢優雅少女旅程｣編曲-\n\n時間 / 02:02\n作曲 / 金山秀士（Dream Monster）\n編曲 / 多田彰文","0:00","2:02"
"bgm_M621_juke","238","哀執的植物羊","bgm_M621","劇情活動Boss戰\n-｢優雅少女旅程｣編曲-\n\n時間 / 01:30\n時間 / Enarak（Cygames）\n編曲 / Enarak（Cygames）","0:00","1:30"
"bgm_M617","239","優雅少女旅程","bgm_M617","角色歌曲\n\n時間 / 01:36\n演唱　 / 真步（内田真礼）\n作詞 / 金山秀士（Dream Monster）\n作曲 / 金山秀士（Dream Monster）\n編曲 / 金山秀士（Dream Monster）","0:55","1:36"
"bgm_M623_juke","240","點讚！最愛！大集合！　至高祭典與少女祕密的本命任務","bgm_M623","劇情活動主題曲\n-｢O-TA-O-TA WORLD｣編曲-\n\n時間 / 01:34\n作曲 / Heart's Cry (TOKYO LOGIC)\n編曲 / 市橋卓也（Cygames）","0:00","1:34"
"bgm_M625_juke","241","瘋狂直播主‧輝美","bgm_M625","劇情活動Boss戰\n\n時間 / 02:00\n作曲 / 榎本 三和子（Cygames）\n編曲 / 榎本 三和子（Cygames）","0:00","2:00"
"bgm_M622","242","O-TA-O-TA WORLD","bgm_M622","角色歌曲\n\n時間 / 01:35\n演唱　 / 智（茅原実里）\n　　　七七香（佳村はるか）\n　　　鈴（小岩井ことり）\n作詞 / Heart's Cry (TOKYO LOGIC)\n作曲 / Heart's Cry (TOKYO LOGIC)\n編曲 / Heart's Cry (TOKYO LOGIC)","1:01","1:35"
"bgm_M630_juke","243","部族精神　高揭之劍與榮耀和平之橋","bgm_M630","故事劇情主題曲\n-「Knight's Soul」編曲-\n\n時間 / 01:37\n作曲 / 設楽哲也\n編曲 / 畑田浩孝（Cygames）","0:00","1:37"
"bgm_M634_juke","244","黑曜魔像","bgm_M634","故事劇情Boss戰\n\n時間 / 01:59\n作曲 / 西村真吾\n編曲 / 西村真吾","0:00","1:59"
"bgm_M637","245","Knight's Soul","bgm_M637","角色歌曲\n\n時間 / 01:28\n歌　 / 茉莉（下田麻美）\n　　　克莉絲提娜（たかはし智秋）\n作詞 / eNu\n作曲 / 設楽哲也\n編曲 / 設楽哲也","0:52","1:28"
"bgm_M638_juke","246","Happy Happening　幸福的雙子天使與聖誕夜的禮物","bgm_M638","故事劇情主題曲\n-｢初雪雙胞胎的求愛｣編曲-\n\n時間 / 01:08\n作曲 / 森本練\n編曲 / 中村早織（Cygames）","0:00","1:08"
"bgm_M641_juke","247","不幸福的多倫多獸","bgm_M641","故事劇情Boss戰\n\n時間 / 02:01\n作曲 / 守谷勇人\n編曲 / 守谷勇人","0:00","2:01"
"bgm_M656","248","初雪雙胞胎的求愛","bgm_M656","角色歌曲\n\n時間 / 01:29\n演唱　 /依里（原紗友里）\n　　　茜里（浅倉杏美）\n作詞 / 森本練\n作曲 / 森本練\n編曲 / 森本練","0:52","1:29"
"bgm_M647_juke","249","煙霧繚繞忘年奇譚　為旭日初升舉杯","bgm_M647","故事劇情主題曲\n-《ma.sa.yu.me.》編曲-\n\n時間／01:21\n作曲／ウツミタカアキ\n編曲／佐藤遥（Cygames）","0:00","1:21"
"bgm_M650_juke","250","汙穢的湯之神‧陽卵","bgm_M650","故事劇情Boss戰\n\n時間／01:54\n作曲／亀井瑠美\n編曲／亀井瑠美","0:00","1:54"
"bgm_M666","251","ma.sa.yu.me.","bgm_M666","角色歌曲\n\n時間／01:39\n演唱／帆稀（大西沙織）\n　　　美里（國府田マリ子）\n作詞／ウツミタカアキ\n作曲／ウツミタカアキ\n編曲／ウツミタカアキ","1:05","1:39"
"bgm_M651_juke","252","新春每日溫泉","bgm_M651","故事劇情迷你內容\n-《ma.sa.yu.me.》編曲-\n\n時間／02:04\n作曲／ウツミタカアキ\n編曲／Enarak（Cygames）","0:00","2:04"
"bgm_M643_juke","253","終炎的理想鄉","bgm_M643","終炎的理想鄉\n\n時間／01:03\n作曲／中町友洋\n編曲／中町友洋","0:00","1:03"
"bgm_M645_juke","254","甦醒的威脅們","bgm_M645","終炎的理想鄉Boss戰\n\n時間／02:05\n作曲／植田能平\n編曲／植田能平","0:00","2:05"
"bgm_M646_Mode1_juke","255","虛偽的救濟者","bgm_M646","終炎的理想鄉Boss戰\n\n時間／01:35\n作曲／千葉梓（Cygames）、関根修平（Cygames）\n編曲／関根修平（Cygames）","0:00","1:35"
"bgm_M646_Mode2_juke","256","司掌終炎的魔術師","bgm_M646","終炎的理想鄉Boss戰\n\n時間／01:40\n作曲／千葉梓（Cygames）、関根修平（Cygames）\n編曲／関根修平（Cygames）","0:00","1:40"
"bgm_M646_Mode3_juke","257","追尋奧祕力量之人","bgm_M646","終炎的理想鄉Boss戰\n-《Mirage Game》時間／編曲-\n\n時間／02:00\n作曲／田中公平\n編曲／吉川美矩、関根修平（Cygames）","0:00","2:00"
"bgm_M659_juke","258","嚮往著希望的樂園","bgm_M659","故事劇情主題曲\n-《Never Lose Again》編曲-\n\n時間／01:00\n作曲／奥井康介\n編曲／榎本三和子（Cygames）","0:00","1:00"
"bgm_M660_juke","259","即便在充滿不確定性的未來","bgm_M660","故事劇情主題曲\n-《Never Lose Again》編曲-\n\n時間／01:17\n作曲／奥井康介\n編曲／Enarak（Cygames）","0:00","1:17"
"bgm_M664_juke","260","樂園守護者","bgm_M664","故事劇情Boss戰\n\n時間／02:12\n作曲／西木康智\n編曲／佐藤遥（Cygames）","0:00","2:12"
"bgm_M665_juke","261","象徵久遠庭園之人","bgm_M665","故事劇情Boss戰\n\n時間／03:26\n作曲／畑田浩孝（Cygames）\n編曲／畑田浩孝（Cygames）","0:00","3:26"
"bgm_M667","262","Never Lose Again","bgm_M667","角色歌曲\n\n時間／01:22\n演唱／矛依未（潘めぐみ）\n作詞／稲葉エミ\n作曲／奥井康介\n編曲／奥井康介","0:42","1:22"
"bgm_M668_juke","263","貓與懷舊點心的咖啡廳　歡迎光臨Café Naschkatze","bgm_M668","故事劇情主題曲\n-《喵喵的奮力一擊》編曲-\n\n時間／01:39\n作曲／TAKT（TRYTONELABO）\n編曲／佐藤遥（Cygames）","0:00","1:39"
"bgm_M671_juke","264","祈福託災的招財貓","bgm_M671","故事劇情Boss戰\n\n時間／01:34\n作曲／多田彰文\n編曲／多田彰文","0:00","1:34"
"bgm_M674","265","喵喵的奮力一擊","bgm_M674","角色歌曲\n\n時間／01:35\n演唱　／珠希（沼倉愛美）\n作詞／TAKT（TRYTONELABO）\n作曲／TAKT（TRYTONELABO）\n編曲／TAKT（TRYTONELABO）","0:51","1:35"
"bgm_MC017_juke","266","Dears　歡迎回家與我回來了的約定","bgm_MC017","故事劇情主題曲\n-《我的色彩STORY》編曲-\n\n時間／01:21\n作曲／高木龍一（Dream Monster）\n編曲／Max Mullowney（Cygames）","0:00","1:21"
"bgm_MC020_juke","267","大王猩猩","bgm_MC020","故事劇情Boss戰\n\n時間／02:31\n作曲／小半大\n編曲／小半大","0:00","2:31"
"bgm_MC034","268","我的色彩STORY","bgm_MC034","角色歌曲\n\n時間／01:29\n演唱　／栞（小清水亞美）\n作詞／Cocoro. （Dream Monster）\n作曲／高木龍一（Dream Monster）\n編曲／高木龍一（Dream Monster）","0:59","1:29"
"bgm_MC021_juke","269","魔物生態報告書","bgm_MC021","故事劇情迷你內容\n-《我的色彩STORY》編曲-\n\n時間／02:19\n作曲／高木龍一（Dream Monster）\n編曲／Enarak（Cygames）","0:00","2:19"
"bgm_MC001_juke","270","萬花綻放的新天地","bgm_MC001","主線冒險\n\n時間／02:06\n作曲／佐藤遥（Cygames）\n編曲／佐藤遥（Cygames）","0:00","2:06"
"bgm_MC022_juke","271","吉歐‧提格尼亞的戰鬥","bgm_MC022","主線冒險\n\n時間／01:23\n作曲／長谷部翔（Cygames）\n編曲／長谷部翔（Cygames）","0:00","1:23"
"bgm_MC026_juke","272","Connect‧With‧Blue　直至少女前往天際","bgm_MC026","故事劇情主題曲\n-「羽翼的序幕」編曲-\n\n時間 / 02:09\n作曲 / 本多友紀 (Arte Refact)\n編曲 / 畑田浩孝（Cygames）","0:00","2:09"
"bgm_MC029_juke","273","智慧的鍊金術師‧莫夫","bgm_MC029","故事劇情Boss戰\n\n時間 / 02:08\n作曲 / Enarak（Cygames）\n編曲 / Enarak（Cygames）","0:00","2:08"
"bgm_MC035","274","羽翼的序幕","bgm_MC035","角色歌曲\n\n時間 / 01:32\n演唱 / 吉塔（金元寿子）\n作詞 / 真崎エリカ\n作曲 / 本多友紀 (Arte Refact)\n編曲 / 本多友紀 (Arte Refact)","1:03","1:32"
"bgm_MC030_juke","275","蘭德索爾一期一會","bgm_MC030","故事劇情迷你內容\n-「羽翼的序幕」編曲-\n\n時間 / 01:58\n作曲 / 本多友紀 (Arte Refact)\n編曲 / 亀井瑠美","0:00","1:58"
"bgm_MC007_juke","276","次元斷層","bgm_MC007","次元斷層\n\n時間 / 01:07\n作曲 / Enarak（Cygames）\n編曲 / Enarak（Cygames）","0:00","1:07"
"bgm_MC008_juke","277","出現於次元夾縫的威脅","bgm_MC008","次元斷層\n\n時間 / 01:46\n作曲 / 中村博\n編曲 / 中村博","0:00","1:46"
"bgm_MC023_juke","278","華麗世界的強敵","bgm_MC023","主線冒險Boss戰\n\n時間 / 01:32\n作曲 / 中町友洋\n編曲 / 中町友洋","0:00","1:32"
"bgm_MC036_juke","279","吸血鬼傳聞錄　黑夜與美麗的饗宴","bgm_MC036","故事劇情主題曲\n-《Gothical Radical † Eternal Wedding》\n編曲-\n\n時間 / 01:13\n作曲 / 毛蟹（LIVE LAB.）\n編曲 / 佐藤遥（Cygames）","0:00","1:13"
"bgm_MC039_juke","280","變貌的從者‧布拉德","bgm_MC039","故事劇情Boss戰\n\n時間 / 02:07\n作曲 / 関根修平（Cygames）\n編曲 / 関根修平（Cygames）","0:00","2:07"
"bgm_MC052","281","Gothical Radical † Eternal Wedding","bgm_MC052","角色歌曲\n\n時間 / 01:29\n演唱　 / 伊莉亞（丹下桜）\n作詞 / 毛蟹（LIVE LAB.）\n作曲 / 毛蟹（LIVE LAB.）\n編曲 / 毛蟹（LIVE LAB.）","0:48","1:29"
"bgm_MC040_juke","282","雪的審美會","bgm_MC040","故事劇情迷你內容\n-《Gothical Radical † Eternal Wedding》\n編曲-\n\n時間 / 01:28\n作曲 / 毛蟹（LIVE LAB.）\n編曲 / 中村早織（Cygames）","0:00","1:28"
"bgm_M06_juke","283","Princess Fight☆","bgm_M06","主線冒險\n\n時間 / 00:54\n作曲 / 西木康智\n編曲 / 西木康智","0:00","0:54"
"bgm_M169_juke","284","艾爾皮斯島之戰","bgm_M169","主線冒險\n\n時間 / 01:10\n作曲 / 白井友規（Cygames）\n編曲 / 白井友規（Cygames）","0:00","1:10"
"bgm_MC046_juke","285","大間的排光海水大作戰　祕密主義者與禁斷之海","bgm_MC046","故事劇情主題曲\n-《變身萬花筒》編曲-\n\n時間 / 01:14\n作曲 / やしきん\n編曲 / 守谷勇人","0:00","1:14"
"bgm_MC048_juke","286","復活的白色島鯨","bgm_MC048","故事劇情Boss戰\n\n時間 / 02:28\n作曲 / 東大路憲太\n編曲 / 中町友洋","0:00","2:28"
"bgm_MC055","287","變身萬花筒","bgm_MC055","角色歌曲\n\n時間 / 01:29\n演唱　 / 似似花（井口裕香）\n作詞 / 高瀬愛虹\n作曲 / やしきん\n編曲 / やしきん","0:51","1:29"
"bgm_MC049_juke","288","公主的祕密","bgm_MC049","故事劇情迷你內容\n-《變身萬花筒》編曲-\n\n時間 / 01:42\n作曲 / やしきん\n編曲 / 塚越廉","0:00","1:42"
"bgm_MC043_juke","289","美食獵人號，出發前進！","bgm_MC043","巡遊 ｢Precious Journey｣編曲\n\n時間 / 01:39\n作曲 / 東大路憲太\n編曲 / 市橋卓也（Cygames）","0:00","1:39"
"bgm_MC056_juke","290","戰慄幽奇海岸　～夏日度假村驚悚怪談～","bgm_MC056","故事劇情主題曲\n-「愛的羈絆」編曲-\n\n時間 / 01:08\n作曲 / 松坂康司（SUPA LOVE）\n編曲 / 関根修平（Cygames）","0:00","1:08"
"bgm_MC058_juke","291","怨恨亡靈","bgm_MC058","故事劇情Boss戰\n\n時間 / 01:27\n作曲 / 畑田浩孝（Cygames）\n編曲 / 畑田浩孝（Cygames）","0:00","1:27"
"bgm_MC072_juke","292","愛的羈絆","bgm_MC072","角色歌曲\n\n時間 / 01:33\n演唱　 / 蘭法（原田彩楓）\n作詞 / 松坂康司（SUPA LOVE）\n作曲 / 松坂康司（SUPA LOVE）\n編曲 / 松坂康司（SUPA LOVE）","0:55","1:33"
"bgm_MC070_juke","293","Precious Journey","bgm_MC070","角色歌曲\n\n時間 / 01:50\n演唱　 / 貪吃佩可（M‧A‧O）\n　　　可可蘿（伊藤美來）\n　　　凱留（立花理香）\n　　　莉莉（鈴木みのり）\n　　　可璃亞（前田佳織里）\n　　　普蕾西亞（高尾奏音）\n作詞 / マイクスギヤマ\n作曲 / 東大路憲太\n編曲 / 東大路憲太","1:00","1:50"
"bgm_MC071_juke","294","晚霞色的漫步","bgm_MC071","角色歌曲\n\n時間 / 01:32\n演唱　 / 貪吃佩可（M‧A‧O）\n　　　可可蘿（伊藤美來）\n　　　凱留（立花理香）\n作詞 / 瀬名航（SOVA）\n作曲 / 白戸佑輔（Dream Monster）\n編曲 / 白戸佑輔（Dream Monster）","0:52","1:32"
"bgm_MC063_juke","295","魔法師的青春時日　魔法學園與奇蹟之鐘","bgm_MC063","故事劇情主題曲\n-「那個春天，從日記的續篇開始」編曲-\n\n時間 / 01:24\n作曲 / 瀬名航（SOVA）\n編曲 / 中川峻彰","0:00","1:24"
"bgm_MC066_juke","296","被解放的暴魔‧阿爾杰什","bgm_MC066","故事劇情BOSS戰\n\n時間 / 02:25\n作曲 / 松尾早人\n編曲 / 松尾早人","0:00","2:25"
"bgm_MC073","297","那個春天，從日記的續篇開始","bgm_MC073","角色歌曲\n\n時間 / 01:29\n演唱　 / 凱留（立花理香）\n作詞 / 瀬名航（SOVA）\n作曲 / 瀬名航（SOVA）\n編曲 / 瀬名航（SOVA）","0:42","1:29"
"bgm_MC024_juke","298","萊拉耶爾","bgm_MC024","角色主題曲\n-「萬花綻放的新天地」編曲-\n\n時間 / 02:37\n作曲 / 守谷勇人、佐藤遥（Cygames）\n編曲 / 守谷勇人","0:00","2:37"
"bgm_MC067_juke","299","做好要學習的準備了嗎？","bgm_MC067","小遊戲\n-「那個春天，從日記的續篇開始」編曲-\n\n時間 / 01:19\n作曲 / 瀬名航（SOVA）\n編曲 / 畑田浩孝（Cygames）","0:00","1:19"
"bgm_MC068_juke","300","放學後的讀書會","bgm_MC068","小遊戲\n-「那個春天，從日記的續篇開始」編曲-\n\n時間 / 01:15\n作曲 / 瀬名航（SOVA）\n編曲 / Enarak（Cygames）","0:00","1:15"
"bgm_MC075_juke","301","浪漫薩拉薩利亞　～沙漠的新娘與不可思議的神燈～","bgm_MC075","故事劇情主題曲\n-「Adenium」編曲-\n\n時間 / 01:46\n作曲 / 山口朗彦\n編曲 / 畑田浩孝（Cygames）","0:00","1:46"
"bgm_MC077_juke","302","哈立德","bgm_MC077","故事劇情Boss戰\n\n時間 / 02:18\n作曲 / 植田能平\n編曲 / 植田能平","0:00","2:18"
"bgm_MC074","303","Adenium","bgm_MC074","角色歌曲\n\n時間 / 01:37\n演唱　 / 咲戀（堀江由衣）\n　　　流夏（佐藤利奈）\n作詞 / 山口朗彦\n作曲 / 山口朗彦\n編曲 / 山口朗彦","0:57","1:37"
"bgm_MC032_juke","304","蠻賊三姊妹","bgm_MC032","角色主題曲\n\n時間 / 01:59\n作曲 / 関根修平（Cygames）\n編曲 / 関根修平（Cygames）","0:00","1:59"
"bgm_MC078_juke","305","夢幻的婚姻模擬遊戲","bgm_MC078","故事劇情迷你內容\n-「Adenium」編曲-\n\n時間 / 02:52\n作曲 / 山口朗彦\n編曲 / 佐藤遥（Cygames）","0:00","2:52"
"bgm_M17_02_juke","306","有魔物！！","bgm_M17","主線冒險Boss戰\n\n時間 / 00:50\n作曲 / 本田晃弘（Cygames）\n編曲 / 多田彰文","0:00","0:50"
"bgm_M170_juke","307","新天地的強敵","bgm_M170","主線冒險Boss戰\n\n時間 / 01:02\n作曲 / 東大路憲太\n編曲 / 東大路憲太","0:00","1:02"
"bgm_MC082_juke","308","Criminal Rookie　天使們的悖論","bgm_MC082","故事劇情主題曲\n-「Ylide Lotus」編曲-\n\n時間 / 01:31\n作曲 / 宮谷礼治\n編曲 / 佐藤遥（Cygames）","0:00","1:31"
"bgm_MC085_juke","309","最終冒險★","bgm_MC085","故事劇情Boss戰\n\n時間 / 02:15\n作曲 / IM.Lab\n編曲 / IM.Lab","0:00","2:15"
"bgm_MC089","310","Ylide Lotus","bgm_MC089","角色歌曲\n\n時間 / 01:27\n演唱　 / 莉莉（鈴木みのり）\n　　　可璃亞（前田佳織里）\n　　　普蕾西亞（高尾奏音）\n作詞 / 宮谷礼治\n作曲 / 宮谷礼治\n編曲 / アッシュ井上（Dream Monster）","0:41","1:27"
"bgm_MC083B_02_juke","311","旅行與成長（與反省）的記錄","bgm_MC083B","故事劇情迷你內容\n-「Ylide Lotus」編曲-\n\n時間 / 01:35\n作曲 / 宮谷礼治\n編曲 / 田山里奈","0:00","1:35"
"bgm_MC002_juke","312","幻變少女","bgm_MC002","角色主題曲\n\n時間 / 02:41\n作曲 / Enarak（Cygames）\n編曲 / Enarak（Cygames）","0:00","2:41"
"bgm_M615_juke","313","探險","bgm_M615","探險\n\n時間 / 01:21\n作曲 / 西村真吾\n編曲 / 西村真吾","0:00","1:21"
"bgm_MC091_juke","314","聖誕哭泣寶貝　為誰存在的幸福之日","bgm_MC091","故事劇情主題曲\n-《Christmas Blessing》編曲-\n\n時間 / 01:06\n作曲 / 高橋修平（SUPA LOVE）\n編曲 / 松尾早人","0:00","1:06"
"bgm_MC094_juke","315","巴西利斯克‧阿洛斯","bgm_MC094","故事劇情Boss戰\n\n時間 / 01:50\n作曲 / 田山里奈\n編曲 / 田山里奈","0:00","1:50"
"bgm_MC090","316","Christmas Blessing","bgm_MC090","角色歌曲\n\n時間 / 01:32\n演唱　 / 貪吃佩可（M‧A‧O）\n　　　克蕾琪塔（Lynn）\n作詞 / 藤原優樹 （SUPA LOVE）\n作曲 / 高橋修平 （SUPA LOVE）\n編曲 / 高橋修平 （SUPA LOVE）\n弦樂編曲 / 曽木琢磨 （SUPA LOVE）","0:50","1:32"
"bgm_MC095_juke","317","降臨期日曆","bgm_MC095","故事劇情迷你內容\n-《Christmas Blessing》編曲-\n\n時間 / 02:09\n作曲 / 高橋修平（SUPA LOVE）\n編曲 / Enarak（Cygames）","0:00","2:09"
"bgm_MC079_juke","318","業火燃燒的密林","bgm_MC079","主線冒險\n\n時間 / 02:02\n作曲 / IM.Lab\n編曲 / IM.Lab","0:00","2:02"
"bgm_MC086_juke","319","吉歐‧格黑納之戰","bgm_MC086","主線冒險\n\n時間 / 01:38\n作曲 / 植田能平\n編曲 / 植田能平","0:00","1:38"
"bgm_MC099_juke","320","迎春夢想家們！　新年隕石碎碎平安！？","bgm_MC099","故事劇情主題曲\n-《未來的夢》編曲-\n\n時間 / 01:10\n作曲 / 篠崎あやと\n編曲 / 塚越廉","0:00","1:10"
"bgm_MC101_juke","321","夢中隕石","bgm_MC101","故事劇情Boss戰\n\n時間 / 02:44\n作曲 / 佐藤遥（Cygames）\n編曲 / 佐藤遥（Cygames）","0:00","2:44"
"bgm_MC107","322","未來的夢","bgm_MC107","角色歌曲\n\n時間 / 01:27\n演唱　 / 初音（大橋彩香）\n作詞 / 篠崎あやと\n作曲 / 篠崎あやと\n編曲 / 篠崎あやと","0:59","1:27"
"bgm_MC102_juke","323","初夢挑戰","bgm_MC102","故事劇情迷你內容\n-《未來的夢》編曲-\n\n時間 / 01:31\n作曲 / 篠崎あやと\n編曲 / 小出大和（Cygames）","0:00","1:31"
"bgm_MC087_juke","324","焚燒世界的強敵","bgm_MC087","主線冒險Boss戰\n\n時間 / 01:40\n作曲 / IM.Lab\n編曲 / IM.Lab","0:00","1:40"
"bgm_MC081_Fubuki_juke","325","天才發明家三女、布武機","bgm_MC081","EX冒險Boss戰\n-《蠻賊三姊妹》編曲-\n\n時間 / 01:45\n作曲 / 関根修平（Cygames）\n編曲 / 植田能平","0:00","1:45"
"bgm_MC081_Wakana_juke","326","受難體質的次女、若菜","bgm_MC081","EX冒險Boss戰\n-《蠻賊三姊妹》編曲-\n\n時間 / 01:45\n作曲 / 関根修平（Cygames）\n編曲 / 植田能平","0:00","1:45"
"bgm_MC081_Yamato_juke","327","心胸開闊的長女、倭","bgm_MC081","EX冒險Boss戰\n-《蠻賊三姊妹》編曲-\n\n時間 / 01:45\n作曲 / 関根修平（Cygames）\n編曲 / 植田能平","0:00","1:45"
"bgm_MC096_juke","328","涅妃‧涅羅","bgm_MC096","角色主題曲\n-《業火燃燒的密林》編曲-\n\n時間 / 02:30\n作曲 / IM.Lab\n編曲 / IM.Lab","0:00","2:30"
"bgm_MC110_juke","329","映於鏡中的訪客","bgm_MC110","故事劇情主題曲\n-《Prayer》編曲-\n\n時間 / 01:28\n作曲 / 伊藤翼\n編曲 / Enarak（Cygames）","0:00","1:28"
"bgm_MC111_juke","330","再一次。並且，再也不會。","bgm_MC111","故事劇情主題曲\n-《Prayer》編曲-\n\n時間 / 02:31\n作曲 / 伊藤翼\n編曲 / 佐藤遥（Cygames）","0:00","2:31"
"bgm_MC114_juke","331","紅霧精靈","bgm_MC114","故事劇情Boss戰\n\n時間 / 01:51\n作曲 / 関根修平（Cygames）\n編曲 / 関根修平（Cygames）","0:00","1:51"
"bgm_MC115_juke","332","顯露苦衷 埃拉＆志那都","bgm_MC115","故事劇情頭目戰\n\n時間 / 02:28\n作曲 / 東大路憲太\n編曲 / 東大路憲太","0:00","2:28"
"bgm_MC108","333","Prayer","bgm_MC108","角色歌曲\n\n時間 / 01:36\n演唱　 / 厄莉絲（桑島法子）\n　　　優衣（種田梨沙）\n作詞 / 磯谷佳江\n作曲 / 伊藤翼\n編曲 / 伊藤翼","1:02","1:36"
"bgm_MC116_juke","334","Another Wish‧Log","bgm_MC116","故事劇情迷你內容\n-《Prayer》編曲-\n\n時間 / 04:38\n作曲 / 伊藤翼\n編曲 / 吉川美矩","0:00","4:38"
"bgm_MC103_juke","335","穿越焚燒的世界","bgm_MC103","巡遊\n-《Precious Journey》編曲-\n\n時間 / 01:37\n作曲 / 東大路憲太\n編曲 / IM.Lab","0:00","1:37"
"bgm_MC104_juke","336","亂入！蠻賊三姊妹","bgm_MC104","巡遊\n-《蠻賊三姊妹》編曲-\n\n時間 / 01:40\n作曲 / 関根修平（Cygames）\n編曲 / IM.Lab","0:00","1:40"
"bgm_M471_juke","337","厄莉絲","bgm_M471","角色主題曲\n\n\n時間 / 02:28\n作曲 / 東大路憲太\n編曲 / 東大路憲太","0:00","2:28"
"bgm_MC124_juke","338","寒冬的盛夏與神聖學院的問題兒童","bgm_MC124","故事劇情主題曲\n-《妄想夏日光暈》編曲-\n\n時間 / 01:18\n作曲 / 出口遼\n編曲 / 関根修平（Cygames）","0:00","1:18"
"bgm_MC126_juke","339","地獄的聖女富美惠","bgm_MC126","故事劇情Boss戰\n\n時間 / 01:42\n作曲 / 小半大\n編曲 / 小半大","0:00","1:42"
"bgm_MC109","340","妄想夏日光暈","bgm_MC109","角色歌曲\n\n時間 / 01:41\n演唱　 / 琪愛兒（佐倉綾音）\n　　　克蘿依（種﨑敦美）\n　　　優妮（小原好美）\n作詞 / 出口遼\n作曲 / 出口遼\n編曲 / 出口遼、半田翼","0:59","1:41"
"bgm_MC127_01_juke","341","【LIVE】漂漂河　白天","bgm_MC127","故事劇情迷你內容\n-《妄想夏日光暈》編曲-\n\n時間 / 02:10\n作曲 / 出口遼\n編曲 / 古見千桜子（Cygames）","0:00","2:10"
"bgm_MC128_01_juke","342","【LIVE】漂漂河　夜晚","bgm_MC128","故事劇情迷你內容\n-《妄想夏日光暈》編曲-\n\n時間 / 02:10\n作曲 / 出口遼\n編曲 / 小出大和（Cygames）","0:00","2:10"
"bgm_MC129_juke","343","公主騎士之力","bgm_MC129","公主騎士強化\n-《公主騎士》編曲-\n\n時間 / 03:45\n作曲 / 西木康智\n編曲 / 佐藤遥（Cygames）","0:00","3:45"
"bgm_MC130_juke","344","抵達深奧的領域","bgm_MC130","深域冒險\n-《紅焰的深域》編曲-\n\n時間 / 00:59\n作曲 / 松尾早人\n編曲 / 多田彰文","0:00","0:59"
"bgm_MC131_juke","345","紅焰的深域","bgm_MC131","深域冒險\n\n時間 / 01:41\n作曲 / 松尾早人\n編曲 / 松尾早人","0:00","1:41"
"bgm_MC132_juke","346","蒼波的深域","bgm_MC132","深域冒險\n\n時間 / 01:41\n作曲 / 松尾早人\n編曲 / 松尾早人","0:00","1:41"
"bgm_MC133_juke","347","翠嵐的深域","bgm_MC133","深域冒險\n\n時間 / 01:41\n作曲 / 松尾早人\n編曲 / 松尾早人","0:00","1:41"
"bgm_MC134_juke","348","珀天的深域","bgm_MC134","深域冒險\n\n時間 / 01:41\n作曲 / 松尾早人\n編曲 / 松尾早人","0:00","1:41"
"bgm_MC135_juke","349","紫冥的深域","bgm_MC135","深域冒險\n\n時間 / 01:41\n作曲 / 松尾早人\n編曲 / 松尾早人","0:00","1:41"
"bgm_MC136_juke","350","冷酷・火爆・新兵訓練營　魔鬼教官和鞭子與……糖果？","bgm_MC136","故事劇情主題曲\n-《Into The Trust》編曲-\n\n時間 / 01:36\n作曲 / 椿山日南子（Dream Monster）\n編曲 / 古見千桜子（Cygames）","0:00","1:36"
"bgm_MC139_juke","351","剛雷獸‧雷葛宏","bgm_MC139","故事劇情Boss戰\n\n時間 / 02:06\n作曲 / 中川峻彰\n編曲 / 中川峻彰","0:00","2:06"
"bgm_MC151","352","Into The Trust","bgm_MC151","角色歌曲\n\n時間 / 01:30\n演唱　 / 惠理子（橋本ちなみ）\n　　　真琴（小松未可子）\n作詞 / Cocoro.（Dream Monster）\n作曲 / 椿山日南子（Dream Monster）\n編曲 / 椿山日南子（Dream Monster）","1:00","1:30"
"bgm_MC140_juke","353","惠理子和真琴的行軍A-Go-Go！","bgm_MC140","小遊戲\n-｢Into The Trust｣編曲-\n\n時間 / 01:51\n作曲 / 椿山日南子（Dream Monster）\n編曲 / 小半大","0:00","1:51"
"bgm_MC141_juke","354","新兵們，隨我來","bgm_MC141","小遊戲\n-｢Into The Trust｣編曲-\n\n時間 / 03:23\n作曲 / 椿山日南子（Dream Monster）\n編曲 / 多田彰文","0:00","3:23"
"bgm_MC044_juke","355","前往決鬥的舞台","bgm_MC044","戰鬥試煉場\n\n時間 / 01:04\n作曲 / 畑田浩孝（Cygames）\n編曲 / 畑田浩孝（Cygames）","0:00","1:04"
"bgm_MC045_juke","356","戰鬥試煉場，開幕！","bgm_MC045","戰鬥試煉場\n\n時間 / 02:13\n作曲 / 畑田浩孝（Cygames）\n編曲 / 畑田浩孝（Cygames）","0:00","2:13"
