53d0047bbbc823c8b2b3b0b328cc1585953f6db85d26deaff66bccdcf9dedd8e,8b0f77709de99c6e436b627b2cb13cc0dc1144a0ea76d5823fe368535c82a627,8ff20647bbd6077e8aaec2f9a785d6b982fe8f6ee644506fa5ef42dbee4a191a,baef204573aef306dcccff3b712d62a23be1f5a5ea652065a91032cf04001498,1956d0bb02751e2e98c875636eb60fd6283ccea0e7c3cfd9cb80bd81b6fc53ee,f106f510962afac9f8639d22bdb94822ea44fa6af45eb8ca1d3cb5e2edeaff55,0f6b1d40c1a01a0eda9f888bd3da8201f209773283adce59fb8f8b4267cd87ad,ffd2395beab82c254d63e8839e2c4c10dbae99f9cfe6960d129dc41b895f3ae1,12d148e7ee364a6aa9117aa1084adf4bdd99c4a2b9934b6c65ef3493f9a83671,59f1202dfecd23b8282472e9f811a4117146d6c60448effcf5ffea51a43b26b8,28ea98eab99a4fd89bb8518f63610616db69b1b9b3943d39701573708db49508,b7927658bd0c806a1d7f358216b267110f181280fccec8da91e3efb85bebff2a,f4752a3e9b934b53b6885c39c79f4460df9df711c5a559038ff203e576626a16,3a5742e636e73729bfc15145533d51214cc3a031e1b08d96306bf921a74ef0d9,c4ab2823bc8fc813998b9ee3c345707583be3e6823caaf210c91c3e5c772fe01,88e506567a4503b85a53284f6eec2ecd8e5ed4a72f8f30906885cc93d0b0d313,e5bbc874ad71543174f7afe1d14f2854096dfb15b1aec1a36a80cdff3c0bed3f,df5d406ed9a1cb0ee8e3d2c82cbfdf9f75cb6fbfce4f989ba30087c802af7d8a,4cc46d34d6944c6daeb1d99ce6cfac79f6ee9f14145d4c8e6213cc79e1223afe,d7ac5bdfb6d5b6d595991168120ede25a3ebabdc25c6932c367720ca110288ea,6e378924e584e5ed50ff6565b8d9ed6a5b41909d343c96711f56c4f08794d637,48bffa927f0e24fe51226fe81dc928f5e79c1ea1328341dfe6bc2a12983b5c98,7f79c94e52e06621de6d22bb596efafadaeda887cc70a77fa629de11d2d7657f,1c37681f8586594ca7c7ddc4bc96b30c0c405b287c597bf5891acf9f311729c7,2427cd0521317e64445f15bffd4e8083b671125228b4e7724c47c39b6640cda7,84fd1b83704ce902d6e23fc1106bded941b16d19230d14267e538d09b66299fc,02490c02e4dd5756f4277498de541ffc359d1267b00d2bc50b174de5e38c9544,c596e2a2ab91687050a1f1b9a01151e27d26c5c2493ce8e01ce6ff9cd2221382,f68639c2ecd080fdb6c13122e33d669991c9d7eefd0ef9f5e9853da3dac20ca0,830e6e21f5c1618e73133bce22ea3df9acc99a4e809e8bcf06aaca763c13a6a9,6e34fb97082a5dcc1201b30b411cf83d572947b2c8ed549b7cb194642d7ce087,62115491bc830c03b24a9aad798c1e65359675b52ba20ec4a7e7b5987756c845,979c060559e05d0c66849ce1bacc70c1f07c8555972d563227f947ef80e3d6d7,331cb3395525fbfae87b4562cdfb9c032dea3fd9c05369ffa7a2918dbbbcd120,803bedb1cd7b90ee7da61cb144c992e99c535deabc44678ce8c3977d8cae9fab,d688940821af208a8f7deab2fe284ea39a2c4a08edb3a726cc7d625233f967ae,b1cf0c44a5116071380ab5ce7344a95e9293c14d522aa6a0aa74e278e64d7c2c,ae18c8f3ed2131ff11c4e34573f9c5bb491d5ca417e3053d661c9b0daf0f70f8,0a882e03bc5a950e16bf73c9746cf2a4c599ee6a15b75236cff289a16257e8bd,a8b6a17a53eb566107ee99b0a836aa6db7e5ecd59c65d490dd8f5943ea4db556
"16","14","16","16","138","16","1","0","16","1119","16","16","30","0","10","0","16","0","0","0","16","0","201900","16","13","1","0","0","670190016","16","1","16","0","16","16","200000009","16","16","10","16"
"17","14","17","17","154","17","1","0","17","1209","17","17","30","0","10","0","17","0","0","0","17","0","201900","17","13","1","0","0","670190017","17","1","17","0","17","17","200000009","17","17","10","17"
"18","15","18","18","185","18","1","0","18","1705","18","18","30","0","10","0","18","0","0","0","18","0","201900","18","13","1","0","0","670190018","18","1","18","0","18","18","200000009","18","18","10","18"
"19","15","19","19","200","19","1","0","19","1949","19","19","30","0","10","0","19","0","0","0","19","0","201900","19","13","1","0","0","670190019","19","1","19","0","19","19","200000009","19","19","10","19"
"20","15","20","20","210","20","1","0","20","2056","20","20","30","0","10","0","20","0","0","0","20","0","201900","20","14","1","0","0","670190020","20","1","20","0","20","20","200000009","20","20","10","20"
"21","17","21","21","233","21","1","0","21","2347","21","21","30","0","10","0","21","0","0","0","21","0","201900","21","16","1","0","0","670190021","21","1","21","0","21","21","200000009","21","21","10","21"
"22","19","22","22","254","22","1","0","22","2637","22","22","30","0","10","0","22","0","0","0","22","0","201900","22","17","1","0","0","670190022","22","1","22","0","22","22","200000009","22","22","10","22"
"23","21","23","23","276","23","1","0","23","2927","23","23","30","0","10","0","23","0","0","0","23","0","201900","23","19","1","0","0","670190023","23","1","23","0","23","23","200000009","23","23","10","23"
"24","23","24","24","298","24","1","0","24","3217","24","24","30","0","10","0","24","0","0","0","24","0","201900","24","20","1","0","0","670190024","24","1","24","0","24","24","200000009","24","24","10","24"
"25","24","25","25","301","25","1","0","25","3553","25","25","30","0","10","0","25","0","0","0","25","0","201900","25","21","1","0","0","670190025","25","1","25","0","25","25","200000009","25","25","10","25"
"26","24","26","26","304","26","1","0","26","3888","26","26","30","0","10","0","26","0","0","0","26","0","201900","26","21","1","0","0","670190026","26","1","26","0","26","26","200000009","26","26","10","26"
"27","25","27","27","327","27","1","0","27","4224","27","27","30","0","10","0","27","0","0","0","27","0","201900","27","21","1","0","0","670190027","27","1","27","0","27","27","200000009","27","27","10","27"
"28","25","28","28","350","28","1","0","28","4559","28","28","30","0","10","0","28","0","0","0","28","0","201900","28","22","1","0","0","670190028","28","1","28","0","28","28","200000009","28","28","10","28"
"29","25","29","29","373","29","1","0","29","4895","29","29","30","0","10","0","29","0","0","0","29","0","201900","29","22","1","0","0","670190029","29","1","29","0","29","29","200000009","29","29","10","29"
"30","25","30","30","395","30","1","0","30","5230","30","30","30","0","10","0","30","0","0","0","30","0","201900","30","22","1","0","0","670190030","30","1","30","0","30","30","200000009","30","30","10","30"
"31","25","31","31","418","31","1","0","31","5566","31","31","30","0","10","0","31","0","0","0","31","0","201900","31","22","1","0","0","670190031","31","1","31","0","31","31","200000009","31","31","10","31"
"32","26","32","32","441","32","1","0","32","5902","32","32","30","0","10","0","32","0","0","0","32","0","201900","32","23","1","0","0","670190032","32","1","32","0","32","32","200000009","32","32","10","32"
"33","25","33","33","464","33","1","0","33","6237","33","33","30","0","10","0","33","0","0","0","33","0","201900","33","23","1","0","0","670190033","33","1","33","0","33","33","200000009","33","33","10","33"
"34","26","34","34","487","34","1","0","34","6573","34","34","30","0","10","0","34","0","0","0","34","0","201900","34","23","1","0","0","670190034","34","1","34","0","34","34","200000009","34","34","10","34"
"35","26","35","35","510","35","1","0","35","6908","35","35","30","0","10","0","35","0","0","0","35","0","201900","35","23","1","0","0","670190035","35","1","35","0","35","35","200000009","35","35","10","35"
"36","27","36","36","532","36","1","0","36","7244","36","36","30","0","10","0","36","0","0","0","36","0","201900","36","24","1","0","0","670190036","36","1","36","0","36","36","200000009","36","36","10","36"
"37","31","37","37","583","37","1","0","37","7454","37","37","30","0","10","0","37","0","0","0","37","0","201900","37","27","1","0","0","670190037","37","1","37","0","37","37","200000009","37","37","10","37"
"38","36","38","38","635","38","1","0","38","7664","38","38","30","0","10","0","38","0","0","0","38","0","201900","38","31","1","0","0","670190038","38","1","38","0","38","38","200000009","38","38","10","38"
"39","40","39","39","686","39","1","0","39","7874","39","39","30","0","10","0","39","0","0","0","39","0","201900","39","34","1","0","0","670190039","39","1","39","0","39","39","200000009","39","39","10","39"
"40","41","40","40","804","40","1","0","40","9782","40","40","30","0","10","0","40","0","0","0","40","0","201900","40","35","1","0","0","670190040","40","1","40","0","40","40","200000009","40","40","10","40"
"41","42","41","41","923","41","1","0","41","11691","41","41","30","0","10","0","41","0","0","0","41","0","201900","41","35","1","0","0","670190041","41","1","41","0","41","41","200000009","41","41","10","41"
"42","42","42","42","1032","42","1","0","42","12260","42","42","30","0","10","0","42","0","0","0","42","0","201900","42","36","1","0","0","670190042","42","1","42","0","42","42","200000009","42","42","10","42"
"43","42","43","43","1142","43","1","0","43","12830","43","43","30","0","10","0","43","0","0","0","43","0","201900","43","36","1","0","0","670190043","43","1","43","0","43","43","200000009","43","43","10","43"
"44","44","44","44","1220","44","1","0","44","13164","44","44","30","0","10","0","44","0","0","0","44","0","201900","44","39","1","0","0","670190044","44","1","44","0","44","44","200000009","44","44","10","44"
"45","47","45","45","1298","45","1","0","45","13499","45","45","30","0","10","0","45","0","0","0","45","0","201900","45","43","1","0","0","670190045","45","1","45","0","45","45","200000009","45","45","10","45"
"46","58","46","46","1175","46","1","0","46","14001","46","46","30","0","10","0","46","0","0","0","46","0","201900","46","50","1","0","0","670190046","46","1","46","0","46","46","200000009","46","46","10","46"
"47","59","47","47","1359","47","1","0","47","14874","47","47","30","0","10","0","47","0","0","0","47","0","201900","47","57","1","0","0","670190047","47","1","47","0","47","47","200000009","47","47","10","47"
"48","71","48","48","1359","48","1","0","48","16874","48","48","30","0","10","0","48","0","0","0","48","0","201900","48","66","1","0","0","670190048","48","1","48","0","48","48","200000009","48","48","10","48"
"49","71","49","49","1359","49","1","0","49","16874","49","49","30","0","10","0","49","0","0","0","49","0","201900","49","67","1","0","0","670190049","49","1","49","0","49","49","200000009","49","49","10","49"
"50","75","50","50","1401","50","1","0","50","16874","50","50","30","0","10","0","50","0","0","0","50","0","201900","50","74","1","0","0","670190050","50","1","50","0","50","50","200000009","50","50","10","50"
"51","75","51","51","1443","51","1","0","51","18207","51","51","30","0","10","0","51","0","0","0","51","0","201900","51","74","1","0","0","670190051","51","1","51","0","51","51","200000009","51","51","10","51"
"52","76","52","52","1484","52","1","0","52","19541","52","52","30","0","10","0","52","0","0","0","52","0","201900","52","74","1","0","0","670190052","52","1","52","0","52","52","200000009","52","52","10","52"
"53","76","53","53","1526","53","1","0","53","20874","53","53","30","0","10","0","53","0","0","0","53","0","201900","53","74","1","0","0","670190053","53","1","53","0","53","53","200000009","53","53","10","53"
"54","79","54","54","1586","54","1","0","54","21297","54","54","30","0","10","0","54","0","0","0","54","0","201900","54","77","1","0","0","670190054","54","1","54","0","54","54","200000009","54","54","10","54"
"55","82","55","55","1645","55","1","0","55","21720","55","55","30","0","10","0","55","0","0","0","55","0","201900","55","81","1","0","0","670190055","55","1","55","0","55","55","200000009","55","55","10","55"
"56","85","56","56","1705","56","1","0","56","22143","56","56","30","0","10","0","56","0","0","0","56","0","201900","56","84","1","0","0","670190056","56","1","56","0","56","56","200000009","56","56","10","56"
"57","88","57","57","1764","57","1","0","57","22566","57","57","30","0","10","0","57","0","0","0","57","0","201900","57","88","1","0","0","670190057","57","1","57","0","57","57","200000009","57","57","10","57"
"58","90","58","58","1824","58","1","0","58","22989","58","58","30","0","10","0","58","0","0","0","58","0","201900","58","91","1","0","0","670190058","58","1","58","0","58","58","200000009","58","58","10","58"
"59","93","59","59","1883","59","1","0","59","23412","59","59","30","0","10","0","59","0","0","0","59","0","201900","59","95","1","0","0","670190059","59","1","59","0","59","59","200000009","59","59","10","59"
"60","96","60","60","1943","60","1","0","60","23835","60","60","30","0","10","0","60","0","0","0","60","0","201900","60","98","1","0","0","670190060","60","1","60","0","60","60","200000009","60","60","10","60"
"61","99","61","61","2004","61","1","0","61","24265","61","61","30","0","10","0","61","0","0","0","61","0","201900","61","102","1","0","0","670190061","61","1","61","0","61","61","200000009","61","61","10","61"
"62","100","62","62","2029","62","1","0","62","24714","62","62","30","0","10","0","62","0","0","0","62","0","201900","62","103","1","0","0","670190062","62","1","62","0","62","62","200000009","62","62","10","62"
"63","101","63","63","2054","63","1","0","63","25163","63","63","30","0","10","0","63","0","0","0","63","0","201900","63","103","1","0","0","670190063","63","1","63","0","63","63","200000009","63","63","10","63"
"64","103","64","64","2080","64","1","0","64","25611","64","64","30","0","10","0","64","0","0","0","64","0","201900","64","104","1","0","0","670190064","64","1","64","0","64","64","200000009","64","64","10","64"
"65","104","65","65","2105","65","1","0","65","26060","65","65","30","0","10","0","65","0","0","0","65","0","201900","65","105","1","0","0","670190065","65","1","65","0","65","65","200000009","65","65","10","65"
"66","105","66","66","2130","66","1","0","66","26509","66","66","30","0","10","0","66","0","0","0","66","0","201900","66","106","1","0","0","670190066","66","1","66","0","66","66","200000009","66","66","10","66"
"67","106","67","67","2155","67","1","0","67","26958","67","67","30","0","10","0","67","0","0","0","67","0","201900","67","106","1","0","0","670190067","67","1","67","0","67","67","200000009","67","67","10","67"
"68","108","68","68","2181","68","1","0","68","27406","68","68","30","0","10","0","68","0","0","0","68","0","201900","68","107","1","0","0","670190068","68","1","68","0","68","68","200000009","68","68","10","68"
"69","109","69","69","2206","69","1","0","69","27855","69","69","30","0","10","0","69","0","0","0","69","0","201900","69","108","1","0","0","670190069","69","1","69","0","69","69","200000009","69","69","10","69"
"70","110","70","70","2231","70","1","0","70","28304","70","70","30","0","10","0","70","0","0","0","70","0","201900","70","109","1","0","0","670190070","70","1","70","0","70","70","200000009","70","70","10","70"
"71","111","71","71","2256","71","1","0","71","28753","71","71","30","0","10","0","71","0","0","0","71","0","201900","71","109","1","0","0","670190071","71","1","71","0","71","71","200000009","71","71","10","71"
"1","7","1","1","37","1","1","0","1","210","1","1","30","0","10","0","1","0","0","0","1","0","202000","1","3400","1","0","0","670200001","1","1","1","0","1","1","200000001","1","1","10","1"
"2","89","2","2","17","2","1","0","2","404","2","2","30","0","10","0","2","0","0","0","2","0","202000","2","3400","1","0","0","670200002","2","1","2","0","2","2","200000001","2","2","10","2"
"3","14","3","3","44","3","1","0","3","459","3","3","30","0","10","0","3","0","0","0","3","0","202000","3","3400","1","0","0","670200003","3","1","3","0","3","3","200000001","3","3","10","3"
"4","18","4","4","65","4","1","0","4","513","4","4","30","0","10","0","4","0","0","0","4","0","202000","4","3400","1","0","0","670200004","4","1","4","0","4","4","200000001","4","4","10","4"
"5","21","5","5","88","5","1","0","5","566","5","5","30","0","10","0","5","0","0","0","5","0","202000","5","3500","1","0","0","670200005","5","1","5","0","5","5","200000001","5","5","10","5"
"6","22","6","6","95","6","1","0","6","568","6","6","30","0","10","0","6","0","0","0","6","0","202000","6","4400","1","0","0","670200006","6","1","6","0","6","6","200000001","6","6","10","6"
"7","23","7","7","101","7","1","0","7","569","7","7","30","0","10","0","7","0","0","0","7","0","202000","7","5299","1","0","0","670200007","7","1","7","0","7","7","200000001","7","7","10","7"
"8","27","8","8","108","8","1","0","8","616","8","8","30","0","10","0","8","0","0","0","8","0","202000","8","6066","1","0","0","670200008","8","1","8","0","8","8","200000001","8","8","10","8"
"9","30","9","9","115","9","1","0","9","661","9","9","30","0","10","0","9","0","0","0","9","0","202000","9","6833","1","0","0","670200009","9","1","9","0","9","9","200000001","9","9","10","9"
"10","34","10","10","121","10","1","0","10","707","10","10","30","0","10","0","10","0","0","0","10","0","202000","10","7566","1","0","0","670200010","10","1","10","0","10","10","200000001","10","10","10","10"
"11","37","11","11","128","11","1","0","11","753","11","11","30","0","10","0","11","0","0","0","11","0","202000","11","8333","1","0","0","670200011","11","1","11","0","11","11","200000001","11","11","10","11"
"12","41","12","12","135","12","1","0","12","799","12","12","30","0","10","0","12","0","0","0","12","0","202000","12","9099","1","0","0","670200012","12","1","12","0","12","12","200000001","12","12","10","12"
"13","45","13","13","141","13","1","0","13","844","13","13","30","0","10","0","13","0","0","0","13","0","202000","13","9866","1","0","0","670200013","13","1","13","0","13","13","200000001","13","13","10","13"
"14","45","14","14","143","14","1","0","14","895","14","14","30","0","10","0","14","0","0","0","14","0","202000","14","9932","1","0","0","670200014","14","1","14","0","14","14","200000001","14","14","10","14"
"15","45","15","15","145","15","1","0","15","946","15","15","30","0","10","0","15","0","0","0","15","0","202000","15","9999","1","0","0","670200015","15","1","15","0","15","15","200000001","15","15","10","15"
"16","45","16","16","163","16","1","0","16","1192","16","16","30","0","10","0","16","0","0","0","16","0","202000","16","9999","1","0","0","670200016","16","1","16","0","16","16","200000001","16","16","10","16"
"17","46","17","17","181","17","1","0","17","1437","17","17","30","0","10","0","17","0","0","0","17","0","202000","17","9999","1","0","0","670200017","17","1","17","0","17","17","200000001","17","17","10","17"
"18","47","18","18","199","18","1","0","18","1684","18","18","30","0","10","0","18","0","0","0","18","0","202000","18","9999","1","0","0","670200018","18","1","18","0","18","18","200000001","18","18","10","18"
"19","48","19","19","217","19","1","0","19","1928","19","19","30","0","10","0","19","0","0","0","19","0","202000","19","9999","1","0","0","670200019","19","1","19","0","19","19","200000001","19","19","10","19"
"20","49","20","20","236","20","1","0","20","2173","20","20","30","0","10","0","20","0","0","0","20","0","202000","20","9999","1","0","0","670200020","20","1","20","0","20","20","200000001","20","20","10","20"
"21","63","21","21","262","21","1","0","21","2206","21","21","30","0","10","0","21","0","0","0","21","0","202000","21","9999","1","0","0","670200021","21","1","21","0","21","21","200000001","21","21","10","21"
"22","77","22","22","290","22","1","0","22","2239","22","22","30","0","10","0","22","0","0","0","22","0","202000","22","9999","1","0","0","670200022","22","1","22","0","22","22","200000001","22","22","10","22"
"23","80","23","23","294","23","1","0","23","2389","23","23","30","0","10","0","23","0","0","0","23","0","202000","23","9999","1","0","0","670200023","23","1","23","0","23","23","200000001","23","23","10","23"
"24","80","24","24","316","24","1","0","24","2720","24","24","30","0","10","0","24","0","0","0","24","0","202000","24","9999","1","0","0","670200024","24","1","24","0","24","24","200000001","24","24","10","24"
"25","80","25","25","337","25","1","0","25","3051","25","25","30","0","10","0","25","0","0","0","25","0","202000","25","9999","1","0","0","670200025","25","1","25","0","25","25","200000001","25","25","10","25"
"26","80","26","26","339","26","1","0","26","3104","26","26","30","0","10","0","26","0","0","0","26","0","202000","26","9999","1","0","0","670200026","26","1","26","0","26","26","200000001","26","26","10","26"
"27","81","27","27","340","27","1","0","27","3158","27","27","30","0","10","0","27","0","0","0","27","0","202000","27","9999","1","0","0","670200027","27","1","27","0","27","27","200000001","27","27","10","27"
"28","82","28","28","342","28","1","0","28","3210","28","28","30","0","10","0","28","0","0","0","28","0","202000","28","9999","1","0","0","670200028","28","1","28","0","28","28","200000001","28","28","10","28"
"29","87","29","29","355","29","1","0","29","3880","29","29","30","0","10","0","29","0","0","0","29","0","202000","29","9999","1","0","0","670200029","29","1","29","0","29","29","200000001","29","29","10","29"
"30","89","30","30","424","30","1","0","30","4498","30","30","30","0","10","0","30","0","0","0","30","0","202000","30","9999","1","0","0","670200030","30","1","30","0","30","30","200000001","30","30","10","30"
"31","89","31","31","442","31","1","0","31","4545","31","31","30","0","10","0","31","0","0","0","31","0","202000","31","9999","1","0","0","670200031","31","1","31","0","31","31","200000001","31","31","10","31"
"32","89","32","32","460","32","1","0","32","4592","32","32","30","0","10","0","32","0","0","0","32","0","202000","32","9999","1","0","0","670200032","32","1","32","0","32","32","200000001","32","32","10","32"
"33","89","33","33","478","33","1","0","33","4640","33","33","30","0","10","0","33","0","0","0","33","0","202000","33","9999","1","0","0","670200033","33","1","33","0","33","33","200000001","33","33","10","33"
"34","89","34","34","496","34","1","0","34","5104","34","34","30","0","10","0","34","0","0","0","34","0","202000","34","9999","1","0","0","670200034","34","1","34","0","34","34","200000001","34","34","10","34"
"35","89","35","35","519","35","1","0","35","5824","35","35","30","0","10","0","35","0","0","0","35","0","202000","35","9999","1","0","0","670200035","35","1","35","0","35","35","200000001","35","35","10","35"
"36","89","36","36","548","36","1","0","36","4137","36","36","30","0","10","0","36","0","0","0","36","0","202000","36","9999","1","0","0","670200036","36","1","36","0","36","36","200000001","36","36","10","36"
"37","89","37","37","577","37","1","0","37","4698","37","37","30","0","10","0","37","0","0","0","37","0","202000","37","9999","1","0","0","670200037","37","1","37","0","37","37","200000001","37","37","10","37"
"38","89","38","38","584","38","1","0","38","4698","38","38","30","0","10","0","38","0","0","0","38","0","202000","38","9999","1","0","0","670200038","38","1","38","0","38","38","200000001","38","38","10","38"
"39","89","39","39","777","39","1","0","39","5835","39","39","30","0","10","0","39","0","0","0","39","0","202000","39","9999","1","0","0","670200039","39","1","39","0","39","39","200000001","39","39","10","39"
"40","89","40","40","837","40","1","0","40","6716","40","40","30","0","10","0","40","0","0","0","40","0","202000","40","9999","1","0","0","670200040","40","1","40","0","40","40","200000001","40","40","10","40"
"41","89","41","41","954","41","1","0","41","7269","41","41","30","0","10","0","41","0","0","0","41","0","202000","41","9999","1","0","0","670200041","41","1","41","0","41","41","200000001","41","41","10","41"
"42","89","42","42","1228","42","1","0","42","7823","42","42","30","0","10","0","42","0","0","0","42","0","202000","42","9999","1","0","0","670200042","42","1","42","0","42","42","200000001","42","42","10","42"
"43","93","43","43","1317","43","1","0","43","8991","43","43","30","0","10","0","43","0","0","0","43","0","202000","43","9999","1","0","0","670200043","43","1","43","0","43","43","200000001","43","43","10","43"
"44","90","44","44","1508","44","1","0","44","10269","44","44","30","0","10","0","44","0","0","0","44","0","202000","44","9999","1","0","0","670200044","44","1","44","0","44","44","200000001","44","44","10","44"
"45","93","45","45","1514","45","1","0","45","10323","45","45","30","0","10","0","45","0","0","0","45","0","202000","45","9999","1","0","0","670200045","45","1","45","0","45","45","200000001","45","45","10","45"
"46","124","46","46","1520","46","1","0","46","10377","46","46","30","0","10","0","46","0","0","0","46","0","202000","46","9999","1","0","0","670200046","46","1","46","0","46","46","200000001","46","46","10","46"
"47","98","47","47","1526","47","1","0","47","10431","47","47","30","0","10","0","47","0","0","0","47","0","202000","47","9999","1","0","0","670200047","47","1","47","0","47","47","200000001","47","47","10","47"
"48","101","48","48","1616","48","1","0","48","11876","48","48","30","0","10","0","48","0","0","0","48","0","202000","48","9999","1","0","0","670200048","48","1","48","0","48","48","200000001","48","48","10","48"
"49","102","49","49","1616","49","1","0","49","11876","49","49","30","0","10","0","49","0","0","0","49","0","202000","49","9999","1","0","0","670200049","49","1","49","0","49","49","200000001","49","49","10","49"
"50","103","50","50","1543","50","1","0","50","10594","50","50","30","0","10","0","50","0","0","0","50","0","202000","50","9999","1","0","0","670200050","50","1","50","0","50","50","200000001","50","50","10","50"
"51","103","51","51","1549","51","1","0","51","10648","51","51","30","0","10","0","51","0","0","0","51","0","202000","51","9999","1","0","0","670200051","51","1","51","0","51","51","200000001","51","51","10","51"
"52","104","52","52","1555","52","1","0","52","10702","52","52","30","0","10","0","52","0","0","0","52","0","202000","52","9999","1","0","0","670200052","52","1","52","0","52","52","200000001","52","52","10","52"
"53","126","53","53","2355","53","1","0","53","19897","53","53","30","0","10","0","53","0","0","0","53","0","202000","53","9999","1","0","0","670200053","53","1","53","0","53","53","200000001","53","53","10","53"
"54","126","54","54","2355","54","1","0","54","19897","54","54","30","0","10","0","54","0","0","0","54","0","202000","54","9999","1","0","0","670200054","54","1","54","0","54","54","200000001","54","54","10","54"
"55","126","55","55","2411","55","1","0","55","21560","55","55","30","0","10","0","55","0","0","0","55","0","202000","55","9999","1","0","0","670200055","55","1","55","0","55","55","200000001","55","55","10","55"
"56","126","56","56","2467","56","1","0","56","23222","56","56","30","0","10","0","56","0","0","0","56","0","202000","56","9999","1","0","0","670200056","56","1","56","0","56","56","200000001","56","56","10","56"
"57","126","57","57","2523","57","1","0","57","24885","57","57","30","0","10","0","57","0","0","0","57","0","202000","57","9999","1","0","0","670200057","57","1","57","0","57","57","200000001","57","57","10","57"
"58","126","58","58","2635","58","1","0","58","28210","58","58","30","0","10","0","58","0","0","0","58","0","202000","58","9999","1","0","0","670200058","58","1","58","0","58","58","200000001","58","58","10","58"
"59","126","59","59","2691","59","1","0","59","29873","59","59","30","0","10","0","59","0","0","0","59","0","202000","59","9999","1","0","0","670200059","59","1","59","0","59","59","200000001","59","59","10","59"
"60","126","60","60","2747","60","1","0","60","31535","60","60","30","0","10","0","60","0","0","0","60","0","202000","60","13332","1","0","0","670200060","60","1","60","0","60","60","200000001","60","60","10","60"
"61","126","61","61","2909","61","1","0","61","33895","61","61","30","0","10","0","61","0","0","0","61","0","202000","61","13332","1","0","0","670200061","61","1","61","0","61","61","200000001","61","61","10","61"
"62","127","62","62","3012","62","1","0","62","33949","62","62","30","0","10","0","62","0","0","0","62","0","202000","62","13332","1","0","0","670200062","62","1","62","0","62","62","200000001","62","62","10","62"
"63","128","63","63","3114","63","1","0","63","34003","63","63","30","0","10","0","63","0","0","0","63","0","202000","63","13332","1","0","0","670200063","63","1","63","0","63","63","200000001","63","63","10","63"
"64","130","64","64","3217","64","1","0","64","34057","64","64","30","0","10","0","64","0","0","0","64","0","202000","64","13332","1","0","0","670200064","64","1","64","0","64","64","200000001","64","64","10","64"
"65","131","65","65","3320","65","1","0","65","34111","65","65","30","0","10","0","65","0","0","0","65","0","202000","65","13332","1","0","0","670200065","65","1","65","0","65","65","200000001","65","65","10","65"
"66","132","66","66","3422","66","1","0","66","34165","66","66","30","0","10","0","66","0","0","0","66","0","202000","66","13332","1","0","0","670200066","66","1","66","0","66","66","200000001","66","66","10","66"
"67","133","67","67","3525","67","1","0","67","34219","67","67","30","0","10","0","67","0","0","0","67","0","202000","67","13332","1","0","0","670200067","67","1","67","0","67","67","200000001","67","67","10","67"
"68","135","68","68","3628","68","1","0","68","34273","68","68","30","0","10","0","68","0","0","0","68","0","202000","68","13332","1","0","0","670200068","68","1","68","0","68","68","200000001","68","68","10","68"
"69","136","69","69","3731","69","1","0","69","34327","69","69","30","0","10","0","69","0","0","0","69","0","202000","69","13332","1","0","0","670200069","69","1","69","0","69","69","200000001","69","69","10","69"
"70","137","70","70","3833","70","1","0","70","34381","70","70","30","0","10","0","70","0","0","0","70","0","202000","70","13332","1","0","0","670200070","70","1","70","0","70","70","200000001","70","70","10","70"
"71","138","71","71","3936","71","1","0","71","34435","71","71","30","0","10","0","71","0","0","0","71","0","202000","71","13332","1","0","0","670200071","71","1","71","0","71","71","200000001","71","71","10","71"
"1","2","1","1","28","1","1","0","1","246","1","1","30","0","10","0","1","0","0","0","1","0","202101","1","3","1","0","0","670210101","1","1","1","0","1","1","200000001","1","1","10","1"
"2","3","2","2","32","2","1","0","2","322","2","2","30","0","10","0","2","0","0","0","2","0","202101","2","4","1","0","0","670210102","2","1","2","0","2","2","200000001","2","2","10","2"
"3","3","3","3","35","3","1","0","3","537","3","3","30","0","10","0","3","0","0","0","3","0","202101","3","5","1","0","0","670210103","3","1","3","0","3","3","200000001","3","3","10","3"
"4","3","4","4","50","4","1","0","4","473","4","4","30","0","10","0","4","0","0","0","4","0","202101","4","5","1","0","0","670210104","4","1","4","0","4","4","200000001","4","4","10","4"
"5","4","5","5","74","5","1","0","5","526","5","5","30","0","10","0","5","0","0","0","5","0","202101","5","6","1","0","0","670210105","5","1","5","0","5","5","200000001","5","5","10","5"
"6","5","6","6","98","6","1","0","6","577","6","6","30","0","10","0","6","0","0","0","6","0","202101","6","7","1","0","0","670210106","6","1","6","0","6","6","200000001","6","6","10","6"
"7","6","7","7","121","7","1","0","7","711","7","7","30","0","10","0","7","0","0","0","7","0","202101","7","8","1","0","0","670210107","7","1","7","0","7","7","200000001","7","7","10","7"
"8","7","8","8","136","8","1","0","8","885","8","8","30","0","10","0","8","0","0","0","8","0","202101","8","8","1","0","0","670210108","8","1","8","0","8","8","200000001","8","8","10","8"
"9","8","9","9","145","9","1","0","9","911","9","9","30","0","10","0","9","0","0","0","9","0","202101","9","9","1","0","0","670210109","9","1","9","0","9","9","200000001","9","9","10","9"
"10","8","10","10","154","10","1","0","10","937","10","10","30","0","10","0","10","0","0","0","10","0","202101","10","9","1","0","0","670210110","10","1","10","0","10","10","200000001","10","10","10","10"
"11","9","11","11","183","11","1","0","11","1101","11","11","30","0","10","0","11","0","0","0","11","0","202101","11","10","1","0","0","670210111","11","1","11","0","11","11","200000001","11","11","10","11"
