5b6ca45ef4b34333ac9405845865300a28a1c40800ee830e8fb675a2a53029d0,fecaa54b1541d4a4dd41ac8fcb4b0679390bce880cd7d05ae8f31312863022f6,1a75d0388a9f86309340d994cdeec14e07da7703ceca830c1781819cd1539138,a4ad091c71d5d07f1f3d58bd0c2cf93d3572f64e2f2eb8c4781ec20c1a4e14a0,bbb163419b5b4cfcbe6e3d2f3c55159dee15d4255a39f6cbecbd89a33d2339aa,fb2dfb4b98068c8eece5c5645b51ff4e30ec3dead3dcd08f54dcbcf582af1354,e266adee6575c06ce11a9ec265bbb85a07db6a64d305c8b8d942db8040f566d3,a7e942c8a544b6938fcb56395389f060b7b497837454eddc76a4e0788d3bd11d,8bf73ab6374bc29e572490c3b4ece931a78a595758ede7b4a0fda19c7e9802e9,4541974b69cd5adb1aabfe0df9de77cb2cf6e4d442dec4d10bd388d890f6f27f,1fa1e325202fe80fdf3bf45614ccef6003db2b94aab79a126aa6c5cdedb64c19,4da510ac3d9416ab3f817089601ffb0c4f4d004005e038ff0722e888a8582fba,edcb664565004dbf210ac004442b26bf41f22be12f72d5f0a20a34dd195f0666,d7b6b0400774621c26d7bd1db3c3ec6d7ebad0e14967ea2a697749328eaa5455,4e8d79260e3fd4d450354c0cad5daf03b3a5b96f99814d0340829cdc9934ad71,85b001be3a59b855cf99da9ebc853a372e893f5616810a109cbe3688947abb40
"人族","跳舞、卡拉OK","16","16","琪愛兒（冬日）","","O","15","9","0","聖德蕾莎女子學院（好朋友社）","佐倉綾音","129501","天生自由奔放的失禮現代小孩","46","156"
"妖魔人","照顧花卉、拔除棘刺","","13","安涅默涅","","A","2","4","0","？？？","立花日菜","129601","繚繞孤絕香氣的花妖魔人","39","145"
"妖魔人","扮家家酒、觀察人類","","??","涅妃‧涅羅","","?","31","12","0","？？？","大久保瑠美","129701","萬魔的頂點，煉獄之皇女","??","139"
"獸人族","做點心","10","17","真琴（指揮官）","肚子餓了的話就告訴我哦。\n不介意粗茶淡飯的話，\n讓你試試超級好吃的東西吧！","O","9","8","0","哞哞自衛隊","小松未可子","129801","不輸男人的狂野義氣少女","54","168"
"魔族","實驗、裁縫、料理","13","16","惠理子（指揮官）","我擁有「破壞者」的名號……\n但是，您無須害怕我哦。\n因為您是我重要的命中注定之人呀……","B","30","7","0","暮光流星群","橋本ちなみ","129901","專情於命中注定對象的少女","43","154"
"精靈族","教訓妹妹們","21","21","倭","","B","8","1","0","蠻賊三姊妹","ファイルーズあい","130001","被惡運所愛，盜賊公會的首領長女","55","168"
"人族","編織","21","16","若菜","","A","30","5","0","蠻賊三姊妹","石見舞菜香","130101","辛苦但有精神。盜賊公會的次女","45","158"
"獸人族","欺負若菜","21","12","布武機","","AB","5","3","0","蠻賊三姊妹","花井美春","130201","囂張但極其聰明！　盜賊公會的三女","37","136"
"精靈族","讀書","5","8","鏡華（春日）","","A","2","2","0","小小甜心","小倉唯","130701","端莊正直的嬌小優等生","21","118"
"人族","服侍","9","15","鈴莓（春日）","嗚嗚……對不起～\n我又讓廚房爆炸了～\n這樣沒有資格當女僕……","O","12","12","0","咲戀育幼院","悠木碧","130801","為了大小姐而努力的冒失女僕","43","154"
"寶石兔族","清掃、維護保養寶石或遊樂園","","16","庫露露","","A","2","8","0","吉歐‧提格尼亞","田中美海","130901","任何東西都會不小心送人的廢柴經理兔女郎","46","158"
"獸人族","幻想、蒐集玩偶","10","16","真步（夢想樂園）","人家是真步真步王國的公主，真步公主！\n這奇怪的表情是怎麼了呢？\n真步真步王國是非常遙遠的國家？","O","22","9","0","哞哞自衛隊","内田真礼","131001","真步真步王國的公主","42","155"
"魔族？","和可愛的正太玩、購物","19","19","涅婭（夏日）","","B","13","6","0","憤怒‧軍團","和氣杏未","131101","超喜歡正太♪辣妹系史萊姆女孩","55","157"
"人族","無","19","16","美空（夏日）","","A","2","7","0","憤怒‧軍團","鬼頭明里","131201","樂觀開朗，卻趨向毀滅的活潑少女","??","159"
"人族","花藝、閱讀（經典文學）、東國畫","20","15","莉莉（夏日）","","A","29","4","0","幻變少女","鈴木みのり","131601","懷抱贖罪之心，追求力量的妹系大和撫子","44","154"
"？？？","？？？","","??","愛梅斯（夏日）","","?","?","?","0","？？？","相坂優歌","131701","以全新樣貌繼續支持騎士冒險的妖精","???","150"
"龍人族","繪畫、讀書","17","25","帆稀（夏日）","","O","17","4","0","龍族巢穴","大西沙織","131801","面帶詭譎的笑容看透一切的臥龍首領。","???","168"
"半妖精族","幫帕克梳理毛髮、念書","","??","愛蜜莉雅（夏日）","","?","23","9","0","？？？","高橋李依","131901","穩重成熟的銀髮半妖精","??","164"
"？？？","滿足求知慾","","??","艾姬多娜（夏日）","","?","24","1","0","？？？","坂本真綾","132001","強欲的魔女","???","164"
"鬼族","戲劇欣賞、詩和散文","","17","雷姆（夏日）","","?","2","2","0","？？？","水瀬いのり","132101","有如鬼助的萬能妹妹女僕","??","154"
"人族","看舞台劇，跳舞","4","17","望（鍊金術師）","","B","24","1","0","慈樂之音","日笠陽子","132201","能歌善舞的超人氣偶像","40","157"
"獸人族","妄想","22","17","露易絲瑪莉","","A","2","1","0","阿爾克絲鍊金堂","鈴代紗弓","132301","悶騷好色的傻女主鍊金術師","47","160"
"人族","捉蟲","22","26","彩羽","","O","8","9","0","阿爾克絲鍊金堂","青山吉能","132401","擁有龐大身軀及純真內心的天才劍士","53","170"
"精靈族","嘗試健康營養品","22","10","苑","","AB","8","11","0","阿爾克絲鍊金堂","井上ほの花","132501","身體是小孩子，智慧卻過於常人的鍊金堂店長","34","136"
"天使族","午睡、試吃甜點新品。","","??","萊拉耶爾（聖誕節）","","?","17","1","0","？？？","河瀨茉希","132801","兼具溫柔與傲慢的公主。","??","162"
"魔族","看戀愛小說、戀愛劇、戀愛漫畫","14","23","伊緒（聖誕節）","謝謝你總是幫我喔。\n明明我才是年長的一方，卻老是依賴你，真對不起～","B","14","8","0","月光學院","伊藤静","132901","魅惑眾多男性的純潔女老師","52","162"
"人族","水墨畫","","21","格蕾斯","","AB","31","10","0","？？？","富田美憂","133001","伶俐又幽愁、愛裝傻的鬼魂守護騎士","0","166"
"人族","收集香水、閱讀故事","","17","薇歐莉特","","A","21","2","0","？？？","長縄まりあ","133101","在冥府綻放的不死生物系公主","49","158"
"人族","逛點心店","15","17","莫妮卡（新年）","將「白色翅膀」命名為純白之翼……\n為了不讓這個名字丟臉，\n我會振翅高飛，華麗的打倒敵人！","A","28","7","0","純白之翼 蘭德索爾分部","辻あゆみ","133201","外表與內心都是孩子的異國軍人","33","140"
"精靈族","經營、茶會","9","17","咲戀（新年）","吝嗇？　不是的，\n我只是秉持著「不浪費」的精神\n過每一天喔！","A","4","10","0","咲戀育幼院","堀江由衣","133501","經營育幼院的庶民派溫柔大小姐","43","156"
"妖魔人","和梅杜希亞娜一起在空中飛翔","","14","梅杜莎","","B","7","12","0","？？？","水橋かおり","133601","任性又固執的老么蛇女孩","??","141"
"人族","觀察人類","3","25","拉比林斯達（始源）","","AB","25","7","0","拉比林斯","沢城みゆき","133701","祕密結社拉比林斯的「迷宮女王」","??","160"
"精靈族","模仿、藝術欣賞","","24","似似花（始源）","","O","24","3","0","？？？","井口裕香","133801","隱居在研究所，相當文靜的大姊姊","??","149"
"人族","和強敵之間的競爭","8","27","克莉絲提娜（始源）","","O","7","2","0","王宮騎士團","たかはし智秋","133901","自視甚高的王宮騎士團副團長","??","165"
"？？？","和你一起冒險","","??","菲歐","","?","?","?","0","？？？","相坂優歌","134001","與你同在的引導妖精","???","???"
"魔族","唱歌、看書，以及寫詩","19","20","蘭法（祭服）","","O","28","12","0","憤怒‧軍團","原田彩楓","134301","歌唱尋求靜寂的陰沉少女","53","165"
"人族","各種樂器","4","17","千歌（祭服）","為了守護人們的和平，\n我使用唱喚術來戰鬥。……最近，還作為偶、偶像開始了演藝活動，\n雖然還有點不太習慣……","O","3","6","0","慈樂之音","福原綾香","134401","守護人們而歌唱的唱喚士少女","46","163"
"機械人族","午睡，幫助他人","","??","克蘿茜（航空）","","?","11","11","0","？？？","長谷川育美","134501","笑容滿溢！精力充沛的機械少女","全備重量278.1","170"
"精靈族","交朋友的想像訓練","6","13","碧（駕駛員）","","AB","6","6","0","森林守衛","花澤香菜","134601","嚮往「朋友」的精靈之森女孩","44","158"
"妖魔人","入浴","","18","鳳凰","","?","10","10","0","？？？","篠田みなみ","134701","偉大優雅，時而啾啾叫","40","142"
"人族","裁縫","4","14","紡希（吉歐‧格黑納）","","AB","7","9","0","慈樂之音","木戸衣吹","134801","最愛時尚的可愛女孩","45","153"
"妖魔人","狩獵、收集珠寶","","18","華音","","B","9","10","0","？？？","幸村惠理","134901","既是奴隸也是高貴的大小姐","48","155"
"人族","聽騎士先生說話","","??","厄莉絲（夏日）","","?","15","2","0","？？？","桑島法子","135001","在悲劇的根源盛開的美麗黑薔薇","??","168"
"龍人族","讀書、伸展運動","1","14","雪菲（夏日）","","B","14","12","0","美食殿堂","近藤玲奈","135101","失去記憶的龍人族少女","???","147"
"獸人族","吃飯","20","10","普蕾西亞（夏日）","","O","1","3","0","幻變少女","高尾奏音","135201","繼承正義靈魂的爆食系天才純真女孩","34","135"
"人族","做點心、照顧花朵、演奏小提琴","20","13","可璃亞（夏日）","","O","1","11","0","幻變少女","前田佳織里","135301","背負著難以忘懷過錯的黑色翅膀聖女","42","147"
"妖魔人","照顧花卉、拔除棘刺","","13","安涅默涅（夏日）","","A","2","4","0","？？？","立花日菜","135401","繚繞孤絕香氣的花妖魔人","39","145"
"獸人族","助人、逛街、品嚐麥酒","","??","埃拉","","?","27","3","0","？？？","松岡由貴","135501","在太陽與沙漠的國度祈願未來的面帶笑容的豪炎","??","162"
"魔族","保養武器、冥想、釣魚","","??","志那都","","?","9","2","0","？？？","皆川純子","135601","在曙光與翠嵐的國度保護未來的沉默寡言的劍豪","??","167"
"獸人族","助人、打氣加油","2","16","日和（薩拉薩利亞）","你好！我是日和！\n碰到有困難的人我會去幫助他們！\n你如果樂意要不要一起來呢？","A","27","8","0","破曉之星","東山奈央","135701","最愛幫助別人！　正向思考的格鬥少女","44","155"
"雪女","三味線、照顧死魔山雀","","19","雪野","","O","30","12","0","？？？","天野聡美","135801","銀妝素裹，純情雪女","63","179"
"鬼族","對戰強敵、夜間巡邏","","20","剎鬼","","O","2","2","0","？？？","島袋美由利","135901","無雙怪力，冷酷無情的仁義鬼公主","29","135"
"妖魔人","追逐光芒、收納整理","","28","阿剌克涅","","AB","15","1","0","？？？","遠藤綾","136001","開始走向嶄新道路的女郎蜘蛛","108","240"
"喪屍","製作點心、玩益智遊戲","","享年17","櫻","","A","2","4","0","？？？","本渡楓","136101","拯救佐賀的偶像喪屍","46","158"
"妖魔人","窩在家裡、午睡","","16","拿娜","","O","10","2","0","？？？","黒沢ともよ","136201","吊車尾也不認輸，獨角兔女孩","53","152"
"人族","無","19","16","美空（聖誕節）","","A","2","7","0","憤怒‧軍團","鬼頭明里","136301","樂觀開朗，卻趨向毀滅的活潑少女","??","159"
"人族","料理、觀察人類","2","17","優衣（聖誕節）","雖然不曉得能不能幫上忙……但我也會盡全力地\n支援大家哦！","O","5","4","0","破曉之星","種田梨沙","136401","擅長支援戰鬥，心地善良的少女","47","158"
"人族","所有家事","3","18","靜流（新年）","就讓姐姐我來照料你的生活起居吧！\n無論是做菜，洗衣，或是打掃都行。\n也可以在浴室裡幫你搓背喔！","O","24","10","0","拉比林斯","生天目仁美","136501","姐姐會照顧你的呦！","54","168"
"人族","忍法開發","15","16","妮諾（夏日）","壽司，藝伎，天婦羅……\n嗯~！\n東國的文化真是太美好了~！","O","31","8","0","純白之翼 蘭德索爾分部","佐藤聡美","137101","東國的神祕，請告訴我！","51","163"
"獸人族","讀書、推理","10","15","霞（修女）","","AB","3","11","0","哞哞自衛隊","水瀬いのり","137401","頭腦聰明的美少女名偵探","41","152"
"精靈族","冥想、養育動植物","1","11","可可蘿（嚮導幼君）","在下奉命成為了主人您的嚮導。\n為了讓主人滿意，\n在下將會誠心誠意地侍奉您。","B","11","5","0","美食殿堂","伊藤美来","137601","想著主人，「進化」了的嚮導","48","164"
"獸人族","助人、打氣加油","2","16","日和（公主）","你好！我是日和！\n碰到有困難的人我會去幫助他們！\n你如果樂意要不要一起來呢？","A","27","8","0","破曉之星","東山奈央","180101","最愛幫助別人！　正向思考的格鬥少女","44","155"
"人族","料理、觀察人類","2","17","優衣（公主）","雖然不曉得能不能幫上忙……但我也會盡全力地\n支援大家哦！","O","5","4","0","破曉之星","種田梨沙","180201","擅長支援戰鬥，心地善良的少女","47","158"
"魔族","讀書、騎馬、茶","2","18","怜（公主）","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","B","12","1","0","破曉之星","早見沙織","180301","冷酷又率直的劍士","46","163"
"人族","邊走邊吃、料理","1","17","貪吃佩可（公主）","那、那個……你身上有帶著吃的東西嗎？\n我的肚子餓得咕嚕咕嚕叫了……","O","31","3","0","美食殿堂","M・A・O","180401","元氣滿點的空腹少女","46","156"
"精靈族","冥想、養育動植物","1","11","可可蘿（公主）","在下奉命成為了主人您的嚮導。\n為了讓主人滿意，\n在下將會誠心誠意地侍奉您。","B","11","5","0","美食殿堂","伊藤美来","180501","仰慕主人，小小嚮導","35","140"
"獸人族","和貓咪玩耍","1","14","凱留（公主）","怎麼慢吞吞的啦。\n真沒辦法，我來助你一臂之力吧。　給我好好感謝哦！","A","2","9","0","美食殿堂","立花理香","180601","倒在路旁的謎之貓耳魔法師","39","152"
"精靈族、獸人族","兩個人一起去野餐","500","-","初音＆栞","","-","-","-","0","森林守衛、伊麗莎白牧場","大橋彩香、小清水亞美","180701","以羈絆連結的互信互愛姊妹","-","-"
"人族、獸人族、精靈族","和大家一起冒險","5","-","禊＆美美＆鏡華","","-","-","-","0","小小甜心","諸星すみれ、日高里菜、小倉唯","180801","勇氣！　友情！　小小甜心！","-","-"
"人族、精靈族","切磋琢磨","501","-","秋乃＆咲戀","","-","-","-","0","墨丘利財團、咲戀育幼院","松嵜麗、堀江由衣","180901","以高尚的友情結交的好對手","-","-"
"人族、半人半龍","一起合奏鋼琴","","-","安＆古蕾婭","","-","-","-","0","？？？","日笠陽子、福原綾香","181001","許下誓約的馬納歷亞雙姬","-","-"
"人族、人族","疼愛弟弟＆向哥哥撒嬌","3","-","靜流＆璃乃","","-","-","-","0","拉比林斯","生天目仁美、阿澄佳奈","181101","跨越真實及虛偽的三姐弟","-","-"
"龍人族","讀書、伸展運動","1","14","雪菲（公主）","","B","14","12","0","美食殿堂","近藤玲奈","181201","失去記憶的龍人族少女","???","147"
"-","-","","-","骷髏老爸","","-","-","-","0","-","-","427101","最喜歡美女跟女兒♪的廢物骷髏男。","-","-"
"獸人族","助人、打氣加油","2","16","日和","你好！我是日和！\n碰到有困難的人我會去幫助他們！\n你如果樂意要不要一起來呢？","A","27","8","0","破曉之星","東山奈央","900103","最愛幫助別人！　正向思考的格鬥少女","44","155"
"龍人族","遊戲","17","13","祈梨","","AB","29","9","0","龍族巢穴","藤田茜","906601","嘴上功夫一流的廢材龍娘","???","145"
"魔族","讀書、騎馬、茶","17","18","怜（星素）","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","B","12","1","0","破曉之星","早見沙織","928801","冷酷又率直的劍士","46","163"
