682795edc029457e9e7fb6d5e77cb3c7f7035eb978ebe4a6b2eebaf1ccd3a3d3,dea336e9ef7a4c48e04687ec332318996e8da9f160309e14f7fd9873fe1d90a9,2bc486028c7d53cb96cac264791f452d92539d5bec2a303dc8636847c77e70b6,8fda1db22bcef6e280350c3077ca496a19ab55e1ac221b1441e7a38cd7e76d28,9d81d41736c21ab9a01ae00481bf4e539b16a86fe28b87da664bfbe70be70056,fd25fc4885dde7742a9ab9a0266554c258d54921b2a3f4c22d0753d1c0f755ce,1545a1bc4fa889e6b0926a7eb1bef9bb939dfcf06bd8fcc5947768c8510d5ca7,268e22ca3de4fec2a0ac2d3e4bfea458a9fbd86d7a84015792b607a3bd088e04,7189b221f8c685413fd5a1946fb5f49e1ea14f23831d53429a4e27cfcc4474a6,367ed9cde6401bb608b0f18f2fbadfea4c09aaba93b1739b270da46a4e0ffa66,c4ef4145ded9f6ba02c36cc33b8dc5ed8c50877551d5c504739b590e64df2997
"","","30081","","","1300810016","101","","","","1300810013"
"","0","30081","","","1300810017","3","","none","","0"
"","","30081","","","1300810018","91","","","","0"
"","3","30082","0","1","1300820001","31","","300801","-50","300801"
"","","30082","","","1300820002","91","","","d","0"
"","0","30082","","","1300820003","23","","se_travel_top_geyser_rumble","","se_travel_top"
"","0","30082","0","","1300820004","3","","travel_topdrama_r_3007_geyserF","","300815"
"","0","30082","0","","1300820005","3","","travel_topdrama_r_3007_geyserB","","300816"
"","","30082","","","1300820006","93","","0","","0.33"
"","0","30082","0.2","","1300820007","3","","travel_topdrama_r_3007_geyser_A","","1000001"
"","0","30082","0.2","","1300820008","3","","travel_topdrama_r_3007_geyser_B","","1000002"
"","0","30082","0.2","","1300820009","3","","travel_topdrama_r_3007_geyser_C","","1000003"
"","0","30082","0.2","","1300820010","3","","travel_topdrama_r_3007_geyser_D","","1000004"
"","","30082","","","1300820011","93","","0","","2.66"
"","","30082","","","1300820012","32","","0","","300800"
"","","30082","","","1300820013","32","","1","","300801"
"","0","30082","","","1300820014","23","","se_travel_top_geyser_splash","","se_travel_top"
"","","30082","","","1300820015","93","","0","","1.86"
"","0","30082","","","1300820016","23","","se_travel_top_geyser_splash_rare","","se_travel_top"
"","","30082","","","1300820017","93","","0","","1.14"
"","","30082","","","1300820018","111","","","",""
"","","30082","","","1300820019","91","","","","0"
"travel_topdrama_r_3007_idle_A","50","30091","0.8","-50","1300910001","1","0","1000001","-70","1"
"travel_topdrama_r_3007_idle_B","51","30091","0.8","-50","1300910002","1","1","1000002","85","1"
"travel_topdrama_r_3007_idle_C","52","30091","0.8","-75","1300910003","1","0","1000003","-135","1"
"travel_topdrama_r_3007_idle_D","53","30091","0.8","-75","1300910004","1","1","1000004","140","1"
"travel_topdrama_r_3007_idleF","60","30091","1","-50","1300910005","5","0","300915","0","15"
"travel_topdrama_r_3007_idleB","54","30091","1","-50","1300910006","5","0","300916","0","15"
"","3","30091","1","1","1300910007","31","","300900","-57","300900"
"normal","110","30091","1","-87","1300910008","5","0","0","0","0"
"","1","30091","0.2","","1300910009","3","","travel_topdrama_r_3007_idle_A","","1000001"
"","1","30091","0.2","","1300910010","3","","travel_topdrama_r_3007_idle_B","","1000002"
"","1","30091","0.2","","1300910011","3","","travel_topdrama_r_3007_idle_C","","1000003"
"","1","30091","0.2","","1300910012","3","","travel_topdrama_r_3007_idle_D","","1000004"
"","","30091","","","1300910013","91","","0","","0"
"","0","30091","0.2","","1300910014","3","","travel_topdrama_r_3007_idleF","","300915"
"","","30091","","","1300910015","91","","0","","0"
"","","30091","","","1300910016","101","","","","1300910013"
"","0","30091","","","1300910017","3","","none","","0"
"","","30091","","","1300910018","91","","","","0"
"","3","30092","0","1","1300920001","31","","300901","-50","300901"
"","","30092","","","1300920002","91","","","d","0"
"","0","30092","","","1300920003","23","","se_travel_top_geyser_rumble","","se_travel_top"
"","0","30092","0","","1300920004","3","","travel_topdrama_r_3007_geyserF","","300915"
"","0","30092","0","","1300920005","3","","travel_topdrama_r_3007_geyserB","","300916"
"","","30092","","","1300920006","93","","0","","0.33"
"","0","30092","0.2","","1300920007","3","","travel_topdrama_r_3007_geyser_A","","1000001"
"","0","30092","0.2","","1300920008","3","","travel_topdrama_r_3007_geyser_B","","1000002"
"","0","30092","0.2","","1300920009","3","","travel_topdrama_r_3007_geyser_C","","1000003"
"","0","30092","0.2","","1300920010","3","","travel_topdrama_r_3007_geyser_D","","1000004"
"","","30092","","","1300920011","93","","0","","2.66"
"","","30092","","","1300920012","32","","0","","300900"
"","","30092","","","1300920013","32","","1","","300901"
"","0","30092","","","1300920014","23","","se_travel_top_geyser_splash","","se_travel_top"
"","","30092","","","1300920015","93","","0","","1.86"
"","0","30092","","","1300920016","23","","se_travel_top_geyser_splash_rare","","se_travel_top"
"","","30092","","","1300920017","93","","0","","1.14"
"","","30092","","","1300920018","111","","","",""
"","","30092","","","1300920019","91","","","","0"
"travel_topdrama_r_4001_idle_A","50","40011","0.8","-55","1400110001","1","0","1000001","25","1"
"travel_topdrama_r_4001_idle_B","51","40011","0.8","-65","1400110002","1","0","1000002","-25","1"
"normal","55","40011","1","-75","1400110003","5","0","0","0","0"
"","","40011","","","1400110004","91","","0","","0"
"","1","40011","0.2","","1400110005","3","0","travel_topdrama_r_4001_idle_A","","1000001"
"","1","40011","0.2","","1400110006","3","0","travel_topdrama_r_4001_idle_B","","1000002"
"","","40011","","","1400110007","91","","0","","0"
"","","40011","","","1400110008","101","","","","1400110005"
"","","40011","","","1400110009","91","","0","","0"
"travel_topdrama_r_4000_idle","49","40012","1.46","-75","1400120001","1","0","1000001","-390","1"
"travel_topdrama_r_4000_idle","50","40012","1.46","-100","1400120002","1","0","1000002","-510","1"
"disappear","55","40012","0.6","-150","1400120003","5","1","6","0","6"
"","0","40012","1","1","1400120004","31","","400100","0","400100"
"","0","40012","1","1","1400120005","31","","400101","0","400101"
"","0","40012","0","1","1400120006","31","","400102","0","400102"
"","0","40012","0","1","1400120007","31","","400103","0","400103"
"","140","40012","0","1","1400120008","31","","400104","190","400104"
"","0","40012","0","1","1400120009","31","","400105","0","400105"
"","0","40012","0","1","1400120010","31","","400001","0","400001"
"","","40012","","","1400120011","91","","0","","0"
"","","40012","","","1400120012","32","","1","","400001"
"","0","40012","","","1400120013","23","","se_travel_top_yamagami_foot","","se_travel_top"
"","1","40012","0.2","","1400120014","3","","travel_topdrama_r_4001_A_01","","1000001"
"","-75","40012","","","1400120015","2","","60","2.3","1000001"
"","1","40012","0.2","","1400120016","3","","travel_topdrama_r_4001_B_01","","1000002"
"","-100","40012","","","1400120017","2","","-60","2.3","1000002"
"","","40012","","","1400120018","93","","0","","2"
"","0","40012","","","1400120019","23","","se_travel_top_yamagami_rumble","","se_travel_top"
"","1.3","40012","","","1400120020","122","","5","","5"
"","","40012","","","1400120021","93","","0","","0.3"
"","2.5","40012","","","1400120022","122","","7.5","","7.5"
"","0","40012","","","1400120023","23","","se_travel_top_yamagami_emote_common","","se_travel_top"
"","0","40012","0.2","","1400120024","3","","travel_topdrama_r_4001_A_02","","1000001"
"","0.3","40012","","0","1400120025","12","","3","0","1000001"
"","","40012","","","1400120026","93","","0","","0.1"
"","0","40012","0.2","","1400120027","3","","travel_topdrama_r_4001_B_02","","1000002"
"","0.2","40012","","0","1400120028","12","","3","0","1000002"
"","","40012","","","1400120029","93","","0","","0.6"
"","4","40012","","","1400120030","122","","10","","10"
"","0","40012","0","","1400120031","3","","run","disappear","6"
"","","40012","","","1400120032","32","","1","","400102"
"","","40012","","","1400120033","32","","1","","400103"
"","","40012","","","1400120034","93","","0","","0.5"
"","0","40012","","","1400120035","23","","se_travel_top_yamagami_passaway","","se_travel_top"
"","","40012","","","1400120036","93","","0","","0.2"
"","0","40012","","","1400120037","23","","se_travel_top_yamagami_pass_wind","","se_travel_top"
"","","40012","","","1400120038","93","","0","","0.2"
"","0","40012","","","1400120039","23","","se_travel_top_yamagami_rumble2","","se_travel_top"
"","0","40012","","","1400120040","23","","se_travel_top_yamagami_rolling","","se_travel_top"
"","","40012","","","1400120041","32","","1","","400104"
"","0","40012","0.2","","1400120042","3","","travel_topdrama_r_4001_B_03","","1000002"
"","","40012","","","1400120043","93","","0","","0.1"
"","0","40012","0.2","","1400120044","3","","travel_topdrama_r_4001_A_03","","1000001"
"","","40012","","","1400120045","93","","0","","1.75"
"","","40012","","","1400120046","32","","1","","400105"
"","","40012","","","1400120047","93","","0","","0.2"
"","0","40012","","","1400120048","23","","se_travel_top_yamagami_drop_box","","se_travel_top"
"","","40012","","","1400120049","93","","0","","1.55"
"","","40012","","","1400120050","111","","","",""
"","","40012","","","1400120051","91","","","","0"
"travel_topdrama_r_4001_idle_A","50","40021","0.8","-55","1400210001","1","0","1000001","25","1"
"travel_topdrama_r_4001_idle_B","51","40021","0.8","-65","1400210002","1","0","1000002","-25","1"
"normal","55","40021","1","-75","1400210003","5","0","0","0","0"
"","","40021","","","1400210004","91","","0","","0"
"","1","40021","0.2","","1400210005","3","0","travel_topdrama_r_4001_idle_A","","1000001"
"","1","40021","0.2","","1400210006","3","0","travel_topdrama_r_4001_idle_B","","1000002"
"","","40021","","","1400210007","91","","0","","0"
"","","40021","","","1400210008","101","","","","1400210005"
"","","40021","","","1400210009","91","","0","","0"
"travel_topdrama_r_4000_idle","49","40022","1.46","-75","1400220001","1","0","1000001","-390","1"
"travel_topdrama_r_4000_idle","50","40022","1.46","-100","1400220002","1","0","1000002","-510","1"
"disappear","55","40022","0.6","-150","1400220003","5","1","6","0","6"
"","0","40022","1","1","1400220004","31","","400200","0","400200"
"","0","40022","1","1","1400220005","31","","400201","0","400201"
"","0","40022","0","1","1400220006","31","","400202","0","400202"
"","0","40022","0","1","1400220007","31","","400203","0","400203"
"","140","40022","0","1","1400220008","31","","400204","190","400204"
"","0","40022","0","1","1400220009","31","","400205","0","400205"
"","0","40022","0","1","1400220010","31","","400002","0","400002"
"","","40022","","","1400220011","91","","0","","0"
"","","40022","","","1400220012","32","","1","","400002"
"","0","40022","","","1400220013","23","","se_travel_top_yamagami_foot","","se_travel_top"
"","1","40022","0.2","","1400220014","3","","travel_topdrama_r_4001_A_01","","1000001"
"","-75","40022","","","1400220015","2","","60","2.3","1000001"
"","1","40022","0.2","","1400220016","3","","travel_topdrama_r_4001_B_01","","1000002"
"","-100","40022","","","1400220017","2","","-60","2.3","1000002"
"","","40022","","","1400220018","93","","0","","2"
"","0","40022","","","1400220019","23","","se_travel_top_yamagami_rumble","","se_travel_top"
"","1.3","40022","","","1400220020","122","","5","","5"
"","","40022","","","1400220021","93","","0","","0.3"
"","2.5","40022","","","1400220022","122","","7.5","","7.5"
"","0","40022","","","1400220023","23","","se_travel_top_yamagami_emote_common","","se_travel_top"
"","0","40022","0.2","","1400220024","3","","travel_topdrama_r_4001_A_02","","1000001"
"","0.3","40022","","0","1400220025","12","","3","0","1000001"
"","","40022","","","1400220026","93","","0","","0.1"
"","0","40022","0.2","","1400220027","3","","travel_topdrama_r_4001_B_02","","1000002"
"","0.2","40022","","0","1400220028","12","","3","0","1000002"
"","","40022","","","1400220029","93","","0","","0.6"
"","4","40022","","","1400220030","122","","10","","10"
"","0","40022","0","","1400220031","3","","run","disappear","6"
"","","40022","","","1400220032","32","","1","","400202"
"","","40022","","","1400220033","32","","1","","400203"
"","","40022","","","1400220034","93","","0","","0.5"
"","0","40022","","","1400220035","23","","se_travel_top_yamagami_passaway","","se_travel_top"
"","","40022","","","1400220036","93","","0","","0.2"
"","0","40022","","","1400220037","23","","se_travel_top_yamagami_pass_wind","","se_travel_top"
"","","40022","","","1400220038","93","","0","","0.2"
"","0","40022","","","1400220039","23","","se_travel_top_yamagami_rumble2","","se_travel_top"
"","0","40022","","","1400220040","23","","se_travel_top_yamagami_rolling","","se_travel_top"
"","","40022","","","1400220041","32","","1","","400204"
"","0","40022","0.2","","1400220042","3","","travel_topdrama_r_4001_B_03","","1000002"
"","","40022","","","1400220043","93","","0","","0.1"
"","0","40022","0.2","","1400220044","3","","travel_topdrama_r_4001_A_03","","1000001"
"","","40022","","","1400220045","93","","0","","1.75"
"","","40022","","","1400220046","32","","1","","400205"
"","","40022","","","1400220047","93","","0","","0.2"
"","0","40022","","","1400220048","23","","se_travel_top_yamagami_drop_box","","se_travel_top"
"","0","40022","","","1400220049","23","","se_travel_top_yamagami_drop_silverbox","","se_travel_top"
"","","40022","","","1400220050","93","","0","","1.55"
"","","40022","","","1400220051","111","","","",""
"","","40022","","","1400220052","91","","","","0"
"idle","50","40051","0.3","-23","1400510001","5","0","5","0","5"
"normal","55","40051","1","-43","1400510002","5","0","0","0","0"
"","","40051","","","1400510003","91","","0","","0"
"","1","40051","0","","1400510004","3","0","idle","","5"
"","","40051","","","1400510005","91","","0","","0"
"","","40051","","","1400510006","101","","","","1400510004"
"","","40051","","","1400510007","91","","0","","0"
"travel_topdrama_r_4000_idle","50","40052","1.46","-110","1400520001","1","0","1000001","-640","1"
"disappear","50","40052","0.4","-110","1400520002","5","0","5","210","5"
"","0","40052","1","1","1400520003","31","","400500","0","400500"
"","0","40052","0","1","1400520004","31","","400501","-100","400501"
"","0","40052","0","1","1400520005","31","","400502","-100","400502"
"","0","40052","0","1","1400520006","31","","400503","0","400503"
"","0","40052","0","1","1400520007","31","","400504","0","400504"
"","0","40052","0","1","1400520008","31","","400505","0","400505"
"","0","40052","0","1","1400520009","31","","400506","0","400506"
"","0","40052","0","1","1400520010","31","","400507","0","400507"
"","0","40052","0","1","1400520011","31","","400508","0","400508"
"","0","40052","0","1","1400520012","31","","400509","0","400509"
"","400","40052","1","1","1400520013","31","","400510","-70","400510"
"","0","40052","0","1","1400520014","31","","400005","0","400005"
"","","40052","","","1400520015","91","","0","","0"
"","","40052","","","1400520016","32","","1","","400005"
"","0","40052","","","1400520017","23","","se_travel_top_pitfall_foot1","","se_travel_top"
"","1","40052","0.2","","1400520018","3","","travel_topdrama_r_4000_run_normal","","1000001"
"","-110","40052","","","1400520019","2","","-300","1","1000001"
"","","40052","","","1400520020","93","","0","","1"
"","0","40052","","","1400520021","23","","se_travel_top_pitfall_emote_note","","se_travel_top"
"","0","40052","0.2","1","1400520022","3","0.2","travel_topdrama_r_4000_surprise","travel_topdrama_r_4000_idle_surprise1","1000001"
"","0.3","40052","","0","1400520023","12","","10","0","1000001"
"","","40052","","","1400520024","93","","0","","1.2"
"","0","40052","","","1400520025","23","","se_travel_top_pitfall_foot2","","se_travel_top"
"","1","40052","0.2","","1400520026","3","","travel_topdrama_r_4000_run_joy","","1000001"
"","-110","40052","","","1400520027","2","","0","0.8","1000001"
"","","40052","","","1400520028","93","","0","","0.8"
"","0","40052","","","1400520029","23","","se_travel_top_pitfall_open_hole","","se_travel_top"
"","","40052","","","1400520030","32","","1","","400501"
"","","40052","","","1400520031","32","","1","","400502"
"","1","40052","0","","1400520032","3","","travel_topdrama_r_4005_fall1","","1000001"
"","","40052","","","1400520033","93","","0","","0.3"
"","0","40052","","","1400520034","23","","se_travel_top_pitfall_panic","","se_travel_top"
"","","40052","","","1400520035","32","","1","","400505"
"","","40052","","","1400520036","93","","0","","1"
"","0","40052","","","1400520037","23","","se_travel_top_pitfall_fall","","se_travel_top"
"","0","40052","0","","1400520038","3","","travel_topdrama_r_4005_fall2","","1000001"
"","","40052","","","1400520039","32","","1","","400506"
"","","40052","","","1400520040","32","","1","","400507"
"","","40052","","","1400520041","93","","0","","0.3"
"","0","40052","","","1400520042","23","","se_travel_top_pitfall_drillmall1","","se_travel_top"
"","0","40052","0","","1400520043","3","","appear","","5"
"","","40052","","","1400520044","93","","0","","0.3"
"","0","40052","","","1400520045","23","","se_travel_top_pitfall_drillmall2","","se_travel_top"
"","","40052","","","1400520046","93","","0","","0.7"
"","0","40052","","","1400520047","23","","se_travel_top_pitfall_wipe","","se_travel_top"
"","","40052","","","1400520048","32","","1","","400503"
"","","40052","","","1400520049","93","","0","","0.2"
"","1","40052","0","","1400520050","3","","travel_topdrama_r_4005_fall3","","1000001"
"","-60","40052","","","1400520051","2","","-200","0.01","1000001"
"","0","40052","0","","1400520052","3","","disappear","","5"
"","-10","40052","","","1400520053","33","","200","0.01","400510"
"","","40052","","","1400520054","32","","0","","400501"
"","","40052","","","1400520055","32","","0","","400502"
"","","40052","","","1400520056","32","","1","","400504"
"","","40052","","","1400520057","32","","0","","400507"
"","","40052","","","1400520058","93","","0","","0.2"
"","","40052","","","1400520059","32","","1","","400508"
"","","40052","","","1400520060","32","","1","","400509"
"","0","40052","0.2","","1400520061","3","","travel_topdrama_r_4005_fall4","","1000001"
"","","40052","","","1400520062","93","","0","","0.1"
"","0","40052","","","1400520063","23","","se_travel_top_pitfall_bodyfall","","se_travel_top"
"","","40052","","","1400520064","93","","0","","0.9"
"","0","40052","","","1400520065","23","","se_travel_top_pitfall_lookig_around","","se_travel_top"
"","","40052","","","1400520066","93","","0","","1.3"
"","0","40052","","","1400520067","23","","se_travel_top_pitfall_emote_notice","","se_travel_top"
"","0.01","40052","20","0","1400520068","12","","4","0","1000001"
"","","40052","","","1400520069","91","","","","1400520061"
"","0","40052","","","1400520070","23","","se_travel_top_pitfall_emote_joy","","se_travel_top"
"","0","40052","0.2","","1400520071","3","","travel_topdrama_r_4005_guts","","1000001"
"","","40052","","","1400520072","93","","0","","1"
"","","40052","","","1400520073","111","","","",""
"","","40052","","","1400520074","91","","","","0"
"idle","50","40061","0.3","-23","1400610001","5","0","5","0","5"
"normal","55","40061","1","-43","1400610002","5","0","0","0","0"
"","","40061","","","1400610003","91","","0","","0"
"","1","40061","0","","1400610004","3","0","idle","","5"
"","","40061","","","1400610005","91","","0","","0"
"","","40061","","","1400610006","101","","","","1400610004"
"","","40061","","","1400610007","91","","0","","0"
"travel_topdrama_r_4000_idle","50","40062","1.46","-110","1400620001","1","0","1000001","-640","1"
"disappear","50","40062","0.4","-110","1400620002","5","0","5","210","5"
"","0","40062","1","1","1400620003","31","","400600","0","400600"
"","0","40062","0","1","1400620004","31","","400601","-100","400601"
"","0","40062","0","1","1400620005","31","","400602","-100","400602"
"","0","40062","0","1","1400620006","31","","400603","0","400603"
"","0","40062","0","1","1400620007","31","","400604","0","400604"
"","0","40062","0","1","1400620008","31","","400605","0","400605"
"","0","40062","0","1","1400620009","31","","400606","0","400606"
"","0","40062","0","1","1400620010","31","","400607","0","400607"
"","0","40062","0","1","1400620011","31","","400608","0","400608"
"","0","40062","0","1","1400620012","31","","400609","0","400609"
"","400","40062","1","1","1400620013","31","","400610","-70","400610"
"","200","40062","0","1","1400620014","31","","400611","-10","400611"
"","0","40062","0","1","1400620015","31","","400006","0","400006"
"","","40062","","","1400620016","91","","0","","0"
"","","40062","","","1400620017","32","","1","","400006"
"","0","40062","","","1400620018","23","","se_travel_top_pitfall_foot1","","se_travel_top"
"","1","40062","0.2","","1400620019","3","","travel_topdrama_r_4000_run_normal","","1000001"
"","-110","40062","","","1400620020","2","","-300","1","1000001"
"","","40062","","","1400620021","93","","0","","1"
"","0","40062","","","1400620022","23","","se_travel_top_pitfall_emote_note","","se_travel_top"
"","0","40062","0.2","1","1400620023","3","0.2","travel_topdrama_r_4000_surprise","travel_topdrama_r_4000_idle_surprise1","1000001"
"","0.3","40062","","0","1400620024","12","","10","0","1000001"
"","","40062","","","1400620025","93","","0","","1.2"
"","0","40062","","","1400620026","23","","se_travel_top_pitfall_foot2","","se_travel_top"
"","1","40062","0.2","","1400620027","3","","travel_topdrama_r_4000_run_joy","","1000001"
"","-110","40062","","","1400620028","2","","0","0.8","1000001"
"","","40062","","","1400620029","93","","0","","0.8"
"","0","40062","","","1400620030","23","","se_travel_top_pitfall_open_hole","","se_travel_top"
"","","40062","","","1400620031","32","","1","","400601"
"","","40062","","","1400620032","32","","1","","400602"
"","1","40062","0","","1400620033","3","","travel_topdrama_r_4005_fall1","","1000001"
"","","40062","","","1400620034","93","","0","","0.3"
"","0","40062","","","1400620035","23","","se_travel_top_pitfall_panic","","se_travel_top"
"","","40062","","","1400620036","32","","1","","400605"
"","","40062","","","1400620037","93","","0","","1"
"","0","40062","","","1400620038","23","","se_travel_top_pitfall_fall","","se_travel_top"
"","0","40062","0","","1400620039","3","","travel_topdrama_r_4005_fall2","","1000001"
"","","40062","","","1400620040","32","","1","","400606"
"","","40062","","","1400620041","32","","1","","400607"
"","","40062","","","1400620042","93","","0","","0.3"
"","0","40062","","","1400620043","23","","se_travel_top_pitfall_drillmall1","","se_travel_top"
"","0","40062","0","","1400620044","3","","appear","","5"
"","","40062","","","1400620045","93","","0","","0.3"
"","0","40062","","","1400620046","23","","se_travel_top_pitfall_drillmall2","","se_travel_top"
"","","40062","","","1400620047","93","","0","","0.7"
"","0","40062","","","1400620048","23","","se_travel_top_pitfall_wipe","","se_travel_top"
"","","40062","","","1400620049","32","","1","","400603"
"","","40062","","","1400620050","93","","0","","0.2"
"","1","40062","0","","1400620051","3","","travel_topdrama_r_4005_fall3","","1000001"
"","-60","40062","","","1400620052","2","","-200","0.01","1000001"
"","0","40062","0","","1400620053","3","","disappear","","5"
"","","40062","","","1400620054","32","","0","","400610"
"","","40062","","","1400620055","32","","1","","400611"
"","","40062","","","1400620056","32","","0","","400601"
"","","40062","","","1400620057","32","","0","","400602"
"","","40062","","","1400620058","32","","1","","400604"
"","","40062","","","1400620059","32","","0","","400607"
"","","40062","","","1400620060","93","","0","","0.2"
"","","40062","","","1400620061","32","","1","","400608"
"","","40062","","","1400620062","32","","1","","400609"
"","0","40062","0.2","","1400620063","3","","travel_topdrama_r_4005_fall4","","1000001"
"","","40062","","","1400620064","93","","0","","0.1"
"","0","40062","","","1400620065","23","","se_travel_top_pitfall_bodyfall","","se_travel_top"
"","","40062","","","1400620066","93","","0","","0.9"
"","0","40062","","","1400620067","23","","se_travel_top_pitfall_lookig_around","","se_travel_top"
"","","40062","","","1400620068","93","","0","","1.3"
"","0","40062","","","1400620069","23","","se_travel_top_pitfall_emote_notice","","se_travel_top"
"","0.01","40062","20","0","1400620070","12","","4","0","1000001"
"","","40062","","","1400620071","91","","","","1400620063"
"","0","40062","","","1400620072","23","","se_travel_top_pitfall_emote_joy","","se_travel_top"
"","0","40062","0.2","","1400620073","3","","travel_topdrama_r_4005_guts","","1000001"
"","","40062","","","1400620074","93","","0","","1"
"","","40062","","","1400620075","111","","","",""
"","","40062","","","1400620076","91","","","","0"
"idle","50","40071","0.3","-113","1400710001","5","1","9","0","9"
"rare","55","40071","1","-83","1400710002","5","0","0","0","0"
"","","40071","","","1400710003","91","","0","","0"
"","1","40071","0","","1400710004","3","","idle","","9"
"","","40071","","","1400710005","91","","0","","0"
"","","40071","","","1400710006","101","","","","1400710004"
"","","40071","","","1400710007","91","","0","","0"
"travel_topdrama_r_4000_idle_normal","51","40072","1.46","-150","1400720001","1","0","1000001","-400","1"
"disappear","50","40072","1","-250","1400720002","5","1","9","0","9"
"disappear","53","40072","1","-250","1400720003","5","1","16","0","16"
"","0","40072","1","1","1400720004","31","","400700","0","400700"
"","0","40072","1","1","1400720005","31","","400701","0","400701"
"","0","40072","0","1","1400720006","31","","400702","0","400702"
"","0","40072","0","1","1400720007","31","","400703","0","400703"
"","0","40072","0","1","1400720008","31","","400704","0","400704"
"","0","40072","0","1","1400720009","31","","400705","0","400705"
"","0","40072","1","1","1400720010","31","","400720","0","400720"
"","0","40072","0","1","1400720011","31","","400721","0","400721"
"","0","40072","0","1","1400720012","31","","400722","0","400722"
"","0","40072","0","1","1400720013","31","","400723","0","400723"
"","0","40072","0","1","1400720014","31","","400724","0","400724"
"","0","40072","0","1","1400720015","31","","400730","0","400730"
"","0","40072","0","1","1400720016","31","","400740","0","400740"
"","0","40072","0","1","1400720017","31","","400741","0","400741"
"","0","40072","0","1","1400720018","31","","400742","0","400742"
"","0","40072","0","1","1400720019","31","","400743","0","400743"
"","0","40072","0","1","1400720020","31","","400744","0","400744"
"","0","40072","0","1","1400720021","31","","400750","0","400750"
"","0","40072","0","1","1400720022","31","","400751","0","400751"
"","0","40072","0","1","1400720023","31","","400752","0","400752"
"","0","40072","0","1","1400720024","31","","400753","0","400753"
"","0","40072","0","1","1400720025","31","","400754","0","400754"
"","0","40072","0","1","1400720026","31","","400780","0","400780"
"","0","40072","0","1","1400720027","31","","400781","0","400781"
"","0","40072","0","1","1400720028","31","","400790","0","400790"
"","0","40072","0","1","1400720029","31","","400007","0","400007"
"","","40072","","","1400720030","91","","0","","0"
"","","40072","","","1400720031","93","","0","","0"
"","","40072","","","1400720032","32","","1","","400007"
"","0","40072","","","1400720033","23","","se_travel_top_ziz_foot","","se_travel_top"
"","0","40072","0.2","","1400720034","3","","travel_topdrama_r_4007_walk_to_surprise","","1000001"
"","-150","40072","","","1400720035","2","","-100","1.8","1000001"
"","","40072","","","1400720036","93","","0","","1"
"","0","40072","","","1400720037","23","","se_travel_top_ziz_approach","","se_travel_top"
"","","40072","","","1400720038","93","","0","","0.6"
"","0","40072","","","1400720039","23","","se_travel_top_ziz_emote_notice","","se_travel_top"
"","0.5","40072","","0","1400720040","12","","4","0","1000001"
"","","40072","","","1400720041","93","","0","","1.2"
"","1","40072","","","1400720042","122","","3","","3"
"","","40072","","","1400720043","93","","0","","0.3"
"","0","40072","","","1400720044","23","","se_travel_top_ziz_surprise","","se_travel_top"
"","","40072","","","1400720045","32","","1","","400722"
"","","40072","","","1400720046","93","","0","","0.2"
"","1","40072","","","1400720047","122","","5","","5"
"","","40072","","","1400720048","93","","0","","0.5"
"","0","40072","","","1400720049","23","","se_travel_top_ziz_whoosh","","se_travel_top"
"","1","40072","","","1400720050","122","","10","","10"
"","","40072","","","1400720051","93","","0","","0.25"
"","","40072","","","1400720052","32","","1","","400723"
"","","40072","","","1400720053","93","","0","","0.05"
"","","40072","","","1400720054","32","","0","","400700"
"","","40072","","","1400720055","32","","0","","400701"
"","0","40072","","","1400720056","23","","se_travel_top_ziz_hit","","se_travel_top"
"","","40072","","","1400720057","32","","1","","400721"
"","","40072","","","1400720058","93","","0","","0.1"
"","","40072","","","1400720059","32","","1","","400702"
"","1","40072","","","1400720060","23","","se_travel_top_ziz_wing","","se_travel_top"
"","1","40072","0.2","","1400720061","3","","travel_topdrama_r_4007_grab","","1000001"
"","-200","40072","","","1400720062","2","","0","0.01","1000001"
"","1","40072","0.2","","1400720063","3","","idle","","9"
"","1","40072","0.2","","1400720064","3","","idle","","16"
"","","40072","","","1400720065","93","","0","","0.2"
"","","40072","","","1400720066","32","","0","","400720"
"","","40072","","","1400720067","32","","0","","400721"
"","","40072","","","1400720068","32","","0","","400722"
"","","40072","","","1400720069","93","","0","","2"
"","","40072","","","1400720070","32","","1","","400790"
"","0","40072","","","1400720071","103","","1400720073","","掙扎逃跑"
"","0","40072","","","1400720072","103","","1400720075","","乖乖就範"
"","","40072","","","1400720073","102","","0","","1"
"","","40072","","","1400720074","101","","","","1400720077"
"","","40072","","","1400720075","102","","0","","2"
"","","40072","","","1400720076","101","","","","1400720077"
"","","40072","","","1400720077","91","","","","0"
"","","40073","","","1400730001","93","","0","","0"
"","","40073","","","1400730002","24","","0.2","","se_travel_top_ziz_wing"
"","","40073","","","1400730003","32","","0","","400790"
"","0","40073","","","1400730004","23","","se_travel_top_ziz_panic","","se_travel_top"
"","","40073","","","1400730005","32","","1","","400724"
"","0","40073","0.2","","1400730006","3","","travel_topdrama_r_4007_fall1","","1000001"
"","0","40073","0.2","","1400730007","3","","fall","","9"
"","0","40073","0.2","","1400730008","3","","fall","","16"
"","","40073","","","1400730009","93","","0","","1.8"
"","0","40073","","","1400730010","23","","se_travel_top_ziz_cry","","se_travel_top"
"","0","40073","","","1400730011","23","","se_travel_top_ziz_fall","","se_travel_top"
"","","40073","","","1400730012","93","","0","","1"
