4dc813b8026d2cd960c0069671e727fc8868268327293c7549b82380956bbc72,9098e3b54dd5624090e50447f113e0bcb5a995f7736d1b78e4c1bcfa46fcafdb,999e8fe189285e4c70d378378e577e7a20cfbc463b06884bd42fadb9308ceb76,dac87907e3f1cd07197171b2b4b3e6ab98752887acf8c21bdc3c4545985a5216,d9725f238747be881217c29ed1b91a38dc1439c1b40d1b3055646f81b3ea2253,87b9c0cf22938422bb245164fb107a5917b4dde2126bf6fbe1dd5e6334d0616a,e4d679df998889057589544362bc7546e4d767f979bcdb1deb620c0782bfa623,f220901f58276ea7a791ed782996e56ba31297cb3505d3bcd408a71092cdb9bf,88ebbfb4a647b6351f550b10a0352456b472451a22c869a475ac76eba92b3e26,e9eb38cd0f5ab5407413d1459142dde22f51b5a7e9a68a36bd3cd451ffb6bc1c,275ad87821f9ed90ba950123ce148734695a9c9a20de629f57f27349a5639d34,4547672686292b157cde3b3c7fdf468dee11cac4df6f9e39cb53e3d90a871263,717daaff0d0dacd53756cd6a0905fdbb1779c40b3e01cfa07ba0f103c0196510
"22300149","2","3","4","2","果然很難耶……\n但是感覺下一次能答對更多題！","0","vo_minigame_1012_result_2081","2.67","9","5","3001","2"
"22300150","2","6","10","2","題目那麼難，\n這分數很可以了吧？\n咦？感覺還能更好？","0","vo_minigame_1012_result_2082","4.68","9","5","3001","2"
"22300151","2","9","9","2","哪裡錯了呢？\n人家完全不曉得……\n不愧是很難的題目。","0","vo_minigame_1012_result_2083","0","9","5","3001","2"
"22300152","2","3","0","2","雖然難到爆，\n但要做的事還是一樣的吧？\n人家也會跟著秀才的，\n就腳踏實地地努力吧！","0","vo_minigame_1012_result_2084","3.55","9","5","3001","3"
"22300153","2","6","4","2","果然難翻天了……\n對了，猶豫的話，\n使用提示也是很可以的吧？","0","vo_minigame_1012_result_2085","2.51","9","5","3001","3"
"22300154","2","5","9","2","果然考試\n不能想說船到橋頭自然直？\n只能記起來嗎？\n那就只能努力了……","0","vo_minigame_1012_result_2086","6.15","9","5","3001","3"
"22300155","2","9","4","2","本來以為可以的，\n但卻不是那麼一回事？\n考試真的好殘酷……","6","vo_minigame_1012_result_2087","4.12","4","1","3001","1"
"22300156","2","4","4","2","唔嗯……完全不懂！\n但這是簡單的題目吧……？\n要再試一次嗎？","6","vo_minigame_1012_result_2088","0.01","4","1","3001","1"
"22300157","2","3","0","2","我們還在\n學習中嘛……\n之後才會展現成果吧？\n對吧，秀才！","0","vo_minigame_1012_result_2089","5.28","4","1","3001","1"
"22300158","2","3","0","2","一點一滴記起來就OK了吧！\n跟人家一起學習吧！","0","vo_minigame_1012_result_2090","2.89","4","1","3001","2"
"22300159","2","7","0","2","即使不擅長讀書，\n但人家很喜歡跟秀才一起學習！\n所以說，\n能再教人家一次嗎？","0","vo_minigame_1012_result_2091","5.45","4","1","3001","2"
"22300160","2","10","4","2","即使記了也馬上就忘，\n該怎麼辦才好？\n啊，這種時候，\n就是要複習？","3","vo_minigame_1012_result_2092","4.29","4","1","3001","2"
"22300161","2","8","4","2","太難了！\n腦筋都要秀逗了！\n秀才，\n吹吹人家的頭～","6","vo_minigame_1012_result_2093","4.64","4","1","3001","3"
"22300162","2","5","9","2","題目難到翻好難過～\n但是秀才很努力，\n人家也要加油！","0","vo_minigame_1012_result_2094","3.14","4","1","3001","3"
"22300163","2","4","7","2","跟秀才同分，\n人家好像有點安心了，\n我們一起加油吧～！\n可別丟下人家喔！","0","vo_minigame_1012_result_2095","6.59","4","1","3001","3"
"22300164","2","3","3","2","……總之，不會有比這更低分了，\n下次來個大逆轉，\n讓分數飆升吧！","0","vo_minigame_1012_result_2096","0","0","0","3001","1"
"22300165","2","10","9","2","這是0分嘛……\n對了，下次要不要試試看，\n用擲鉛筆來選答案的作戰？","5","vo_minigame_1012_result_2097","2.2","0","0","3001","1"
"22300166","2","4","4","2","有時候會沒辦法思考呢……\n秀才也有過那種感覺嗎？","6","vo_minigame_1012_result_2098","0.01","0","0","3001","1"
"22300167","2","2","6","2","咦？秀才也考0分？\n那就跟人家一樣了嘛♪\n不過也別急，\n我們一起學習吧！","3","vo_minigame_1012_result_2099","2.8","0","0","3001","2"
"22300168","2","4","9","2","唔唔唔～0分……！\n即使記起來了也馬上就忘，\n讀書真的好辛苦。","6","vo_minigame_1012_result_2100","3.22","0","0","3001","2"
"22300169","2","0","4","2","0分呢……\n不過沒事沒事，\n只要能雪恥，結果就沒問題！","11","vo_minigame_1012_result_2101","2.1","0","0","3001","2"
"22300170","2","2","0","2","吃點點心休息一下，\n再來雪恥吧！\n吃了甜食後一定可以的吧！","3","vo_minigame_1012_result_2102","2.74","0","0","3001","3"
"22300171","2","9","6","2","秀才你也覺得\n這難翻天了嗎？\n那這份測驗，\n不就誰都沒辦法答對？","9","vo_minigame_1012_result_2103","3","0","0","3001","3"
"22300172","2","2","10","2","……奇怪？\n我把0看成〇了！\n呀哈，\n我可能稍微湧出幹勁了！","0","vo_minigame_1012_result_2104","4.37","0","0","3001","3"
"23100101","3","0","0","2","好～加油吧～","10","vo_minigame_1012_gamestart_200","0.01","0","0","1001","0"
"23100102","3","2","2","2","學習，\n學習～！","0","vo_minigame_1012_gamestart_201","0","0","0","1001","0"
"23100103","3","3","3","2","秀才，請多指教～","0","vo_minigame_1012_gamestart_202","0","0","0","1001","0"
"23100201","3","0","0","2","重複複習很重要呢♪","4","vo_minigame_1012_gamestart_203","0.01","-1","3","1002","0"
"23100202","3","7","7","2","那個那個，再多教人家一點～","0","vo_minigame_1012_gamestart_204","0","-1","3","1002","0"
"23100301","3","5","5","2","首先從這開始……！","0","vo_minigame_1012_gamestart_205","0","1","1","1003","0"
"23100302","3","0","0","2","請多指教，手下留情～","0","vo_minigame_1012_gamestart_206","0","1","1","1003","0"
"23100303","3","6","6","2","好像還蠻難的喔？","0","vo_minigame_1012_gamestart_207","0","2","2","1003","0"
"23100304","3","5","5","2","OK～人家努力看看……！","0","vo_minigame_1012_gamestart_208","0","2","2","1003","0"
"23100305","3","4","4","2","慘了，這難翻天了……！","0","vo_minigame_1012_gamestart_209","0","3","3","1003","0"
"23100306","3","10","10","2","這是會讓腦筋秀逗的東西吧？","0","vo_minigame_1012_gamestart_210","0","3","3","1003","0"
"23100401","3","3","3","2","OK～人家也不會放棄的～","0","vo_minigame_1012_gamestart_211","0","0","0","1004","0"
"23100402","3","2","2","2","再複習一次吧！","0","vo_minigame_1012_gamestart_212","0","0","0","1004","0"
"23100501","3","3","3","2","我有看到\n你和凱留寶\n一起讀書♪","0","vo_minigame_1012_gamestart_213","0","0","0","1005","0"
"23100502","3","0","0","2","人家也像凱留寶一樣戴眼鏡試試看吧？","0","vo_minigame_1012_gamestart_214","0","0","0","1005","0"
"23110101","3","3","3","2","來吧～！","0","vo_minigame_1012_start_200","0","0","0","1101","0"
"23110102","3","4","4","2","答得出來嗎？","0","vo_minigame_1012_start_201","0","0","0","1101","0"
"23110103","3","2","2","2","秀才老師～！","0","vo_minigame_1012_start_202","0","0","0","1101","0"
"23110201","3","5","5","2","還早得很！","0","vo_minigame_1012_start_203","0","0","0","1102","0"
"23110202","3","0","0","2","來反攻吧！","0","vo_minigame_1012_start_204","0","0","0","1102","0"
"23110203","3","5","5","2","專心，專心！","0","vo_minigame_1012_start_205","0","0","0","1102","0"
"23110301","3","3","3","2","現在才開始！","0","vo_minigame_1012_start_206","0","4","2","1103","0"
"23110302","3","3","3","2","積極進攻囉！","0","vo_minigame_1012_start_207","0","4","2","1103","0"
"23110303","3","2","2","2","氣氛嗨起來～","0","vo_minigame_1012_start_208","0","4","2","1103","0"
"23110304","3","2","2","2","加油～加油～！","0","vo_minigame_1012_start_209","0","7","5","1103","0"
"23110305","1","5","5","2","還有一半……！","0","vo_minigame_1012_start_210","0","7","5","1103","0"
"23110306","1","5","5","2","下半場……！","0","vo_minigame_1012_start_211","0","7","5","1103","0"
"23110307","1","0","0","2","差不多要結束了！","0","vo_minigame_1012_start_212","0","10","8","1103","0"
"23110308","1","2","2","2","還剩一點！","0","vo_minigame_1012_start_213","0","10","8","1103","0"
"23110309","1","5","5","2","再堅持一下……！","0","vo_minigame_1012_start_214","0","10","8","1103","0"
"23110401","3","0","0","2","能選到正確答案就好了呢。","0","vo_minigame_1012_start_215","0","2","2","1104","0"
"23110402","3","6","6","2","哪個是正確答案呢～？","0","vo_minigame_1012_start_216","0","2","2","1104","0"
"23110403","3","0","0","2","好像是單選！","0","vo_minigame_1012_start_217","0","2","2","1104","0"
"23110404","3","3","3","2","是是非題呢！","0","vo_minigame_1012_start_218","0","1","1","1104","0"
"23110405","3","6","6","2","是〇嗎？還是×？","0","vo_minigame_1012_start_219","0","1","1","1104","0"
"23110406","3","0","0","2","你覺得是哪個？","0","vo_minigame_1012_start_220","0","1","1","1104","0"
"23110407","3","2","2","2","要選出所有\n正確答案！","0","vo_minigame_1012_start_221","0","3","3","1104","0"
"23110408","3","0","0","2","好像有好幾個正確答案。","0","vo_minigame_1012_start_222","0","3","3","1104","0"
"23110409","3","6","6","2","好像只要選出正確答案～","0","vo_minigame_1012_start_223","0","3","3","1104","0"
"23110501","3","6","6","2","人家可能知道答案！","0","vo_minigame_1012_start_227","0","0","0","1105","0"
"23110502","3","5","5","2","呃……人家記得……","0","vo_minigame_1012_start_228","0","0","0","1105","0"
"23110503","3","10","10","2","之前有答對過嗎？","0","vo_minigame_1012_start_229","0","0","0","1105","0"
"23110601","3","4","4","2","好難的題目……！","0","vo_minigame_1012_start_224","0","0","0","1106","0"
"23110602","3","10","10","2","這是什麼啊？","0","vo_minigame_1012_start_225","0","0","0","1106","0"
"23110603","3","0","0","2","有看過吧？","0","vo_minigame_1012_start_226","0","0","0","1106","0"
"23110701","3","3","3","2","好，快了快了！","0","vo_minigame_1012_start_230","0","0","0","1107","0"
"23110702","3","2","2","2","再一題～♪","4","vo_minigame_1012_start_231","0.01","0","0","1107","0"
"23110801","3","6","6","2","奇怪，\n這下超不妙的吧……？","0","vo_minigame_1012_start_232","0","0","0","1108","0"
"23110802","3","4","4","2","這個，是不及格吧……？","0","vo_minigame_1012_start_233","0","0","0","1108","0"
"23120101","3","6","6","2","原來如此～","0","vo_minigame_1012_correct_200","0","0","0","1201","0"
"23120102","3","2","2","2","是這樣啊～！","0","vo_minigame_1012_correct_201","0","0","0","1201","0"
"23120103","3","3","3","2","耶～！","11","vo_minigame_1012_correct_202","0.01","0","0","1201","0"
"23120104","3","3","3","2","答對了～！","0","vo_minigame_1012_correct_203","0","0","0","1201","0"
"23120105","3","1","1","2","嗯嗯……！","2","vo_minigame_1012_correct_204","0.01","0","0","1201","0"
"23120106","3","6","6","2","我不曉得……","0","vo_minigame_1012_correct_205","0","0","0","1201","0"
"23120107","3","3","3","2","很完美嘛！","0","vo_minigame_1012_correct_206","0","0","0","1201","0"
"23120201","3","6","6","2","快到爆～","0","vo_minigame_1012_correct_210","0","3000","0","1202","0"
"23120202","3","6","6","2","等一下！","0","vo_minigame_1012_correct_211","0","3000","0","1202","0"
"23120203","3","6","6","2","真是的～下一題！？","8","vo_minigame_1012_correct_212","0.01","6000","3001","1202","0"
"23120204","3","6","6","2","太快了吧！？","8","vo_minigame_1012_correct_213","0.01","6000","3001","1202","0"
"23120205","3","3","3","2","很行嘛！","0","vo_minigame_1012_correct_214","0","6000","3001","1202","0"
"23120206","3","4","4","2","好難喔。","0","vo_minigame_1012_correct_216","0","-1","13333","1202","0"
"23120301","3","3","3","2","氣氛超級嗨～","0","vo_minigame_1012_correct_220","0","0","0","1203","0"
"23120401","3","3","3","2","輕輕鬆鬆嘛！","0","vo_minigame_1012_correct_224","0","0","0","1204","0"
"23120402","3","3","3","2","已經～很完美囉！","0","vo_minigame_1012_correct_226","0","0","0","1204","0"
"23120501","3","2","2","2","答對了～！！","0","vo_minigame_1012_correct_221","0","0","0","1205","0"
"23120502","3","3","3","2","來雪恥吧！","0","vo_minigame_1012_correct_222","0","0","0","1205","0"
"23120601","3","2","2","2","不錯喔～","0","vo_minigame_1012_correct_227","0","-1","3","1206","0"
"23120602","3","3","3","2","嗨起來～！","4","vo_minigame_1012_correct_229","0.01","-1","3","1206","0"
"23120701","3","5","5","2","好戲現在才開始！","0","vo_minigame_1012_correct_230","0","-1","3","1207","0"
"23130101","3","4","4","2","唔～嗯……","6","vo_minigame_1012_incorrect_200","0.01","0","0","1301","0"
"23130102","3","4","4","2","怎麼會～","0","vo_minigame_1012_incorrect_201","0","0","0","1301","0"
"23130103","3","10","10","2","是這樣啊～！","0","vo_minigame_1012_incorrect_202","0","0","0","1301","0"
"23130104","3","9","9","2","騙人～！？","0","vo_minigame_1012_incorrect_203","0","0","0","1301","0"
"23130105","3","4","4","2","答錯了？","0","vo_minigame_1012_incorrect_204","0","0","0","1301","0"
"23130106","3","4","4","2","震驚……","6","vo_minigame_1012_incorrect_205","0.01","0","0","1301","0"
"23130107","3","9","9","2","為什麼為什麼～！","0","vo_minigame_1012_incorrect_206","0","0","0","1301","0"
"23130201","3","6","6","2","真的嗎！？","8","vo_minigame_1012_incorrect_210","0.01","3000","0","1302","0"
"23130202","3","6","6","2","秀才！？","8","vo_minigame_1012_incorrect_211","0.01","3000","0","1302","0"
"23130203","3","4","4","2","奇怪……？","0","vo_minigame_1012_incorrect_212","0","6000","3001","1302","0"
"23130204","3","4","4","2","答錯了！？","0","vo_minigame_1012_incorrect_213","0","6000","3001","1302","0"
"23130205","3","4","4","2","別急喔！","0","vo_minigame_1012_incorrect_214","0","6000","3001","1302","0"
"23130206","3","4","4","2","時間到了？","0","vo_minigame_1012_incorrect_215","0","-1","20000","1302","0"
"23130301","3","9","9","2","真的莫名其妙～","0","vo_minigame_1012_incorrect_220","0","0","0","1303","0"
"23130401","3","10","10","2","人家忘了……","0","vo_minigame_1012_incorrect_221","0","0","0","1304","0"
"23130402","3","4","4","2","是這樣嗎？","0","vo_minigame_1012_incorrect_222","0","0","0","1304","0"
"23130501","3","10","10","2","剛好出局？","0","vo_minigame_1012_incorrect_224","0","0","0","1305","0"
"23130502","3","5","5","2","真可惜～！","0","vo_minigame_1012_incorrect_225","0","0","0","1305","0"
"23140101","3","5","5","2","唔唔唔……","0","vo_minigame_1012_hint_200","0","0","0","1401","0"
"23140102","3","5","5","2","是哪個呢～？","0","vo_minigame_1012_hint_201","0","0","0","1401","0"
"23140103","3","4","4","2","不知道啦～","0","vo_minigame_1012_hint_202","0","0","0","1401","0"
"23140104","3","5","5","2","思考中……","0","vo_minigame_1012_hint_203","0","0","0","1401","0"
"23140105","3","5","5","2","人、人家沒睡著……！","7","vo_minigame_1012_hint_204","0.01","0","0","1401","0"
"23140106","3","2","2","2","哼哼哼～哼♪","4","vo_minigame_1012_hint_205","0.01","0","0","1401","0"
"23140107","3","3","3","2","呀哈，\n對到眼了呢♪","11","vo_minigame_1012_hint_206","0.01","0","0","1401","0"
"23140108","3","0","0","2","那個，要吃點心嗎？","0","vo_minigame_1012_hint_207","0","0","0","1401","0"
"23140109","3","4","4","2","腦袋要秀逗了……","0","vo_minigame_1012_hint_208","0","0","0","1401","0"
"23140110","3","10","10","2","感覺好像\n是這個吧？","0","vo_minigame_1012_hint_209","0","0","0","1401","0"
"23140201","3","4","4","2","這沒有答案吧……？","0","vo_minigame_1012_hint_210","0","0","0","1402","0"
"23140202","3","10","10","2","莫名其妙，笑死～","0","vo_minigame_1012_hint_211","0","0","0","1402","0"
"23140203","3","9","9","2","根本難到爆～","0","vo_minigame_1012_hint_212","0","0","0","1402","0"
"23150101","3","0","0","2","給人家提示～！","0","vo_minigame_1012_hint_213","0","20000","3001","1501","0"
"23150102","3","2","2","2","幫幫人家～","0","vo_minigame_1012_hint_214","0","20000","3001","1501","0"
"23150103","3","3","3","2","提示來吧～！","0","vo_minigame_1012_hint_215","0","20000","3001","1501","0"
"23150104","3","2","2","2","提示提示～！","0","vo_minigame_1012_hint_216","0","3000","0","1501","0"
"23150105","3","8","8","2","救救人家～","0","vo_minigame_1012_hint_217","0","3000","0","1501","0"
"23160101","3","6","6","2","哇啊！\n嚇人家一跳！","8","vo_minigame_1012_tap_200","0.01","4","1","1601","0"
"23160102","3","3","3","2","哈嚕哈嚕～","11","vo_minigame_1012_tap_201","0.01","4","1","1601","0"
"23160103","3","2","2","2","耶～！","4","vo_minigame_1012_tap_202","0.01","9","5","1601","0"
"23160104","3","7","7","2","要讓氣氛嗨起來嗎？","0","vo_minigame_1012_tap_203","0","9","5","1601","0"
"23160105","3","2","2","2","很癢啦～！","0","vo_minigame_1012_tap_204","0","-1","10","1601","0"
"23160106","3","3","3","2","氣氛超級嗨～♪","11","vo_minigame_1012_tap_205","0.01","-1","10","1601","0"
"23200101","3","0","0","2","要教人家哪個科目？","0","vo_minigame_1012_select_200","0","0","0","2001","0"
"23200102","3","8","8","2","每個好像都很難呢。","0","vo_minigame_1012_select_201","0","0","0","2001","0"
"23200103","3","7","0","2","那個，說「預備」後一起選嗎？","0","vo_minigame_1012_select_202","0.99","0","0","2001","0"
"23400101","3","3","2","2","重新看過之前教人家的內容，\n就叫做預習複習……\n……對吧！","0","vo_minigame_1012_archive_200","3.43","0","0","4001","0"
