dedb27bf86478d1a2fe688b6c3c291ef5ee96ead7f7b00db308a4e7611f16ff8,427d3a29384f42218f2c1606b167a1db82a415d0bbd2bee49a5905daee67ea4c,72172f35ad8bfc3a27a46a55bc0652e63edc7c7bd58e4ed7fda0664f9922026b,9cbaf3f3882cbf98d1a87866b774533e5b43bfeb41a35e2c846d3afe0874f84e,100de2b9aecc9766539ffdfd11e3f592e613278dfc1623ac0e240a5f34a451b7,57d1081b7ff7e11b4a7a76a4a24a00a04ec2b4513f07db59c38e2881cae8e24e,2a4eaf751a4d14f1be4002db669fbcf704c26c9e68ad17e2f4c3003e19346afe,7601b3e9c0b708994d4969055bf1e3f3816672fdd793dbb1cd882e5ab2e38827,06bd17d715d759b24591ec9f3ba32abede9af4d96be4b6bcd442e29ee115399f,b0cb566c0fe1b2d8e621d44926ff3529d2468907f726a6fbd480ad9fa4ca4995,e1aeca7709896a2189038fadbd492042d6469ff991b0260363b71ec4a2f03ee9
"1009807163","0.8","","-750","","2","","1009807","0","102011","-235"
"1009807164","","","0","","4","","1009807","","100411",""
"1009807165","","","lsv_run","0.2","3","","1009807","","100411","1"
"1009807166","0.8","","750","","2","","1009807","0","100411","-220"
"1009807167","","","0","","4","","1009807","","103611",""
"1009807168","","","lsv_run","0.2","3","","1009807","","103611","1"
"1009807169","0.8","","850","","2","","1009807","0","103611","-250"
"1009807170","","","","","93","","1009807","","0.6",""
"1009807171","1","","1","0.2","6","0","1009807","0","102011","1"
"1009807172","1","","1","0.2","6","0","1009807","0","100411","1"
"1009807173","1","","1","0.2","6","0","1009807","0","103611","1"
"1009807174","","","","","91","","1009807","","0",""
"1009808001","-700","lsv_idle_normal","100411","1.95","1","0","1009808","-220","1","101"
"1009808002","-550","lsv_idle_normal","102011","1.95","1","0","1009808","-235","1","100"
"1009808003","-800","lsv_idle_normal","103611","1.95","1","0","1009808","-250","1","102"
"1009808004","0","lsv_white_loop","333","1","5","0","1009808","0","1","0"
"1009808005","1","","1","0","6","0","1009808","0","333","1"
"1009808006","110","","13","0","31","","1009808","1.3","3","-630"
"1009808007","1","","1","0","6","0","1009808","0","100411","1"
"1009808008","1","","1","0","6","0","1009808","0","102011","1"
"1009808009","1","","1","0","6","0","1009808","0","103611","1"
"1009808010","","","0","","93","","1009808","","1",""
"1009808011","1","","1","0.8","6","0","1009808","0.4","333","1"
"1009808012","","","lsv_walk_glad","0.2","3","","1009808","","100411","1"
"1009808013","2","","-100","","2","","1009808","0","100411","-220"
"1009808014","1","","1","0.4","6","0","1009808","1","100411","1"
"1009808015","","","lsv_walk_glad2","0.2","3","","1009808","","102011","1"
"1009808016","2.2","","100","","2","","1009808","0","102011","-235"
"1009808017","1","","1","0.4","6","0","1009808","1","102011","1"
"1009808018","","","lsv_walk_glad","0.2","3","","1009808","","103611","1"
"1009808019","2","","-270","","2","","1009808","0","103611","-250"
"1009808020","1","","1","0.4","6","0","1009808","1","103611","1"
"1009808021","","","1","","32","","1009808","","13",""
"1009808022","2","","-180","","33","","1009808","0","13","110"
"1009808023","","","","","93","","1009808","","2",""
"1009808024","","","0","","32","","1009808","","13",""
"1009808025","","","lsv_idle_normal","0.2","3","","1009808","","100411","1"
"1009808026","","","lsv_idle_normal","0.2","3","","1009808","","103611","1"
"1009808027","","","","","93","","1009808","","0.2",""
"1009808028","","","1","","4","","1009808","","102011",""
"1009808029","","","lsv_idle_normal","0.2","3","","1009808","","102011","1"
"1009808030","","","","","93","","1009808","","0.5",""
"1009808031","","","10","0","12","0","1009808","","100411","0.5"
"1009808032","lsv_idle_normal","","lsv_smile2","0","3","0.2","1009808","1","100411","0"
"1009808033","","","10","0","12","0","1009808","","102011","0.5"
"1009808034","lsv_idle_normal","","lsv_smile2","0","3","0.2","1009808","1","102011","0"
"1009808035","","","10","0","12","0","1009808","","103611","0.5"
"1009808036","lsv_idle_normal","","lsv_smile2","0","3","0.2","1009808","1","103611","0"
"1009808037","","","","","93","","1009808","","1.5",""
"1009808038","","","0","","4","","1009808","","102011",""
"1009808039","","","lsv_walk","0.2","3","","1009808","","102011","1"
"1009808040","1","","200","","2","","1009808","0","102011","-235"
"1009808041","","","","","93","","1009808","","1",""
"1009808042","","","lsv_idle_normal","0.2","3","","1009808","","102011","1"
"1009808043","","","","","93","","1009808","","0",""
"1009808044","","","1","","4","","1009808","","102011",""
"1009808045","","","","","93","","1009808","","0.6",""
"1009808046","lsv_talk_arm_crossed_loop_joy","","lsv_talk_arm_crossed_joy","0","3","0.2","1009808","1","100411","0"
"1009808047","0","","vo_lsv_0821","","21","","1009808","","vo_lsv","0"
"1009808048","1","0","喵特\n好大隻好可愛喔──！","0","11","0","1009808","1","100411","10"
"1009808049","","","","","91","","1009808","","0",""
"1009808050","","","lsv_idle_arm_crossed_joy","0.2","3","","1009808","","100411","1"
"1009808051","","","lsv_talk_memory_dere2","0.2","3","","1009808","","102011","1"
"1009808052","0","","vo_lsv_0822","","21","","1009808","","vo_lsv","0"
"1009808053","1","0","嗯♪\n而且很溫柔……\n又鬆鬆軟軟的♪","0","11","0","1009808","1","102011","10"
"1009808054","","","","","91","","1009808","","0",""
"1009808055","","","lsv_idle_memory","0.2","3","","1009808","","102011","1"
"1009808056","","","lsv_talk_thinking_joyR","0.2","3","","1009808","","103611","1"
"1009808057","0","","vo_lsv_0823","","21","","1009808","","vo_lsv","0"
"1009808058","1","0","栞小姐也很溫柔，\n還知道了她願意幫忙我們……\n真是美好的一天。","0","11","0","1009808","1","103611","10"
"1009808059","","","","","91","","1009808","","0",""
"1009808060","","","lsv_idle_normal","0.2","3","","1009808","","103611","1"
"1009808061","","","lsv_idle_normal","0.2","3","","1009808","","102011","1"
"1009808062","lsv_talk_cool_normal2_loop","","lsv_talk_cool_normal2","0","3","0.2","1009808","1","100411","0"
"1009808063","0","","vo_lsv_0824","","21","","1009808","","vo_lsv","0"
"1009808064","1","0","就以這個步調，和小繆\n去各種地方，\n玩各種遊戲吧！","0","11","0","1009808","1","100411","10"
"1009808065","","","","","91","","1009808","","0",""
"1009808066","","","lsv_idle_cool_joy","0.2","3","","1009808","","100411","1"
"1009808067","lsv_talk_doya_anger_loop","","lsv_talk_doya","0","3","0.2","1009808","1","103611","0"
"1009808068","0","","vo_lsv_0825","","21","","1009808","","vo_lsv","0"
"1009808069","1","0","嗯！\n……啊，\n觀察也不能忘記喔？","0","11","0","1009808","1","103611","10"
"1009808070","","","","","91","","1009808","","0",""
"1009808071","","","lsv_idle_doya","0.2","3","","1009808","","103611","1"
"1009808072","","","lsv_talk_bitter","0.2","3","","1009808","","100411","1"
"1009808073","0","","vo_lsv_0826","","21","","1009808","","vo_lsv","0"
"1009808074","1","0","這、這是當然的啊～！\n啊哈哈哈哈～","0","11","0","1009808","1","100411","10"
"1009808075","","","","","91","","1009808","","0",""
"1009808076","","","lsv_idle_bitter","0.2","3","","1009808","","100411","1"
"1009808077","","","lsv_talk_surprise_talkjoy","0.2","3","","1009808","","102011","1"
"1009808078","0","","vo_lsv_0827","","21","","1009808","","vo_lsv","0"
"1009808079","1","0","欸欸，哥哥♪\n哥哥知道還有誰能和小繆\n成為好朋友嗎？","0","11","0","1009808","1","102011","10"
"1009808080","","","","","91","","1009808","","0",""
"1009808081","","","lsv_idle_surprise_joy","0.2","3","","1009808","","102011","1"
"1009808082","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009808","1","100411","0"
"1009808083","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009808","1","102011","0"
"1009808084","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009808","1","103611","0"
"1009808085","","","0","","93","","1009808","","0.1",""
"1009808086","0.33","","-420","","2","0.2","1009808","2","100411","-220"
"1009808087","0.33","","452","","2","0.2","1009808","2","102011","-235"
"1009808088","0.33","","-545","","2","0.2","1009808","2","103611","-250"
"1009808089","","","0","0.2","22","","1009808","","0","1"
"1009808090","","","1009808093","","103","","1009808","","牧場的牛群。","0"
"1009808091","","","1009808117","","103","","1009808","","噗吉。","0"
"1009808092","","","1009808141","","103","","1009808","","拉格。","0"
"1009808093","lsv_idle_normal","","lsv_choice","0","3","0.2","1009808","1","100411","0"
"1009808094","lsv_idle_normal","","lsv_choice","0","3","0.2","1009808","1","102011","0"
"1009808095","lsv_idle_normal","","lsv_choice","0","3","0.2","1009808","1","103611","0"
"1009808096","","","0","","93","","1009808","","0.1",""
"1009808097","0.33","","-100","","2","0.2","1009808","2","100411","-220"
"1009808098","0.33","","200","","2","0.2","1009808","2","102011","-235"
"1009808099","0.33","","-270","","2","0.2","1009808","2","103611","-250"
"1009808100","","","0","","93","","1009808","","0.7",""
"1009808101","","","lsv_talk_thinking_joyR","0.2","3","","1009808","","103611","1"
"1009808102","0","","vo_lsv_0828","","21","","1009808","","vo_lsv","0"
"1009808103","1","0","原來如此……這提議不錯耶。\n牧場的牛牛\n應該都習慣與人相處了。","0","11","0","1009808","1","103611","10"
"1009808104","","","","","91","","1009808","","0",""
"1009808105","","","lsv_idle_thinking_joy1","0.2","3","","1009808","","103611","1"
"1009808106","","","lsv_talk_wish_joy","0.2","3","","1009808","","102011","1"
"1009808107","0","","vo_lsv_0829","","21","","1009808","","vo_lsv","0"
"1009808108","1","0","所以也一定會溫柔地\n對待小繆吧♪","0","11","0","1009808","1","102011","10"
"1009808109","","","","","91","","1009808","","0",""
"1009808110","","","lsv_idle_wish_joy","0.2","3","","1009808","","102011","1"
"1009808111","","","lsv_talk_normal","0.2","3","","1009808","","100411","1"
"1009808112","0","","vo_lsv_0830","","21","","1009808","","vo_lsv","0"
"1009808113","1","0","牧場的話，\n因為栞姐姐也在，\n所以可以放心呢！","0","11","0","1009808","1","100411","10"
"1009808114","","","","","91","","1009808","","0",""
"1009808115","","","lsv_idle_normal","0.2","3","","1009808","","100411","1"
"1009808116","","","","","101","","1009808","","1009808166",""
"1009808117","lsv_idle_normal","","lsv_choice","0","3","0.2","1009808","1","100411","0"
"1009808118","lsv_idle_normal","","lsv_choice","0","3","0.2","1009808","1","102011","0"
"1009808119","lsv_idle_normal","","lsv_choice","0","3","0.2","1009808","1","103611","0"
"1009808120","","","0","","93","","1009808","","0.1",""
"1009808121","0.33","","-100","","2","0.2","1009808","2","100411","-220"
"1009808122","0.33","","200","","2","0.2","1009808","2","102011","-235"
"1009808123","0.33","","-270","","2","0.2","1009808","2","103611","-250"
"1009808124","","","0","","93","","1009808","","0.7",""
"1009808125","","","lsv_talk_joy3_blink","0.2","3","","1009808","","102011","1"
"1009808126","0","","vo_lsv_0831","","21","","1009808","","vo_lsv","0"
"1009808127","1","0","是說綾音的朋友？\n如果是噗吉，\n一定能跟小繆成為好朋友的♪","0","11","0","1009808","1","102011","10"
"1009808128","","","","","91","","1009808","","0",""
"1009808129","","","lsv_idle_joy","0.2","3","","1009808","","102011","1"
"1009808130","","","lsv_talk_surprise","0.2","3","","1009808","","103611","1"
"1009808131","0","","vo_lsv_0832","","21","","1009808","","vo_lsv","0"
"1009808132","1","0","是綾音的話，就不必\n擔心了呢……因為她應該已經\n習慣與奇妙的孩子相處了。","0","11","0","1009808","1","103611","10"
"1009808133","","","","","91","","1009808","","0",""
"1009808134","","","lsv_idle_surprise","0.2","3","","1009808","","103611","1"
"1009808135","","","lsv_talk_thinking_talkR","0.2","3","","1009808","","100411","1"
"1009808136","0","","vo_lsv_0833","","21","","1009808","","vo_lsv","0"
"1009808137","1","0","仔細想想，\n噗吉本身就\n很不可思議呢……","0","11","0","1009808","1","100411","10"
"1009808138","","","","","91","","1009808","","0",""
"1009808139","","","lsv_idle_thinking_joy1","0.2","3","","1009808","","100411","1"
"1009808140","","","","","101","","1009808","","1009808166",""
"1009808141","lsv_idle_normal","","lsv_choice","0","3","0.2","1009808","1","100411","0"
"1009808142","lsv_idle_normal","","lsv_choice","0","3","0.2","1009808","1","102011","0"
"1009808143","lsv_idle_normal","","lsv_choice","0","3","0.2","1009808","1","103611","0"
"1009808144","","","0","","93","","1009808","","0.1",""
"1009808145","0.33","","-100","","2","0.2","1009808","2","100411","-220"
"1009808146","0.33","","200","","2","0.2","1009808","2","102011","-235"
"1009808147","0.33","","-270","","2","0.2","1009808","2","103611","-250"
"1009808148","","","0","","93","","1009808","","0.7",""
"1009808149","","","lsv_talk_surprise2","0.2","3","","1009808","","100411","1"
"1009808150","0","","vo_lsv_0834","","21","","1009808","","vo_lsv","0"
"1009808151","1","0","咦咦，龍！？\n那是說龍嗎？","0","11","0","1009808","1","100411","10"
"1009808152","","","","","91","","1009808","","0",""
"1009808153","","","lsv_idle_surprise","0.2","3","","1009808","","100411","1"
"1009808154","","","lsv_talk_normal_suprise1","0.2","3","","1009808","","102011","1"
"1009808155","0","","vo_lsv_0835","","21","","1009808","","vo_lsv","0"
"1009808156","1","0","有位和厲害的魔物先生\n關係很好的人對吧～","0","11","0","1009808","1","102011","10"
"1009808157","","","","","91","","1009808","","0",""
"1009808158","","","lsv_idle_normal","0.2","3","","1009808","","102011","1"
"1009808159","","","lsv_talk_sad","0.2","3","","1009808","","103611","1"
"1009808160","0","","vo_lsv_0836","","21","","1009808","","vo_lsv","0"
"1009808161","1","0","有、有種危險的氣息呢……\n那個人的話，\n那個……我們再考慮一下吧。","0","11","0","1009808","1","103611","10"
"1009808162","","","","","91","","1009808","","0",""
"1009808163","","","lsv_idle_sad","0.2","3","","1009808","","103611","1"
"1009808164","","","lsv_idle_surprise_talkR1","0.2","3","","1009808","","100411","1"
"1009808165","","","","","101","","1009808","","1009808166",""
"1009808166","","","","","91","","1009808","","0",""
"1009808167","","","","","102","","1009808","","",""
"1009808168","","","0.2","","22","","1009808","","0",""
"1009808169","","","","","93","","1009808","","0.2",""
"1009808170","0","0","7","0","12","0","1009808","0","102011","1"
"1009808171","","","lsv_talk_surprise_kira","0.2","3","","1009808","","102011","1"
"1009808172","","","0","","93","","1009808","","3",""
"1009808173","","","lsv_idle_surprise","0.2","3","","1009808","","102011","1"
"1009808174","0","0","5","0","12","0","1009808","0","100411","1"
"1009808175","","","lsv_talk_wish_surprise","0.2","3","","1009808","","100411","1"
"1009808176","","","0","","93","","1009808","","3",""
"1009808177","","","lsv_idle_wish","0.2","3","","1009808","","100411","1"
"1009808178","0","0","1","0","12","0","1009808","0","103611","1"
"1009808179","","","lsv_talk_normal_sad","0.2","3","","1009808","","103611","1"
"1009808180","","","0","","93","","1009808","","3",""
"1009808181","","","lsv_idle_normal","0.2","3","","1009808","","103611","1"
"1009808182","","","","","101","","1009808","","1009808170",""
"1009808183","1","","1","1","6","0","1009808","0","333","1"
"1009808184","","","1","","4","","1009808","","100411",""
"1009808185","","","lsv_run","0.2","3","","1009808","","100411","1"
"1009808186","0.8","","-750","","2","","1009808","0","100411","-220"
"1009808187","","","0","","4","","1009808","","102011",""
"1009808188","","","lsv_run","0.2","3","","1009808","","102011","1"
"1009808189","0.8","","750","","2","","1009808","0","102011","-235"
"1009808190","","","1","","4","","1009808","","103611",""
"1009808191","","","lsv_run","0.2","3","","1009808","","103611","1"
"1009808192","0.8","","-850","","2","","1009808","0","103611","-250"
"1009808193","","","","","93","","1009808","","0.6",""
"1009808194","1","","1","0.2","6","0","1009808","0","100411","1"
"1009808195","1","","1","0.2","6","0","1009808","0","102011","1"
"1009808196","1","","1","0.2","6","0","1009808","0","103611","1"
"1009808197","","","","","91","","1009808","","0",""
"1009809001","-750","lsv_idle_normal","103611","1.95","1","0","1009809","-235","1","102"
"1009809002","650","lsv_idle_normal","102011","1.95","1","1","1009809","-220","1","100"
"1009809003","750","lsv_idle_normal","100411","1.95","1","1","1009809","-250","1","101"
"1009809004","0","lsv_white_loop","333","1","5","0","1009809","0","1","0"
"1009809005","1","","1","0","6","0","1009809","0","333","1"
"1009809006","1","","1","0","6","0","1009809","0","103611","1"
"1009809007","1","","1","0","6","0","1009809","0","102011","1"
"1009809008","1","","1","0","6","0","1009809","0","100411","1"
"1009809009","0","","2","","7","","1009809","","103611","0"
"1009809010","0.5","","-750","","2","","1009809","0","103611","-235"
"1009809011","10","","16","0","31","","1009809","0.8","2","-140"
"1009809012","0","","2","","34","","1009809","","16","0"
"1009809013","","","0","","93","","1009809","","1",""
"1009809014","1","","1","0.8","6","0","1009809","0.4","333","1"
"1009809015","lsv_see_sad","","lsv_see_sad_pre","0.2","3","0","1009809","1","103611","0"
"1009809016","1.1","","-600","","2","","1009809","0","103611","-235"
"1009809017","1","","1","0.4","6","0","1009809","1","103611","1"
"1009809018","","","","","93","","1009809","","1",""
"1009809019","","","1","","32","","1009809","","16",""
"1009809020","","","","","91","","1009809","","0",""
"1009809021","0","","240","","94","","1009809","80","103611","260"
"1009809022","","","0","","32","","1009809","","16",""
"1009809023","","","1","0","12","0","1009809","","103611","1"
"1009809024","0","","0","","7","","1009809","","103611","2"
"1009809025","","","lsv_walk_sad","0.2","3","","1009809","","103611","1"
"1009809026","2","","-250","","2","","1009809","0","103611","-235"
"1009809027","","","lsv_walk","0.2","3","","1009809","","102011","1"
"1009809028","2","","100","","2","","1009809","0","102011","-220"
"1009809029","1","","1","0.4","6","0","1009809","1","102011","1"
"1009809030","","","lsv_walk_talkR","0.2","3","","1009809","","100411","1"
"1009809031","2","","270","","2","","1009809","0","100411","-250"
"1009809032","1","","1","0.4","6","0","1009809","1","100411","1"
"1009809033","","","","","93","","1009809","","2",""
"1009809034","","","lsv_idle_normal","0.2","3","","1009809","","103611","1"
"1009809035","","","lsv_idle_normal","0.2","3","","1009809","","102011","1"
"1009809036","","","lsv_idle_sad","0.2","3","","1009809","","100411","1"
"1009809037","","","","","93","","1009809","","0.5",""
"1009809038","","","","","91","","1009809","","0",""
"1009809039","","","lsv_talk_sad","0.2","3","","1009809","","100411","1"
"1009809040","0","","vo_lsv_0921","","21","","1009809","","vo_lsv","0"
"1009809041","1","0","今天……\n發生了好多事情喔。","0","11","0","1009809","1","100411","10"
"1009809042","","","","","91","","1009809","","0",""
"1009809043","","","lsv_idle_sad","0.2","3","","1009809","","100411","1"
"1009809044","","","lsv_talk_wish_nervous","0.2","3","","1009809","","102011","1"
"1009809045","0","","vo_lsv_0922","","21","","1009809","","vo_lsv","0"
"1009809046","1","0","嗯……\n不過，能救出小繆\n真是太好了。","0","11","0","1009809","1","102011","10"
"1009809047","","","","","91","","1009809","","0",""
"1009809048","","","lsv_idle_wish_nervous","0.2","3","","1009809","","102011","1"
"1009809049","","","lsv_talk_sad","0.2","3","","1009809","","100411","1"
"1009809050","0","","vo_lsv_0923","","21","","1009809","","vo_lsv","0"
"1009809051","1","0","……雖然牠有點\n變小了。","0","11","0","1009809","1","100411","10"
"1009809052","","","","","91","","1009809","","0",""
"1009809053","","","lsv_idle_sad","0.2","3","","1009809","","100411","1"
"1009809054","","","lsv_talk_sad","0.2","3","","1009809","","102011","1"
"1009809055","0","","vo_lsv_0924","","21","","1009809","","vo_lsv","0"
"1009809056","1","0","……嗯。","0","11","0","1009809","1","102011","10"
"1009809057","","","","","91","","1009809","","0",""
"1009809058","","","lsv_idle_normal","0.2","3","","1009809","","102011","1"
"1009809059","","","lsv_idle_normal_talkR","0.2","3","","1009809","","100411","1"
"1009809060","","","lsv_talk_thinking","0.2","3","","1009809","","103611","1"
"1009809061","0","","vo_lsv_0925","","21","","1009809","","vo_lsv","0"
"1009809062","1","0","……小繆\n到底是什麼生物，\n雖然之前一直想不出來……","0","11","0","1009809","1","103611","10"
"1009809063","","","","","91","","1009809","","0",""
"1009809064","","","lsv_idle_thinking","0.2","3","","1009809","","103611","1"
"1009809065","","","lsv_talk_normal_suprise1","0.2","3","","1009809","","100411","1"
"1009809066","0","","vo_lsv_0926","","21","","1009809","","vo_lsv","0"
"1009809067","1","0","這下終於知道了呢。\n不過有點……\n不對，是非常令人驚訝呢。","0","11","0","1009809","1","100411","10"
"1009809068","","","","","91","","1009809","","0",""
"1009809069","","","lsv_idle_normal_talkR","0.2","3","","1009809","","100411","1"
"1009809070","","","lsv_talk_thinking_anger","0.2","3","","1009809","","103611","1"
"1009809071","0","","vo_lsv_0927","","21","","1009809","","vo_lsv","0"
"1009809072","1","0","能喚來幸福的生物……\n那就是小繆。","0","11","0","1009809","1","103611","10"
"1009809073","","","","","91","","1009809","","0",""
"1009809074","","","lsv_idle_sad","0.2","3","","1009809","","103611","1"
"1009809075","","","lsv_talk_sad","0.2","3","","1009809","","102011","1"
"1009809076","0","","vo_lsv_0928","","21","","1009809","","vo_lsv","0"
"1009809077","1","0","美美我們……\n接下來該怎麼辦呢？","0","11","0","1009809","1","102011","10"
"1009809078","","","","","91","","1009809","","0",""
"1009809079","","","lsv_idle_normal","0.2","3","","1009809","","102011","1"
"1009809080","","","lsv_talk_anger_dead","0.2","3","","1009809","","100411","1"
"1009809081","0","","vo_lsv_0929","","21","","1009809","","vo_lsv","0"
"1009809082","1","0","……不知道耶。","0","11","0","1009809","1","100411","10"
"1009809083","","","","","91","","1009809","","0",""
"1009809084","","","lsv_idle_anger_sad","0.2","3","","1009809","","100411","1"
"1009809085","","","lsv_talk_normal_sad","0.2","3","","1009809","","103611","1"
"1009809086","0","","vo_lsv_0930","","21","","1009809","","vo_lsv","0"
"1009809087","1","0","畢竟突然發生了\n這麼多事嘛。\n……冷靜不下來也是當然的。","0","11","0","1009809","1","103611","10"
"1009809088","","","","","91","","1009809","","0",""
"1009809089","0","","vo_lsv_0931","","21","","1009809","","vo_lsv","0"
"1009809090","1","0","總之，今天先休息吧。\n之後的事情，\n明天再來考慮吧。","0","11","0","1009809","1","103611","10"
"1009809091","","","","","91","","1009809","","0",""
"1009809092","","","lsv_idle_normal","0.2","3","","1009809","","103611","1"
"1009809093","lsv_idle_normal_sad","","lsv_agree_sad","0","3","0.2","1009809","1","100411","0"
"1009809094","lsv_idle_normal_sad","","lsv_agree_sad","0","3","0.2","1009809","1","102011","0"
"1009809095","0","","vo_lsv_0932","","21","","1009809","","vo_lsv","0"
"1009809096","1","0","……嗯。","0","11","0","1009809","1","100411","10"
"1009809097","1","0","……嗯。","0","11","0","1009809","1","102011","10"
"1009809098","","","","","91","","1009809","","0",""
"1009809099","","","0","0.2","22","","1009809","","0","1"
"1009809100","","","","","102","","1009809","","",""
"1009809101","","","","","93","","1009809","","0.2",""
"1009809102","0","0","1","0","12","0","1009809","0","103611","1"
"1009809103","","","lsv_talk_normal_sad","0.2","3","","1009809","","103611","1"
"1009809104","","","0","","93","","1009809","","3",""
"1009809105","","","lsv_idle_normal","0.2","3","","1009809","","103611","1"
"1009809106","0","0","2","0","12","0","1009809","0","102011","1"
"1009809107","","","lsv_talk_bitter","0.2","3","","1009809","","102011","1"
"1009809108","","","0","","93","","1009809","","3",""
"1009809109","","","lsv_idle_sad_normal","0.2","3","","1009809","","102011","1"
"1009809110","0","0","4","0","12","0","1009809","0","100411","1"
"1009809111","","","lsv_idle_anger_sad","0.2","3","","1009809","","100411","1"
"1009809112","","","0","","93","","1009809","","3",""
"1009809113","","","lsv_idle_normal_sad","0.2","3","","1009809","","100411","1"
"1009809114","","","","","101","","1009809","","1009809102",""
"1009809115","1","","1","1","6","0","1009809","0","333","1"
"1009809116","","","1","","4","","1009809","","103611",""
"1009809117","","","lsv_run_sad","0.2","3","","1009809","","103611","1"
"1009809118","0.8","","-750","","2","","1009809","0","103611","-235"
"1009809119","","","0","","4","","1009809","","102011",""
"1009809120","","","lsv_run_sad","0.2","3","","1009809","","102011","1"
"1009809121","0.8","","750","","2","","1009809","0","102011","-220"
"1009809122","","","0","","4","","1009809","","100411",""
"1009809123","","","lsv_run_sad","0.2","3","","1009809","","100411","1"
"1009809124","0.8","","850","","2","","1009809","0","100411","-250"
"1009809125","","","","","93","","1009809","","0.6",""
"1009809126","1","","1","0.2","6","0","1009809","0","103611","1"
"1009809127","1","","1","0.2","6","0","1009809","0","102011","1"
"1009809128","1","","1","0.2","6","0","1009809","0","100411","1"
"1009809129","","","","","91","","1009809","","0",""
"1009810001","-650","lsv_idle_normal","100411","1.95","1","0","1009810","-235","1","102"
"1009810002","650","lsv_idle_normal","102011","1.95","1","1","1009810","-220","1","100"
"1009810003","750","lsv_idle_normal","103611","1.95","1","1","1009810","-250","1","101"
"1009810004","0","lsv_white_loop","333","1","5","0","1009810","0","1","0"
"1009810005","1","","1","0","6","0","1009810","0","333","1"
"1009810006","1","","1","0","6","0","1009810","0","100411","1"
"1009810007","1","","1","0","6","0","1009810","0","102011","1"
"1009810008","1","","1","0","6","0","1009810","0","103611","1"
"1009810009","","","0","","93","","1009810","","1",""
"1009810010","1","","1","0.8","6","0","1009810","0.4","333","1"
"1009810011","","","lsv_walk","0.2","3","","1009810","","100411","1"
"1009810012","2","","-200","","2","","1009810","0","100411","-235"
"1009810013","1","","1","0.4","6","0","1009810","1","100411","1"
"1009810014","","","lsv_walk","0.2","3","","1009810","","102011","1"
"1009810015","2","","100","","2","","1009810","0","102011","-220"
"1009810016","1","","1","0.4","6","0","1009810","1","102011","1"
"1009810017","","","lsv_walk","0.2","3","","1009810","","103611","1"
"1009810018","2","","270","","2","","1009810","0","103611","-250"
"1009810019","1","","1","0.4","6","0","1009810","1","103611","1"
"1009810020","","","0","","93","","1009810","","2",""
"1009810021","","","lsv_idle_normal","0.2","3","","1009810","","100411","1"
"1009810022","","","lsv_idle_normal","0.2","3","","1009810","","102011","1"
"1009810023","","","lsv_idle_normal","0.2","3","","1009810","","103611","1"
"1009810024","","","0","","93","","1009810","","0.6",""
"1009810025","lsv_talk_guts2_anger_loop","","lsv_talk_guts2_anger","0","3","0.2","1009810","1","103611","0"
"1009810026","0","","vo_lsv_1021","","21","","1009810","","vo_lsv","0"
"1009810027","1","0","……都到這一步了，\n我們就負起責任到最後，\n讓牠好好地回去吧。","0","11","0","1009810","1","103611","10"
"1009810028","","","","","91","","1009810","","0",""
"1009810029","","","lsv_idle_guts2_anger","0.2","3","","1009810","","103611","1"
"1009810030","","","lsv_talk_joy3_dere","0.2","3","","1009810","","102011","1"
"1009810031","0","","vo_lsv_1022","","21","","1009810","","vo_lsv","0"
"1009810032","1","0","……說得沒錯。\n這是大家一起決定的嘛。","0","11","0","1009810","1","102011","10"
"1009810033","","","","","91","","1009810","","0",""
"1009810034","","","lsv_idle_sad_joynormal","0.2","3","","1009810","","102011","1"
"1009810035","","","lsv_talk_thinking","0.2","3","","1009810","","100411","1"
"1009810036","0","","vo_lsv_1023","","21","","1009810","","vo_lsv","0"
"1009810037","1","0","不過……\n在那之前還有事情要做喔。","0","11","0","1009810","1","100411","10"
"1009810038","","","","","91","","1009810","","0",""
"1009810039","","","lsv_idle_normal","0.2","3","","1009810","","100411","1"
"1009810040","","","lsv_idle_normal","0.2","3","","1009810","","102011","1"
"1009810041","lsv_talk_guts2_loop","","lsv_talk_guts2","0","3","0.2","1009810","1","100411","0"
"1009810042","0","","vo_lsv_1024","","21","","1009810","","vo_lsv","0"
"1009810043","1","0","要讓小繆恢復活力，\n還有要特訓！\n讓牠回到那邊也不會有問題♪","0","11","0","1009810","1","100411","10"
"1009810044","","","","","91","","1009810","","0",""
"1009810045","","","lsv_idle_guts2_joy","0.2","3","","1009810","","100411","1"
"1009810046","lsv_talk_doya_loop","","lsv_talk_doya","0","3","0.2","1009810","1","103611","0"
"1009810047","0","","vo_lsv_1025","","21","","1009810","","vo_lsv","0"
"1009810048","1","0","……還有很多很多\n該做的事情呢。\n我們也得加油才行。","0","11","0","1009810","1","103611","10"
"1009810049","","","","","91","","1009810","","0",""
"1009810050","","","lsv_idle_doya","0.2","3","","1009810","","103611","1"
"1009810051","lsv_talk_cool_joy_loop","","lsv_talk_cool_joy","0","3","0.2","1009810","1","100411","0"
"1009810052","0","","vo_lsv_1026","","21","","1009810","","vo_lsv","0"
"1009810053","1","0","沒錯沒錯，就是這樣！","0","11","0","1009810","1","100411","10"
