f958230ba5e82c989b314640d29e905a1a329b1837b5dc9ab34889b3f4ca0977,aeb7b05bb316e5196496e701448a97d301024cb2fdc2ed7540b25f177e2738e0,972247a432bf0dacad7b7f93644d56338094d9092e30b17894ea370806a68968,be59a5da0b75e1530701b15efdedf39539d2568a090d3dc773a6232728cf5c30,6f448ab5ed0e04eb12277f15533a782f63d771acbf3e18137f64cc1d461367ed,af11a2d1871718f6328fbec14d00c162b305c791c0e72430f3c331d4687b023a,6b964766611f1c87007a0b501707ca3f2e0dd6ed78554fdce376b24eb32a4c09,1b7e918846cc30951c16ef2beb9079b45a288324bdb536b72770044acf24c604,4d0c76d3bd04733b369496d8e56fb83269c00a2d7b14799d9b07a1c4727a057d,407170839d7610e40934d3773c186d25eecc577239ba8a890107307026e44ee3,d22f6d49d4b47dd292fe4ab261c1d9b196e20d464884af9a597c7e6d6909653e,33ad8e5401767bc2c1e9a6e40e645dc3fab821d9bcc5987d6c5213c93c292d27,6810d75d4a9b88e3cd0ebb53fb4235b998442d0a9be2e8efb63fd9f6f0826673,e0b46775ea8756993cc3933cfd33de59cbf54d1756659ac8ecd1e25506879dea,1a3a5130b88d5494b6f7f5f7185d4650ed535db04016e94dcfa90796a67360fd,09028f59081f226c92fc6340192e8ecabe0f5b808efd0b89558a29e7f024f82c,b837e05caad067609022312ef83c03f6a843688d68ae229153af13c5c2634beb,cd04bbffd505edb18a3e0abab2fa4f3ee79f5bea8350493ef9f0efc4cfec40d6,262b63f676d65d34d74216e54eb03cd34f18c97a8220560effecce3537ee9b11,45c7b74278cb3b152cf129ce616898b7b13dd01250a414399e376406eda61b06,0ecb059923e9aa033180ceee465fdbd94487dc4e1de78c401ea143c43746ae59,05b873c761d47754f09c59a4f3662c6dcaa650b46e74b1897813b625bd3a5913
"1","100","-30","1080","bgm_M64","10800103","0","101201","-5","10","3","1","1","3","1.2","101201","0.8","70","200","0","-15","0.6"
"1","100","-30","1080","bgm_M64","10800104","-15","101201","190","0","4","1","1","4","1","101201","0.9","-110","200","10","0","0.7"
"1","100","-30","1080","bgm_M55","10800105","-45","101202","475","10","5","1","1","5","1.45","101202","1","-30","250","-50","-20","1"
"1","170","-30","1081","bgm_M64","10810101","-30","101291","-480","10","1","1","1","1","1","101291","0.9","-100","210","-25","0","0.575"
"1","250","-30","1081","bgm_M64","10810102","-30","101291","-230","0","2","1","1","2","1","101291","0.8","-10","240","-30","0","0.7"
"1","100","-30","1081","bgm_M64","10810103","-10","101291","-10","5","3","1","1","3","1.2","101291","1","-110","200","0","-15","0.75"
"1","300","-30","1081","bgm_M64","10810104","-50","101291","200","-20","4","1","1","4","1.3","101291","1","55","200","-50","-10","0.8"
"1","100","-30","1081","bgm_M55","10810105","30","101292","490","30","5","1","1","5","1.45","101292","1","-15","230","15","-20","1.1"
"1","100","-30","1082","bgm_M64","10820101","0","101301","-470","10","1","1","1","1","1.45","101301","1.1","0","210","20","0","0.8"
"1","100","-30","1082","bgm_M64","10820102","0","101301","-270","10","2","1","1","2","1.2","101301","1.1","-120","200","0","0","0.75"
"1","100","-30","1082","bgm_M64","10820103","-10","101301","0","0","3","1","1","3","2.3","101301","2.2","65","200","0","-15","1.55"
"1","100","-30","1082","bgm_M64","10820104","0","101301","200","0","4","1","1","4","1","101301","0.7","-120","200","0","0","0.7"
"1","100","-30","1082","bgm_M55","10820105","-30","101302","470","10","5","1","1","5","1.2","101302","1.1","-55","270","-15","-20","1"
"1","170","-30","1083","bgm_M64","10830101","-30","101441","-450","10","1","1","1","1","1","101441","0.9","0","210","-25","0","0.575"
"1","100","-30","1083","bgm_M64","10830102","0","101441","-250","0","2","1","1","2","1.2","101441","1.1","-90","240","0","0","0.75"
"1","200","-30","1083","bgm_M64","10830103","-10","101441","-25","0","3","1","1","3","1.4","101441","1","60","200","-30","-15","0.85"
"1","100","-30","1083","bgm_M64","10830104","0","101441","220","0","4","1","1","4","1.2","101441","1","-70","200","-30","0","0.75"
"1","100","-30","1083","bgm_M55","10830105","-30","101442","470","10","5","1","1","5","1.2","101442","1.1","-70","230","-35","-20","0.95"
"1","100","-30","1084","bgm_M64","10840101","0","101451","-470","10","1","1","1","1","1.35","101451","1.1","-50","210","0","0","0.85"
"1","200","-30","1084","bgm_M64","10840102","10","101451","-250","0","2","1","1","2","1.35","101451","1.1","40","240","10","0","1"
"1","100","-30","1084","bgm_M64","10840103","-10","101451","0","0","3","1","1","3","1.2","101451","1.1","-110","200","0","-15","0.75"
"1","300","-30","1084","bgm_M64","10840104","-30","101451","210","-25","4","1","1","4","0.8","101451","0.6","30","200","-30","0","0.6"
"1.2","100","-30","1084","bgm_M55","10840105","-50","101452","510","0","5","1","1","5","1.55","101452","1.4","-70","290","-35","0","1.25"
"1","250","-30","1085","bgm_M64","10850101","-30","101561","-480","10","1","1","1","1","0.8","101561","0.7","-50","210","0","0","0.6"
"1","100","-30","1085","bgm_M64","10850102","0","101561","-250","10","2","1","1","2","1.5","101561","1.4","-120","200","10","0","0.9"
"1","100","-30","1085","bgm_M64","10850103","-10","101561","-10","5","3","1","1","3","1.1","101561","1","65","200","0","-5","0.65"
"1","100","-30","1085","bgm_M64","10850104","0","101561","190","0","4","1","1","4","1.1","101561","1","-110","200","0","0","0.65"
"1.4","400","-30","1085","bgm_M55","10850105","-50","101562","460","0","5","1","1","5","1.55","101562","1.35","-70","290","-60","0","1.25"
"1","170","-30","1086","bgm_M64","10860101","-30","101001","-480","10","1","1","1","1","1","101001","0.9","-100","210","-25","0","0.575"
"1","250","-30","1086","bgm_M64","10860102","-30","101001","-250","0","2","1","1","2","1","101001","0.8","-10","240","-30","0","0.7"
"1","100","-30","1086","bgm_M64","10860103","-10","101001","-10","0","3","1","1","3","1.4","101001","1","-120","200","-30","-15","0.95"
"1","150","-30","1086","bgm_M64","10860104","-30","101001","210","0","4","1","1","4","1.2","101001","1","40","200","0","0","0.72"
"1.2","200","-30","1086","bgm_M55","10860105","0","101011","480","0","5","1","1","5","1.3","101011","1","-40","250","0","0","1.2"
"1","170","-30","1087","bgm_M64","10870101","-30","101021","-450","10","1","1","1","1","1","101021","0.9","0","210","-25","0","0.575"
"1","200","-30","1087","bgm_M64","10870102","-5","101021","-250","10","2","1","1","2","1","101021","0.8","-120","200","0","0","0.65"
"1","100","-30","1087","bgm_M64","10870103","-10","101021","-10","5","3","1","1","3","0.9","101021","0.8","65","200","0","-5","0.6"
"1","100","-30","1087","bgm_M64","10870104","0","101021","200","0","4","1","1","4","1","101021","0.85","-100","200","-25","0","0.7"
"1","200","-30","1087","bgm_M55","10870105","0","101031","470","0","5","1","1","5","1.8","101031","1.6","0","220","0","0","1.4"
"1","100","-30","1088","bgm_M64","10880101","0","101041","-470","10","1","1","1","1","1.45","101041","1.1","-100","210","20","0","0.85"
"1","100","-30","1088","bgm_M64","10880102","0","101041","-220","10","2","1","1","2","1.45","101041","1.1","30","200","0","0","0.85"
"1","100","-30","1088","bgm_M64","10880103","-10","101041","-10","0","3","1","1","3","1.3","101041","1.1","-120","200","-30","-15","0.75"
"1","100","-30","1088","bgm_M64","10880104","-20","101041","200","0","4","1","1","4","1.4","101041","1.1","40","200","-30","0","0.85"
"1","150","-30","1088","bgm_M55","10880105","0","101042","450","0","5","1.3","1","5","1.8","101042","1.35","-55","210","-50","0","1.1"
"1","100","-30","1089","bgm_M64","10890101","0","101161","-470","10","1","1","1","1","1.35","101161","1.1","-10","210","0","0","0.85"
"1","250","-30","1089","bgm_M64","10890102","-30","101161","-250","0","2","1","1","2","1","101161","0.8","-110","240","-30","0","0.7"
"1","100","-30","1089","bgm_M64","10890103","-10","101161","-10","5","3","1","1","3","1.2","101161","1","50","200","0","-15","0.75"
"1","200","-30","1089","bgm_M64","10890104","0","101161","210","0","4","1","1","4","1.5","101161","1","-90","200","0","0","1"
"1","270","-30","1089","bgm_M55","10890105","-45","101162","485","-10","5","1.3","1","5","1.15","101162","1","-70","280","-50","-40","0.9"
"1","170","-30","1090","bgm_M64","10900101","-30","101171","-450","10","1","1","1","1","1","101171","0.9","-90","210","-25","0","0.575"
"1","100","-30","1090","bgm_M64","10900102","0","101171","-230","0","2","1","1","2","1.2","101171","1.1","10","240","0","0","0.75"
"1","100","-30","1090","bgm_M64","10900103","-10","101171","15","0","3","1","1","3","1.4","101171","1","-120","200","-30","-15","0.9"
"1","300","-30","1090","bgm_M64","10900104","-50","101171","200","0","4","1","1","4","1.3","101171","1","40","200","-60","0","0.8"
"1","200","-30","1090","bgm_M55","10900105","0","101172","475","10","5","1","1","5","1.45","101172","1","-30","250","-50","-20","1"
"1","170","-30","1091","bgm_M64","10910101","-30","101191","-480","10","1","1","1","1","1","101191","0.9","0","210","-25","0","0.575"
"1","100","-30","1091","bgm_M64","10910102","0","101191","-250","10","2","1","1","2","1.5","101191","1.4","-120","200","10","0","0.9"
"1","100","-30","1091","bgm_M64","10910103","-10","101191","-10","0","3","1","1","3","1.1","101191","1","65","200","0","-15","0.8"
"1","100","-30","1091","bgm_M64","10910104","0","101191","200","0","4","1","1","4","1","101191","0.7","-120","200","0","0","0.7"
"1.2","200","-30","1091","bgm_M55","10910105","-45","101192","485","-10","5","1","1","5","1.3","101192","1","-70","280","-50","0","1.1"
"1","100","-30","1092","bgm_M64","10920101","0","101201","-470","10","1","1","1","1","1.45","101201","1.1","-100","210","20","0","0.85"
"1","200","-30","1092","bgm_M64","10920102","-5","101201","-250","10","2","1","1","2","1","101201","0.8","-120","200","0","0","0.65"
"1","100","-30","1092","bgm_M64","10920103","-10","101201","0","0","3","1","1","3","1.15","101201","1.1","-65","200","0","-10","0.8"
"1","100","-30","1092","bgm_M64","10920104","-15","101201","190","0","4","1","1","4","1","101201","0.9","-110","200","10","0","0.7"
"1","100","-30","1092","bgm_M55","10920105","-45","101202","475","10","5","1","1","5","1.45","101202","1","-30","250","-50","-20","1"
