0124ebd5f4caeb6b2c84df10dbceae41a760249fb3f58082f719ccb4865e5954,d9eba0c71ede3123ca7d22bac77c298a928c9dc8c68a81c6f3e0a42246e85f6d,f0b82001b54203f124c129a15887c09b1370b88a14351966ba5c0f762cb80584,92491e01bb235ee6e612ffc92e27ec0d8b71818f900747431de06b08712ab1d3,db0eec9db27a38627ec3ec23b555e1d59bb33b7326848412d982147e8f6a074a,81d47bde016abced92f2b808a5121033f93f15b85b625b7ccb65e1ff268c2564,7997157304fb18d5d7b90f2c837a8eea0a122287a847179341f7b9597c092fbb,e4b798376c6cea57cbd9545cbde13bf2155819d4f12aacd0707ba5de2878b1e1,acf5a0c67fe98cc069339dde9ab478ab5c275dd7dfd8c56a56bbb601fa1de4cf,d6268b8c860d93a333e4eacfd793c5f2b94ed9321d7dc3e75a05c94bf317934c,ad84571b3593ec0fca65f8cdba4e668a36730cbcc0e11e192d32c02a22b279ae
"maho_kurukuru_inB","65082","","0","3","0.2","0","98","5146065","1","maho_kurukuru_loopB"
"kururu_kurukuru_in","65083","","0","3","0.2","0","130911","5146065","1","kururu_kurukuru_loop"
"kururu_kurukuru_inF","65084","","0","3","0.2","0","97","5146065","1","kururu_kurukuru_loopF"
"kururu_kurukuru_inB","65085","","0","3","0.2","0","96","5146065","1","kururu_kurukuru_loopB"
"vo_apg_0511","65086","","","21","","0","vo_apg","5146065","","0"
"庫露露咕嚕轉～♪","65087","1.1","0","11","0","13","131011","5146065","0","0"
"","65088","","","91","","","0","5146065","",""
"vo_apg_0512","65089","","","21","","0","vo_apg","5146065","","0"
"庫露露咕嚕轉～♪","65090","1","0","11","0","10","130911","5146065","0","0"
"","65091","","","91","","","0","5146065","",""
"6","65092","0","10","12","0","2","131011","5146065","0","0"
"7","65093","0","10","12","0","2","130911","5146065","0","0"
"walk_normal","65094","","","3","0.2","1","106011","5146065","",""
"walk_normal","65095","","","3","0.2","1","1060","5146065","",""
"-376","65096","","","2","","-305","106011","5146065","0","3.4"
"-376","65097","","","2","","-305","1060","5146065","0","3.4"
"0","65098","","","93","","","3.4","5146065","",""
"-446","65099","","","2","","-305","106011","5146065","14","0.6"
"-446","65100","","","2","","-305","1060","5146065","14","0.6"
"kyaru_damage","65101","","","3","0","0","106011","5146065","",""
"kyaru_damage","65102","","","3","0","0","1060","5146065","",""
"0","65103","","","93","","","0.8","5146065","",""
"cool_in_jitome","65104","","0","3","0.2","0","106011","5146065","1","cool_talk_jitome"
"cool_in_jitome","65105","","0","3","0.2","0","1060","5146065","1","cool_talk_jitome"
"vo_apg_0513","65106","","","21","","0","vo_apg","5146065","","0"
"妳們兩個在做什麼啊……","65107","0","0","11","0","8","106011","5146065","1","1"
"","65108","","","91","","","0","5146065","",""
"","65109","","","101","","","65110","5146065","",""
"0.2","65110","","","22","","","0","5146065","",""
"104011","66001","aoi_walk_fear","0","1","1.8","140","1","5146066","-278","-500"
"99","66002","idle_normal","0","5","1.8","141","1","5146066","-262","30"
"130911","66003","idle_normal_noface","1","1","1.8","100","1","5146066","-278","290"
"98","66004","idle_normal_kururu","1","5","1.8","101","1","5146066","-278","290"
"201","66005","","","13","","","104011","5146066","",""
"200","66006","","","13","","","130911","5146066","",""
"8","66007","idle","0","5","0.85","15","8","5146066","-174","0"
"20","66008","empty","0","5","1","210","20","5146066","-79","-119"
"22","66009","empty","0","5","1","210","22","5146066","-194","0"
"1","66010","","","31","1","0","1","5146066","1","0"
"2","66011","","","31","0","0","2","5146066","1","-57.7"
"13","66012","","","31","0","0","13","5146066","1","0"
"19","66013","","","31","0","11","19","5146066","1","-69"
"20","66014","","","31","1","0","20","5146066","1","0"
"104011","66015","","","36","","","20","5146066","",""
"99","66016","","","36","","","20","5146066","",""
"20","66017","","","36","","","20","5146066","",""
"22","66018","","","36","","","20","5146066","",""
"0","66019","","","91","","","0","5146066","",""
"0","66020","","","102","","0","0","5146066","",""
"-290","66021","","","2","","-278","104011","5146066","0","2.7"
"aoi_walk_fear","66022","","","3","0.2","1","104011","5146066","",""
"0","66023","","","93","","","2.7","5146066","",""
"see_talk","66024","","","3","0.2","1","104011","5146066","",""
"vo_apg_0601","66025","","","21","","0","vo_apg","5146066","","0"
"終於來到這裡了……\n大夢想樂園……\n獨自一人來「大夢樂」沒關係吧？\n說不定邊緣人會被抓住，強制驅離……","66026","0","0","11","0","9","104011","5146066","1","1"
"","66027","","","91","","","0","5146066","",""
"see_idle","66028","","","3","0.2","1","104011","5146066","",""
"smile","66029","","0.2","3","0.2","0","130911","5146066","1","talk_normal"
"smile","66030","","0.2","3","0.2","0","98","5146066","1","talk_normal"
"vo_apg_0602","66031","","","21","","0","vo_apg","5146066","","0"
"妳就是碧小姐吧～！？\n歡迎來到大夢想樂園♪\n今天就妳一位嗎？","66032","0","0","11","0","7","130911","5146066","1","1"
"","66033","","","91","","","0","5146066","",""
"idle_normal_surprise","66034","","","3","0.2","1","130911","5146066","",""
"panic","66035","","","3","0.2","1","104011","5146066","",""
"vo_apg_0603","66036","","","21","","0","vo_apg","5146066","","0"
"嗚呀喔喔喔喔！？\n對對對、對不起！\n邊緣人要強制驅離對吧！\n我現在馬上出去～！","66037","0","0","11","0","12","104011","5146066","1","1"
"","66038","","","91","","","0","5146066","",""
"anger_talk_pain","66039","","","3","0.2","1","130911","5146066","",""
"anger_talk_pain","66040","","","3","0.2","1","98","5146066","",""
"vo_apg_0604","66041","","","21","","0","vo_apg","5146066","","0"
"請等一下請等一下！\n強制驅離是指什麼什麼～！？\n我們不會做這種事的！","66042","0","0","11","0","7","130911","5146066","1","1"
"","66043","","","91","","","0","5146066","",""
"idle_normal_dere","66044","","","3","0.2","1","130911","5146066","",""
"aoi_surprise_in","66045","","0.1","3","0","0","104011","5146066","1","surprise_talk_search_dere"
"vo_apg_0605","66046","","","21","","0","vo_apg","5146066","","0"
"竟然，對邊緣人也如此溫柔……\n服務真是周到！\n那麼，在哪裡呢？\n邊緣人專用的遊樂設施？","66047","0","0","11","0","8","104011","5146066","1","1"
"","66048","","","91","","","0","5146066","",""
"surprise_idle_dere","66049","","","3","0.2","1","104011","5146066","",""
"kururu_surprise_talk_long","66050","","0.2","3","0.2","0","130911","5146066","1","kururu_guid_talk"
"kururu_surprise_talk_long","66051","","0.2","3","0.2","0","98","5146066","1","kururu_guid_talk"
"vo_apg_0606","66052","","","21","","0","vo_apg","5146066","","0"
"咦？\n我想想我想想，\n這座摩天輪如何呢？\n雖然不是邊緣人專用……","66053","0","0","11","0","8","130911","5146066","1","1"
"","66054","","","91","","","0","5146066","",""
"idle_normal_noface","66055","","","3","0.2","1","130911","5146066","",""
"idle_normal_kururu","66056","","","3","0.2","1","98","5146066","",""
"guts2_in_surprise2","66057","","0","3","0.2","0","104011","5146066","1","guts2_talk_surprise2"
"vo_apg_0607","66058","","","21","","0","vo_apg","5146066","","0"
"我、我要搭！\n收取邊緣人費用也無妨，\n請讓我搭──！","66059","0","0","11","0","9","104011","5146066","1","1"
"","66060","","","91","","","0","5146066","",""
"guts2_idle_surprise2","66061","","","3","0.2","1","104011","5146066","",""
"joy_talk_dere","66062","","","3","0.2","1","130911","5146066","",""
"joy_talk","66063","","","3","0.2","1","98","5146066","",""
"vo_apg_0608","66064","","","21","","0","vo_apg","5146066","","0"
"費用並不會有所改變……\n所以請妳搭到滿意為止♪","66065","0","0","11","0","8","130911","5146066","1","1"
"","66066","","","91","","","0","5146066","",""
"0","66067","","","22","","","0","5146066","",""
"hello","66068","","0.1","3","0.4","0","130911","5146066","1","idle_normal_joy"
"walk_jog_dere","66069","","","3","0.2","1","104011","5146066","",""
"-50","66070","","","2","","-278","104011","5146066","0","2"
"0","66071","","","93","","","1","5146066","",""
"1","66072","","","32","","","2","5146066","",""
"0","66073","","","93","","","1.5","5146066","",""
"0","66074","","","2","","-480","104011","5146066","0","0"
"empty","66075","","","3","0","1","104011","5146066","",""
"scale15","66076","","","37","","","20","5146066","",""
"fade_out","66077","","","37","","","2","5146066","",""
"1","66078","","","32","","","13","5146066","",""
"0","66079","","","93","","","2","5146066","",""
"vo_apg_0609","66080","","","21","","0","vo_apg","5146066","","0"
"0609_in","66081","","","3","0","0","22","5146066","",""
"1","66082","","","93","","","2.2","5146066","",""
"0609_mid","66083","","","3","0","0","22","5146066","",""
"","66084","","","92","","","","5146066","",""
"0609_out","66085","","","3","0","0","22","5146066","",""
"0","66086","","","93","","","0.2","5146066","",""
"-132","66087","","","2","","-79","20","5146066","0","0"
"vo_apg_0610","66088","","","21","","0","vo_apg","5146066","","0"
"0610_in","66089","","","3","0","0","22","5146066","",""
"1","66090","","","93","","","2.2","5146066","",""
"0610_mid","66091","","","3","0","0","22","5146066","",""
"","66092","","","92","","","","5146066","",""
"0610_out","66093","","","3","0","0","22","5146066","",""
"0","66094","","","93","","","0.2","5146066","",""
"vo_apg_0611","66095","","","21","","0","vo_apg","5146066","","0"
"0611_in","66096","","","3","0","0","22","5146066","",""
"1","66097","","","93","","","2.3","5146066","",""
"0611_mid","66098","","","3","0","0","22","5146066","",""
"","66099","","","92","","","","5146066","",""
"0611_out","66100","","","3","0","0","22","5146066","",""
"0","66101","","","93","","","0.2","5146066","",""
"0","66102","","","22","","","0","5146066","",""
"empty","66103","","","3","0","1","104011","5146066","",""
"fade_in","66104","","","37","","","2","5146066","",""
"0","66105","","","93","","","1","5146066","",""
"0","66106","","","32","","","13","5146066","",""
"fade_out","66107","","","37","","","2","5146066","",""
"kururu_wish_talk_surprise_lookup","66108","","","3","0","1","130911","5146066","",""
"0","66109","","","93","","","1","5146066","",""
"kururu_wish_talk_surprise_lookup","66110","","0.2","3","0.2","0","130911","5146066","1","kururu_surprise_talk_joy"
"vo_apg_0612","66111","","","21","","0","vo_apg","5146066","","0"
"妳覺得如何呢～？\n咦，要直接坐第二趟嗎？\n呵呵，她似乎非常喜歡的樣子，\n真令人高興♪","66112","0","0","11","0","8","130911","5146066","1","1"
"","66113","","","91","","","0","5146066","",""
"0","66114","","","22","","","0","5146066","",""
"fade_in","66115","","","37","","","2","5146066","",""
"0","66116","","","93","","","1","5146066","",""
"scale1","66117","","","37","","","20","5146066","",""
"blackroom_in","66118","","","37","","","2","5146066","",""
"20","66119","","","121","10","1.15","0","5146066","9","1.15"
"27","66120","","","2","","-248","104011","5146066","0","0"
"27","66121","","","2","","-248","99","5146066","0","0"
"aoi_satori_in","66122","","","3","0","1","104011","5146066","",""
"aoi_satori_in","66123","","","3","0","1","99","5146066","",""
"0","66124","","","93","","","0.5","5146066","",""
"vo_apg_0613","66125","","","21","","0","vo_apg","5146066","","0"
"呵呵……呵呵呵呵呵……\n啊啊，這就是開悟……！","66126","1","0","11","0","5","104011","5146066","1","0"
"","66127","","","93","","","3","5146066","",""
"1","66128","","","32","","","19","5146066","",""
"se_10055900_satori","66129","","","23","","0","se_10055900","5146066","",""
"","66130","","","93","","","0.5","5146066","",""
"aoi_satori_mid","66131","","0","3","0.2","0","104011","5146066","1","aoi_satori_loop"
"aoi_satori_mid","66132","","0","3","0.2","0","99","5146066","1","aoi_satori_loop"
"0","66133","","","93","","","4","5146066","",""
"","66134","","","92","","","","5146066","",""
"","66135","","","101","","","66136","5146066","",""
"0.2","66136","","","22","","","0","5146066","",""
"106611","67001","idle_normal","0","1","1.8","106","1","5146067","-288","-385"
"1066","67002","idle_normal","0","5","1.8","107","3","5146067","-288","-385"
"106511","67003","idle_normal","0","1","1.8","103","1","5146067","-278","-225"
"1065","67004","idle_normal","0","5","1.8","104","2","5146067","-278","-225"
"131011","67005","idle_normal","1","1","1.8","100","1","5146067","-278","290"
"206","67006","","","13","","","106611","5146067","",""
"203","67007","","","13","","","106511","5146067","",""
"200","67008","","","13","","","131011","5146067","",""
"9","67009","idle","0","5","0.85","15","9","5146067","-174","0"
"201","67010","empty","0","5","1","210","20","5146067","71","-292"
"202","67011","empty","0","5","1","210","20","5146067","71","-61"
"22","67012","empty","0","5","1","210","22","5146067","-43","126"
"21","67013","empty","0","5","1","60","21","5146067","94","0"
"1","67014","","","31","1","0","1","5146067","1","0"
"2","67015","","","31","0","0","2","5146067","1","-57.7"
"10","67016","","","31","0","0","10","5146067","1","0"
"20","67017","","","31","1","0","20","5146067","1","0"
"106611","67018","","","36","","","20","5146067","",""
"106511","67019","","","36","","","20","5146067","",""
"201","67020","","","36","","","20","5146067","",""
"202","67021","","","36","","","20","5146067","",""
"22","67022","","","36","","","20","5146067","",""
"0","67023","","","91","","","0","5146067","",""
"0","67024","","","102","","0","0","5146067","",""
"0","67025","","","93","","","1","5146067","",""
"talk_normal_noface","67026","","","3","0.2","1","106511","5146067","",""
"talk_normal_kaya","67027","","","3","0.2","1","1065","5146067","",""
"vo_apg_0701","67028","","","21","","0","vo_apg","5146067","","0"
"祈梨──\n接下來搭看看這個吧。","67029","0","0","11","0","9","106511","5146067","1","1"
"","67030","","","91","","","0","5146067","",""
"idle_normal_look","67031","","","3","0.2","1","106511","5146067","",""
"idle_normal_look","67032","","","3","0.2","1","1065","5146067","",""
"cool_in_sad","67033","","0","3","0.2","0","106611","5146067","1","cool_talk_sad"
"cool_in_sad","67034","","0","3","0.2","0","1066","5146067","1","cool_talk_sad"
"vo_apg_0702","67035","","","21","","0","vo_apg","5146067","","0"
"咖啡杯～？\n這好像太孩子氣了吧？","67036","0","0","11","0","6","106611","5146067","1","1"
"","67037","","","91","","","0","5146067","",""
"cool_idle","67038","","","3","0.2","1","106611","5146067","",""
"cool_idle","67039","","","3","0.2","1","1066","5146067","",""
"idle_normal","67040","","","3","0.2","1","106511","5146067","",""
"idle_normal","67041","","","3","0.2","1","1065","5146067","",""
"joy_talk_normal","67042","","","3","0.2","1","131011","5146067","",""
"vo_apg_0703","67043","","","21","","0","vo_apg","5146067","","0"
"這座遊樂設施很受歡迎哦。\n為了締造最高旋轉紀錄，\n大家很激烈地在競爭呢♪","67044","0","0","11","0","8","131011","5146067","1","1"
"","67045","","","91","","","0","5146067","",""
"idle_normal","67046","","","3","0.2","1","131011","5146067","",""
"doya_in_normal","67047","","0","3","0.2","0","106511","5146067","1","doya_talk_normal"
"doya_in_normal","67048","","0","3","0.2","0","1065","5146067","1","doya_talk_normal"
"vo_apg_0704","67049","","","21","","0","vo_apg","5146067","","0"
"哦，那麼我們就來改寫\n最高旋轉紀錄吧。\n真步小姐，要好好幫我們算喔！","67050","0","0","11","0","7","106511","5146067","1","1"
"","67051","","","91","","","0","5146067","",""
"doya_idle_normal","67052","","","3","0.2","1","106511","5146067","",""
"doya_idle_normal","67053","","","3","0.2","1","1065","5146067","",""
"wish_talk_joy","67054","","","3","0.2","1","131011","5146067","",""
"vo_apg_0705","67055","","","21","","0","vo_apg","5146067","","0"
"好的～♪\n包在人家身上～","67056","0","0","11","0","8","131011","5146067","1","1"
"","67057","","","91","","","0","5146067","",""
"0","67058","","","22","","","0","5146067","",""
"hello","67059","","0.1","3","0.4","0","131011","5146067","1","idle_normal"
"walk_yareyare","67060","","","3","0.4","1","106611","5146067","",""
"walk_yareyare","67061","","","3","0.4","1","1066","5146067","",""
"walk_kyapi","67062","","","3","0.2","1","106511","5146067","",""
"walk_kyapi","67063","","","3","0.2","1","1065","5146067","",""
"-194","67064","","","2","","-288","106611","5146067","0","2"
"-194","67065","","","2","","-288","1066","5146067","0","2"
"-34","67066","","","2","","-278","106511","5146067","0","2"
"-34","67067","","","2","","-278","1065","5146067","0","2"
"0","67068","","","93","","","1","5146067","",""
"1","67069","","","32","","","2","5146067","",""
"0","67070","","","93","","","1.5","5146067","",""
"se_10055900_coffee_01","67071","","","23","","1","se_10055900","5146067","",""
"-126","67072","","","2","","-331","106611","5146067","0","0"
"-126","67073","","","2","","-331","1066","5146067","0","0"
"126","67074","","","2","","-331","106511","5146067","0","0"
"126","67075","","","2","","-331","1065","5146067","0","0"
"scale15","67076","","","37","","","20","5146067","",""
"vo_apg_0706","67077","","","21","","0","vo_apg","5146067","","0"
"0706_in","67078","","","3","0","0","22","5146067","",""
"1","67079","","","93","","","3","5146067","",""
"0706_mid","67080","","","3","0","0","22","5146067","",""
"","67081","","","92","","","","5146067","",""
"0706_out","67082","","","3","0","0","22","5146067","",""
"0","67083","","","93","","","0.2","5146067","",""
"-126","67084","","","2","","-43","22","5146067","0","0"
"vo_apg_0707","67085","","","21","","0","vo_apg","5146067","","0"
"0707_in","67086","","","3","0","0","22","5146067","",""
"1","67087","","","93","","","3.7","5146067","",""
"0707_mid","67088","","","3","0","0","22","5146067","",""
"","67089","","","92","","","","5146067","",""
"0707_out","67090","","","3","0","0","22","5146067","",""
"0","67091","","","93","","","0.2","5146067","",""
"0","67092","","","93","","","0.1","5146067","",""
"1","67093","","","32","","","10","5146067","",""
"horizontal","67094","","","37","","","10","5146067","",""
"0.3","67095","","","24","","","se_10055900_coffee_01","5146067","",""
"se_10055900_coffee_02","67096","","","23","","1","se_10055900","5146067","",""
"179","67097","","","2","","-12","202","5146067","0","0"
"scale1","67098","","","37","","","20","5146067","",""
"30","67099","","","122","","0.5","30","5146067","",""
"vo_apg_0708","67100","","","21","","0","vo_apg","5146067","","0"
"0708_in","67101","","","3","0","0","202","5146067","",""
"1","67102","","","93","","","1.8","5146067","",""
"0708_mid","67103","","","3","0","0","202","5146067","",""
"","67104","","","92","","","","5146067","",""
"0708_out","67105","","","3","0","0","202","5146067","",""
"0","67106","","","93","","","0.2","5146067","",""
"-237","67107","","","2","","71","201","5146067","0","0"
"scale15","67108","","","37","","","20","5146067","",""
"vo_apg_0709","67109","","","21","","0","vo_apg","5146067","","0"
"0709_in","67110","","","3","0","0","22","5146067","",""
"1","67111","","","93","","","2.3","5146067","",""
"0709_mid","67112","","","3","0","0","22","5146067","",""
"","67113","","","92","","","","5146067","",""
"0709_out","67114","","","3","0","0","22","5146067","",""
"0","67115","","","93","","","0.2","5146067","",""
"0","67116","","","93","","","0.1","5146067","",""
"scale1","67117","","","37","","","20","5146067","",""
"0","67118","","","2","","-12","202","5146067","0","0"
"30","67119","","","122","","0.5","30","5146067","",""
"vo_apg_0710","67120","","","21","","0","vo_apg","5146067","","0"
"0710_in","67121","","","3","0","0","202","5146067","",""
"1","67122","","","93","","","2.2","5146067","",""
"0710_mid","67123","","","3","0","0","202","5146067","",""
"","67124","","","92","","","","5146067","",""
"0710_out","67125","","","3","0","0","202","5146067","",""
"0","67126","","","93","","","0.2","5146067","",""
"0","67127","","","22","","","0","5146067","",""
"empty","67128","","","3","0","0","202","5146067","",""
"0","67129","","","32","","","10","5146067","",""
"0","67130","","","93","","","1","5146067","",""
"0.5","67131","","","24","","","se_10055900_coffee_02","5146067","",""
"see_guru","67132","","","3","0","1","131011","5146067","",""
"empty","67133","","","3","0.2","1","106611","5146067","",""
"empty","67134","","","3","0.2","1","1066","5146067","",""
"-104","67135","","","2","","-195","106611","5146067","0","0"
"-104","67136","","","2","","-195","1066","5146067","0","0"
"iris_out","67137","","","37","","","2","5146067","",""
"-129","67138","","","2","","-278","106511","5146067","0","0"
"-129","67139","","","2","","-278","1065","5146067","0","0"
"walk_normal_doya","67140","","","3","0.2","1","106511","5146067","",""
"walk_normal_doya","67141","","","3","0.2","1","1065","5146067","",""
"-290","67142","","","2","","-278","106511","5146067","0","2"
"-290","67143","","","2","","-278","1065","5146067","0","2"
"-290","67144","","","2","","21","202","5146067","0","0"
"1","67145","","","4","","","106511","5146067","",""
"1","67146","","","4","","","1065","5146067","",""
"0","67147","","","93","","","2","5146067","",""
"0","67148","","","4","","","106511","5146067","",""
"0","67149","","","4","","","1065","5146067","",""
"cool_idle_doya","67150","","","3","0.2","1","106511","5146067","",""
"cool_idle_doya","67151","","","3","0.2","1","1065","5146067","0",""
"0","67152","","","93","","","0.2","5146067","",""
"cool_in_nobi","67153","","0","3","0.2","0","106511","5146067","1","cool_talk_dere"
"cool_in_nobi","67154","","0","3","0.2","0","1065","5146067","1","cool_talk_dere"
"vo_apg_0711","67155","","","21","","0","vo_apg","5146067","","0"
"呼……使出全力埋頭狂轉了呢……\n那麼，轉了幾次呢？","67156","0","0","11","0","11","106511","5146067","1","1"
"","67157","","","91","","","0","5146067","",""
"cool_idle_doya","67158","","","3","0.2","1","106511","5146067","",""
"cool_idle_doya","67159","","","3","0.2","1","1065","5146067","",""
"vo_apg_0712","67160","","","21","","0","vo_apg","5146067","","0"
"咕嚕咕嚕轉～\n看著妳們轉到人家也頭昏眼花了，\n根本不知道轉了幾次呀～","67161","0","0","11","0","10","131011","5146067","1","1"
"","67162","","","91","","","0","5146067","",""
"maho_idle_normal_in","67163","","0","3","0.5","0","131011","5146067","1","idle_normal_shy"
"cool_talk_surprise","67164","","0.3","3","0.2","0","106511","5146067","1","surprise_talk_search"
"cool_talk_surprise","67165","","0.3","3","0.2","0","1065","5146067","1","surprise_talk_search"
"vo_apg_0713","67166","","","21","","0","vo_apg","5146067","","0"
"這樣啊……\n我說，祈梨，妳有數……奇怪？\n話說回來，祈梨人去哪了？","67167","0","0","11","0","10","106511","5146067","1","1"
"","67168","","","91","","","0","5146067","",""
"surprise_idle_talk1R","67169","","","3","0.3","1","106511","5146067","",""
"surprise_idle_talk1R","67170","","","3","0.3","1","1065","5146067","",""
"sad_talk","67171","","","3","0.2","1","131011","5146067","",""
"vo_apg_0714","67172","","","21","","0","vo_apg","5146067","","0"
"祈梨小姐的話，\n她整個人飛到那裡去了……","67173","0","0","11","0","10","131011","5146067","1","1"
"","67174","","","91","","","0","5146067","",""
"sad_idle_lookup","67175","","","3","0.2","1","131011","5146067","",""
"surprise_idle_noface_lookup","67176","","","3","0.2","1","106511","5146067","",""
"surprise_idle_kaya_lookup","67177","","","3","0.2","1","1065","5146067","",""
"coffee_1_in","67178","","0","3","0","0","21","5146067","1","coffee_1_loop"
"se_10055900_photo","67179","","","23","","0","se_10055900","5146067","",""
"0","67180","","","93","","","0.5","5146067","",""
"0","67181","","","2","","0","201","5146067","0","0"
"vo_apg_0715","67182","","","21","","0","vo_apg","5146067","","0"
"嗚嗚……我已經不行了……\n嘉夜夜這個……笨蛋、肌肉、\n旋轉狂……呃啊！","67183","0","0","11","0","11","106611","5146067","1","1"
"","67184","","","91","","","0","5146067","",""
"coffee_1_out","67185","","","3","0","0","21","5146067","",""
"se_10055900_down","67186","","","23","","0","se_10055900","5146067","",""
"0","67187","","","93","","","0.7","5146067","",""
"sad_idle_sad2_lookup","67188","","","3","0.2","1","131011","5146067","",""
"surprise3_in_lookup","67189","","0","3","0.2","0","106511","5146067","1","surprise3_loop_lookup"
"surprise3_in_lookup","67190","","0","3","0.2","0","1065","5146067","1","surprise3_loop_lookup"
"vo_apg_0716","67191","","","21","","0","vo_apg","5146067","","0"
"30","67192","","","122","","0.5","30","5146067","",""
"0716_in","67193","","","3","0","0","202","5146067","",""
"1","67194","","","93","","","1.2","5146067","",""
"0716_mid","67195","","","3","0","0","202","5146067","",""
"","67196","","","92","","","","5146067","",""
"0716_out","67197","","","3","0","0","202","5146067","",""
"","67198","","","91","","","0","5146067","",""
"","67199","","","101","","","67200","5146067","",""
"0.2","67200","","","22","","","0","5146067","",""
"105811","68001","idle_normal_eating_noface","0","1","1.8","106","1","5146068","-288","-385"
"1058","68002","idle_normal_eating_peko","0","5","1.8","107","6","5146068","-288","-385"
"106011","68003","idle_normal","0","1","1.8","100","1","5146068","-278","-225"
"1060","68004","idle_normal","0","5","1.8","101","4","5146068","-278","-225"
"130911","68005","idle_normal_noface","1","1","1.8","103","1","5146068","-278","225"
"97","68006","idle_normal_kururu","1","5","1.8","104","1","5146068","-278","225"
"206","68007","","","13","","","105811","5146068","",""
"200","68008","","","13","","","106011","5146068","",""
"203","68009","","","13","","","130911","5146068","",""
"9","68010","idle","0","5","0.85","15","9","5146068","-174","0"
"20","68011","empty","0","5","1","210","20","5146068","71","-132"
"21","68012","empty","0","5","1","60","21","5146068","153","0"
"1","68013","","","31","1","0","1","5146068","1","0"
"0","68014","","","91","","","0","5146068","",""
"0","68015","","","102","","0","0","5146068","",""
"0","68016","","","93","","","1","5146068","",""
"kururu_guid_in","68017","","0","3","0.2","0","130911","5146068","1","kururu_guid_talk"
"kururu_guid_in","68018","","0","3","0.2","0","97","5146068","1","kururu_guid_talk"
"vo_apg_0801","68019","","","21","","0","vo_apg","5146068","","0"
"這邊的設施是咖啡杯♪\n只要轉動正中間的方向盤，\n咖啡杯就會轉呀轉轉起來……","68020","0","0","11","0","10","130911","5146068","1","1"
"","68021","","","91","","","0","5146068","",""
"kururu_guid_idle","68022","","","3","0.2","1","130911","5146068","",""
"kururu_guid_idle","68023","","","3","0.2","1","97","5146068","",""
"coffee_3_in","68024","","0","3","0","0","21","5146068","1","coffee_3_loop"
"se_10055900_photo","68025","","","23","","0","se_10055900","5146068","",""
"peko_notice_in","68026","","0","3","0.2","0","105811","5146068","1","peko_notice_idle"
"peko_notice_in","68027","","0","3","0.2","0","1058","5146068","1","peko_notice_idle"
"cool_talk_surprise_lookup","68028","","","3","0.2","1","106011","5146068","",""
"cool_talk_surprise_lookup","68029","","","3","0.2","1","1060","5146068","",""
"vo_apg_0802","68030","","","21","","0","vo_apg","5146068","","0"
"正中間根本沒有方向盤吧？","68031","0","0","11","0","8","106011","5146068","1","1"
"","68032","","","91","","","0","5146068","",""
"cool_idle_talkR","68033","","","3","0.2","1","106011","5146068","",""
"cool_idle_talkR","68034","","","3","0.2","1","1060","5146068","",""
"hawawa_lookup","68035","","0.2","3","0.2","0","130911","5146068","1","anger_talk_surprise2_lookup"
"hawawa","68036","","","3","0.2","1","97","5146068","",""
"vo_apg_0803","68037","","","21","","0","vo_apg","5146068","","0"
"咦！？怎麼會怎麼會……\n啊，真的真的沒有！？\n到底去哪了～！？","68038","0","0","11","0","8","130911","5146068","1","1"
"","68039","","","91","","","0","5146068","",""
"coffee_3_out","68040","","","3","0","0","21","5146068","",""
"anger_idle_sad","68041","","","3","0.2","1","130911","5146068","",""
"sad_idle_noface","68042","","","3","0.2","1","105811","5146068","",""
"sad_idle_peko_in","68043","","0","3","0.2","1","1058","5146068","1","sad_idle_peko_loop"
"vo_apg_0804","68044","","","21","","0","vo_apg","5146068","","0"
"…………","68045","0","0","11","0","10","105811","5146068","1","1"
"","68046","","","91","","","0","5146068","",""
"1","68047","","","4","","","106011","5146068","",""
"1","68048","","","4","","","1060","5146068","",""
"idle_normal_surprise","68049","","","3","0.2","1","130911","5146068","",""
"shock_loop_doteyes","68050","","","3","0.2","1","106011","5146068","",""
"shock_loop_doteyes","68051","","","3","0.2","1","1060","5146068","",""
"peko_bowbowbow_in","68052","","0","3","0.2","0","105811","5146068","1","peko_bowbowbow_loop"
"peko_bowbowbow_in","68053","","0","3","0.2","0","1058","5146068","1","peko_bowbowbow_loop"
"vo_apg_0805","68054","","","21","","0","vo_apg","5146068","","0"
"對不起～！！","68055","0","0","11","0","7","105811","5146068","1","1"
"","68056","","","91","","","0","5146068","",""
"anger_talk_shy","68057","","","3","0.2","1","106011","5146068","",""
"anger_talk_shy","68058","","","3","0.2","1","1060","5146068","",""
"vo_apg_0806","68059","","","21","","0","vo_apg","5146068","","0"
"妳吃掉了嗎！？\n妳在搞什麼啦～！？","68060","0","0","11","0","9","106011","5146068","1","1"
"","68061","","","91","","","0","5146068","",""
"anger_idle_shy","68062","","","3","0.2","1","106011","5146068","",""
"anger_idle_shy","68063","","","3","0.2","1","1060","5146068","",""
"tahaha_in","68064","","0","3","0.2","0","105811","5146068","1","tahaha_talk"
"tahaha_in","68065","","0","3","0.2","0","1058","5146068","1","tahaha_talk"
"vo_apg_0807","68066","","","21","","0","vo_apg","5146068","","0"
"我沒想到那是方向盤……\n以為是園方準備了\n做為點心的甜甜圈，\n就美味地享用了……","68067","0","0","11","0","7","105811","5146068","1","1"
"","68068","","","91","","","0","5146068","",""
