d6b5b2774e7222b2afdd25e4f7956d8b029a151cf58de96e295940c37df931a1,5ed586892e37274de3adb960aed460fa712f7c67306bd0cb7a2aeac33af14ec5,7a18bb6c01a0bdc3188c04a9b8c1eec54dcda822a08b6f2cc345c0f8cbffe498,c213c24b98526fe61d3f502d97b0a714edc17415a01ea3578f37f8cacaae2f3c,a98d7b7340d9452d63f4ce3ee83af8ae125094b500a3ba15d7c05bbd05f36645,cc421b0ce27179728e29f654f604dd55d7c55bf2d8fe25c35884ce9b30bbfb02,f85aa855b1abe5e0fa10046a4866187bdc099129eebd14375f6be36bff0ec05d,28e1f97bf363a9f0fb491970dcd96cd953264ec605b7475fcadede4e272d2277,484fa687107180ec861f7e5d15a054a938eb2808f180f87c71191955da684fff,ceb156b33ef097297740a9e49f8b2013da27993debff53d9a30818cf117b364a,d1d852f0a9a14b708fddb44bc85b3a122e231fdfb3271dbe961b9299b6c617e3,b59de837ff2795248c13b38737d60f49b05ade1b3ed13f018888e8badb21891c,b6af98746d749360f88f0008682279023333db09f28e800bfa5594f1e9f692a7,26c7baf55224f5e19ad90e0177f8ccda721281b10fa4060de0b1bfe9d65a41fa,d0c6e3b8589e263233fecd17791faaad470c9c3a1eeea78311d4b9ed630bcea4,7294ec5b7f39add7c3224f6cff8f4c19ac1c010ca5e7dc5f41c904483ddaba29,9c4fcaeadead9a51bc74e4d944a082e0361810a0791c8bdc9903227094f61943,abf10052288929694da1614d5a19bc63a5e43e5bc00880338f4280aa25d9f7ef,66d46e95cb3b84a7b333a25aacaeaaa845a43b8353515d42b883481e25c4397c,07ef1359add5170994538f04f667bbdb7013aabe8479bcc047ec26484610e988,1ced40f2d2564cc646e76faf292672a1357fbcce7b8ba69ae9fe3aace7b6687c,f76b0ebe6225a1c5169714c48f2e38090ea4bcad76cf32b2f8f861ec8df97b6b,8abb35a8eb8cf13c6a5191426bcd3b13942ebff9fc79c3e5ea3eb9f05cf262ca,ac548d3ae7e9c609b356f144994e9a3bd48963f8ec0b2a0a19d959df333ab144,ed236b1a43bba180a82f0d7eb3610b55756952cea3ccee768302f259053f8527,274dec9575e220b5bbb496367d3c3a2f1aa971e5ccf8499ba71773d4a3717b14,4ed765dfb75a94e4fb5660594f5b9b6e26ba904c2e1980254b0878881ead78ee,e58d0b53b368e398c83251a59b9d91057405e295ddc701802076facd4170537c,e20013123918d51900df2726b6b8f44829a8196201b350b27d13ba477ffbd0ac,99e80cce0cc5647f93b26c39bb8e45454927fca76484aa42362e2429c5a6a732,f86be41a6f253aeb0e76f09b2062c2b0da46575b5ff169abef8cb71cb9d0c542,a7be5c9dc48bd30518c9dabae729e353a921270679fe5717cd814948c9700679,8c9b57c62ee8ac202452cf18eeb26a65b483a3f58112d6a3b2189c79f18b5bf4,855405033089e12a841c5592a22346280ea92114fae83c38956efb2c1d3b9b60,af1a1162fb1dddd94cfcd3ea0f6c467fdfd585e28371ec8a84eda1b442d4f8fd,ba894f56f1d29560ff39c4ee3800324e2e7a020193d429a9f062b693ae473852,8be3e72d1a57b7c73d35d3e356ecb3581488c4a5e6a91d907c7f2c41445531be,cbd3ecdacf3e8608e5cc907fae0ecfda09c706547e03ecdf44e1935491b55f8f,f99ec7dd622a9882c4261445c9055de3df95f471bb008d8afa4cc048d5abd76f
"0","0","0","3.35","0","8.36","0","0","0","0.54","0","0","3","0","0","0","0","0","0","0","0","0","3.02","0","0","52.63","0","31186","0","0.48","0","100","0","0","0","118601","478.5","75.94","30000"
"0","0","0","3.82","0","10.45","0","0","0","0.68","0","0","4","0","0","0","0","0","0","0","0","0","3.46","0","0","60.14","0","31186","0","0.6","0","120","0","0","0","118601","546.9","94.93","40000"
"0","0","0","4.3","0","12.54","0","0","0","0.81","0","0","5","0","0","0","0","0","0","0","0","0","3.89","0","0","67.66","0","31186","0","0.72","0","150","0","0","0","118601","615.2","114","50000"
"0","0","0","2.28","0","4.38","0","0","0","0.25","0","0","1","0","0","0","0","0","0","0","0","0","2.51","0","0","39.42","0","31190","0","0.28","0","15","0","0","0","119001","316.1","35.13","10000"
"0","0","0","2.74","0","6.57","0","0","0","0.38","0","0","2","0","0","0","0","0","0","0","0","0","3.01","0","0","47.3","0","31190","0","0.42","0","30","0","0","0","119001","379.3","52.7","20000"
"0","0","0","3.19","0","8.76","0","0","0","0.5","0","0","3","0","0","0","0","0","0","0","0","0","3.51","0","0","55.19","0","31190","0","0.56","0","100","0","0","0","119001","442.5","70.26","30000"
"0","0","0","3.65","0","10.95","0","0","0","0.63","0","0","4","0","0","0","0","0","0","0","0","0","4.02","0","0","63.07","0","31190","0","0.7","0","120","0","0","0","119001","505.8","87.83","40000"
"0","0","0","4.1","0","13.14","0","0","0","0.75","0","0","5","0","0","0","0","0","0","0","0","0","4.52","0","0","70.96","0","31190","0","0.84","0","150","0","0","0","119001","569","105.4","50000"
"0","0","0","3.3","0","4.11","0","0","0","0.37","0","0","1","0","0","0","0","0","0","0","0","0","2.73","0","0","37.03","0","31191","0","0.3","0","15","0","0","0","119101","480.4","53.38","10000"
"0","0","0","3.96","0","6.17","0","0","0","0.56","0","0","2","0","0","0","0","0","0","0","0","0","3.28","0","0","44.44","0","31191","0","0.45","0","30","0","0","0","119101","576.5","80.07","20000"
"0","0","0","4.62","0","8.22","0","0","0","0.74","0","0","3","0","0","0","0","0","0","0","0","0","3.82","0","0","51.84","0","31191","0","0.6","0","100","0","0","0","119101","672.6","106.8","30000"
"0","0","0","5.28","0","10.28","0","0","0","0.93","0","0","4","0","0","0","0","0","0","0","0","0","4.37","0","0","59.25","0","31191","0","0.75","0","120","0","0","0","119101","768.6","133.5","40000"
"0","0","0","5.94","0","12.33","0","0","0","1.11","0","0","5","0","0","0","0","0","0","0","0","0","4.91","0","0","66.65","0","31191","0","0.9","0","150","0","0","0","119101","864.7","160.2","50000"
"45.34","0","0","2.85","0","0","0","0","0","0.32","0","5.04","1","0","0","0","0","0","0","0","0","0","2.16","0","0","0","0","31192","0","0.24","0","15","0","0","0","119201","382.7","42.52","10000"
"54.41","0","0","3.42","0","0","0","0","0","0.48","0","7.56","2","0","0","0","0","0","0","0","0","0","2.59","0","0","0","0","31192","0","0.36","0","30","0","0","0","119201","459.2","63.78","20000"
"63.48","0","0","3.99","0","0","0","0","0","0.64","0","10.08","3","0","0","0","0","0","0","0","0","0","3.02","0","0","0","0","31192","0","0.48","0","100","0","0","0","119201","535.8","85.04","30000"
"72.54","0","0","4.56","0","0","0","0","0","0.8","0","12.6","4","0","0","0","0","0","0","0","0","0","3.46","0","0","0","0","31192","0","0.6","0","120","0","0","0","119201","612.3","106.3","40000"
"81.61","0","0","5.13","0","0","0","0","0","0.96","0","15.12","5","0","0","0","0","0","0","0","0","0","3.89","0","0","0","0","31192","0","0.72","0","150","0","0","0","119201","688.9","127.6","50000"
"46.71","0","0","2.28","0","0","0","0","0","0.25","0","5.19","1","0","0","0","0","0","0","0","0","0","1.82","0","0","0","0","31193","0","0.2","0","15","0","0","0","119301","282","31.33","10000"
"56.05","0","0","2.74","0","0","0","0","0","0.38","0","7.79","2","0","0","0","0","0","0","0","0","0","2.18","0","0","0","0","31193","0","0.3","0","30","0","0","0","119301","338.4","47","20000"
"65.39","0","0","3.19","0","0","0","0","0","0.5","0","10.38","3","0","0","0","0","0","0","0","0","0","2.55","0","0","0","0","31193","0","0.4","0","100","0","0","0","119301","394.8","62.66","30000"
"74.74","0","0","3.65","0","0","0","0","0","0.63","0","12.98","4","0","0","0","0","0","0","0","0","0","2.91","0","0","0","0","31193","0","0.5","0","120","0","0","0","119301","451.2","78.33","40000"
"84.08","0","0","4.1","0","0","0","0","0","0.75","0","15.57","5","0","0","0","0","0","0","0","0","0","3.28","0","0","0","0","31193","0","0.6","0","150","0","0","0","119301","507.6","93.99","50000"
"49.67","0","0","2.62","0","0","0","0","0","0.29","0","5.52","1","0","0","0","0","0","0","0","0","0","2.39","0","0","0","0","31199","0","0.27","0","15","0","0","0","119901","343.4","38.15","10000"
"59.6","0","0","3.14","0","0","0","0","0","0.44","0","8.28","2","0","0","0","0","0","0","0","0","0","2.87","0","0","0","0","31199","0","0.41","0","30","0","0","0","119901","412.1","57.23","20000"
"69.54","0","0","3.67","0","0","0","0","0","0.58","0","11.04","3","0","0","0","0","0","0","0","0","0","3.35","0","0","0","0","31199","0","0.54","0","100","0","0","0","119901","480.8","76.3","30000"
"79.47","0","0","4.19","0","0","0","0","0","0.73","0","13.8","4","0","0","0","0","0","0","0","0","0","3.82","0","0","0","0","31199","0","0.68","0","120","0","0","0","119901","549.4","95.38","40000"
"89.41","0","0","4.72","0","0","0","0","0","0.87","0","16.56","5","0","0","0","0","0","0","0","0","0","4.3","0","0","0","0","31199","0","0.81","0","150","0","0","0","119901","618.1","114.5","50000"
"39.42","0","0","3.42","0","0","0","0","0","0.38","0","4.38","1","0","0","0","0","0","0","0","0","0","2.51","0","0","0","0","31200","0","0.28","0","15","0","0","0","120001","459.6","51.06","10000"
"47.3","0","0","4.1","0","0","0","0","0","0.57","0","6.57","2","0","0","0","0","0","0","0","0","0","3.01","0","0","0","0","31200","0","0.42","0","30","0","0","0","120001","551.5","76.59","20000"
"55.19","0","0","4.79","0","0","0","0","0","0.76","0","8.76","3","0","0","0","0","0","0","0","0","0","3.51","0","0","0","0","31200","0","0.56","0","100","0","0","0","120001","643.4","102.2","30000"
"63.07","0","0","5.47","0","0","0","0","0","0.95","0","10.95","4","0","0","0","0","0","0","0","0","0","4.02","0","0","0","0","31200","0","0.7","0","120","0","0","0","120001","735.4","127.7","40000"
"70.96","0","0","6.16","0","0","0","0","0","1.14","0","13.14","5","0","0","0","0","0","0","0","0","0","4.52","0","0","0","0","31200","0","0.84","0","150","0","0","0","120001","827.3","153.2","50000"
"52.52","15","0","2.51","0","0","0","0","0","0.28","0","5.84","1","0","0","0","0","0","0","0","0","0","2.16","0","0","0","0","31207","0","0.24","0","15","0","0","0","120701","333.6","37.06","10000"
"63.02","15","0","3.01","0","0","0","0","0","0.42","0","8.76","2","0","0","0","0","0","0","0","0","0","2.59","0","0","0","0","31207","0","0.36","0","30","0","0","0","120701","400.3","55.59","20000"
"73.53","15","0","3.51","0","0","0","0","0","0.56","0","11.68","3","0","0","0","0","0","0","0","0","0","3.02","0","0","0","0","31207","0","0.48","0","100","0","0","0","120701","467","74.12","30000"
"84.03","15","0","4.02","0","0","0","0","0","0.7","0","14.6","4","0","0","0","0","0","0","0","0","0","3.46","0","0","0","0","31207","0","0.6","0","120","0","0","0","120701","533.8","92.65","40000"
"94.54","15","0","4.52","0","0","0","0","0","0.84","0","17.52","5","0","0","0","0","0","0","0","0","0","3.89","0","0","0","0","31207","0","0.72","0","150","0","0","0","120701","600.5","111.2","50000"
"57.65","10","0","2.62","0","0","0","0","0","0.29","0","6.41","1","0","0","0","0","0","0","0","0","0","2.28","0","0","0","0","31208","0","0.25","0","15","0","0","0","120801","339.5","37.72","10000"
"69.18","10","0","3.14","0","0","0","0","0","0.44","0","9.62","2","0","0","0","0","0","0","0","0","0","2.74","0","0","0","0","31208","0","0.38","0","30","0","0","0","120801","407.4","56.58","20000"
"80.71","10","0","3.67","0","0","0","0","0","0.58","0","12.82","3","0","0","0","0","0","0","0","0","0","3.19","0","0","0","0","31208","0","0.5","0","100","0","0","0","120801","475.3","75.44","30000"
"92.24","10","0","4.19","0","0","0","0","0","0.73","0","16.03","4","0","0","0","0","0","0","0","0","0","3.65","0","0","0","0","31208","0","0.63","0","120","0","0","0","120801","543.2","94.3","40000"
"103.8","10","0","4.72","0","0","0","0","0","0.87","0","19.23","5","0","0","0","0","0","0","0","0","0","4.1","0","0","0","0","31208","0","0.75","0","150","0","0","0","120801","611.1","113.2","50000"
"0","0","0","2.62","0","6.14","0","0","0","0.29","0","0","1","0","0","0","0","0","0","0","0","0","2.39","0","0","55.25","0","31209","0","0.27","0","15","0","0","0","120901","294.4","32.71","10000"
"0","0","0","3.14","0","9.21","0","0","0","0.44","0","0","2","0","0","0","0","0","0","0","0","0","2.87","0","0","66.3","0","31209","0","0.41","0","30","0","0","0","120901","353.3","49.07","20000"
"0","0","0","3.67","0","12.28","0","0","0","0.58","0","0","3","0","0","0","0","0","0","0","0","0","3.35","0","0","77.35","0","31209","0","0.54","0","100","0","0","0","120901","412.2","65.42","30000"
"0","0","0","4.19","0","15.35","0","0","0","0.73","0","0","4","0","0","0","0","0","0","0","0","0","3.82","0","0","88.4","0","31209","0","0.68","0","120","0","0","0","120901","471","81.78","40000"
"0","0","0","4.72","0","18.42","0","0","0","0.87","0","0","5","0","0","0","0","0","0","0","0","0","4.3","0","0","99.45","0","31209","0","0.81","0","150","0","0","0","120901","529.9","98.13","50000"
"56.39","20","0","2.96","0","0","0","0","0","0.33","0","6.27","1","0","0","0","0","0","0","0","0","0","2.05","0","0","0","0","31210","0","0.23","0","15","0","0","0","121001","344.6","38.29","10000"
"67.67","20","0","3.55","0","0","0","0","0","0.5","0","9.41","2","0","0","0","0","0","0","0","0","0","2.46","0","0","0","0","31210","0","0.35","0","30","0","0","0","121001","413.5","57.44","20000"
"78.95","20","0","4.14","0","0","0","0","0","0.66","0","12.54","3","0","0","0","0","0","0","0","0","0","2.87","0","0","0","0","31210","0","0.46","0","100","0","0","0","121001","482.4","76.58","30000"
"90.22","20","0","4.74","0","0","0","0","0","0.83","0","15.68","4","0","0","0","0","0","0","0","0","0","3.28","0","0","0","0","31210","0","0.58","0","120","0","0","0","121001","551.4","95.73","40000"
"101.5","20","0","5.33","0","0","0","0","0","0.99","0","18.81","5","0","0","0","0","0","0","0","0","0","3.69","0","0","0","0","31210","0","0.69","0","150","0","0","0","121001","620.3","114.9","50000"
"0","0","0","2.73","0","5.04","0","0","0","0.3","0","0","1","0","0","0","0","0","0","0","0","0","2.51","0","0","45.34","0","31211","0","0.28","0","15","0","0","0","121101","372.9","41.43","10000"
"0","0","0","3.28","0","7.56","0","0","0","0.45","0","0","2","0","0","0","0","0","0","0","0","0","3.01","0","0","54.41","0","31211","0","0.42","0","30","0","0","0","121101","447.5","62.15","20000"
"0","0","0","3.82","0","10.08","0","0","0","0.6","0","0","3","0","0","0","0","0","0","0","0","0","3.51","0","0","63.48","0","31211","0","0.56","0","100","0","0","0","121101","522.1","82.86","30000"
"0","0","0","4.37","0","12.6","0","0","0","0.75","0","0","4","0","0","0","0","0","0","0","0","0","4.02","0","0","72.54","0","31211","0","0.7","0","120","0","0","0","121101","596.6","103.6","40000"
"0","0","0","4.91","0","15.12","0","0","0","0.9","0","0","5","0","0","0","0","0","0","0","0","0","4.52","0","0","81.61","0","31211","0","0.84","0","150","0","0","0","121101","671.2","124.3","50000"
"56.39","20","0","2.73","0","0","0","0","0","0.3","0","6.27","1","0","0","0","0","0","0","0","0","0","2.51","0","0","0","0","31212","0","0.28","0","15","0","0","0","121201","334.3","37.14","10000"
"67.67","20","0","3.28","0","0","0","0","0","0.45","0","9.41","2","0","0","0","0","0","0","0","0","0","3.01","0","0","0","0","31212","0","0.42","0","30","0","0","0","121201","401.2","55.71","20000"
"78.95","20","0","3.82","0","0","0","0","0","0.6","0","12.54","3","0","0","0","0","0","0","0","0","0","3.51","0","0","0","0","31212","0","0.56","0","100","0","0","0","121201","468","74.28","30000"
"90.22","20","0","4.37","0","0","0","0","0","0.75","0","15.68","4","0","0","0","0","0","0","0","0","0","4.02","0","0","0","0","31212","0","0.7","0","120","0","0","0","121201","534.9","92.85","40000"
"101.5","20","0","4.91","0","0","0","0","0","0.9","0","18.81","5","0","0","0","0","0","0","0","0","0","4.52","0","0","0","0","31212","0","0.84","0","150","0","0","0","121201","601.7","111.5","50000"
"44.32","0","0","2.28","0","0","0","0","0","0.25","0","4.92","1","0","0","0","0","0","0","0","0","0","1.94","0","0","0","0","31213","0","0.22","0","15","0","0","0","121301","299.1","33.23","10000"
"53.18","0","0","2.74","0","0","0","0","0","0.38","0","7.38","2","0","0","0","0","0","0","0","0","0","2.33","0","0","0","0","31213","0","0.33","0","30","0","0","0","121301","358.9","49.85","20000"
"62.05","0","0","3.19","0","0","0","0","0","0.5","0","9.84","3","0","0","0","0","0","0","0","0","0","2.72","0","0","0","0","31213","0","0.44","0","100","0","0","0","121301","418.7","66.46","30000"
"70.91","0","0","3.65","0","0","0","0","0","0.63","0","12.3","4","0","0","0","0","0","0","0","0","0","3.1","0","0","0","0","31213","0","0.55","0","120","0","0","0","121301","478.6","83.08","40000"
"79.78","0","0","4.1","0","0","0","0","0","0.75","0","14.76","5","0","0","0","0","0","0","0","0","0","3.49","0","0","0","0","31213","0","0.66","0","150","0","0","0","121301","538.4","99.69","50000"
"0","0","0","2.28","0","4.59","0","0","0","0.25","0","0","1","0","0","0","0","0","0","0","0","0","2.05","0","0","41.35","0","31214","0","0.23","0","15","0","0","0","121401","316.1","35.13","10000"
"0","0","0","2.74","0","6.89","0","0","0","0.38","0","0","2","0","0","0","0","0","0","0","0","0","2.46","0","0","49.62","0","31214","0","0.35","0","30","0","0","0","121401","379.3","52.7","20000"
"0","0","0","3.19","0","9.18","0","0","0","0.5","0","0","3","0","0","0","0","0","0","0","0","0","2.87","0","0","57.89","0","31214","0","0.46","0","100","0","0","0","121401","442.5","70.26","30000"
"0","0","0","3.65","0","11.48","0","0","0","0.63","0","0","4","0","0","0","0","0","0","0","0","0","3.28","0","0","66.16","0","31214","0","0.58","0","120","0","0","0","121401","505.8","87.83","40000"
"0","0","0","4.1","0","13.77","0","0","0","0.75","0","0","5","0","0","0","0","0","0","0","0","0","3.69","0","0","74.43","0","31214","0","0.69","0","150","0","0","0","121401","569","105.4","50000"
"46.37","0","0","3.08","0","0","0","0","0","0.34","0","5.15","1","0","0","0","0","0","0","0","0","0","2.39","0","0","0","0","31215","0","0.27","0","15","0","0","0","121501","353.2","39.24","10000"
"55.64","0","0","3.7","0","0","0","0","0","0.51","0","7.73","2","0","0","0","0","0","0","0","0","0","2.87","0","0","0","0","31215","0","0.41","0","30","0","0","0","121501","423.8","58.86","20000"
"64.92","0","0","4.31","0","0","0","0","0","0.68","0","10.3","3","0","0","0","0","0","0","0","0","0","3.35","0","0","0","0","31215","0","0.54","0","100","0","0","0","121501","494.5","78.48","30000"
"74.19","0","0","4.93","0","0","0","0","0","0.85","0","12.88","4","0","0","0","0","0","0","0","0","0","3.82","0","0","0","0","31215","0","0.68","0","120","0","0","0","121501","565.1","98.1","40000"
"83.47","0","0","5.54","0","0","0","0","0","1.02","0","15.45","5","0","0","0","0","0","0","0","0","0","4.3","0","0","0","0","31215","0","0.81","0","150","0","0","0","121501","635.8","117.8","50000"
"58.78","20","0","2.16","0","0","0","0","0","0.24","0","6.53","1","0","0","0","0","0","0","0","0","0","1.82","0","0","0","0","31216","0","0.2","0","15","0","0","0","121601","365.6","40.62","10000"
"70.54","20","0","2.59","0","0","0","0","0","0.36","0","9.8","2","0","0","0","0","0","0","0","0","0","2.18","0","0","0","0","31216","0","0.3","0","30","0","0","0","121601","438.7","60.93","20000"
"82.29","20","0","3.02","0","0","0","0","0","0.48","0","13.06","3","0","0","0","0","0","0","0","0","0","2.55","0","0","0","0","31216","0","0.4","0","100","0","0","0","121601","511.8","81.24","30000"
"94.05","20","0","3.46","0","0","0","0","0","0.6","0","16.33","4","0","0","0","0","0","0","0","0","0","2.91","0","0","0","0","31216","0","0.5","0","120","0","0","0","121601","585","101.6","40000"
"105.8","20","0","3.89","0","0","0","0","0","0.72","0","19.59","5","0","0","0","0","0","0","0","0","0","3.28","0","0","0","0","31216","0","0.6","0","150","0","0","0","121601","658.1","121.9","50000"
"0","0","0","3.3","0","5.35","0","0","0","0.37","0","0","1","0","0","0","0","0","20","0","0","0","3.08","0","0","48.19","0","31219","0","0.34","0","15","0","0","0","121901","365.6","40.62","10000"
"0","0","0","3.96","0","8.03","0","0","0","0.56","0","0","2","0","0","0","0","0","20","0","0","0","3.7","0","0","57.83","0","31219","0","0.51","0","30","0","0","0","121901","438.7","60.93","20000"
"0","0","0","4.62","0","10.7","0","0","0","0.74","0","0","3","0","0","0","0","0","20","0","0","0","4.31","0","0","67.47","0","31219","0","0.68","0","100","0","0","0","121901","511.8","81.24","30000"
"0","0","0","5.28","0","13.38","0","0","0","0.93","0","0","4","0","0","0","0","0","20","0","0","0","4.93","0","0","77.1","0","31219","0","0.85","0","120","0","0","0","121901","585","101.6","40000"
"0","0","0","5.94","0","16.05","0","0","0","1.11","0","0","5","0","0","0","0","0","20","0","0","0","5.54","0","0","86.74","0","31219","0","1.02","0","150","0","0","0","121901","658.1","121.9","50000"
"54.11","20","0","2.62","0","0","0","0","0","0.29","0","6.01","1","0","0","0","0","0","0","0","0","0","1.94","0","0","0","0","31220","0","0.22","0","15","0","0","0","122001","323.8","35.97","10000"
"64.93","20","0","3.14","0","0","0","0","0","0.44","0","9.02","2","0","0","0","0","0","0","0","0","0","2.33","0","0","0","0","31220","0","0.33","0","30","0","0","0","122001","388.6","53.96","20000"
"75.75","20","0","3.67","0","0","0","0","0","0.58","0","12.02","3","0","0","0","0","0","0","0","0","0","2.72","0","0","0","0","31220","0","0.44","0","100","0","0","0","122001","453.3","71.94","30000"
"86.58","20","0","4.19","0","0","0","0","0","0.73","0","15.03","4","0","0","0","0","0","0","0","0","0","3.1","0","0","0","0","31220","0","0.55","0","120","0","0","0","122001","518.1","89.93","40000"
"97.4","20","0","4.72","0","0","0","0","0","0.87","0","18.03","5","0","0","0","0","0","0","0","0","0","3.49","0","0","0","0","31220","0","0.66","0","150","0","0","0","122001","582.8","108","50000"
"41.35","20","0","2.39","0","0","0","0","0","0.27","0","4.59","1","0","0","0","0","0","0","0","0","0","2.16","0","0","0","0","31221","0","0.24","0","15","0","0","0","122101","307.6","34.18","10000"
"49.62","20","0","2.87","0","0","0","0","0","0.41","0","6.89","2","0","0","0","0","0","0","0","0","0","2.59","0","0","0","0","31221","0","0.36","0","30","0","0","0","122101","369.1","51.27","20000"
"57.89","20","0","3.35","0","0","0","0","0","0.54","0","9.18","3","0","0","0","0","0","0","0","0","0","3.02","0","0","0","0","31221","0","0.48","0","100","0","0","0","122101","430.6","68.36","30000"
"66.16","20","0","3.82","0","0","0","0","0","0.68","0","11.48","4","0","0","0","0","0","0","0","0","0","3.46","0","0","0","0","31221","0","0.6","0","120","0","0","0","122101","492.2","85.45","40000"
"74.43","20","0","4.3","0","0","0","0","0","0.81","0","13.77","5","0","0","0","0","0","0","0","0","0","3.89","0","0","0","0","31221","0","0.72","0","150","0","0","0","122101","553.7","102.6","50000"
"48.65","0","0","2.05","0","0","0","0","0","0.23","0","5.41","1","0","0","0","0","0","0","0","0","0","2.85","0","0","0","0","31222","0","0.32","0","15","0","0","0","122201","353.2","39.24","10000"
"58.38","0","0","2.46","0","0","0","0","0","0.35","0","8.12","2","0","0","0","0","0","0","0","0","0","3.42","0","0","0","0","31222","0","0.48","0","30","0","0","0","122201","423.8","58.86","20000"
"68.11","0","0","2.87","0","0","0","0","0","0.46","0","10.82","3","0","0","0","0","0","0","0","0","0","3.99","0","0","0","0","31222","0","0.64","0","100","0","0","0","122201","494.5","78.48","30000"
"77.84","0","0","3.28","0","0","0","0","0","0.58","0","13.53","4","0","0","0","0","0","0","0","0","0","4.56","0","0","0","0","31222","0","0.8","0","120","0","0","0","122201","565.1","98.1","40000"
"87.57","0","0","3.69","0","0","0","0","0","0.69","0","16.23","5","0","0","0","0","0","0","0","0","0","5.13","0","0","0","0","31222","0","0.96","0","150","0","0","0","122201","635.8","117.8","50000"
"0","0","0","2.28","0","5.52","0","0","0","0.25","0","0","1","0","0","0","0","0","20","0","0","0","2.39","0","0","49.67","0","31223","0","0.27","0","15","0","0","0","122301","353.2","39.24","10000"
"0","0","0","2.74","0","8.28","0","0","0","0.38","0","0","2","0","0","0","0","0","20","0","0","0","2.87","0","0","59.6","0","31223","0","0.41","0","30","0","0","0","122301","423.8","58.86","20000"
"0","0","0","3.19","0","11.04","0","0","0","0.5","0","0","3","0","0","0","0","0","20","0","0","0","3.35","0","0","69.54","0","31223","0","0.54","0","100","0","0","0","122301","494.5","78.48","30000"
"0","0","0","3.65","0","13.8","0","0","0","0.63","0","0","4","0","0","0","0","0","20","0","0","0","3.82","0","0","79.47","0","31223","0","0.68","0","120","0","0","0","122301","565.1","98.1","40000"
"0","0","0","4.1","0","16.56","0","0","0","0.75","0","0","5","0","0","0","0","0","20","0","0","0","4.3","0","0","89.41","0","31223","0","0.81","0","150","0","0","0","122301","635.8","117.8","50000"
"0","0","0","4.79","0","22.08","0","0","0","1","0","0","6","0","0","0","0","0","300","0","0","0","5.02","0","0","2414.4","0","31223","10","1.08","0","0","0","0","0","122301","741.7","157","0"
"55.25","0","0","2.51","0","0","0","0","0","0.28","0","6.14","1","0","0","0","0","0","0","0","0","0","2.28","0","0","0","0","31224","0","0.25","0","15","0","0","0","122401","365.6","40.62","10000"
"66.3","0","0","3.01","0","0","0","0","0","0.42","0","9.21","2","0","0","0","0","0","0","0","0","0","2.74","0","0","0","0","31224","0","0.38","0","30","0","0","0","122401","438.7","60.93","20000"
"77.35","0","0","3.51","0","0","0","0","0","0.56","0","12.28","3","0","0","0","0","0","0","0","0","0","3.19","0","0","0","0","31224","0","0.5","0","100","0","0","0","122401","511.8","81.24","30000"
"88.4","0","0","4.02","0","0","0","0","0","0.7","0","15.35","4","0","0","0","0","0","0","0","0","0","3.65","0","0","0","0","31224","0","0.63","0","120","0","0","0","122401","585","101.6","40000"
"99.45","0","0","4.52","0","0","0","0","0","0.84","0","18.42","5","0","0","0","0","0","0","0","0","0","4.1","0","0","0","0","31224","0","0.75","0","150","0","0","0","122401","658.1","121.9","50000"
"55.25","20","0","2.51","0","0","0","0","0","0.28","0","6.14","1","0","0","0","0","0","0","0","0","0","2.28","0","0","0","0","31225","0","0.25","0","15","0","0","0","122501","365.6","40.62","10000"
"66.3","20","0","3.01","0","0","0","0","0","0.42","0","9.21","2","0","0","0","0","0","0","0","0","0","2.74","0","0","0","0","31225","0","0.38","0","30","0","0","0","122501","438.7","60.93","20000"
"77.35","20","0","3.51","0","0","0","0","0","0.56","0","12.28","3","0","0","0","0","0","0","0","0","0","3.19","0","0","0","0","31225","0","0.5","0","100","0","0","0","122501","511.8","81.24","30000"
"88.4","20","0","4.02","0","0","0","0","0","0.7","0","15.35","4","0","0","0","0","0","0","0","0","0","3.65","0","0","0","0","31225","0","0.63","0","120","0","0","0","122501","585","101.6","40000"
"99.45","20","0","4.52","0","0","0","0","0","0.84","0","18.42","5","0","0","0","0","0","0","0","0","0","4.1","0","0","0","0","31225","0","0.75","0","150","0","0","0","122501","658.1","121.9","50000"
"0","0","0","2.85","0","5.15","0","0","0","0.32","0","0","1","0","0","0","0","0","20","0","0","0","2.39","0","0","46.37","0","31226","0","0.27","0","15","0","0","0","122601","363.1","40.34","10000"
"0","0","0","3.42","0","7.73","0","0","0","0.48","0","0","2","0","0","0","0","0","20","0","0","0","2.87","0","0","55.64","0","31226","0","0.41","0","30","0","0","0","122601","435.7","60.51","20000"
"0","0","0","3.99","0","10.3","0","0","0","0.64","0","0","3","0","0","0","0","0","20","0","0","0","3.35","0","0","64.92","0","31226","0","0.54","0","100","0","0","0","122601","508.3","80.68","30000"
"0","0","0","4.56","0","12.88","0","0","0","0.8","0","0","4","0","0","0","0","0","20","0","0","0","3.82","0","0","74.19","0","31226","0","0.68","0","120","0","0","0","122601","581","100.9","40000"
"0","0","0","5.13","0","15.45","0","0","0","0.96","0","0","5","0","0","0","0","0","20","0","0","0","4.3","0","0","83.47","0","31226","0","0.81","0","150","0","0","0","122601","653.6","121.1","50000"
