a1de9df93f93e5b9c466b5d48e6e6b2135f388c2b62d417f65a9a0d7beeada4f,f4778d672af375b01c492eedc4bcb93bae0ea2645bc8318113cf6b2c879c3b2f,0781bbbec11790d40e0146732ec34223f0d9d80fa05d50863bdcb6733510ed04,ed4a45ab3d205006a6300eb9e57ecb9c23d364841ac57e72f4223f5bd81e2d7c,afced2632158c2fcbedc1c2d5497a9198da04f4c77f4d7e4390b1b6bbc25f07c,35131e55d0d70da4f403a87db5cfcb27bfecd44df1c9ad67146a24b5cb101644,42228f0ca1417b8f2c7650ae0bc6bdb1da6fdd504feea832501f06dc164a122d,679c061f94092d680aab3f13bd833ad2fe0ced6bba603c77470e3a0d9d9e1ed5,338a2250c6eaaa56f5f0217df8a6d14be32664b9cc4b674385b238eb71fbeb0b,d5291af6876de614e0637c302900d19eac921ab543470d30eedd5be7c5b98222,74c30114cc38a3ea440b09eff5c7177b1150856ce5e5ce6549ced9867029878c
"","17413004","wac_no_items","","17413","","1","","0.2","3","111"
"","17413005","wac_no_items","","17413","","1","","0.2","3","112"
"","17413006","wac_no_items","","17413","","1","","0.2","3","113"
"","17413007","190","0","17413","","-335","","","2","110811"
"","17413008","-190","0","17413","","-360","","","2","111011"
"","17413009","350","0","17413","","-360","","","2","110911"
"","17413010","190","0","17413","","-335","","","2","111"
"","17413011","-190","0","17413","","-360","","","2","112"
"","17413012","350","0","17413","","-360","","","2","113"
"","17413013","0","","17413","","","","","32","25"
"","17413014","1","","17413","","","","","32","30"
"","17413015","0","","17413","","","","","32","15"
"","17413016","","","17413","","","","","91","0"
"wac_default_11","17511001","110911","-108","17511","0","202","-213","2","1","1"
"wac_default_12","17511002","111","-108","17511","0","201","-213","2","5","1"
"","17511003","21","0","17511","","0","1","1","31","21"
"","17511004","54","0","17511","","0","1","0","31","54"
"","17511005","11","0","17511","","0","1","0","31","11"
"","17511006","501","0","17511","","0","1","1","31","501"
"","17511007","wac_paint_11","","17511","","0","0","0.2","3","110911"
"","17511008","wac_paint_12","","17511","","0","0","0.2","3","111"
"","17511009","0","","17511","","","","","93","0.3"
"","17511010","1","","17511","","","","","32","11"
"","17511011","se_10035700_roller","","17511","","0","","","23","se_10035700"
"","17511012","300","","17511","","","","","13","110911"
"","17511013","","","17511","","","","","131","1"
"","17512001","wac_talk_kyapi_in","wac_talk_kyapi_loop","17512","","0","1","0.2","3","110911"
"","17512002","wac_no_items","","17512","","1","","0.2","3","111"
"","17512003","200","0","17512","","-340","","","2","110911"
"","17512004","200","0","17512","","-340","","","2","111"
"","17512005","0","","17512","","","","","32","21"
"","17512006","1","","17512","","","","","32","54"
"","17512007","0","","17512","","","","","32","11"
"","17512008","vo_wac_220808_000","0","17512","","0","","","21","vo_wac_220808"
"0.5","17512009","這個很切嚕可愛的用色！\n琪愛兒工作做得很不錯哪～\n這是蘭德索爾能夠脫胎換骨\n成為蘭德切嚕的保證呢～","1","17512","0","10","1","0","11","110911"
"","17512010","","","17512","","","","","91","0"
"","17512011","vo_wac_220808_001","0","17512","","0","","","21","vo_wac_220808"
"0.5","17512012","再來就等著收取與勞動相符的報酬即可！\n要拿來買什麼呢～？好煩惱啊～！\n畢竟這可是國家的重大事業啊～！\n國家預算♪國家預算♪","1","17512","0","10","1","0","11","110911"
"","17512013","","","17512","","","","","91","0"
"","17512014","0","","17512","","","","","22","0"
"","17513001","wac_idle_kyapi","","17513","","1","","0.2","3","110911"
"","17513002","wac_no_items","","17513","","1","","0.2","3","111"
"","17513003","200","0","17513","","-340","","","2","110911"
"","17513004","200","0","17513","","-340","","","2","111"
"","17513005","0","","17513","","","","","32","21"
"","17513006","1","","17513","","","","","32","54"
"","17513007","0","","17513","","","","","32","11"
"","17513008","","","17513","","","","","91","0"
"wac_default_bot_31","17611001","101711","-167","17611","0","204","-325","2","1","1"
"wac_default_51","17611002","104311","230","17611","0","202","-325","2","1","1"
"wac_default_bot_81","17611003","101411","-330","17611","0","256","-350","2","1","1"
"wac_default_bot_91","17611004","101011","340","17611","0","254","-350","2","1","1"
"wac_default_bot_36","17611005","111","-167","17611","0","203","-325","2","5","1"
"wac_default_bot_56","17611006","113","230","17611","0","201","-325","2","5","1"
"wac_default_88","17611007","114","-330","17611","0","255","-350","2","5","1"
"wac_default_98","17611008","115","340","17611","0","253","-350","2","5","1"
"","17611009","300","","17611","","","","","13","101411"
"","17611010","300","","17611","","","","","13","101011"
"","17611011","300","","17611","","","","","13","104311"
"","17611012","300","","17611","","","","","13","101711"
"","17611013","26","0","17611","","0","1","1","31","26"
"","17611014","30","0","17611","","0","1","0","31","30"
"","17611015","17","0","17611","","0","1","0","31","17"
"","17611016","501","0","17611","","0","1","1","31","501"
"","17611017","wac_paint_bot_31","","17611","","0","0","0.2","3","101711"
"","17611018","wac_paint_bot_36","","17611","","0","0","0.2","3","111"
"","17611019","wac_paint_bot_51","","17611","","0","0","0.2","3","104311"
"","17611020","wac_paint_bot_56","","17611","","0","0","0.2","3","113"
"","17611021","wac_paint_bot_81","","17611","","0","0","0.2","3","101411"
"","17611022","wac_paint_88","","17611","","0","0","0.2","3","114"
"","17611023","wac_paint_bot_91","","17611","","0","0","0.2","3","101011"
"","17611024","wac_paint_98","","17611","","0","0","0.2","3","115"
"","17611025","0","","17611","","","","","93","0"
"","17611026","1","","17611","","","","","32","17"
"","17611027","se_sys_login_birthday_calendar_smallbrush","","17611","","0","","","23","se_common"
"","17611028","","","17611","","","","","131","1"
"","17612001","wac_idle_arm_crossed_L","","17612","","1","","0","3","101411"
"","17612002","wac_idle_smile_L","","17612","","1","","0","3","101011"
"","17612003","wac_idle_doya","","17612","","1","","0","3","104311"
"","17612004","wac_idle_smile","","17612","","1","","0","3","101711"
"","17612005","wac_no_items","","17612","","1","","0","3","111"
"","17612006","wac_no_items","","17612","","1","","0","3","113"
"","17612007","wac_no_items","","17612","","1","","0","3","114"
"","17612008","wac_no_items","","17612","","1","","0","3","115"
"","17612009","-335","0","17612","","-360","","","2","101411"
"","17612010","-190","0","17612","","-335","","","2","101011"
"","17612011","190","0","17612","","-335","","","2","104311"
"","17612012","350","0","17612","","-360","","","2","101711"
"","17612013","-335","0","17612","","-360","","","2","111"
"","17612014","-190","0","17612","","-335","","","2","113"
"","17612015","190","0","17612","","-335","","","2","114"
"","17612016","350","0","17612","","-360","","","2","115"
"","17612017","0","","17612","","","","","32","26"
"","17612018","1","","17612","","","","","32","30"
"","17612019","0","","17612","","","","","32","17"
"","17612020","wac_talk_doya_in","wac_talk_doya_loop","17612","","0","1","0.2","3","104311"
"","17612021","vo_wac_220809_000","0","17612","","0","","","21","vo_wac_220809"
"0.5","17612022","好──小菜一碟啦！\n本來覺得這種事情\n不適合我，但習慣後\n意外地還滿有趣的呢♪","1","17612","0","10","1","0","11","104311"
"","17612023","","","17612","","","","","91","0"
"","17612024","wac_idle_doya","","17612","","1","1","0.2","3","104311"
"","17612025","wac_talk_arm_crossed_in_L","wac_talk_arm_crossed_loop_L","17612","","0","1","0.2","3","101411"
"","17612026","vo_wac_220809_001","0","17612","","0","","","21","vo_wac_220809"
"0.5","17612027","這既是名為藝術的頭腦勞動，\n也是能適度活動身體的運動。\n作為名偵探的閒暇活動\n亦可說是最佳選擇呢♪","1","17612","0","10","1","0","11","101411"
"","17612028","","","17612","","","","","91","0"
"","17612029","wac_idle_arm_crossed_L","","17612","","1","1","0.2","3","101411"
"","17612030","wac_talk_smile_in_L","wac_talk_smile_loop_L","17612","","0","1","0.2","3","101011"
"","17612031","vo_wac_220809_002","0","17612","","0","","","21","vo_wac_220809"
"0.5","17612032","這再怎麼說還是\n公會的工作哪……\n不過無論如何，\n能開心地做是最好的呢♪","1","17612","0","10","1","0","11","101011"
"","17612033","","","17612","","","","","91","0"
"","17612034","wac_idle_smile_L","","17612","","1","1","0.2","3","101011"
"","17612035","wac_talk_smile_in","wac_talk_smile_loop","17612","","0","1","0.2","3","101711"
"","17612036","vo_wac_220809_003","0","17612","","0","","","21","vo_wac_220809"
"0.5","17612037","對呀～♪\n不管是玩耍還是工作，\n只要大家打起精神一起努力，\n就會船到橋頭自然直囉～♪","1","17612","0","10","1","0","11","101711"
"","17612038","","","17612","","","","","91","0"
"","17612039","0","","17612","","","","","22","0"
"","17612040","","","17612","","","","","111",""
"","17613001","wac_idle_arm_crossed_L","","17613","","1","","0.2","3","101411"
"","17613002","wac_idle_smile_L","","17613","","1","","0.2","3","101011"
"","17613003","wac_idle_doya","","17613","","1","","0.2","3","104311"
"","17613004","wac_idle_smile","","17613","","1","","0.2","3","101711"
"","17613005","wac_no_items","","17613","","1","","0.2","3","111"
"","17613006","wac_no_items","","17613","","1","","0.2","3","113"
"","17613007","wac_no_items","","17613","","1","","0.2","3","114"
"","17613008","wac_no_items","","17613","","1","","0.2","3","115"
"","17613009","-335","0","17613","","-360","","","2","101411"
"","17613010","-190","0","17613","","-335","","","2","101011"
"","17613011","190","0","17613","","-335","","","2","104311"
"","17613012","350","0","17613","","-360","","","2","101711"
"","17613013","-335","0","17613","","-360","","","2","111"
"","17613014","-190","0","17613","","-335","","","2","113"
"","17613015","190","0","17613","","-335","","","2","114"
"","17613016","350","0","17613","","-360","","","2","115"
"","17613017","0","","17613","","","","","32","26"
"","17613018","1","","17613","","","","","32","30"
"","17613019","0","","17613","","","","","32","17"
"","17613020","","","17613","","","","","91","0"
"wac_default_31","17711001","102011","-167","17711","0","202","-85","2","1","1"
"wac_default_41","17711002","103611","-64","17711","0","254","-211","2","1","1"
"wac_default_51","17711003","100411","230","17711","0","252","-211","2","1","1"
"wac_default_34","17711004","111","-167","17711","0","201","-85","2","5","1"
"wac_default_48","17711005","112","-64","17711","0","253","-211","2","5","1"
"wac_default_54","17711006","113","230","17711","0","251","-211","2","5","1"
"","17711007","300","","17711","","","","","13","100411"
"","17711008","300","","17711","","","","","13","102011"
"","17711009","300","","17711","","","","","13","103611"
"","17711010","55","0","17711","","0","1","1","31","55"
"","17711011","30","0","17711","","0","1","0","31","30"
"","17711012","16","0","17711","","0","1","0","31","16"
"","17711013","501","0","17711","","0","1","1","31","501"
"","17711014","wac_paint_31","","17711","","0","0","0.2","3","102011"
"","17711015","wac_paint_34","","17711","","0","0","0.2","3","111"
"","17711016","wac_paint_41","","17711","","0","0","0.2","3","103611"
"","17711017","wac_paint_48","","17711","","0","0","0.2","3","112"
"","17711018","wac_paint_51","","17711","","0","0","0.2","3","100411"
"","17711019","wac_paint_54","","17711","","0","0","0.2","3","113"
"","17711020","0","","17711","","","","","93","0"
"","17711021","1","","17711","","","","","32","16"
"","17711022","se_sys_login_birthday_calendar_smallbrush","","17711","","0","","","23","se_common"
"","17711023","","","17711","","","","","131","1"
"","17712001","wac_idle_smile","","17712","","1","","0","3","100411"
"","17712002","wac_idle_wish_L","","17712","","1","","0","3","102011"
"","17712003","wac_idle_sad","","17712","","1","","0","3","103611"
"","17712004","wac_no_items","","17712","","1","","0","3","111"
"","17712005","wac_no_items","","17712","","1","","0","3","112"
"","17712006","wac_no_items","","17712","","1","","0","3","113"
"","17712007","190","0","17712","","-335","","","2","100411"
"","17712008","-190","0","17712","","-360","","","2","102011"
"","17712009","350","0","17712","","-360","","","2","103611"
"","17712010","190","0","17712","","-335","","","2","111"
"","17712011","-190","0","17712","","-360","","","2","112"
"","17712012","350","0","17712","","-360","","","2","113"
"","17712013","0","","17712","","","","","32","55"
"","17712014","1","","17712","","","","","32","30"
"","17712015","0","","17712","","","","","32","16"
"","17712016","wac_talk_smile_in","wac_talk_smile_loop","17712","","0","1","0.2","3","100411"
"","17712017","vo_wac_220810_000","0","17712","","0","","","21","vo_wac_220810"
"0.5","17712018","完成了～♪\n欸欸，禊畫得好嗎？\n有沒有沒塗到的地方？","1","17712","0","10","1","0","11","100411"
"","17712019","","","17712","","","","","91","0"
"","17712020","wac_idle_smile","","17712","","1","1","0.2","3","100411"
"","17712021","wac_talk_wish_in_L","wac_talk_wish_loop_L","17712","","0","1","0.2","3","102011"
"","17712022","vo_wac_220810_001","0","17712","","0","","","21","vo_wac_220810"
"0.5","17712023","嗯，沒問題喔～♪\n禊和鏡華都很會畫畫呢～♪","1","17712","0","10","1","0","11","102011"
"","17712024","","","17712","","","","","91","0"
"","17712025","wac_idle_wish_L","","17712","","1","1","0.2","3","102011"
"","17712026","wac_talk_sad_in","wac_talk_sad_loop","17712","","0","1","0.2","3","103611"
"","17712027","vo_wac_220810_002","0","17712","","0","","","21","vo_wac_220810"
"0.5","17712028","那樣是很好啦，但禊\n妳弄得衣服上都是顏料耶，\n手也黏黏的，可別去摸\n其他地方喔？","1","17712","0","10","1","0","11","103611"
"","17712029","","","17712","","","","","91","0"
"","17712030","0","","17712","","","","","22","0"
"","17712031","","","17712","","","","","111",""
"","17713001","wac_idle_smile","","17713","","1","","0.2","3","100411"
"","17713002","wac_idle_wish_L","","17713","","1","","0.2","3","102011"
"","17713003","wac_idle_sad","","17713","","1","","0.2","3","103611"
"","17713004","wac_no_items","","17713","","1","","0.2","3","111"
"","17713005","wac_no_items","","17713","","1","","0.2","3","112"
"","17713006","wac_no_items","","17713","","1","","0.2","3","113"
"","17713007","190","0","17713","","-335","","","2","100411"
"","17713008","-190","0","17713","","-360","","","2","102011"
"","17713009","350","0","17713","","-360","","","2","103611"
"","17713010","190","0","17713","","-335","","","2","111"
"","17713011","-190","0","17713","","-360","","","2","112"
"","17713012","350","0","17713","","-360","","","2","113"
"","17713013","0","","17713","","","","","32","55"
"","17713014","1","","17713","","","","","32","30"
"","17713015","0","","17713","","","","","32","16"
"","17713016","","","17713","","","","","91","0"
"wac_default_31","17811001","100511","-167","17811","0","204","-185","2","1","1"
"wac_default_51","17811002","103711","230","17811","0","202","-185","2","1","1"
"wac_default_bot_61","17811003","107111","-330","17811","0","256","-350","2","1","1"
"wac_default_bot_91","17811004","104711","340","17811","0","254","-350","2","1","1"
"wac_default_38","17811005","111","-167","17811","0","203","-185","2","5","1"
"wac_default_56","17811006","113","230","17811","0","201","-185","2","5","1"
"wac_default_67","17811007","114","-330","17811","0","255","-350","2","5","1"
"wac_default_98","17811008","115","340","17811","0","253","-350","2","5","1"
"","17811009","300","","17811","","","","","13","107111"
"","17811010","300","","17811","","","","","13","104711"
"","17811011","300","","17811","","","","","13","103711"
"","17811012","300","","17811","","","","","13","100511"
"","17811013","27","0","17811","","0","1","1","31","27"
"","17811014","30","0","17811","","0","1","0","31","30"
"","17811015","15","0","17811","","0","1","0","31","15"
"","17811016","501","0","17811","","0","1","1","31","501"
"","17811017","wac_paint_31","","17811","","0","0","0.2","3","100511"
"","17811018","wac_paint_38","","17811","","0","0","0.2","3","111"
"","17811019","wac_paint_51","","17811","","0","0","0.2","3","103711"
"","17811020","wac_paint_56","","17811","","0","0","0.2","3","113"
"","17811021","wac_paint_bot_61","","17811","","0","0","0.2","3","107111"
"","17811022","wac_paint_67","","17811","","0","0","0.2","3","114"
"","17811023","wac_paint_bot_91","","17811","","0","0","0.2","3","104711"
"","17811024","wac_paint_98","","17811","","0","0","0.2","3","115"
"","17811025","0","","17811","","","","","93","0"
"","17811026","1","","17811","","","","","32","15"
"","17811027","se_sys_login_birthday_calendar_smallbrush","","17811","","0","","","23","se_common"
"","17811028","","","17811","","","","","131","1"
"","17812001","wac_idle_doya_L","","17812","","1","","0","3","107111"
"","17812002","wac_idle_sad_L","","17812","","1","","0","3","104711"
"","17812003","wac_idle_arm_crossed","","17812","","1","","0","3","103711"
"","17812004","wac_idle_smile","","17812","","1","","0","3","100511"
"","17812005","wac_no_items","","17812","","1","","0","3","111"
"","17812006","wac_no_items","","17812","","1","","0","3","113"
"","17812007","wac_no_items","","17812","","1","","0","3","114"
"","17812008","wac_no_items","","17812","","1","","0","3","115"
"","17812009","-335","0","17812","","-360","","","2","107111"
"","17812010","-190","0","17812","","-335","","","2","104711"
"","17812011","190","0","17812","","-335","","","2","103711"
"","17812012","350","0","17812","","-360","","","2","100511"
"","17812013","-335","0","17812","","-360","","","2","111"
"","17812014","-190","0","17812","","-335","","","2","113"
"","17812015","190","0","17812","","-335","","","2","114"
"","17812016","350","0","17812","","-360","","","2","115"
"","17812017","0","","17812","","","","","32","27"
"","17812018","1","","17812","","","","","32","30"
"","17812019","0","","17812","","","","","32","15"
"","17812020","wac_talk_arm_crossed_in","wac_talk_arm_crossed_loop","17812","","0","1","0.2","3","103711"
"","17812021","vo_wac_220811_000","0","17812","","0","","","21","vo_wac_220811"
"0.5","17812022","這樣我負責的部分就結束了吧？\n無論是劍術還是藝術，我覺得\n屏除雜念、專心致志地執行\n就是能順利進展的訣竅。","1","17812","0","10","1","0","11","103711"
"","17812023","","","17812","","","","","91","0"
"","17812024","wac_idle_arm_crossed","","17812","","1","1","0.2","3","103711"
"","17812025","wac_talk_sad_in_L","wac_talk_sad_loop_L","17812","","0","1","0.2","3","104711"
"","17812026","vo_wac_220811_001","0","17812","","0","","","21","vo_wac_220811"
"0.5","17812027","智好認真啊。\n我滿腦子都只想著\n要是顏料濺到盔甲\n該怎麼辦而已。","1","17812","0","10","1","0","11","104711"
"","17812028","","","17812","","","","","91","0"
"","17812029","wac_idle_sad_L","","17812","","1","1","0.2","3","104711"
"","17812030","wac_talk_smile_in","wac_talk_smile_loop","17812","","0","1","0.2","3","100511"
"","17812031","vo_wac_220811_002","0","17812","","0","","","21","vo_wac_220811"
"0.5","17812032","我自己是邊想著虎虎\n邊畫的！\n用對正義英雄的憧憬與熱情\n塗滿蘭德索爾的牆壁了！","1","17812","0","10","1","0","11","100511"
"","17812033","","","17812","","","","","91","0"
"","17812034","wac_idle_smile","","17812","","1","1","0.2","3","100511"
"","17812035","wac_talk_doya_in_L","wac_talk_doya_loop_L","17812","","0","1","0.2","3","107111"
"","17812036","vo_wac_220811_003","0","17812","","0","","","21","vo_wac_220811"
"0.5","17812037","真是的，妳們根本不懂！\n所謂藝術就是爆發感性，要交給氣勢！\n就如宴會開始時狂亂地手舞足蹈，\n以本能來描繪是最好的喔☆","1","17812","0","10","1","0","11","107111"
"","17812038","","","17812","","","","","91","0"
"","17812039","0","","17812","","","","","22","0"
"","17812040","","","17812","","","","","111",""
"","17813001","wac_idle_doya_L","","17813","","1","","0.2","3","107111"
"","17813002","wac_idle_sad_L","","17813","","1","","0.2","3","104711"
"","17813003","wac_idle_doya","","17813","","1","","0.2","3","103711"
"","17813004","wac_idle_smile","","17813","","1","","0.2","3","100511"
"","17813005","wac_no_items","","17813","","1","","0.2","3","111"
"","17813006","wac_no_items","","17813","","1","","0.2","3","113"
"","17813007","wac_no_items","","17813","","1","","0.2","3","114"
"","17813008","wac_no_items","","17813","","1","","0.2","3","115"
"","17813009","-335","0","17813","","-360","","","2","107111"
"","17813010","-190","0","17813","","-335","","","2","104711"
"","17813011","190","0","17813","","-335","","","2","103711"
"","17813012","350","0","17813","","-360","","","2","100511"
"","17813013","-335","0","17813","","-360","","","2","111"
"","17813014","-190","0","17813","","-335","","","2","113"
"","17813015","190","0","17813","","-335","","","2","114"
"","17813016","350","0","17813","","-360","","","2","115"
"","17813017","0","","17813","","","","","32","27"
"","17813018","1","","17813","","","","","32","30"
"","17813019","0","","17813","","","","","32","15"
"","17813020","","","17813","","","","","91","0"
"wac_default_bot_31","17821001","107111","-167","17821","0","204","-325","2","1","1"
"wac_default_51","17821002","106111","230","17821","0","202","-325","2","1","1"
"wac_default_bot_34","17821003","111","-167","17821","0","203","-325","2","5","1"
"wac_default_bot_58","17821004","113","230","17821","0","201","-325","2","5","1"
"","17821005","300","","17821","","","","","13","106111"
"","17821006","300","","17821","","","","","13","107111"
"","17821007","26","0","17821","","0","1","1","31","26"
"","17821008","30","0","17821","","0","1","0","31","30"
"","17821009","17","0","17821","","0","1","0","31","17"
"","17821010","501","0","17821","","0","1","1","31","501"
"","17821011","wac_paint_bot_31","","17821","","0","0","0.2","3","107111"
"","17821012","wac_paint_bot_34","","17821","","0","0","0.2","3","111"
"","17821013","wac_paint_bot_51","","17821","","0","0","0.2","3","106111"
"","17821014","wac_paint_bot_58","","17821","","0","0","0.2","3","113"
"","17821015","0","","17821","","","","","93","0"
"","17821016","1","","17821","","","","","32","17"
"","17821017","se_sys_login_birthday_calendar_smallbrush","","17821","","0","","","23","se_common"
"","17821018","","","17821","","","","","131","1"
"","17822001","wac_idle_doya","","17822","","1","","0","3","106111"
"","17822002","wac_idle_smile_L","","17822","","1","","0","3","107111"
"","17822003","wac_no_items","","17822","","1","","0","3","111"
"","17822004","wac_no_items","","17822","","1","","0","3","113"
"","17822005","190","0","17822","","-335","","","2","106111"
"","17822006","-190","0","17822","","-335","","","2","107111"
"","17822007","190","0","17822","","-335","","","2","111"
"","17822008","-190","0","17822","","-335","","","2","113"
"","17822009","0","","17822","","","","","32","26"
"","17822010","1","","17822","","","","","32","30"
"","17822011","0","","17822","","","","","32","17"
"","17822012","wac_talk_doya_in","wac_talk_doya_loop","17822","","0","1","0.2","3","106111"
"","17822013","vo_wac_220811_100","0","17822","","0","","","21","vo_wac_220811"
"0.5","17822014","好，完成了！\n如何？這幅圖畫成品看起來十分邪惡，\n與大壞蛋很相稱對吧？\n特別是這部分之類的！","1","17822","0","10","1","0","11","106111"
"","17822015","","","17822","","","","","91","0"
"","17822016","wac_idle_doya","","17822","","1","1","0.2","3","106111"
"","17822017","wac_talk_smile_in_L","wac_talk_smile_loop_L","17822","","0","1","0.2","3","107111"
"","17822018","vo_wac_220811_101","0","17822","","0","","","21","vo_wac_220811"
"0.5","17822019","完全無法理解！\n不過，順從欲望描繪的模樣\n確實很不錯呢？\n這正是所謂的藝術♪","1","17822","0","10","1","0","11","107111"
"","17822020","","","17822","","","","","91","0"
"","17822021","0","","17822","","","","","22","0"
"","17822022","","","17822","","","","","111",""
"","17823001","wac_idle_doya","","17823","","1","","0.2","3","106111"
"","17823002","wac_idle_smile_L","","17823","","1","","0.2","3","107111"
"","17823003","wac_no_items","","17823","","1","","0.2","3","111"
"","17823004","wac_no_items","","17823","","1","","0.2","3","113"
"","17823005","190","0","17823","","-335","","","2","106111"
"","17823006","-190","0","17823","","-335","","","2","107111"
"","17823007","190","0","17823","","-335","","","2","111"
"","17823008","-190","0","17823","","-335","","","2","113"
"","17823009","0","","17823","","","","","32","26"
"","17823010","1","","17823","","","","","32","30"
"","17823011","0","","17823","","","","","32","17"
"","17823012","","","17823","","","","","91","0"
"wac_default_01","17911001","102011","-108","17911","0","202","-213","2","1","1"
"wac_default_02","17911002","111","-108","17911","0","201","-213","2","5","1"
"","17911003","21","0","17911","","0","1","1","31","21"
"","17911004","54","0","17911","","0","1","0","31","54"
"","17911005","11","0","17911","","0","1","0","31","11"
"","17911006","501","0","17911","","0","1","1","31","501"
"","17911007","wac_paint_01","","17911","","0","0","0.2","3","102011"
"","17911008","wac_paint_02","","17911","","0","0","0.2","3","111"
"","17911009","0","","17911","","","","","93","0"
"","17911010","1","","17911","","","","","32","11"
"","17911011","se_10035700_brush","","17911","","0","","","23","se_10035700"
"","17911012","300","","17911","","","","","13","102011"
"","17911013","","","17911","","","","","131","1"
"","17912001","wac_talk_sad_in","wac_talk_sad_loop","17912","","0","1","0.2","3","102011"
"","17912002","wac_no_items","","17912","","1","","0.2","3","111"
"","17912003","200","0","17912","","-340","","","2","102011"
"","17912004","200","0","17912","","-340","","","2","111"
"","17912005","0","","17912","","","","","32","21"
"","17912006","1","","17912","","","","","32","54"
"","17912007","0","","17912","","","","","32","11"
"","17912008","vo_wac_220812_000","0","17912","","0","","","21","vo_wac_220812"
"0.5","17912009","嘿咻……結束了～♪\n美美很嬌小，\n所以要畫高處的圖時\n有點辛苦呢……","1","17912","0","10","1","0","11","102011"
"","17912010","","","17912","","","","","91","0"
"","17912011","wac_talk_wish_in","wac_talk_wish_loop","17912","","0","1","0.2","3","102011"
"","17912012","vo_wac_220812_001","0","17912","","0","","","21","vo_wac_220812"
"0.5","17912013","真想快點長大呢～\n個子再長高一點後，\n畫畫也會變得輕鬆愉快吧♪","1","17912","0","10","1","0","11","102011"
"","17912014","","","17912","","","","","91","0"
"","17912015","0","","17912","","","","","22","0"
"","17913001","wac_idle_wish","","17913","","1","","0.2","3","102011"
"","17913002","wac_no_items","","17913","","1","","0.2","3","111"
"","17913003","200","0","17913","","-340","","","2","102011"
"","17913004","200","0","17913","","-340","","","2","111"
"","17913005","0","","17913","","","","","32","21"
"","17913006","1","","17913","","","","","32","54"
"","17913007","0","","17913","","","","","32","11"
"","17913008","","","17913","","","","","91","0"
"wac_default_01","18011001","103611","-108","18011","0","202","-212.75","2","1","1"
"wac_default_02","18011002","111","-108","18011","0","201","-212.75","2","5","1"
"","18011003","21","0","18011","","0","1","1","31","21"
"","18011004","30","0","18011","","0","1","0","31","30"
"","18011005","11","0","18011","","0","1","0","31","11"
"","18011006","14","0","18011","","0","1","0","31","14"
"","18011007","18","0","18011","","0","1","0","31","18"
"","18011008","501","0","18011","","0","1","1","31","501"
"","18011009","wac_paint_01","","18011","","0","0","0.2","3","103611"
"","18011010","wac_paint_02","","18011","","0","0","0.2","3","111"
"","18011011","0","","18011","","","","","93","0"
"","18011012","1","","18011","","","","","32","11"
"","18011013","se_10035700_brush","","18011","","0","","","23","se_10035700"
"","18011014","300","","18011","","","","","13","103611"
"","18011015","","","18011","","","","","131","1"
"","18012001","wac_talk_sad_in","wac_talk_sad_loop","18012","","0","1","0.2","3","103611"
"","18012002","wac_no_items","","18012","","1","","0.2","3","111"
"","18012003","415","0","18012","","-340","","","2","103611"
"","18012004","415","0","18012","","-340","","","2","111"
"","18012005","0","","18012","","","","","32","21"
"","18012006","1","","18012","","","","","32","30"
"","18012007","0","","18012","","","","","32","11"
"","18012008","1","","18012","","","","","32","14"
"","18012009","1","","18012","","","","","32","18"
"","18012010","0","","18012","","","","","93","1.8"
"","18012011","vo_wac_220813_000","0","18012","","0","","","21","vo_wac_220813"
"0.5","18012012","嗯～好像有點奇怪耶。\n這有畫好嗎？\n因為是很重要的工作，\n要確認沒有任何差錯才行！","1","18012","0","10","1","0","11","103611"
"","18012013","","","18012","","","","","91","0"
"","18012014","wac_talk_sad_loop_shy","","18012","","1","0","0.2","3","103611"
"","18012015","vo_wac_220813_001","0","18012","","0","","","21","vo_wac_220813"
"0.5","18012016","你說不用擔心，畫得很好？\n那就好。\n……謝謝你幫我確認。","1","18012","0","10","1","0","11","103611"
"","18012017","","","18012","","","","","91","0"
"","18012018","0","","18012","","","","","22","0"
"","18013001","wac_idle_sad_shy","","18013","","1","","0.2","3","103611"
"","18013002","wac_no_items","","18013","","1","","0.2","3","111"
"","18013003","415","0","18013","","-340","","","2","103611"
"","18013004","415","0","18013","","-340","","","2","111"
"","18013005","0","","18013","","","","","32","21"
"","18013006","1","","18013","","","","","32","30"
"","18013007","0","","18013","","","","","32","11"
"","18013008","0","","18013","","","","","32","14"
"","18013009","1","","18013","","","","","32","18"
"","18013010","","","18013","","","","","91","0"
"wac_default_31","18111001","101611","-167","18111","0","202","-205","2","1","1"
"wac_default_bot_41","18111002","105011","-64","18111","0","254","-350","2","1","1"
"wac_default_51","18111003","101811","230","18111","0","252","-325","2","1","1"
"wac_default_31","18111004","111","-167","18111","0","201","-205","2","5","1"
"wac_default_48","18111005","112","-64","18111","0","253","-350","2","5","1"
"wac_default_bot_52","18111006","113","230","18111","0","251","-325","2","5","1"
"","18111007","300","","18111","","","","","13","101811"
"","18111008","300","","18111","","","","","13","101611"
"","18111009","300","","18111","","","","","13","105011"
"","18111010","25","0","18111","","0","1","1","31","25"
"","18111011","30","0","18111","","0","1","0","31","30"
"","18111012","15","0","18111","","0","1","0","31","15"
"","18111013","501","0","18111","","0","1","1","31","501"
"","18111014","wac_paint_31","","18111","","0","0","0.2","3","101611"
"","18111015","wac_paint_31","","18111","","0","0","0.2","3","111"
