43b64ff85a9a2c5eddde117aaa5db8df2e40ae07abe71be62dfd223c8d4dd30b,02aaf5bb0af5e99e0ac26fc2b88d850f9629eb0fdf56c384190cc29f6e8ab74c,52b4506a47f0dc3d44aa10211ae26b1a1953f58ec1a07af8324bb0a95c5224ff,28535364e9402b79b5b241c557f976209d586b433ecb17dce26cec3d11c89ceb,286b9c8cfb71354896940eb41fb6cc9fbf2cfb12f6a28195b724670c3e466926,aaf7fcd014655277583a8956b56544e022b2c9ac191a7e85e92593fc205995a0,875ff19ca029bf45d9edf5efc900e786a7bf65800669bc1913b1a2e17ed621f7,472be4bdd00cbb934f8527e933712bfff9c2a4e213439a32792bbf648eabd9f6,7613828c25984f23fbe3c00f71bdf27cc0091a002757cb8b37762fe9109bcdc3,26257257432995948c819b2f7744ca0cf6c43042ec2cbfefe3e9478a55b556b8,ab5a97444579129d65ac486621951e0bf7e46f9e4e5865a28964b4ac7269b58e,0917f61818d2914b7122b63ee567042f313524de32d0165ea7c5363cea18ce4f,0a895c56fe9037775d3551df7d6026cec327a26fb57e916eacc972cae65b00fa
"vo_minigame_1012_result_2080","22300148","9","4","5","0","雖然有讀書了，\n但還是一堆不懂的東西……\n秀才老師，救救人家～","4","1","2","0","2","3001"
"vo_minigame_1012_result_2081","22300149","9","3","5","2.67","果然很難耶……\n但是感覺下一次能答對更多題！","4","2","2","0","2","3001"
"vo_minigame_1012_result_2082","22300150","9","6","5","4.68","題目那麼難，\n這分數很可以了吧？\n咦？感覺還能更好？","10","2","2","0","2","3001"
"vo_minigame_1012_result_2083","22300151","9","9","5","0","哪裡錯了呢？\n人家完全不曉得……\n不愧是很難的題目。","9","2","2","0","2","3001"
"vo_minigame_1012_result_2084","22300152","9","3","5","3.55","雖然難到爆，\n但要做的事還是一樣的吧？\n人家也會跟著秀才的，\n就腳踏實地地努力吧！","0","3","2","0","2","3001"
"vo_minigame_1012_result_2085","22300153","9","6","5","2.51","果然難翻天了……\n對了，猶豫的話，\n使用提示也是很可以的吧？","4","3","2","0","2","3001"
"vo_minigame_1012_result_2086","22300154","9","5","5","6.15","果然考試\n不能想說船到橋頭自然直？\n只能記起來嗎？\n那就只能努力了……","9","3","2","0","2","3001"
"vo_minigame_1012_result_2087","22300155","4","9","1","4.12","本來以為可以的，\n但卻不是那麼一回事？\n考試真的好殘酷……","4","1","2","6","2","3001"
"vo_minigame_1012_result_2088","22300156","4","4","1","0.01","唔嗯……完全不懂！\n但這是簡單的題目吧……？\n要再試一次嗎？","4","1","2","6","2","3001"
"vo_minigame_1012_result_2089","22300157","4","3","1","5.28","我們還在\n學習中嘛……\n之後才會展現成果吧？\n對吧，秀才！","0","1","2","0","2","3001"
"vo_minigame_1012_result_2090","22300158","4","3","1","2.89","一點一滴記起來就OK了吧！\n跟人家一起學習吧！","0","2","2","0","2","3001"
"vo_minigame_1012_result_2091","22300159","4","7","1","5.45","即使不擅長讀書，\n但人家很喜歡跟秀才一起學習！\n所以說，\n能再教人家一次嗎？","0","2","2","0","2","3001"
"vo_minigame_1012_result_2092","22300160","4","10","1","4.29","即使記了也馬上就忘，\n該怎麼辦才好？\n啊，這種時候，\n就是要複習？","4","2","2","3","2","3001"
"vo_minigame_1012_result_2093","22300161","4","8","1","4.64","太難了！\n腦筋都要秀逗了！\n秀才，\n吹吹人家的頭～","4","3","2","6","2","3001"
"vo_minigame_1012_result_2094","22300162","4","5","1","3.14","題目難到翻好難過～\n但是秀才很努力，\n人家也要加油！","9","3","2","0","2","3001"
"vo_minigame_1012_result_2095","22300163","4","4","1","6.59","跟秀才同分，\n人家好像有點安心了，\n我們一起加油吧～！\n可別丟下人家喔！","7","3","2","0","2","3001"
"vo_minigame_1012_result_2096","22300164","0","3","0","0","……總之，不會有比這更低分了，\n下次來個大逆轉，\n讓分數飆升吧！","3","1","2","0","2","3001"
"vo_minigame_1012_result_2097","22300165","0","10","0","2.2","這是0分嘛……\n對了，下次要不要試試看，\n用擲鉛筆來選答案的作戰？","9","1","2","5","2","3001"
"vo_minigame_1012_result_2098","22300166","0","4","0","0.01","有時候會沒辦法思考呢……\n秀才也有過那種感覺嗎？","4","1","2","6","2","3001"
"vo_minigame_1012_result_2099","22300167","0","2","0","2.8","咦？秀才也考0分？\n那就跟人家一樣了嘛♪\n不過也別急，\n我們一起學習吧！","6","2","2","3","2","3001"
"vo_minigame_1012_result_2100","22300168","0","4","0","3.22","唔唔唔～0分……！\n即使記起來了也馬上就忘，\n讀書真的好辛苦。","9","2","2","6","2","3001"
"vo_minigame_1012_result_2101","22300169","0","0","0","2.1","0分呢……\n不過沒事沒事，\n只要能雪恥，結果就沒問題！","4","2","2","11","2","3001"
"vo_minigame_1012_result_2102","22300170","0","2","0","2.74","吃點點心休息一下，\n再來雪恥吧！\n吃了甜食後一定可以的吧！","0","3","2","3","2","3001"
"vo_minigame_1012_result_2103","22300171","0","9","0","3","秀才你也覺得\n這難翻天了嗎？\n那這份測驗，\n不就誰都沒辦法答對？","6","3","2","9","2","3001"
"vo_minigame_1012_result_2104","22300172","0","2","0","4.37","……奇怪？\n我把0看成〇了！\n呀哈，\n我可能稍微湧出幹勁了！","10","3","2","0","2","3001"
"vo_minigame_1012_gamestart_200","23100101","0","0","0","0.01","好～加油吧～","0","0","2","10","3","1001"
"vo_minigame_1012_gamestart_201","23100102","0","2","0","0","學習，\n學習～！","2","0","2","0","3","1001"
"vo_minigame_1012_gamestart_202","23100103","0","3","0","0","秀才，請多指教～","3","0","2","0","3","1001"
"vo_minigame_1012_gamestart_203","23100201","-1","0","3","0.01","重複複習很重要呢♪","0","0","2","4","3","1002"
"vo_minigame_1012_gamestart_204","23100202","-1","7","3","0","那個那個，再多教人家一點～","7","0","2","0","3","1002"
"vo_minigame_1012_gamestart_205","23100301","1","5","1","0","首先從這開始……！","5","0","2","0","3","1003"
"vo_minigame_1012_gamestart_206","23100302","1","0","1","0","請多指教，手下留情～","0","0","2","0","3","1003"
"vo_minigame_1012_gamestart_207","23100303","2","6","2","0","好像還蠻難的喔？","6","0","2","0","3","1003"
"vo_minigame_1012_gamestart_208","23100304","2","5","2","0","OK～人家努力看看……！","5","0","2","0","3","1003"
"vo_minigame_1012_gamestart_209","23100305","3","4","3","0","慘了，這難翻天了……！","4","0","2","0","3","1003"
"vo_minigame_1012_gamestart_210","23100306","3","10","3","0","這是會讓腦筋秀逗的東西吧？","10","0","2","0","3","1003"
"vo_minigame_1012_gamestart_211","23100401","0","3","0","0","OK～人家也不會放棄的～","3","0","2","0","3","1004"
"vo_minigame_1012_gamestart_212","23100402","0","2","0","0","再複習一次吧！","2","0","2","0","3","1004"
"vo_minigame_1012_gamestart_213","23100501","0","3","0","0","我有看到\n你和凱留寶\n一起讀書♪","3","0","2","0","3","1005"
"vo_minigame_1012_gamestart_214","23100502","0","0","0","0","人家也像凱留寶一樣戴眼鏡試試看吧？","0","0","2","0","3","1005"
"vo_minigame_1012_start_200","23110101","0","3","0","0","來吧～！","3","0","2","0","3","1101"
"vo_minigame_1012_start_201","23110102","0","4","0","0","答得出來嗎？","4","0","2","0","3","1101"
"vo_minigame_1012_start_202","23110103","0","2","0","0","秀才老師～！","2","0","2","0","3","1101"
"vo_minigame_1012_start_203","23110201","0","5","0","0","還早得很！","5","0","2","0","3","1102"
"vo_minigame_1012_start_204","23110202","0","0","0","0","來反攻吧！","0","0","2","0","3","1102"
"vo_minigame_1012_start_205","23110203","0","5","0","0","專心，專心！","5","0","2","0","3","1102"
"vo_minigame_1012_start_206","23110301","4","3","2","0","現在才開始！","3","0","2","0","3","1103"
"vo_minigame_1012_start_207","23110302","4","3","2","0","積極進攻囉！","3","0","2","0","3","1103"
"vo_minigame_1012_start_208","23110303","4","2","2","0","氣氛嗨起來～","2","0","2","0","3","1103"
"vo_minigame_1012_start_209","23110304","7","2","5","0","加油～加油～！","2","0","2","0","3","1103"
"vo_minigame_1012_start_210","23110305","7","5","5","0","還有一半……！","5","0","2","0","1","1103"
"vo_minigame_1012_start_211","23110306","7","5","5","0","下半場……！","5","0","2","0","1","1103"
"vo_minigame_1012_start_212","23110307","10","0","8","0","差不多要結束了！","0","0","2","0","1","1103"
"vo_minigame_1012_start_213","23110308","10","2","8","0","還剩一點！","2","0","2","0","1","1103"
"vo_minigame_1012_start_214","23110309","10","5","8","0","再堅持一下……！","5","0","2","0","1","1103"
"vo_minigame_1012_start_215","23110401","2","0","2","0","能選到正確答案就好了呢。","0","0","2","0","3","1104"
"vo_minigame_1012_start_216","23110402","2","6","2","0","哪個是正確答案呢～？","6","0","2","0","3","1104"
"vo_minigame_1012_start_217","23110403","2","0","2","0","好像是單選！","0","0","2","0","3","1104"
"vo_minigame_1012_start_218","23110404","1","3","1","0","是是非題呢！","3","0","2","0","3","1104"
"vo_minigame_1012_start_219","23110405","1","6","1","0","是〇嗎？還是×？","6","0","2","0","3","1104"
"vo_minigame_1012_start_220","23110406","1","0","1","0","你覺得是哪個？","0","0","2","0","3","1104"
"vo_minigame_1012_start_221","23110407","3","2","3","0","要選出所有\n正確答案！","2","0","2","0","3","1104"
"vo_minigame_1012_start_222","23110408","3","0","3","0","好像有好幾個正確答案。","0","0","2","0","3","1104"
"vo_minigame_1012_start_223","23110409","3","6","3","0","好像只要選出正確答案～","6","0","2","0","3","1104"
"vo_minigame_1012_start_227","23110501","0","6","0","0","人家可能知道答案！","6","0","2","0","3","1105"
"vo_minigame_1012_start_228","23110502","0","5","0","0","呃……人家記得……","5","0","2","0","3","1105"
"vo_minigame_1012_start_229","23110503","0","10","0","0","之前有答對過嗎？","10","0","2","0","3","1105"
"vo_minigame_1012_start_224","23110601","0","4","0","0","好難的題目……！","4","0","2","0","3","1106"
"vo_minigame_1012_start_225","23110602","0","10","0","0","這是什麼啊？","10","0","2","0","3","1106"
"vo_minigame_1012_start_226","23110603","0","0","0","0","有看過吧？","0","0","2","0","3","1106"
"vo_minigame_1012_start_230","23110701","0","3","0","0","好，快了快了！","3","0","2","0","3","1107"
"vo_minigame_1012_start_231","23110702","0","2","0","0.01","再一題～♪","2","0","2","4","3","1107"
"vo_minigame_1012_start_232","23110801","0","6","0","0","奇怪，\n這下超不妙的吧……？","6","0","2","0","3","1108"
"vo_minigame_1012_start_233","23110802","0","4","0","0","這個，是不及格吧……？","4","0","2","0","3","1108"
"vo_minigame_1012_correct_200","23120101","0","6","0","0","原來如此～","6","0","2","0","3","1201"
"vo_minigame_1012_correct_201","23120102","0","2","0","0","是這樣啊～！","2","0","2","0","3","1201"
"vo_minigame_1012_correct_202","23120103","0","3","0","0.01","耶～！","3","0","2","11","3","1201"
"vo_minigame_1012_correct_203","23120104","0","3","0","0","答對了～！","3","0","2","0","3","1201"
"vo_minigame_1012_correct_204","23120105","0","1","0","0.01","嗯嗯……！","1","0","2","2","3","1201"
"vo_minigame_1012_correct_205","23120106","0","6","0","0","我不曉得……","6","0","2","0","3","1201"
"vo_minigame_1012_correct_206","23120107","0","3","0","0","很完美嘛！","3","0","2","0","3","1201"
"vo_minigame_1012_correct_210","23120201","3000","6","0","0","快到爆～","6","0","2","0","3","1202"
"vo_minigame_1012_correct_211","23120202","3000","6","0","0","等一下！","6","0","2","0","3","1202"
"vo_minigame_1012_correct_212","23120203","6000","6","3001","0.01","真是的～下一題！？","6","0","2","8","3","1202"
"vo_minigame_1012_correct_213","23120204","6000","6","3001","0.01","太快了吧！？","6","0","2","8","3","1202"
"vo_minigame_1012_correct_214","23120205","6000","3","3001","0","很行嘛！","3","0","2","0","3","1202"
"vo_minigame_1012_correct_216","23120206","-1","4","13333","0","好難喔。","4","0","2","0","3","1202"
"vo_minigame_1012_correct_220","23120301","0","3","0","0","氣氛超級嗨～","3","0","2","0","3","1203"
"vo_minigame_1012_correct_224","23120401","0","3","0","0","輕輕鬆鬆嘛！","3","0","2","0","3","1204"
"vo_minigame_1012_correct_226","23120402","0","3","0","0","已經～很完美囉！","3","0","2","0","3","1204"
"vo_minigame_1012_correct_221","23120501","0","2","0","0","答對了～！！","2","0","2","0","3","1205"
"vo_minigame_1012_correct_222","23120502","0","3","0","0","來雪恥吧！","3","0","2","0","3","1205"
"vo_minigame_1012_correct_227","23120601","-1","2","3","0","不錯喔～","2","0","2","0","3","1206"
"vo_minigame_1012_correct_229","23120602","-1","3","3","0.01","嗨起來～！","3","0","2","4","3","1206"
"vo_minigame_1012_correct_230","23120701","-1","5","3","0","好戲現在才開始！","5","0","2","0","3","1207"
"vo_minigame_1012_incorrect_200","23130101","0","4","0","0.01","唔～嗯……","4","0","2","6","3","1301"
"vo_minigame_1012_incorrect_201","23130102","0","4","0","0","怎麼會～","4","0","2","0","3","1301"
"vo_minigame_1012_incorrect_202","23130103","0","10","0","0","是這樣啊～！","10","0","2","0","3","1301"
"vo_minigame_1012_incorrect_203","23130104","0","9","0","0","騙人～！？","9","0","2","0","3","1301"
"vo_minigame_1012_incorrect_204","23130105","0","4","0","0","答錯了？","4","0","2","0","3","1301"
"vo_minigame_1012_incorrect_205","23130106","0","4","0","0.01","震驚……","4","0","2","6","3","1301"
"vo_minigame_1012_incorrect_206","23130107","0","9","0","0","為什麼為什麼～！","9","0","2","0","3","1301"
"vo_minigame_1012_incorrect_210","23130201","3000","6","0","0.01","真的嗎！？","6","0","2","8","3","1302"
"vo_minigame_1012_incorrect_211","23130202","3000","6","0","0.01","秀才！？","6","0","2","8","3","1302"
"vo_minigame_1012_incorrect_212","23130203","6000","4","3001","0","奇怪……？","4","0","2","0","3","1302"
"vo_minigame_1012_incorrect_213","23130204","6000","4","3001","0","答錯了！？","4","0","2","0","3","1302"
"vo_minigame_1012_incorrect_214","23130205","6000","4","3001","0","別急喔！","4","0","2","0","3","1302"
"vo_minigame_1012_incorrect_215","23130206","-1","4","20000","0","時間到了？","4","0","2","0","3","1302"
"vo_minigame_1012_incorrect_220","23130301","0","9","0","0","真的莫名其妙～","9","0","2","0","3","1303"
"vo_minigame_1012_incorrect_221","23130401","0","10","0","0","人家忘了……","10","0","2","0","3","1304"
"vo_minigame_1012_incorrect_222","23130402","0","4","0","0","是這樣嗎？","4","0","2","0","3","1304"
"vo_minigame_1012_incorrect_224","23130501","0","10","0","0","剛好出局？","10","0","2","0","3","1305"
"vo_minigame_1012_incorrect_225","23130502","0","5","0","0","真可惜～！","5","0","2","0","3","1305"
"vo_minigame_1012_hint_200","23140101","0","5","0","0","唔唔唔……","5","0","2","0","3","1401"
"vo_minigame_1012_hint_201","23140102","0","5","0","0","是哪個呢～？","5","0","2","0","3","1401"
"vo_minigame_1012_hint_202","23140103","0","4","0","0","不知道啦～","4","0","2","0","3","1401"
"vo_minigame_1012_hint_203","23140104","0","5","0","0","思考中……","5","0","2","0","3","1401"
"vo_minigame_1012_hint_204","23140105","0","5","0","0.01","人、人家沒睡著……！","5","0","2","7","3","1401"
"vo_minigame_1012_hint_205","23140106","0","2","0","0.01","哼哼哼～哼♪","2","0","2","4","3","1401"
"vo_minigame_1012_hint_206","23140107","0","3","0","0.01","呀哈，\n對到眼了呢♪","3","0","2","11","3","1401"
"vo_minigame_1012_hint_207","23140108","0","0","0","0","那個，要吃點心嗎？","0","0","2","0","3","1401"
"vo_minigame_1012_hint_208","23140109","0","4","0","0","腦袋要秀逗了……","4","0","2","0","3","1401"
"vo_minigame_1012_hint_209","23140110","0","10","0","0","感覺好像\n是這個吧？","10","0","2","0","3","1401"
"vo_minigame_1012_hint_210","23140201","0","4","0","0","這沒有答案吧……？","4","0","2","0","3","1402"
"vo_minigame_1012_hint_211","23140202","0","10","0","0","莫名其妙，笑死～","10","0","2","0","3","1402"
"vo_minigame_1012_hint_212","23140203","0","9","0","0","根本難到爆～","9","0","2","0","3","1402"
"vo_minigame_1012_hint_213","23150101","20000","0","3001","0","給人家提示～！","0","0","2","0","3","1501"
"vo_minigame_1012_hint_214","23150102","20000","2","3001","0","幫幫人家～","2","0","2","0","3","1501"
"vo_minigame_1012_hint_215","23150103","20000","3","3001","0","提示來吧～！","3","0","2","0","3","1501"
"vo_minigame_1012_hint_216","23150104","3000","2","0","0","提示提示～！","2","0","2","0","3","1501"
"vo_minigame_1012_hint_217","23150105","3000","8","0","0","救救人家～","8","0","2","0","3","1501"
"vo_minigame_1012_tap_200","23160101","4","6","1","0.01","哇啊！\n嚇人家一跳！","6","0","2","8","3","1601"
"vo_minigame_1012_tap_201","23160102","4","3","1","0.01","哈嚕哈嚕～","3","0","2","11","3","1601"
"vo_minigame_1012_tap_202","23160103","9","2","5","0.01","耶～！","2","0","2","4","3","1601"
"vo_minigame_1012_tap_203","23160104","9","7","5","0","要讓氣氛嗨起來嗎？","7","0","2","0","3","1601"
"vo_minigame_1012_tap_204","23160105","-1","2","10","0","很癢啦～！","2","0","2","0","3","1601"
"vo_minigame_1012_tap_205","23160106","-1","3","10","0.01","氣氛超級嗨～♪","3","0","2","11","3","1601"
"vo_minigame_1012_select_200","23200101","0","0","0","0","要教人家哪個科目？","0","0","2","0","3","2001"
"vo_minigame_1012_select_201","23200102","0","8","0","0","每個好像都很難呢。","8","0","2","0","3","2001"
"vo_minigame_1012_select_202","23200103","0","7","0","0.99","那個，說「預備」後一起選嗎？","0","0","2","0","3","2001"
"vo_minigame_1012_archive_200","23400101","0","3","0","3.43","重新看過之前教人家的內容，\n就叫做預習複習……\n……對吧！","2","0","2","0","3","4001"
