70cf381a88472b078e85a9400fd1a12bb91f77756dd3ff85e142ac2473881dcc,28f91e278b81d34aa6a006df73da16f05abfbcc9cd10ad46444b23bcafdc3bd9,d0e7d18fd65a1cd1b17c697512ed33c0f2d2b4d83fd4c4b2dfc1df3b58809bd1,b8254e6f5ee9c58b78faa53ca88b84f116eb5ec9576c306937a4828f11e53c05,fc3323c23e48e9037ba8a1543c6d93b1d58d3c8b609dc0923adc5cc1cd2dd925,20614b007a2a65dfb5c384de6f70a4604c0a33f099cf490cf22f2881a1eee0de,74610f16820039b8a8565de83d0c2033215b2159793c36fdfd1c75dab1c0e253,1a244658bd33818b3091280c3e5f6b7782583cfb5102212c52b6fe37d2e78b28,fd29181b2e7741940b843d8a29dadcc909926c5dbcd2ff5a5f05f6710fa37a57,bf06aa7f758bdf27cb22c3e46334102ce7615d813dccb10413f5b04bc8a5b26f,276c48ecba6e7b2d030b6996e63a6810a77eeec33843d60f1f7cdde3e36753c0
"","1000001","","3","","40012","travel_topdrama_r_4001_A_01","0.2","","1","1400120014"
"2.3","1000001","","2","","40012","60","","","-75","1400120015"
"","1000002","","3","","40012","travel_topdrama_r_4001_B_01","0.2","","1","1400120016"
"2.3","1000002","","2","","40012","-60","","","-100","1400120017"
"","2","","93","","40012","0","","","","1400120018"
"","se_travel_top","","23","","40012","se_travel_top_yamagami_rumble","","","0","1400120019"
"","5","","122","","40012","5","","","1.3","1400120020"
"","0.3","","93","","40012","0","","","","1400120021"
"","7.5","","122","","40012","7.5","","","2.5","1400120022"
"","se_travel_top","","23","","40012","se_travel_top_yamagami_emote_common","","","0","1400120023"
"","1000001","","3","","40012","travel_topdrama_r_4001_A_02","0.2","","0","1400120024"
"0","1000001","","12","","40012","3","","0","0.3","1400120025"
"","0.1","","93","","40012","0","","","","1400120026"
"","1000002","","3","","40012","travel_topdrama_r_4001_B_02","0.2","","0","1400120027"
"0","1000002","","12","","40012","3","","0","0.2","1400120028"
"","0.6","","93","","40012","0","","","","1400120029"
"","10","","122","","40012","10","","","4","1400120030"
"disappear","6","","3","","40012","run","0","","0","1400120031"
"","400102","","32","","40012","1","","","","1400120032"
"","400103","","32","","40012","1","","","","1400120033"
"","0.5","","93","","40012","0","","","","1400120034"
"","se_travel_top","","23","","40012","se_travel_top_yamagami_passaway","","","0","1400120035"
"","0.2","","93","","40012","0","","","","1400120036"
"","se_travel_top","","23","","40012","se_travel_top_yamagami_pass_wind","","","0","1400120037"
"","0.2","","93","","40012","0","","","","1400120038"
"","se_travel_top","","23","","40012","se_travel_top_yamagami_rumble2","","","0","1400120039"
"","se_travel_top","","23","","40012","se_travel_top_yamagami_rolling","","","0","1400120040"
"","400104","","32","","40012","1","","","","1400120041"
"","1000002","","3","","40012","travel_topdrama_r_4001_B_03","0.2","","0","1400120042"
"","0.1","","93","","40012","0","","","","1400120043"
"","1000001","","3","","40012","travel_topdrama_r_4001_A_03","0.2","","0","1400120044"
"","1.75","","93","","40012","0","","","","1400120045"
"","400105","","32","","40012","1","","","","1400120046"
"","0.2","","93","","40012","0","","","","1400120047"
"","se_travel_top","","23","","40012","se_travel_top_yamagami_drop_box","","","0","1400120048"
"","1.55","","93","","40012","0","","","","1400120049"
"","","","111","","40012","","","","","1400120050"
"","0","","91","","40012","","","","","1400120051"
"25","1","travel_topdrama_r_4001_idle_A","1","0","40021","1000001","0.8","-55","50","1400210001"
"-25","1","travel_topdrama_r_4001_idle_B","1","0","40021","1000002","0.8","-65","51","1400210002"
"0","0","normal","5","0","40021","0","1","-75","55","1400210003"
"","0","","91","","40021","0","","","","1400210004"
"","1000001","","3","0","40021","travel_topdrama_r_4001_idle_A","0.2","","1","1400210005"
"","1000002","","3","0","40021","travel_topdrama_r_4001_idle_B","0.2","","1","1400210006"
"","0","","91","","40021","0","","","","1400210007"
"","1400210005","","101","","40021","","","","","1400210008"
"","0","","91","","40021","0","","","","1400210009"
"-390","1","travel_topdrama_r_4000_idle","1","0","40022","1000001","1.46","-75","49","1400220001"
"-510","1","travel_topdrama_r_4000_idle","1","0","40022","1000002","1.46","-100","50","1400220002"
"0","6","disappear","5","1","40022","6","0.6","-150","55","1400220003"
"0","400200","","31","","40022","400200","1","1","0","1400220004"
"0","400201","","31","","40022","400201","1","1","0","1400220005"
"0","400202","","31","","40022","400202","0","1","0","1400220006"
"0","400203","","31","","40022","400203","0","1","0","1400220007"
"190","400204","","31","","40022","400204","0","1","140","1400220008"
"0","400205","","31","","40022","400205","0","1","0","1400220009"
"0","400002","","31","","40022","400002","0","1","0","1400220010"
"","0","","91","","40022","0","","","","1400220011"
"","400002","","32","","40022","1","","","","1400220012"
"","se_travel_top","","23","","40022","se_travel_top_yamagami_foot","","","0","1400220013"
"","1000001","","3","","40022","travel_topdrama_r_4001_A_01","0.2","","1","1400220014"
"2.3","1000001","","2","","40022","60","","","-75","1400220015"
"","1000002","","3","","40022","travel_topdrama_r_4001_B_01","0.2","","1","1400220016"
"2.3","1000002","","2","","40022","-60","","","-100","1400220017"
"","2","","93","","40022","0","","","","1400220018"
"","se_travel_top","","23","","40022","se_travel_top_yamagami_rumble","","","0","1400220019"
"","5","","122","","40022","5","","","1.3","1400220020"
"","0.3","","93","","40022","0","","","","1400220021"
"","7.5","","122","","40022","7.5","","","2.5","1400220022"
"","se_travel_top","","23","","40022","se_travel_top_yamagami_emote_common","","","0","1400220023"
"","1000001","","3","","40022","travel_topdrama_r_4001_A_02","0.2","","0","1400220024"
"0","1000001","","12","","40022","3","","0","0.3","1400220025"
"","0.1","","93","","40022","0","","","","1400220026"
"","1000002","","3","","40022","travel_topdrama_r_4001_B_02","0.2","","0","1400220027"
"0","1000002","","12","","40022","3","","0","0.2","1400220028"
"","0.6","","93","","40022","0","","","","1400220029"
"","10","","122","","40022","10","","","4","1400220030"
"disappear","6","","3","","40022","run","0","","0","1400220031"
"","400202","","32","","40022","1","","","","1400220032"
"","400203","","32","","40022","1","","","","1400220033"
"","0.5","","93","","40022","0","","","","1400220034"
"","se_travel_top","","23","","40022","se_travel_top_yamagami_passaway","","","0","1400220035"
"","0.2","","93","","40022","0","","","","1400220036"
"","se_travel_top","","23","","40022","se_travel_top_yamagami_pass_wind","","","0","1400220037"
"","0.2","","93","","40022","0","","","","1400220038"
"","se_travel_top","","23","","40022","se_travel_top_yamagami_rumble2","","","0","1400220039"
"","se_travel_top","","23","","40022","se_travel_top_yamagami_rolling","","","0","1400220040"
"","400204","","32","","40022","1","","","","1400220041"
"","1000002","","3","","40022","travel_topdrama_r_4001_B_03","0.2","","0","1400220042"
"","0.1","","93","","40022","0","","","","1400220043"
"","1000001","","3","","40022","travel_topdrama_r_4001_A_03","0.2","","0","1400220044"
"","1.75","","93","","40022","0","","","","1400220045"
"","400205","","32","","40022","1","","","","1400220046"
"","0.2","","93","","40022","0","","","","1400220047"
"","se_travel_top","","23","","40022","se_travel_top_yamagami_drop_box","","","0","1400220048"
"","se_travel_top","","23","","40022","se_travel_top_yamagami_drop_silverbox","","","0","1400220049"
"","1.55","","93","","40022","0","","","","1400220050"
"","","","111","","40022","","","","","1400220051"
"","0","","91","","40022","","","","","1400220052"
"0","5","idle","5","0","40051","5","0.3","-23","50","1400510001"
"0","0","normal","5","0","40051","0","1","-43","55","1400510002"
"","0","","91","","40051","0","","","","1400510003"
"","5","","3","0","40051","idle","0","","1","1400510004"
"","0","","91","","40051","0","","","","1400510005"
"","1400510004","","101","","40051","","","","","1400510006"
"","0","","91","","40051","0","","","","1400510007"
"-640","1","travel_topdrama_r_4000_idle","1","0","40052","1000001","1.46","-110","50","1400520001"
"210","5","disappear","5","0","40052","5","0.4","-110","50","1400520002"
"0","400500","","31","","40052","400500","1","1","0","1400520003"
"-100","400501","","31","","40052","400501","0","1","0","1400520004"
"-100","400502","","31","","40052","400502","0","1","0","1400520005"
"0","400503","","31","","40052","400503","0","1","0","1400520006"
"0","400504","","31","","40052","400504","0","1","0","1400520007"
"0","400505","","31","","40052","400505","0","1","0","1400520008"
"0","400506","","31","","40052","400506","0","1","0","1400520009"
"0","400507","","31","","40052","400507","0","1","0","1400520010"
"0","400508","","31","","40052","400508","0","1","0","1400520011"
"0","400509","","31","","40052","400509","0","1","0","1400520012"
"-70","400510","","31","","40052","400510","1","1","400","1400520013"
"0","400005","","31","","40052","400005","0","1","0","1400520014"
"","0","","91","","40052","0","","","","1400520015"
"","400005","","32","","40052","1","","","","1400520016"
"","se_travel_top","","23","","40052","se_travel_top_pitfall_foot1","","","0","1400520017"
"","1000001","","3","","40052","travel_topdrama_r_4000_run_normal","0.2","","1","1400520018"
"1","1000001","","2","","40052","-300","","","-110","1400520019"
"","1","","93","","40052","0","","","","1400520020"
"","se_travel_top","","23","","40052","se_travel_top_pitfall_emote_note","","","0","1400520021"
"travel_topdrama_r_4000_idle_surprise1","1000001","","3","0.2","40052","travel_topdrama_r_4000_surprise","0.2","1","0","1400520022"
"0","1000001","","12","","40052","10","","0","0.3","1400520023"
"","1.2","","93","","40052","0","","","","1400520024"
"","se_travel_top","","23","","40052","se_travel_top_pitfall_foot2","","","0","1400520025"
"","1000001","","3","","40052","travel_topdrama_r_4000_run_joy","0.2","","1","1400520026"
"0.8","1000001","","2","","40052","0","","","-110","1400520027"
"","0.8","","93","","40052","0","","","","1400520028"
"","se_travel_top","","23","","40052","se_travel_top_pitfall_open_hole","","","0","1400520029"
"","400501","","32","","40052","1","","","","1400520030"
"","400502","","32","","40052","1","","","","1400520031"
"","1000001","","3","","40052","travel_topdrama_r_4005_fall1","0","","1","1400520032"
"","0.3","","93","","40052","0","","","","1400520033"
"","se_travel_top","","23","","40052","se_travel_top_pitfall_panic","","","0","1400520034"
"","400505","","32","","40052","1","","","","1400520035"
"","1","","93","","40052","0","","","","1400520036"
"","se_travel_top","","23","","40052","se_travel_top_pitfall_fall","","","0","1400520037"
"","1000001","","3","","40052","travel_topdrama_r_4005_fall2","0","","0","1400520038"
"","400506","","32","","40052","1","","","","1400520039"
"","400507","","32","","40052","1","","","","1400520040"
"","0.3","","93","","40052","0","","","","1400520041"
"","se_travel_top","","23","","40052","se_travel_top_pitfall_drillmall1","","","0","1400520042"
"","5","","3","","40052","appear","0","","0","1400520043"
"","0.3","","93","","40052","0","","","","1400520044"
"","se_travel_top","","23","","40052","se_travel_top_pitfall_drillmall2","","","0","1400520045"
"","0.7","","93","","40052","0","","","","1400520046"
"","se_travel_top","","23","","40052","se_travel_top_pitfall_wipe","","","0","1400520047"
"","400503","","32","","40052","1","","","","1400520048"
"","0.2","","93","","40052","0","","","","1400520049"
"","1000001","","3","","40052","travel_topdrama_r_4005_fall3","0","","1","1400520050"
"0.01","1000001","","2","","40052","-200","","","-60","1400520051"
"","5","","3","","40052","disappear","0","","0","1400520052"
"0.01","400510","","33","","40052","200","","","-10","1400520053"
"","400501","","32","","40052","0","","","","1400520054"
"","400502","","32","","40052","0","","","","1400520055"
"","400504","","32","","40052","1","","","","1400520056"
"","400507","","32","","40052","0","","","","1400520057"
"","0.2","","93","","40052","0","","","","1400520058"
"","400508","","32","","40052","1","","","","1400520059"
"","400509","","32","","40052","1","","","","1400520060"
"","1000001","","3","","40052","travel_topdrama_r_4005_fall4","0.2","","0","1400520061"
"","0.1","","93","","40052","0","","","","1400520062"
"","se_travel_top","","23","","40052","se_travel_top_pitfall_bodyfall","","","0","1400520063"
"","0.9","","93","","40052","0","","","","1400520064"
"","se_travel_top","","23","","40052","se_travel_top_pitfall_lookig_around","","","0","1400520065"
"","1.3","","93","","40052","0","","","","1400520066"
"","se_travel_top","","23","","40052","se_travel_top_pitfall_emote_notice","","","0","1400520067"
"0","1000001","","12","","40052","4","20","0","0.01","1400520068"
"","1400520061","","91","","40052","","","","","1400520069"
"","se_travel_top","","23","","40052","se_travel_top_pitfall_emote_joy","","","0","1400520070"
"","1000001","","3","","40052","travel_topdrama_r_4005_guts","0.2","","0","1400520071"
"","1","","93","","40052","0","","","","1400520072"
"","","","111","","40052","","","","","1400520073"
"","0","","91","","40052","","","","","1400520074"
"0","5","idle","5","0","40061","5","0.3","-23","50","1400610001"
"0","0","normal","5","0","40061","0","1","-43","55","1400610002"
"","0","","91","","40061","0","","","","1400610003"
"","5","","3","0","40061","idle","0","","1","1400610004"
"","0","","91","","40061","0","","","","1400610005"
"","1400610004","","101","","40061","","","","","1400610006"
"","0","","91","","40061","0","","","","1400610007"
"-640","1","travel_topdrama_r_4000_idle","1","0","40062","1000001","1.46","-110","50","1400620001"
"210","5","disappear","5","0","40062","5","0.4","-110","50","1400620002"
"0","400600","","31","","40062","400600","1","1","0","1400620003"
"-100","400601","","31","","40062","400601","0","1","0","1400620004"
"-100","400602","","31","","40062","400602","0","1","0","1400620005"
"0","400603","","31","","40062","400603","0","1","0","1400620006"
"0","400604","","31","","40062","400604","0","1","0","1400620007"
"0","400605","","31","","40062","400605","0","1","0","1400620008"
"0","400606","","31","","40062","400606","0","1","0","1400620009"
"0","400607","","31","","40062","400607","0","1","0","1400620010"
"0","400608","","31","","40062","400608","0","1","0","1400620011"
"0","400609","","31","","40062","400609","0","1","0","1400620012"
"-70","400610","","31","","40062","400610","1","1","400","1400620013"
"-10","400611","","31","","40062","400611","0","1","200","1400620014"
"0","400006","","31","","40062","400006","0","1","0","1400620015"
"","0","","91","","40062","0","","","","1400620016"
"","400006","","32","","40062","1","","","","1400620017"
"","se_travel_top","","23","","40062","se_travel_top_pitfall_foot1","","","0","1400620018"
"","1000001","","3","","40062","travel_topdrama_r_4000_run_normal","0.2","","1","1400620019"
"1","1000001","","2","","40062","-300","","","-110","1400620020"
"","1","","93","","40062","0","","","","1400620021"
"","se_travel_top","","23","","40062","se_travel_top_pitfall_emote_note","","","0","1400620022"
"travel_topdrama_r_4000_idle_surprise1","1000001","","3","0.2","40062","travel_topdrama_r_4000_surprise","0.2","1","0","1400620023"
"0","1000001","","12","","40062","10","","0","0.3","1400620024"
"","1.2","","93","","40062","0","","","","1400620025"
"","se_travel_top","","23","","40062","se_travel_top_pitfall_foot2","","","0","1400620026"
"","1000001","","3","","40062","travel_topdrama_r_4000_run_joy","0.2","","1","1400620027"
"0.8","1000001","","2","","40062","0","","","-110","1400620028"
"","0.8","","93","","40062","0","","","","1400620029"
"","se_travel_top","","23","","40062","se_travel_top_pitfall_open_hole","","","0","1400620030"
"","400601","","32","","40062","1","","","","1400620031"
"","400602","","32","","40062","1","","","","1400620032"
"","1000001","","3","","40062","travel_topdrama_r_4005_fall1","0","","1","1400620033"
"","0.3","","93","","40062","0","","","","1400620034"
"","se_travel_top","","23","","40062","se_travel_top_pitfall_panic","","","0","1400620035"
"","400605","","32","","40062","1","","","","1400620036"
"","1","","93","","40062","0","","","","1400620037"
"","se_travel_top","","23","","40062","se_travel_top_pitfall_fall","","","0","1400620038"
"","1000001","","3","","40062","travel_topdrama_r_4005_fall2","0","","0","1400620039"
"","400606","","32","","40062","1","","","","1400620040"
"","400607","","32","","40062","1","","","","1400620041"
"","0.3","","93","","40062","0","","","","1400620042"
"","se_travel_top","","23","","40062","se_travel_top_pitfall_drillmall1","","","0","1400620043"
"","5","","3","","40062","appear","0","","0","1400620044"
"","0.3","","93","","40062","0","","","","1400620045"
"","se_travel_top","","23","","40062","se_travel_top_pitfall_drillmall2","","","0","1400620046"
"","0.7","","93","","40062","0","","","","1400620047"
"","se_travel_top","","23","","40062","se_travel_top_pitfall_wipe","","","0","1400620048"
"","400603","","32","","40062","1","","","","1400620049"
"","0.2","","93","","40062","0","","","","1400620050"
"","1000001","","3","","40062","travel_topdrama_r_4005_fall3","0","","1","1400620051"
"0.01","1000001","","2","","40062","-200","","","-60","1400620052"
"","5","","3","","40062","disappear","0","","0","1400620053"
"","400610","","32","","40062","0","","","","1400620054"
"","400611","","32","","40062","1","","","","1400620055"
"","400601","","32","","40062","0","","","","1400620056"
"","400602","","32","","40062","0","","","","1400620057"
"","400604","","32","","40062","1","","","","1400620058"
"","400607","","32","","40062","0","","","","1400620059"
"","0.2","","93","","40062","0","","","","1400620060"
"","400608","","32","","40062","1","","","","1400620061"
"","400609","","32","","40062","1","","","","1400620062"
"","1000001","","3","","40062","travel_topdrama_r_4005_fall4","0.2","","0","1400620063"
"","0.1","","93","","40062","0","","","","1400620064"
"","se_travel_top","","23","","40062","se_travel_top_pitfall_bodyfall","","","0","1400620065"
"","0.9","","93","","40062","0","","","","1400620066"
"","se_travel_top","","23","","40062","se_travel_top_pitfall_lookig_around","","","0","1400620067"
"","1.3","","93","","40062","0","","","","1400620068"
"","se_travel_top","","23","","40062","se_travel_top_pitfall_emote_notice","","","0","1400620069"
"0","1000001","","12","","40062","4","20","0","0.01","1400620070"
"","1400620063","","91","","40062","","","","","1400620071"
"","se_travel_top","","23","","40062","se_travel_top_pitfall_emote_joy","","","0","1400620072"
"","1000001","","3","","40062","travel_topdrama_r_4005_guts","0.2","","0","1400620073"
"","1","","93","","40062","0","","","","1400620074"
"","","","111","","40062","","","","","1400620075"
"","0","","91","","40062","","","","","1400620076"
"0","9","idle","5","1","40071","9","0.3","-113","50","1400710001"
"0","0","rare","5","0","40071","0","1","-83","55","1400710002"
"","0","","91","","40071","0","","","","1400710003"
"","9","","3","","40071","idle","0","","1","1400710004"
"","0","","91","","40071","0","","","","1400710005"
"","1400710004","","101","","40071","","","","","1400710006"
"","0","","91","","40071","0","","","","1400710007"
"-400","1","travel_topdrama_r_4000_idle_normal","1","0","40072","1000001","1.46","-150","51","1400720001"
"0","9","disappear","5","1","40072","9","1","-250","50","1400720002"
"0","16","disappear","5","1","40072","16","1","-250","53","1400720003"
"0","400700","","31","","40072","400700","1","1","0","1400720004"
"0","400701","","31","","40072","400701","1","1","0","1400720005"
"0","400702","","31","","40072","400702","0","1","0","1400720006"
"0","400703","","31","","40072","400703","0","1","0","1400720007"
"0","400704","","31","","40072","400704","0","1","0","1400720008"
"0","400705","","31","","40072","400705","0","1","0","1400720009"
"0","400720","","31","","40072","400720","1","1","0","1400720010"
"0","400721","","31","","40072","400721","0","1","0","1400720011"
"0","400722","","31","","40072","400722","0","1","0","1400720012"
"0","400723","","31","","40072","400723","0","1","0","1400720013"
"0","400724","","31","","40072","400724","0","1","0","1400720014"
"0","400730","","31","","40072","400730","0","1","0","1400720015"
"0","400740","","31","","40072","400740","0","1","0","1400720016"
"0","400741","","31","","40072","400741","0","1","0","1400720017"
"0","400742","","31","","40072","400742","0","1","0","1400720018"
"0","400743","","31","","40072","400743","0","1","0","1400720019"
"0","400744","","31","","40072","400744","0","1","0","1400720020"
"0","400750","","31","","40072","400750","0","1","0","1400720021"
"0","400751","","31","","40072","400751","0","1","0","1400720022"
"0","400752","","31","","40072","400752","0","1","0","1400720023"
"0","400753","","31","","40072","400753","0","1","0","1400720024"
"0","400754","","31","","40072","400754","0","1","0","1400720025"
"0","400780","","31","","40072","400780","0","1","0","1400720026"
"0","400781","","31","","40072","400781","0","1","0","1400720027"
"0","400790","","31","","40072","400790","0","1","0","1400720028"
"0","400007","","31","","40072","400007","0","1","0","1400720029"
"","0","","91","","40072","0","","","","1400720030"
"","0","","93","","40072","0","","","","1400720031"
"","400007","","32","","40072","1","","","","1400720032"
"","se_travel_top","","23","","40072","se_travel_top_ziz_foot","","","0","1400720033"
"","1000001","","3","","40072","travel_topdrama_r_4007_walk_to_surprise","0.2","","0","1400720034"
"1.8","1000001","","2","","40072","-100","","","-150","1400720035"
"","1","","93","","40072","0","","","","1400720036"
"","se_travel_top","","23","","40072","se_travel_top_ziz_approach","","","0","1400720037"
"","0.6","","93","","40072","0","","","","1400720038"
"","se_travel_top","","23","","40072","se_travel_top_ziz_emote_notice","","","0","1400720039"
"0","1000001","","12","","40072","4","","0","0.5","1400720040"
"","1.2","","93","","40072","0","","","","1400720041"
"","3","","122","","40072","3","","","1","1400720042"
"","0.3","","93","","40072","0","","","","1400720043"
"","se_travel_top","","23","","40072","se_travel_top_ziz_surprise","","","0","1400720044"
"","400722","","32","","40072","1","","","","1400720045"
"","0.2","","93","","40072","0","","","","1400720046"
"","5","","122","","40072","5","","","1","1400720047"
"","0.5","","93","","40072","0","","","","1400720048"
"","se_travel_top","","23","","40072","se_travel_top_ziz_whoosh","","","0","1400720049"
"","10","","122","","40072","10","","","1","1400720050"
"","0.25","","93","","40072","0","","","","1400720051"
"","400723","","32","","40072","1","","","","1400720052"
"","0.05","","93","","40072","0","","","","1400720053"
"","400700","","32","","40072","0","","","","1400720054"
"","400701","","32","","40072","0","","","","1400720055"
"","se_travel_top","","23","","40072","se_travel_top_ziz_hit","","","0","1400720056"
"","400721","","32","","40072","1","","","","1400720057"
"","0.1","","93","","40072","0","","","","1400720058"
"","400702","","32","","40072","1","","","","1400720059"
"","se_travel_top","","23","","40072","se_travel_top_ziz_wing","","","1","1400720060"
"","1000001","","3","","40072","travel_topdrama_r_4007_grab","0.2","","1","1400720061"
"0.01","1000001","","2","","40072","0","","","-200","1400720062"
"","9","","3","","40072","idle","0.2","","1","1400720063"
"","16","","3","","40072","idle","0.2","","1","1400720064"
"","0.2","","93","","40072","0","","","","1400720065"
"","400720","","32","","40072","0","","","","1400720066"
"","400721","","32","","40072","0","","","","1400720067"
"","400722","","32","","40072","0","","","","1400720068"
"","2","","93","","40072","0","","","","1400720069"
"","400790","","32","","40072","1","","","","1400720070"
"","掙扎逃跑","","103","","40072","1400720073","","","0","1400720071"
"","乖乖就範","","103","","40072","1400720075","","","0","1400720072"
"","1","","102","","40072","0","","","","1400720073"
"","1400720077","","101","","40072","","","","","1400720074"
"","2","","102","","40072","0","","","","1400720075"
"","1400720077","","101","","40072","","","","","1400720076"
"","0","","91","","40072","","","","","1400720077"
"","0","","93","","40073","0","","","","1400730001"
"","se_travel_top_ziz_wing","","24","","40073","0.2","","","","1400730002"
"","400790","","32","","40073","0","","","","1400730003"
"","se_travel_top","","23","","40073","se_travel_top_ziz_panic","","","0","1400730004"
"","400724","","32","","40073","1","","","","1400730005"
"","1000001","","3","","40073","travel_topdrama_r_4007_fall1","0.2","","0","1400730006"
"","9","","3","","40073","fall","0.2","","0","1400730007"
"","16","","3","","40073","fall","0.2","","0","1400730008"
"","1.8","","93","","40073","0","","","","1400730009"
"","se_travel_top","","23","","40073","se_travel_top_ziz_cry","","","0","1400730010"
"","se_travel_top","","23","","40073","se_travel_top_ziz_fall","","","0","1400730011"
"","1","","93","","40073","0","","","","1400730012"
"","400740","","32","","40073","1","","","","1400730013"
"","0.2","","93","","40073","0","","","","1400730014"
"","1000001","","3","","40073","travel_topdrama_r_4007_fall2","0","","0","1400730015"
"0.01","1000001","","2","","40073","-200","","","-180","1400730016"
"","9","","3","","40073","disappear","0","","0","1400730017"
"","16","","3","","40073","disappear","0","","0","1400730018"
"","400702","","32","","40073","0","","","","1400730019"
"","400704","","32","","40073","1","","","","1400730020"
"","400705","","32","","40073","1","","","","1400730021"
"","400724","","32","","40073","0","","","","1400730022"
"","400750","","32","","40073","1","","","","1400730023"
"","400751","","32","","40073","1","","","","1400730024"
"","400753","","32","","40073","1","","","","1400730025"
"","0.3","","93","","40073","0","","","","1400730026"
"","se_travel_top","","23","","40073","se_travel_top_ziz_drop2","","","0","1400730027"
"","0.3","","93","","40073","0","","","","1400730028"
"","400741","","32","","40073","1","","","","1400730029"
"","400742","","32","","40073","1","","","","1400730030"
"","400752","","32","","40073","1","","","","1400730031"
"","1000001","","3","","40073","travel_topdrama_r_4007_fall3","0.2","","0","1400730032"
"","0.3","","93","","40073","0","","","","1400730033"
"","se_travel_top","","23","","40073","se_travel_top_ziz_drop3","","","0","1400730034"
"","0.6","","93","","40073","0","","","","1400730035"
"","se_travel_top","","23","","40073","se_travel_top_ziz_look_around","","","0","1400730036"
"","1400730032","","91","","40073","","","","","1400730037"
"","1000001","","3","","40073","travel_topdrama_r_4007_fall4_hit","0","","0","1400730038"
"","0.5","","93","","40073","0","","","","1400730039"
"","se_travel_top","","23","","40073","se_travel_top_ziz_joy2","","","0","1400730040"
"0","1000001","","12","","40073","10","","0","0.5","1400730041"
"","1.5","","93","","40073","0","","","","1400730042"
"","","","111","","40073","","","","","1400730043"
"","0","","91","","40073","","","","","1400730044"
"","0","","93","","40074","0","","","","1400740001"
"","se_travel_top_ziz_wing","","24","","40074","0.2","","","","1400740002"
"","400790","","32","","40074","0","","","","1400740003"
"","se_travel_top","","23","","40074","se_travel_top_ziz_panic","","","0","1400740004"
"","400724","","32","","40074","1","","","","1400740005"
"","1000001","","3","","40074","travel_topdrama_r_4007_fall1","0.2","","0","1400740006"
"","9","","3","","40074","fall","0.2","","0","1400740007"
"","16","","3","","40074","fall","0.2","","0","1400740008"
"","1.8","","93","","40074","0","","","","1400740009"
"","se_travel_top","","23","","40074","se_travel_top_ziz_cry","","","0","1400740010"
"","se_travel_top","","23","","40074","se_travel_top_ziz_fall","","","0","1400740011"
"","1","","93","","40074","0","","","","1400740012"
"","400740","","32","","40074","1","","","","1400740013"
"","0.2","","93","","40074","0","","","","1400740014"
"","1000001","","3","","40074","travel_topdrama_r_4007_fall2","0","","0","1400740015"
"0.01","1000001","","2","","40074","-200","","","-180","1400740016"
"","9","","3","","40074","disappear","0","","0","1400740017"
"","16","","3","","40074","disappear","0","","0","1400740018"
"","400702","","32","","40074","0","","","","1400740019"
"","400704","","32","","40074","1","","","","1400740020"
"","400705","","32","","40074","1","","","","1400740021"
"","400724","","32","","40074","0","","","","1400740022"
"","400750","","32","","40074","1","","","","1400740023"
"","400751","","32","","40074","1","","","","1400740024"
"","400754","","32","","40074","1","","","","1400740025"
"","0.3","","93","","40074","0","","","","1400740026"
"","se_travel_top","","23","","40074","se_travel_top_ziz_drop2","","","0","1400740027"
"","0.3","","93","","40074","0","","","","1400740028"
"","400741","","32","","40074","1","","","","1400740029"
"","400742","","32","","40074","1","","","","1400740030"
"","400752","","32","","40074","1","","","","1400740031"
"","1000001","","3","","40074","travel_topdrama_r_4007_fall3","0.2","","0","1400740032"
"","0.3","","93","","40074","0","","","","1400740033"
"","se_travel_top","","23","","40074","se_travel_top_ziz_drop3","","","0","1400740034"
"","0.6","","93","","40074","0","","","","1400740035"
"","se_travel_top","","23","","40074","se_travel_top_ziz_look_around","","","0","1400740036"
"","1400740032","","91","","40074","","","","","1400740037"
"","1000001","","3","","40074","travel_topdrama_r_4007_fall4_hit","0","","0","1400740038"
"","0.5","","93","","40074","0","","","","1400740039"
"","se_travel_top","","23","","40074","se_travel_top_ziz_joy2","","","0","1400740040"
"0","1000001","","12","","40074","10","","0","0.5","1400740041"
"","1.5","","93","","40074","0","","","","1400740042"
"","","","111","","40074","","","","","1400740043"
"","0","","91","","40074","","","","","1400740044"
"","0","","93","","40075","0","","","","1400750001"
"","se_travel_top_ziz_wing","","24","","40075","0.2","","","","1400750002"
"","400790","","32","","40075","0","","","","1400750003"
"","1","","93","","40075","0","","","","1400750004"
"","se_travel_top","","23","","40075","se_travel_top_ziz_passaway","","","0","1400750005"
"","1000001","","3","","40075","travel_topdrama_r_4007_grab_move","0.2","","0","1400750006"
"","9","","3","","40075","grab_move","0.2","","0","1400750007"
"","16","","3","","40075","grab_move","0.2","","0","1400750008"
"","1.5","","93","","40075","0","","","","1400750009"
"","se_travel_top","","23","","40075","se_travel_top_ziz_cry_pass","","","0","1400750010"
"0.01","1000001","","2","","40075","0","","","-270","1400750011"
"0.01","9","","2","","40075","0","","","-270","1400750012"
"0.01","16","","2","","40075","0","","","-270","1400750013"
"","400702","","32","","40075","0","","","","1400750014"
"","400703","","32","","40075","1","","","","1400750015"
"","400781","","32","","40075","1","","","","1400750016"
"","0.1","","93","","40075","0","","","","1400750017"
"","1000001","","3","","40075","travel_topdrama_r_4007_put","0","","0","1400750018"
"","9","","3","","40075","put","0","","0","1400750019"
"","16","","3","","40075","put","0","","0","1400750020"
