2a1d596b6cad3368ccaa83f5046b476c3a4ef3977af820ef6814a1af044d2578,b93f6bea88ddde6ea89201a289c0e448ca54e60ab296dab433e8bf8a82056fc8,164c050b61ea17822d216287bd6e4562b111f9b21fb7a2615bd37cf828034c9a,5d3c3125f002ef14f3577f547bb9ec9238bd24866d106f49f9cecf0696387479,2b3c8fe75cc2925e01fb40e6b0d90c25b3dc114d59050f278710ac1ed6774023,6a8abad0ac582597d828d3e722bfa53e3bc3bd43518bfe341f4aa5c8c2099715,352532b9b6475256f7561343e0b18c850b11530c0ae8a5345d554b34b5402018,ac519500a1a0fe8999eb1e8ac6ae8f5a1e99e6f2a0b5cf909efe7275104911cd,9f509e0fd15ab2ac81af4ff4148f0e720a5ab1a53749b8d970c007a7b9ab2fcd,ba9d78470075acd7266041e28e3eac0aec4fe588f158e549b7f251de1174e2b5,fcfcccca6b0f06bf92e7ddd4d3b221733c872ad9e26a60c050b4cc9b8aed6023
"132170033","93","","0.4","","3217","","0","","",""
"132170034","32","","301701","","3217","","1","","",""
"132170035","93","","0.9","","3217","","0","","",""
"132170036","123","1.05","1.05","0.3","3217","0","1.05","","1.05",""
"132170037","122","","75","","3217","","75","","0.5",""
"132170038","32","","301702","","3217","","1","","",""
"132170039","93","","0.4","","3217","","0","","",""
"132170040","32","","2","","3217","","0","","",""
"132170041","32","","310000","","3217","","0","","",""
"132170042","32","","321700","","3217","","1","","",""
"132170043","93","","0.4","","3217","","0","","",""
"132170044","123","0.95","0.95","2","3217","2","0.95","","0.95",""
"132170045","93","","0.2","","3217","","0","","",""
"132170046","3","","1000001","","3217","0.2","glad","","0",""
"132170047","32","","120","","3217","","1","","",""
"132170048","93","","0.4","","3217","","0","","",""
"132170049","32","","998","","3217","","1","","",""
"132170050","93","","0.6","","3217","","0","","",""
"132170051","3","joy_round3_loop","1000001","1","3217","0.2","joy_round3_in","","0",""
"132170052","93","","5","","3217","","0","","",""
"132170053","113","","1","","3217","","","","",""
"133000001","31","0","330000","1","3300","0","330000","","345.4",""
"133000002","31","0","8","1","3300","1","8","","345.4",""
"133000003","35","","8","","3300","","0","","",""
"133000004","91","","0","","3300","","","","",""
"133000005","123","1.05","1.05","7.4","3300","0","1.05","","1.05",""
"133000006","3","","1000001","","3300","0.2","wait","","0",""
"133000007","35","","2","","3300","","1","","",""
"133000008","93","","4.9","","3300","","0","","",""
"133000009","123","0.95","0.95","0.4","3300","0","0.95","","0.95",""
"133000010","32","","330000","","3300","","1","","",""
"133000011","93","","0.1","","3300","","0","","",""
"133000012","32","","2","","3300","","0","","",""
"133000013","93","","0.1","","3300","","0","","",""
"133000014","32","","997","","3300","","1","","",""
"133000015","3","","1000001","","3300","0.2","joy_from_wait","","0",""
"133000016","93","","1.63","","3300","","0","","",""
"133000017","93","","0.3","","3300","","0","","",""
"133000018","113","","3","","3300","","","","",""
