11cd63179a49520273fa92284bc3990a953963c64e7191a4fec93c99034888a9,2914f6a7b89ba0f9ba39f7321c859f26939f4769581a14e626ce501fc55ba020,302648be5e8b2bfc48080444a7f73bee8da31b778d811a2d08aae4a2b8e86e6f,3920b188a3836013be266c079045b1a9af832eedc13cb122a01f5be0e1afead0,faf7dd24b6c0436fceec8438ceeabb1fbbf0699bac5ea674b6e6868ea673be14,aea0f923f0d570e3f4432d4654080c58a913e44ab51b76760c111f1afb47ad8e,10d47f3c646c3877170da270a56b9fc477d15fa6b15b0f1b8c1536a95e3b1c67,375afff618574fc3993735733cc61d919cc30b239eff86512f3dfac97fa86008,20ec0905fc8f289e993d69d227bea37ca27fc4f145025059a128fdc9e292abb6,1829a9d12e615366b53a42f49215905c59f32866b5bbc5de2f96e30287e802cb,129ac0b266e1de40d35d8f6bcaf34b58c34b17a3daa2238459b3b46c789c401e,29ce7d74c49008e8347b9873605b7d0a649f38adc21ce3b2dfb35e0cb6f30494,edfcefa27c310648d849e6ef9862055e21502992e3f9950d4609b4590a3d9193,ce2db825027be7d228a92d8b899ded28b7804522b181e109077de38c8cc1b35e,be4e678d1ae68470772950ebe962498063f4e0cb0d0a0434184353880837aba6,9f932bcdd9382c931051831aab01af8ef3e7bc1e3d3b69a824122d42636dd158,257e38831d1a047753f0880d4b3b44e32dca95aeb0e6d1cc838aa47c2e478158,60c7054de819385d78c40323c71492248429b097387413fe12f59e686c2b38f5,a6a8bd47e257ba7fbb47974a769d7a0bb1998811ebf5574a634e6ee2e19a646b,897e7f3ce48cfe5d6a8f03b8ab53c0452c9f96969b92b5eb01d34759d9751c6d,545d1388568754a73a8dcf29ade533dec1b7f19121b92bca69ba9a4ef7001ddc,32f3b2fd499a20c473838e796bd6a34831fac97b7d5679eb785fcc9b82cf51f3,0063e7324f256685fbe4158a39fc73a3b008fb5a44ef181dc4b97f7300846cc3,ceb8bb5e8f28e48c5a14c6c7898ba8276e44758d1fd142de393015d50333c10d,80abf6315653a63933f64fc88bb6c06e7089931df3eb983b946214eb00c431bd,10cd4573fd08bf3c3544c0c0c1f78fc8327869a3b6f69848b1503a6f4b393d01,37f9ca568923e0f1cb9a6ffc4466bd81778688a43f93e541dedf9e47738f80db,660065e23c733cacc4433c83ff684e3b4e2626db811dcf24402b3536c2e9bebc,6bfed4b5158ac1ec73dee32fead36d88d59d7ab1558a1d8945d79df9384f8bd8,c5aa5099990c3a1222c6766f61a1162860afe8fe18a5e2975b1579f78a052d95,5876c7410ab176f774f63804f37f87f2a0da804c34ceb1925f57444303d14d34,81e656256f39e47018accc144b1464790c6d6686eb838c36fb9ff2b7908f375c,b8bb265875041c2805da78942a7008e50ef7d38a47e61f5923f0d05d63f990c9,722a4e6201dbae90fe39ebe2a4de9d94052bb59438346064e2bb85946a85ddaf,b3793f28ed9e7467488b103d6387a04844264b7ea116b50910fbaadd2b9bbeb8,0bea78a277b7080b0624c2808d689634aa600d4c01e51ab44004c4d13c9144c3,f383fedbcd07590771fa99b3ebcf9b8bc74a2a624335b870dcacfbb83b0d5b0b,8414444b15484dd11c0d7df16283b3a5bdbbe5f46d8a7a3913c9ccddc199a2dd,415dbcad0e2379132063eb44c1d20ff7fd2c4d61c99fffa65760931ef3e3f52e,f4b6463d81eabcb6f654bb26dff998d906efbda9f773781580a8e7979f77f85d,dec337f13e925cb18a6d3be1a813431b38771332702ca6b70b7ad55828c7b48d
"17002","1","0","36","0","1","0","0","0","17002","61001007","1","0","1","600110171","620280014","0","0","620020014","600001807","1","0","0","0","0","0","0","30","0","401","0","18","620030014","0","0","61001004","0","0","61001005","0","0"
"18002","1","0","36","0","1","0","0","0","18002","61001007","1","0","1","600110181","620280015","0","0","620020015","600001808","1","0","0","0","0","0","0","30","0","412","0","18","620030015","0","0","61001004","0","0","61001005","0","0"
"19002","1","0","36","0","1","0","0","0","19002","61001007","1","0","1","600110191","620280016","0","0","620020016","600001809","1","0","0","0","0","0","0","30","0","418","0","18","620030016","0","0","61001004","0","0","61001005","0","0"
"20002","1","0","36","0","1","0","0","0","20002","61001007","1","0","1","600110201","620280017","0","0","620020017","600001810","1","0","0","0","0","0","0","30","0","422","0","18","620030017","0","0","61001004","0","0","61001005","0","0"
"21002","1","0","36","0","1","0","0","0","21002","61001007","1","0","1","600110211","620280018","0","0","620020018","600001811","1","0","0","0","0","0","0","30","0","429","0","18","620030018","0","0","61001004","0","0","61001005","0","0"
"22002","1","0","36","0","1","0","0","0","22002","61001007","1","0","1","600110221","620280019","0","0","620020019","600001812","1","0","0","0","0","0","0","30","0","435","0","18","620030019","0","0","61001004","0","0","61001005","0","0"
"23002","1","0","36","0","1","0","0","0","23002","61001007","1","0","1","600110231","620280020","0","0","620020020","600001813","1","0","0","0","0","0","0","30","0","439","0","18","620030020","0","0","61001004","0","0","61001005","0","0"
"24002","1","0","36","0","1","0","0","0","24002","61001007","1","0","1","600110241","620280021","0","0","620020021","600001814","1","0","0","0","0","0","0","30","0","446","0","18","620030021","0","0","61001004","0","0","61001005","0","0"
"25002","1","0","36","0","1","0","0","0","25002","61001007","1","0","1","600110251","620280022","0","0","620020022","600001815","1","0","0","0","0","0","0","30","0","452","0","18","620030022","0","0","61001004","0","0","61001005","0","0"
"26002","1","0","36","0","1","0","0","0","26002","61001007","1","0","1","600110261","620280023","0","0","620020023","600001816","1","0","0","0","0","0","0","30","0","456","0","18","620030023","0","0","61001004","0","0","61001005","0","0"
"27002","1","0","36","0","1","0","0","0","27002","61001007","1","0","1","600110271","620280024","0","0","620020024","600001817","1","0","0","0","0","0","0","30","0","463","0","18","620030024","0","0","61001004","0","0","61001005","0","0"
"28002","1","0","36","0","1","0","0","0","28002","61001007","1","0","1","600110281","620280025","0","0","620020025","600001818","1","0","0","0","0","0","0","30","0","469","0","18","620030025","0","0","61001004","0","0","61001005","0","0"
"29002","1","0","36","0","1","0","0","0","29002","61001007","1","0","1","600110291","620280026","0","0","620020026","600001819","1","0","0","0","0","0","0","30","0","475","0","18","620030026","0","0","61001004","0","0","61001005","0","0"
"30002","1","0","36","0","1","0","0","0","30002","61001007","1","0","1","600110301","620280027","0","0","620020027","600001820","1","0","0","0","0","0","0","30","0","480","0","18","620030027","0","0","61001004","0","0","61001005","0","0"
"31002","1","0","36","0","1","0","0","0","31002","61001007","1","0","1","600110311","620280028","0","0","620020028","600001821","1","0","0","0","0","0","0","30","0","488","0","18","620030028","0","0","61001004","0","0","61001005","0","0"
"32002","1","0","36","0","1","0","0","0","32002","61001007","1","0","1","600110321","620280029","0","0","620020029","600001822","1","0","0","0","0","0","0","30","0","498","0","18","620030029","0","0","61001004","0","0","61001005","0","0"
"33002","1","0","36","0","1","0","0","0","33002","61001007","1","0","1","600110331","620290127","0","0","620020030","600001823","1","0","0","0","0","0","0","30","0","512","0","18","620030030","0","0","61001004","0","0","61001005","0","0"
"34002","1","0","36","0","1","0","0","0","34002","61001007","1","0","1","600110341","620290128","0","0","620020031","600001824","1","0","0","0","0","0","0","30","0","518","0","18","620030031","0","0","61001004","0","0","61001005","0","0"
"35002","1","0","36","0","1","0","0","0","35002","61001007","1","0","1","600110351","620290129","0","0","620020032","600001825","1","0","0","0","0","0","0","30","0","522","0","18","620030032","0","0","61001004","0","0","61001005","0","0"
"36002","1","0","36","0","1","0","0","0","36002","61001007","1","0","1","600110361","620290130","0","0","620020033","600001826","1","0","0","0","0","0","0","30","0","536","0","18","620030033","0","0","61001004","0","0","61001005","0","0"
"37002","1","0","36","0","1","0","0","0","37002","61001007","1","0","1","600110371","620290131","0","0","620020034","600001827","1","0","0","0","0","0","0","30","0","543","0","18","620030034","0","0","61001004","0","0","61001005","0","0"
"38002","1","0","36","0","1","0","0","0","38002","61001007","1","0","1","600110381","620290132","0","0","620020035","600001828","1","0","0","0","0","0","0","30","0","553","0","18","620030035","0","0","61001004","0","0","61001005","0","0"
"39002","1","0","36","0","1","0","0","0","39002","61001007","1","0","1","600110391","620290133","0","0","620020036","600001829","1","0","0","0","0","0","0","30","0","563","0","18","620030036","0","0","61001004","0","0","61001005","0","0"
"40002","1","0","36","0","1","0","0","0","40002","61001007","1","0","1","600110401","620290134","0","0","620020037","600001830","1","0","0","0","0","0","0","30","0","578","0","18","620030037","0","0","61001004","0","0","61001005","0","0"
"41002","1","0","36","0","1","0","0","0","41002","61001007","1","0","1","600110411","620290135","0","0","620020038","600001831","1","0","0","0","0","0","0","30","0","582","0","18","620030038","0","0","61001004","0","0","61001005","0","0"
"42002","1","0","36","0","1","0","0","0","42002","61001007","1","0","1","600110421","620290136","0","0","620020039","600001832","1","0","0","0","0","0","0","30","0","588","0","18","620030039","0","0","61001004","0","0","61001005","0","0"
"43002","1","0","36","0","1","0","0","0","43002","61001007","1","0","1","600110431","620290137","0","0","620020040","600001833","1","0","0","0","0","0","0","30","0","605","0","18","620030040","0","0","61001004","0","0","61001005","0","0"
"44002","1","0","36","0","1","0","0","0","44002","61001007","1","0","1","600110441","620290138","0","0","620020041","600001834","1","0","0","0","0","0","0","30","0","620","0","18","620030041","0","0","61001004","0","0","61001005","0","0"
"45002","1","0","36","0","1","0","0","0","45002","61001007","1","0","1","600110451","620290139","0","0","620020042","600001835","1","0","0","0","0","0","0","30","0","635","0","18","620030042","0","0","61001004","0","0","61001005","0","0"
"46002","1","0","36","0","1","0","0","0","46002","61001007","1","0","1","600110461","620290140","0","0","620020043","600001836","1","0","0","0","0","0","0","30","0","645","0","18","620030043","0","0","61001004","0","0","61001005","0","0"
"47002","1","0","36","0","1","0","0","0","47002","61001007","1","0","1","600110471","620290141","0","0","620020044","600001837","1","0","0","0","0","0","0","30","0","650","0","18","620030044","0","0","61001004","0","0","61001005","0","0"
"48002","1","0","36","0","1","0","0","0","48002","61001007","1","0","1","600110481","620290142","0","0","620020045","600001838","1","0","0","0","0","0","0","30","0","660","0","18","620030045","0","0","61001004","0","0","61001005","0","0"
"49002","1","0","36","0","1","0","0","0","49002","61001007","1","0","1","600110491","620290143","0","0","620020046","600001839","1","0","0","0","0","0","0","30","0","673","0","18","620030046","0","0","61001004","0","0","61001005","0","0"
"50002","1","0","36","0","1","0","0","0","50002","61001007","1","0","1","600110501","620290144","0","0","620020047","600001840","1","0","0","0","0","0","0","30","0","691","0","18","620030047","0","0","61001004","0","0","61001005","0","0"
"51002","1","0","36","0","1","0","0","0","51002","61001007","1","0","1","600110511","620290145","0","0","620020048","600001841","1","0","0","0","0","0","0","30","0","699","0","18","620030048","0","0","61001004","0","0","61001005","0","0"
"52002","1","0","36","0","1","0","0","0","52002","61001007","1","0","1","600110521","620290146","0","0","620020049","600001842","1","0","0","0","0","0","0","30","0","708","0","18","620030049","0","0","61001004","0","0","61001005","0","0"
"53002","1","0","36","0","1","0","0","0","53002","61001007","1","0","1","600110531","620290147","0","0","620020050","600001843","1","0","0","0","0","0","0","30","0","720","0","18","620030050","0","0","61001004","0","0","61001005","0","0"
"54002","1","0","36","0","1","0","0","0","54002","61001007","1","0","1","600110541","620290148","0","0","620020051","600001844","1","0","0","0","0","0","0","30","0","728","0","18","620030051","0","0","61001004","0","0","61001005","0","0"
"55002","1","0","36","0","1","0","0","0","55002","61001007","1","0","1","600110551","620290149","0","0","620020052","600001845","1","0","0","0","0","0","0","30","0","734","0","18","620030052","0","0","61001004","0","0","61001005","0","0"
"56002","1","0","36","0","1","0","0","0","56002","61001007","1","0","1","600110561","620290150","0","0","620020053","600001846","1","0","0","0","0","0","0","30","0","741","0","18","620030053","0","0","61001004","0","0","61001005","0","0"
"57002","1","0","36","0","1","0","0","0","57002","61001007","1","0","1","600110571","620280054","0","0","620020054","600001847","1","0","0","0","0","0","0","30","0","744","0","18","620030054","0","0","61001004","0","0","61001005","0","0"
"58002","1","0","36","0","1","0","0","0","58002","61001007","1","0","1","600110581","620280055","0","0","620020055","600001848","1","0","0","0","0","0","0","30","0","750","0","18","620030055","0","0","61001004","0","0","61001005","0","0"
"59002","1","0","36","0","1","0","0","0","59002","61001007","1","0","1","600110591","620290153","0","0","620020056","600001849","1","0","0","0","0","0","0","30","0","764","0","18","620030056","0","0","61001004","0","0","61001005","0","0"
"60002","1","0","36","0","1","0","0","0","60002","61001007","1","0","1","600110601","620280057","0","0","620020057","600001850","1","0","0","0","0","0","0","30","0","769","0","18","620030057","0","0","61001004","0","0","61001005","0","0"
"61002","1","0","36","0","1","0","0","0","61002","61001007","1","0","1","600110611","620290155","0","0","620020058","600001851","1","0","0","0","0","0","0","30","0","779","0","18","620030058","0","0","61001004","0","0","61001005","0","0"
"62002","1","0","36","0","1","0","0","0","62002","61001007","1","0","1","600110621","620290156","0","0","620020059","600001852","1","0","0","0","0","0","0","30","0","791","0","18","620030059","0","0","61001004","0","0","61001005","0","0"
"63002","1","0","36","0","1","0","0","0","63002","61001007","1","0","1","600110631","620290157","0","0","620020060","600001853","1","0","0","0","0","0","0","30","0","803","0","18","620030060","0","0","61001004","0","0","61001005","0","0"
"64002","1","0","36","0","1","0","0","0","64002","61001007","1","0","1","600110641","620290158","0","0","620020061","600001854","1","0","0","0","0","0","0","30","0","811","0","18","620030061","0","0","61001004","0","0","61001005","0","0"
"65002","1","0","36","0","1","0","0","0","65002","61001007","1","0","1","600110651","620280062","0","0","620020062","600001855","1","0","0","0","0","0","0","30","0","824","0","18","620030062","0","0","61001004","0","0","61001005","0","0"
"66002","1","0","36","0","1","0","0","0","66002","61001007","1","0","1","600110661","620290160","0","0","620020063","600001856","1","0","0","0","0","0","0","30","0","835","0","18","620030063","0","0","61001004","0","0","61001005","0","0"
"67002","1","0","36","0","1","0","0","0","67002","61001007","1","0","1","600110671","620290161","0","0","620020064","600001857","1","0","0","0","0","0","0","30","0","847","0","18","620030064","0","0","61001004","0","0","61001005","0","0"
"68002","1","0","36","0","1","0","0","0","68002","61001007","1","0","1","600110681","620290162","0","0","620020065","600001858","1","0","0","0","0","0","0","30","0","860","0","18","620030065","0","0","61001004","0","0","61001005","0","0"
"69002","1","0","36","0","1","0","0","0","69002","61001007","1","0","1","600110691","620280066","0","0","620020066","600001859","1","0","0","0","0","0","0","30","0","871","0","18","620030066","0","0","61001004","0","0","61001005","0","0"
"70002","1","0","36","0","1","0","0","0","70002","61001007","1","0","1","600110701","620280067","0","0","620020067","600001860","1","0","0","0","0","0","0","30","0","880","0","18","620030067","0","0","61001004","0","0","61001005","0","0"
"71002","1","0","36","0","1","0","0","0","71002","61001007","1","0","1","600110711","620280068","0","0","620020068","600001861","1","0","0","0","0","0","0","30","0","889","0","18","620030068","0","0","61001004","0","0","61001005","0","0"
"1002","1","0","0","0","2","0","0","61381","1002","0","1","0","1","600110012","620010001","0","0","620280001","600001862","0","0","0","0","0","0","0","100","0","291","101011","36","620210101","0","0","10011001","4","0","73001011","2","0"
"2002","1","0","0","0","2","0","0","61381","2002","0","1","0","1","600110022","620010001","0","0","620280001","600001863","0","0","0","0","0","0","0","100","0","291","101011","36","620210101","0","0","10011001","4","0","73001011","2","0"
"3002","1","0","0","0","2","0","0","61381","3002","0","1","0","1","600110032","620010001","0","0","620280001","600001864","0","0","0","0","0","0","0","100","0","291","101011","36","620210101","0","0","10011001","4","0","73001011","2","0"
"4002","1","0","0","0","2","0","0","61381","4002","0","1","0","1","600110042","620010001","0","0","620280001","600001865","0","0","0","0","0","0","0","100","0","291","101011","36","620210101","0","0","10011001","4","0","73001011","2","0"
"5002","1","0","0","0","2","0","0","61381","5002","0","1","0","1","600110052","620010002","0","0","620280002","600001866","0","0","0","0","0","0","0","100","0","302","101011","36","620210102","0","0","10011001","4","0","73001011","2","0"
"6002","1","0","0","0","2","0","0","61381","6002","0","1","0","1","600110062","620010003","0","0","620280003","600001867","0","0","0","0","0","0","0","100","0","308","101011","36","620210103","0","0","10011001","4","0","73001011","2","0"
"7002","1","0","0","0","2","0","0","61381","7002","0","1","0","1","600110072","620010004","0","0","620280004","600001868","0","0","0","0","0","0","0","100","0","317","101011","36","620210104","0","0","10011001","4","0","73001011","2","0"
"8002","1","0","0","0","2","0","0","61381","8002","0","1","0","1","600110082","620010005","0","0","620280005","600001869","0","0","0","0","0","0","0","100","0","324","101011","36","620210105","0","0","10011001","4","0","73001011","2","0"
"9002","1","0","0","0","2","0","0","61381","9002","0","1","0","1","600110092","620010006","0","0","620280006","600001870","0","0","0","0","0","0","0","100","0","336","101011","36","620210106","0","0","10011002","4","0","73001011","2","0"
"10002","1","0","0","0","2","0","0","61381","10002","0","1","0","1","600110102","620010007","0","0","620280007","600001871","0","0","0","0","0","0","0","100","0","348","101011","36","620210107","0","0","10011002","4","0","73001011","2","0"
"11002","1","0","0","0","2","0","0","61381","11002","0","1","0","1","600110112","620010008","0","0","620280008","600001872","0","0","0","0","0","0","0","100","0","353","101011","36","620210108","0","0","10011002","4","0","73001011","2","0"
"12002","1","0","0","0","2","0","0","61381","12002","0","1","0","1","600110122","620010009","0","0","620280009","600001873","0","0","0","0","0","0","0","100","0","362","101011","36","620210109","0","0","10011002","4","0","73001011","2","0"
"13002","1","0","0","0","2","0","0","61381","13002","0","1","0","1","600110132","620010010","0","0","620280010","600001874","0","0","0","0","0","0","0","100","0","367","101011","36","620210110","0","0","10011002","4","0","73001011","2","0"
"14002","1","0","0","0","2","0","0","61381","14002","0","1","0","1","600110142","620010011","0","0","620280011","600001875","0","0","0","0","0","0","0","100","0","378","101011","36","620210111","0","0","10011002","4","0","73001011","2","0"
"15002","1","0","0","0","2","0","0","61381","15002","0","1","0","1","600110152","620010012","0","0","620280012","600001876","0","0","0","0","0","0","0","100","0","384","101011","36","620210112","0","0","10011002","4","0","73001011","2","0"
"16002","1","0","0","0","2","0","0","61381","16002","0","1","0","1","600110162","620010013","0","0","620280013","600001877","0","0","0","0","0","0","0","100","0","395","101011","36","620210113","0","0","10011002","4","0","73001011","2","0"
"17002","1","0","0","0","2","0","0","61381","17002","0","1","0","1","600110172","620010014","0","0","620280014","600001878","0","0","0","0","0","0","0","100","0","401","101011","36","620210114","0","0","10011002","4","0","73001011","2","0"
"18002","1","0","0","0","2","0","0","61381","18002","0","1","0","1","600110182","620010015","0","0","620280015","600001879","0","0","0","0","0","0","0","100","0","412","101011","36","620210115","0","0","10011003","4","0","73001011","2","0"
"19002","1","0","0","0","2","0","0","61381","19002","0","1","0","1","600110192","620010016","0","0","620280016","600001880","0","0","0","0","0","0","0","100","0","418","101011","36","620210116","0","0","10011003","4","0","73001011","2","0"
"20002","1","0","0","0","2","0","0","61381","20002","0","1","0","1","600110202","620010017","0","0","620280017","600001881","0","0","0","0","0","0","0","100","0","422","101011","36","620210117","0","0","10011003","4","0","73001011","2","0"
"21002","1","0","0","0","2","0","0","61381","21002","0","1","0","1","600110212","620010018","0","0","620280018","600001882","0","0","0","0","0","0","0","100","0","429","101011","36","620210118","0","0","10011003","4","0","73001011","2","0"
"22002","1","0","0","0","2","0","0","61381","22002","0","1","0","1","600110222","620010019","0","0","620280019","600001883","0","0","0","0","0","0","0","100","0","435","101011","36","620210119","0","0","10011003","4","0","73001011","2","0"
"23002","1","0","0","0","2","0","0","61381","23002","0","1","0","1","600110232","620010020","0","0","620280020","600001884","0","0","0","0","0","0","0","100","0","439","101011","36","620210120","0","0","10011003","4","0","73001011","2","0"
"24002","1","0","0","0","2","0","0","61381","24002","0","1","0","1","600110242","620010021","0","0","620280021","600001885","0","0","0","0","0","0","0","100","0","446","101011","36","620210121","0","0","10011003","4","0","73001011","2","0"
"25002","1","0","0","0","2","0","0","61381","25002","0","1","0","1","600110252","620010022","0","0","620280022","600001886","0","0","0","0","0","0","0","100","0","452","101011","36","620210122","0","0","10011003","4","0","73001011","2","0"
"26002","1","0","0","0","2","0","0","61381","26002","0","1","0","1","600110262","620010023","0","0","620280023","600001887","0","0","0","0","0","0","0","100","0","456","101011","36","620210123","0","0","10011003","4","0","73001011","2","0"
"27002","1","0","0","0","2","0","0","61381","27002","0","1","0","1","600110272","620010024","0","0","620280024","600001888","0","0","0","0","0","0","0","100","0","463","101011","36","620210124","0","0","10011004","4","0","73001011","2","0"
"28002","1","0","0","0","2","0","0","61381","28002","0","1","0","1","600110282","620010025","0","0","620280025","600001889","0","0","0","0","0","0","0","100","0","469","101011","36","620210125","0","0","10011004","4","0","73001011","2","0"
"29002","1","0","0","0","2","0","0","61381","29002","0","1","0","1","600110292","620010026","0","0","620280026","600001890","0","0","0","0","0","0","0","100","0","475","101011","36","620210126","0","0","10011004","4","0","73001011","2","0"
"30002","1","0","0","0","2","0","0","61381","30002","0","1","0","1","600110302","620010027","0","0","620280027","600001891","0","0","0","0","0","0","0","100","0","480","101011","36","620210127","0","0","10011004","4","0","73001011","2","0"
"31002","1","0","0","0","2","0","0","61381","31002","0","1","0","1","600110312","620010028","0","0","620280028","600001892","0","0","0","0","0","0","0","100","0","488","101011","36","620210128","0","0","10011004","4","0","73001011","2","0"
"32002","1","0","0","0","2","0","0","61381","32002","0","1","0","1","600110322","620010029","0","0","620280029","600001893","0","0","0","0","0","0","0","100","0","498","101011","36","620210129","0","0","10011004","4","0","73001011","2","0"
"33002","1","0","0","0","2","0","0","61381","33002","0","1","0","1","600110332","620010030","0","0","620280030","600001894","0","0","0","0","0","0","0","100","0","512","101011","36","620210130","0","0","10011004","4","0","73001011","2","0"
"34002","1","0","0","0","2","0","0","61381","34002","0","1","0","1","600110342","620010031","0","0","620280031","600001895","0","0","0","0","0","0","0","100","0","518","101011","36","620210131","0","0","10011004","4","0","73001011","2","0"
"35002","1","0","0","0","2","0","0","61381","35002","0","1","0","1","600110352","620010032","0","0","620280032","600001896","0","0","0","0","0","0","0","100","0","522","101011","36","620210132","0","0","10011005","4","0","73001011","2","0"
"36002","1","0","0","0","2","0","0","61381","36002","0","1","0","1","600110362","620010033","0","0","620280033","600001897","0","0","0","0","0","0","0","100","0","536","101011","36","620210133","0","0","10011005","4","0","73001011","2","0"
"37002","1","0","0","0","2","0","0","61381","37002","0","1","0","1","600110372","620010034","0","0","620280034","600001898","0","0","0","0","0","0","0","100","0","543","101011","36","620210134","0","0","10011005","4","0","73001011","2","0"
"38002","1","0","0","0","2","0","0","61381","38002","0","1","0","1","600110382","620010035","0","0","620280035","600001899","0","0","0","0","0","0","0","100","0","553","101011","36","620210135","0","0","10011005","4","0","73001011","2","0"
"39002","1","0","0","0","2","0","0","61381","39002","0","1","0","1","600110392","620010036","0","0","620280036","600001900","0","0","0","0","0","0","0","100","0","563","101011","36","620210136","0","0","10011005","4","0","73001011","2","0"
"40002","1","0","0","0","2","0","0","61381","40002","0","1","0","1","600110402","620010037","0","0","620280037","600001901","0","0","0","0","0","0","0","100","0","578","101011","36","620210137","0","0","10011005","4","0","73001011","2","0"
"41002","1","0","0","0","2","0","0","61381","41002","0","1","0","1","600110412","620010038","0","0","620280038","600001902","0","0","0","0","0","0","0","100","0","582","101011","36","620210138","0","0","10011005","4","0","73001011","2","0"
"42002","1","0","0","0","2","0","0","61381","42002","0","1","0","1","600110422","620010039","0","0","620280039","600001903","0","0","0","0","0","0","0","100","0","588","101011","36","620210139","0","0","10011006","4","0","73001011","2","0"
"43002","1","0","0","0","2","0","0","61381","43002","0","1","0","1","600110432","620010040","0","0","620280040","600001904","0","0","0","0","0","0","0","100","0","605","101011","36","620210140","0","0","10011006","4","0","73001011","2","0"
"44002","1","0","0","0","2","0","0","61381","44002","0","1","0","1","600110442","620010041","0","0","620280041","600001905","0","0","0","0","0","0","0","100","0","620","101011","36","620210141","0","0","10011006","4","0","73001011","2","0"
"45002","1","0","0","0","2","0","0","61381","45002","0","1","0","1","600110452","620010042","0","0","620280042","600001906","0","0","0","0","0","0","0","100","0","635","101011","36","620210142","0","0","10011006","4","0","73001011","2","0"
"46002","1","0","0","0","2","0","0","61381","46002","0","1","0","1","600110462","620010043","0","0","620280043","600001907","0","0","0","0","0","0","0","100","0","645","101011","36","620210143","0","0","10011006","4","0","73001011","2","0"
"47002","1","0","0","0","2","0","0","61381","47002","0","1","0","1","600110472","620010044","0","0","620280044","600001908","0","0","0","0","0","0","0","100","0","650","101011","36","620210144","0","0","10011006","4","0","73001011","2","0"
"48002","1","0","0","0","2","0","0","61381","48002","0","1","0","1","600110482","620010045","0","0","620280045","600001909","0","0","0","0","0","0","0","100","0","660","101011","36","620210145","0","0","10011006","4","0","73001011","2","0"
"49002","1","0","0","0","2","0","0","61381","49002","0","1","0","1","600110492","620010046","0","0","620280046","600001910","0","0","0","0","0","0","0","100","0","673","101011","36","620210146","0","0","10011007","4","0","73001011","2","0"
"50002","1","0","0","0","2","0","0","61381","50002","0","1","0","1","600110502","620010047","0","0","620280047","600001911","0","0","0","0","0","0","0","100","0","691","101011","36","620210147","0","0","10011007","4","0","73001011","2","0"
"51002","1","0","0","0","2","0","0","61381","51002","0","1","0","1","600110512","620010048","0","0","620280048","600001912","0","0","0","0","0","0","0","100","0","699","101011","36","620210148","0","0","10011007","4","0","73001011","2","0"
"52002","1","0","0","0","2","0","0","61381","52002","0","1","0","1","600110522","620010049","0","0","620280049","600001913","0","0","0","0","0","0","0","100","0","708","101011","36","620210149","0","0","10011007","4","0","73001011","2","0"
"53002","1","0","0","0","2","0","0","61381","53002","0","1","0","1","600110532","620010050","0","0","620280050","600001914","0","0","0","0","0","0","0","100","0","720","101011","36","620210150","0","0","10011007","4","0","73001011","2","0"
"54002","1","0","0","0","2","0","0","61381","54002","0","1","0","1","600110542","620010051","0","0","620280051","600001915","0","0","0","0","0","0","0","100","0","728","101011","36","620210151","0","0","10011007","4","0","73001011","2","0"
"55002","1","0","0","0","2","0","0","61381","55002","0","1","0","1","600110552","620010052","0","0","620280052","600001916","0","0","0","0","0","0","0","100","0","734","101011","36","620210152","0","0","10011007","4","0","73001011","2","0"
"56002","1","0","0","0","2","0","0","61381","56002","0","1","0","1","600110562","620010053","0","0","620280053","600001917","0","0","0","0","0","0","0","100","0","741","101011","36","620210153","0","0","10011007","4","0","73001011","2","0"
"57002","1","0","0","0","2","0","0","61381","57002","0","1","0","1","600110572","620010054","0","0","620280054","600001918","0","0","0","0","0","0","0","100","0","744","101011","36","620210154","0","0","10011007","4","0","73001011","2","0"
"58002","1","0","0","0","2","0","0","61381","58002","0","1","0","1","600110582","620010055","0","0","620280055","600001919","0","0","0","0","0","0","0","100","0","750","101011","36","620210155","0","0","10011007","4","0","73001011","2","0"
"59002","1","0","0","0","2","0","0","61381","59002","0","1","0","1","600110592","620010056","0","0","620280056","600001920","0","0","0","0","0","0","0","100","0","764","101011","36","620210156","0","0","10011007","4","0","73001011","2","0"
"60002","1","0","0","0","2","0","0","61381","60002","0","1","0","1","600110602","620010057","0","0","620280057","600001921","0","0","0","0","0","0","0","100","0","769","101011","36","620210157","0","0","10011007","4","0","73001011","2","0"
"61002","1","0","0","0","2","0","0","61381","61002","0","1","0","1","600110612","620010058","0","0","620280058","600001922","0","0","0","0","0","0","0","100","0","779","101011","36","620210158","0","0","10011007","4","0","73001011","2","0"
"62002","1","0","0","0","2","0","0","61381","62002","0","1","0","1","600110622","620010059","0","0","620280059","600001923","0","0","0","0","0","0","0","100","0","791","101011","10","620210159","0","0","10011008","4","0","73001011","2","0"
"63002","1","0","0","0","2","0","0","61381","63002","0","1","0","1","600110632","620010060","0","0","620280060","600001924","0","0","0","0","0","0","0","100","0","803","101011","10","620210160","0","0","10011008","4","0","73001011","2","0"
"64002","1","0","0","0","2","0","0","61381","64002","0","1","0","1","600110642","620010061","0","0","620280061","600001925","0","0","0","0","0","0","0","100","0","811","101011","10","620210161","0","0","10011008","4","0","73001011","2","0"
"65002","1","0","0","0","2","0","0","61381","65002","0","1","0","1","600110652","620010062","0","0","620280062","600001926","0","0","0","0","0","0","0","100","0","824","101011","10","620210162","0","0","10011008","4","0","73001011","2","0"
