9101367c02853e323c4ede8f60cdcbd9924dcdf654bf721ac1598cbcd6973d12,59d4f9cfa79ebdafae536618f358aea78bed1e959b533d9dbf5b032299ede324,d59352539e37cd76f855529f7f62d8b0678468663c4fd37c3cac179a1a2cdcf5,d48640bb1385b39bcf3b5a0bfc1e9a878ca21265623a6cf0031a6f19465d8dfa,11b22235a5ff0fc09d73ee80c479671189a9255e1338e7a7dd9a8e288e5ac860
"9","-2.8","991006","0.2","30090192"
"9","-2.8","991006","1.2","30090193"
"9","-4.7","991005","18.2","30090194"
"9","-5.7","991005","18.2","30090195"
"9","-6.7","991005","18.2","30090196"
"9","-7.7","991005","18.2","30090197"
"9","-10.2","22","-7.7","30090198"
"9","-16.6","22","-8.2","30090199"
"9","-17","21","-10.4","30090200"
"9","-17.4","21","-13","30090201"
"9","-19","22","-4.3","30090202"
"9","-17.8","21","-6.2","30090203"
"9","-18.2","21","-8.1","30090204"
"9","-21.3","22","15.1","30090205"
"9","-21.3","22","11.9","30090206"
"9","-19.4","22","17.1","30090207"
"9","-18.7","991005","16.2","30090208"
"9","-19.7","991005","16.2","30090209"
"9","-20.7","991005","16.2","30090210"
"9","-21.7","991005","16.2","30090211"
"9","-22.7","991005","16.2","30090212"
"9","-14.1","21","-23.3","30090213"
"9","-14.1","21","-21.3","30090214"
"9","-2.8","23","-9.5","30090216"
"9","0.1","21","-11.2","30090217"
"9","-2","21","-13.9","30090218"
"9","2","22","-7.5","30090221"
"9","-1.9","23","-0.5","30090222"
"9","-1.9","23","0.6","30090223"
"9","2.9","21","-1.2","30090224"
"9","-3","21","-3.3","30090225"
"9","-0.1","21","-3","30090227"
"9","3.2","21","1.7","30090228"
"9","0.7","21","4.1","30090229"
"9","1.8","22","11.6","30090230"
"9","4.2","21","19.8","30090231"
"9","4.2","21","23","30090232"
"9","-9.9","23","8.9","30090233"
"9","-10.5","23","5.6","30090234"
"9","-9.9","23","4.5","30090235"
"9","-19.5","21","21.3","30090236"
"9","-19.4","23","-22","30090243"
"9","-17.4","23","-22","30090244"
"9","-18.4","23","-20","30090245"
"9","-20.7","991004","-6.6","30090246"
"9","-21.2","991003","-6.6","30090247"
"9","-21.6","991003","-14.3","30090248"
"9","-20.3","991004","-14.3","30090249"
"9","-5.2","991001","-13.1","30090250"
"9","-5.2","991002","-12.7","30090251"
"9","-4.2","991001","-6.6","30090252"
"9","-4.2","991002","-5.2","30090253"
"9","-7.2","991002","2.8","30090254"
"9","-7.2","991001","1.4","30090255"
"9","-4.2","991001","5.9","30090256"
"9","-4.2","991002","6.3","30090257"
"9","-13.6","991003","17.8","30090258"
"9","-12.3","991004","17.8","30090259"
"9","-13.2","991001","4.4","30090260"
"9","-13.2","991002","5.8","30090261"
"10","-21.2","990001","19","30100003"
"10","-21.2","990001","-4","30100004"
"10","3","991003","5.8","30100019"
"10","3.4","991002","6","30100020"
"10","-22","1","-11.2","30100035"
"10","-18.8","1","-8.4","30100038"
"10","-14","2","-15.6","30100040"
"10","-14","2","-7.4","30100041"
"10","-11.2","1","-9.6","30100042"
"10","-13.2","1","-18.8","30100046"
"10","-11.2","1","-20.4","30100047"
"10","-8.1","2","-20","30100048"
"10","-6.7","1","-14.9","30100051"
"10","-6","3","-10.9","30100052"
"10","-11","1","-5.8","30100055"
"10","-5.7","3","-8.7","30100058"
"10","-4.8","1","-17","30100062"
"10","-5.1","2","-12.5","30100064"
"10","-2.7","1","-19","30100067"
"10","1.3","1","-18.4","30100069"
"10","2.7","1","-16.9","30100070"
"10","0.4","1","-22","30100072"
"10","-1.9","3","-13.8","30100077"
"10","6.8","1","-20.4","30100078"
"10","9.9","1","-18.4","30100079"
"10","3.5","2","-12.8","30100080"
"10","9.5","1","-11.7","30100081"
"10","0.1","2","-6.1","30100088"
"10","7.4","1","-6.3","30100090"
"10","0.8","3","1","30100096"
"10","-0.9","1","2.6","30100097"
"10","1.1","1","7.2","30100099"
"10","3.7","1","1.7","30100102"
"10","2.7","1","13.9","30100110"
"10","-1.7","1","8.6","30100113"
"10","-7","1","8.5","30100114"
"10","0.9","2","10.9","30100115"
"10","-5","2","15","30100116"
"10","-0.3","3","13.9","30100117"
"10","-9.9","3","11.1","30100119"
"10","-13.6","1","14.9","30100123"
"10","-18.9","3","16.5","30100124"
"10","-17.9","3","13.1","30100125"
"10","-13.9","1","8.9","30100127"
"10","-21.8","1","15","30100131"
"10","-19.3","3","11.7","30100132"
"10","-21.8","2","9.5","30100133"
"10","-21.6","1","4.3","30100134"
"10","-19.8","1","1.5","30100136"
"10","-18.8","3","5.8","30100138"
"10","-17.2","3","4.1","30100139"
"10","-15.5","1","1.9","30100141"
"10","-14.1","2","5.9","30100143"
"10","-13.1","3","-0.8","30100144"
"10","-11.4","3","3.7","30100145"
"10","-4.9","3","0.7","30100147"
"10","-7.5","1","-0.6","30100148"
"10","-2.5","1","-1.2","30100154"
"10","-15.3","2","-5","30100157"
"10","-17.7","1","-5.6","30100158"
"10","-22","1","-1.9","30100159"
"10","-21.9","2","-6.8","30100160"
"10","-17.7","1","-15","30100163"
"10","7.1","1","5.1","30100167"
"10","-2.2","3","4.2","30100171"
"10","-5","1","4","30100172"
"10","-4.2","990001","-10","30100173"
"10","-20.1","991001","13","30100179"
"10","-19.6","991004","13.3","30100181"
"10","-7.7","991005","-5.8","30100186"
"10","-6.7","991005","-5.8","30100187"
"10","-5.7","991005","-5.8","30100188"
"10","-4.6","991005","-5.8","30100189"
"10","0.5","2","-3","30100190"
"10","2","2","-3.2","30100191"
"10","1.9","2","-6.2","30100192"
"10","-0.6","991005","-4.8","30100193"
"10","0.4","991005","-4.8","30100194"
"10","1.4","991005","-4.8","30100195"
"10","2.4","991005","-4.8","30100196"
"10","2.9","1","16.8","30100197"
"10","4.2","991006","13.3","30100198"
"10","4.2","991006","14.4","30100199"
"10","4.2","991006","15.6","30100200"
"10","4.2","991006","16.8","30100201"
"10","4.2","991006","18","30100202"
"10","-1.2","3","14.5","30100203"
"10","-10","1","7.1","30100204"
"10","-5.8","991006","11","30100206"
"10","-5.8","991006","9.8","30100207"
"10","-5.8","991006","8.6","30100208"
"10","-5.8","991006","7.4","30100209"
"10","-5.8","991006","6.2","30100210"
"10","6.9","2","11.1","30100212"
"10","8.3","2","15.6","30100213"
"10","0.3","1","17.9","30100224"
"10","-7.9","1","22.3","30100227"
"10","-18.7","1","21.7","30100232"
"10","-16.4","1","17","30100233"
"10","-9.7","1","17.1","30100234"
"10","-10.8","3","23.2","30100236"
"10","-15.3","2","21.4","30100237"
"10","-0.4","3","15.2","30100240"
"10","3.4","2","21.2","30100241"
"10","-2.3","2","23.1","30100245"
"10","7.4","3","-3.1","30100247"
"10","7.1","3","-2.1","30100249"
"10","7.6","3","-2.6","30100250"
"10","-11.8","3","4.7","30100254"
"10","-10.8","3","4.4","30100255"
"10","7.2","2","1.4","30100256"
"10","-18.5","3","10.8","30100257"
"10","6.1","3","-14.6","30100258"
"10","-5","2","-4.2","30100259"
"10","-11.1","3","11.3","30100262"
"10","-10.4","3","12.2","30100263"
"10","-18.5","3","17.4","30100264"
"10","-21.3","3","-15.2","30100265"
"10","-22.2","3","-15","30100266"
"10","-3","2","15.7","30100267"
"10","5.9","3","-9","30100269"
"10","1.6","3","-9.5","30100270"
"10","3.7","2","-22.7","30100271"
"10","-21.7","3","-15.9","30100272"
"10","4.8","990001","-6","30100273"
