8079b586d1855598dde580383bbdf3e288e396790f63767ef7819ff3421f6e7e,e7e1599545941461124b4e178114722bc655813226b2aada7c0bb86bb6b7daed,7cbc8fe74a43327ef6eae7327593f9549982f65f87d78d2cebc29787e9b393e8,f46ada19a07feba2c7ca013603189eaa0f6673c02f94f3070c2ebb53f39bfbe5,f0651115a4fc467a2c0dafcc37ddb10b8cb2ee18c7577ea1f71f763ed2f50392,7da6a6b835c32b8a2532d2969631786814b3725a6f62a0ec7bf255267fefea90,a9d397943590442afb65a98219e58543ff4ae4891800abf7a250f7bcf121aa8c,2321f04d7cdf0d1ca42281767cc82a50df8dbcd083b0b803de279b10e19a2a87,dcb71ee648d74ce6ef29c1a9bd5885012b1f90549076708e5ba8b6babf6a9784,97fa48b580da979a9c321117682aa7006f82e62e9eebc45b034918ba64fbb53e,fb20c10dae4daafe89b25deba939f75ca3b0540fa832333a11e68b6ae43a9786
"1901030006","1","5","0","900000","0","-34","900000","54","empty","90103"
"1901030007","0","6","1","105811","0","1","1","1","","90103"
"1901030008","0","6","1","105911","0","1","1","1","","90103"
"1901030009","0","6","1","106011","0","1","1","1","","90103"
"1901030010","0","6","1","106411","0","1","1","1","","90103"
"1901030011","0","6","1","118511","0","1","1","1","","90103"
"1901030012","0","2","0","105811","0","1","0","-34","","90103"
"1901030013","0","2","0","105911","0","1","0","-34","","90103"
"1901030014","0","2","0","106011","0","1","0","-34","","90103"
"1901030015","0","2","0","106411","0","1","0","-34","","90103"
"1901030016","1","31","0","901001","","1","901001","-300","","90103"
"1901030017","0","31","0","900002","","1","900002","0","","90103"
"1901030018","0","31","0","900003","","1","900003","0","","90103"
"1901030019","0","31","0","900007","","1","900007","0","","90103"
"1901030020","0","31","0","900008","","1","900008","0","","90103"
"1901030021","","91","","0","","","0","","","90103"
"1901030022","0","3","","105811","","","treasure_peko","1","","90103"
"1901030023","0","3","","105911","","","treasure_kokkoro","1","","90103"
"1901030024","0","3","","106011","","","treasure_kyaru","1","","90103"
"1901030025","0","3","","106411","","","treasure_shefy","1","","90103"
"1901030026","0","3","","118511","","","treasure_karin_rare","0","","90103"
"1901030027","0","3","","900000","","","treasure_karin_rare","0","","90103"
"1901030028","","32","","900007","","","1","","","90103"
"1901030029","","32","","900008","","","1","","","90103"
"1901030030","","93","","0.4","","","0","","","90103"
"1901030031","","140","","7","","","0","0","","90103"
"1901030032","","93","","2.2","","","0","","","90103"
"1901030033","","21","0","vo_caravan","","","vo_caravan_118501_appraise_001","0","","90103"
"1901030034","","93","","2.7","","","0","","","90103"
"1901030035","","101","","1901030037","","","","","","90103"
"1901030036","","32","","900007","","","0","","","90103"
"1901030037","0.1","113","1","2","0","0","","1","","90103"
"1901030038","","93","","0.2","","","0","","","90103"
"1901030039","","32","","900003","","","1","","","90103"
"1901030040","","93","","0.2","","","0","","","90103"
"1901030041","","32","","901001","","","0","","","90103"
"1901030042","","32","","900007","","","0","","","90103"
"1901030043","","32","","900008","","","0","","","90103"
"1901030044","0","6","1","105811","0","0","1","1","","90103"
"1901030045","0","6","1","105911","0","0","1","1","","90103"
"1901030046","0","6","1","106011","0","0","1","1","","90103"
"1901030047","0","6","1","106411","0","0","1","1","","90103"
"1901030048","0","6","1","118511","0","0","1","1","","90103"
"1901030049","0","6","1","900000","0","0","1","1","","90103"
"1901030050","","93","","0.1","","","0","","","90103"
"1902010001","1","1","0","1","0","-34","105811","62","empty","90201"
"1902010002","1","1","0","1","0","-34","105911","66","empty","90201"
"1902010003","1","1","0","1","0","-34","106011","64","empty","90201"
"1902010004","1","1","0","1","0","-34","106411","65","empty","90201"
"1902010005","0.4","5","-1085","100","1","-266","100","58","idle","90201"
"1902010006","0.4","5","-1085","110","1","-266","110","56","idle","90201"
"1902010007","1","1","0","1","0","-34","118511","52","empty","90201"
"1902010008","0.64","5","-800","14","0","-300","11","62","empty","90201"
"1902010009","0.64","5","-1120","15","0","-300","12","64","empty","90201"
"1902010010","0.64","5","-970","16","0","-320","13","66","empty","90201"
"1902010011","0.75","5","-1120","200","1","-250","200","58","empty","90201"
"1902010012","0","31","0","901000","","1","0","-300","","90201"
"1902010013","0","31","0","900001","","1","10","0","","90201"
"1902010014","0","31","0","900002","","1","11","0","","90201"
"1902010015","0","31","-266","900004","","1","12","-1085","","90201"
"1902010016","0","31","0","900005","","1","13","0","","90201"
"1902010017","0","31","0","900011","","1","18","-600","","90201"
"1902010018","0","31","-34","900009","","1","17","0","","90201"
"1902010019","0","31","0","912001","","1","912001","0","","90201"
"1902010020","","91","","0","","","0","","","90201"
"1902010021","","32","","10","","","1","","","90201"
"1902010022","","93","","0.7","","","0","","","90201"
"1902010023","","32","","0","","","1","","","90201"
"1902010024","","32","","17","","","1","","","90201"
"1902010025","0","3","","118511","","","checkpoint_karin_idle","1","","90201"
"1902010026","","26","","0.5","","","","","","90201"
"1902010027","","23","","se_caravan","","","se_caravan_goal_amb","0","","90201"
"1902010028","","23","","se_caravan","","","se_caravan_goal_onigiri","0","","90201"
"1902010029","","93","","0.5","","","0","","","90201"
"1902010030","0","3","idle","100","0","1","run_checkpoint","0","","90201"
"1902010031","0","3","idle","110","0","1","run_checkpoint","0","","90201"
"1902010032","","32","","12","","","1","","","90201"
"1902010033","","2","2.5","100","","11","67","-276","","90201"
"1902010034","","2","2.5","110","","11","67","-276","","90201"
"1902010035","","33","2.5","12","","11","67","-276","","90201"
"1902010036","","93","","2","","","0","","","90201"
"1902010037","","23","","se_caravan","","","se_caravan_goal_chara_appear","0","","90201"
"1902010038","0","3","checkpoint_peko_loop","105811","0","1","checkpoint_peko_in","0","","90201"
"1902010039","0","3","checkpoint_kokkoro_loop","105911","0","1","checkpoint_kokkoro_in","0","","90201"
"1902010040","0","3","checkpoint_kyaru_loop","106011","0","1","checkpoint_kyaru_in","0","","90201"
"1902010041","0","3","checkpoint_shefy_loop","106411","0","1","checkpoint_shefy_in","0","","90201"
"1902010042","","140","","6","","","0","0","","90201"
"1902010043","","93","","1.6","","","0","","","90201"
"1902010044","","23","","se_caravan","","","se_caravan_goal_arrival","0","","90201"
"1902010045","","32","","13","","","1","","","90201"
"1902010046","0.2","3","","118511","","","checkpoint_karin_clap","1","","90201"
"1902010047","","93","","2.6","","","0","","","90201"
"1902010048","","33","1","11","","3","-600","0","","90201"
"1902010049","3","121","1","600","","1","0","1","","90201"
"1902010050","","23","","se_caravan","","","se_caravan_goal_bandy_appear","0","","90201"
"1902010051","","3","","11","","","run_gakkari","0","","90201"
"1902010052","","3","","12","","","run_gakkari","0","","90201"
"1902010053","","3","","13","","","run_gakkari","0","","90201"
"1902010054","","3","idle","200","0.1","1","run_gakkari","0","","90201"
"1902010055","","32","","912001","","","1","","","90201"
"1902010056","","93","","0.4","","","0","","","90201"
"1902010057","0.1","3","","105811","","","checkpoint_peko_loop_r","1","","90201"
"1902010058","0.1","3","","105911","","","checkpoint_kokkoro_loop_r","1","","90201"
"1902010059","0.1","3","","106011","","","checkpoint_kyaru_loop_r","1","","90201"
"1902010060","0.1","3","","106411","","","checkpoint_shefy_loop_r","1","","90201"
"1902010061","","140","","61","","","0","0","","90201"
"1902010062","","93","","0.1","","","0","","","90201"
"1902010063","","32","","18","","","1","","","90201"
"1902010064","","93","","3.7","","","0","","","90201"
"1902010065","","101","","1902010066","","","","","","90201"
"1902010066","","25","","bgm_MC043","","","bgm_MC043","","","90201"
"1902010067","","32","","12","","","0","","","90201"
"1902010068","","32","","912001","","","0","","","90201"
"1902010069","","113","","1","","","","","","90201"
"1902010070","","93","","0.3","","","0","","","90201"
"1902010071","","32","","11","","","1","","","90201"
"1902010072","","93","","0.4","","","0","","","90201"
"1902010073","","32","","0","","","0","","","90201"
"1902010074","","32","","13","","","0","","","90201"
"1902010075","","32","","18","","","0","","","90201"
"1902010076","","32","","17","","","0","","","90201"
"1902010077","0","6","1","105811","0","0","1","1","","90201"
"1902010078","0","6","1","105911","0","0","1","1","","90201"
"1902010079","0","6","1","106011","0","0","1","1","","90201"
"1902010080","0","6","1","106411","0","0","1","1","","90201"
"1902010081","0","6","1","100","0","0","1","1","","90201"
"1902010082","0","6","1","110","0","0","1","1","","90201"
"1902010083","0","6","1","118511","0","0","1","1","","90201"
"1902010084","0","6","1","11","0","0","1","1","","90201"
"1902010085","0","6","1","12","0","0","1","1","","90201"
"1902010086","0","6","1","13","0","0","1","1","","90201"
"1902010087","0","6","1","200","0","0","1","1","","90201"
"1902010088","3","121","1","0","","0","0","1","","90201"
"1902010089","","33","0","11","","0","0","0","","90201"
"1902010090","","91","","0","","","","","","90201"
"1903010001","1","1","-1250","1","0","-50","105811","62","empty","90301"
"1903010002","1","1","-1390","1","0","-70","105911","66","empty","90301"
"1903010003","1","1","-1520","1","0","-50","106011","64","empty","90301"
"1903010004","1","1","-1660","1","0","-70","106411","64","empty","90301"
"1903010005","0.4","5","-1085","100","1","-266","100","58","idle","90301"
"1903010006","0.4","5","-1085","110","1","-266","110","56","idle","90301"
"1903010007","0.64","5","285","14","0","-330","11","64","empty","90301"
"1903010008","0.64","5","570","15","0","-330","12","66","empty","90301"
"1903010009","0.64","5","425","16","0","-300","13","62","empty","90301"
"1903010010","0.75","5","570","200","0","-250","200","58","empty","90301"
"1903010011","0","31","0","901000","","1","0","-300","","90301"
"1903010012","0","31","0","900001","","1","10","0","","90301"
"1903010013","0","31","0","900002","","1","11","0","","90301"
"1903010014","0","31","0","912000","","1","912000","430","","90301"
"1903010015","0","31","-50","912002","","1","20021","-1250","","90301"
"1903010016","0","31","-70","912002","","1","20022","-1390","","90301"
"1903010017","0","31","-50","912002","","1","20023","-1520","","90301"
"1903010018","0","31","-70","912002","","1","20024","-1660","","90301"
"1903010019","0","31","0","900012","","1","19","0","","90301"
"1903010020","","91","","0","","","0","","","90301"
"1903010021","","32","","10","","","1","","","90301"
"1903010022","","93","","0.7","","","0","","","90301"
"1903010023","","32","","0","","","1","","","90301"
"1903010024","","3","","11","","","doya_wait","1","","90301"
"1903010025","","3","","12","","","doya_wait","1","","90301"
"1903010026","","3","","13","","","doya_wait","1","","90301"
"1903010027","","3","","200","","","idle","1","","90301"
"1903010028","","32","","912000","","","1","","","90301"
"1903010029","","26","","0.5","","","","","","90301"
"1903010030","","23","","se_caravan","","","se_caravan_goal_amb","0","","90301"
"1903010031","","23","","se_caravan","","","se_caravan_goal_onigiri_bishoku_appear","0","","90301"
"1903010032","","3","","105811","","","run","1","","90301"
"1903010033","","3","","105911","","","run","1","","90301"
"1903010034","","3","","106011","","","run","1","","90301"
"1903010035","","3","","106411","","","run","1","","90301"
"1903010036","0","3","idle","100","0","1","run_checkpoint","0","","90301"
"1903010037","0","3","idle","110","0","1","run_checkpoint","0","","90301"
"1903010038","","2","2.5","105811","","11","-150","-50","","90301"
"1903010039","","2","2.5","105911","","11","-290","-70","","90301"
"1903010040","","2","2.5","106011","","11","-420","-50","","90301"
"1903010041","","2","2.5","106411","","11","-560","-70","","90301"
"1903010042","","32","","20021","","","1","","","90301"
"1903010043","","32","","20022","","","1","","","90301"
"1903010044","","32","","20023","","","1","","","90301"
"1903010045","","32","","20024","","","1","","","90301"
"1903010046","","33","2.5","20021","","11","-150","-50","","90301"
"1903010047","","33","2.5","20022","","11","-290","-70","","90301"
"1903010048","","33","2.5","20023","","11","-420","-50","","90301"
"1903010049","","33","2.5","20024","","11","-560","-70","","90301"
"1903010050","","2","2.5","100","","11","-100","-276","","90301"
"1903010051","","2","2.5","110","","11","-100","-276","","90301"
"1903010052","","93","","2.1","","","0","","","90301"
"1903010053","","140","","62","","","0","0","","90301"
"1903010054","","32","","19","","","1","","","90301"
"1903010055","","93","","0.4","","","0","","","90301"
"1903010056","0.3","3","","105811","","","gakkari","0","","90301"
"1903010057","0.3","3","","105911","","","gakkari","0","","90301"
"1903010058","0.3","3","","106011","","","gakkari","0","","90301"
"1903010059","0.3","3","","106411","","","gakkari","0","","90301"
"1903010060","","93","","0.9","","","0","","","90301"
"1903010061","0.1","3","doya_loop","11","","1","doya_loop_in","0","","90301"
"1903010062","0.1","3","doya_loop","12","","1","doya_loop_in","0","","90301"
"1903010063","0.1","3","doya_loop","13","","1","doya_loop_in","0","","90301"
"1903010064","","93","","2.9","","","0","","","90301"
"1903010065","","101","","1903010066","","","","","","90301"
"1903010066","","25","","bgm_MC043","","","bgm_MC043","","","90301"
"1903010067","","32","","20021","","","0","","","90301"
"1903010068","","32","","20022","","","0","","","90301"
"1903010069","","32","","20023","","","0","","","90301"
"1903010070","","32","","20024","","","0","","","90301"
"1903010071","","113","","1","","","","","","90301"
"1903010072","","93","","0.3","","","0","","","90301"
"1903010073","","32","","11","","","1","","","90301"
"1903010074","","93","","0.4","","","0","","","90301"
"1903010075","","32","","19","","","0","","","90301"
"1903010076","","32","","0","","","0","","","90301"
"1903010077","","32","","912000","","","0","","","90301"
"1903010078","0","6","1","105811","0","0","1","1","","90301"
"1903010079","0","6","1","105911","0","0","1","1","","90301"
"1903010080","0","6","1","106011","0","0","1","1","","90301"
"1903010081","0","6","1","106411","0","0","1","1","","90301"
"1903010082","0","6","1","100","0","0","1","1","","90301"
"1903010083","0","6","1","110","0","0","1","1","","90301"
"1903010084","0","6","1","11","0","0","1","1","","90301"
"1903010085","0","6","1","12","0","0","1","1","","90301"
"1903010086","0","6","1","13","0","0","1","1","","90301"
"1903010087","0","6","1","200","0","0","1","1","","90301"
"1903010088","","91","","0","","","","","","90301"
"1904010001","1","1","0","1","0","-34","105811","62","empty","90401"
"1904010002","1","1","0","1","0","-34","105911","66","empty","90401"
"1904010003","1","1","0","1","0","-34","106011","64","empty","90401"
"1904010004","1","1","0","1","0","-34","106411","65","empty","90401"
"1904010005","1","1","0","1","0","-34","118511","52","empty","90401"
"1904010006","0.4","5","-1085","100","1","-266","100","58","idle","90401"
"1904010007","0.4","5","-1085","110","1","-266","110","56","idle","90401"
"1904010008","0","31","0","904000","","1","40","0","","90401"
"1904010009","0","31","0","904001","","1","41","0","","90401"
"1904010010","0","31","0","904002","","1","42","0","","90401"
"1904010011","0","31","0","901000","","1","0","-300","","90401"
"1904010012","0","31","0","900002","","1","1","0","","90401"
"1904010013","0","31","0","900002","","1","2","0","","90401"
"1904010014","0","31","0","900002","","1","3","0","","90401"
"1904010015","0","31","-266","900004","","1","4","-1085","","90401"
"1904010016","0","31","0","900005","","1","5","0","","90401"
"1904010017","0","31","-34","900009","","1","9","0","","90401"
"1904010018","","91","","0","","","0","","","90401"
"1904010019","","32","","1","","","1","","","90401"
"1904010020","","93","","0.4","","","0","","","90401"
"1904010021","","32","","40","","","1","","","90401"
"1904010022","","32","","41","","","1","","","90401"
"1904010023","","32","","42","","","1","","","90401"
"1904010024","","23","","se_caravan","","","se_caravan_section_skip","0","","90401"
"1904010025","","21","","vo_caravan","","","vo_caravan_onigiriskip","0","","90401"
"1904010026","","2","0","100","","11","240","-266","","90401"
"1904010027","","2","0","110","","11","240","-266","","90401"
"1904010028","","3","","100","","","skip","1","","90401"
"1904010029","","3","","110","","","skip","1","","90401"
"1904010030","","93","","2.2","","","0","","","90401"
"1904010031","","32","","2","","","1","","","90401"
"1904010032","","93","","0.4","","","0","","","90401"
"1904010033","","32","","40","","","0","","","90401"
"1904010034","","32","","41","","","0","","","90401"
"1904010035","","32","","42","","","0","","","90401"
"1904010036","","2","0","100","","11","-1085","-266","","90401"
"1904010037","","2","0","110","","11","-1085","-266","","90401"
"1904010038","","32","","0","","","1","","","90401"
"1904010039","","32","","9","","","1","","","90401"
"1904010040","0","3","","118511","","","checkpoint_karin_idle","1","","90401"
"1904010041","","26","","0.5","","","","","","90401"
"1904010042","","23","","se_caravan","","","se_caravan_goal_amb","0","","90401"
"1904010043","","93","","0.9","","","0","","","90401"
"1904010044","","23","","se_caravan","","","se_caravan_goal_onigiri","0","","90401"
"1904010045","","93","","0.5","","","0","","","90401"
"1904010046","0","3","idle","100","0","1","run_checkpoint","0","","90401"
"1904010047","0","3","idle","110","0","1","run_checkpoint","0","","90401"
"1904010048","","32","","4","","","1","","","90401"
"1904010049","","2","2.5","100","","11","67","-276","","90401"
"1904010050","","2","2.5","110","","11","67","-276","","90401"
"1904010051","","33","2.5","4","","11","67","-276","","90401"
"1904010052","","93","","2","","","0","","","90401"
"1904010053","","23","","se_caravan","","","se_caravan_goal_chara_appear","0","","90401"
"1904010054","0","3","checkpoint_peko_loop","105811","0","1","checkpoint_peko_in","0","","90401"
"1904010055","0","3","checkpoint_kokkoro_loop","105911","0","1","checkpoint_kokkoro_in","0","","90401"
"1904010056","0","3","checkpoint_kyaru_loop","106011","0","1","checkpoint_kyaru_in","0","","90401"
"1904010057","0","3","checkpoint_shefy_loop","106411","0","1","checkpoint_shefy_in","0","","90401"
"1904010058","","140","","6","","","0","0","","90401"
"1904010059","","93","","1.6","","","0","","","90401"
"1904010060","","23","","se_caravan","","","se_caravan_goal_arrival","0","","90401"
"1904010061","","32","","5","","","1","","","90401"
"1904010062","0.2","3","","118511","","","checkpoint_karin_clap","1","","90401"
"1904010063","","93","","3","","","0","","","90401"
"1904010064","","101","","1904010065","","","","","","90401"
"1904010065","","25","","bgm_MC043","","","bgm_MC043","","","90401"
"1904010066","","32","","4","","","0","","","90401"
"1904010067","","113","","1","","","","","","90401"
"1904010068","","93","","0.3","","","0","","","90401"
"1904010069","","32","","3","","","1","","","90401"
"1904010070","","93","","0.4","","","0","","","90401"
"1904010071","0","6","1","100","0","0","1","1","","90401"
"1904010072","0","6","1","110","0","0","1","1","","90401"
"1904010073","","32","","0","","","0","","","90401"
"1904010074","","32","","5","","","0","","","90401"
"1904010075","","32","","9","","","0","","","90401"
"1904010076","0","6","1","105811","0","0","1","1","","90401"
"1904010077","0","6","1","105911","0","0","1","1","","90401"
"1904010078","0","6","1","106011","0","0","1","1","","90401"
"1904010079","0","6","1","106411","0","0","1","1","","90401"
"1904010080","0","6","1","118511","0","0","1","1","","90401"
"1904010081","","91","","0","","","","","","90401"
"1911010001","1","1","0","1","0","-34","105811","62","empty","91101"
"1911010002","1","1","0","1","0","-34","105911","66","empty","91101"
"1911010003","1","1","0","1","0","-34","106011","64","empty","91101"
"1911010004","1","1","0","1","0","-34","106411","65","empty","91101"
"1911010005","1","1","0","1","0","-34","118511","52","empty","91101"
"1911010006","0.4","5","-1085","100","1","-266","100","58","idle","91101"
"1911010007","0.4","5","-1085","110","1","-266","110","56","idle","91101"
"1911010008","0","31","0","911000","","1","0","-300","","91101"
"1911010009","0","31","0","900001","","1","1","0","","91101"
"1911010010","0","31","0","900002","","1","2","0","","91101"
"1911010011","0","31","-266","900004","","1","4","-1085","","91101"
"1911010012","0","31","0","900005","","1","5","0","","91101"
"1911010013","0","31","-34","900009","","1","9","0","","91101"
"1911010014","","91","","0","","","0","","","91101"
"1911010015","","32","","1","","","1","","","91101"
"1911010016","","93","","0.7","","","0","","","91101"
"1911010017","","32","","0","","","1","","","91101"
"1911010018","","32","","9","","","1","","","91101"
"1911010019","0","3","","118511","","","checkpoint_karin_idle","1","","91101"
"1911010020","","26","","0.5","","","","","","91101"
"1911010021","","23","","se_caravan","","","se_caravan_goal_amb_gehena","0","","91101"
"1911010022","","93","","0.9","","","0","","","91101"
"1911010023","","23","","se_caravan","","","se_caravan_goal_onigiri","0","","91101"
"1911010024","","93","","0.5","","","0","","","91101"
"1911010025","0","3","idle","100","0","1","run_checkpoint","0","","91101"
"1911010026","0","3","idle","110","0","1","run_checkpoint","0","","91101"
"1911010027","","32","","4","","","1","","","91101"
"1911010028","","2","2.5","100","","11","67","-276","","91101"
"1911010029","","2","2.5","110","","11","67","-276","","91101"
"1911010030","","33","2.5","4","","11","67","-276","","91101"
"1911010031","","93","","2","","","0","","","91101"
"1911010032","","23","","se_caravan","","","se_caravan_goal_chara_appear","0","","91101"
"1911010033","0","3","checkpoint_peko_loop","105811","0","1","checkpoint_peko_in","0","","91101"
"1911010034","0","3","checkpoint_kokkoro_loop","105911","0","1","checkpoint_kokkoro_in","0","","91101"
"1911010035","0","3","checkpoint_kyaru_loop","106011","0","1","checkpoint_kyaru_in","0","","91101"
"1911010036","0","3","checkpoint_shefy_loop","106411","0","1","checkpoint_shefy_in","0","","91101"
"1911010037","","140","","6","","","0","0","","91101"
"1911010038","","93","","1.6","","","0","","","91101"
"1911010039","","32","","5","","","1","","","91101"
"1911010040","0.2","3","","118511","","","checkpoint_karin_clap","1","","91101"
"1911010041","","93","","3","","","0","","","91101"
"1911010042","","101","","1911010043","","","","","","91101"
"1911010043","","25","","bgm_MC103","","","bgm_MC103","","","91101"
"1911010044","","32","","4","","","0","","","91101"
"1911010045","","113","","1","","","","","","91101"
"1911010046","","93","","0.3","","","0","","","91101"
"1911010047","","32","","2","","","1","","","91101"
"1911010048","","93","","0.4","","","0","","","91101"
"1911010049","0","6","1","100","0","0","1","1","","91101"
"1911010050","0","6","1","110","0","0","1","1","","91101"
"1911010051","","32","","0","","","0","","","91101"
"1911010052","","32","","5","","","0","","","91101"
"1911010053","","32","","9","","","0","","","91101"
"1911010054","0","6","1","105811","0","0","1","1","","91101"
"1911010055","0","6","1","105911","0","0","1","1","","91101"
"1911010056","0","6","1","106011","0","0","1","1","","91101"
"1911010057","0","6","1","106411","0","0","1","1","","91101"
"1911010058","0","6","1","118511","0","0","1","1","","91101"
"1911010059","","91","","0","","","","","","91101"
"1911020001","1","1","0","1","0","-34","105811","62","empty","91102"
"1911020002","1","1","0","1","0","-34","105911","66","empty","91102"
"1911020003","1","1","0","1","0","-34","106011","64","empty","91102"
"1911020004","1","1","0","1","0","-34","106411","64","empty","91102"
"1911020005","1","1","0","1","0","-34","118511","52","empty","91102"
"1911020006","1","5","0","900000","0","-34","900000","54","empty","91102"
"1911020007","0","6","1","105811","0","1","1","1","","91102"
"1911020008","0","6","1","105911","0","1","1","1","","91102"
"1911020009","0","6","1","106011","0","1","1","1","","91102"
"1911020010","0","6","1","106411","0","1","1","1","","91102"
"1911020011","0","6","1","118511","0","1","1","1","","91102"
"1911020012","0","2","0","105811","0","1","0","-34","","91102"
"1911020013","0","2","0","105911","0","1","0","-34","","91102"
"1911020014","0","2","0","106011","0","1","0","-34","","91102"
"1911020015","0","2","0","106411","0","1","0","-34","","91102"
"1911020016","1","31","0","911001","","1","911001","-300","","91102"
"1911020017","0","31","0","900002","","1","900002","0","","91102"
"1911020018","0","31","0","900003","","1","900003","0","","91102"
"1911020019","0","31","0","900006","","1","900006","0","","91102"
"1911020020","0","31","0","900008","","1","900008","0","","91102"
"1911020021","","91","","0","","","0","","","91102"
"1911020022","0","3","","105811","","","treasure_peko","1","","91102"
"1911020023","0","3","","105911","","","treasure_kokkoro","1","","91102"
"1911020024","0","3","","106011","","","treasure_kyaru","1","","91102"
"1911020025","0","3","","106411","","","treasure_shefy","1","","91102"
"1911020026","0","3","","118511","","","treasure_karin_normal","0","","91102"
"1911020027","0","3","","900000","","","treasure_karin_normal","0","","91102"
"1911020028","","32","","900006","","","1","","","91102"
"1911020029","","32","","900008","","","1","","","91102"
"1911020030","","93","","0.4","","","0","","","91102"
"1911020031","","140","","7","","","0","0","","91102"
"1911020032","","93","","3.9","","","0","","","91102"
"1911020033","","101","","1911020035","","","","","","91102"
"1911020034","","32","","900006","","","0","","","91102"
"1911020035","0.1","113","1","2","0","0","","1","","91102"
"1911020036","","93","","0.2","","","0","","","91102"
"1911020037","","32","","900003","","","1","","","91102"
"1911020038","","93","","0.2","","","0","","","91102"
"1911020039","","32","","911001","","","0","","","91102"
"1911020040","","32","","900006","","","0","","","91102"
"1911020041","0","6","1","105811","0","0","1","1","","91102"
"1911020042","0","6","1","105911","0","0","1","1","","91102"
"1911020043","0","6","1","106011","0","0","1","1","","91102"
"1911020044","0","6","1","106411","0","0","1","1","","91102"
"1911020045","0","6","1","118511","0","0","1","1","","91102"
"1911020046","0","6","1","900000","0","0","1","1","","91102"
"1911020047","","93","","0.1","","","0","","","91102"
"1911030001","1","1","0","1","0","-34","105811","62","empty","91103"
"1911030002","1","1","0","1","0","-34","105911","66","empty","91103"
"1911030003","1","1","0","1","0","-34","106011","64","empty","91103"
"1911030004","1","1","0","1","0","-34","106411","64","empty","91103"
"1911030005","1","1","0","1","0","-34","118511","52","empty","91103"
"1911030006","1","5","0","900000","0","-34","900000","54","empty","91103"
"1911030007","0","6","1","105811","0","1","1","1","","91103"
"1911030008","0","6","1","105911","0","1","1","1","","91103"
"1911030009","0","6","1","106011","0","1","1","1","","91103"
"1911030010","0","6","1","106411","0","1","1","1","","91103"
"1911030011","0","6","1","118511","0","1","1","1","","91103"
"1911030012","0","2","0","105811","0","1","0","-34","","91103"
"1911030013","0","2","0","105911","0","1","0","-34","","91103"
"1911030014","0","2","0","106011","0","1","0","-34","","91103"
"1911030015","0","2","0","106411","0","1","0","-34","","91103"
"1911030016","1","31","0","911001","","1","911001","-300","","91103"
"1911030017","0","31","0","900002","","1","900002","0","","91103"
"1911030018","0","31","0","900003","","1","900003","0","","91103"
"1911030019","0","31","0","900007","","1","900007","0","","91103"
"1911030020","0","31","0","900008","","1","900008","0","","91103"
"1911030021","","91","","0","","","0","","","91103"
"1911030022","0","3","","105811","","","treasure_peko","1","","91103"
"1911030023","0","3","","105911","","","treasure_kokkoro","1","","91103"
"1911030024","0","3","","106011","","","treasure_kyaru","1","","91103"
"1911030025","0","3","","106411","","","treasure_shefy","1","","91103"
"1911030026","0","3","","118511","","","treasure_karin_rare","0","","91103"
"1911030027","0","3","","900000","","","treasure_karin_rare","0","","91103"
"1911030028","","32","","900007","","","1","","","91103"
"1911030029","","32","","900008","","","1","","","91103"
"1911030030","","93","","0.4","","","0","","","91103"
"1911030031","","140","","7","","","0","0","","91103"
"1911030032","","93","","2.2","","","0","","","91103"
"1911030033","","21","0","vo_caravan","","","vo_caravan_118501_appraise_001","0","","91103"
"1911030034","","93","","2.7","","","0","","","91103"
"1911030035","","101","","1911030037","","","","","","91103"
"1911030036","","32","","900007","","","0","","","91103"
"1911030037","0.1","113","1","2","0","0","","1","","91103"
"1911030038","","93","","0.2","","","0","","","91103"
"1911030039","","32","","900003","","","1","","","91103"
"1911030040","","93","","0.2","","","0","","","91103"
"1911030041","","32","","911001","","","0","","","91103"
"1911030042","","32","","900007","","","0","","","91103"
"1911030043","","32","","900008","","","0","","","91103"
"1911030044","0","6","1","105811","0","0","1","1","","91103"
"1911030045","0","6","1","105911","0","0","1","1","","91103"
"1911030046","0","6","1","106011","0","0","1","1","","91103"
"1911030047","0","6","1","106411","0","0","1","1","","91103"
"1911030048","0","6","1","118511","0","0","1","1","","91103"
"1911030049","0","6","1","900000","0","0","1","1","","91103"
"1911030050","","93","","0.1","","","0","","","91103"
"1912010001","1","1","0","1","0","-34","105811","62","empty","91201"
"1912010002","1","1","0","1","0","-34","105911","66","empty","91201"
"1912010003","1","1","0","1","0","-34","106011","64","empty","91201"
"1912010004","1","1","0","1","0","-34","106411","65","empty","91201"
"1912010005","0.4","5","-1085","100","1","-266","100","58","idle","91201"
"1912010006","0.4","5","-1085","110","1","-266","110","56","idle","91201"
"1912010007","1","1","0","1","0","-34","118511","52","empty","91201"
"1912010008","0.64","5","-800","14","0","-300","11","62","empty","91201"
"1912010009","0.64","5","-1120","15","0","-300","12","64","empty","91201"
"1912010010","0.64","5","-970","16","0","-320","13","66","empty","91201"
"1912010011","0.75","5","-1120","200","1","-250","200","58","empty","91201"
"1912010012","0","31","0","911000","","1","0","-300","","91201"
"1912010013","0","31","0","900001","","1","10","0","","91201"
"1912010014","0","31","0","900002","","1","11","0","","91201"
"1912010015","0","31","-266","900004","","1","12","-1085","","91201"
"1912010016","0","31","0","900005","","1","13","0","","91201"
"1912010017","0","31","0","900011","","1","18","-600","","91201"
"1912010018","0","31","-34","900009","","1","17","0","","91201"
