42184795598030f5e2d00c45b9aef1367ea00e03cc800cb2bdfac8b48287ab6f,1c0bd244817be7d7776cc51b26a0cfd7f4950329b7ef78534fc75c73ec781614,9d7d577482d7a6a572b042eacdca0abacff3c18310576871e5c6c6879951ebc8,39b7cf75211da3a1a71063393c4175cfd37c6fafd5063f8d7a6a818667c250ae,b423361cf6fe464184878845ef74992733f78be1aeb608e903d4425979bcde80,2d367b4a2f93f2ef3b280d3e55fc95fabc5b47a8871a72d6418112a40edbcb5d,759858b9b6066b66cb3d92629910c341ef3e25aa792f671549f4042329df58b4,839611986cff0596d60c495cbbecbc8c7d8903378789fedd9fb28d59094db587,9203a3381d34f18f9a1b770691651319ed1f60dd590418436bff373761415e52,bd81e05bdef2e1778560349ab55022aec6c1122eef4d65edc6778a103af3a1b2,28a994c2a0e1af7269ae4bb694a76eb27c9dedfa47177cc7f918fb23771a8956,c033e26a1fdb76729810666babfa9993fe0590bcfe35900af80d2ecf03abf238,9ca61b0a5c4140c7007ee90173763c6337266df46f2b3d77b17a075d2c73a8d4,e8da4da651fcc5f6606fe5621809eddf8931fb1ce112d038530823df4bbef41e,c6f420827b03df4750a53308ff89ff0e781ce38767426f713a14e4b124efd1b2,6ce8e5357bc75661c8e4a208721af627a0aabe0e244657b3fa861ef21e909b9f,2c1f767f1a124bb8af9f229d09343bfd7227665585e17bf85750989f5b9599f7,7148eca87d1394615a075a62fb57ad480947f4204027df001ed825090b818488,17b7055bd51bb8bcd016bec9d765d82844af4b1408ade7f157a04eaa0a54ffdd
"0","24","6","122701","0","84","13876","22","397","0","2480","0","211","1619","1280","0","0","17","60"
"0","25","6","122701","0","90","15586","22","397","0","2480","0","219","1728","1280","0","0","17","60"
"0","26","6","122701","0","96","17426","22","397","0","2940","0","228","1800","1280","0","0","17","60"
"0","27","6","122701","0","102","19461","22","397","0","2940","0","236","1845","1280","0","0","17","60"
"0","28","6","122701","0","107","21659","22","397","0","2940","0","241","1877","1280","0","0","17","60"
"0","29","6","122701","0","111","23981","22","397","0","3400","0","245","1910","1280","0","0","17","60"
"0","30","6","122701","0","115","26502","22","397","0","3400","0","249","1944","1280","0","0","17","60"
"0","31","6","122701","0","119","29081","22","397","0","3860","0","253","1978","1280","0","0","17","60"
"0","32","6","122701","0","123","31823","22","397","0","3860","0","257","2012","1280","0","0","17","60"
"0","33","6","122701","0","127","34656","22","397","0","4360","0","261","2045","1280","0","0","17","60"
"0","34","6","122701","0","131","37638","22","397","0","4860","0","265","2077","1280","0","0","17","60"
"0","35","6","122701","0","135","40825","22","397","0","4860","0","269","2109","1280","0","0","17","60"
"0","36","6","122701","0","139","44124","22","397","0","4860","0","273","2141","1280","0","0","17","60"
"0","37","6","122701","0","144","47468","22","397","0","5360","0","278","2173","1280","0","0","17","60"
"0","38","6","122701","0","149","50916","22","397","0","5860","0","283","2205","1280","0","0","17","60"
"0","2","0","122801","0","2","0","0","10","0","65","0","0","0","100","1","10","0","0"
"0","3","0","122801","0","5","0","0","25","0","185","0","0","0","200","2","58","0","0"
"0","4","0","122801","0","10","0","0","50","0","475","0","4","0","360","4","135","0","0"
"0","5","0","122801","0","17","0","0","80","0","985","0","10","0","520","7","243","0","0"
"0","6","3","122801","0","25","0","0","95","0","1515","0","14","0","820","11","429","0","0"
"0","7","6","122801","0","34","0","0","120","0","1835","0","20","0","1425","15","674","0","0"
"10","8","6","122801","0","48","0","9","145","0","2735","0","32","0","1985","15","912","0","0"
"30","9","6","122801","0","65","10","23","145","0","3675","0","48","0","2310","16","1158","5","0"
"60","10","6","122801","0","85","20","28","145","0","4525","0","68","0","2310","21","1393","10","15"
"86","11","6","122801","3","110","20","28","145","0","5425","0","85","0","2560","21","1688","10","25"
"116","12","6","122801","26","131","20","28","145","0","5925","0","93","0","2910","23","2056","10","25"
"159","13","6","122801","36","159","20","28","170","0","6225","0","111","0","3110","23","2424","10","25"
"223","14","6","122801","36","193","20","28","170","0","6425","0","130","0","3110","23","2844","10","27"
"297","15","6","122801","39","216","20","28","170","0","6425","0","153","0","3110","25","3313","12","27"
"386","16","6","122801","47","236","20","28","170","0","6425","0","176","0","3210","27","3814","12","27"
"473","17","6","122801","52","267","20","28","170","0","6525","0","195","0","3360","27","4336","12","27"
"610","18","6","122801","52","286","20","28","170","0","6575","0","212","0","3510","29","4988","12","27"
"692","19","6","122801","52","318","20","28","170","0","6670","0","241","0","3510","31","5657","12","27"
"733","20","6","122801","52","363","20","28","170","0","6770","0","268","0","3605","31","6396","12","27"
"777","21","6","122801","52","414","20","28","170","0","7015","0","308","0","3605","31","7124","12","27"
"825","22","6","122801","52","463","20","28","170","0","7245","0","358","0","3605","31","7992","12","27"
"854","23","6","122801","52","514","20","28","170","0","7650","0","403","0","3605","31","9032","12","27"
"872","24","6","122801","52","561","20","28","170","0","7970","0","449","0","3605","31","10214","12","27"
"904","25","6","122801","52","606","20","28","170","0","8290","0","498","0","3605","31","11544","12","27"
"939","26","6","122801","52","651","20","28","170","0","8585","0","551","0","3605","31","13002","12","27"
"966","27","6","122801","52","692","20","28","170","0","9040","0","599","0","3605","31","14599","12","27"
"1000","28","6","122801","52","735","20","28","170","0","9585","0","644","0","3605","31","16315","12","27"
"1032","29","6","122801","52","812","20","28","170","0","10980","0","721","0","3605","31","17771","12","27"
"1064","30","6","122801","52","893","20","28","170","0","12610","0","802","0","3605","31","19307","12","27"
"1096","31","6","122801","52","976","20","28","170","0","14400","0","885","0","3605","31","20914","12","27"
"1127","32","6","122801","52","1061","20","28","170","0","16345","0","970","0","3605","31","22593","12","27"
"1156","33","6","122801","52","1148","20","28","170","0","18535","0","1057","0","3605","31","24371","12","27"
"1184","34","6","122801","52","1237","20","28","170","0","21135","0","1146","0","3605","31","26247","12","27"
"1212","35","6","122801","52","1327","20","28","170","0","24145","0","1236","0","3605","31","28195","12","27"
"1240","36","6","122801","52","1418","20","28","170","0","27495","0","1327","0","3605","31","30205","12","27"
"1268","37","6","122801","52","1511","20","28","170","0","31090","0","1420","0","3605","31","32277","12","27"
"1296","38","6","122801","52","1605","20","28","170","0","34925","0","1514","0","3605","31","34415","12","27"
"0","2","0","122901","0","2","0","0","0","0","110","0","0","0","25","0","25","0","0"
"0","3","0","122901","0","5","0","0","5","0","295","0","0","0","75","0","84","0","0"
"0","4","0","122901","0","10","0","0","10","0","790","0","1","0","105","0","182","0","0"
"0","5","0","122901","0","15","0","0","30","0","1330","0","3","0","105","3","331","0","10"
"0","6","0","122901","0","26","0","0","45","0","2195","0","5","0","195","3","541","0","10"
"0","7","0","122901","0","38","0","0","45","0","3165","0","7","0","665","3","788","0","10"
"0","8","0","122901","0","46","0","0","60","0","4055","0","9","0","900","3","1120","0","10"
"20","9","0","122901","0","55","0","9","100","0","4610","0","11","0","900","3","1513","0","10"
"50","10","5","122901","0","61","0","18","115","0","4820","0","17","0","900","3","1969","0","20"
"102","11","7","122901","3","65","0","22","115","0","5440","0","22","0","900","3","2452","0","30"
"130","12","9","122901","29","70","0","22","115","0","5890","0","25","0","900","7","2939","0","30"
"163","13","9","122901","45","81","0","22","148","0","6340","0","35","0","1000","7","3427","0","30"
"204","14","9","122901","51","86","0","22","181","0","6760","0","39","0","1000","7","4040","0","30"
"270","15","9","122901","51","90","0","22","189","0","7120","0","42","0","1000","9","4713","0","30"
"355","16","9","122901","59","96","0","22","189","0","7420","0","44","0","1000","9","5413","0","30"
"453","17","9","122901","62","102","0","22","189","0","7670","0","48","0","1000","9","6162","0","30"
"591","18","9","122901","62","105","0","22","189","0","8015","0","53","0","1000","9","6980","0","30"
"706","19","9","122901","62","114","0","22","189","0","8325","0","60","0","1000","9","7885","0","30"
"846","20","9","122901","62","127","0","22","189","0","8805","0","65","0","1000","9","8867","0","30"
"997","21","9","122901","62","133","0","22","189","0","9165","0","70","0","1000","9","9993","0","30"
"1123","22","9","122901","62","139","0","22","189","0","9435","0","76","0","1000","9","11321","0","30"
"1234","23","9","122901","62","150","0","22","189","0","9820","0","85","0","1000","9","12739","0","30"
"1333","24","9","122901","62","160","0","22","189","0","10265","0","98","0","1000","9","14257","0","30"
"1410","25","9","122901","62","166","0","22","189","0","10635","0","107","0","1000","9","15992","0","30"
"1467","26","9","122901","62","181","0","22","189","0","12380","0","127","0","1000","9","17632","0","30"
"1503","27","9","122901","62","193","0","22","189","0","14690","0","143","0","1000","9","19365","0","30"
"1530","28","9","122901","62","208","0","22","189","0","17165","0","158","0","1000","9","21203","0","30"
"1558","29","9","122901","62","213","0","22","189","0","18085","0","163","0","1000","9","23481","0","30"
"1587","30","9","122901","62","218","0","22","189","0","18685","0","168","0","1000","9","25944","0","30"
"1625","31","9","122901","62","228","0","22","189","0","19285","0","178","0","1000","9","28462","0","30"
"1654","32","9","122901","62","234","0","22","189","0","19985","0","184","0","1000","9","31125","0","30"
"1682","33","9","122901","62","240","0","22","189","0","21155","0","190","0","1000","9","33882","0","30"
"1709","34","9","122901","62","246","0","22","189","0","22055","0","196","0","1000","9","36819","0","30"
"1736","35","9","122901","62","252","0","22","189","0","23325","0","202","0","1000","9","39862","0","30"
"1763","36","9","122901","62","259","0","22","189","0","24225","0","209","0","1000","9","43048","0","30"
"1790","37","9","122901","62","266","0","22","189","0","25545","0","216","0","1000","9","46298","0","30"
"1817","38","9","122901","62","273","0","22","189","0","26865","0","223","0","1000","9","49658","0","30"
"0","2","0","123001","0","1","23","0","0","0","55","0","2","0","75","0","0","0","0"
"0","3","0","123001","0","1","81","0","0","0","150","0","8","0","125","0","0","0","0"
"0","4","0","123001","0","4","172","0","5","0","325","0","17","0","175","0","0","0","10"
"0","5","0","123001","0","4","349","0","15","0","505","0","33","0","175","0","0","0","10"
"0","6","0","123001","0","12","522","0","15","0","1035","0","52","0","175","0","0","0","25"
"0","7","0","123001","0","14","790","0","85","0","1395","0","66","0","175","0","0","0","30"
"0","8","0","123001","0","19","1089","4","85","0","1675","0","88","0","175","0","0","0","75"
"0","9","0","123001","0","25","1389","9","100","0","2130","0","109","6","175","0","0","5","110"
"0","10","0","123001","0","28","1758","14","135","0","2490","0","126","30","395","0","0","10","115"
"0","11","0","123001","0","35","2159","14","151","0","2910","0","145","53","735","0","0","10","129"
"0","12","0","123001","0","56","2471","17","177","0","3430","0","171","63","955","0","0","12","138"
"0","13","0","123001","0","94","2705","20","199","0","3810","0","209","63","1175","0","0","14","140"
"0","14","0","123001","0","133","2982","20","199","0","3990","0","251","71","1295","0","0","16","146"
"0","15","0","123001","0","168","3310","20","199","0","4130","0","293","81","1395","0","0","18","151"
"0","16","0","123001","0","208","3658","20","199","0","4330","0","336","81","1495","0","0","18","157"
"0","17","0","123001","0","250","4008","20","214","0","4510","0","384","81","1495","3","0","18","158"
"0","18","0","123001","0","295","4353","20","229","0","4915","0","441","81","1495","6","0","18","158"
"0","19","0","123001","0","349","4719","20","229","0","5560","0","506","81","1590","6","0","18","158"
"0","20","0","123001","0","406","5176","20","229","0","6145","0","568","93","1685","6","0","18","158"
"0","21","0","123001","0","472","5618","20","229","0","6765","0","646","93","1685","6","0","18","158"
"0","22","0","123001","0","541","6142","20","229","0","8080","0","725","93","1685","6","0","18","158"
"0","23","0","123001","0","619","6707","20","229","0","9855","0","810","93","1685","6","0","18","158"
"0","24","0","123001","0","704","7347","20","229","0","11380","0","901","93","1685","6","0","18","158"
"0","25","0","123001","0","784","8227","20","229","0","12675","0","986","93","1685","6","0","18","158"
"0","26","0","123001","0","853","9358","20","229","0","13965","0","1060","98","1685","6","0","18","158"
"0","27","0","123001","0","921","10583","20","229","0","15535","0","1132","103","1685","6","0","18","158"
"0","28","0","123001","0","992","11895","20","229","0","17300","0","1205","108","1685","6","0","18","158"
"0","29","0","123001","0","1068","13300","20","229","0","19295","0","1281","118","1685","6","0","18","158"
"0","30","0","123001","0","1149","14775","20","229","0","21525","0","1362","128","1685","6","0","18","158"
"0","31","0","123001","0","1232","16322","20","229","0","23915","0","1445","138","1685","6","0","18","158"
"0","32","0","123001","0","1317","17940","20","229","0","26460","0","1530","148","1685","6","0","18","158"
"0","33","0","123001","0","1404","19655","20","229","0","29250","0","1617","158","1685","6","0","18","158"
"0","34","0","123001","0","1493","21467","20","229","0","32450","0","1706","168","1685","6","0","18","158"
"0","35","0","123001","0","1583","23352","20","229","0","36060","0","1796","178","1685","6","0","18","158"
"0","36","0","123001","0","1674","25300","20","229","0","40010","0","1887","188","1685","6","0","18","158"
"0","37","0","123001","0","1767","27310","20","229","0","44205","0","1980","198","1685","6","0","18","158"
"0","38","0","123001","0","1861","29391","20","229","0","48640","0","2074","208","1685","6","0","18","158"
"0","2","0","123101","0","0","26","0","0","0","55","0","3","0","50","0","0","0","0"
"0","3","0","123101","0","0","94","0","0","0","150","0","7","0","100","0","0","0","0"
"0","4","0","123101","0","2","214","0","0","0","270","0","14","0","100","0","0","0","10"
"0","5","0","123101","0","2","405","0","0","0","450","0","29","0","100","0","0","0","10"
"0","6","0","123101","0","4","634","0","50","0","800","0","42","0","100","0","0","0","10"
"0","7","0","123101","0","8","894","0","85","0","1395","0","56","0","100","0","0","0","15"
"0","8","1","123101","0","10","1286","4","120","0","1560","0","63","0","100","0","0","0","30"
"0","9","2","123101","0","10","1710","9","155","0","1700","0","70","16","100","0","0","0","45"
"0","10","4","123101","0","13","2175","14","170","0","1970","0","75","45","320","0","0","0","45"
"0","11","5","123101","0","13","2687","14","186","0","2130","0","80","90","540","0","0","5","45"
"0","12","6","123101","0","16","3211","14","222","0","2230","0","85","143","640","0","0","11","45"
"0","13","6","123101","0","21","3744","16","242","0","2370","0","92","205","640","0","0","17","45"
"0","14","6","123101","0","25","4324","18","272","0","2510","0","99","281","760","0","0","17","45"
"0","15","6","123101","0","33","4929","22","282","0","2540","0","108","351","880","0","0","17","45"
"0","16","6","123101","0","38","5602","22","312","0","2570","0","116","426","880","0","0","17","45"
"0","17","6","123101","0","42","6330","22","342","0","2570","0","125","498","880","0","0","17","45"
"0","18","6","123101","0","48","7114","22","372","0","2570","0","134","587","880","0","0","17","45"
"0","19","6","123101","0","53","8002","22","372","0","2570","0","141","720","880","0","0","17","45"
"0","20","6","123101","0","63","8923","22","372","0","2570","0","155","877","880","0","0","17","45"
"0","21","6","123101","0","69","9942","22","372","0","2570","0","163","1079","980","0","0","17","45"
"0","22","6","123101","0","74","11139","22","372","0","2570","0","170","1297","1080","0","0","17","45"
"0","23","6","123101","0","80","12462","22","372","0","2570","0","186","1481","1080","0","0","17","45"
"0","24","6","123101","0","86","13937","22","372","0","2570","0","203","1624","1080","0","0","17","45"
"0","25","6","123101","0","92","15647","22","372","0","2570","0","211","1733","1080","0","0","17","45"
"0","26","6","123101","0","98","17487","22","372","0","3030","0","220","1805","1080","0","0","17","45"
"0","27","6","123101","0","104","19522","22","372","0","3030","0","228","1850","1080","0","0","17","45"
"0","28","6","123101","0","109","21720","22","372","0","3030","0","233","1882","1080","0","0","17","45"
"0","29","6","123101","0","113","24042","22","372","0","3490","0","237","1915","1080","0","0","17","45"
"0","30","6","123101","0","117","26563","22","372","0","3490","0","241","1949","1080","0","0","17","45"
"0","31","6","123101","0","121","29142","22","372","0","3950","0","245","1983","1080","0","0","17","45"
"0","32","6","123101","0","125","31884","22","372","0","3950","0","249","2017","1080","0","0","17","45"
"0","33","6","123101","0","129","34717","22","372","0","4450","0","253","2050","1080","0","0","17","45"
"0","34","6","123101","0","133","37699","22","372","0","4950","0","257","2082","1080","0","0","17","45"
"0","35","6","123101","0","137","40886","22","372","0","4950","0","261","2114","1080","0","0","17","45"
"0","36","6","123101","0","141","44185","22","372","0","4950","0","265","2146","1080","0","0","17","45"
"0","37","6","123101","0","146","47529","22","372","0","5450","0","270","2178","1080","0","0","17","45"
"0","38","6","123101","0","151","50977","22","372","0","5950","0","275","2210","1080","0","0","17","45"
"0","2","0","123201","0","3","0","0","0","0","15","0","0","0","50","0","32","0","0"
"0","3","0","123201","0","5","0","0","0","0","105","0","0","0","100","0","109","0","0"
"0","4","0","123201","0","6","0","0","10","0","255","0","1","0","160","0","256","0","0"
"0","5","0","123201","0","9","0","0","30","0","500","0","2","0","160","0","473","0","10"
"0","6","0","123201","0","17","0","0","30","0","825","0","4","0","340","0","763","0","10"
"0","7","0","123201","0","23","0","0","30","0","1205","0","6","0","810","0","1102","0","10"
"0","8","0","123201","0","31","0","0","30","0","1725","0","8","0","1045","0","1485","0","10"
"10","9","0","123201","0","40","0","5","55","0","2045","0","10","0","1045","0","1932","0","10"
"50","10","0","123201","0","47","0","10","55","0","2195","0","16","0","1045","0","2434","0","20"
"98","11","2","123201","11","54","0","10","55","0","2555","0","23","0","1045","2","2887","0","30"
"140","12","4","123201","22","64","0","16","55","0","3085","0","30","0","1045","2","3341","0","30"
"195","13","6","123201","33","72","0","19","80","0","3275","0","36","0","1045","2","3889","0","30"
"276","14","6","123201","33","85","0","19","105","0","3395","0","46","0","1145","2","4440","0","30"
"362","15","6","123201","33","95","0","19","105","0","3395","0","55","0","1245","2","5068","0","30"
"440","16","6","123201","36","108","0","19","105","0","3395","0","62","0","1245","2","5727","0","30"
"527","17","6","123201","39","123","0","19","105","0","3645","0","69","0","1395","2","6382","0","30"
"634","18","6","123201","39","126","0","19","105","0","3895","0","74","0","1395","2","7228","0","30"
"734","19","6","123201","39","136","0","19","105","0","3990","0","83","0","1395","4","8097","0","30"
"825","20","6","123201","39","146","0","19","114","0","4185","0","93","0","1395","4","9058","0","30"
"920","21","6","123201","39","152","0","19","123","0","4375","0","98","0","1395","4","10224","0","30"
"1022","22","6","123201","39","170","0","19","123","0","4720","0","112","0","1395","4","11385","0","30"
"1128","23","6","123201","39","192","0","19","123","0","5305","0","129","0","1395","4","12651","0","30"
"1226","24","6","123201","39","213","0","19","123","0","5705","0","151","0","1395","4","14035","0","30"
"1298","25","6","123201","39","234","0","19","123","0","5845","0","178","0","1395","4","15596","0","30"
"1348","26","6","123201","39","253","0","19","123","0","6015","0","205","0","1395","4","17320","0","30"
"1375","27","6","123201","39","274","0","19","123","0","6475","0","231","0","1395","4","19128","0","30"
"1396","28","6","123201","39","292","0","19","123","0","6935","0","249","0","1395","4","21122","0","30"
"1421","29","6","123201","39","302","0","19","123","0","7455","0","259","0","1395","4","23351","0","30"
"1447","30","6","123201","39","322","0","19","123","0","8235","0","279","0","1395","4","25596","0","30"
"1473","31","6","123201","39","337","0","19","123","0","9220","0","294","0","1395","4","27977","0","30"
"1499","32","6","123201","39","343","0","19","123","0","10045","0","300","0","1395","4","30576","0","30"
"1524","33","6","123201","39","349","0","19","123","0","10970","0","306","0","1395","4","33258","0","30"
"1548","34","6","123201","39","364","0","19","123","0","12255","0","321","0","1395","4","35973","0","30"
"1572","35","6","123201","39","379","0","19","123","0","13540","0","336","0","1395","4","38867","0","30"
"1596","36","6","123201","39","395","0","19","123","0","14825","0","352","0","1395","4","41860","0","30"
"1620","37","6","123201","39","427","0","19","123","0","15945","0","384","0","1395","4","44823","0","30"
"1644","38","6","123201","39","443","0","19","123","0","17255","0","400","0","1395","4","48018","0","30"
"0","2","0","123301","0","2","0","0","10","0","65","0","0","0","75","1","13","0","0"
"0","3","0","123301","0","5","0","0","25","0","245","0","0","0","150","1","65","0","0"
"0","4","0","123301","0","9","0","0","55","0","480","0","3","0","315","3","153","0","0"
"0","5","0","123301","0","15","0","0","95","0","870","0","7","0","475","6","281","0","5"
"0","6","3","123301","0","23","0","0","110","0","1400","0","11","0","775","10","467","0","5"
"0","7","6","123301","0","35","0","0","135","0","2130","0","14","0","1590","10","681","0","5"
"10","8","6","123301","0","51","0","9","160","0","2830","0","25","0","1915","10","955","0","5"
"30","9","6","123301","0","68","10","23","160","0","3940","0","39","0","1915","15","1174","5","20"
"80","10","6","123301","0","82","10","37","160","0","4440","0","50","0","1915","15","1586","10","20"
"128","11","6","123301","3","92","10","37","160","0","5040","0","58","0","2165","15","2025","10","30"
"172","12","6","123301","26","103","10","37","160","0","5610","0","60","0","2415","15","2477","10","30"
"212","13","6","123301","46","128","10","37","160","0","6000","0","80","0","2415","17","2825","10","32"
"255","14","6","123301","46","158","10","37","185","0","6240","0","105","0","2415","19","3197","12","32"
"335","15","6","123301","46","183","10","37","197","0","6240","0","133","0","2515","19","3647","12","32"
"435","16","6","123301","51","208","10","37","197","0","6290","0","154","0","2515","19","4150","12","32"
"522","17","6","123301","59","234","10","37","197","0","6350","0","175","0","2665","22","4665","12","32"
"621","18","6","123301","59","266","10","37","197","0","6400","0","205","0","2815","24","5207","12","32"
"701","19","6","123301","59","300","10","37","197","0","6400","0","236","0","2910","26","5862","12","32"
"741","20","6","123301","59","340","10","37","197","0","6530","0","265","0","2910","26","6618","12","32"
"782","21","6","123301","59","384","10","37","197","0","6860","0","307","0","2910","26","7363","12","32"
"844","22","6","123301","59","435","10","37","197","0","7385","0","359","0","2910","26","8171","12","32"
"892","23","6","123301","59","491","10","37","197","0","7385","0","409","0","2910","26","9196","12","32"
"903","24","6","123301","59","540","10","37","197","0","7795","0","456","0","2910","26","10356","12","32"
"938","25","6","123301","59","585","10","37","197","0","8410","0","506","0","2910","26","11647","12","32"
"970","26","6","123301","59","637","10","37","197","0","10210","0","566","0","2910","26","12866","12","32"
"979","27","6","123301","59","691","10","37","197","0","13910","0","629","0","2910","26","13968","12","32"
"995","28","6","123301","59","746","10","37","197","0","18215","0","688","0","2910","26","15141","12","32"
"1018","29","6","123301","59","806","10","37","197","0","21125","0","748","0","2910","26","16601","12","32"
"1042","30","6","123301","59","867","10","37","197","0","22500","0","809","0","2910","26","18370","12","32"
"1066","31","6","123301","59","919","10","37","197","0","24015","0","861","0","2910","26","20322","12","32"
"1089","32","6","123301","59","957","10","37","197","0","25870","0","899","0","2910","26","22486","12","32"
"1111","33","6","123301","59","990","10","37","197","0","28100","0","932","0","2910","26","24753","12","32"
"1132","34","6","123301","59","1039","10","37","197","0","30405","0","981","0","2910","26","27015","12","32"
"1153","35","6","123301","59","1088","10","37","197","0","32880","0","1030","0","2910","26","29437","12","32"
"1174","36","6","123301","59","1138","10","37","197","0","35525","0","1080","0","2910","26","31939","12","32"
"1195","37","6","123301","59","1205","10","37","197","0","38080","0","1147","0","2910","26","34391","12","32"
"1216","38","6","123301","59","1256","10","37","197","0","40990","0","1198","0","2910","26","37057","12","32"
"0","2","0","123501","0","4","0","0","0","0","65","0","0","0","50","1","14","0","0"
"0","3","0","123501","0","10","0","0","0","0","245","0","0","0","100","1","63","0","0"
"0","4","0","123501","0","21","0","0","0","0","480","0","3","0","235","3","140","0","0"
"0","5","0","123501","0","37","0","0","0","0","870","0","7","0","395","6","256","0","0"
"0","6","0","123501","0","55","0","0","0","0","1520","0","15","0","605","6","427","0","0"
"0","7","0","123501","0","75","0","0","0","0","1960","0","25","0","1210","6","653","0","0"
"0","8","0","123501","0","103","0","0","0","0","2950","0","34","0","1535","6","857","0","0"
"15","9","0","123501","0","128","0","5","0","0","3200","0","41","0","1535","7","1229","0","0"
"50","10","0","123501","0","146","0","13","0","0","3350","0","53","0","1535","7","1633","0","10"
"87","11","1","123501","0","163","0","16","0","0","3650","0","71","0","1535","7","2040","0","20"
"115","12","1","123501","20","180","0","22","0","0","3820","0","82","0","1535","11","2460","0","20"
"158","13","1","123501","30","200","0","22","25","0","3950","0","97","0","1535","13","2930","0","20"
"195","14","3","123501","30","218","0","22","50","0","4030","0","112","0","1535","15","3467","0","20"
"247","15","5","123501","30","231","0","22","62","0","4030","0","128","0","1535","15","4077","0","20"
"304","16","7","123501","33","248","0","22","62","0","4280","0","147","0","1585","15","4660","0","20"
"362","17","7","123501","36","272","0","22","62","0","4805","0","159","0","1585","15","5270","0","20"
"429","18","7","123501","36","295","0","22","62","0","5465","0","172","0","1585","15","5950","0","20"
"507","19","7","123501","36","319","0","22","77","0","5995","0","187","0","1585","15","6722","0","20"
"598","20","7","123501","36","344","0","22","97","0","6350","0","206","0","1585","15","7597","0","20"
"693","21","7","123501","36","373","0","22","117","0","6755","0","230","0","1585","15","8520","0","20"
"777","22","7","123501","36","409","0","22","137","0","7185","0","264","0","1585","15","9545","0","20"
"818","23","7","123501","36","453","0","22","137","0","7705","0","301","0","1585","15","10677","0","20"
"847","24","7","123501","36","504","0","22","137","0","8195","0","329","0","1585","15","11945","0","20"
"897","25","7","123501","36","535","0","22","137","0","8195","0","347","0","1585","15","13565","0","20"
"921","26","7","123501","36","563","0","22","137","0","9540","0","367","0","1585","15","15201","0","20"
"939","27","7","123501","36","584","0","22","137","0","11350","0","383","0","1585","15","16954","0","20"
"957","28","7","123501","36","605","0","22","137","0","13225","0","400","0","1585","15","18824","0","20"
"976","29","7","123501","36","626","0","22","137","0","13485","0","419","0","1585","15","21031","0","20"
"996","30","7","123501","36","647","0","22","137","0","13745","0","440","0","1585","15","23376","0","20"
"1016","31","7","123501","36","658","0","22","137","0","14065","0","451","0","1585","15","25925","0","20"
"1036","32","7","123501","36","664","0","22","137","0","14590","0","457","0","1585","15","28612","0","20"
"1055","33","7","123501","36","670","0","22","137","0","15115","0","463","0","1585","15","31395","0","20"
"1073","34","7","123501","36","691","0","22","137","0","15475","0","484","0","1585","15","34246","0","20"
"1091","35","7","123501","36","697","0","22","137","0","16000","0","490","0","1585","15","37376","0","20"
"1109","36","7","123501","36","719","0","22","137","0","16360","0","512","0","1585","15","40476","0","20"
"1127","37","7","123501","36","741","0","22","137","0","16720","0","534","0","1585","15","43688","0","20"
"1145","38","7","123501","36","747","0","22","137","0","17270","0","540","0","1585","15","47132","0","20"
"0","2","0","123601","0","2","0","0","0","0","95","0","0","0","50","0","25","0","0"
"0","3","0","123601","0","5","0","0","5","0","310","0","1","0","100","0","79","0","0"
"0","4","0","123601","0","9","0","0","10","0","750","0","2","0","130","0","187","0","0"
"0","5","0","123601","0","14","0","0","45","0","1150","0","4","0","130","3","341","0","10"
"0","6","0","123601","0","25","0","0","60","0","1905","0","6","0","220","3","563","0","10"
"0","7","5","123601","0","37","0","0","60","0","2655","0","8","0","690","3","810","0","10"
"0","8","5","123601","0","45","0","8","85","0","3310","0","10","0","925","3","1166","0","10"
"25","9","5","123601","0","54","0","13","110","0","3845","0","12","0","1225","3","1564","0","10"
"65","10","8","123601","0","60","0","22","125","0","3915","0","18","0","1325","3","2035","0","20"
"115","11","8","123601","18","64","0","26","125","0","4175","0","23","0","1475","5","2500","0","30"
"169","12","10","123601","38","68","0","26","125","0","4805","0","25","0","1625","5","2987","0","36"
"236","13","12","123601","51","74","0","28","150","0","5115","0","31","0","1625","5","3522","0","36"
"315","14","12","123601","54","79","0","28","175","0","5375","0","35","0","1745","5","4142","0","36"
"397","15","12","123601","54","89","0","28","201","0","5725","0","41","0","1745","5","4760","0","36"
"512","16","12","123601","59","97","0","28","201","0","5885","0","43","0","1745","5","5460","0","36"
"614","17","12","123601","62","103","0","28","201","0","5995","0","47","0","1745","5","6222","0","36"
"771","18","12","123601","66","106","0","28","201","0","6125","0","52","0","1745","5","7041","0","36"
"954","19","12","123601","66","110","0","28","201","0","6280","0","56","0","1745","5","7969","0","36"
"1110","20","12","123601","71","123","0","28","201","0","6880","0","61","0","1745","5","8914","0","36"
"1279","21","12","123601","71","129","0","28","201","0","7145","0","66","0","1745","10","10009","0","36"
"1442","22","12","123601","71","140","0","28","201","0","7355","0","72","0","1745","10","11300","0","36"
"1573","23","12","123601","71","145","0","28","201","0","7485","0","80","0","1745","10","12772","0","36"
"1676","24","12","123601","71","145","0","28","201","0","8225","0","80","0","1745","10","14369","0","36"
"1769","25","12","123601","71","158","0","28","201","0","8695","0","93","0","1745","10","16029","0","36"
"1835","26","12","123601","71","158","0","28","201","0","9370","0","93","0","1745","10","17959","0","36"
"1874","27","12","123601","71","171","0","28","201","0","9780","0","106","0","1745","10","19915","0","36"
