059d38e829ec2a289efde84689c8d31cd1d8793f0bd0852f760a38465c37bc06,fb692c91a458780dc63591783e9206a81428d0bb9d40a6173308287211717e2a,9f79d4adb4461767e930115a3a2c7aeae141bf812d9a07426640bf89d9bcb66a,5ffd8798ed0dbf6ad76acb80173cc6d80cdd483540eaf41925bf7003ba9c7da8,b032cc8056b4bff193dd9873419901e2cde0d921dc061258f5f225707617786e,b42cd0d71305173f166113cabb6aa4917b0ce30e4d53689432258d8d0d5a15f4,c70924df1e1d1286a022ba3494fe1a5b52dafde295d866cb33238ad90d093fbd,cf64b525a215d710d537e5773208fe0fe9c921819cddd16bc5ef38daaeb5bf8e
"730053021","730000056","733205302","730053025","100","730053024","730053023","730053022"
"730053032","730000057","733205303","730053035","100","730053031","730053033","730053034"
"730054011","730000058","733305401","730054015","100","730054014","0","730054012"
"730054021","730000059","733305402","730054025","100","730054024","730054023","730054022"
"730054034","730000060","733305403","730054035","100","730054031","730054033","730054032"
"730055014","730000061","733405501","730055012","100","730055011","0","730055015"
"730055024","730000062","733405502","730055025","100","730055021","730055023","730055022"
"730055031","730000063","733405503","730055033","100","730055034","730055035","730055032"
"730056011","730000064","733505601","730056015","100","730056014","0","730056012"
"730056021","730000065","733505602","730056023","100","730056024","730056025","730056022"
"730056031","730000066","733505603","730056033","100","730056034","730056035","730056032"
"730057014","730000067","733605701","730057012","100","730057011","0","730057015"
"730057022","730000068","733605702","730057025","100","730057021","730057023","730057024"
"730057031","730000069","733605703","730057035","100","730057034","730057033","730057032"
"730058012","730000070","733705801","730058015","100","730058011","0","730058014"
"730058021","730000071","733705802","730058025","100","730058024","730058023","730058022"
"730058031","730000072","733705803","730058032","100","730058034","730058033","730058035"
"730059011","730000073","733805901","730059015","100","730059014","0","730059012"
"730059021","730000074","733805902","730059023","100","730059024","730059025","730059022"
"730059032","730000075","733805903","730059033","100","730059031","730059035","730059034"
"730060014","730000076","733906001","730060012","100","730060011","0","730060015"
"730060021","730000077","733906002","730060023","100","730060024","730060025","730060022"
"730060031","730000078","733906003","730060033","100","730060034","730060035","730060032"
"730061011","730000079","734006101","730061015","100","730061014","0","730061012"
"730061024","730000080","734006102","730061025","100","730061021","730061023","730061022"
"730061034","730000081","734006103","730061033","100","730061031","730061035","730061032"
"730062011","730000082","734106201","730062012","100","730062014","0","730062015"
"730062024","730000083","734106202","730062025","100","730062021","730062023","730062022"
"730062034","730000084","734106203","730062032","100","730062031","730062033","730062015"
"730063014","730000085","734206301","730063012","100","730063011","0","730063015"
"730063024","730000086","734206302","730063025","100","730063021","730063023","730063022"
"730063031","730000087","734206303","730063033","100","730063034","730063035","730063032"
"730064012","730000088","734306401","730064015","100","730064011","0","730064014"
"730064021","730000089","734306402","730064025","100","730064024","730064023","730064022"
"730064031","730000090","734306403","730064033","100","730064034","730064035","730064032"
"730065011","730000091","734406501","730065015","100","730065014","0","730065012"
"730065024","730000092","734406502","730065025","100","730065021","730065023","730065022"
"730065034","730000093","734406503","730065032","100","730065031","730065033","730065035"
"730066015","730000094","734506601","730066012","100","730066014","0","730066011"
"730066024","730000095","734506602","730066023","100","730066021","730066025","730066022"
"730066031","730000096","734506603","730066032","100","730066034","730066033","730066035"
"730067011","730000097","734606701","730067015","100","730067014","0","730067012"
"730067021","730000098","734606702","730067023","100","730067024","730067025","730067022"
"730067031","730000099","734606703","730067035","100","730067034","730067033","730067032"
"730068011","730000100","734706801","730068012","100","730068014","0","730068015"
"730068021","730000101","734706802","730068023","100","730068024","730068025","730068022"
"730068031","730000102","734706803","730068033","100","730068034","730068035","730068032"
"730069014","730000103","734806901","730069015","100","730069011","0","730069012"
"730069021","730000104","734806902","730069023","100","730069024","730069025","730069022"
"730069031","730000105","734806903","730069033","100","730069034","730069035","730069032"
"730070014","730000106","734907001","730070015","100","730070011","0","730070012"
"730070024","730000107","734907002","730070023","100","730070021","730070025","730070022"
"730070032","730000108","734907003","730070033","100","730070031","730070035","730070034"
"730071011","730000109","735007101","730071015","100","730071014","0","730071012"
"730071022","730000110","735007102","730071023","100","730071021","730071025","730071024"
"730071031","730000111","735007103","730071032","100","730071034","730071033","730071035"
"730072014","730000112","735107201","730072015","100","730072011","0","730072012"
"730072022","730000113","735107202","730072023","100","730072021","730072025","730072024"
"730072034","730000114","735107203","730072032","100","730072031","730072033","730072035"
"730073011","730000115","735207301","730073015","100","730073014","0","730073012"
"730073021","730000116","735207302","730073023","100","730073024","730073025","730073022"
"730073032","730000117","735207303","730073033","100","730073031","730073035","730073034"
"730074011","730000118","735307401","730074015","100","730074014","0","730074012"
"730074021","730000119","735307402","730074025","100","730074024","730074023","730074022"
"730074032","730000120","735307403","730074035","100","730074031","730074033","730074034"
