47bd596422f28692d2ef3fa6fcdc71613979f0cbec9adf65eae3b121d226371f,89d217e4134c2e6a3f12ca625cf5c17b00b628c2f17319f96b50649c21a32d16,8c2e420605f9af3834bfb2aaa398a908b6e107dcdceb462561977fa97d60cdf6,0234666dd4e82b350f696f099b587ff90976134ca9c0e43883c57ab6527feca1,17c3f74aa228d197afc5b7ba4ebf627659b2a236be00379af2c1c2db7b937b6a,c165c49bc3e6960a4d43ed9dfd7478689815278743f555239bb8f47db0c08866,ababf45a32f314ff2630510e91d7e2b520291d281714dc93ca7024132b4b5839,d85a59b54fcd72a501eb872c1c5a94c92417ceb030105cfb718e48e9d7c2a763,7f16e974c284692e2e7fb8fdc9caf3c8e0aea8ad6ce37b92e8c76cb505f0d6df,f272dbd4260613d9a1821ff999d6f404112644d96f2219dd0d4c8a72e9019761,e07b5ca06562e1a8192253e5c688c36f7064c44c764460bf6083a3779b41f22c
"maho_kurukuru_loopB","3","98","5146065","1","","65082","0.2","0","maho_kurukuru_inB","0"
"kururu_kurukuru_loop","3","130911","5146065","1","","65083","0.2","0","kururu_kurukuru_in","0"
"kururu_kurukuru_loopF","3","97","5146065","1","","65084","0.2","0","kururu_kurukuru_inF","0"
"kururu_kurukuru_loopB","3","96","5146065","1","","65085","0.2","0","kururu_kurukuru_inB","0"
"0","21","vo_apg","5146065","","","65086","","","vo_apg_0511","0"
"0","11","131011","5146065","0","1.1","65087","0","0","庫露露咕嚕轉～♪","13"
"","91","0","5146065","","","65088","","","",""
"0","21","vo_apg","5146065","","","65089","","","vo_apg_0512","0"
"0","11","130911","5146065","0","1","65090","0","0","庫露露咕嚕轉～♪","10"
"","91","0","5146065","","","65091","","","",""
"0","12","131011","5146065","0","0","65092","0","10","6","2"
"0","12","130911","5146065","0","0","65093","0","10","7","2"
"","3","106011","5146065","","","65094","0.2","","walk_normal","1"
"","3","1060","5146065","","","65095","0.2","","walk_normal","1"
"3.4","2","106011","5146065","0","","65096","","","-376","-305"
"3.4","2","1060","5146065","0","","65097","","","-376","-305"
"","93","3.4","5146065","","","65098","","","0",""
"0.6","2","106011","5146065","14","","65099","","","-446","-305"
"0.6","2","1060","5146065","14","","65100","","","-446","-305"
"","3","106011","5146065","","","65101","0","","kyaru_damage","0"
"","3","1060","5146065","","","65102","0","","kyaru_damage","0"
"","93","0.8","5146065","","","65103","","","0",""
"cool_talk_jitome","3","106011","5146065","1","","65104","0.2","0","cool_in_jitome","0"
"cool_talk_jitome","3","1060","5146065","1","","65105","0.2","0","cool_in_jitome","0"
"0","21","vo_apg","5146065","","","65106","","","vo_apg_0513","0"
"1","11","106011","5146065","1","0","65107","0","0","妳們兩個在做什麼啊……","8"
"","91","0","5146065","","","65108","","","",""
"","101","65110","5146065","","","65109","","","",""
"","22","0","5146065","","","65110","","","0.2",""
"-500","1","1","5146066","-278","aoi_walk_fear","66001","1.8","0","104011","140"
"30","5","1","5146066","-262","idle_normal","66002","1.8","0","99","141"
"290","1","1","5146066","-278","idle_normal_noface","66003","1.8","1","130911","100"
"290","5","1","5146066","-278","idle_normal_kururu","66004","1.8","1","98","101"
"","13","104011","5146066","","","66005","","","201",""
"","13","130911","5146066","","","66006","","","200",""
"0","5","8","5146066","-174","idle","66007","0.85","0","8","15"
"-119","5","20","5146066","-79","empty","66008","1","0","20","210"
"0","5","22","5146066","-194","empty","66009","1","0","22","210"
"0","31","1","5146066","1","","66010","1","","1","0"
"-57.7","31","2","5146066","1","","66011","0","","2","0"
"0","31","13","5146066","1","","66012","0","","13","0"
"-69","31","19","5146066","1","","66013","0","","19","11"
"0","31","20","5146066","1","","66014","1","","20","0"
"","36","20","5146066","","","66015","","","104011",""
"","36","20","5146066","","","66016","","","99",""
"","36","20","5146066","","","66017","","","20",""
"","36","20","5146066","","","66018","","","22",""
"","91","0","5146066","","","66019","","","0",""
"","102","0","5146066","","","66020","","","0","0"
"2.7","2","104011","5146066","0","","66021","","","-290","-278"
"","3","104011","5146066","","","66022","0.2","","aoi_walk_fear","1"
"","93","2.7","5146066","","","66023","","","0",""
"","3","104011","5146066","","","66024","0.2","","see_talk","1"
"0","21","vo_apg","5146066","","","66025","","","vo_apg_0601","0"
"1","11","104011","5146066","1","0","66026","0","0","終於來到這裡了……\n大夢想樂園……\n獨自一人來「大夢樂」沒關係吧？\n說不定邊緣人會被抓住，強制驅離……","9"
"","91","0","5146066","","","66027","","","",""
"","3","104011","5146066","","","66028","0.2","","see_idle","1"
"talk_normal","3","130911","5146066","1","","66029","0.2","0.2","smile","0"
"talk_normal","3","98","5146066","1","","66030","0.2","0.2","smile","0"
"0","21","vo_apg","5146066","","","66031","","","vo_apg_0602","0"
"1","11","130911","5146066","1","0","66032","0","0","妳就是碧小姐吧～！？\n歡迎來到大夢想樂園♪\n今天就妳一位嗎？","7"
"","91","0","5146066","","","66033","","","",""
"","3","130911","5146066","","","66034","0.2","","idle_normal_surprise","1"
"","3","104011","5146066","","","66035","0.2","","panic","1"
"0","21","vo_apg","5146066","","","66036","","","vo_apg_0603","0"
"1","11","104011","5146066","1","0","66037","0","0","嗚呀喔喔喔喔！？\n對對對、對不起！\n邊緣人要強制驅離對吧！\n我現在馬上出去～！","12"
"","91","0","5146066","","","66038","","","",""
"","3","130911","5146066","","","66039","0.2","","anger_talk_pain","1"
"","3","98","5146066","","","66040","0.2","","anger_talk_pain","1"
"0","21","vo_apg","5146066","","","66041","","","vo_apg_0604","0"
"1","11","130911","5146066","1","0","66042","0","0","請等一下請等一下！\n強制驅離是指什麼什麼～！？\n我們不會做這種事的！","7"
"","91","0","5146066","","","66043","","","",""
"","3","130911","5146066","","","66044","0.2","","idle_normal_dere","1"
"surprise_talk_search_dere","3","104011","5146066","1","","66045","0","0.1","aoi_surprise_in","0"
"0","21","vo_apg","5146066","","","66046","","","vo_apg_0605","0"
"1","11","104011","5146066","1","0","66047","0","0","竟然，對邊緣人也如此溫柔……\n服務真是周到！\n那麼，在哪裡呢？\n邊緣人專用的遊樂設施？","8"
"","91","0","5146066","","","66048","","","",""
"","3","104011","5146066","","","66049","0.2","","surprise_idle_dere","1"
"kururu_guid_talk","3","130911","5146066","1","","66050","0.2","0.2","kururu_surprise_talk_long","0"
"kururu_guid_talk","3","98","5146066","1","","66051","0.2","0.2","kururu_surprise_talk_long","0"
"0","21","vo_apg","5146066","","","66052","","","vo_apg_0606","0"
"1","11","130911","5146066","1","0","66053","0","0","咦？\n我想想我想想，\n這座摩天輪如何呢？\n雖然不是邊緣人專用……","8"
"","91","0","5146066","","","66054","","","",""
"","3","130911","5146066","","","66055","0.2","","idle_normal_noface","1"
"","3","98","5146066","","","66056","0.2","","idle_normal_kururu","1"
"guts2_talk_surprise2","3","104011","5146066","1","","66057","0.2","0","guts2_in_surprise2","0"
"0","21","vo_apg","5146066","","","66058","","","vo_apg_0607","0"
"1","11","104011","5146066","1","0","66059","0","0","我、我要搭！\n收取邊緣人費用也無妨，\n請讓我搭──！","9"
"","91","0","5146066","","","66060","","","",""
"","3","104011","5146066","","","66061","0.2","","guts2_idle_surprise2","1"
"","3","130911","5146066","","","66062","0.2","","joy_talk_dere","1"
"","3","98","5146066","","","66063","0.2","","joy_talk","1"
"0","21","vo_apg","5146066","","","66064","","","vo_apg_0608","0"
"1","11","130911","5146066","1","0","66065","0","0","費用並不會有所改變……\n所以請妳搭到滿意為止♪","8"
"","91","0","5146066","","","66066","","","",""
"","22","0","5146066","","","66067","","","0",""
"idle_normal_joy","3","130911","5146066","1","","66068","0.4","0.1","hello","0"
"","3","104011","5146066","","","66069","0.2","","walk_jog_dere","1"
"2","2","104011","5146066","0","","66070","","","-50","-278"
"","93","1","5146066","","","66071","","","0",""
"","32","2","5146066","","","66072","","","1",""
"","93","1.5","5146066","","","66073","","","0",""
"0","2","104011","5146066","0","","66074","","","0","-480"
"","3","104011","5146066","","","66075","0","","empty","1"
"","37","20","5146066","","","66076","","","scale15",""
"","37","2","5146066","","","66077","","","fade_out",""
"","32","13","5146066","","","66078","","","1",""
"","93","2","5146066","","","66079","","","0",""
"0","21","vo_apg","5146066","","","66080","","","vo_apg_0609","0"
"","3","22","5146066","","","66081","0","","0609_in","0"
"","93","2.2","5146066","","","66082","","","1",""
"","3","22","5146066","","","66083","0","","0609_mid","0"
"","92","","5146066","","","66084","","","",""
"","3","22","5146066","","","66085","0","","0609_out","0"
"","93","0.2","5146066","","","66086","","","0",""
"0","2","20","5146066","0","","66087","","","-132","-79"
"0","21","vo_apg","5146066","","","66088","","","vo_apg_0610","0"
"","3","22","5146066","","","66089","0","","0610_in","0"
"","93","2.2","5146066","","","66090","","","1",""
"","3","22","5146066","","","66091","0","","0610_mid","0"
"","92","","5146066","","","66092","","","",""
"","3","22","5146066","","","66093","0","","0610_out","0"
"","93","0.2","5146066","","","66094","","","0",""
"0","21","vo_apg","5146066","","","66095","","","vo_apg_0611","0"
"","3","22","5146066","","","66096","0","","0611_in","0"
"","93","2.3","5146066","","","66097","","","1",""
"","3","22","5146066","","","66098","0","","0611_mid","0"
"","92","","5146066","","","66099","","","",""
"","3","22","5146066","","","66100","0","","0611_out","0"
"","93","0.2","5146066","","","66101","","","0",""
"","22","0","5146066","","","66102","","","0",""
"","3","104011","5146066","","","66103","0","","empty","1"
"","37","2","5146066","","","66104","","","fade_in",""
"","93","1","5146066","","","66105","","","0",""
"","32","13","5146066","","","66106","","","0",""
"","37","2","5146066","","","66107","","","fade_out",""
"","3","130911","5146066","","","66108","0","","kururu_wish_talk_surprise_lookup","1"
"","93","1","5146066","","","66109","","","0",""
"kururu_surprise_talk_joy","3","130911","5146066","1","","66110","0.2","0.2","kururu_wish_talk_surprise_lookup","0"
"0","21","vo_apg","5146066","","","66111","","","vo_apg_0612","0"
"1","11","130911","5146066","1","0","66112","0","0","妳覺得如何呢～？\n咦，要直接坐第二趟嗎？\n呵呵，她似乎非常喜歡的樣子，\n真令人高興♪","8"
"","91","0","5146066","","","66113","","","",""
"","22","0","5146066","","","66114","","","0",""
"","37","2","5146066","","","66115","","","fade_in",""
"","93","1","5146066","","","66116","","","0",""
"","37","20","5146066","","","66117","","","scale1",""
"","37","2","5146066","","","66118","","","blackroom_in",""
"1.15","121","0","5146066","9","","66119","10","","20","1.15"
"0","2","104011","5146066","0","","66120","","","27","-248"
"0","2","99","5146066","0","","66121","","","27","-248"
"","3","104011","5146066","","","66122","0","","aoi_satori_in","1"
"","3","99","5146066","","","66123","0","","aoi_satori_in","1"
"","93","0.5","5146066","","","66124","","","0",""
"0","21","vo_apg","5146066","","","66125","","","vo_apg_0613","0"
"0","11","104011","5146066","1","1","66126","0","0","呵呵……呵呵呵呵呵……\n啊啊，這就是開悟……！","5"
"","93","3","5146066","","","66127","","","",""
"","32","19","5146066","","","66128","","","1",""
"","23","se_10055900","5146066","","","66129","","","se_10055900_satori","0"
"","93","0.5","5146066","","","66130","","","",""
"aoi_satori_loop","3","104011","5146066","1","","66131","0.2","0","aoi_satori_mid","0"
"aoi_satori_loop","3","99","5146066","1","","66132","0.2","0","aoi_satori_mid","0"
"","93","4","5146066","","","66133","","","0",""
"","92","","5146066","","","66134","","","",""
"","101","66136","5146066","","","66135","","","",""
"","22","0","5146066","","","66136","","","0.2",""
"-385","1","1","5146067","-288","idle_normal","67001","1.8","0","106611","106"
"-385","5","3","5146067","-288","idle_normal","67002","1.8","0","1066","107"
"-225","1","1","5146067","-278","idle_normal","67003","1.8","0","106511","103"
"-225","5","2","5146067","-278","idle_normal","67004","1.8","0","1065","104"
"290","1","1","5146067","-278","idle_normal","67005","1.8","1","131011","100"
"","13","106611","5146067","","","67006","","","206",""
"","13","106511","5146067","","","67007","","","203",""
"","13","131011","5146067","","","67008","","","200",""
"0","5","9","5146067","-174","idle","67009","0.85","0","9","15"
"-292","5","20","5146067","71","empty","67010","1","0","201","210"
"-61","5","20","5146067","71","empty","67011","1","0","202","210"
"126","5","22","5146067","-43","empty","67012","1","0","22","210"
"0","5","21","5146067","94","empty","67013","1","0","21","60"
"0","31","1","5146067","1","","67014","1","","1","0"
"-57.7","31","2","5146067","1","","67015","0","","2","0"
"0","31","10","5146067","1","","67016","0","","10","0"
"0","31","20","5146067","1","","67017","1","","20","0"
"","36","20","5146067","","","67018","","","106611",""
"","36","20","5146067","","","67019","","","106511",""
"","36","20","5146067","","","67020","","","201",""
"","36","20","5146067","","","67021","","","202",""
"","36","20","5146067","","","67022","","","22",""
"","91","0","5146067","","","67023","","","0",""
"","102","0","5146067","","","67024","","","0","0"
"","93","1","5146067","","","67025","","","0",""
"","3","106511","5146067","","","67026","0.2","","talk_normal_noface","1"
"","3","1065","5146067","","","67027","0.2","","talk_normal_kaya","1"
"0","21","vo_apg","5146067","","","67028","","","vo_apg_0701","0"
"1","11","106511","5146067","1","0","67029","0","0","祈梨──\n接下來搭看看這個吧。","9"
"","91","0","5146067","","","67030","","","",""
"","3","106511","5146067","","","67031","0.2","","idle_normal_look","1"
"","3","1065","5146067","","","67032","0.2","","idle_normal_look","1"
"cool_talk_sad","3","106611","5146067","1","","67033","0.2","0","cool_in_sad","0"
"cool_talk_sad","3","1066","5146067","1","","67034","0.2","0","cool_in_sad","0"
"0","21","vo_apg","5146067","","","67035","","","vo_apg_0702","0"
"1","11","106611","5146067","1","0","67036","0","0","咖啡杯～？\n這好像太孩子氣了吧？","6"
"","91","0","5146067","","","67037","","","",""
"","3","106611","5146067","","","67038","0.2","","cool_idle","1"
"","3","1066","5146067","","","67039","0.2","","cool_idle","1"
"","3","106511","5146067","","","67040","0.2","","idle_normal","1"
"","3","1065","5146067","","","67041","0.2","","idle_normal","1"
"","3","131011","5146067","","","67042","0.2","","joy_talk_normal","1"
"0","21","vo_apg","5146067","","","67043","","","vo_apg_0703","0"
"1","11","131011","5146067","1","0","67044","0","0","這座遊樂設施很受歡迎哦。\n為了締造最高旋轉紀錄，\n大家很激烈地在競爭呢♪","8"
"","91","0","5146067","","","67045","","","",""
"","3","131011","5146067","","","67046","0.2","","idle_normal","1"
"doya_talk_normal","3","106511","5146067","1","","67047","0.2","0","doya_in_normal","0"
"doya_talk_normal","3","1065","5146067","1","","67048","0.2","0","doya_in_normal","0"
"0","21","vo_apg","5146067","","","67049","","","vo_apg_0704","0"
"1","11","106511","5146067","1","0","67050","0","0","哦，那麼我們就來改寫\n最高旋轉紀錄吧。\n真步小姐，要好好幫我們算喔！","7"
"","91","0","5146067","","","67051","","","",""
"","3","106511","5146067","","","67052","0.2","","doya_idle_normal","1"
"","3","1065","5146067","","","67053","0.2","","doya_idle_normal","1"
"","3","131011","5146067","","","67054","0.2","","wish_talk_joy","1"
"0","21","vo_apg","5146067","","","67055","","","vo_apg_0705","0"
"1","11","131011","5146067","1","0","67056","0","0","好的～♪\n包在人家身上～","8"
"","91","0","5146067","","","67057","","","",""
"","22","0","5146067","","","67058","","","0",""
"idle_normal","3","131011","5146067","1","","67059","0.4","0.1","hello","0"
"","3","106611","5146067","","","67060","0.4","","walk_yareyare","1"
"","3","1066","5146067","","","67061","0.4","","walk_yareyare","1"
"","3","106511","5146067","","","67062","0.2","","walk_kyapi","1"
"","3","1065","5146067","","","67063","0.2","","walk_kyapi","1"
"2","2","106611","5146067","0","","67064","","","-194","-288"
"2","2","1066","5146067","0","","67065","","","-194","-288"
"2","2","106511","5146067","0","","67066","","","-34","-278"
"2","2","1065","5146067","0","","67067","","","-34","-278"
"","93","1","5146067","","","67068","","","0",""
"","32","2","5146067","","","67069","","","1",""
"","93","1.5","5146067","","","67070","","","0",""
"","23","se_10055900","5146067","","","67071","","","se_10055900_coffee_01","1"
"0","2","106611","5146067","0","","67072","","","-126","-331"
"0","2","1066","5146067","0","","67073","","","-126","-331"
"0","2","106511","5146067","0","","67074","","","126","-331"
"0","2","1065","5146067","0","","67075","","","126","-331"
"","37","20","5146067","","","67076","","","scale15",""
"0","21","vo_apg","5146067","","","67077","","","vo_apg_0706","0"
"","3","22","5146067","","","67078","0","","0706_in","0"
"","93","3","5146067","","","67079","","","1",""
"","3","22","5146067","","","67080","0","","0706_mid","0"
"","92","","5146067","","","67081","","","",""
"","3","22","5146067","","","67082","0","","0706_out","0"
"","93","0.2","5146067","","","67083","","","0",""
"0","2","22","5146067","0","","67084","","","-126","-43"
"0","21","vo_apg","5146067","","","67085","","","vo_apg_0707","0"
"","3","22","5146067","","","67086","0","","0707_in","0"
"","93","3.7","5146067","","","67087","","","1",""
"","3","22","5146067","","","67088","0","","0707_mid","0"
"","92","","5146067","","","67089","","","",""
"","3","22","5146067","","","67090","0","","0707_out","0"
"","93","0.2","5146067","","","67091","","","0",""
"","93","0.1","5146067","","","67092","","","0",""
"","32","10","5146067","","","67093","","","1",""
"","37","10","5146067","","","67094","","","horizontal",""
"","24","se_10055900_coffee_01","5146067","","","67095","","","0.3",""
"","23","se_10055900","5146067","","","67096","","","se_10055900_coffee_02","1"
"0","2","202","5146067","0","","67097","","","179","-12"
"","37","20","5146067","","","67098","","","scale1",""
"","122","30","5146067","","","67099","","","30","0.5"
"0","21","vo_apg","5146067","","","67100","","","vo_apg_0708","0"
"","3","202","5146067","","","67101","0","","0708_in","0"
"","93","1.8","5146067","","","67102","","","1",""
"","3","202","5146067","","","67103","0","","0708_mid","0"
"","92","","5146067","","","67104","","","",""
"","3","202","5146067","","","67105","0","","0708_out","0"
"","93","0.2","5146067","","","67106","","","0",""
"0","2","201","5146067","0","","67107","","","-237","71"
"","37","20","5146067","","","67108","","","scale15",""
"0","21","vo_apg","5146067","","","67109","","","vo_apg_0709","0"
"","3","22","5146067","","","67110","0","","0709_in","0"
"","93","2.3","5146067","","","67111","","","1",""
"","3","22","5146067","","","67112","0","","0709_mid","0"
"","92","","5146067","","","67113","","","",""
"","3","22","5146067","","","67114","0","","0709_out","0"
"","93","0.2","5146067","","","67115","","","0",""
"","93","0.1","5146067","","","67116","","","0",""
"","37","20","5146067","","","67117","","","scale1",""
"0","2","202","5146067","0","","67118","","","0","-12"
"","122","30","5146067","","","67119","","","30","0.5"
"0","21","vo_apg","5146067","","","67120","","","vo_apg_0710","0"
"","3","202","5146067","","","67121","0","","0710_in","0"
"","93","2.2","5146067","","","67122","","","1",""
"","3","202","5146067","","","67123","0","","0710_mid","0"
"","92","","5146067","","","67124","","","",""
"","3","202","5146067","","","67125","0","","0710_out","0"
"","93","0.2","5146067","","","67126","","","0",""
"","22","0","5146067","","","67127","","","0",""
"","3","202","5146067","","","67128","0","","empty","0"
"","32","10","5146067","","","67129","","","0",""
"","93","1","5146067","","","67130","","","0",""
"","24","se_10055900_coffee_02","5146067","","","67131","","","0.5",""
"","3","131011","5146067","","","67132","0","","see_guru","1"
"","3","106611","5146067","","","67133","0.2","","empty","1"
"","3","1066","5146067","","","67134","0.2","","empty","1"
"0","2","106611","5146067","0","","67135","","","-104","-195"
"0","2","1066","5146067","0","","67136","","","-104","-195"
"","37","2","5146067","","","67137","","","iris_out",""
"0","2","106511","5146067","0","","67138","","","-129","-278"
"0","2","1065","5146067","0","","67139","","","-129","-278"
"","3","106511","5146067","","","67140","0.2","","walk_normal_doya","1"
"","3","1065","5146067","","","67141","0.2","","walk_normal_doya","1"
"2","2","106511","5146067","0","","67142","","","-290","-278"
"2","2","1065","5146067","0","","67143","","","-290","-278"
"0","2","202","5146067","0","","67144","","","-290","21"
"","4","106511","5146067","","","67145","","","1",""
"","4","1065","5146067","","","67146","","","1",""
"","93","2","5146067","","","67147","","","0",""
"","4","106511","5146067","","","67148","","","0",""
"","4","1065","5146067","","","67149","","","0",""
"","3","106511","5146067","","","67150","0.2","","cool_idle_doya","1"
"","3","1065","5146067","0","","67151","0.2","","cool_idle_doya","1"
"","93","0.2","5146067","","","67152","","","0",""
"cool_talk_dere","3","106511","5146067","1","","67153","0.2","0","cool_in_nobi","0"
"cool_talk_dere","3","1065","5146067","1","","67154","0.2","0","cool_in_nobi","0"
"0","21","vo_apg","5146067","","","67155","","","vo_apg_0711","0"
"1","11","106511","5146067","1","0","67156","0","0","呼……使出全力埋頭狂轉了呢……\n那麼，轉了幾次呢？","11"
"","91","0","5146067","","","67157","","","",""
"","3","106511","5146067","","","67158","0.2","","cool_idle_doya","1"
"","3","1065","5146067","","","67159","0.2","","cool_idle_doya","1"
"0","21","vo_apg","5146067","","","67160","","","vo_apg_0712","0"
"1","11","131011","5146067","1","0","67161","0","0","咕嚕咕嚕轉～\n看著妳們轉到人家也頭昏眼花了，\n根本不知道轉了幾次呀～","10"
"","91","0","5146067","","","67162","","","",""
"idle_normal_shy","3","131011","5146067","1","","67163","0.5","0","maho_idle_normal_in","0"
"surprise_talk_search","3","106511","5146067","1","","67164","0.2","0.3","cool_talk_surprise","0"
"surprise_talk_search","3","1065","5146067","1","","67165","0.2","0.3","cool_talk_surprise","0"
"0","21","vo_apg","5146067","","","67166","","","vo_apg_0713","0"
"1","11","106511","5146067","1","0","67167","0","0","這樣啊……\n我說，祈梨，妳有數……奇怪？\n話說回來，祈梨人去哪了？","10"
"","91","0","5146067","","","67168","","","",""
"","3","106511","5146067","","","67169","0.3","","surprise_idle_talk1R","1"
"","3","1065","5146067","","","67170","0.3","","surprise_idle_talk1R","1"
"","3","131011","5146067","","","67171","0.2","","sad_talk","1"
"0","21","vo_apg","5146067","","","67172","","","vo_apg_0714","0"
"1","11","131011","5146067","1","0","67173","0","0","祈梨小姐的話，\n她整個人飛到那裡去了……","10"
"","91","0","5146067","","","67174","","","",""
"","3","131011","5146067","","","67175","0.2","","sad_idle_lookup","1"
"","3","106511","5146067","","","67176","0.2","","surprise_idle_noface_lookup","1"
"","3","1065","5146067","","","67177","0.2","","surprise_idle_kaya_lookup","1"
"coffee_1_loop","3","21","5146067","1","","67178","0","0","coffee_1_in","0"
"","23","se_10055900","5146067","","","67179","","","se_10055900_photo","0"
"","93","0.5","5146067","","","67180","","","0",""
"0","2","201","5146067","0","","67181","","","0","0"
"0","21","vo_apg","5146067","","","67182","","","vo_apg_0715","0"
"1","11","106611","5146067","1","0","67183","0","0","嗚嗚……我已經不行了……\n嘉夜夜這個……笨蛋、肌肉、\n旋轉狂……呃啊！","11"
"","91","0","5146067","","","67184","","","",""
"","3","21","5146067","","","67185","0","","coffee_1_out","0"
"","23","se_10055900","5146067","","","67186","","","se_10055900_down","0"
"","93","0.7","5146067","","","67187","","","0",""
"","3","131011","5146067","","","67188","0.2","","sad_idle_sad2_lookup","1"
"surprise3_loop_lookup","3","106511","5146067","1","","67189","0.2","0","surprise3_in_lookup","0"
"surprise3_loop_lookup","3","1065","5146067","1","","67190","0.2","0","surprise3_in_lookup","0"
"0","21","vo_apg","5146067","","","67191","","","vo_apg_0716","0"
"","122","30","5146067","","","67192","","","30","0.5"
"","3","202","5146067","","","67193","0","","0716_in","0"
"","93","1.2","5146067","","","67194","","","1",""
"","3","202","5146067","","","67195","0","","0716_mid","0"
"","92","","5146067","","","67196","","","",""
"","3","202","5146067","","","67197","0","","0716_out","0"
"","91","0","5146067","","","67198","","","",""
"","101","67200","5146067","","","67199","","","",""
"","22","0","5146067","","","67200","","","0.2",""
"-385","1","1","5146068","-288","idle_normal_eating_noface","68001","1.8","0","105811","106"
"-385","5","6","5146068","-288","idle_normal_eating_peko","68002","1.8","0","1058","107"
"-225","1","1","5146068","-278","idle_normal","68003","1.8","0","106011","100"
"-225","5","4","5146068","-278","idle_normal","68004","1.8","0","1060","101"
"225","1","1","5146068","-278","idle_normal_noface","68005","1.8","1","130911","103"
"225","5","1","5146068","-278","idle_normal_kururu","68006","1.8","1","97","104"
"","13","105811","5146068","","","68007","","","206",""
"","13","106011","5146068","","","68008","","","200",""
"","13","130911","5146068","","","68009","","","203",""
"0","5","9","5146068","-174","idle","68010","0.85","0","9","15"
"-132","5","20","5146068","71","empty","68011","1","0","20","210"
"0","5","21","5146068","153","empty","68012","1","0","21","60"
"0","31","1","5146068","1","","68013","1","","1","0"
"","91","0","5146068","","","68014","","","0",""
"","102","0","5146068","","","68015","","","0","0"
"","93","1","5146068","","","68016","","","0",""
"kururu_guid_talk","3","130911","5146068","1","","68017","0.2","0","kururu_guid_in","0"
"kururu_guid_talk","3","97","5146068","1","","68018","0.2","0","kururu_guid_in","0"
"0","21","vo_apg","5146068","","","68019","","","vo_apg_0801","0"
"1","11","130911","5146068","1","0","68020","0","0","這邊的設施是咖啡杯♪\n只要轉動正中間的方向盤，\n咖啡杯就會轉呀轉轉起來……","10"
"","91","0","5146068","","","68021","","","",""
"","3","130911","5146068","","","68022","0.2","","kururu_guid_idle","1"
"","3","97","5146068","","","68023","0.2","","kururu_guid_idle","1"
"coffee_3_loop","3","21","5146068","1","","68024","0","0","coffee_3_in","0"
"","23","se_10055900","5146068","","","68025","","","se_10055900_photo","0"
"peko_notice_idle","3","105811","5146068","1","","68026","0.2","0","peko_notice_in","0"
"peko_notice_idle","3","1058","5146068","1","","68027","0.2","0","peko_notice_in","0"
"","3","106011","5146068","","","68028","0.2","","cool_talk_surprise_lookup","1"
"","3","1060","5146068","","","68029","0.2","","cool_talk_surprise_lookup","1"
"0","21","vo_apg","5146068","","","68030","","","vo_apg_0802","0"
"1","11","106011","5146068","1","0","68031","0","0","正中間根本沒有方向盤吧？","8"
"","91","0","5146068","","","68032","","","",""
"","3","106011","5146068","","","68033","0.2","","cool_idle_talkR","1"
"","3","1060","5146068","","","68034","0.2","","cool_idle_talkR","1"
"anger_talk_surprise2_lookup","3","130911","5146068","1","","68035","0.2","0.2","hawawa_lookup","0"
"","3","97","5146068","","","68036","0.2","","hawawa","1"
"0","21","vo_apg","5146068","","","68037","","","vo_apg_0803","0"
"1","11","130911","5146068","1","0","68038","0","0","咦！？怎麼會怎麼會……\n啊，真的真的沒有！？\n到底去哪了～！？","8"
"","91","0","5146068","","","68039","","","",""
"","3","21","5146068","","","68040","0","","coffee_3_out","0"
"","3","130911","5146068","","","68041","0.2","","anger_idle_sad","1"
"","3","105811","5146068","","","68042","0.2","","sad_idle_noface","1"
"sad_idle_peko_loop","3","1058","5146068","1","","68043","0.2","0","sad_idle_peko_in","1"
"0","21","vo_apg","5146068","","","68044","","","vo_apg_0804","0"
"1","11","105811","5146068","1","0","68045","0","0","…………","10"
"","91","0","5146068","","","68046","","","",""
"","4","106011","5146068","","","68047","","","1",""
"","4","1060","5146068","","","68048","","","1",""
"","3","130911","5146068","","","68049","0.2","","idle_normal_surprise","1"
"","3","106011","5146068","","","68050","0.2","","shock_loop_doteyes","1"
"","3","1060","5146068","","","68051","0.2","","shock_loop_doteyes","1"
"peko_bowbowbow_loop","3","105811","5146068","1","","68052","0.2","0","peko_bowbowbow_in","0"
"peko_bowbowbow_loop","3","1058","5146068","1","","68053","0.2","0","peko_bowbowbow_in","0"
"0","21","vo_apg","5146068","","","68054","","","vo_apg_0805","0"
"1","11","105811","5146068","1","0","68055","0","0","對不起～！！","7"
"","91","0","5146068","","","68056","","","",""
"","3","106011","5146068","","","68057","0.2","","anger_talk_shy","1"
"","3","1060","5146068","","","68058","0.2","","anger_talk_shy","1"
"0","21","vo_apg","5146068","","","68059","","","vo_apg_0806","0"
"1","11","106011","5146068","1","0","68060","0","0","妳吃掉了嗎！？\n妳在搞什麼啦～！？","9"
"","91","0","5146068","","","68061","","","",""
"","3","106011","5146068","","","68062","0.2","","anger_idle_shy","1"
"","3","1060","5146068","","","68063","0.2","","anger_idle_shy","1"
"tahaha_talk","3","105811","5146068","1","","68064","0.2","0","tahaha_in","0"
"tahaha_talk","3","1058","5146068","1","","68065","0.2","0","tahaha_in","0"
"0","21","vo_apg","5146068","","","68066","","","vo_apg_0807","0"
"1","11","105811","5146068","1","0","68067","0","0","我沒想到那是方向盤……\n以為是園方準備了\n做為點心的甜甜圈，\n就美味地享用了……","7"
"","91","0","5146068","","","68068","","","",""
