7d5ca8a1ff8219366586c3425a8e6ee8ae9d085fbd2a351f44fdc3a148385349,1f6bc08671be2246ae3a65be71e300cef6efc03543e4f06124f4cd64ad0b72a2,5658b958e46de82ae20d11c7c6b5b71c703567f4c71d3fec233932fd377a1c5f,233e4b47a8c6a4dfde5909c1ee04109179bc81c3d526a270a5bad713b294eb32,c988c866164772973cd6fb262226e03c1d0b2b7a00f48cd30c5941522cfd11cc,f54575ae38935999695715bedf281c640e74e55779f94109b66fee96549e6163,7dce408cbfdc00506d4e14ece9c462a69c083d51da76a30c4442bf04f5d5a5f0,0e4b58733d4962782b249b449957ba9ea44e200a2e8e628c1e9f7ea0b8bf8cf4,0c2cb4a997a324ae33b667515d64c27654c8c47092bd1776a37b1e19564afccb,5e6e8f35f25f4b255372a04aa619639bf5095e4f0b409088dd71cbae1f2a9161,d810aa0a106b9bb364fd94179601da58d4b7515a2cb77c2f6d6b442fa7e3dcdc
"","","0.9","0","3217","","","93","","","132170035"
"0","","1.05","1.05","3217","","1.05","123","0.3","1.05","132170036"
"","","75","75","3217","","0.5","122","","","132170037"
"","","301702","1","3217","","","32","","","132170038"
"","","0.4","0","3217","","","93","","","132170039"
"","","2","0","3217","","","32","","","132170040"
"","","310000","0","3217","","","32","","","132170041"
"","","321700","1","3217","","","32","","","132170042"
"","","0.4","0","3217","","","93","","","132170043"
"2","","0.95","0.95","3217","","0.95","123","2","0.95","132170044"
"","","0.2","0","3217","","","93","","","132170045"
"0.2","","1000001","glad","3217","","0","3","","","132170046"
"","","120","1","3217","","","32","","","132170047"
"","","0.4","0","3217","","","93","","","132170048"
"","","998","1","3217","","","32","","","132170049"
"","","0.6","0","3217","","","93","","","132170050"
"0.2","","1000001","joy_round3_in","3217","","0","3","1","joy_round3_loop","132170051"
"","","5","0","3217","","","93","","","132170052"
"","","1","","3217","","","113","","","132170053"
"0","","330000","330000","3300","","345.4","31","1","0","133000001"
"1","","8","8","3300","","345.4","31","1","0","133000002"
"","","8","0","3300","","","35","","","133000003"
"","","0","","3300","","","91","","","133000004"
"0","","1.05","1.05","3300","","1.05","123","7.4","1.05","133000005"
"0.2","","1000001","wait","3300","","0","3","","","133000006"
"","","2","1","3300","","","35","","","133000007"
"","","4.9","0","3300","","","93","","","133000008"
"0","","0.95","0.95","3300","","0.95","123","0.4","0.95","133000009"
"","","330000","1","3300","","","32","","","133000010"
"","","0.1","0","3300","","","93","","","133000011"
"","","2","0","3300","","","32","","","133000012"
"","","0.1","0","3300","","","93","","","133000013"
"","","997","1","3300","","","32","","","133000014"
"0.2","","1000001","joy_from_wait","3300","","0","3","","","133000015"
"","","1.63","0","3300","","","93","","","133000016"
"","","0.3","0","3300","","","93","","","133000017"
"","","3","","3300","","","113","","","133000018"
