09d23c8c997b267dc82e58da9f097f4e0aee7862fb7ed2e71b6087ac95984f8d,f903f6e06a9d087a68fc66293c461149062e521473ea6f23bc492691e004ff8e,38d0532ac2c864c78a858cd67a8d9414930210afff01de28b6c7d11afbf8a1d3,8a0ba5091f304fe3d29e2c6665d4b649b039318f82a7e27fdf37ad3881978017,ae4e5d569a5e0e60a52b6ebaccbc106603af2324de1ddedc82f78d9527107ff4,c6d073702ec787ae219de9c6cceb081dc344ad5f7354a3b213bf70288169ac5a,a1f92e96425fa937c3e9670a2b47ac1f04f31a1968606c12f35f194d8408a941,fff7743c4a0865b2b8ce262c6d598d0c02efa6770a0fc2aa6db3b7db7fcc3387,cb5e2ba2305f2bbad2ae5f696763ab020fe7409d0a485b68388a17644fd3e623,578a2eef26bb8fc7f44239baafef8216fe15ee5fcb3eb5aa9413f54fe9acf8b7,f1676ea35b561af7efef3eb6818950d01aecb782123ea76cbae32bac91534e02
"vo_alces_1603","0","0","vo_alces","16031","","","","","16","21"
"那麼，我出去玩一下～去抓蟲……\n不對是要去大人的社交場合♪","10","1","5","16032","3.9","0","0","0","16","11"
"","0","0","16027","16033","","","","","16","91"
"","0","0","16032","16034","","","","","16","91"
"0.5","","","0","16035","","","","","16","22"
"se_alces_surprise","","","se_alces","16036","","","","","16","23"
"iroha_shock_in","0","iroha_shock_loop","5","16037","","0.2","1","0","16","3"
"iroha_shock_in","0","","1001","16038","","0.2","","","16","3"
"0","","","1","16039","","","","","16","93"
"sono_armcrossed_talk","1","","3","16040","","0.2","","","16","3"
"vo_alces_1604","0","0","vo_alces","16041","","","","","16","21"
"……妳變成我的樣子打算去哪裡？\n彩羽？","10","1","3","16042","1.7","0","0","0","16","11"
"","0","0","0","16043","","","","","16","91"
"0.5","","","0","16044","","","","","16","22"
"sono_doya_in","0","sono_doya_idle","3","16045","","0.2","1","0","16","3"
"iroha_kyorokyoro","0","","5","16046","","0.2","","","16","3"
"0","","","1.8","16047","","","","","16","93"
"se_alces_dotabata","","","se_alces","16048","","","","","16","23"
"iroha_escape_in","0","iroha_escape","5","16049","","0","1","0","16","3"
"-1200","-160","3.5","5","16050","","","0","","16","2"
"1","","","11","16051","","","","","16","32"
"sweatR_Loop","","","11","16052","","","","","16","37"
"-1200","-160","3.5","11","16053","","","0","","16","33"
"0","","","0.1","16054","","","","","16","93"
"sono_notice_in_anger","1","","3","16055","","0.2","","","16","3"
"sono_notice_in_anger","0","","1002","16056","","0.2","","","16","3"
"0","","","0.3","16057","","","","","16","93"
"surprise2_turn","0","surprise2R_idle","132211","16058","","0.2","1","0","16","3"
"0","","","0.4","16059","","","","","16","93"
"run_chase","1","","3","16060","","0.2","","","16","3"
"-1050","-160","3.5","3","16061","","","0","","16","2"
"0","","","2","16062","","","","","16","93"
"sadR_idle_nervous","1","","132211","16063","","0.2","","","16","3"
"sad_idle_nervous_in","0","sad_idle_nervous","1003","16064","","0.2","1","0","16","3"
"0","","","2","16065","","","","","16","93"
"0","","","0","16066","","","","","16","22"
"0","","","3","16067","","","","","16","93"
"","0","0","16067","16068","","","","","16","101"
"5","100","-100","5","17001","idle_normal","1.47","-190","0","17","5"
"1101","-100","-190","11","17002","","0","1","","17","31"
"1001","101","-100","10","17003","empty","1.47","-190","0","17","5"
"130","","","5","17004","","","","","17","13"
"4","101","125","4","17005","idle_kyapi_normal","1.43","-190","1","17","5"
"1102","125","-190","11","17006","","0","1","","17","31"
"0","","","0","17007","","","","","17","91"
"se_alces_breath","","","se_alces","17008","","","","","17","23"
"sono_relief_in","0","sono_relief_talk","5","17009","","0.2","1","0","17","3"
"sono_relief_in","0","","1001","17010","","0.2","","","17","3"
"0","","","0.5","17011","","","","","17","93"
"vo_alces_1700","0","0","vo_alces","17012","","","","","17","21"
"唉……\n變回原本的模樣了……","10","1","5","17013","2.4","0","0","0","17","11"
"1","","","3.5","17014","","","","","17","93"
"","0","0","17013","17015","","","","","17","91"
"sono_ache_in","0","sono_tired_talk","5","17016","","0.2","1","0","17","3"
"vo_alces_1701","0","0","vo_alces","17017","","","","","17","21"
"嗚啊……肌肉好痛。\n妳到底到處跑了多久啊……","10","1","5","17018","3.7","0","0","0","17","11"
"","0","0","0","17019","","","","","17","91"
"sono_tired_idle","1","","5","17020","","0.2","","","17","3"
"jump_loop","1","","4","17021","","0.2","","","17","3"
"vo_alces_1702","0","0","vo_alces","17022","","","","","17","21"
"啊哈哈哈！！\n彩羽的身體，都沒在鍛鍊──！！","10","1","4","17023","1.4","0","0","0","17","11"
"","0","0","0","17024","","","","","17","91"
"joy_talk_normal2","1","","4","17025","","0.2","","","17","3"
"vo_alces_1703","0","0","vo_alces","17026","","","","","17","21"
"我去全力跑步一下──！！","10","1","4","17027","0.3","0","0","0","17","11"
"","0","0","0","17028","","","","","17","91"
"iroha_joy_to_run","0","iroha_run_dash","4","17029","","0.1","1","0","17","3"
"0.5","","","0","17030","","","","","17","22"
"1200","-190","2.1","4","17031","","","0","","17","2"
"1","","","1102","17032","","","","","17","32"
"smokeL","","","1102","17033","","","","","17","37"
"1200","-190","2.1","1102","17034","","","0","","17","33"
"0","","","2","17035","","","","","17","93"
"tired_to_sad","0","sad_talk_anger","5","17036","","0.2","1","0","17","3"
"vo_alces_1704","0","0","vo_alces","17037","","","","","17","21"
"……嗯？\n之後我又會回到那個身體裡喔？\n不行耶，會死掉的。","10","1","5","17038","4.3","0","0","0","17","11"
"","0","0","0","17039","","","","","17","91"
"run_chase_Ex0006","1","","5","17040","","0.1","","","17","3"
"1100","-190","3.5","5","17041","","","0","","17","2"
"1","","","1101","17042","","","","","17","32"
"sweatL_Loop","","","1101","17043","","","","","17","37"
"1100","-190","3.5","1101","17044","","","0","","17","33"
"vo_alces_1705","0","0","vo_alces","17045","","","","","17","21"
"給我等等──！！","10","1","5","17046","0.5","0","0","0","17","11"
"0","","","3","17047","","","","","17","93"
"","0","0","0","17048","","","","","17","91"
"0","","","0","17049","","","","","17","22"
"0","","","3","17050","","","","","17","93"
"","0","0","17050","17051","","","","","17","101"
"5","100","400","5","18001","sit_drink_loop","1.4","-130","1","18","5"
"4","101","235","4","18002","iroha_sad_lookup_surprise","1.37","-145","0","18","5"
"0","","","0","18003","","","","","18","91"
"vo_alces_1800","0","0","vo_alces","18004","","","","","18","21"
"咕嚕……咕嚕……咕嚕！","10","1","5","18005","0.5","0","0","0","18","11"
"","0","0","0","18006","","","","","18","91"
"sit_drink_handup_in","0","sit_drink_handup_talk","5","18007","","0.2","1","0","18","3"
"0","","","0.2","18008","","","","","18","93"
"iroha_surprise_in","0","iroha_surprise_look_idle","4","18009","","0.2","1","0","18","3"
"0","","","0.2","18010","","","","","18","93"
"vo_alces_1801","0","0","vo_alces","18011","","","","","18","21"
"啊啊，喉嚨超滿足的。\n雖然我也很喜歡老家的葡萄酒，\n不過這邊的麥酒也很讚～","10","1","5","18012","4.2","0","0","0","18","11"
"","0","0","0","18013","","","","","18","91"
"sit_drink_idle_in","0","sit_drink_idle","5","18014","","0.2","1","0","18","3"
"iroha_anger_talk_lookup","1","","4","18015","","0.2","","","18","3"
"vo_alces_1802","0","0","vo_alces","18016","","","","","18","21"
"欸──彩羽的喉嚨也想滿足～！\n小苑，也給彩羽喝一下～","10","1","4","18017","3.8","0","0","20","18","11"
"","0","0","0","18018","","","","","18","91"
"iroha_anger_idle_lookup","1","","4","18019","","0.2","","","18","3"
"sit_drink_idle_notice","0","sit_drink_idle_Jitome","5","18020","","0.2","1","0","18","3"
"vo_alces_1803","0","0","vo_alces","18021","","","","","18","21"
"呵，妳還早了10年呢。\n咕噗咕噗。","10","1","5","18022","3.7","0","0","0","18","11"
"","0","0","0","18023","","","","","18","91"
"sit_drink_idle_to_yareyare","0","sit_drink_yareyare","5","18024","","0.2","1","0","18","3"
"vo_alces_1804","0","0","vo_alces","18025","","","","","18","21"
"妳總有一天也會了解的，\n了解某天會有不喝麥酒\n就做不下去的日子到來。","10","1","5","18026","3.9","0","0","0","18","11"
"","0","0","0","18027","","","","","18","91"
"0","","","0","18028","","","","","18","22"
"iroha_anger_to_sad","0","iroha_sad_lookup_shy","4","18029","","0.2","1","0","18","3"
"sit_drink_yareyare_to_loop","0","sit_drink_loop","5","18030","","0.2","1","0","18","3"
"0","","","2","18031","","","","","18","93"
"sit_drink_handup_in_dead","0","sit_drink_handup_idle_dead","5","18032","","0.2","1","0","18","3"
"0","","","2","18033","","","","","18","93"
"vo_alces_1805","0","0","vo_alces","18034","","","","","18","21"
"……呼～嗝！","10","1","5","18035","1.2","0","0","0","18","11"
"","0","0","0","18036","","","","","18","91"
"iroha_sad_talk_lookup","1","","4","18037","","0.2","","","18","3"
"vo_alces_1806","0","0","vo_alces","18038","","","","","18","21"
"真是糟糕的大人……","10","1","4","18039","0.5","0","0","20","18","11"
"","0","0","0","18040","","","","","18","91"
"iroha_sad_lookup_shy","1","","4","18041","","0.2","","","18","3"
"0","","","0","18042","","","","","18","22"
"0","","","3","18043","","","","","18","93"
"","0","0","18043","18044","","","","","18","101"
"1","105","407","1","19001","idle_normal","1.45","-158","1","19","5"
"2","100","32","2","19002","doyaB_idle","1.47","-156","0","19","5"
"3","108","-124","3","19003","idle_normal","1.42","-168","0","19","5"
"4","108","1500","4","19004","idle_kyapi_normal","1.42","600","0","19","5"
"5","100","1500","5","19005","idle_normal","1.47","600","0","19","5"
"18","407","-158","18","19006","","0","1","","19","31"
"19","32","-156","19","19007","","0","1","","19","31"
"20","-124","-168","20","19008","","0","1","","19","31"
"21","-124","-168","21","19009","","0","1","","19","31"
"0","","","0","19010","","","","","19","91"
"0","","","0.5","19011","","","","","19","93"
"doyaB_idle_look","1","","2","19012","","0.2","","","19","3"
"cool_in_joy_lookup","0","cool_talk_joy_lookup","3","19013","","0.2","1","0","19","3"
"vo_alces_1900","0","0","vo_alces","19014","","","","","19","21"
"那麼是要狂暴格里芬的尾巴呢。\n彩羽，拜託妳了喔","10","1","3","19015","2.5","0","0","0","19","11"
"","0","0","0","19016","","","","","19","91"
"cool_idle_normal_lookup","0","cool_idle_normal","3","19017","","0.2","1","0","19","3"
"iroha_ok_luichan","0","gutsB_idle_joy","2","19018","","0.2","1","0","19","3"
"vo_alces_1901","0","0","vo_alces","19019","","","","","19","21"
"OK～！\n我會在吃飯時間前回來的～！\n那麼露易，拜託妳了喔～！","10","1","2","19020","0.5","0","0","0","19","11"
"","","","0","19021","","","","","19","91"
"idle_kyapi_normal","1","","2","19022","","0.2","","","19","3"
"idle_normal","1","","3","19023","","0.2","","","19","3"
"luis_swap","0","","1","19024","","0.2","","","19","3"
"vo_alces_1902","0","0","vo_alces","19025","","","","","19","21"
"好好。\n「交換身體祕藥」噴射～♪","10","1","1","19026","1.2","0","0","10","19","11"
"0","","","1.2","19027","","","","","19","93"
"se_alces_replace","0","","se_alces","19028","","","","","19","23"
"0","","","2.8","19029","","","","","19","93"
"1","","","18","19030","","","","","19","32"
"1","","","19","19031","","","","","19","32"
"0","","","0.5","19032","","","","","19","93"
"1","0","0","2","19033","","1","0","0","19","6"
"1","0","0","3","19034","","1","0","0","19","6"
"0","","","1.5","19035","","","","","19","93"
"1500","600","0","2","19036","","","0","","19","2"
"1500","600","0","3","19037","","","0","","19","2"
"-124","-168","0","4","19038","","","0","","19","2"
"32","-156","0","5","19039","","","0","","19","2"
"0","","","1.2","19040","","","","","19","93"
"luis_swap_out","0","idle_normal_talkjoy1","1","19041","","0.1","1","0","19","3"
"0","","","0.5","19042","","","","","19","93"
"speedMode_in","0","speedMode_loop","4","19043","","0.2","1","0","19","3"
"lookback_in","0","lookback_idle","5","19044","","0.1","1","0","19","3"
"vo_alces_1903","0","0","vo_alces","19045","","","","","19","21"
"好～喔！！\n彩羽迅速模式！！","10","1","4","19046","1.3","0","0","0","19","11"
"","","","0","19047","","","","","19","91"
"0","","","0","19048","","","","","19","22"
"0","","","0.3","19049","","","","","19","93"
"se_alces_dash","0","","se_alces","19050","","","","","19","23"
"speedDash_in","0","speedDash_loop","4","19051","","0","1","0","19","3"
"sono_blown","0","sono_idle_glasses_crooked","5","19052","","0.2","1","0","19","3"
"luis_blown","0","luis_blown_idle","1","19053","","0.2","1","0","19","3"
"1","","","20","19054","","","","","19","32"
"0","","","0.4","19055","","","","","19","93"
"1500","-156","0.5","4","19056","","","0","","19","2"
"1","","","21","19057","","","","","19","32"
"1500","-156","0.5","21","19058","","","0","","19","33"
"0","","","3.5","19059","","","","","19","93"
"sono_idle_glasses_up","0","sono_idle_shy","5","19060","","0.2","1","0","19","3"
"vo_alces_1904","0","0","vo_alces","19061","","","","","19","21"
"好快。","10","1","5","19062","0.5","0","0","0","19","11"
"","0","0","0","19063","","","","","19","91"
"0","","","0","19064","","","","","19","22"
"2","100","-60","2","20001","naderare_idle","1.47","-190","0","20","5"
"101","103","-60","10","20002","empty","1.47","-190","0","20","5"
"3","101","50","3","20003","nadenade_idle","1.42","-190","0","20","5"
"102","103","50","10","20004","empty","1.42","-190","0","20","5"
"101111","102","270","1","20005","idle_normal","1.45","-190","1","20","1"
"0","","","0","20006","","","","","20","91"
"0","","","0.8","20007","","","","","20","93"
"se_alces_emotion_note","","","se_alces","20008","","","","","20","23"
"naderare_idle_note","0","","101","20009","","0","","","20","3"
"0","","","2.5","20010","","","","","20","93"
"talk_normal_joy","1","","101111","20011","","0.2","","","20","3"
"vo_alces_2000","0","0","vo_alces","20012","","","","","20","21"
"呵呵。\n是感情很好的姊妹呢～♪","10","1","101111","20013","1.3","0","0","0","20","11"
"","0","0","0","20014","","","","","20","91"
"idle_normal","1","","101111","20015","","0.2","","","20","3"
"doya_in_joy","0","doya_talk_joy","2","20016","","0.2","1","0","20","3"
"nadenade_to_idle","0","idle_normal","3","20017","","0.2","1","0","20","3"
"0","","","0.2","20018","","","","","20","93"
"vo_alces_2001","0","0","vo_alces","20019","","","","","20","21"
"不是姊妹！\n是姪女跟姑姑喔～！","10","1","2","20020","1","0","0","0","20","11"
"","0","0","0","20021","","","","","20","91"
"doya_idle_Ex0004","1","","2","20022","","0.2","","","20","3"
"0","","","0.2","20023","","","","","20","93"
"notice_in_talk2","0","talk_normal_joy","101111","20024","","0.2","1","0.2","20","3"
"vo_alces_2002","0","0","vo_alces","20025","","","","","20","21"
"啊，是那樣嗎，我失禮了！\n也就是說兩位是三頭身呢！","10","1","101111","20026","2.2","0","0","0","20","11"
"","0","0","0","20027","","","","","20","91"
"idle_normal_joyR","1","","101111","20028","","0.2","","","20","3"
"0","","","0.2","20029","","","","","20","93"
"idle_surprise","1","","3","20030","","0.2","","","20","3"
"idle_normal","1","","2","20031","","0.2","","","20","3"
"0","","","0.8","20032","","","","","20","93"
"se_alces_emotion_quiet","","","se_alces","20033","","","","","20","23"
"12","1","0","3","20034","","0","0","0","20","12"
"0","","","3","20035","","","","","20","93"
"talk_normal_surprise","1","","3","20036","","0.2","","","20","3"
"vo_alces_2003","0","0","vo_alces","20037","","","","","20","21"
"……是想說三等親嗎？","10","1","3","20038","0.6","0","0","0","20","11"
"","0","0","0","20039","","","","","20","91"
"0.5","","","0","20040","","","","","20","22"
"idle_surprise","1","","3","20041","","0.2","","","20","3"
"0","","","0.5","20042","","","","","20","93"
"se_alces_emotion_question","","","se_alces","20043","","","","","20","23"
"5","1","0","101111","20044","","0","0","0","20","12"
"surprise_idle_normal2","1","","101111","20045","","0.5","","","20","3"
"idle_surprise","1","","2","20046","","0.2","","","20","3"
"0","","","0.8","20047","","","","","20","93"
"sad_idle_Ex0007","1","","3","20048","","0.2","","","20","3"
"sad_idle_in","0","sad_idle","102","20049","","","1","0","20","3"
"0","","","0","20050","","","","","20","22"
"0","","","3","20051","","","","","20","93"
"","0","0","20051","20052","","","","","20","101"
"1","100","-1.7","1","101001","adv_luis","1.4","-140","0","101","5"
"1","108.3","87","1","101002","","1","1","","101","31"
"1","100","-1.7","1","102001","adv_luis","1.4","-140","0","102","5"
"1","108.3","87","1","102002","","1","1","","102","31"
"1","100","-1.7","1","103001","adv_luis","1.4","-140","0","103","5"
"1","108.3","87","1","103002","","1","1","","103","31"
"2","100","90","2","104001","adv_iroha","1.5","-190","0","104","5"
"1","200","37","1","104002","","1","1","","104","31"
"2","100","90","2","105001","adv_iroha","1.5","-190","0","105","5"
"1","200","37","1","105002","","1","1","","105","31"
"2","100","90","2","106001","adv_iroha","1.5","-190","0","106","5"
"1","200","37","1","106002","","1","1","","106","31"
"3","100","350","3","107001","adv_sono","1.38","-130","1","107","5"
"10","475","-18","10","107002","","1","1","","107","31"
"1","460","125","1","107003","","1","1","","107","31"
"3","100","350","3","108001","adv_sono","1.38","-130","1","108","5"
"10","475","-18","10","108002","","1","1","","108","31"
"1","460","125","1","108003","","1","1","","108","31"
"3","100","350","3","109001","adv_sono","1.38","-130","1","109","5"
"10","475","-18","10","109002","","1","1","","109","31"
"1","460","125","1","109003","","1","1","","109","31"
"3","100","350","3","110001","adv_sono","1.38","-130","1","110","5"
"10","475","-18","10","110002","","1","1","","110","31"
"1","460","125","1","110003","","1","1","","110","31"
"1","100","-1.7","1","111001","adv_luis","1.4","-140","0","111","5"
"1","108.3","87","1","111002","","1","1","","111","31"
"special","","","1","111003","","","","","111","37"
"3","100","350","3","112001","adv_sono","1.38","-130","1","112","5"
"10","475","-18","10","112002","","1","1","","112","31"
"1","460","125","1","112003","","1","1","","112","31"
"special","","","1","112004","","","","","112","37"
"2","100","90","2","113001","adv_iroha","1.5","-190","0","113","5"
"1","200","37","1","113002","","1","1","","113","31"
"special","","","1","113003","","","","","113","37"
"2","100","90","2","114001","adv_iroha","1.5","-190","0","114","5"
"1","200","37","1","114002","","1","1","","114","31"
"special","","","1","114003","","","","","114","37"
"1","100","-1.7","1","115001","adv_luis","1.4","-140","0","115","5"
"1","108.3","87","1","115002","","1","1","","115","31"
"special","","","1","115003","","","","","115","37"
"2","100","90","2","116001","adv_iroha","1.5","-190","0","116","5"
"1","200","37","1","116002","","1","1","","116","31"
"special","","","1","116003","","","","","116","37"
"3","100","350","3","117001","adv_sono","1.38","-130","1","117","5"
"10","475","-18","10","117002","","1","1","","117","31"
"1","460","125","1","117003","","1","1","","117","31"
"special","","","1","117004","","","","","117","37"
"4","100","90","4","118001","adv_iroha_kodomo","1.48","-190","0","118","5"
"1","200","37","1","118002","","1","1","","118","31"
"special","","","1","118003","","","","","118","37"
"3","100","350","3","119001","adv_sono","1.38","-130","1","119","5"
"10","475","-18","10","119002","","1","1","","119","31"
"1","460","125","1","119003","","1","1","","119","31"
"special","","","1","119004","","","","","119","37"
"3","100","350","3","120001","adv_sono","1.38","-130","1","120","5"
"10","475","-18","10","120002","","1","1","","120","31"
"1","460","125","1","120003","","1","1","","120","31"
"special","","","1","120004","","","","","120","37"
"1","100","-1.7","1","121001","adv_luis","1.4","-140","0","121","5"
"1","108.3","87","1","121002","","1","1","","121","31"
"special","","","1","121003","","","","","121","37"
"3","100","350","3","122001","adv_sono","1.38","-130","1","122","5"
"10","475","-18","10","122002","","1","1","","122","31"
"1","460","125","1","122003","","1","1","","122","31"
"special","","","1","122004","","","","","122","37"
"5","100","350","5","123001","adv_sono_otona","1.4","-130","1","123","5"
"10","475","-18","10","123002","","1","1","","123","31"
"1","460","125","1","123003","","1","1","","123","31"
"special","","","1","123004","","","","","123","37"
"3","100","350","3","124001","adv_sono","1.38","-130","1","124","5"
"10","475","-18","10","124002","","1","1","","124","31"
"1","460","125","1","124003","","1","1","","124","31"
"1","100","-1.7","1","125001","adv_luis","1.4","-140","0","125","5"
"1","108.3","87","1","125002","","1","1","","125","31"
"special","","","1","125003","","","","","125","37"
"4","100","90","4","126001","adv_iroha_kodomo","1.48","-190","0","126","5"
"1","200","37","1","126002","","1","1","","126","31"
"special","","","1","126003","","","","","126","37"
"2","100","90","2","127001","adv_iroha","1.5","-190","0","127","5"
"1","200","37","1","127002","","1","1","","127","31"
"special","","","1","127003","","","","","127","37"
"1","100","-1.7","1","128001","adv_luis","1.4","-140","0","128","5"
"1","108.3","87","1","128002","","1","1","","128","31"
"special","","","1","128003","","","","","128","37"
"5","100","350","5","129001","adv_sono_otona","1.4","-130","1","129","5"
"10","475","-18","10","129002","","1","1","","129","31"
"1","460","125","1","129003","","1","1","","129","31"
"special","","","1","129004","","","","","129","37"
"3","100","350","3","130001","adv_sono","1.38","-130","1","130","5"
"10","475","-18","10","130002","","1","1","","130","31"
"1","460","125","1","130003","","1","1","","130","31"
"special","","","1","130004","","","","","130","37"
"1","100","-1.7","1","131001","adv_luis","1.4","-140","0","131","5"
"1","108.3","87","1","131002","","1","1","","131","31"
"special","","","1","131003","","","","","131","37"
"2","100","90","2","132001","adv_iroha","1.5","-190","0","132","5"
"1","200","37","1","132002","","1","1","","132","31"
"special","","","1","132003","","","","","132","37"
