bb8f96b96d5f75c9e0e4ccd145f9f8430172baa41d8a430de573358d1b4e79c9,28ba37a92251669f40511945f127148d68d363411f20431a3381490b8ed42758,676a4a3dfe9b59a7366e508b25e1e30b01ef6736a85af2e3408cea342ea2aee3,c3d74fbb99715958d34b5fb8978ff24b86dc139866fea445e55b3c55c153f9f5,e9d27c918c9471bf0e00ba6eed03154103ae156bfd26a65a20a6c0cb2464d2a9,33ce4139336bef47f22f0c4c74a0bd08620499f1ba2ccd2961c1abdb4dec3e91,56fafcdf6df95ba23093afc41f7edd772803069588ef98941d10f905352a1e51,33a79ec52ac937a16ea7622db79420e13a14595dab89b453cf9b7d02e8342f81,dccfadf55132fa2bfc391f970f6d5be48a44932c5e38fcd05b62bb420152d5b0,ac54288dcf2dffb873c60cbd72e875b93f2b49755c2b014d231e8a91b17f5c0a,66d915d8ec031f8cdc9e5231af8baa4f05502697c81bb5561d97504e7c591df5
"103611","","1","3","","0.2","1009807","","","lsv_idle_wish","1009807158"
"1009807147","","","101","","","1009807","","","","1009807159"
"333","0","1","6","","1","1009807","1","0","1","1009807160"
"102011","","","4","","","1009807","","","1","1009807161"
"102011","","1","3","","0.2","1009807","","","lsv_run","1009807162"
"102011","","-235","2","","","1009807","0.8","0","-750","1009807163"
"100411","","","4","","","1009807","","","0","1009807164"
"100411","","1","3","","0.2","1009807","","","lsv_run","1009807165"
"100411","","-220","2","","","1009807","0.8","0","750","1009807166"
"103611","","","4","","","1009807","","","0","1009807167"
"103611","","1","3","","0.2","1009807","","","lsv_run","1009807168"
"103611","","-250","2","","","1009807","0.8","0","850","1009807169"
"0.6","","","93","","","1009807","","","","1009807170"
"102011","0","1","6","","0.2","1009807","1","0","1","1009807171"
"100411","0","1","6","","0.2","1009807","1","0","1","1009807172"
"103611","0","1","6","","0.2","1009807","1","0","1","1009807173"
"0","","","91","","","1009807","","","","1009807174"
"1","0","101","1","lsv_idle_normal","1.95","1009808","-700","-220","100411","1009808001"
"1","0","100","1","lsv_idle_normal","1.95","1009808","-550","-235","102011","1009808002"
"1","0","102","1","lsv_idle_normal","1.95","1009808","-800","-250","103611","1009808003"
"1","0","0","5","lsv_white_loop","1","1009808","0","0","333","1009808004"
"333","0","1","6","","0","1009808","1","0","1","1009808005"
"3","","-630","31","","0","1009808","110","1.3","13","1009808006"
"100411","0","1","6","","0","1009808","1","0","1","1009808007"
"102011","0","1","6","","0","1009808","1","0","1","1009808008"
"103611","0","1","6","","0","1009808","1","0","1","1009808009"
"1","","","93","","","1009808","","","0","1009808010"
"333","0","1","6","","0.8","1009808","1","0.4","1","1009808011"
"100411","","1","3","","0.2","1009808","","","lsv_walk_glad","1009808012"
"100411","","-220","2","","","1009808","2","0","-100","1009808013"
"100411","0","1","6","","0.4","1009808","1","1","1","1009808014"
"102011","","1","3","","0.2","1009808","","","lsv_walk_glad2","1009808015"
"102011","","-235","2","","","1009808","2.2","0","100","1009808016"
"102011","0","1","6","","0.4","1009808","1","1","1","1009808017"
"103611","","1","3","","0.2","1009808","","","lsv_walk_glad","1009808018"
"103611","","-250","2","","","1009808","2","0","-270","1009808019"
"103611","0","1","6","","0.4","1009808","1","1","1","1009808020"
"13","","","32","","","1009808","","","1","1009808021"
"13","","110","33","","","1009808","2","0","-180","1009808022"
"2","","","93","","","1009808","","","","1009808023"
"13","","","32","","","1009808","","","0","1009808024"
"100411","","1","3","","0.2","1009808","","","lsv_idle_normal","1009808025"
"103611","","1","3","","0.2","1009808","","","lsv_idle_normal","1009808026"
"0.2","","","93","","","1009808","","","","1009808027"
"102011","","","4","","","1009808","","","1","1009808028"
"102011","","1","3","","0.2","1009808","","","lsv_idle_normal","1009808029"
"0.5","","","93","","","1009808","","","","1009808030"
"100411","0","0.5","12","","0","1009808","","","10","1009808031"
"100411","0.2","0","3","","0","1009808","lsv_idle_normal","1","lsv_smile2","1009808032"
"102011","0","0.5","12","","0","1009808","","","10","1009808033"
"102011","0.2","0","3","","0","1009808","lsv_idle_normal","1","lsv_smile2","1009808034"
"103611","0","0.5","12","","0","1009808","","","10","1009808035"
"103611","0.2","0","3","","0","1009808","lsv_idle_normal","1","lsv_smile2","1009808036"
"1.5","","","93","","","1009808","","","","1009808037"
"102011","","","4","","","1009808","","","0","1009808038"
"102011","","1","3","","0.2","1009808","","","lsv_walk","1009808039"
"102011","","-235","2","","","1009808","1","0","200","1009808040"
"1","","","93","","","1009808","","","","1009808041"
"102011","","1","3","","0.2","1009808","","","lsv_idle_normal","1009808042"
"0","","","93","","","1009808","","","","1009808043"
"102011","","","4","","","1009808","","","1","1009808044"
"0.6","","","93","","","1009808","","","","1009808045"
"100411","0.2","0","3","","0","1009808","lsv_talk_arm_crossed_loop_joy","1","lsv_talk_arm_crossed_joy","1009808046"
"vo_lsv","","0","21","","","1009808","0","","vo_lsv_0821","1009808047"
"100411","0","10","11","0","0","1009808","1","1","喵特\n好大隻好可愛喔──！","1009808048"
"0","","","91","","","1009808","","","","1009808049"
"100411","","1","3","","0.2","1009808","","","lsv_idle_arm_crossed_joy","1009808050"
"102011","","1","3","","0.2","1009808","","","lsv_talk_memory_dere2","1009808051"
"vo_lsv","","0","21","","","1009808","0","","vo_lsv_0822","1009808052"
"102011","0","10","11","0","0","1009808","1","1","嗯♪\n而且很溫柔……\n又鬆鬆軟軟的♪","1009808053"
"0","","","91","","","1009808","","","","1009808054"
"102011","","1","3","","0.2","1009808","","","lsv_idle_memory","1009808055"
"103611","","1","3","","0.2","1009808","","","lsv_talk_thinking_joyR","1009808056"
"vo_lsv","","0","21","","","1009808","0","","vo_lsv_0823","1009808057"
"103611","0","10","11","0","0","1009808","1","1","栞小姐也很溫柔，\n還知道了她願意幫忙我們……\n真是美好的一天。","1009808058"
"0","","","91","","","1009808","","","","1009808059"
"103611","","1","3","","0.2","1009808","","","lsv_idle_normal","1009808060"
"102011","","1","3","","0.2","1009808","","","lsv_idle_normal","1009808061"
"100411","0.2","0","3","","0","1009808","lsv_talk_cool_normal2_loop","1","lsv_talk_cool_normal2","1009808062"
"vo_lsv","","0","21","","","1009808","0","","vo_lsv_0824","1009808063"
"100411","0","10","11","0","0","1009808","1","1","就以這個步調，和小繆\n去各種地方，\n玩各種遊戲吧！","1009808064"
"0","","","91","","","1009808","","","","1009808065"
"100411","","1","3","","0.2","1009808","","","lsv_idle_cool_joy","1009808066"
"103611","0.2","0","3","","0","1009808","lsv_talk_doya_anger_loop","1","lsv_talk_doya","1009808067"
"vo_lsv","","0","21","","","1009808","0","","vo_lsv_0825","1009808068"
"103611","0","10","11","0","0","1009808","1","1","嗯！\n……啊，\n觀察也不能忘記喔？","1009808069"
"0","","","91","","","1009808","","","","1009808070"
"103611","","1","3","","0.2","1009808","","","lsv_idle_doya","1009808071"
"100411","","1","3","","0.2","1009808","","","lsv_talk_bitter","1009808072"
"vo_lsv","","0","21","","","1009808","0","","vo_lsv_0826","1009808073"
"100411","0","10","11","0","0","1009808","1","1","這、這是當然的啊～！\n啊哈哈哈哈～","1009808074"
"0","","","91","","","1009808","","","","1009808075"
"100411","","1","3","","0.2","1009808","","","lsv_idle_bitter","1009808076"
"102011","","1","3","","0.2","1009808","","","lsv_talk_surprise_talkjoy","1009808077"
"vo_lsv","","0","21","","","1009808","0","","vo_lsv_0827","1009808078"
"102011","0","10","11","0","0","1009808","1","1","欸欸，哥哥♪\n哥哥知道還有誰能和小繆\n成為好朋友嗎？","1009808079"
"0","","","91","","","1009808","","","","1009808080"
"102011","","1","3","","0.2","1009808","","","lsv_idle_surprise_joy","1009808081"
"100411","0.2","0","3","","0","1009808","lsv_look_idle_normal","1","lsv_choice","1009808082"
"102011","0.2","0","3","","0","1009808","lsv_look_idle_normal","1","lsv_choice","1009808083"
"103611","0.2","0","3","","0","1009808","lsv_look_idle_normal","1","lsv_choice","1009808084"
"0.1","","","93","","","1009808","","","0","1009808085"
"100411","0.2","-220","2","","","1009808","0.33","2","-420","1009808086"
"102011","0.2","-235","2","","","1009808","0.33","2","452","1009808087"
"103611","0.2","-250","2","","","1009808","0.33","2","-545","1009808088"
"0","","1","22","","0.2","1009808","","","0","1009808089"
"牧場的牛群。","","0","103","","","1009808","","","1009808093","1009808090"
"噗吉。","","0","103","","","1009808","","","1009808117","1009808091"
"拉格。","","0","103","","","1009808","","","1009808141","1009808092"
"100411","0.2","0","3","","0","1009808","lsv_idle_normal","1","lsv_choice","1009808093"
"102011","0.2","0","3","","0","1009808","lsv_idle_normal","1","lsv_choice","1009808094"
"103611","0.2","0","3","","0","1009808","lsv_idle_normal","1","lsv_choice","1009808095"
"0.1","","","93","","","1009808","","","0","1009808096"
"100411","0.2","-220","2","","","1009808","0.33","2","-100","1009808097"
"102011","0.2","-235","2","","","1009808","0.33","2","200","1009808098"
"103611","0.2","-250","2","","","1009808","0.33","2","-270","1009808099"
"0.7","","","93","","","1009808","","","0","1009808100"
"103611","","1","3","","0.2","1009808","","","lsv_talk_thinking_joyR","1009808101"
"vo_lsv","","0","21","","","1009808","0","","vo_lsv_0828","1009808102"
"103611","0","10","11","0","0","1009808","1","1","原來如此……這提議不錯耶。\n牧場的牛牛\n應該都習慣與人相處了。","1009808103"
"0","","","91","","","1009808","","","","1009808104"
"103611","","1","3","","0.2","1009808","","","lsv_idle_thinking_joy1","1009808105"
"102011","","1","3","","0.2","1009808","","","lsv_talk_wish_joy","1009808106"
"vo_lsv","","0","21","","","1009808","0","","vo_lsv_0829","1009808107"
"102011","0","10","11","0","0","1009808","1","1","所以也一定會溫柔地\n對待小繆吧♪","1009808108"
"0","","","91","","","1009808","","","","1009808109"
"102011","","1","3","","0.2","1009808","","","lsv_idle_wish_joy","1009808110"
"100411","","1","3","","0.2","1009808","","","lsv_talk_normal","1009808111"
"vo_lsv","","0","21","","","1009808","0","","vo_lsv_0830","1009808112"
"100411","0","10","11","0","0","1009808","1","1","牧場的話，\n因為栞姐姐也在，\n所以可以放心呢！","1009808113"
"0","","","91","","","1009808","","","","1009808114"
"100411","","1","3","","0.2","1009808","","","lsv_idle_normal","1009808115"
"1009808166","","","101","","","1009808","","","","1009808116"
"100411","0.2","0","3","","0","1009808","lsv_idle_normal","1","lsv_choice","1009808117"
"102011","0.2","0","3","","0","1009808","lsv_idle_normal","1","lsv_choice","1009808118"
"103611","0.2","0","3","","0","1009808","lsv_idle_normal","1","lsv_choice","1009808119"
"0.1","","","93","","","1009808","","","0","1009808120"
"100411","0.2","-220","2","","","1009808","0.33","2","-100","1009808121"
"102011","0.2","-235","2","","","1009808","0.33","2","200","1009808122"
"103611","0.2","-250","2","","","1009808","0.33","2","-270","1009808123"
"0.7","","","93","","","1009808","","","0","1009808124"
"102011","","1","3","","0.2","1009808","","","lsv_talk_joy3_blink","1009808125"
"vo_lsv","","0","21","","","1009808","0","","vo_lsv_0831","1009808126"
"102011","0","10","11","0","0","1009808","1","1","是說綾音的朋友？\n如果是噗吉，\n一定能跟小繆成為好朋友的♪","1009808127"
"0","","","91","","","1009808","","","","1009808128"
"102011","","1","3","","0.2","1009808","","","lsv_idle_joy","1009808129"
"103611","","1","3","","0.2","1009808","","","lsv_talk_surprise","1009808130"
"vo_lsv","","0","21","","","1009808","0","","vo_lsv_0832","1009808131"
"103611","0","10","11","0","0","1009808","1","1","是綾音的話，就不必\n擔心了呢……因為她應該已經\n習慣與奇妙的孩子相處了。","1009808132"
"0","","","91","","","1009808","","","","1009808133"
"103611","","1","3","","0.2","1009808","","","lsv_idle_surprise","1009808134"
"100411","","1","3","","0.2","1009808","","","lsv_talk_thinking_talkR","1009808135"
"vo_lsv","","0","21","","","1009808","0","","vo_lsv_0833","1009808136"
"100411","0","10","11","0","0","1009808","1","1","仔細想想，\n噗吉本身就\n很不可思議呢……","1009808137"
"0","","","91","","","1009808","","","","1009808138"
"100411","","1","3","","0.2","1009808","","","lsv_idle_thinking_joy1","1009808139"
"1009808166","","","101","","","1009808","","","","1009808140"
"100411","0.2","0","3","","0","1009808","lsv_idle_normal","1","lsv_choice","1009808141"
"102011","0.2","0","3","","0","1009808","lsv_idle_normal","1","lsv_choice","1009808142"
"103611","0.2","0","3","","0","1009808","lsv_idle_normal","1","lsv_choice","1009808143"
"0.1","","","93","","","1009808","","","0","1009808144"
"100411","0.2","-220","2","","","1009808","0.33","2","-100","1009808145"
"102011","0.2","-235","2","","","1009808","0.33","2","200","1009808146"
"103611","0.2","-250","2","","","1009808","0.33","2","-270","1009808147"
"0.7","","","93","","","1009808","","","0","1009808148"
"100411","","1","3","","0.2","1009808","","","lsv_talk_surprise2","1009808149"
"vo_lsv","","0","21","","","1009808","0","","vo_lsv_0834","1009808150"
"100411","0","10","11","0","0","1009808","1","1","咦咦，龍！？\n那是說龍嗎？","1009808151"
"0","","","91","","","1009808","","","","1009808152"
"100411","","1","3","","0.2","1009808","","","lsv_idle_surprise","1009808153"
"102011","","1","3","","0.2","1009808","","","lsv_talk_normal_suprise1","1009808154"
"vo_lsv","","0","21","","","1009808","0","","vo_lsv_0835","1009808155"
"102011","0","10","11","0","0","1009808","1","1","有位和厲害的魔物先生\n關係很好的人對吧～","1009808156"
"0","","","91","","","1009808","","","","1009808157"
"102011","","1","3","","0.2","1009808","","","lsv_idle_normal","1009808158"
"103611","","1","3","","0.2","1009808","","","lsv_talk_sad","1009808159"
"vo_lsv","","0","21","","","1009808","0","","vo_lsv_0836","1009808160"
"103611","0","10","11","0","0","1009808","1","1","有、有種危險的氣息呢……\n那個人的話，\n那個……我們再考慮一下吧。","1009808161"
"0","","","91","","","1009808","","","","1009808162"
"103611","","1","3","","0.2","1009808","","","lsv_idle_sad","1009808163"
"100411","","1","3","","0.2","1009808","","","lsv_idle_surprise_talkR1","1009808164"
"1009808166","","","101","","","1009808","","","","1009808165"
"0","","","91","","","1009808","","","","1009808166"
"","","","102","","","1009808","","","","1009808167"
"0","","","22","","","1009808","","","0.2","1009808168"
"0.2","","","93","","","1009808","","","","1009808169"
"102011","0","1","12","0","0","1009808","0","0","7","1009808170"
"102011","","1","3","","0.2","1009808","","","lsv_talk_surprise_kira","1009808171"
"3","","","93","","","1009808","","","0","1009808172"
"102011","","1","3","","0.2","1009808","","","lsv_idle_surprise","1009808173"
"100411","0","1","12","0","0","1009808","0","0","5","1009808174"
"100411","","1","3","","0.2","1009808","","","lsv_talk_wish_surprise","1009808175"
"3","","","93","","","1009808","","","0","1009808176"
"100411","","1","3","","0.2","1009808","","","lsv_idle_wish","1009808177"
"103611","0","1","12","0","0","1009808","0","0","1","1009808178"
"103611","","1","3","","0.2","1009808","","","lsv_talk_normal_sad","1009808179"
"3","","","93","","","1009808","","","0","1009808180"
"103611","","1","3","","0.2","1009808","","","lsv_idle_normal","1009808181"
"1009808170","","","101","","","1009808","","","","1009808182"
"333","0","1","6","","1","1009808","1","0","1","1009808183"
"100411","","","4","","","1009808","","","1","1009808184"
"100411","","1","3","","0.2","1009808","","","lsv_run","1009808185"
"100411","","-220","2","","","1009808","0.8","0","-750","1009808186"
"102011","","","4","","","1009808","","","0","1009808187"
"102011","","1","3","","0.2","1009808","","","lsv_run","1009808188"
"102011","","-235","2","","","1009808","0.8","0","750","1009808189"
"103611","","","4","","","1009808","","","1","1009808190"
"103611","","1","3","","0.2","1009808","","","lsv_run","1009808191"
"103611","","-250","2","","","1009808","0.8","0","-850","1009808192"
"0.6","","","93","","","1009808","","","","1009808193"
"100411","0","1","6","","0.2","1009808","1","0","1","1009808194"
"102011","0","1","6","","0.2","1009808","1","0","1","1009808195"
"103611","0","1","6","","0.2","1009808","1","0","1","1009808196"
"0","","","91","","","1009808","","","","1009808197"
"1","0","102","1","lsv_idle_normal","1.95","1009809","-750","-235","103611","1009809001"
"1","1","100","1","lsv_idle_normal","1.95","1009809","650","-220","102011","1009809002"
"1","1","101","1","lsv_idle_normal","1.95","1009809","750","-250","100411","1009809003"
"1","0","0","5","lsv_white_loop","1","1009809","0","0","333","1009809004"
"333","0","1","6","","0","1009809","1","0","1","1009809005"
"103611","0","1","6","","0","1009809","1","0","1","1009809006"
"102011","0","1","6","","0","1009809","1","0","1","1009809007"
"100411","0","1","6","","0","1009809","1","0","1","1009809008"
"103611","","0","7","","","1009809","0","","2","1009809009"
"103611","","-235","2","","","1009809","0.5","0","-750","1009809010"
"2","","-140","31","","0","1009809","10","0.8","16","1009809011"
"16","","0","34","","","1009809","0","","2","1009809012"
"1","","","93","","","1009809","","","0","1009809013"
"333","0","1","6","","0.8","1009809","1","0.4","1","1009809014"
"103611","0","0","3","","0.2","1009809","lsv_see_sad","1","lsv_see_sad_pre","1009809015"
"103611","","-235","2","","","1009809","1.1","0","-600","1009809016"
"103611","0","1","6","","0.4","1009809","1","1","1","1009809017"
"1","","","93","","","1009809","","","","1009809018"
"16","","","32","","","1009809","","","1","1009809019"
"0","","","91","","","1009809","","","","1009809020"
"103611","","260","94","","","1009809","0","80","240","1009809021"
"16","","","32","","","1009809","","","0","1009809022"
"103611","0","1","12","","0","1009809","","","1","1009809023"
"103611","","2","7","","","1009809","0","","0","1009809024"
"103611","","1","3","","0.2","1009809","","","lsv_walk_sad","1009809025"
"103611","","-235","2","","","1009809","2","0","-250","1009809026"
"102011","","1","3","","0.2","1009809","","","lsv_walk","1009809027"
"102011","","-220","2","","","1009809","2","0","100","1009809028"
"102011","0","1","6","","0.4","1009809","1","1","1","1009809029"
"100411","","1","3","","0.2","1009809","","","lsv_walk_talkR","1009809030"
"100411","","-250","2","","","1009809","2","0","270","1009809031"
"100411","0","1","6","","0.4","1009809","1","1","1","1009809032"
"2","","","93","","","1009809","","","","1009809033"
"103611","","1","3","","0.2","1009809","","","lsv_idle_normal","1009809034"
"102011","","1","3","","0.2","1009809","","","lsv_idle_normal","1009809035"
"100411","","1","3","","0.2","1009809","","","lsv_idle_sad","1009809036"
"0.5","","","93","","","1009809","","","","1009809037"
"0","","","91","","","1009809","","","","1009809038"
"100411","","1","3","","0.2","1009809","","","lsv_talk_sad","1009809039"
"vo_lsv","","0","21","","","1009809","0","","vo_lsv_0921","1009809040"
"100411","0","10","11","0","0","1009809","1","1","今天……\n發生了好多事情喔。","1009809041"
"0","","","91","","","1009809","","","","1009809042"
"100411","","1","3","","0.2","1009809","","","lsv_idle_sad","1009809043"
"102011","","1","3","","0.2","1009809","","","lsv_talk_wish_nervous","1009809044"
"vo_lsv","","0","21","","","1009809","0","","vo_lsv_0922","1009809045"
"102011","0","10","11","0","0","1009809","1","1","嗯……\n不過，能救出小繆\n真是太好了。","1009809046"
"0","","","91","","","1009809","","","","1009809047"
"102011","","1","3","","0.2","1009809","","","lsv_idle_wish_nervous","1009809048"
"100411","","1","3","","0.2","1009809","","","lsv_talk_sad","1009809049"
"vo_lsv","","0","21","","","1009809","0","","vo_lsv_0923","1009809050"
"100411","0","10","11","0","0","1009809","1","1","……雖然牠有點\n變小了。","1009809051"
"0","","","91","","","1009809","","","","1009809052"
"100411","","1","3","","0.2","1009809","","","lsv_idle_sad","1009809053"
"102011","","1","3","","0.2","1009809","","","lsv_talk_sad","1009809054"
"vo_lsv","","0","21","","","1009809","0","","vo_lsv_0924","1009809055"
"102011","0","10","11","0","0","1009809","1","1","……嗯。","1009809056"
"0","","","91","","","1009809","","","","1009809057"
"102011","","1","3","","0.2","1009809","","","lsv_idle_normal","1009809058"
"100411","","1","3","","0.2","1009809","","","lsv_idle_normal_talkR","1009809059"
"103611","","1","3","","0.2","1009809","","","lsv_talk_thinking","1009809060"
"vo_lsv","","0","21","","","1009809","0","","vo_lsv_0925","1009809061"
"103611","0","10","11","0","0","1009809","1","1","……小繆\n到底是什麼生物，\n雖然之前一直想不出來……","1009809062"
"0","","","91","","","1009809","","","","1009809063"
"103611","","1","3","","0.2","1009809","","","lsv_idle_thinking","1009809064"
"100411","","1","3","","0.2","1009809","","","lsv_talk_normal_suprise1","1009809065"
"vo_lsv","","0","21","","","1009809","0","","vo_lsv_0926","1009809066"
"100411","0","10","11","0","0","1009809","1","1","這下終於知道了呢。\n不過有點……\n不對，是非常令人驚訝呢。","1009809067"
"0","","","91","","","1009809","","","","1009809068"
"100411","","1","3","","0.2","1009809","","","lsv_idle_normal_talkR","1009809069"
"103611","","1","3","","0.2","1009809","","","lsv_talk_thinking_anger","1009809070"
"vo_lsv","","0","21","","","1009809","0","","vo_lsv_0927","1009809071"
"103611","0","10","11","0","0","1009809","1","1","能喚來幸福的生物……\n那就是小繆。","1009809072"
"0","","","91","","","1009809","","","","1009809073"
"103611","","1","3","","0.2","1009809","","","lsv_idle_sad","1009809074"
"102011","","1","3","","0.2","1009809","","","lsv_talk_sad","1009809075"
"vo_lsv","","0","21","","","1009809","0","","vo_lsv_0928","1009809076"
"102011","0","10","11","0","0","1009809","1","1","美美我們……\n接下來該怎麼辦呢？","1009809077"
"0","","","91","","","1009809","","","","1009809078"
"102011","","1","3","","0.2","1009809","","","lsv_idle_normal","1009809079"
"100411","","1","3","","0.2","1009809","","","lsv_talk_anger_dead","1009809080"
"vo_lsv","","0","21","","","1009809","0","","vo_lsv_0929","1009809081"
"100411","0","10","11","0","0","1009809","1","1","……不知道耶。","1009809082"
"0","","","91","","","1009809","","","","1009809083"
"100411","","1","3","","0.2","1009809","","","lsv_idle_anger_sad","1009809084"
"103611","","1","3","","0.2","1009809","","","lsv_talk_normal_sad","1009809085"
"vo_lsv","","0","21","","","1009809","0","","vo_lsv_0930","1009809086"
"103611","0","10","11","0","0","1009809","1","1","畢竟突然發生了\n這麼多事嘛。\n……冷靜不下來也是當然的。","1009809087"
"0","","","91","","","1009809","","","","1009809088"
"vo_lsv","","0","21","","","1009809","0","","vo_lsv_0931","1009809089"
"103611","0","10","11","0","0","1009809","1","1","總之，今天先休息吧。\n之後的事情，\n明天再來考慮吧。","1009809090"
"0","","","91","","","1009809","","","","1009809091"
"103611","","1","3","","0.2","1009809","","","lsv_idle_normal","1009809092"
"100411","0.2","0","3","","0","1009809","lsv_idle_normal_sad","1","lsv_agree_sad","1009809093"
"102011","0.2","0","3","","0","1009809","lsv_idle_normal_sad","1","lsv_agree_sad","1009809094"
"vo_lsv","","0","21","","","1009809","0","","vo_lsv_0932","1009809095"
"100411","0","10","11","0","0","1009809","1","1","……嗯。","1009809096"
"102011","0","10","11","0","0","1009809","1","1","……嗯。","1009809097"
"0","","","91","","","1009809","","","","1009809098"
"0","","1","22","","0.2","1009809","","","0","1009809099"
"","","","102","","","1009809","","","","1009809100"
"0.2","","","93","","","1009809","","","","1009809101"
"103611","0","1","12","0","0","1009809","0","0","1","1009809102"
"103611","","1","3","","0.2","1009809","","","lsv_talk_normal_sad","1009809103"
"3","","","93","","","1009809","","","0","1009809104"
"103611","","1","3","","0.2","1009809","","","lsv_idle_normal","1009809105"
"102011","0","1","12","0","0","1009809","0","0","2","1009809106"
"102011","","1","3","","0.2","1009809","","","lsv_talk_bitter","1009809107"
"3","","","93","","","1009809","","","0","1009809108"
"102011","","1","3","","0.2","1009809","","","lsv_idle_sad_normal","1009809109"
"100411","0","1","12","0","0","1009809","0","0","4","1009809110"
"100411","","1","3","","0.2","1009809","","","lsv_idle_anger_sad","1009809111"
"3","","","93","","","1009809","","","0","1009809112"
"100411","","1","3","","0.2","1009809","","","lsv_idle_normal_sad","1009809113"
"1009809102","","","101","","","1009809","","","","1009809114"
"333","0","1","6","","1","1009809","1","0","1","1009809115"
"103611","","","4","","","1009809","","","1","1009809116"
"103611","","1","3","","0.2","1009809","","","lsv_run_sad","1009809117"
"103611","","-235","2","","","1009809","0.8","0","-750","1009809118"
"102011","","","4","","","1009809","","","0","1009809119"
"102011","","1","3","","0.2","1009809","","","lsv_run_sad","1009809120"
"102011","","-220","2","","","1009809","0.8","0","750","1009809121"
"100411","","","4","","","1009809","","","0","1009809122"
"100411","","1","3","","0.2","1009809","","","lsv_run_sad","1009809123"
"100411","","-250","2","","","1009809","0.8","0","850","1009809124"
"0.6","","","93","","","1009809","","","","1009809125"
"103611","0","1","6","","0.2","1009809","1","0","1","1009809126"
"102011","0","1","6","","0.2","1009809","1","0","1","1009809127"
"100411","0","1","6","","0.2","1009809","1","0","1","1009809128"
"0","","","91","","","1009809","","","","1009809129"
"1","0","102","1","lsv_idle_normal","1.95","1009810","-650","-235","100411","1009810001"
"1","1","100","1","lsv_idle_normal","1.95","1009810","650","-220","102011","1009810002"
"1","1","101","1","lsv_idle_normal","1.95","1009810","750","-250","103611","1009810003"
"1","0","0","5","lsv_white_loop","1","1009810","0","0","333","1009810004"
"333","0","1","6","","0","1009810","1","0","1","1009810005"
"100411","0","1","6","","0","1009810","1","0","1","1009810006"
"102011","0","1","6","","0","1009810","1","0","1","1009810007"
"103611","0","1","6","","0","1009810","1","0","1","1009810008"
"1","","","93","","","1009810","","","0","1009810009"
"333","0","1","6","","0.8","1009810","1","0.4","1","1009810010"
"100411","","1","3","","0.2","1009810","","","lsv_walk","1009810011"
"100411","","-235","2","","","1009810","2","0","-200","1009810012"
"100411","0","1","6","","0.4","1009810","1","1","1","1009810013"
"102011","","1","3","","0.2","1009810","","","lsv_walk","1009810014"
"102011","","-220","2","","","1009810","2","0","100","1009810015"
"102011","0","1","6","","0.4","1009810","1","1","1","1009810016"
"103611","","1","3","","0.2","1009810","","","lsv_walk","1009810017"
"103611","","-250","2","","","1009810","2","0","270","1009810018"
"103611","0","1","6","","0.4","1009810","1","1","1","1009810019"
"2","","","93","","","1009810","","","0","1009810020"
"100411","","1","3","","0.2","1009810","","","lsv_idle_normal","1009810021"
"102011","","1","3","","0.2","1009810","","","lsv_idle_normal","1009810022"
"103611","","1","3","","0.2","1009810","","","lsv_idle_normal","1009810023"
"0.6","","","93","","","1009810","","","0","1009810024"
"103611","0.2","0","3","","0","1009810","lsv_talk_guts2_anger_loop","1","lsv_talk_guts2_anger","1009810025"
"vo_lsv","","0","21","","","1009810","0","","vo_lsv_1021","1009810026"
"103611","0","10","11","0","0","1009810","1","1","……都到這一步了，\n我們就負起責任到最後，\n讓牠好好地回去吧。","1009810027"
"0","","","91","","","1009810","","","","1009810028"
"103611","","1","3","","0.2","1009810","","","lsv_idle_guts2_anger","1009810029"
"102011","","1","3","","0.2","1009810","","","lsv_talk_joy3_dere","1009810030"
"vo_lsv","","0","21","","","1009810","0","","vo_lsv_1022","1009810031"
"102011","0","10","11","0","0","1009810","1","1","……說得沒錯。\n這是大家一起決定的嘛。","1009810032"
"0","","","91","","","1009810","","","","1009810033"
"102011","","1","3","","0.2","1009810","","","lsv_idle_sad_joynormal","1009810034"
"100411","","1","3","","0.2","1009810","","","lsv_talk_thinking","1009810035"
"vo_lsv","","0","21","","","1009810","0","","vo_lsv_1023","1009810036"
"100411","0","10","11","0","0","1009810","1","1","不過……\n在那之前還有事情要做喔。","1009810037"
"0","","","91","","","1009810","","","","1009810038"
"100411","","1","3","","0.2","1009810","","","lsv_idle_normal","1009810039"
"102011","","1","3","","0.2","1009810","","","lsv_idle_normal","1009810040"
"100411","0.2","0","3","","0","1009810","lsv_talk_guts2_loop","1","lsv_talk_guts2","1009810041"
"vo_lsv","","0","21","","","1009810","0","","vo_lsv_1024","1009810042"
"100411","0","10","11","0","0","1009810","1","1","要讓小繆恢復活力，\n還有要特訓！\n讓牠回到那邊也不會有問題♪","1009810043"
"0","","","91","","","1009810","","","","1009810044"
"100411","","1","3","","0.2","1009810","","","lsv_idle_guts2_joy","1009810045"
"103611","0.2","0","3","","0","1009810","lsv_talk_doya_loop","1","lsv_talk_doya","1009810046"
"vo_lsv","","0","21","","","1009810","0","","vo_lsv_1025","1009810047"
"103611","0","10","11","0","0","1009810","1","1","……還有很多很多\n該做的事情呢。\n我們也得加油才行。","1009810048"
"0","","","91","","","1009810","","","","1009810049"
"103611","","1","3","","0.2","1009810","","","lsv_idle_doya","1009810050"
