0f99f35d06a3af66b3a315aad2940085383e155b942b2fc22a59c1198e1ffb35,d454ab945134417e8422b5893f2bee6d3405ef980e9460c880c1fb99eb788b80,5c0c4579fedae35e3fe8ba83fa8b5f3e44aff8ac91f925902d1bd345e7e8a5b4,545334dad5930628f7b2ce0729c1825902e5c4f833868eb529b07a32c57c218d,a3ce732fd9533023a9349d1cd0fcbbf21644e149ebd24227d1162cd942c5490b,86fe894bd836d5d2cbbd2cf520143a36ce351ed5fc40c9596853726eff716cd3,06d8695411b22aef92074bac265c5abf3b02dc9511f678c7c210cfa0bb4c5a56,7c5caf7f244a844bedaeb3405334768f9465dad4a48290280d1c41bcfeeb4834,bdd45d92f4204b0e7347e19056ac0c443c9666c84c80b58e5c2d8b1746bd3aee,9f8cefcbf0940d6a1b1634aa07f7c23f1fd84a3309cded54fc5c6c7e3eeb7ab2,a4779369d8f3358c6786ee37847df9920a7b02a4152ac02f8ec10ff7620e2bf6
"","","1009807147","1009807","","","","","","101","1009807159"
"1","0","333","1009807","0","","1","1","1","6","1009807160"
"","","102011","1009807","","","","","1","4","1009807161"
"","","102011","1009807","","","0.2","1","lsv_run","3","1009807162"
"0.8","0","102011","1009807","","","","-235","-750","2","1009807163"
"","","100411","1009807","","","","","0","4","1009807164"
"","","100411","1009807","","","0.2","1","lsv_run","3","1009807165"
"0.8","0","100411","1009807","","","","-220","750","2","1009807166"
"","","103611","1009807","","","","","0","4","1009807167"
"","","103611","1009807","","","0.2","1","lsv_run","3","1009807168"
"0.8","0","103611","1009807","","","","-250","850","2","1009807169"
"","","0.6","1009807","","","","","","93","1009807170"
"1","0","102011","1009807","0","","0.2","1","1","6","1009807171"
"1","0","100411","1009807","0","","0.2","1","1","6","1009807172"
"1","0","103611","1009807","0","","0.2","1","1","6","1009807173"
"","","0","1009807","","","","","","91","1009807174"
"-700","-220","1","1009808","0","lsv_idle_normal","1.95","101","100411","1","1009808001"
"-550","-235","1","1009808","0","lsv_idle_normal","1.95","100","102011","1","1009808002"
"-800","-250","1","1009808","0","lsv_idle_normal","1.95","102","103611","1","1009808003"
"0","0","1","1009808","0","lsv_white_loop","1","0","333","5","1009808004"
"1","0","333","1009808","0","","0","1","1","6","1009808005"
"110","1.3","3","1009808","","","0","-630","13","31","1009808006"
"1","0","100411","1009808","0","","0","1","1","6","1009808007"
"1","0","102011","1009808","0","","0","1","1","6","1009808008"
"1","0","103611","1009808","0","","0","1","1","6","1009808009"
"","","1","1009808","","","","","0","93","1009808010"
"1","0.4","333","1009808","0","","0.8","1","1","6","1009808011"
"","","100411","1009808","","","0.2","1","lsv_walk_glad","3","1009808012"
"2","0","100411","1009808","","","","-220","-100","2","1009808013"
"1","1","100411","1009808","0","","0.4","1","1","6","1009808014"
"","","102011","1009808","","","0.2","1","lsv_walk_glad2","3","1009808015"
"2.2","0","102011","1009808","","","","-235","100","2","1009808016"
"1","1","102011","1009808","0","","0.4","1","1","6","1009808017"
"","","103611","1009808","","","0.2","1","lsv_walk_glad","3","1009808018"
"2","0","103611","1009808","","","","-250","-270","2","1009808019"
"1","1","103611","1009808","0","","0.4","1","1","6","1009808020"
"","","13","1009808","","","","","1","32","1009808021"
"2","0","13","1009808","","","","110","-180","33","1009808022"
"","","2","1009808","","","","","","93","1009808023"
"","","13","1009808","","","","","0","32","1009808024"
"","","100411","1009808","","","0.2","1","lsv_idle_normal","3","1009808025"
"","","103611","1009808","","","0.2","1","lsv_idle_normal","3","1009808026"
"","","0.2","1009808","","","","","","93","1009808027"
"","","102011","1009808","","","","","1","4","1009808028"
"","","102011","1009808","","","0.2","1","lsv_idle_normal","3","1009808029"
"","","0.5","1009808","","","","","","93","1009808030"
"","","100411","1009808","0","","0","0.5","10","12","1009808031"
"lsv_idle_normal","1","100411","1009808","0.2","","0","0","lsv_smile2","3","1009808032"
"","","102011","1009808","0","","0","0.5","10","12","1009808033"
"lsv_idle_normal","1","102011","1009808","0.2","","0","0","lsv_smile2","3","1009808034"
"","","103611","1009808","0","","0","0.5","10","12","1009808035"
"lsv_idle_normal","1","103611","1009808","0.2","","0","0","lsv_smile2","3","1009808036"
"","","1.5","1009808","","","","","","93","1009808037"
"","","102011","1009808","","","","","0","4","1009808038"
"","","102011","1009808","","","0.2","1","lsv_walk","3","1009808039"
"1","0","102011","1009808","","","","-235","200","2","1009808040"
"","","1","1009808","","","","","","93","1009808041"
"","","102011","1009808","","","0.2","1","lsv_idle_normal","3","1009808042"
"","","0","1009808","","","","","","93","1009808043"
"","","102011","1009808","","","","","1","4","1009808044"
"","","0.6","1009808","","","","","","93","1009808045"
"lsv_talk_arm_crossed_loop_joy","1","100411","1009808","0.2","","0","0","lsv_talk_arm_crossed_joy","3","1009808046"
"0","","vo_lsv","1009808","","","","0","vo_lsv_0821","21","1009808047"
"1","1","100411","1009808","0","0","0","10","喵特\n好大隻好可愛喔──！","11","1009808048"
"","","0","1009808","","","","","","91","1009808049"
"","","100411","1009808","","","0.2","1","lsv_idle_arm_crossed_joy","3","1009808050"
"","","102011","1009808","","","0.2","1","lsv_talk_memory_dere2","3","1009808051"
"0","","vo_lsv","1009808","","","","0","vo_lsv_0822","21","1009808052"
"1","1","102011","1009808","0","0","0","10","嗯♪\n而且很溫柔……\n又鬆鬆軟軟的♪","11","1009808053"
"","","0","1009808","","","","","","91","1009808054"
"","","102011","1009808","","","0.2","1","lsv_idle_memory","3","1009808055"
"","","103611","1009808","","","0.2","1","lsv_talk_thinking_joyR","3","1009808056"
"0","","vo_lsv","1009808","","","","0","vo_lsv_0823","21","1009808057"
"1","1","103611","1009808","0","0","0","10","栞小姐也很溫柔，\n還知道了她願意幫忙我們……\n真是美好的一天。","11","1009808058"
"","","0","1009808","","","","","","91","1009808059"
"","","103611","1009808","","","0.2","1","lsv_idle_normal","3","1009808060"
"","","102011","1009808","","","0.2","1","lsv_idle_normal","3","1009808061"
"lsv_talk_cool_normal2_loop","1","100411","1009808","0.2","","0","0","lsv_talk_cool_normal2","3","1009808062"
"0","","vo_lsv","1009808","","","","0","vo_lsv_0824","21","1009808063"
"1","1","100411","1009808","0","0","0","10","就以這個步調，和小繆\n去各種地方，\n玩各種遊戲吧！","11","1009808064"
"","","0","1009808","","","","","","91","1009808065"
"","","100411","1009808","","","0.2","1","lsv_idle_cool_joy","3","1009808066"
"lsv_talk_doya_anger_loop","1","103611","1009808","0.2","","0","0","lsv_talk_doya","3","1009808067"
"0","","vo_lsv","1009808","","","","0","vo_lsv_0825","21","1009808068"
"1","1","103611","1009808","0","0","0","10","嗯！\n……啊，\n觀察也不能忘記喔？","11","1009808069"
"","","0","1009808","","","","","","91","1009808070"
"","","103611","1009808","","","0.2","1","lsv_idle_doya","3","1009808071"
"","","100411","1009808","","","0.2","1","lsv_talk_bitter","3","1009808072"
"0","","vo_lsv","1009808","","","","0","vo_lsv_0826","21","1009808073"
"1","1","100411","1009808","0","0","0","10","這、這是當然的啊～！\n啊哈哈哈哈～","11","1009808074"
"","","0","1009808","","","","","","91","1009808075"
"","","100411","1009808","","","0.2","1","lsv_idle_bitter","3","1009808076"
"","","102011","1009808","","","0.2","1","lsv_talk_surprise_talkjoy","3","1009808077"
"0","","vo_lsv","1009808","","","","0","vo_lsv_0827","21","1009808078"
"1","1","102011","1009808","0","0","0","10","欸欸，哥哥♪\n哥哥知道還有誰能和小繆\n成為好朋友嗎？","11","1009808079"
"","","0","1009808","","","","","","91","1009808080"
"","","102011","1009808","","","0.2","1","lsv_idle_surprise_joy","3","1009808081"
"lsv_look_idle_normal","1","100411","1009808","0.2","","0","0","lsv_choice","3","1009808082"
"lsv_look_idle_normal","1","102011","1009808","0.2","","0","0","lsv_choice","3","1009808083"
"lsv_look_idle_normal","1","103611","1009808","0.2","","0","0","lsv_choice","3","1009808084"
"","","0.1","1009808","","","","","0","93","1009808085"
"0.33","2","100411","1009808","0.2","","","-220","-420","2","1009808086"
"0.33","2","102011","1009808","0.2","","","-235","452","2","1009808087"
"0.33","2","103611","1009808","0.2","","","-250","-545","2","1009808088"
"","","0","1009808","","","0.2","1","0","22","1009808089"
"","","牧場的牛群。","1009808","","","","0","1009808093","103","1009808090"
"","","噗吉。","1009808","","","","0","1009808117","103","1009808091"
"","","拉格。","1009808","","","","0","1009808141","103","1009808092"
"lsv_idle_normal","1","100411","1009808","0.2","","0","0","lsv_choice","3","1009808093"
"lsv_idle_normal","1","102011","1009808","0.2","","0","0","lsv_choice","3","1009808094"
"lsv_idle_normal","1","103611","1009808","0.2","","0","0","lsv_choice","3","1009808095"
"","","0.1","1009808","","","","","0","93","1009808096"
"0.33","2","100411","1009808","0.2","","","-220","-100","2","1009808097"
"0.33","2","102011","1009808","0.2","","","-235","200","2","1009808098"
"0.33","2","103611","1009808","0.2","","","-250","-270","2","1009808099"
"","","0.7","1009808","","","","","0","93","1009808100"
"","","103611","1009808","","","0.2","1","lsv_talk_thinking_joyR","3","1009808101"
"0","","vo_lsv","1009808","","","","0","vo_lsv_0828","21","1009808102"
"1","1","103611","1009808","0","0","0","10","原來如此……這提議不錯耶。\n牧場的牛牛\n應該都習慣與人相處了。","11","1009808103"
"","","0","1009808","","","","","","91","1009808104"
"","","103611","1009808","","","0.2","1","lsv_idle_thinking_joy1","3","1009808105"
"","","102011","1009808","","","0.2","1","lsv_talk_wish_joy","3","1009808106"
"0","","vo_lsv","1009808","","","","0","vo_lsv_0829","21","1009808107"
"1","1","102011","1009808","0","0","0","10","所以也一定會溫柔地\n對待小繆吧♪","11","1009808108"
"","","0","1009808","","","","","","91","1009808109"
"","","102011","1009808","","","0.2","1","lsv_idle_wish_joy","3","1009808110"
"","","100411","1009808","","","0.2","1","lsv_talk_normal","3","1009808111"
"0","","vo_lsv","1009808","","","","0","vo_lsv_0830","21","1009808112"
"1","1","100411","1009808","0","0","0","10","牧場的話，\n因為栞姐姐也在，\n所以可以放心呢！","11","1009808113"
"","","0","1009808","","","","","","91","1009808114"
"","","100411","1009808","","","0.2","1","lsv_idle_normal","3","1009808115"
"","","1009808166","1009808","","","","","","101","1009808116"
"lsv_idle_normal","1","100411","1009808","0.2","","0","0","lsv_choice","3","1009808117"
"lsv_idle_normal","1","102011","1009808","0.2","","0","0","lsv_choice","3","1009808118"
"lsv_idle_normal","1","103611","1009808","0.2","","0","0","lsv_choice","3","1009808119"
"","","0.1","1009808","","","","","0","93","1009808120"
"0.33","2","100411","1009808","0.2","","","-220","-100","2","1009808121"
"0.33","2","102011","1009808","0.2","","","-235","200","2","1009808122"
"0.33","2","103611","1009808","0.2","","","-250","-270","2","1009808123"
"","","0.7","1009808","","","","","0","93","1009808124"
"","","102011","1009808","","","0.2","1","lsv_talk_joy3_blink","3","1009808125"
"0","","vo_lsv","1009808","","","","0","vo_lsv_0831","21","1009808126"
"1","1","102011","1009808","0","0","0","10","是說綾音的朋友？\n如果是噗吉，\n一定能跟小繆成為好朋友的♪","11","1009808127"
"","","0","1009808","","","","","","91","1009808128"
"","","102011","1009808","","","0.2","1","lsv_idle_joy","3","1009808129"
"","","103611","1009808","","","0.2","1","lsv_talk_surprise","3","1009808130"
"0","","vo_lsv","1009808","","","","0","vo_lsv_0832","21","1009808131"
"1","1","103611","1009808","0","0","0","10","是綾音的話，就不必\n擔心了呢……因為她應該已經\n習慣與奇妙的孩子相處了。","11","1009808132"
"","","0","1009808","","","","","","91","1009808133"
"","","103611","1009808","","","0.2","1","lsv_idle_surprise","3","1009808134"
"","","100411","1009808","","","0.2","1","lsv_talk_thinking_talkR","3","1009808135"
"0","","vo_lsv","1009808","","","","0","vo_lsv_0833","21","1009808136"
"1","1","100411","1009808","0","0","0","10","仔細想想，\n噗吉本身就\n很不可思議呢……","11","1009808137"
"","","0","1009808","","","","","","91","1009808138"
"","","100411","1009808","","","0.2","1","lsv_idle_thinking_joy1","3","1009808139"
"","","1009808166","1009808","","","","","","101","1009808140"
"lsv_idle_normal","1","100411","1009808","0.2","","0","0","lsv_choice","3","1009808141"
"lsv_idle_normal","1","102011","1009808","0.2","","0","0","lsv_choice","3","1009808142"
"lsv_idle_normal","1","103611","1009808","0.2","","0","0","lsv_choice","3","1009808143"
"","","0.1","1009808","","","","","0","93","1009808144"
"0.33","2","100411","1009808","0.2","","","-220","-100","2","1009808145"
"0.33","2","102011","1009808","0.2","","","-235","200","2","1009808146"
"0.33","2","103611","1009808","0.2","","","-250","-270","2","1009808147"
"","","0.7","1009808","","","","","0","93","1009808148"
"","","100411","1009808","","","0.2","1","lsv_talk_surprise2","3","1009808149"
"0","","vo_lsv","1009808","","","","0","vo_lsv_0834","21","1009808150"
"1","1","100411","1009808","0","0","0","10","咦咦，龍！？\n那是說龍嗎？","11","1009808151"
"","","0","1009808","","","","","","91","1009808152"
"","","100411","1009808","","","0.2","1","lsv_idle_surprise","3","1009808153"
"","","102011","1009808","","","0.2","1","lsv_talk_normal_suprise1","3","1009808154"
"0","","vo_lsv","1009808","","","","0","vo_lsv_0835","21","1009808155"
"1","1","102011","1009808","0","0","0","10","有位和厲害的魔物先生\n關係很好的人對吧～","11","1009808156"
"","","0","1009808","","","","","","91","1009808157"
"","","102011","1009808","","","0.2","1","lsv_idle_normal","3","1009808158"
"","","103611","1009808","","","0.2","1","lsv_talk_sad","3","1009808159"
"0","","vo_lsv","1009808","","","","0","vo_lsv_0836","21","1009808160"
"1","1","103611","1009808","0","0","0","10","有、有種危險的氣息呢……\n那個人的話，\n那個……我們再考慮一下吧。","11","1009808161"
"","","0","1009808","","","","","","91","1009808162"
"","","103611","1009808","","","0.2","1","lsv_idle_sad","3","1009808163"
"","","100411","1009808","","","0.2","1","lsv_idle_surprise_talkR1","3","1009808164"
"","","1009808166","1009808","","","","","","101","1009808165"
"","","0","1009808","","","","","","91","1009808166"
"","","","1009808","","","","","","102","1009808167"
"","","0","1009808","","","","","0.2","22","1009808168"
"","","0.2","1009808","","","","","","93","1009808169"
"0","0","102011","1009808","0","0","0","1","7","12","1009808170"
"","","102011","1009808","","","0.2","1","lsv_talk_surprise_kira","3","1009808171"
"","","3","1009808","","","","","0","93","1009808172"
"","","102011","1009808","","","0.2","1","lsv_idle_surprise","3","1009808173"
"0","0","100411","1009808","0","0","0","1","5","12","1009808174"
"","","100411","1009808","","","0.2","1","lsv_talk_wish_surprise","3","1009808175"
"","","3","1009808","","","","","0","93","1009808176"
"","","100411","1009808","","","0.2","1","lsv_idle_wish","3","1009808177"
"0","0","103611","1009808","0","0","0","1","1","12","1009808178"
"","","103611","1009808","","","0.2","1","lsv_talk_normal_sad","3","1009808179"
"","","3","1009808","","","","","0","93","1009808180"
"","","103611","1009808","","","0.2","1","lsv_idle_normal","3","1009808181"
"","","1009808170","1009808","","","","","","101","1009808182"
"1","0","333","1009808","0","","1","1","1","6","1009808183"
"","","100411","1009808","","","","","1","4","1009808184"
"","","100411","1009808","","","0.2","1","lsv_run","3","1009808185"
"0.8","0","100411","1009808","","","","-220","-750","2","1009808186"
"","","102011","1009808","","","","","0","4","1009808187"
"","","102011","1009808","","","0.2","1","lsv_run","3","1009808188"
"0.8","0","102011","1009808","","","","-235","750","2","1009808189"
"","","103611","1009808","","","","","1","4","1009808190"
"","","103611","1009808","","","0.2","1","lsv_run","3","1009808191"
"0.8","0","103611","1009808","","","","-250","-850","2","1009808192"
"","","0.6","1009808","","","","","","93","1009808193"
"1","0","100411","1009808","0","","0.2","1","1","6","1009808194"
"1","0","102011","1009808","0","","0.2","1","1","6","1009808195"
"1","0","103611","1009808","0","","0.2","1","1","6","1009808196"
"","","0","1009808","","","","","","91","1009808197"
"-750","-235","1","1009809","0","lsv_idle_normal","1.95","102","103611","1","1009809001"
"650","-220","1","1009809","1","lsv_idle_normal","1.95","100","102011","1","1009809002"
"750","-250","1","1009809","1","lsv_idle_normal","1.95","101","100411","1","1009809003"
"0","0","1","1009809","0","lsv_white_loop","1","0","333","5","1009809004"
"1","0","333","1009809","0","","0","1","1","6","1009809005"
"1","0","103611","1009809","0","","0","1","1","6","1009809006"
"1","0","102011","1009809","0","","0","1","1","6","1009809007"
"1","0","100411","1009809","0","","0","1","1","6","1009809008"
"0","","103611","1009809","","","","0","2","7","1009809009"
"0.5","0","103611","1009809","","","","-235","-750","2","1009809010"
"10","0.8","2","1009809","","","0","-140","16","31","1009809011"
"0","","16","1009809","","","","0","2","34","1009809012"
"","","1","1009809","","","","","0","93","1009809013"
"1","0.4","333","1009809","0","","0.8","1","1","6","1009809014"
"lsv_see_sad","1","103611","1009809","0","","0.2","0","lsv_see_sad_pre","3","1009809015"
"1.1","0","103611","1009809","","","","-235","-600","2","1009809016"
"1","1","103611","1009809","0","","0.4","1","1","6","1009809017"
"","","1","1009809","","","","","","93","1009809018"
"","","16","1009809","","","","","1","32","1009809019"
"","","0","1009809","","","","","","91","1009809020"
"0","80","103611","1009809","","","","260","240","94","1009809021"
"","","16","1009809","","","","","0","32","1009809022"
"","","103611","1009809","0","","0","1","1","12","1009809023"
"0","","103611","1009809","","","","2","0","7","1009809024"
"","","103611","1009809","","","0.2","1","lsv_walk_sad","3","1009809025"
"2","0","103611","1009809","","","","-235","-250","2","1009809026"
"","","102011","1009809","","","0.2","1","lsv_walk","3","1009809027"
"2","0","102011","1009809","","","","-220","100","2","1009809028"
"1","1","102011","1009809","0","","0.4","1","1","6","1009809029"
"","","100411","1009809","","","0.2","1","lsv_walk_talkR","3","1009809030"
"2","0","100411","1009809","","","","-250","270","2","1009809031"
"1","1","100411","1009809","0","","0.4","1","1","6","1009809032"
"","","2","1009809","","","","","","93","1009809033"
"","","103611","1009809","","","0.2","1","lsv_idle_normal","3","1009809034"
"","","102011","1009809","","","0.2","1","lsv_idle_normal","3","1009809035"
"","","100411","1009809","","","0.2","1","lsv_idle_sad","3","1009809036"
"","","0.5","1009809","","","","","","93","1009809037"
"","","0","1009809","","","","","","91","1009809038"
"","","100411","1009809","","","0.2","1","lsv_talk_sad","3","1009809039"
"0","","vo_lsv","1009809","","","","0","vo_lsv_0921","21","1009809040"
"1","1","100411","1009809","0","0","0","10","今天……\n發生了好多事情喔。","11","1009809041"
"","","0","1009809","","","","","","91","1009809042"
"","","100411","1009809","","","0.2","1","lsv_idle_sad","3","1009809043"
"","","102011","1009809","","","0.2","1","lsv_talk_wish_nervous","3","1009809044"
"0","","vo_lsv","1009809","","","","0","vo_lsv_0922","21","1009809045"
"1","1","102011","1009809","0","0","0","10","嗯……\n不過，能救出小繆\n真是太好了。","11","1009809046"
"","","0","1009809","","","","","","91","1009809047"
"","","102011","1009809","","","0.2","1","lsv_idle_wish_nervous","3","1009809048"
"","","100411","1009809","","","0.2","1","lsv_talk_sad","3","1009809049"
"0","","vo_lsv","1009809","","","","0","vo_lsv_0923","21","1009809050"
"1","1","100411","1009809","0","0","0","10","……雖然牠有點\n變小了。","11","1009809051"
"","","0","1009809","","","","","","91","1009809052"
"","","100411","1009809","","","0.2","1","lsv_idle_sad","3","1009809053"
"","","102011","1009809","","","0.2","1","lsv_talk_sad","3","1009809054"
"0","","vo_lsv","1009809","","","","0","vo_lsv_0924","21","1009809055"
"1","1","102011","1009809","0","0","0","10","……嗯。","11","1009809056"
"","","0","1009809","","","","","","91","1009809057"
"","","102011","1009809","","","0.2","1","lsv_idle_normal","3","1009809058"
"","","100411","1009809","","","0.2","1","lsv_idle_normal_talkR","3","1009809059"
"","","103611","1009809","","","0.2","1","lsv_talk_thinking","3","1009809060"
"0","","vo_lsv","1009809","","","","0","vo_lsv_0925","21","1009809061"
"1","1","103611","1009809","0","0","0","10","……小繆\n到底是什麼生物，\n雖然之前一直想不出來……","11","1009809062"
"","","0","1009809","","","","","","91","1009809063"
"","","103611","1009809","","","0.2","1","lsv_idle_thinking","3","1009809064"
"","","100411","1009809","","","0.2","1","lsv_talk_normal_suprise1","3","1009809065"
"0","","vo_lsv","1009809","","","","0","vo_lsv_0926","21","1009809066"
"1","1","100411","1009809","0","0","0","10","這下終於知道了呢。\n不過有點……\n不對，是非常令人驚訝呢。","11","1009809067"
"","","0","1009809","","","","","","91","1009809068"
"","","100411","1009809","","","0.2","1","lsv_idle_normal_talkR","3","1009809069"
"","","103611","1009809","","","0.2","1","lsv_talk_thinking_anger","3","1009809070"
"0","","vo_lsv","1009809","","","","0","vo_lsv_0927","21","1009809071"
"1","1","103611","1009809","0","0","0","10","能喚來幸福的生物……\n那就是小繆。","11","1009809072"
"","","0","1009809","","","","","","91","1009809073"
"","","103611","1009809","","","0.2","1","lsv_idle_sad","3","1009809074"
"","","102011","1009809","","","0.2","1","lsv_talk_sad","3","1009809075"
"0","","vo_lsv","1009809","","","","0","vo_lsv_0928","21","1009809076"
"1","1","102011","1009809","0","0","0","10","美美我們……\n接下來該怎麼辦呢？","11","1009809077"
"","","0","1009809","","","","","","91","1009809078"
"","","102011","1009809","","","0.2","1","lsv_idle_normal","3","1009809079"
"","","100411","1009809","","","0.2","1","lsv_talk_anger_dead","3","1009809080"
"0","","vo_lsv","1009809","","","","0","vo_lsv_0929","21","1009809081"
"1","1","100411","1009809","0","0","0","10","……不知道耶。","11","1009809082"
"","","0","1009809","","","","","","91","1009809083"
"","","100411","1009809","","","0.2","1","lsv_idle_anger_sad","3","1009809084"
"","","103611","1009809","","","0.2","1","lsv_talk_normal_sad","3","1009809085"
"0","","vo_lsv","1009809","","","","0","vo_lsv_0930","21","1009809086"
"1","1","103611","1009809","0","0","0","10","畢竟突然發生了\n這麼多事嘛。\n……冷靜不下來也是當然的。","11","1009809087"
"","","0","1009809","","","","","","91","1009809088"
"0","","vo_lsv","1009809","","","","0","vo_lsv_0931","21","1009809089"
"1","1","103611","1009809","0","0","0","10","總之，今天先休息吧。\n之後的事情，\n明天再來考慮吧。","11","1009809090"
"","","0","1009809","","","","","","91","1009809091"
"","","103611","1009809","","","0.2","1","lsv_idle_normal","3","1009809092"
"lsv_idle_normal_sad","1","100411","1009809","0.2","","0","0","lsv_agree_sad","3","1009809093"
"lsv_idle_normal_sad","1","102011","1009809","0.2","","0","0","lsv_agree_sad","3","1009809094"
"0","","vo_lsv","1009809","","","","0","vo_lsv_0932","21","1009809095"
"1","1","100411","1009809","0","0","0","10","……嗯。","11","1009809096"
"1","1","102011","1009809","0","0","0","10","……嗯。","11","1009809097"
"","","0","1009809","","","","","","91","1009809098"
"","","0","1009809","","","0.2","1","0","22","1009809099"
"","","","1009809","","","","","","102","1009809100"
"","","0.2","1009809","","","","","","93","1009809101"
"0","0","103611","1009809","0","0","0","1","1","12","1009809102"
"","","103611","1009809","","","0.2","1","lsv_talk_normal_sad","3","1009809103"
"","","3","1009809","","","","","0","93","1009809104"
"","","103611","1009809","","","0.2","1","lsv_idle_normal","3","1009809105"
"0","0","102011","1009809","0","0","0","1","2","12","1009809106"
"","","102011","1009809","","","0.2","1","lsv_talk_bitter","3","1009809107"
"","","3","1009809","","","","","0","93","1009809108"
"","","102011","1009809","","","0.2","1","lsv_idle_sad_normal","3","1009809109"
"0","0","100411","1009809","0","0","0","1","4","12","1009809110"
"","","100411","1009809","","","0.2","1","lsv_idle_anger_sad","3","1009809111"
"","","3","1009809","","","","","0","93","1009809112"
"","","100411","1009809","","","0.2","1","lsv_idle_normal_sad","3","1009809113"
"","","1009809102","1009809","","","","","","101","1009809114"
"1","0","333","1009809","0","","1","1","1","6","1009809115"
"","","103611","1009809","","","","","1","4","1009809116"
"","","103611","1009809","","","0.2","1","lsv_run_sad","3","1009809117"
"0.8","0","103611","1009809","","","","-235","-750","2","1009809118"
"","","102011","1009809","","","","","0","4","1009809119"
"","","102011","1009809","","","0.2","1","lsv_run_sad","3","1009809120"
"0.8","0","102011","1009809","","","","-220","750","2","1009809121"
"","","100411","1009809","","","","","0","4","1009809122"
"","","100411","1009809","","","0.2","1","lsv_run_sad","3","1009809123"
"0.8","0","100411","1009809","","","","-250","850","2","1009809124"
"","","0.6","1009809","","","","","","93","1009809125"
"1","0","103611","1009809","0","","0.2","1","1","6","1009809126"
"1","0","102011","1009809","0","","0.2","1","1","6","1009809127"
"1","0","100411","1009809","0","","0.2","1","1","6","1009809128"
"","","0","1009809","","","","","","91","1009809129"
"-650","-235","1","1009810","0","lsv_idle_normal","1.95","102","100411","1","1009810001"
"650","-220","1","1009810","1","lsv_idle_normal","1.95","100","102011","1","1009810002"
"750","-250","1","1009810","1","lsv_idle_normal","1.95","101","103611","1","1009810003"
"0","0","1","1009810","0","lsv_white_loop","1","0","333","5","1009810004"
"1","0","333","1009810","0","","0","1","1","6","1009810005"
"1","0","100411","1009810","0","","0","1","1","6","1009810006"
"1","0","102011","1009810","0","","0","1","1","6","1009810007"
"1","0","103611","1009810","0","","0","1","1","6","1009810008"
"","","1","1009810","","","","","0","93","1009810009"
"1","0.4","333","1009810","0","","0.8","1","1","6","1009810010"
"","","100411","1009810","","","0.2","1","lsv_walk","3","1009810011"
"2","0","100411","1009810","","","","-235","-200","2","1009810012"
"1","1","100411","1009810","0","","0.4","1","1","6","1009810013"
"","","102011","1009810","","","0.2","1","lsv_walk","3","1009810014"
"2","0","102011","1009810","","","","-220","100","2","1009810015"
"1","1","102011","1009810","0","","0.4","1","1","6","1009810016"
"","","103611","1009810","","","0.2","1","lsv_walk","3","1009810017"
"2","0","103611","1009810","","","","-250","270","2","1009810018"
"1","1","103611","1009810","0","","0.4","1","1","6","1009810019"
"","","2","1009810","","","","","0","93","1009810020"
"","","100411","1009810","","","0.2","1","lsv_idle_normal","3","1009810021"
"","","102011","1009810","","","0.2","1","lsv_idle_normal","3","1009810022"
"","","103611","1009810","","","0.2","1","lsv_idle_normal","3","1009810023"
"","","0.6","1009810","","","","","0","93","1009810024"
"lsv_talk_guts2_anger_loop","1","103611","1009810","0.2","","0","0","lsv_talk_guts2_anger","3","1009810025"
"0","","vo_lsv","1009810","","","","0","vo_lsv_1021","21","1009810026"
"1","1","103611","1009810","0","0","0","10","……都到這一步了，\n我們就負起責任到最後，\n讓牠好好地回去吧。","11","1009810027"
"","","0","1009810","","","","","","91","1009810028"
"","","103611","1009810","","","0.2","1","lsv_idle_guts2_anger","3","1009810029"
"","","102011","1009810","","","0.2","1","lsv_talk_joy3_dere","3","1009810030"
"0","","vo_lsv","1009810","","","","0","vo_lsv_1022","21","1009810031"
"1","1","102011","1009810","0","0","0","10","……說得沒錯。\n這是大家一起決定的嘛。","11","1009810032"
"","","0","1009810","","","","","","91","1009810033"
"","","102011","1009810","","","0.2","1","lsv_idle_sad_joynormal","3","1009810034"
"","","100411","1009810","","","0.2","1","lsv_talk_thinking","3","1009810035"
"0","","vo_lsv","1009810","","","","0","vo_lsv_1023","21","1009810036"
"1","1","100411","1009810","0","0","0","10","不過……\n在那之前還有事情要做喔。","11","1009810037"
"","","0","1009810","","","","","","91","1009810038"
"","","100411","1009810","","","0.2","1","lsv_idle_normal","3","1009810039"
"","","102011","1009810","","","0.2","1","lsv_idle_normal","3","1009810040"
"lsv_talk_guts2_loop","1","100411","1009810","0.2","","0","0","lsv_talk_guts2","3","1009810041"
"0","","vo_lsv","1009810","","","","0","vo_lsv_1024","21","1009810042"
"1","1","100411","1009810","0","0","0","10","要讓小繆恢復活力，\n還有要特訓！\n讓牠回到那邊也不會有問題♪","11","1009810043"
"","","0","1009810","","","","","","91","1009810044"
"","","100411","1009810","","","0.2","1","lsv_idle_guts2_joy","3","1009810045"
"lsv_talk_doya_loop","1","103611","1009810","0.2","","0","0","lsv_talk_doya","3","1009810046"
"0","","vo_lsv","1009810","","","","0","vo_lsv_1025","21","1009810047"
"1","1","103611","1009810","0","0","0","10","……還有很多很多\n該做的事情呢。\n我們也得加油才行。","11","1009810048"
"","","0","1009810","","","","","","91","1009810049"
"","","103611","1009810","","","0.2","1","lsv_idle_doya","3","1009810050"
