dc4cbae37bf844d36dc4bf47e063c16b1d5116d05df179dde9b35db2115ecd2b,2b1585b9e4f2c09878fa925fafdd0fd95c31e567ef2a985f3e3ba7688f71281f,adefaaad54929935d6370255055df7d0405d8f2b188960cb01da981697c10f51,58523c9dd9eb113bb137962af4dff4f439651be9af098e7fd78e653d6aa90998,d0ccfd5f64c46211ce4a282a8b85ddf9bf2460d48c776b9e904af6ea541089d1,601e238ea8d52564ac1041748c5b0068e22e22373d19e817356d0e7aea32a8c6,2f4bb94d322781eb591dd77b16ca764b01459827929b642f66c27efce1692c2e,5cd72204c6bd1eea8f026bbac39a99abd02992b76c6a267b01e4fc58d43fa4fa,b3c412602bc8718a19e30a5f26965df0f215124817800f6c31d39cd2c7c7a34e,4c39ccb9dda670254fac7156cf92d7c03ea0c52ba9983e6b3195df0d7fe6dfc5,9362bcea2648602e97ac4c624a1e771bd4a43bd5a1c6269f616ccdbe7d726f03
"0.2","1","3","501096","","","nop_talk_wish3","","501","","111931"
"","0","21","501097","","","vo_drama_10082001_011","","501","0","vo_drama_10082001"
"0","4","11","501098","0.5","0","伊莉亞小姐……\n我非常了解妳的感受。","0","501","1","111931"
"","","91","501099","","","","","501","","501098"
"0.2","1","3","501100","","","nop_idle_wish3","","501","","111931"
"","","4","501101","","","0","","501","","120731"
"0.2","1","3","501102","","","nop_talk_shy","","501","","120731"
"","0","21","501103","","","vo_drama_10082001_012","","501","0","vo_drama_10082001"
"0","4","11","501104","0.5","0","可可蘿小姐……","0","501","1","120731"
"","","91","501105","","","","","501","","501104"
"0.2","0","3","501106","","0.2","nop_smile2","","501","nop_idle_joy1","111831"
"0.2","0","3","501107","","0","nop_smile2","","501","nop_idle_normal","112031"
"","","93","501108","","","1","","501","","1"
"0.2","1","3","501109","","","nop_idle_shy2","","501","","120731"
"0.2","1","3","501110","","","nop_talk_bitter","","501","","112031"
"","0","21","501111","","","vo_drama_10082001_013","","501","0","vo_drama_10082001"
"0","5","11","501112","0.5","0","好了好了，雪菲都在害羞了，\n就適可而止吧。\n不管再怎麼說，雪菲都做得很好。\n妳要抬頭挺胸啊。","0","501","1","112031"
"","","93","501113","","","1","","501","","6"
"0.2","0","3","501114","","0.2","nop_talk_doya","1","501","nop_talk_doya_loop","112031"
"","","91","501115","","","","","501","","501112"
"0.2","1","3","501116","","","nop_idle_doya","","501","","112031"
"","","93","501117","","","1","","501","","0.5"
"0.2","1","3","501118","","","nop_talk_joy2","","501","","111831"
"","0","21","501119","","","vo_drama_10082001_014","","501","0","vo_drama_10082001"
"0","4","11","501120","0.5","0","對啊！\n是小雪菲為參加這場新年會的大家\n帶來了笑容。\n今年也要創造出許多的笑容喔！","0","501","1","111831"
"","","93","501121","","","1","","501","","8"
"0.2","0","3","501122","","","nop_talk_guts2","1","501","nop_talk_guts2_loop","111831"
"","","91","501123","","","","","501","","501120"
"0.2","1","3","501124","","","nop_idle_guts2","","501","","111831"
"","","4","501125","","","1","","501","","120731"
"0.2","0","3","501126","","0.2","nop_talk_normal","1","501","nop_talk_wish","120731"
"","0","21","501127","","","vo_drama_10082001_015","","501","0","vo_drama_10082001"
"0","6","11","501128","1","0","是啊，希望今年不管是\n對【美食殿堂】來說，還是對大家來說，\n都能成為最棒的一年。\n所以今年也要請大家多多指教囉。","0","501","1","120731"
"","","93","501129","","","1","","501","","8.5"
"0.2","0","3","501130","","0","nop_01_shephy_pose","1","501","nop_01_shephy_pose_loop","120731"
"","","93","501131","","","0","","501","","2.5"
"0.2","1","3","501132","","","nop_handclap_long","","501","","111831"
"0.2","1","3","501133","","","nop_talk_wish3","","501","","111931"
"0.2","0","3","501134","","0","nop_talk_doya","1","501","nop_talk_doya_loop","112031"
"0.2","0","3","501135","","0","nop_talk_arm_crossed","1","501","nop_talk_arm_crossed_loop","120931"
"0.2","1","3","501136","","","nop_01_ruka_hello_long","","501","","120831"
"","","91","501137","","","","","501","","501128"
"","","93","501138","","","0","","501","","0.5"
"","","93","501139","","","0","","501","","0.5"
"1.95","105","1","502001","nop_idle_joy_normal","0","108731","-255","502","-150","1"
"1.95","104","1","502002","nop_idle_joy1","1","108831","-255","502","150","1"
"1.95","101","1","502003","nop_idle_normal","0","108931","-225","502","-300","1"
"","","93","502004","","","0","","502","","0.5"
"","0","21","502005","","","vo_drama_10082002_001","","502","0","vo_drama_10082002"
"0","4","11","502006","0.5","0","騎士先生，\n新年快樂。","0","502","1","108831"
"0.2","1","3","502007","","","nop_talk_joy3_blink","","502","","108831"
"","","93","502008","","","1","","502","","1"
"0.2","1","3","502009","","","nop_bow","","502","","108831"
"","","93","502010","","","1","","502","","2.25"
"0.2","1","3","502011","","","nop_idle_normal_joy","","502","","108831"
"","","91","502012","","","","","502","","502006"
"","0","21","502013","","","vo_drama_10082002_002","","502","0","vo_drama_10082002"
"0","4","11","502014","0.5","0","謝謝你邀請我們來！\n大家好像都很開心，好棒的新年會！","0","502","1","108731"
"0.2","1","3","502015","","","nop_talk_joy2","","502","","108731"
"","","91","502016","","","","","502","","502014"
"0.2","1","3","502017","","","nop_idle_joy1","","502","","108731"
"","0","21","502018","","","vo_drama_10082002_003","","502","0","vo_drama_10082002"
"0","4","11","502019","0.5","0","日和說得沒錯。\n這股氣氛開朗又平靜，\n感覺很不錯。","0","502","1","108931"
"0.2","1","3","502020","","","nop_talk_thinking","","502","","108931"
"","","91","502021","","","","","502","","502019"
"0.2","1","3","502022","","","nop_idle_thinking","","502","","108931"
"","0","21","502023","","","vo_drama_10082002_004","","502","0","vo_drama_10082002"
"0","6","11","502024","0.5","0","說到新年，就會想起和騎士先生一起\n在神殿與鏡餅交手的事情呢。","0","502","1","108731"
"0.2","1","3","502025","","","nop_talk_joy3_blink2","","502","","108731"
"","","93","502026","","","1","","502","","1.5"
"0.2","1","3","502027","","","nop_talk_joy1_normal","","502","","108731"
"","","91","502028","","","","","502","","502024"
"0.2","1","3","502029","","","nop_idle_joy_normal","","502","","108731"
"","0","21","502030","","","vo_drama_10082002_005","","502","0","vo_drama_10082002"
"0","5","11","502031","0.5","0","嗯，那是起很不得了的事件呢。\n如果沒有你的幫助，\n應該就無法解決了。\n我要再次向你道謝。","0","502","1","108931"
"0.2","1","3","502032","","","nop_talk_joy3_blink2","","502","","108931"
"","","93","502033","","","1","","502","","8"
"0.2","1","3","502034","","","nop_talk_joy3_blink","","502","","108931"
"","","91","502035","","","","","502","","502031"
"0.2","1","3","502036","","","nop_idle_thinking","","502","","108931"
"","0","21","502037","","","vo_drama_10082002_006","","502","0","vo_drama_10082002"
"0","4","11","502038","0.5","0","那時候的騎士先生，\n好可靠喔……\n呃，沒有，我不是那個意思！\n對了，你今年有送出紅包嗎？","0","502","1","108831"
"0.2","1","3","502039","","","nop_talk_memory","","502","","108831"
"","","93","502040","","","1","","502","","4.75"
"0.2","1","3","502041","","","nop_talk_anger2","","502","","108831"
"","","93","502042","","","1","","502","","3.5"
"0.2","1","3","502043","","","nop_talk_normal_dere2","","502","","108831"
"","","91","502044","","","","","502","","502038"
"","","93","502045","","","1","","502","","0.1"
"0.2","1","3","502046","","","nop_idle_normal","","502","","108831"
"","0","21","502047","","","vo_drama_10082002_007","","502","0","vo_drama_10082002"
"0","4","11","502048","0.5","0","你那時候為了給可可蘿紅包，\n非常地努力呢。\n咦？你今年\n連雪菲的紅包都給了啊～！","0","502","1","108731"
"0.2","1","3","502049","","","nop_talk_joy3_blink","","502","","108731"
"","","93","502050","","","1","","502","","5.5"
"0.2","1","3","502051","","","nop_look_talk_sad","","502","","108731"
"","","93","502052","","","1","","502","","1"
"0.2","1","3","502053","","","nop_talk_joy2","","502","","108731"
"","","91","502054","","","","","502","","502048"
"0.2","1","3","502055","","","nop_idle_joy1","","502","","108731"
"","0","21","502056","","","vo_drama_10082002_008","","502","0","vo_drama_10082002"
"0","4","11","502057","0.5","0","呵呵，她一定很高興吧。\n你真的很溫柔啊。\n一定也是因為有你這份溫柔，\n才能夠跨越這次的冒險吧。","0","502","1","108931"
"0.2","1","3","502058","","","nop_talk_joy1_normal","","502","","108931"
"","","93","502059","","","1","","502","","3.5"
"0.2","1","3","502060","","","nop_talk_joy3_blink","","502","","108931"
"","","93","502061","","","1","","502","","8.5"
"0.2","0","3","502062","","","nop_talk_arm_crossed","","502","","108931"
"","","93","502063","","","1","","502","","1"
"0.2","1","3","502064","","","nop_idle_arm_crossed","","502","","108931"
"","","91","502065","","","","","502","","502057"
"","0","21","502066","","","vo_drama_10082002_009","","502","0","vo_drama_10082002"
"0","6","11","502067","0.5","0","對了對了，我有聽說喔！\n這些年菜是\n【美食殿堂】的大家製作的，對吧？\n嚐起來非常好吃，讓我嚇了一跳！","0","502","1","108731"
"0.2","1","3","502068","","","nop_talk_joy3_blink","","502","","108731"
"","","93","502069","","","1","","502","","6"
"0.2","1","3","502070","","","nop_talk_joy2","","502","","108731"
"","","91","502071","","","","","502","","502067"
"0.2","1","3","502072","","","nop_idle_joy1","","502","","108731"
"","0","21","502073","","","vo_drama_10082002_010","","502","0","vo_drama_10082002"
"0","4","11","502074","0.5","0","嗯，很好吃呢。\n吃得出每份料理\n都做得十分用心喔。\n……優衣，妳怎麼了？","0","502","1","108931"
"0.2","1","3","502075","","","nop_talk_joy3_blink2","","502","","108931"
"","","93","502076","","","1","","502","","7.5"
"0.2","1","3","502077","","","nop_idle_sad","","502","","108831"
"0","1.5","12","502078","0","0","1","0","502","1","108831"
"0.2","1","3","502079","","","nop_talk_worry","","502","","108931"
"0.2","1","3","502080","","","nop_idle_normal_suprise1","","502","","108731"
"","","91","502081","","","","","502","","502074"
"","","91","502082","","","","","502","","502078"
"0.2","1","3","502083","","","nop_idle_worry","","502","","108931"
"","0","21","502084","","","vo_drama_10082002_011","","502","0","vo_drama_10082002"
"0","5","11","502085","0.5","0","嗚嗚……\n我原本想說吃剛剛好的份量就好，\n卻因為很好吃，不小心就……\n要是吃得太多，該怎麼辦才好？","0","502","1","108831"
"0.2","1","3","502086","","","nop_talk_joy1_sad","","502","","108831"
"","","93","502087","","","1","","502","","7"
"0.2","1","3","502088","","","nop_talk_sad3","","502","","108831"
"","","91","502089","","","","","502","","502085"
"0.2","1","3","502090","","","nop_idle_sad3","","502","","108831"
"","0","21","502091","","","vo_drama_10082002_012","","502","0","vo_drama_10082002"
"0","6","11","502092","0.5","0","只要待會再去活動身體就沒事了！\n下次就大家一起去冒險吧。\n騎士先生也要一起來喔♪","0","502","1","108731"
"0.2","1","3","502093","","","nop_talk_joy2","","502","","108731"
"","","93","502094","","","1","","502","","6"
"0.2","0","3","502095","","0.2","nop_talk_guts5","1","502","nop_idle_guts5","108731"
"","","91","502096","","","","","502","","502092"
"0.2","1","3","502097","","","nop_idle_guts5","","502","","108731"
"","0","21","502098","","","vo_drama_10082002_013","","502","0","vo_drama_10082002"
"0","6","11","502099","0.5","0","這個提議真棒。\n新年才剛開始，\n今年馬上就有期待的事情了。","0","502","1","108931"
"0.2","0","3","502100","","","nop_talk_arm_crossed","","502","","108931"
"","","93","502101","","","1","","502","","1"
"0.2","0","3","502102","","","nop_talk_arm_crossed_loop","","502","","108931"
"","","93","502103","","","1","","502","","1"
"0.2","1","3","502104","","","nop_talk_normal","","502","","108931"
"","","91","502105","","","","","502","","502099"
"0.2","1","3","502106","","","nop_idle_normal","","502","","108931"
"","0","21","502107","","","vo_drama_10082002_014","","502","0","vo_drama_10082002"
"0","4","11","502108","0.5","0","嘻嘻，\n要吃飽飽，得到活力，\n讓今年變成最棒的一年才行！","0","502","1","108731"
"0.2","1","3","502109","","","nop_talk_joy2","","502","","108731"
"","","91","502110","","","","","502","","502108"
"0.2","1","3","502111","","","nop_idle_joy_normal","","502","","108731"
"","0","21","502112","","","vo_drama_10082002_015","","502","0","vo_drama_10082002"
"0","6","11","502113","0.5","0","呵呵，就是說啊。\n騎士先生，\n今年也要請你多多指教了……♪","0","502","1","108831"
"0.2","1","3","502114","","","nop_talk_joy1_normal","","502","","108831"
"","","93","502115","","","1","","502","","2"
"0.2","1","3","502116","","","nop_look_talk_wish","","502","","108831"
"","","93","502117","","","1","","502","","1"
"0.2","0","3","502118","","0.2","nop_bow","1","502","nop_idle_joy1","108831"
"","","93","502119","","","1","","502","","0.2"
"0.2","0","3","502120","","0.2","nop_bow","1","502","nop_idle_joy2","108731"
"0.2","0","3","502121","","0.2","nop_bow","1","502","nop_idle_joy1","108931"
"","","93","502122","","","1","","502","","3"
"","","91","502123","","","","","502","","502113"
"","","93","502124","","","0","","502","","0.5"
"1.95","104","1","503001","nop_idle_joy2","1","102011","-300","503","1000","1"
"1.95","105","1","503002","nop_idle_normal","1","100411","-270","503","1000","1"
"1.95","101","1","503003","nop_idle_normal","1","103631","-235","503","1000","1"
"1.95","106","5","503004","NoItem_idle","0","1","-255","503","-275","1"
"0","-215","31","503005","","","11","1","503","-105","1"
"","","93","503006","","","0","","503","","0"
"0.2","1","3","503007","","","nop_run","","503","","100411"
"","-255","2","503008","","","-275","","503","5","100411"
"","","93","503009","","","","","503","","0.5"
"0.2","1","3","503010","","","nop_run","","503","","102011"
"","-230","2","503011","","","-140","","503","5","102011"
"","","93","503012","","","","","503","","1"
"0.2","1","3","503013","","","nop_run","","503","","103631"
"","-235","2","503014","","","150","","503","4.5","103631"
"","","93","503015","","","","","503","","3.4"
"","","4","503016","","","0","","503","","100411"
"0.2","1","3","503017","","","nop_idle_normal","","503","","100411"
"","","93","503018","","","","","503","","0.1"
"0.2","0","3","503019","","0.2","nop_03_misogi_hello_long","1","503","nop_idle_joy1","100411"
"","0","12","503020","","","4","","503","","100411"
"","","93","503021","","","","","503","","0.4"
"","","4","503022","","","0","","503","","102011"
"0.2","1","3","503023","","","nop_idle_normal","","503","","102011"
"","","93","503024","","","","","503","","0.1"
"0.2","0","3","503025","","0.2","nop_03_mimi_swing","1","503","nop_idle_joy1","102011"
"","0","12","503026","","","4","","503","","102011"
"","","93","503027","","","","","503","","0.5"
"0.2","0","3","503028","","0","nop_03_kyoka_talk_doya","1","503","nop_03_kyoka_idle_doya","103631"
"-40","0","12","503029","","","4","","503","","103631"
"","","93","503030","","","0","","503","","1.5"
"0.2","1","3","503031","","","nop_talk_joy2","","503","","102011"
"","0","21","503032","","","vo_drama_10082003_001","","503","0","vo_drama_10082003"
"0","4","11","503033","0.5","0","啊，哥哥！\n太好了，找到你了～！\n會場好大，\n美美好像都要迷路了～","0","503","1","102011"
"","","91","503034","","","","","503","","503033"
"0.2","1","3","503035","","","nop_idle_joy1","","503","","102011"
"","0","21","503036","","","vo_drama_10082003_002","","503","0","vo_drama_10082003"
"0","5","11","503037","1","0","嘿嘿嘿，哥哥，\n新年快樂──\n來，這是給你的紅包……開玩笑的！\n有嚇到嗎？有嚇到嗎？","0","503","1","100411"
"0.2","1","3","503038","","","nop_talk_joy2","","503","","100411"
"","","93","503039","","","1","","503","","4"
"0.2","0","3","503040","","0","nop_03_misogi_trick_in","1","503","nop_03_misogi_trick_loop","1"
"0.2","0","3","503041","","0","nop_03_misogi_trick_in","1","503","nop_03_misogi_trick_loop","100411"
"","","93","503042","","","1","","503","","2"
"","","32","503043","","","1","","503","","11"
"0.2","0","3","503044","","0.2","nop_03_misogi_trick_out","1","503","NoItem_idle","1"
"0.2","0","3","503045","","0.2","nop_03_misogi_trick_out","1","503","nop_talk_joy2","100411"
"","","93","503046","","","1","","503","","0.1"
"","","4","503047","","","1","","503","","102011"
"0.2","0","3","503048","","0","nop_03_mimi_surprise","1","503","nop_03_mimi_surprise_loop","102011"
"0.2","0","3","503049","","0","nop_03_kyoka_surprise","1","503","nop_03_kyoka_surprise_loop","103631"
"","","91","503050","","","","","503","","503037"
"0.2","1","3","503051","","","nop_idle_joy2","","503","","100411"
"","0","21","503052","","","vo_drama_10082003_003","","503","0","vo_drama_10082003"
"0","6","11","503053","0.5","0","討厭，禊妳真是的！\n不可以突然惡作劇啦。\n你也是，要表現得成熟一點啊。","0","503","1","103631"
"0.2","1","3","503054","","","nop_talk_anger","","503","","103631"
"","","93","503055","","","1","","503","","4"
"0.2","0","3","503056","","0","nop_talk_arm_crossed_anger","1","503","nop_talk_arm_crossed_loop_anger","103631"
"","","91","503057","","","","","503","","503053"
"0.2","1","3","503058","","","nop_idle_normal","","503","","100411"
"0.2","1","3","503059","","","nop_idle_arm_crossed_anger","","503","","103631"
"","","4","503060","","","0","","503","","102011"
"","0","21","503061","","","vo_drama_10082003_004","","503","0","vo_drama_10082003"
"0","5","11","503062","0.5","0","那個那個，妳們看妳們看！\n有好～多看起來\n很好吃的料理耶！","0","503","1","102011"
"0.2","1","3","503063","","","nop_talk_surprise_kira","","503","","102011"
"","","93","503064","","","1","","503","","4"
"0.2","0","3","503065","","0","nop_surprise","1","503","nop_idle_surprise1","103631"
"","","91","503066","","","","","503","","503062"
"0.2","1","3","503067","","","nop_idle_surprise_kira","","503","","102011"
"","0","21","503068","","","vo_drama_10082003_005","","503","0","vo_drama_10082003"
"0","4","11","503069","0.5","0","盯……\n太好了。年菜裡，\n好像沒有放青椒……","0","503","1","103631"
"0.2","1","3","503070","","","nop_talk_jitome","","503","","103631"
"","","93","503071","","","1","","503","","1.5"
"0.2","1","3","503072","","","nop_talk_sad3","","503","","103631"
"","","91","503073","","","","","503","","503069"
"0.2","1","3","503074","","","nop_idle_sad3","","503","","103631"
"0.2","1","3","503075","","","nop_idle_joy1","","503","","102011"
"","0","21","503076","","","vo_drama_10082003_006","","503","0","vo_drama_10082003"
"0","6","11","503077","0","0","啊哈哈！\n哥哥，你剛剛有聽到嗎？\n鏡華不喜歡吃青椒呢～？","0","503","1","100411"
"0.2","1","3","503078","","","nop_talk_joy2","","503","","100411"
"","","91","503079","","","","","503","","503077"
"0.2","1","3","503080","","","nop_idle_normal","","503","","100411"
"","0","21","503081","","","vo_drama_10082003_007","","503","0","vo_drama_10082003"
"0","5","11","503082","0","0","不、不是這樣！我這麼說才不是因為\n討厭苦苦的青椒喔！\n我只是在調查年菜中\n放了什麼樣的東西！","0","503","1","103631"
"0.2","1","3","503083","","","nop_talk_anger2","","503","","103631"
"","","91","503084","","","","","503","","503082"
"0.2","1","3","503085","","","nop_idle_sad","","503","","103631"
"","0","21","503086","","","vo_drama_10082003_008","","503","0","vo_drama_10082003"
"0","4","11","503087","0.5","0","不光是料理，\n人也好多喔。\n大家居然全都是哥哥的朋友，\n好厲害喔。","0","503","1","102011"
"0.2","1","3","503088","","","nop_talk_surprise1","","503","","102011"
"","","93","503089","","","1","","503","","4"
"0.2","1","3","503090","","","nop_talk_normal","","503","","102011"
"","","91","503091","","","","","503","","503087"
"0.2","1","3","503092","","","nop_idle_normal","","503","","102011"
"","0","21","503093","","","vo_drama_10082003_009","","503","0","vo_drama_10082003"
"0","6","11","503094","0.5","0","看到這麼多人，\n會讓人想起來\n公會競速賽那時候的事情呢！","0","503","1","100411"
"0.2","1","3","503095","","","nop_talk_thinking","","503","","100411"
"","","91","503096","","","","","503","","503094"
"0.2","1","3","503097","","","nop_idle_thinking","","503","","100411"
"0.2","1","3","503098","","","nop_idle_thinking","","503","","103631"
"","0","21","503099","","","vo_drama_10082003_010","","503","0","vo_drama_10082003"
"0","5","11","503100","0.5","0","嗯！胡桃那時候\n也有一起參加，好開心喔。\n希望還能再和大家一起去跑步♪","0","503","1","102011"
"0.2","1","3","503101","","","nop_talk_wish","","503","","102011"
"","","93","503102","","","1","","503","","4"
"0.2","1","3","503103","","","nop_talk_joy2","","503","","102011"
"","","91","503104","","","","","503","","503100"
"0.2","1","3","503105","","","nop_idle_joy1","","503","","102011"
"","0","21","503106","","","vo_drama_10082003_011","","503","0","vo_drama_10082003"
"0","5","11","503107","0.5","0","如果下次還要比，我們是不會輸的！\n因為我們【小小甜心】\n也會不斷成長的！","0","503","1","103631"
"0.2","0","3","503108","","0.2","nop_talk_guts2","1","503","nop_talk_guts2_loop","103631"
"","","93","503109","","","1","","503","","5.5"
"0.2","0","3","503110","","0.2","nop_03_kyoka_talk_doya","1","503","nop_03_kyoka_talk_doya_loop","103631"
"","","91","503111","","","","","503","","503107"
"0.2","1","3","503112","","","nop_03_kyoka_idle_doya","","503","","103631"
"","0","21","503113","","","vo_drama_10082003_012","","503","0","vo_drama_10082003"
"0","5","11","503114","0.5","0","禊今年也會來想出\n很～厲害的惡作劇，\n你要拭目以待喔，哥哥！","0","503","1","100411"
"0.2","1","3","503115","","","nop_talk_joy2","","503","","100411"
"","","91","503116","","","","","503","","503114"
"0.2","1","3","503117","","","nop_idle_joy2","","503","","100411"
"","0","21","503118","","","vo_drama_10082003_013","","503","0","vo_drama_10082003"
"0","5","11","503119","0.5","0","討厭，\n禊妳真是的！\n不可以一直在惡作劇啦！","0","503","1","103631"
"0.2","1","3","503120","","","nop_talk_anger","","503","","103631"
"","","91","503121","","","","","503","","503119"
"0.2","1","3","503122","","","nop_idle_anger","","503","","103631"
"","0","21","503123","","","vo_drama_10082003_014","","503","0","vo_drama_10082003"
"0","5","11","503124","0","0","哥哥！\n今年也要和美美我們的\n【小小甜心】多多玩耍喔！","0","503","1","102011"
"0.2","1","3","503125","","","nop_talk_joy1","","503","","102011"
"","","91","503126","","","","","503","","503124"
"0.2","0","3","503127","","0.2","nop_03_cmn_eieio","1","503","nop_03_cmn_eieio_loop","102011"
"","","93","503128","","","","","503","","0.1"
"0.2","0","3","503129","","0.2","nop_03_cmn_eieio","1","503","nop_03_cmn_eieio_loop","103631"
"","","93","503130","","","","","503","","0.1"
"0.2","0","3","503131","","0.2","nop_03_cmn_eieio","1","503","nop_03_cmn_eieio_loop","100411"
"","","93","503132","","","0","","503","","1.3"
"1.95","101","1","504001","nop_idle_normal","0","101231","-225","504","-150","1"
"1.95","104","1","504002","nop_idle_normal","1","104011","-255","504","150","1"
"1.95","105","1","504003","nop_idle_normal","0","101511","-255","504","-300","1"
"","","93","504004","","","0","","504","","0.5"
"","0","21","504005","","","vo_drama_10082004_001","","504","0","vo_drama_10082004"
"0","6","11","504006","0.5","0","新年快樂。\n能夠見到充滿活力的大家，\n老師覺得好開心喔。","0","504","1","101511"
"0.2","0","3","504007","","0.2","nop_bow","1","504","nop_talk_joy3","101511"
"0.2","0","3","504008","","0.2","nop_bow","1","504","nop_idle_normal","101231"
"0.2","0","3","504009","","0.2","nop_bow","1","504","nop_idle_normal","104011"
"","","91","504010","","","","","504","","504006"
"0.2","1","3","504011","","","nop_idle_normal","","504","","101511"
"","0","21","504012","","","vo_drama_10082004_002","","504","0","vo_drama_10082004"
"0","6","11","504013","0.5","0","謝謝你邀請我們～！\n小栞也很高興喔！","0","504","1","101231"
"0.2","0","3","504014","","0.2","nop_look_smile","1","504","nop_talk_joy1","101231"
"","","91","504015","","","","","504","","504013"
"0.2","1","3","504016","","","nop_idle_normal","","504","","101231"
"","0","21","504017","","","vo_drama_10082004_003","","504","0","vo_drama_10082004"
"0","6","11","504018","0.5","0","嗚咿～～～！\n有這麼多人……！\n我這種邊緣人\n可以待在這麼喜氣的地方嗎？","0","504","1","104011"
"0.2","0","3","504019","","0","nop_shock_in","1","504","nop_shock_loop","104011"
"","","93","504020","","","1","","504","","3"
"0.2","1","3","504021","","","nop_04_aoi_tohoho","","504","","104011"
"","","91","504022","","","","","504","","504018"
"","0","21","504023","","","vo_drama_10082004_004","","504","0","vo_drama_10082004"
"0","6","11","504024","0.5","0","當然可以囉～\n再說，在這個會場裡，\n是不是也有很多\n小碧的朋友呢？","0","504","1","101231"
"0.2","0","3","504025","","0","nop_talk_guts2","1","504","nop_talk_guts2_loop","101231"
"","","93","504026","","","1","","504","","1.8"
"0.2","1","3","504027","","","nop_talk_joy1","","504","","101231"
"","","91","504028","","","","","504","","504024"
"0.2","1","3","504029","","","nop_idle_normal","","504","","101231"
"","0","21","504030","","","vo_drama_10082004_005","","504","0","vo_drama_10082004"
"0","7","11","504031","0.5","0","怎、怎怎怎、怎麼可能，\n說說說說說、說什麼朋友！\n我實在是不敢這麼說──！","0","504","1","104011"
"0.2","1","3","504032","","","nop_04_aoi_panic","","504","","104011"
"","","93","504033","","","1","","504","","4.4"
"0.2","1","3","504034","","","nop_talk_tsun_pain","","504","","104011"
"0.2","1","3","504035","","","nop_idle_bitter","","504","","101511"
"0.2","1","3","504036","","","nop_idle_bitter","","504","","101231"
"","","91","504037","","","","","504","","504031"
"","0","21","504038","","","vo_drama_10082004_006","","504","0","vo_drama_10082004"
"0","7","11","504039","0.5","0","但妳跟她們很要好吧？\n對了，如果妳不介意，\n可以介紹她們給老師認識嗎？","0","504","1","101511"
"0.2","1","3","504040","","","nop_talk_normal","","504","","101511"
"","","93","504041","","","1","","504","","2.4"
"0.2","1","3","504042","","","nop_talk_wish_joy","","504","","101511"
"","","91","504043","","","","","504","","504039"
"","0","21","504044","","","vo_drama_10082004_007","","504","0","vo_drama_10082004"
"0","7","11","504045","0.5","0","啊！我也要我也要～！\n對了！\n我也會介紹小栞給妳們認識的☆","0","504","1","101231"
"0.2","0","3","504046","","0.2","nop_04_hatsune_swing","1","504","nop_idle_normal","101231"
"","","93","504047","","","1","","504","","3"
"0.2","0","3","504048","","","nop_04_hatsune_kiran","","504","","101231"
"","","91","504049","","","","","504","","504045"
"0.2","1","3","504050","","","nop_idle_normal","","504","","101231"
"","0","21","504051","","","vo_drama_10082004_008","","504","0","vo_drama_10082004"
"0","6","11","504052","0.5","0","嗚啊！\n妳們兩人散發著現充光環，\n好耀眼啊！","0","504","1","104011"
"0.2","0","3","504053","","0","nop_04_aoi_haua_in","1","504","nop_04_aoi_haua_loop","104011"
"","","93","504054","","","1","","504","","3"
"0.2","1","3","504055","","","nop_talk_joy3_blink","","504","","101511"
"0.2","1","3","504056","","","nop_idle_surprise1","","504","","101231"
"","","91","504057","","","","","504","","504052"
"","","93","504058","","","0","","504","","0.5"
"1.95","103","1","505001","nop_05_shinobu_idle_normal","1","103111","-250","505","-150","1"
"1.95","101","1","505002","nop_idle_sad","1","102211","-230","505","150","1"
"1.95","101","1","505003","nop_05_miyako_idle_joy1","0","100711","-240","505","-360","1"
"1.95","105","1","505004","nop_idle_joy1","1","100611","-260","505","275","1"
"1.95","102","5","505005","nop_skull_idle","1","2051","-225","505","-50","1"
"","","93","505006","","","0","","505","","0.5"
"","0","21","505007","","","vo_drama_10082005_001","","505","0","vo_drama_10082005"
"0","4","11","505008","0.5","0","恭喜發財布丁拿來～！\n布丁、布丁！拿布丁來！","0","505","1","100711"
"0.2","1","3","505009","","","nop_05_miyako_talk_joy2","","505","","100711"
"","","91","505010","","","","","505","","505008"
"0.2","1","3","505011","","","nop_05_miyako_idle_joy2","","505","","100711"
"","0","21","505012","","","vo_drama_10082005_002","","505","0","vo_drama_10082005"
"0","4","11","505013","0.5","0","宮子，妳在聖誕節時\n不是已經吃了很多嗎……","0","505","1","103111"
"0.2","1","3","505014","","","nop_05_shinobu_talk_worry","","505","","103111"
"","","91","505015","","","","","505","","505013"
"0.2","1","3","505016","","","nop_05_shinobu_idle_worry","","505","","103111"
"","0","21","505017","","","vo_drama_10082005_003","","505","0","vo_drama_10082005"
"0","6","11","505018","0.5","0","聖誕節和新年用的是不同的胃！\n不管要吃多少布丁都沒問題！","0","505","1","100711"
"0.2","1","3","505019","","","nop_05_miyako_talk_anger","","505","","100711"
"","","91","505020","","","","","505","","505018"
"0.2","1","3","505021","","","nop_05_miyako_idle_anger","","505","","100711"
"","0","21","505022","","","vo_drama_10082005_004","","505","0","vo_drama_10082005"
"0","5","11","505023","0.5","0","但我總覺得那到頭來\n好像還是跟平常一樣……","0","505","1","102211"
"0.2","1","3","505024","","","nop_talk_bitter","","505","","102211"
"","","91","505025","","","","","505","","505023"
"0.2","1","3","505026","","","nop_idle_bitter","","505","","102211"
