9ff4105762cd5e2a0513f71dbddd7eb9d97bda3be510bec6db801e00fe17e567,78ef925cb59a01745b9767d9c146fe0f922d6cc326a65dbe678a6e8b1f88d820,49677597b59a26d29cba0869501d87aa07d6975ec080dcf9eb441db0c7a6a2a1,fee98282fcc12e2e03d21dc12c9a26e6ccbfa9d3da84f7ad89f9935fa58b2d72,6a45aec62e8e63989c8314d9a404ac31dd0a4ae7808cbaf8f01467d7c8f50004,97b87aeb982a3be13b553a0d417008dd631c58e63c4cbd1e1bb6c06448ed29ec,88b8f7a5f6b7f1446db08bdc968aa7f90041f697db7daec5f345e8104f932673,6415df43de954ffd6e858b8fb530db248dfc5d7a711eb21b3df44b8abdf280ef
"731603703","100","730037033","730037031","730037035","730000009","730037032","730037034"
"731703801","100","0","730038011","730038015","730000010","730038012","730038014"
"731703802","100","730038023","730038021","730038025","730000011","730038022","730038024"
"731703803","100","730038033","730038031","730038032","730000012","730038035","730038034"
"731803901","100","0","730039011","730039015","730000013","730039012","730039014"
"731803902","100","730039025","730039021","730039023","730000014","730039022","730039024"
"731803903","100","730039033","730039031","730039035","730000015","730039032","730039034"
"731904001","100","0","730040015","730040012","730000016","730040011","730040014"
"731904002","100","730040023","730040024","730040025","730000017","730040022","730040021"
"731904003","100","730040035","730040032","730040033","730000018","730040034","730040031"
"732004101","100","0","730041011","730041012","730000019","730041015","730041014"
"732004102","100","730041025","730041021","730041023","730000020","730041022","730041024"
"732004103","100","730041033","730041034","730041032","730000021","730041035","730041031"
"732104201","100","0","730042015","730042012","730000022","730042011","730042014"
"732104202","100","730042023","730042021","730042025","730000023","730042022","730042024"
"732104203","100","730042033","730042031","730042032","730000024","730042035","730042034"
"732204301","100","0","730043011","730043012","730000025","730043015","730043014"
"732204302","100","730043023","730043021","730043025","730000026","730043022","730043024"
"732204303","100","730043035","730043031","730043033","730000027","730043032","730043034"
"732304401","100","0","730044014","730044015","730000028","730044012","730044011"
"732304402","100","730044023","730044021","730044025","730000029","730044022","730044024"
"732304403","100","730044035","730044031","730044033","730000030","730044032","730044034"
"732404501","100","0","730045015","730045012","730000031","730045011","730045014"
"732404502","100","730045025","730045021","730045023","730000032","730045022","730045024"
"732404503","100","730045033","730045031","730045035","730000033","730045032","730045034"
"732504601","100","0","730046011","730046012","730000034","730046015","730046014"
"732504602","100","730046025","730046022","730046023","730000035","730046024","730046021"
"732504603","100","730046033","730046031","730046035","730000036","730046032","730046034"
"732604701","100","0","730047011","730047012","730000037","730047015","730047014"
"732604702","100","730047023","730047022","730047025","730000038","730047024","730047021"
"732604703","100","730047033","730047031","730047035","730000039","730047032","730047034"
"732704801","100","0","730048011","730048015","730000040","730048012","730048014"
"732704802","100","730048023","730048021","730048025","730000041","730048022","730048024"
"732704803","100","730048033","730048031","730048035","730000042","730048032","730048034"
"732804901","100","0","730049014","730049015","730000043","730049012","730049011"
"732804902","100","730049023","730049022","730049025","730000044","730049024","730049021"
"732804903","100","730049033","730049031","730049032","730000045","730049035","730049034"
"732905001","100","0","730050011","730050015","730000046","730050012","730050014"
"732905002","100","730050023","730050021","730050025","730000047","730050022","730050024"
"732905003","100","730050035","730050034","730050033","730000048","730050032","730050031"
"733005101","100","0","730051014","730051015","730000049","730051012","730051011"
"733005102","100","730051025","730051024","730051023","730000050","730051022","730051021"
"733005103","100","730051033","730051034","730051035","730000051","730051032","730051031"
"733105201","100","0","730052011","730052012","730000052","730052015","730052014"
"733105202","100","730052023","730052021","730052025","730000053","730052022","730052024"
"733105203","100","730052033","730052034","730052035","730000054","730052032","730052031"
"733205301","100","0","730053011","730053015","730000055","730053012","730053014"
"733205302","100","730053023","730053021","730053025","730000056","730053022","730053024"
"733205303","100","730053033","730053032","730053035","730000057","730053034","730053031"
"733305401","100","0","730054011","730054015","730000058","730054012","730054014"
"733305402","100","730054023","730054021","730054025","730000059","730054022","730054024"
"733305403","100","730054033","730054034","730054035","730000060","730054032","730054031"
"733405501","100","0","730055014","730055012","730000061","730055015","730055011"
"733405502","100","730055023","730055024","730055025","730000062","730055022","730055021"
"733405503","100","730055035","730055031","730055033","730000063","730055032","730055034"
"733505601","100","0","730056011","730056015","730000064","730056012","730056014"
"733505602","100","730056025","730056021","730056023","730000065","730056022","730056024"
"733505603","100","730056035","730056031","730056033","730000066","730056032","730056034"
"733605701","100","0","730057014","730057012","730000067","730057015","730057011"
"733605702","100","730057023","730057022","730057025","730000068","730057024","730057021"
"733605703","100","730057033","730057031","730057035","730000069","730057032","730057034"
"733705801","100","0","730058012","730058015","730000070","730058014","730058011"
"733705802","100","730058023","730058021","730058025","730000071","730058022","730058024"
"733705803","100","730058033","730058031","730058032","730000072","730058035","730058034"
"733805901","100","0","730059011","730059015","730000073","730059012","730059014"
"733805902","100","730059025","730059021","730059023","730000074","730059022","730059024"
"733805903","100","730059035","730059032","730059033","730000075","730059034","730059031"
"733906001","100","0","730060014","730060012","730000076","730060015","730060011"
"733906002","100","730060025","730060021","730060023","730000077","730060022","730060024"
"733906003","100","730060035","730060031","730060033","730000078","730060032","730060034"
"734006101","100","0","730061011","730061015","730000079","730061012","730061014"
"734006102","100","730061023","730061024","730061025","730000080","730061022","730061021"
"734006103","100","730061035","730061034","730061033","730000081","730061032","730061031"
"734106201","100","0","730062011","730062012","730000082","730062015","730062014"
"734106202","100","730062023","730062024","730062025","730000083","730062022","730062021"
"734106203","100","730062033","730062034","730062032","730000084","730062015","730062031"
"734206301","100","0","730063014","730063012","730000085","730063015","730063011"
"734206302","100","730063023","730063024","730063025","730000086","730063022","730063021"
"734206303","100","730063035","730063031","730063033","730000087","730063032","730063034"
"734306401","100","0","730064012","730064015","730000088","730064014","730064011"
"734306402","100","730064023","730064021","730064025","730000089","730064022","730064024"
"734306403","100","730064035","730064031","730064033","730000090","730064032","730064034"
"734406501","100","0","730065011","730065015","730000091","730065012","730065014"
"734406502","100","730065023","730065024","730065025","730000092","730065022","730065021"
"734406503","100","730065033","730065034","730065032","730000093","730065035","730065031"
"734506601","100","0","730066015","730066012","730000094","730066011","730066014"
"734506602","100","730066025","730066024","730066023","730000095","730066022","730066021"
"734506603","100","730066033","730066031","730066032","730000096","730066035","730066034"
"734606701","100","0","730067011","730067015","730000097","730067012","730067014"
"734606702","100","730067025","730067021","730067023","730000098","730067022","730067024"
"734606703","100","730067033","730067031","730067035","730000099","730067032","730067034"
"734706801","100","0","730068011","730068012","730000100","730068015","730068014"
"734706802","100","730068025","730068021","730068023","730000101","730068022","730068024"
"734706803","100","730068035","730068031","730068033","730000102","730068032","730068034"
"734806901","100","0","730069014","730069015","730000103","730069012","730069011"
"734806902","100","730069025","730069021","730069023","730000104","730069022","730069024"
"734806903","100","730069035","730069031","730069033","730000105","730069032","730069034"
"734907001","100","0","730070014","730070015","730000106","730070012","730070011"
"734907002","100","730070025","730070024","730070023","730000107","730070022","730070021"
"734907003","100","730070035","730070032","730070033","730000108","730070034","730070031"
"735007101","100","0","730071011","730071015","730000109","730071012","730071014"
"735007102","100","730071025","730071022","730071023","730000110","730071024","730071021"
"735007103","100","730071033","730071031","730071032","730000111","730071035","730071034"
"735107201","100","0","730072014","730072015","730000112","730072012","730072011"
"735107202","100","730072025","730072022","730072023","730000113","730072024","730072021"
"735107203","100","730072033","730072034","730072032","730000114","730072035","730072031"
"735207301","100","0","730073011","730073015","730000115","730073012","730073014"
"735207302","100","730073025","730073021","730073023","730000116","730073022","730073024"
"735207303","100","730073035","730073032","730073033","730000117","730073034","730073031"
"735307401","100","0","730074011","730074015","730000118","730074012","730074014"
"735307402","100","730074023","730074021","730074025","730000119","730074022","730074024"
"735307403","100","730074033","730074032","730074035","730000120","730074034","730074031"
"735407501","100","0","730075011","730075015","730000121","730075012","730075014"
"735407502","100","730075023","730075025","730075022","730000122","730075021","730075024"
"735407503","100","730075033","730075034","730075032","730000123","730075035","730075031"
"735507601","100","0","730076011","730076012","730000124","730076015","730076014"
"735507602","100","730076025","730076024","730076023","730000125","730076022","730076021"
"735507603","100","730076035","730076031","730076033","730000126","730076032","730076034"
"735607701","100","0","730077011","730077015","730000127","730077012","730077014"
"735607702","100","730077023","730077021","730077025","730000128","730077022","730077024"
"735607703","100","730077035","730077032","730077033","730000129","730077034","730077031"
