616886c7c853c2f0b5ef673f9428a6342dcf089c2d30e7471a348665b40e45bf,4709c7ff9c54e8787bf6ce538a001a6b0b608eb729568a696239795c04876f91,ad8cdcd6b166f98ff7c5efadbd64d15848fa659a6b3355c71f131e719f06f068,13eeaaf5de874f20365f1ffc12b807688f180d8ef846af1fa4db69e61e2550c4,8355d924a4f76e67bc9cc54c24924f641b6138c4b058eeac61a6aab9d9df91be,be6790df93efeebb1fa65b2e1e0bed26f3543f79b656e2528e230717384a7718,c18331724d88be10797a8e596799e08a4f99cc4a011e39d3f141e9707e2188fc,82cf98b0c1ffcaeeb06b27dfd50850684cf21a4eddeb012e266e9aef9e53100f,d37cdb8d1200a8b78c6b2aa63094b67315c6901457901f3806da5a6f2a1a0b92,681971086a77d7201e0abfc40a022b0bb6a5069643b10f0076b8390969f0a29e,8e7dff2dfd5cc0bffb141ab477d9ec101f15a0663d621e4674814e23c0aabc89
"","","93","20514","","","","20514022","","0.3",""
"","0.2","3","20514","wac_birthday_tsumugi_run_01","1","","20514023","","105411",""
"3","","2","20514","0","-70","","20514024","","105411",""
"","","93","20514","","","","20514025","","2.5",""
"","","32","20514","1","","","20514026","","602",""
"","","93","20514","","","","20514027","","0.6",""
"","","32","20514","0","","","20514028","","600",""
"","","32","20514","0","","","20514029","","614",""
"","","32","20514","0","","","20514030","","604",""
"","","32","20514","1","","","20514031","","701",""
"0.01","","33","20514","0","0","","20514032","","932",""
"wac_birthday_tsumugi_wish_02","0.2","3","20514","wac_birthday_blowout_01","0","1","20514033","0.2","105411",""
"0.01","","2","20514","-200","-330","","20514034","","105411",""
"","0.2","3","20514","wac_birthday_idle_wish","1","","20514035","","104211",""
"0.01","","2","20514","180","-320","","20514036","","104211",""
"","0.2","3","20514","wac_birthday_idle_smile","1","","20514037","","102911",""
"0.01","","2","20514","320","-340","","20514038","","102911",""
"","","93","20514","","","","20514039","","0",""
"","","32","20514","1","","","20514040","","800",""
"","","93","20514","","","","20514041","","0.7",""
"","","32","20514","1","","","20514042","","702",""
"","","93","20514","","","","20514043","","0.5",""
"","","23","20514","se_sys_login_birthday_blow_candle","0","","20514044","","se_common",""
"","","32","20514","0","","","20514045","","701",""
"","","93","20514","","","","20514046","","0.4",""
"","","23","20514","se_sys_login_birthday_cracker","0","","20514047","","se_common",""
"","","32","20514","1","","","20514048","","700",""
"","","23","20514","se_sys_login_birthday_calendar_applause","0","","20514049","","se_common",""
"wac_birthday_idle_wish","0.2","3","20514","wac_birthday_clap_to_wish","0","1","20514050","0.2","104211",""
"","","93","20514","","","","20514051","","0.1",""
"wac_birthday_idle_smile","0.2","3","20514","wac_birthday_clap","0","1","20514052","0.2","102911",""
"","","93","20514","","","","20514053","","2",""
"","","131","20514","","","","20514054","","1",""
"0","","21","20514","vo_wac_20514_000","0","","20514055","","vo_wac_20514",""
"1","0","11","20514","那個～有人叫我，我就過來了。\n這個大蛋糕是怎麼回事？\n是下次演唱會的道具……嗎？","10","1","20514056","0","105411","0.5"
"","","91","20514","","","","20514057","","0",""
"","0.2","3","20514","wac_birthday_idle_normal","1","","20514058","","105411",""
"","0.2","3","20514","wac_birthday_talk_sad","1","","20514059","","104211",""
"0","","21","20514","vo_wac_20514_001","0","","20514060","","vo_wac_20514",""
"1","0","11","20514","熱衷於工作雖然很了不起，\n但請至少要記得\n自己的生日啊……","10","1","20514061","0","104211","0.5"
"","","91","20514","","","","20514062","","0",""
"","0.2","3","20514","wac_birthday_idle_sad","1","","20514063","","104211",""
"","0.2","3","20514","wac_birthday_talk_smile","1","","20514064","","102911",""
"0","","21","20514","vo_wac_20514_002","0","","20514065","","vo_wac_20514",""
"1","0","11","20514","所以說！\n紡希，Happy Birthday！\n妳一直都很努力，\n這是我們和他一起送妳的禮物喔♪","10","1","20514066","0","102911","0.5"
"","","91","20514","","","","20514067","","0",""
"","0.2","3","20514","wac_birthday_idle_smile","1","","20514068","","102911",""
"","0.2","3","20514","wac_birthday_talk_smile","1","","20514069","","105411",""
"0","","21","20514","vo_wac_20514_003","0","","20514070","","vo_wac_20514",""
"1","0","11","20514","連騎士先生也！？\n那個……唉，真是的，知道了啦！\n我承認我很開心！\n謝謝你來為我慶生……","10","1","20514071","0","105411","0.5"
"","","91","20514","","","","20514072","","0",""
"","","22","20514","","","","20514073","","0",""
"","","25","21014","bgm_M321_2C","","","21014001","","bgm_M321",""
"-1000","2","1","21014","118511","250","-70","21014002","0","1","wac_birthday_idle_normal"
"310","2","1","21014","105811","256","-290","21014003","1","1","wac_birthday_idle_normal"
"","","13","21014","300","","","21014004","","118511",""
"","","13","21014","300","","","21014005","","105811",""
"0","1","31","21014","600","0","1","21014006","","600",""
"0","0","31","21014","602","0","1","21014007","","602",""
"0","0","31","21014","603","0","1","21014008","","603",""
"60","1","31","21014","604","30","1","21014009","","604",""
"0","1","31","21014","614","0","1","21014010","","614",""
"0","0","31","21014","700","0","1","21014011","","700",""
"0","0","31","21014","701","0","1","21014012","","701",""
"0","0","31","21014","702","0","1","21014013","","702",""
"0","0","31","21014","800","0","1","21014014","","800",""
"60","1","31","21014","933","30","1","21014015","","933",""
"","","93","21014","","","","21014016","","1",""
"wac_birthday_reaction_03","0.2","3","21014","wac_birthday_reaction_01","0","1","21014017","0.2","105811",""
"","","93","21014","","","","21014018","","0.4",""
"","0.2","3","21014","wac_birthday_run_01","1","","21014019","","118511",""
"3","","2","21014","0","-70","","21014020","","118511",""
"","","93","21014","","","","21014021","","2.5",""
"","","32","21014","1","","","21014022","","602",""
"","","93","21014","","","","21014023","","0.6",""
"","","32","21014","0","","","21014024","","600",""
"","","32","21014","0","","","21014025","","614",""
"","","32","21014","0","","","21014026","","604",""
"","","32","21014","1","","","21014027","","701",""
"0.01","","33","21014","0","0","","21014028","","933",""
"wac_birthday_wish_05","0.2","3","21014","wac_birthday_blowout_01","0","1","21014029","0.2","118511",""
"0.01","","2","21014","-200","-330","","21014030","","118511",""
"","0.2","3","21014","wac_birthday_idle_normal","1","","21014031","","105811",""
"0.01","","2","21014","200","-330","","21014032","","105811",""
"","","93","21014","","","","21014033","","0",""
"","","32","21014","1","","","21014034","","800",""
"","","93","21014","","","","21014035","","0.7",""
"","","32","21014","1","","","21014036","","702",""
"","","93","21014","","","","21014037","","0.5",""
"","","23","21014","se_sys_login_birthday_blow_candle","0","","21014038","","se_common",""
"","","32","21014","0","","","21014039","","701",""
"","","93","21014","","","","21014040","","0.4",""
"","","23","21014","se_sys_login_birthday_cracker","0","","21014041","","se_common",""
"","","32","21014","1","","","21014042","","700",""
"","","23","21014","se_sys_login_birthday_calendar_applause","0","","21014043","","se_common",""
"wac_birthday_idle_normal","0.2","3","21014","wac_birthday_clap","0","1","21014044","0.2","105811",""
"","","93","21014","","","","21014045","","2.1",""
"","","131","21014","","","","21014046","","1",""
"0","","21","21014","vo_wac_21014_000","0","","21014047","","vo_wac_21014",""
"1","0","11","21014","這是……給我的生日蛋糕嗎？\n請問，這是誰準備的……","10","1","21014048","0","118511","0.5"
"","","91","21014","","","","21014049","","0",""
"","0.2","3","21014","wac_birthday_idle_normal","1","","21014050","","118511",""
"","0.2","3","21014","wac_birthday_talk_smile","1","","21014051","","105811",""
"0","","21","21014","vo_wac_21014_001","0","","21014052","","vo_wac_21014",""
"1","0","11","21014","這是和隸屬於【公會管理協會】的\n大家一起準備的！\n一直以來都受妳照顧了，\n祝妳生日快樂♪","10","1","21014053","0","105811","0.5"
"","","91","21014","","","","21014054","","0",""
"","0.2","3","21014","wac_birthday_idle_smile","1","","21014055","","105811",""
"","0.2","3","21014","wac_birthday_talk_wish","1","","21014056","","118511",""
"0","","21","21014","vo_wac_21014_002","0","","21014057","","vo_wac_21014",""
"1","0","11","21014","原來是這樣啊……呵呵，\n收到了這麼棒的蛋糕，\n這下得更努力了呢♪","10","1","21014058","0","118511","0.5"
"","","91","21014","","","","21014059","","0",""
"","0.2","3","21014","wac_birthday_talk_smile","1","","21014060","","118511",""
"0","","21","21014","vo_wac_21014_003","0","","21014061","","vo_wac_21014",""
"1","0","11","21014","那麼，請讓我鄭重謝謝大家。\n我雖然是幕後人員，\n今後也請讓我繼續支援\n各位的冒險♪","10","1","21014062","0","118511","0.5"
"","","91","21014","","","","21014063","","0",""
"","","22","21014","","","","21014064","","0",""
"","","25","21314","bgm_M321_2C","","","21314001","","bgm_M321",""
"-1000","2","1","21314","110911","250","-70","21314002","0","1","wac_birthday_idle_normal"
"230","2","1","21314","111011","256","-270","21314003","1","1","wac_birthday_idle_smile"
"410","2","1","21314","110811","257","-310","21314004","1","1","wac_birthday_idle_smile"
"","","13","21314","300","","","21314005","","110911",""
"","","13","21314","300","","","21314006","","111011",""
"0","1","31","21314","600","0","1","21314007","","600",""
"0","0","31","21314","602","0","1","21314008","","602",""
"0","0","31","21314","603","0","1","21314009","","603",""
"60","1","31","21314","604","30","1","21314010","","604",""
"0","1","31","21314","614","0","1","21314011","","614",""
"0","0","31","21314","700","0","1","21314012","","700",""
"0","0","31","21314","701","0","1","21314013","","701",""
"0","0","31","21314","702","0","1","21314014","","702",""
"0","0","31","21314","800","0","1","21314015","","800",""
"60","1","31","21314","934","30","1","21314016","","934",""
"","","93","21314","","","","21314017","","1",""
"wac_birthday_reaction_03","0.2","3","21314","wac_birthday_reaction_02","0","1","21314018","0.2","110811",""
"","","93","21314","","","","21314019","","0.1",""
"wac_birthday_reaction_03","0.2","3","21314","wac_birthday_reaction_01","0","1","21314020","0.2","111011",""
"","","93","21314","","","","21314021","","0.3",""
"","0.2","3","21314","wac_birthday_run_01","1","","21314022","","110911",""
"3","","2","21314","0","-70","","21314023","","110911",""
"","","93","21314","","","","21314024","","2.5",""
"","","32","21314","1","","","21314025","","602",""
"","","93","21314","","","","21314026","","0.6",""
"","","32","21314","0","","","21314027","","600",""
"","","32","21314","0","","","21314028","","614",""
"","","32","21314","0","","","21314029","","604",""
"","","32","21314","1","","","21314030","","701",""
"0.01","","33","21314","0","0","","21314031","","934",""
"wac_birthday_wish_03","0.2","3","21314","wac_birthday_blowout_02","0","1","21314032","0.2","110911",""
"0.01","","2","21314","-200","-330","","21314033","","110911",""
"","0.2","3","21314","wac_birthday_idle_smile","1","","21314034","","111011",""
"0.01","","2","21314","180","-320","","21314035","","111011",""
"","0.2","3","21314","wac_birthday_idle_smile","1","","21314036","","110811",""
"0.01","","2","21314","320","-340","","21314037","","110811",""
"","","93","21314","","","","21314038","","0",""
"","","32","21314","1","","","21314039","","800",""
"","","93","21314","","","","21314040","","0.7",""
"","","32","21314","1","","","21314041","","702",""
"","","93","21314","","","","21314042","","0.5",""
"","","23","21314","se_sys_login_birthday_blow_candle","0","","21314043","","se_common",""
"","","32","21314","0","","","21314044","","701",""
"","","93","21314","","","","21314045","","0.4",""
"","","23","21314","se_sys_login_birthday_cracker","0","","21314046","","se_common",""
"","","32","21314","1","","","21314047","","700",""
"","","23","21314","se_sys_login_birthday_calendar_applause","0","","21314048","","se_common",""
"wac_birthday_idle_smile","0.2","3","21314","wac_birthday_clap","0","1","21314049","0.2","111011",""
"","","93","21314","","","","21314050","","0.1",""
"wac_birthday_idle_smile","0.2","3","21314","wac_birthday_clap","0","1","21314051","0.2","110811",""
"","","93","21314","","","","21314052","","2",""
"","","131","21314","","","","21314053","","1",""
"0","","21","21314","vo_wac_21314_000","0","","21314054","","vo_wac_21314",""
"1","0","11","21314","呀啊！？這蛋糕是怎麼回事！\n咦？咦？難道說今天\n有人生日嗎？","10","1","21314055","0","110911","0.5"
"","","91","21314","","","","21314056","","0",""
"wac_birthday_idle_kyapi","0.2","3","21314","wac_birthday_chieru_wish_to_idle_kyapi","0","1","21314057","","110911",""
"","0.2","3","21314","wac_birthday_talk_doya","1","","21314058","","111011",""
"0","","21","21314","vo_wac_21314_001","0","","21314059","","vo_wac_21314",""
"1","0","11","21314","琪愛兒妳從一個月前就開始大肆宣傳，\n事到如今裝什麼蒜啊。\n總之乖乖接受我們的祝賀吧。\n好，恭喜切嚕～全體鼓掌～","10","1","21314060","0","111011","0.5"
"","","91","21314","","","","21314061","","0",""
"","0.2","3","21314","wac_birthday_idle_doya","1","","21314062","","111011",""
"","0.2","3","21314","wac_birthday_talk_smile","1","","21314063","","110911",""
"0","","21","21314","vo_wac_21314_002","0","","21314064","","vo_wac_21314",""
"1","0","11","21314","欸嘿嘿，感謝感謝。\n唉呀，我真的很高興，\n你們特地為我做了這麼多準備，\n光是這份心意就令人感到十分幸福了！","10","1","21314065","0","110911","0.5"
"","","91","21314","","","","21314066","","0",""
"","0.2","3","21314","wac_birthday_talk_doya","1","","21314067","","110911",""
"0","","21","21314","vo_wac_21314_003","0","","21314068","","vo_wac_21314",""
"1","0","11","21314","嗯，說是這麼說，\n世界級美少女琪愛兒從今日起，\n365天內都接受禮物贈送喔！\n切嚕～☆","10","1","21314069","0","110911","0.5"
"","","91","21314","","","","21314070","","0",""
"","","22","21314","","","","21314071","","0",""
"","","25","21714","bgm_M321_2C","","","21714001","","bgm_M321",""
"-1000","2","1","21714","118011","250","-70","21714002","0","1","wac_birthday_idle_normal"
"310","2","1","21714","105811","256","-290","21714003","1","1","wac_birthday_idle_smile"
"","","13","21714","300","","","21714004","","118011",""
"","","13","21714","300","","","21714005","","105811",""
"0","1","31","21714","600","0","1","21714006","","600",""
"0","0","31","21714","602","0","1","21714007","","602",""
"0","0","31","21714","603","0","1","21714008","","603",""
"60","1","31","21714","604","30","1","21714009","","604",""
"0","1","31","21714","614","0","1","21714010","","614",""
"0","0","31","21714","700","0","1","21714011","","700",""
"0","0","31","21714","701","0","1","21714012","","701",""
"0","0","31","21714","702","0","1","21714013","","702",""
"0","0","31","21714","800","0","1","21714014","","800",""
"60","1","31","21714","935","30","1","21714015","","935",""
"","","93","21714","","","","21714016","","1",""
"wac_birthday_reaction_03","0.2","3","21714","wac_birthday_reaction_05","0","1","21714017","0.2","105811",""
"","","93","21714","","","","21714018","","0.4",""
"","0.2","3","21714","wac_birthday_run_01","1","","21714019","","118011",""
"3","","2","21714","0","-70","","21714020","","118011",""
"","","93","21714","","","","21714021","","2.5",""
"","","32","21714","1","","","21714022","","602",""
"","","93","21714","","","","21714023","","0.6",""
"","","32","21714","0","","","21714024","","600",""
"","","32","21714","0","","","21714025","","614",""
"","","32","21714","0","","","21714026","","604",""
"","","32","21714","1","","","21714027","","701",""
"0.01","","33","21714","0","0","","21714028","","935",""
"wac_birthday_credita_wish_05","0.2","3","21714","wac_birthday_blowout_01","0","1","21714029","0.2","118011",""
"0.01","","2","21714","-200","-330","","21714030","","118011",""
"","0.2","3","21714","wac_birthday_idle_smile","1","","21714031","","105811",""
"0.01","","2","21714","200","-330","","21714032","","105811",""
"","","93","21714","","","","21714033","","0",""
"","","32","21714","1","","","21714034","","800",""
"","","93","21714","","","","21714035","","0.7",""
"","","32","21714","1","","","21714036","","702",""
"","","93","21714","","","","21714037","","0.5",""
"","","23","21714","se_sys_login_birthday_blow_candle","0","","21714038","","se_common",""
"","","32","21714","0","","","21714039","","701",""
"","","93","21714","","","","21714040","","0.4",""
"","","23","21714","se_sys_login_birthday_cracker","0","","21714041","","se_common",""
"","","32","21714","1","","","21714042","","700",""
"","","23","21714","se_sys_login_birthday_calendar_applause","0","","21714043","","se_common",""
"wac_birthday_idle_smile","0.2","3","21714","wac_birthday_clap","0","1","21714044","0.2","105811",""
"","","93","21714","","","","21714045","","2.1",""
"","","131","21714","","","","21714046","","1",""
"0","","21","21714","vo_wac_21714_000","0","","21714047","","vo_wac_21714",""
"1","0","11","21714","唉，生日就只是使歲數增加的\n無聊儀式嘛？\n就算說要用生日蛋糕為我慶生，\n我也不覺得有多開心……","10","1","21714048","0","118011","0.5"
"","","91","21714","","","","21714049","","0",""
"","0.2","3","21714","wac_birthday_idle_sad","1","","21714050","","118011",""
"","0.2","3","21714","wac_birthday_talk_kyapi","1","","21714051","","105811",""
"0","","21","21714","vo_wac_21714_001","0","","21714052","","vo_wac_21714",""
"1","0","11","21714","克蕾琪塔小姐，\n祝妳生日快樂！\n今天一起盡情慶祝吧☆\n這是我親手製作的蛋糕喔～！","10","1","21714053","0","105811","0.5"
"","","91","21714","","","","21714054","","0",""
"","0.2","3","21714","wac_birthday_idle_kyapi","1","","21714055","","105811",""
"","0.2","3","21714","wac_birthday_talk_wish","1","","21714056","","118011",""
"0","","21","21714","vo_wac_21714_002","0","","21714057","","vo_wac_21714",""
"1","0","11","21714","手、手工蛋糕！？\n陛下為了我做的！？\n這是何等榮幸……！這蛋糕看起來就像\n金銀財寶似地閃閃發光呢！","10","1","21714058","0","118011","0.5"
"","","91","21714","","","","21714059","","0",""
"","0.2","3","21714","wac_birthday_talk_smile","1","","21714060","","118011",""
"0","","21","21714","vo_wac_21714_003","0","","21714061","","vo_wac_21714",""
"1","0","11","21714","雖然要吃掉感覺非～～～常地\n可惜……！\n但我克蕾琪塔‧凱許！\n會小心翼翼地享用它的～！！","10","1","21714062","0","118011","0.5"
"","","91","21714","","","","21714063","","0",""
"","","22","21714","","","","21714064","","0",""
"","","25","22014","bgm_M321_2C","","","22014001","","bgm_M321",""
"-1000","2","1","22014","101011","250","-70","22014002","0","1","wac_birthday_idle_normal"
"200","2","1","22014","104311","256","-270","22014003","1","1","wac_birthday_idle_normal"
"320","2","1","22014","101711","258","-310","22014004","1","1","wac_birthday_idle_smile"
"455","2","1","22014","101411","257","-290","22014005","1","1","wac_birthday_idle_smile"
"","","13","22014","300","","","22014006","","101011",""
"","","13","22014","300","","","22014007","","104311",""
"","","13","22014","300","","","22014008","","101711",""
"","","13","22014","300","","","22014009","","101411",""
"0","1","31","22014","600","0","1","22014010","","600",""
"0","0","31","22014","602","0","1","22014011","","602",""
"0","0","31","22014","603","0","1","22014012","","603",""
"60","1","31","22014","604","30","1","22014013","","604",""
"0","1","31","22014","614","0","1","22014014","","614",""
"0","0","31","22014","700","0","1","22014015","","700",""
"0","0","31","22014","701","0","1","22014016","","701",""
"0","0","31","22014","702","0","1","22014017","","702",""
"0","0","31","22014","800","0","1","22014018","","800",""
"60","1","31","22014","936","30","1","22014019","","936",""
"","","93","22014","","","","22014020","","1",""
"wac_birthday_reaction_03","0.2","3","22014","wac_birthday_reaction_05","0","1","22014021","0.2","101711",""
"","","93","22014","","","","22014022","","0.1",""
"wac_birthday_reaction_03","0.2","3","22014","wac_birthday_reaction_02","0","1","22014023","0.2","104311",""
"wac_birthday_reaction_03","0.2","3","22014","wac_birthday_reaction_01","0","1","22014024","0.2","101411",""
"","","93","22014","","","","22014025","","0.3",""
"","0.2","3","22014","wac_birthday_run_01","1","","22014026","","101011",""
"3","","2","22014","0","-70","","22014027","","101011",""
"","","93","22014","","","","22014028","","2.5",""
"","","32","22014","1","","","22014029","","602",""
"","","93","22014","","","","22014030","","0.6",""
"","","32","22014","0","","","22014031","","600",""
"","","32","22014","0","","","22014032","","614",""
"","","32","22014","0","","","22014033","","604",""
"","","32","22014","1","","","22014034","","701",""
"0.01","","33","22014","0","0","","22014035","","936",""
"wac_birthday_wish_04","0.2","3","22014","wac_birthday_blowout_01","0","1","22014036","0.2","101011",""
"0.01","","2","22014","-200","-330","","22014037","","101011",""
"","0.2","3","22014","wac_birthday_idle_normal","1","","22014038","","104311",""
"0.01","","2","22014","180","-320","","22014039","","104311",""
"","0.2","3","22014","wac_birthday_idle_smile","1","","22014040","","101711",""
"0.01","","2","22014","300","-360","","22014041","","101711",""
"","0.2","3","22014","wac_birthday_idle_smile","1","","22014042","","101411",""
"0.01","","2","22014","435","-340","","22014043","","101411",""
"","","93","22014","","","","22014044","","0",""
"","","32","22014","1","","","22014045","","800",""
"","","93","22014","","","","22014046","","0.7",""
"","","32","22014","1","","","22014047","","702",""
"","","93","22014","","","","22014048","","0.5",""
"","","23","22014","se_sys_login_birthday_blow_candle","0","","22014049","","se_common",""
"","","32","22014","0","","","22014050","","701",""
"","","93","22014","","","","22014051","","0.4",""
"","","23","22014","se_sys_login_birthday_cracker","0","","22014052","","se_common",""
"","","32","22014","1","","","22014053","","700",""
"","","23","22014","se_sys_login_birthday_calendar_applause","0","","22014054","","se_common",""
"wac_birthday_idle_normal","0.2","3","22014","wac_birthday_clap","0","1","22014055","0.2","104311",""
"","","93","22014","","","","22014056","","0.1",""
"wac_birthday_idle_smile","0.2","3","22014","wac_birthday_clap","0","1","22014057","0.2","101711",""
"","","93","22014","","","","22014058","","0.1",""
"wac_birthday_idle_smile","0.2","3","22014","wac_birthday_clap","0","1","22014059","0.2","101411",""
"","","93","22014","","","","22014060","","2",""
"","","131","22014","","","","22014061","","1",""
"0","","21","22014","vo_wac_22014_000","0","","22014062","","vo_wac_22014",""
"1","0","11","22014","咦？這是……\n為人家準備的蛋糕嗎？\n這麼豪華的大蛋糕……\n人家真的好開心♪","10","1","22014063","0","101011","0.5"
"","","91","22014","","","","22014064","","0",""
"","0.2","3","22014","wac_birthday_idle_wish","1","","22014065","","101011",""
"","0.2","3","22014","wac_birthday_talk_doya","1","","22014066","","104311",""
"0","","21","22014","vo_wac_22014_001","0","","22014067","","vo_wac_22014",""
"1","0","11","22014","這是我們公會長的生日，\n當然要大手筆盛大慶祝囉♪\n把氣氛越炒越熱吧！","10","1","22014068","0","104311","0.5"
"","","91","22014","","","","22014069","","0",""
"","0.2","3","22014","wac_birthday_idle_doya","1","","22014070","","104311",""
"","0.2","3","22014","wac_birthday_talk_kyapi","1","","22014071","","101711",""
"0","","21","22014","vo_wac_22014_002","0","","22014072","","vo_wac_22014",""
"1","0","11","22014","好～盡情跳舞吧～♪\n來吧來吧，霞也過來，\n一起跳舞慶祝吧～！","10","1","22014073","0","101711","0.5"
"","","91","22014","","","","22014074","","0",""
"","0.2","3","22014","wac_birthday_idle_kyapi","1","","22014075","","101711",""
"","0.2","3","22014","wac_birthday_talk_sad","1","","22014076","","101411",""
"0","","21","22014","vo_wac_22014_003","0","","22014077","","vo_wac_22014",""
"1","0","11","22014","給、給我等一下！\n我沒打算像你們這樣\n粗魯地慶祝生日……\n別、別拉著我轉來轉去啦～！？","10","1","22014078","0","101411","0.5"
"","","91","22014","","","","22014079","","0",""
"","0.2","3","22014","wac_birthday_idle_sad","1","","22014080","","101411",""
"","0.2","3","22014","wac_birthday_talk_smile","1","","22014081","","101011",""
"0","","21","22014","vo_wac_22014_004","0","","22014082","","vo_wac_22014",""
"1","0","11","22014","呵呵，既熱鬧又開心，\n感覺會成為最棒的生日呢。\n王子先生也是，謝謝你\n特地來為人家慶生～♪","10","1","22014083","0","101011","0.5"
"","","91","22014","","","","22014084","","0",""
"","","22","22014","","","","22014085","","0",""
"","","25","22714","bgm_M321_2C","","","22714001","","bgm_M321",""
"-1000","2","1","22714","106611","250","-70","22714002","0","1","wac_birthday_idle_normal"
"230","2","1","22714","106711","256","-270","22714003","1","1","wac_birthday_homare_0929_idle_smile"
"410","2","1","22714","106511","257","-310","22714004","1","1","wac_birthday_idle_doya"
"","","13","22714","300","","","22714005","","106611",""
"","","13","22714","300","","","22714006","","106711",""
"","","13","22714","300","","","22714007","","106511",""
"0","1","31","22714","600","0","1","22714008","","600",""
"0","0","31","22714","602","0","1","22714009","","602",""
"0","0","31","22714","603","0","1","22714010","","603",""
"60","1","31","22714","604","30","1","22714011","","604",""
"0","1","31","22714","614","0","1","22714012","","614",""
"0","0","31","22714","700","0","1","22714013","","700",""
"0","0","31","22714","701","0","1","22714014","","701",""
"0","0","31","22714","702","0","1","22714015","","702",""
"0","0","31","22714","800","0","1","22714016","","800",""
"60","1","31","22714","937","30","1","22714017","","937",""
"","","93","22714","","","","22714018","","1",""
"wac_birthday_reaction_03","0.2","3","22714","wac_birthday_reaction_02","0","1","22714019","0.2","106511",""
"","","93","22714","","","","22714020","","0.1",""
"wac_birthday_homare_0929_reaction_04","0.2","3","22714","wac_birthday_homare_0929_reaction_01","0","1","22714021","0.2","106711",""
"","","93","22714","","","","22714022","","0.3",""
"","0.2","3","22714","wac_birthday_run_01","1","","22714023","","106611",""
"3","","2","22714","0","-70","","22714024","","106611",""
"","","93","22714","","","","22714025","","2.5",""
"","","32","22714","1","","","22714026","","602",""
"","","93","22714","","","","22714027","","0.6",""
"","","32","22714","0","","","22714028","","600",""
"","","32","22714","0","","","22714029","","614",""
"","","32","22714","0","","","22714030","","604",""
"","","32","22714","1","","","22714031","","701",""
"0.01","","33","22714","0","0","","22714032","","937",""
"wac_birthday_wish_02","0.2","3","22714","wac_birthday_blowout_01","0","1","22714033","0.2","106611",""
"0.01","","2","22714","-200","-330","","22714034","","106611",""
"","0.2","3","22714","wac_birthday_homare_0929_idle_smile","1","","22714035","","106711",""
"0.01","","2","22714","180","-320","","22714036","","106711",""
"","0.2","3","22714","wac_birthday_idle_doya","1","","22714037","","106511",""
"0.01","","2","22714","320","-340","","22714038","","106511",""
"","","93","22714","","","","22714039","","0",""
"","","32","22714","1","","","22714040","","800",""
"","","93","22714","","","","22714041","","0.7",""
"","","32","22714","1","","","22714042","","702",""
"","","93","22714","","","","22714043","","0.5",""
"","","23","22714","se_sys_login_birthday_blow_candle","0","","22714044","","se_common",""
"","","32","22714","0","","","22714045","","701",""
"","","93","22714","","","","22714046","","0.4",""
"","","23","22714","se_sys_login_birthday_cracker","0","","22714047","","se_common",""
"","","32","22714","1","","","22714048","","700",""
"","","23","22714","se_sys_login_birthday_calendar_applause","0","","22714049","","se_common",""
"wac_birthday_homare_0929_idle_smile","0.2","3","22714","wac_birthday_homare_0929_clap","0","1","22714050","0.2","106711",""
"","","93","22714","","","","22714051","","0.1",""
"wac_birthday_idle_doya","0.2","3","22714","wac_birthday_clap","0","1","22714052","0.2","106511",""
"","","93","22714","","","","22714053","","2",""
"","","131","22714","","","","22714054","","1",""
"0","","21","22714","vo_wac_22714_000","0","","22714055","","vo_wac_22714",""
"1","0","11","22714","祈梨大人一年一度的生日\n來臨囉！\n家族全員出動壯大聲勢，\n要為我舉辦最盛大的慶生會喔！","10","1","22714056","0","106611","0.5"
"","","91","22714","","","","22714057","","0",""
"","0.2","3","22714","wac_birthday_idle_doya","1","","22714058","","106611",""
"","0.2","3","22714","wac_birthday_homare_0929_talk_smile","1","","22714059","","106711",""
"0","","21","22714","vo_wac_22714_001","0","","22714060","","vo_wac_22714",""
"1","0","11","22714","……祈梨？\n大家為了妳準備了蛋糕\n並聚集在這裡，\n妳應該先說什麼才對呢～？","10","1","22714061","0","106711","0.5"
"","","91","22714","","","","22714062","","0",""
"","0.2","3","22714","wac_birthday_homare_0929_idle_smile","1","","22714063","","106711",""
"","0.2","3","22714","wac_birthday_talk_sad","1","","22714064","","106611",""
"0","","21","22714","vo_wac_22714_002","0","","22714065","","vo_wac_22714",""
"1","0","11","22714","咦？啊，這個……！？\n各各、各位滾來為我慶生，\n真的非常感謝你們！","10","1","22714066","0","106611","0.5"
"","","91","22714","","","","22714067","","0",""
"","0.2","3","22714","wac_birthday_idle_sad","1","","22714068","","106611",""
"","0.2","3","22714","wac_birthday_talk_smile","1","","22714069","","106511",""
"0","","21","22714","vo_wac_22714_003","0","","22714070","","vo_wac_22714",""
"1","0","11","22714","呃，妳那是什麼敬語啊……\n但心意是有到了啦？\n一塊蛋糕就能讓妳樂成這樣，\n我們明年再幫妳準備吧。","10","1","22714071","0","106511","0.5"
"","","91","22714","","","","22714072","","0",""
"","","22","22714","","","","22714073","","0",""
"","","25","23214","bgm_M321_2C","","","23214001","","bgm_M321",""
"-1000","2","1","23214","102811","250","-70","23214002","0","1","wac_birthday_idle_normal"
"200","2","1","23214","102111","256","-270","23214003","1","1","wac_birthday_idle_smile"
"315","2","1","23214","102311","258","-310","23214004","1","1","wac_birthday_idle_wish"
"450","2","1","23214","102511","257","-290","23214005","1","1","wac_birthday_idle_smile"
"","","13","23214","300","","","23214006","","102811",""
