415c7653b2be7ea05da274cb28d9e153c527f7d44c5272fc0b0d2d033b99d1ee,b8524909dfe4ed3bd104c5cf0881979bfd0f6174b5f0b60f9821fbed7fd2e629,edc098bc21c87acdf8ef546a825c6f9c69ad63a311ec1d9e3fc58a650a3da1d2,b109d05c0fcf364e82c2b274a1d7548d72af9c1452be7ec477b0ff3a82b4aa44,39221369e00576858d6d8d6271d17a9cd57c460c0bf0b66582c66ac7f5f9cdb3,e572d525d22ee1905e3327f386bd8078fbbcca9e3abfecd84a4a81843a098dcc,fad93a187393e13a41abe002e015845c701efe38dd015bdbb648105d5c52635f,d5d08e5c3d7a681e3d37bfc97b862220883196ff5c43edf3ea145022a0b0eee3,bd604638b43ade941a3020bc52bade3f358c6d5b2f18a5b0594555866739ea24,44b073eaf0cfc8363673dcfbd52cf73c443c3da3b95d725dd7fa1d7e34745016,4226c31f9815f95384808a923f6e5a989864b2b3d7ca851a109e737fc22c01b5
"","","93","0.4","3217","","","","132170033","0",""
"","","32","301701","3217","","","","132170034","1",""
"","","93","0.9","3217","","","","132170035","0",""
"0","1.05","123","1.05","3217","","1.05","0.3","132170036","1.05",""
"","","122","75","3217","","0.5","","132170037","75",""
"","","32","301702","3217","","","","132170038","1",""
"","","93","0.4","3217","","","","132170039","0",""
"","","32","2","3217","","","","132170040","0",""
"","","32","310000","3217","","","","132170041","0",""
"","","32","321700","3217","","","","132170042","1",""
"","","93","0.4","3217","","","","132170043","0",""
"2","0.95","123","0.95","3217","","0.95","2","132170044","0.95",""
"","","93","0.2","3217","","","","132170045","0",""
"0.2","","3","1000001","3217","","0","","132170046","glad",""
"","","32","120","3217","","","","132170047","1",""
"","","93","0.4","3217","","","","132170048","0",""
"","","32","998","3217","","","","132170049","1",""
"","","93","0.6","3217","","","","132170050","0",""
"0.2","joy_round3_loop","3","1000001","3217","","0","1","132170051","joy_round3_in",""
"","","93","5","3217","","","","132170052","0",""
"","","113","1","3217","","","","132170053","",""
"0","0","31","330000","3300","","345.4","1","133000001","330000",""
"1","0","31","8","3300","","345.4","1","133000002","8",""
"","","35","8","3300","","","","133000003","0",""
"","","91","0","3300","","","","133000004","",""
"0","1.05","123","1.05","3300","","1.05","7.4","133000005","1.05",""
"0.2","","3","1000001","3300","","0","","133000006","wait",""
"","","35","2","3300","","","","133000007","1",""
"","","93","4.9","3300","","","","133000008","0",""
"0","0.95","123","0.95","3300","","0.95","0.4","133000009","0.95",""
"","","32","330000","3300","","","","133000010","1",""
"","","93","0.1","3300","","","","133000011","0",""
"","","32","2","3300","","","","133000012","0",""
"","","93","0.1","3300","","","","133000013","0",""
"","","32","997","3300","","","","133000014","1",""
"0.2","","3","1000001","3300","","0","","133000015","joy_from_wait",""
"","","93","1.63","3300","","","","133000016","0",""
"","","93","0.3","3300","","","","133000017","0",""
"","","113","3","3300","","","","133000018","",""
