3634fd2b6a2e06948985cfada118789ca01619e0b3f336c470fb2172c0614e26,8577257b57b222c5314505109a785d2214c74b4e6dc86097bc64290d856cd57a,de54b3c3d98133dbb1db740a72ac687d37f115f7546dad8ecb0d917f26959806,0f9fb7fc0d50e33ef3a85bd0d6bdfe8cb37499bae757fb4246e0742ab84bf5f2,98b4915c48a31ce5b4b2c77810fc84b6a191c6a9c00d35f5e30bd425d0f5acbd,ca20f31e3570bab63462494571226b08b88bbad7931e25fce184eaa2adb4f607,002e275fc6ef4c76430a3613405904950e513bc7a80298da889952f739081f66,103e61e69ad48ef0d25502caf1f7e6e9d727a77582d46fb5ea68cda39beb3fa0,caa62c1b37b2e68fc874a27105f560e7e8134629a401d2f66f5ada60f7c38e80,3745a870a8e86e37c3a6ca44d4c60d251cf5c4295a5a066fbf730492e4bae35d,b9cfd7e7831d1f08030588de330e4d25eec26fab563b85a218ca1186f6c50d9d,b7c99e9163f3329198e94371b74db38abc7300c853527115db0e47969570644c,e74c719bb0d1a51691948245cc2ceb22a27805f78131f37e8fe26ce07a35b1f4,3825505d73e582faacda01d1ded742e46e566b1a91d412f2315e5aa81b36eff7,cce6af57bb0ef908419dee2c6d2b0d17f811cffb4629ea071ce6dc11d7e25474,3d5c4e3dc1f952c2b1b5b76d208ddcae5a1fb2fef1824fd28b987911041274ae
"145","13","立花日菜","39","妖魔人","0","安涅默涅","4","？？？","照顧花卉、拔除棘刺","","","129601","2","A","繚繞孤絕香氣的花妖魔人"
"139","??","大久保瑠美","??","妖魔人","0","涅妃‧涅羅","12","？？？","扮家家酒、觀察人類","","","129701","31","?","萬魔的頂點，煉獄之皇女"
"168","17","小松未可子","54","獸人族","0","真琴（指揮官）","8","哞哞自衛隊","做點心","10","肚子餓了的話就告訴我哦。\n不介意粗茶淡飯的話，\n讓你試試超級好吃的東西吧！","129801","9","O","不輸男人的狂野義氣少女"
"154","16","橋本ちなみ","43","魔族","0","惠理子（指揮官）","7","暮光流星群","實驗、裁縫、料理","13","我擁有「破壞者」的名號……\n但是，您無須害怕我哦。\n因為您是我重要的命中注定之人呀……","129901","30","B","專情於命中注定對象的少女"
"168","21","ファイルーズあい","55","精靈族","0","倭","1","蠻賊三姊妹","教訓妹妹們","21","","130001","8","B","被惡運所愛，盜賊公會的首領長女"
"158","16","石見舞菜香","45","人族","0","若菜","5","蠻賊三姊妹","編織","21","","130101","30","A","辛苦但有精神。盜賊公會的次女"
"136","12","花井美春","37","獸人族","0","布武機","3","蠻賊三姊妹","欺負若菜","21","","130201","5","AB","囂張但極其聰明！　盜賊公會的三女"
"118","8","小倉唯","21","精靈族","0","鏡華（春日）","2","小小甜心","讀書","5","","130701","2","A","端莊正直的嬌小優等生"
"154","15","悠木碧","43","人族","0","鈴莓（春日）","12","咲戀育幼院","服侍","9","嗚嗚……對不起～\n我又讓廚房爆炸了～\n這樣沒有資格當女僕……","130801","12","O","為了大小姐而努力的冒失女僕"
"158","16","田中美海","46","寶石兔族","0","庫露露","8","吉歐‧提格尼亞","清掃、維護保養寶石或遊樂園","","","130901","2","A","任何東西都會不小心送人的廢柴經理兔女郎"
"155","16","内田真礼","42","獸人族","0","真步（夢想樂園）","9","哞哞自衛隊","幻想、蒐集玩偶","10","人家是真步真步王國的公主，真步公主！\n這奇怪的表情是怎麼了呢？\n真步真步王國是非常遙遠的國家？","131001","22","O","真步真步王國的公主"
"157","19","和氣杏未","55","魔族？","0","涅婭（夏日）","6","憤怒‧軍團","和可愛的正太玩、購物","19","","131101","13","B","超喜歡正太♪辣妹系史萊姆女孩"
"159","16","鬼頭明里","??","人族","0","美空（夏日）","7","憤怒‧軍團","無","19","","131201","2","A","樂觀開朗，卻趨向毀滅的活潑少女"
"154","15","鈴木みのり","44","人族","0","莉莉（夏日）","4","幻變少女","花藝、閱讀（經典文學）、東國畫","20","","131601","29","A","懷抱贖罪之心，追求力量的妹系大和撫子"
"150","??","相坂優歌","???","？？？","0","愛梅斯（夏日）","?","？？？","？？？","","","131701","?","?","以全新樣貌繼續支持騎士冒險的妖精"
"168","25","大西沙織","???","龍人族","0","帆稀（夏日）","4","龍族巢穴","繪畫、讀書","17","","131801","17","O","面帶詭譎的笑容看透一切的臥龍首領。"
"164","114","高橋李依","??","半妖精族","0","愛蜜莉雅（夏日）","9","？？？","幫帕克梳理毛髮、念書","","","131901","23","?","穩重成熟的銀髮半妖精"
"164","??","坂本真綾","???","？？？","0","艾姬多娜（夏日）","1","？？？","滿足求知慾","","","132001","24","?","強欲的魔女"
"154","17","水瀬いのり","??","鬼族","0","雷姆（夏日）","2","？？？","戲劇欣賞、詩和散文","","","132101","2","?","有如鬼助的萬能妹妹女僕"
"157","17","日笠陽子","40","人族","0","望（鍊金術師）","1","慈樂之音","看舞台劇，跳舞","4","","132201","24","B","能歌善舞的超人氣偶像"
"162","??","河瀨茉希","??","天使族","0","萊拉耶爾（聖誕節）","1","？？？","午睡、試吃甜點新品。","","","132801","17","?","兼具溫柔與傲慢的公主。"
"162","23","伊藤静","52","魔族","0","伊緒（聖誕節）","8","月光學院","看戀愛小說、戀愛劇、戀愛漫畫","14","謝謝你總是幫我喔。\n明明我才是年長的一方，卻老是依賴你，真對不起～","132901","14","B","魅惑眾多男性的純潔女老師"
"166","20","富田美憂","0","人族","0","格蕾斯","10","？？？","水墨畫","","","133001","31","AB","伶俐又幽愁、愛裝傻的鬼魂守護騎士"
"140","18","辻あゆみ","33","人族","0","莫妮卡（新年）","7","純白之翼 蘭德索爾分部","逛點心店","15","將「白色翅膀」命名為純白之翼……\n為了不讓這個名字丟臉，\n我會振翅高飛，華麗的打倒敵人！","133201","28","A","外表與內心都是孩子的異國軍人"
"156","17","堀江由衣","43","精靈族","0","咲戀（新年）","10","咲戀育幼院","經營、茶會","9","吝嗇？　不是的，\n我只是秉持著「不浪費」的精神\n過每一天喔！","133501","4","A","經營育幼院的庶民派溫柔大小姐"
"141","14","水橋かおり","??","妖魔人","0","梅杜莎","12","？？？","和梅杜希亞娜一起在空中飛翔","","","133601","7","B","任性又固執的老么蛇女孩"
"160","25","沢城みゆき","??","人族","0","拉比林斯達（始源）","7","拉比林斯","觀察人類","3","","133701","25","AB","祕密結社拉比林斯的「迷宮女王」"
"149","24","井口裕香","??","精靈族","0","似似花（始源）","3","？？？","模仿、藝術欣賞","","","133801","24","O","隱居在研究所，相當文靜的大姊姊"
"165","27","たかはし智秋","??","人族","0","克莉絲提娜（始源）","2","王宮騎士團","和強敵之間的競爭","8","","133901","7","O","自視甚高的王宮騎士團副團長"
"???","??","相坂優歌","???","？？？","0","菲歐","?","？？？","和你一起冒險","","","134001","?","?","與你同在的引導妖精"
"155","16","東山奈央","44","獸人族","0","日和（公主）","8","破曉之星","助人、打氣加油","2","你好！我是日和！\n碰到有困難的人我會去幫助他們！\n你如果樂意要不要一起來呢？","180101","27","A","最愛幫助別人！　正向思考的格鬥少女"
"158","17","種田梨沙","47","人族","0","優衣（公主）","4","破曉之星","料理、觀察人類","2","雖然不曉得能不能幫上忙……但我也會盡全力地\n支援大家哦！","180201","5","O","擅長支援戰鬥，心地善良的少女"
"163","18","早見沙織","46","魔族","0","怜（公主）","1","破曉之星","讀書、騎馬、茶","2","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","180301","12","B","冷酷又率直的劍士"
"156","17","M・A・O","46","人族","0","貪吃佩可（公主）","3","美食殿堂","邊走邊吃、料理","1","那、那個……你身上有帶著吃的東西嗎？\n我的肚子餓得咕嚕咕嚕叫了……","180401","31","O","元氣滿點的空腹少女"
"140","11","伊藤美来","35","精靈族","0","可可蘿（公主）","5","美食殿堂","冥想、養育動植物","1","在下奉命成為了主人您的嚮導。\n為了讓主人滿意，\n在下將會誠心誠意地侍奉您。","180501","11","B","仰慕主人，小小嚮導"
"152","14","立花理香","39","獸人族","0","凱留（公主）","9","美食殿堂","和貓咪玩耍","1","怎麼慢吞吞的啦。\n真沒辦法，我來助你一臂之力吧。　給我好好感謝哦！","180601","2","A","倒在路旁的謎之貓耳魔法師"
"-","17","大橋彩香、小清水亞美","-","精靈族、獸人族","0","初音＆栞","-","森林守衛、伊麗莎白牧場","兩個人一起去野餐","500","","180701","-","-","以羈絆連結的互信互愛姊妹"
"-","17","諸星すみれ、日高里菜、小倉唯","-","人族、獸人族、精靈族","0","禊＆美美＆鏡華","-","小小甜心","和大家一起冒險","5","","180801","-","-","勇氣！　友情！　小小甜心！"
"-","17","松嵜麗、堀江由衣","-","人族、精靈族","0","秋乃＆咲戀","-","墨丘利財團、咲戀育幼院","切磋琢磨","501","","180901","-","-","以高尚的友情結交的好對手"
"-","17","日笠陽子、福原綾香","-","人族、半人半龍","0","安＆古蕾婭","-","？？？","一起合奏鋼琴","","","181001","-","-","許下誓約的馬納歷亞雙姬"
"-","18","生天目仁美、阿澄佳奈","-","人族、人族","0","靜流＆璃乃","-","拉比林斯","疼愛弟弟＆向哥哥撒嬌","3","","181101","-","-","跨越真實及虛偽的三姐弟"
"147","14","近藤玲奈","???","龍人族","0","雪菲（公主）","12","美食殿堂","讀書、伸展運動","1","","181201","14","B","失去記憶的龍人族少女"
"-","-","-","-","-","0","骷髏老爸","-","-","-","","","427101","-","-","最喜歡美女跟女兒♪的廢物骷髏男。"
"155","16","東山奈央","44","獸人族","0","日和","8","破曉之星","助人、打氣加油","2","你好！我是日和！\n碰到有困難的人我會去幫助他們！\n你如果樂意要不要一起來呢？","900103","27","A","最愛幫助別人！　正向思考的格鬥少女"
"145","13","藤田茜","???","龍人族","0","祈梨","9","龍族巢穴","遊戲","17","","906601","29","AB","嘴上功夫一流的廢材龍娘"
"163","18","早見沙織","46","魔族","0","怜（星素）","1","破曉之星","讀書、騎馬、茶","17","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","928801","12","B","冷酷又率直的劍士"
