fe3c312b65c32e3b3ba910570a57ba7d7ecbaef2ede503b520ad352b93046220,bae271ac1082e96cf6a81154b90d326f0253560e29388d06405d8f7b5cc0a238,cc972137f0afd67a197b088d2f2473392f96247bb45cc2c82d1b7169e1c7edf2,be5763c8eed5addb93e1bfdc8a6d3a9c7a1f9e6249acbc70261158f17a44056b,0222c13c92e307733f8772906c14ee7d0b8dde0d5b996794668016e685bccaf2,a866784d41d50078a276ba6a42856e6425660a5f258f502d4e1151ccf216cf09
"對加農砲附加<0>攻擊力+40%","1","2","30102040","3","40"
"對加農砲附加<0>攻擊力+41%","1","2","30102041","3","41"
"對加農砲附加<0>攻擊力+42%","1","2","30102042","3","42"
"對加農砲附加<0>攻擊力+43%","1","2","30102043","3","43"
"對加農砲附加<0>攻擊力+44%","1","2","30102044","3","44"
"對加農砲附加<0>攻擊力+45%","1","2","30102045","3","45"
"對加農砲附加<0>攻擊力+46%","1","2","30102046","3","46"
"對加農砲附加<0>攻擊力+47%","1","2","30102047","3","47"
"對加農砲附加<0>攻擊力+48%","1","2","30102048","3","48"
"對加農砲附加<0>攻擊力+49%","1","2","30102049","3","49"
"對加農砲附加<0>攻擊力+50%","1","2","30102050","3","50"
"對加農砲附加<0>攻擊力+51%","1","2","30102051","3","51"
"對加農砲附加<0>攻擊力+52%","1","2","30102052","3","52"
"對加農砲附加<0>攻擊力+53%","1","2","30102053","3","53"
"對加農砲附加<0>攻擊力+54%","1","2","30102054","3","54"
"對加農砲附加<0>攻擊力+55%","1","2","30102055","3","55"
"對加農砲附加<0>攻擊力+56%","1","2","30102056","3","56"
"對加農砲附加<0>攻擊力+57%","1","2","30102057","3","57"
"對加農砲附加<0>攻擊力+58%","1","2","30102058","3","58"
"對加農砲附加<0>攻擊力+59%","1","2","30102059","3","59"
"對加農砲附加<0>攻擊力+60%","1","2","30102060","3","60"
"對加農砲附加<0>攻擊力+61%","1","2","30102061","3","61"
"對加農砲附加<0>攻擊力+62%","1","2","30102062","3","62"
"對加農砲附加<0>攻擊力+63%","1","2","30102063","3","63"
"對加農砲附加<0>攻擊力+64%","1","2","30102064","3","64"
"對加農砲附加<0>攻擊力+65%","1","2","30102065","3","65"
"對加農砲附加<0>攻擊力+66%","1","2","30102066","3","66"
"對加農砲附加<0>攻擊力+67%","1","2","30102067","3","67"
"對加農砲附加<0>攻擊力+68%","1","2","30102068","3","68"
"對加農砲附加<0>攻擊力+69%","1","2","30102069","3","69"
"對加農砲附加<0>攻擊力+70%","1","2","30102070","3","70"
"對加農砲附加<0>攻擊力+71%","1","2","30102071","3","71"
"對加農砲附加<0>攻擊力+72%","1","2","30102072","3","72"
"對加農砲附加<0>攻擊力+73%","1","2","30102073","3","73"
"對加農砲附加<0>攻擊力+74%","1","2","30102074","3","74"
"對加農砲附加<0>攻擊力+75%","1","2","30102075","3","75"
"對加農砲附加<0>攻擊力+76%","1","2","30102076","3","76"
"對加農砲附加<0>攻擊力+77%","1","2","30102077","3","77"
"對加農砲附加<0>攻擊力+78%","1","2","30102078","3","78"
"對加農砲附加<0>攻擊力+79%","1","2","30102079","3","79"
"對加農砲附加<0>攻擊力+80%","1","2","30102080","3","80"
"對加農砲附加<0>攻擊力+81%","1","2","30102081","3","81"
"對加農砲附加<0>攻擊力+82%","1","2","30102082","3","82"
"對加農砲附加<0>攻擊力+83%","1","2","30102083","3","83"
"對加農砲附加<0>攻擊力+84%","1","2","30102084","3","84"
"對加農砲附加<0>攻擊力+85%","1","2","30102085","3","85"
"對加農砲附加<0>攻擊力+86%","1","2","30102086","3","86"
"對加農砲附加<0>攻擊力+87%","1","2","30102087","3","87"
"對加農砲附加<0>攻擊力+88%","1","2","30102088","3","88"
"對加農砲附加<0>攻擊力+89%","1","2","30102089","3","89"
"對加農砲附加<0>攻擊力+90%","1","2","30102090","3","90"
"對加農砲附加<0>攻擊力+91%","1","2","30102091","3","91"
"對加農砲附加<0>攻擊力+92%","1","2","30102092","3","92"
"對加農砲附加<0>攻擊力+93%","1","2","30102093","3","93"
"對加農砲附加<0>攻擊力+94%","1","2","30102094","3","94"
"對加農砲附加<0>攻擊力+95%","1","2","30102095","3","95"
"對加農砲附加<0>攻擊力+96%","1","2","30102096","3","96"
"對加農砲附加<0>攻擊力+97%","1","2","30102097","3","97"
"對加農砲附加<0>攻擊力+98%","1","2","30102098","3","98"
"對加農砲附加<0>攻擊力+99%","1","2","30102099","3","99"
"對加農砲附加<0>攻擊力+100%","1","2","30102100","3","100"
"對刨刀附加<0>攻擊力+10%","2","2","30202010","3","10"
"對刨刀附加<0>攻擊力+11%","2","2","30202011","3","11"
"對刨刀附加<0>攻擊力+12%","2","2","30202012","3","12"
"對刨刀附加<0>攻擊力+13%","2","2","30202013","3","13"
"對刨刀附加<0>攻擊力+14%","2","2","30202014","3","14"
"對刨刀附加<0>攻擊力+15%","2","2","30202015","3","15"
"對刨刀附加<0>攻擊力+16%","2","2","30202016","3","16"
"對刨刀附加<0>攻擊力+17%","2","2","30202017","3","17"
"對刨刀附加<0>攻擊力+18%","2","2","30202018","3","18"
"對刨刀附加<0>攻擊力+19%","2","2","30202019","3","19"
"對刨刀附加<0>攻擊力+20%","2","2","30202020","3","20"
"對刨刀附加<0>攻擊力+21%","2","2","30202021","3","21"
"對刨刀附加<0>攻擊力+22%","2","2","30202022","3","22"
"對刨刀附加<0>攻擊力+23%","2","2","30202023","3","23"
"對刨刀附加<0>攻擊力+24%","2","2","30202024","3","24"
"對刨刀附加<0>攻擊力+25%","2","2","30202025","3","25"
"對刨刀附加<0>攻擊力+26%","2","2","30202026","3","26"
"對刨刀附加<0>攻擊力+27%","2","2","30202027","3","27"
"對刨刀附加<0>攻擊力+28%","2","2","30202028","3","28"
"對刨刀附加<0>攻擊力+29%","2","2","30202029","3","29"
"對刨刀附加<0>攻擊力+30%","2","2","30202030","3","30"
"對刨刀附加<0>攻擊力+31%","2","2","30202031","3","31"
"對刨刀附加<0>攻擊力+32%","2","2","30202032","3","32"
"對刨刀附加<0>攻擊力+33%","2","2","30202033","3","33"
"對刨刀附加<0>攻擊力+34%","2","2","30202034","3","34"
"對刨刀附加<0>攻擊力+35%","2","2","30202035","3","35"
"對刨刀附加<0>攻擊力+36%","2","2","30202036","3","36"
"對刨刀附加<0>攻擊力+37%","2","2","30202037","3","37"
"對刨刀附加<0>攻擊力+38%","2","2","30202038","3","38"
"對刨刀附加<0>攻擊力+39%","2","2","30202039","3","39"
"對刨刀附加<0>攻擊力+40%","2","2","30202040","3","40"
"對刨刀附加<0>攻擊力+41%","2","2","30202041","3","41"
"對刨刀附加<0>攻擊力+42%","2","2","30202042","3","42"
"對刨刀附加<0>攻擊力+43%","2","2","30202043","3","43"
"對刨刀附加<0>攻擊力+44%","2","2","30202044","3","44"
"對刨刀附加<0>攻擊力+45%","2","2","30202045","3","45"
"對刨刀附加<0>攻擊力+46%","2","2","30202046","3","46"
"對刨刀附加<0>攻擊力+47%","2","2","30202047","3","47"
"對刨刀附加<0>攻擊力+48%","2","2","30202048","3","48"
"對刨刀附加<0>攻擊力+49%","2","2","30202049","3","49"
"對刨刀附加<0>攻擊力+50%","2","2","30202050","3","50"
"對刨刀附加<0>攻擊力+51%","2","2","30202051","3","51"
"對刨刀附加<0>攻擊力+52%","2","2","30202052","3","52"
"對刨刀附加<0>攻擊力+53%","2","2","30202053","3","53"
"對刨刀附加<0>攻擊力+54%","2","2","30202054","3","54"
"對刨刀附加<0>攻擊力+55%","2","2","30202055","3","55"
"對刨刀附加<0>攻擊力+56%","2","2","30202056","3","56"
"對刨刀附加<0>攻擊力+57%","2","2","30202057","3","57"
"對刨刀附加<0>攻擊力+58%","2","2","30202058","3","58"
"對刨刀附加<0>攻擊力+59%","2","2","30202059","3","59"
"對刨刀附加<0>攻擊力+60%","2","2","30202060","3","60"
"對刨刀附加<0>攻擊力+61%","2","2","30202061","3","61"
"對刨刀附加<0>攻擊力+62%","2","2","30202062","3","62"
"對刨刀附加<0>攻擊力+63%","2","2","30202063","3","63"
"對刨刀附加<0>攻擊力+64%","2","2","30202064","3","64"
"對刨刀附加<0>攻擊力+65%","2","2","30202065","3","65"
"對刨刀附加<0>攻擊力+66%","2","2","30202066","3","66"
"對刨刀附加<0>攻擊力+67%","2","2","30202067","3","67"
"對刨刀附加<0>攻擊力+68%","2","2","30202068","3","68"
"對刨刀附加<0>攻擊力+69%","2","2","30202069","3","69"
"對刨刀附加<0>攻擊力+70%","2","2","30202070","3","70"
"對刨刀附加<0>攻擊力+71%","2","2","30202071","3","71"
"對刨刀附加<0>攻擊力+72%","2","2","30202072","3","72"
"對刨刀附加<0>攻擊力+73%","2","2","30202073","3","73"
"對刨刀附加<0>攻擊力+74%","2","2","30202074","3","74"
"對刨刀附加<0>攻擊力+75%","2","2","30202075","3","75"
"對刨刀附加<0>攻擊力+76%","2","2","30202076","3","76"
"對刨刀附加<0>攻擊力+77%","2","2","30202077","3","77"
"對刨刀附加<0>攻擊力+78%","2","2","30202078","3","78"
"對刨刀附加<0>攻擊力+79%","2","2","30202079","3","79"
"對刨刀附加<0>攻擊力+80%","2","2","30202080","3","80"
"對刨刀附加<0>攻擊力+81%","2","2","30202081","3","81"
"對刨刀附加<0>攻擊力+82%","2","2","30202082","3","82"
"對刨刀附加<0>攻擊力+83%","2","2","30202083","3","83"
"對刨刀附加<0>攻擊力+84%","2","2","30202084","3","84"
"對刨刀附加<0>攻擊力+85%","2","2","30202085","3","85"
"對刨刀附加<0>攻擊力+86%","2","2","30202086","3","86"
"對刨刀附加<0>攻擊力+87%","2","2","30202087","3","87"
"對刨刀附加<0>攻擊力+88%","2","2","30202088","3","88"
"對刨刀附加<0>攻擊力+89%","2","2","30202089","3","89"
"對刨刀附加<0>攻擊力+90%","2","2","30202090","3","90"
"對刨刀附加<0>攻擊力+91%","2","2","30202091","3","91"
"對刨刀附加<0>攻擊力+92%","2","2","30202092","3","92"
"對刨刀附加<0>攻擊力+93%","2","2","30202093","3","93"
"對刨刀附加<0>攻擊力+94%","2","2","30202094","3","94"
"對刨刀附加<0>攻擊力+95%","2","2","30202095","3","95"
"對刨刀附加<0>攻擊力+96%","2","2","30202096","3","96"
"對刨刀附加<0>攻擊力+97%","2","2","30202097","3","97"
"對刨刀附加<0>攻擊力+98%","2","2","30202098","3","98"
"對刨刀附加<0>攻擊力+99%","2","2","30202099","3","99"
"對刨刀附加<0>攻擊力+100%","2","2","30202100","3","100"
"對鑽頭附加<0>攻擊力+10%","3","2","30302010","3","10"
"對鑽頭附加<0>攻擊力+11%","3","2","30302011","3","11"
"對鑽頭附加<0>攻擊力+12%","3","2","30302012","3","12"
"對鑽頭附加<0>攻擊力+13%","3","2","30302013","3","13"
"對鑽頭附加<0>攻擊力+14%","3","2","30302014","3","14"
"對鑽頭附加<0>攻擊力+15%","3","2","30302015","3","15"
"對鑽頭附加<0>攻擊力+16%","3","2","30302016","3","16"
"對鑽頭附加<0>攻擊力+17%","3","2","30302017","3","17"
"對鑽頭附加<0>攻擊力+18%","3","2","30302018","3","18"
"對鑽頭附加<0>攻擊力+19%","3","2","30302019","3","19"
"對鑽頭附加<0>攻擊力+20%","3","2","30302020","3","20"
"對鑽頭附加<0>攻擊力+21%","3","2","30302021","3","21"
"對鑽頭附加<0>攻擊力+22%","3","2","30302022","3","22"
"對鑽頭附加<0>攻擊力+23%","3","2","30302023","3","23"
"對鑽頭附加<0>攻擊力+24%","3","2","30302024","3","24"
"對鑽頭附加<0>攻擊力+25%","3","2","30302025","3","25"
"對鑽頭附加<0>攻擊力+26%","3","2","30302026","3","26"
"對鑽頭附加<0>攻擊力+27%","3","2","30302027","3","27"
"對鑽頭附加<0>攻擊力+28%","3","2","30302028","3","28"
"對鑽頭附加<0>攻擊力+29%","3","2","30302029","3","29"
"對鑽頭附加<0>攻擊力+30%","3","2","30302030","3","30"
"對鑽頭附加<0>攻擊力+31%","3","2","30302031","3","31"
"對鑽頭附加<0>攻擊力+32%","3","2","30302032","3","32"
"對鑽頭附加<0>攻擊力+33%","3","2","30302033","3","33"
"對鑽頭附加<0>攻擊力+34%","3","2","30302034","3","34"
"對鑽頭附加<0>攻擊力+35%","3","2","30302035","3","35"
"對鑽頭附加<0>攻擊力+36%","3","2","30302036","3","36"
"對鑽頭附加<0>攻擊力+37%","3","2","30302037","3","37"
"對鑽頭附加<0>攻擊力+38%","3","2","30302038","3","38"
"對鑽頭附加<0>攻擊力+39%","3","2","30302039","3","39"
"對鑽頭附加<0>攻擊力+40%","3","2","30302040","3","40"
"對鑽頭附加<0>攻擊力+41%","3","2","30302041","3","41"
"對鑽頭附加<0>攻擊力+42%","3","2","30302042","3","42"
"對鑽頭附加<0>攻擊力+43%","3","2","30302043","3","43"
"對鑽頭附加<0>攻擊力+44%","3","2","30302044","3","44"
"對鑽頭附加<0>攻擊力+45%","3","2","30302045","3","45"
"對鑽頭附加<0>攻擊力+46%","3","2","30302046","3","46"
"對鑽頭附加<0>攻擊力+47%","3","2","30302047","3","47"
"對鑽頭附加<0>攻擊力+48%","3","2","30302048","3","48"
"對鑽頭附加<0>攻擊力+49%","3","2","30302049","3","49"
"對鑽頭附加<0>攻擊力+50%","3","2","30302050","3","50"
"對鑽頭附加<0>攻擊力+51%","3","2","30302051","3","51"
"對鑽頭附加<0>攻擊力+52%","3","2","30302052","3","52"
"對鑽頭附加<0>攻擊力+53%","3","2","30302053","3","53"
"對鑽頭附加<0>攻擊力+54%","3","2","30302054","3","54"
"對鑽頭附加<0>攻擊力+55%","3","2","30302055","3","55"
"對鑽頭附加<0>攻擊力+56%","3","2","30302056","3","56"
"對鑽頭附加<0>攻擊力+57%","3","2","30302057","3","57"
"對鑽頭附加<0>攻擊力+58%","3","2","30302058","3","58"
"對鑽頭附加<0>攻擊力+59%","3","2","30302059","3","59"
"對鑽頭附加<0>攻擊力+60%","3","2","30302060","3","60"
"對鑽頭附加<0>攻擊力+61%","3","2","30302061","3","61"
"對鑽頭附加<0>攻擊力+62%","3","2","30302062","3","62"
"對鑽頭附加<0>攻擊力+63%","3","2","30302063","3","63"
"對鑽頭附加<0>攻擊力+64%","3","2","30302064","3","64"
"對鑽頭附加<0>攻擊力+65%","3","2","30302065","3","65"
"對鑽頭附加<0>攻擊力+66%","3","2","30302066","3","66"
"對鑽頭附加<0>攻擊力+67%","3","2","30302067","3","67"
"對鑽頭附加<0>攻擊力+68%","3","2","30302068","3","68"
"對鑽頭附加<0>攻擊力+69%","3","2","30302069","3","69"
"對鑽頭附加<0>攻擊力+70%","3","2","30302070","3","70"
"對鑽頭附加<0>攻擊力+71%","3","2","30302071","3","71"
"對鑽頭附加<0>攻擊力+72%","3","2","30302072","3","72"
"對鑽頭附加<0>攻擊力+73%","3","2","30302073","3","73"
"對鑽頭附加<0>攻擊力+74%","3","2","30302074","3","74"
"對鑽頭附加<0>攻擊力+75%","3","2","30302075","3","75"
"對鑽頭附加<0>攻擊力+76%","3","2","30302076","3","76"
"對鑽頭附加<0>攻擊力+77%","3","2","30302077","3","77"
"對鑽頭附加<0>攻擊力+78%","3","2","30302078","3","78"
"對鑽頭附加<0>攻擊力+79%","3","2","30302079","3","79"
"對鑽頭附加<0>攻擊力+80%","3","2","30302080","3","80"
"對鑽頭附加<0>攻擊力+81%","3","2","30302081","3","81"
"對鑽頭附加<0>攻擊力+82%","3","2","30302082","3","82"
"對鑽頭附加<0>攻擊力+83%","3","2","30302083","3","83"
"對鑽頭附加<0>攻擊力+84%","3","2","30302084","3","84"
"對鑽頭附加<0>攻擊力+85%","3","2","30302085","3","85"
"對鑽頭附加<0>攻擊力+86%","3","2","30302086","3","86"
"對鑽頭附加<0>攻擊力+87%","3","2","30302087","3","87"
"對鑽頭附加<0>攻擊力+88%","3","2","30302088","3","88"
"對鑽頭附加<0>攻擊力+89%","3","2","30302089","3","89"
"對鑽頭附加<0>攻擊力+90%","3","2","30302090","3","90"
"對鑽頭附加<0>攻擊力+91%","3","2","30302091","3","91"
"對鑽頭附加<0>攻擊力+92%","3","2","30302092","3","92"
"對鑽頭附加<0>攻擊力+93%","3","2","30302093","3","93"
"對鑽頭附加<0>攻擊力+94%","3","2","30302094","3","94"
"對鑽頭附加<0>攻擊力+95%","3","2","30302095","3","95"
"對鑽頭附加<0>攻擊力+96%","3","2","30302096","3","96"
"對鑽頭附加<0>攻擊力+97%","3","2","30302097","3","97"
"對鑽頭附加<0>攻擊力+98%","3","2","30302098","3","98"
"對鑽頭附加<0>攻擊力+99%","3","2","30302099","3","99"
"對鑽頭附加<0>攻擊力+100%","3","2","30302100","3","100"
"對槌子附加<0>攻擊力+10%","4","2","30402010","3","10"
"對槌子附加<0>攻擊力+11%","4","2","30402011","3","11"
"對槌子附加<0>攻擊力+12%","4","2","30402012","3","12"
"對槌子附加<0>攻擊力+13%","4","2","30402013","3","13"
"對槌子附加<0>攻擊力+14%","4","2","30402014","3","14"
"對槌子附加<0>攻擊力+15%","4","2","30402015","3","15"
"對槌子附加<0>攻擊力+16%","4","2","30402016","3","16"
"對槌子附加<0>攻擊力+17%","4","2","30402017","3","17"
"對槌子附加<0>攻擊力+18%","4","2","30402018","3","18"
"對槌子附加<0>攻擊力+19%","4","2","30402019","3","19"
"對槌子附加<0>攻擊力+20%","4","2","30402020","3","20"
"對槌子附加<0>攻擊力+21%","4","2","30402021","3","21"
"對槌子附加<0>攻擊力+22%","4","2","30402022","3","22"
"對槌子附加<0>攻擊力+23%","4","2","30402023","3","23"
"對槌子附加<0>攻擊力+24%","4","2","30402024","3","24"
"對槌子附加<0>攻擊力+25%","4","2","30402025","3","25"
"對槌子附加<0>攻擊力+26%","4","2","30402026","3","26"
"對槌子附加<0>攻擊力+27%","4","2","30402027","3","27"
"對槌子附加<0>攻擊力+28%","4","2","30402028","3","28"
"對槌子附加<0>攻擊力+29%","4","2","30402029","3","29"
"對槌子附加<0>攻擊力+30%","4","2","30402030","3","30"
"對槌子附加<0>攻擊力+31%","4","2","30402031","3","31"
"對槌子附加<0>攻擊力+32%","4","2","30402032","3","32"
"對槌子附加<0>攻擊力+33%","4","2","30402033","3","33"
"對槌子附加<0>攻擊力+34%","4","2","30402034","3","34"
"對槌子附加<0>攻擊力+35%","4","2","30402035","3","35"
"對槌子附加<0>攻擊力+36%","4","2","30402036","3","36"
"對槌子附加<0>攻擊力+37%","4","2","30402037","3","37"
"對槌子附加<0>攻擊力+38%","4","2","30402038","3","38"
"對槌子附加<0>攻擊力+39%","4","2","30402039","3","39"
"對槌子附加<0>攻擊力+40%","4","2","30402040","3","40"
"對槌子附加<0>攻擊力+41%","4","2","30402041","3","41"
"對槌子附加<0>攻擊力+42%","4","2","30402042","3","42"
"對槌子附加<0>攻擊力+43%","4","2","30402043","3","43"
"對槌子附加<0>攻擊力+44%","4","2","30402044","3","44"
"對槌子附加<0>攻擊力+45%","4","2","30402045","3","45"
"對槌子附加<0>攻擊力+46%","4","2","30402046","3","46"
"對槌子附加<0>攻擊力+47%","4","2","30402047","3","47"
"對槌子附加<0>攻擊力+48%","4","2","30402048","3","48"
"對槌子附加<0>攻擊力+49%","4","2","30402049","3","49"
"對槌子附加<0>攻擊力+50%","4","2","30402050","3","50"
"對槌子附加<0>攻擊力+51%","4","2","30402051","3","51"
"對槌子附加<0>攻擊力+52%","4","2","30402052","3","52"
"對槌子附加<0>攻擊力+53%","4","2","30402053","3","53"
"對槌子附加<0>攻擊力+54%","4","2","30402054","3","54"
"對槌子附加<0>攻擊力+55%","4","2","30402055","3","55"
"對槌子附加<0>攻擊力+56%","4","2","30402056","3","56"
"對槌子附加<0>攻擊力+57%","4","2","30402057","3","57"
"對槌子附加<0>攻擊力+58%","4","2","30402058","3","58"
"對槌子附加<0>攻擊力+59%","4","2","30402059","3","59"
"對槌子附加<0>攻擊力+60%","4","2","30402060","3","60"
"對槌子附加<0>攻擊力+61%","4","2","30402061","3","61"
"對槌子附加<0>攻擊力+62%","4","2","30402062","3","62"
"對槌子附加<0>攻擊力+63%","4","2","30402063","3","63"
"對槌子附加<0>攻擊力+64%","4","2","30402064","3","64"
"對槌子附加<0>攻擊力+65%","4","2","30402065","3","65"
"對槌子附加<0>攻擊力+66%","4","2","30402066","3","66"
"對槌子附加<0>攻擊力+67%","4","2","30402067","3","67"
"對槌子附加<0>攻擊力+68%","4","2","30402068","3","68"
"對槌子附加<0>攻擊力+69%","4","2","30402069","3","69"
"對槌子附加<0>攻擊力+70%","4","2","30402070","3","70"
"對槌子附加<0>攻擊力+71%","4","2","30402071","3","71"
"對槌子附加<0>攻擊力+72%","4","2","30402072","3","72"
"對槌子附加<0>攻擊力+73%","4","2","30402073","3","73"
"對槌子附加<0>攻擊力+74%","4","2","30402074","3","74"
"對槌子附加<0>攻擊力+75%","4","2","30402075","3","75"
"對槌子附加<0>攻擊力+76%","4","2","30402076","3","76"
"對槌子附加<0>攻擊力+77%","4","2","30402077","3","77"
"對槌子附加<0>攻擊力+78%","4","2","30402078","3","78"
"對槌子附加<0>攻擊力+79%","4","2","30402079","3","79"
"對槌子附加<0>攻擊力+80%","4","2","30402080","3","80"
"對槌子附加<0>攻擊力+81%","4","2","30402081","3","81"
"對槌子附加<0>攻擊力+82%","4","2","30402082","3","82"
"對槌子附加<0>攻擊力+83%","4","2","30402083","3","83"
"對槌子附加<0>攻擊力+84%","4","2","30402084","3","84"
"對槌子附加<0>攻擊力+85%","4","2","30402085","3","85"
"對槌子附加<0>攻擊力+86%","4","2","30402086","3","86"
"對槌子附加<0>攻擊力+87%","4","2","30402087","3","87"
"對槌子附加<0>攻擊力+88%","4","2","30402088","3","88"
"對槌子附加<0>攻擊力+89%","4","2","30402089","3","89"
"對槌子附加<0>攻擊力+90%","4","2","30402090","3","90"
"對槌子附加<0>攻擊力+91%","4","2","30402091","3","91"
"對槌子附加<0>攻擊力+92%","4","2","30402092","3","92"
"對槌子附加<0>攻擊力+93%","4","2","30402093","3","93"
"對槌子附加<0>攻擊力+94%","4","2","30402094","3","94"
"對槌子附加<0>攻擊力+95%","4","2","30402095","3","95"
"對槌子附加<0>攻擊力+96%","4","2","30402096","3","96"
"對槌子附加<0>攻擊力+97%","4","2","30402097","3","97"
"對槌子附加<0>攻擊力+98%","4","2","30402098","3","98"
"對槌子附加<0>攻擊力+99%","4","2","30402099","3","99"
"對槌子附加<0>攻擊力+100%","4","2","30402100","3","100"
"對霰彈槍附加<0>攻擊力+10%","5","2","30502010","3","10"
"對霰彈槍附加<0>攻擊力+11%","5","2","30502011","3","11"
"對霰彈槍附加<0>攻擊力+12%","5","2","30502012","3","12"
"對霰彈槍附加<0>攻擊力+13%","5","2","30502013","3","13"
"對霰彈槍附加<0>攻擊力+14%","5","2","30502014","3","14"
"對霰彈槍附加<0>攻擊力+15%","5","2","30502015","3","15"
"對霰彈槍附加<0>攻擊力+16%","5","2","30502016","3","16"
"對霰彈槍附加<0>攻擊力+17%","5","2","30502017","3","17"
"對霰彈槍附加<0>攻擊力+18%","5","2","30502018","3","18"
"對霰彈槍附加<0>攻擊力+19%","5","2","30502019","3","19"
"對霰彈槍附加<0>攻擊力+20%","5","2","30502020","3","20"
"對霰彈槍附加<0>攻擊力+21%","5","2","30502021","3","21"
"對霰彈槍附加<0>攻擊力+22%","5","2","30502022","3","22"
"對霰彈槍附加<0>攻擊力+23%","5","2","30502023","3","23"
"對霰彈槍附加<0>攻擊力+24%","5","2","30502024","3","24"
"對霰彈槍附加<0>攻擊力+25%","5","2","30502025","3","25"
"對霰彈槍附加<0>攻擊力+26%","5","2","30502026","3","26"
"對霰彈槍附加<0>攻擊力+27%","5","2","30502027","3","27"
"對霰彈槍附加<0>攻擊力+28%","5","2","30502028","3","28"
"對霰彈槍附加<0>攻擊力+29%","5","2","30502029","3","29"
"對霰彈槍附加<0>攻擊力+30%","5","2","30502030","3","30"
"對霰彈槍附加<0>攻擊力+31%","5","2","30502031","3","31"
"對霰彈槍附加<0>攻擊力+32%","5","2","30502032","3","32"
"對霰彈槍附加<0>攻擊力+33%","5","2","30502033","3","33"
"對霰彈槍附加<0>攻擊力+34%","5","2","30502034","3","34"
"對霰彈槍附加<0>攻擊力+35%","5","2","30502035","3","35"
"對霰彈槍附加<0>攻擊力+36%","5","2","30502036","3","36"
"對霰彈槍附加<0>攻擊力+37%","5","2","30502037","3","37"
"對霰彈槍附加<0>攻擊力+38%","5","2","30502038","3","38"
"對霰彈槍附加<0>攻擊力+39%","5","2","30502039","3","39"
"對霰彈槍附加<0>攻擊力+40%","5","2","30502040","3","40"
"對霰彈槍附加<0>攻擊力+41%","5","2","30502041","3","41"
"對霰彈槍附加<0>攻擊力+42%","5","2","30502042","3","42"
"對霰彈槍附加<0>攻擊力+43%","5","2","30502043","3","43"
"對霰彈槍附加<0>攻擊力+44%","5","2","30502044","3","44"
"對霰彈槍附加<0>攻擊力+45%","5","2","30502045","3","45"
"對霰彈槍附加<0>攻擊力+46%","5","2","30502046","3","46"
"對霰彈槍附加<0>攻擊力+47%","5","2","30502047","3","47"
"對霰彈槍附加<0>攻擊力+48%","5","2","30502048","3","48"
"對霰彈槍附加<0>攻擊力+49%","5","2","30502049","3","49"
"對霰彈槍附加<0>攻擊力+50%","5","2","30502050","3","50"
"對霰彈槍附加<0>攻擊力+51%","5","2","30502051","3","51"
"對霰彈槍附加<0>攻擊力+52%","5","2","30502052","3","52"
"對霰彈槍附加<0>攻擊力+53%","5","2","30502053","3","53"
"對霰彈槍附加<0>攻擊力+54%","5","2","30502054","3","54"
"對霰彈槍附加<0>攻擊力+55%","5","2","30502055","3","55"
"對霰彈槍附加<0>攻擊力+56%","5","2","30502056","3","56"
"對霰彈槍附加<0>攻擊力+57%","5","2","30502057","3","57"
"對霰彈槍附加<0>攻擊力+58%","5","2","30502058","3","58"
"對霰彈槍附加<0>攻擊力+59%","5","2","30502059","3","59"
"對霰彈槍附加<0>攻擊力+60%","5","2","30502060","3","60"
"對霰彈槍附加<0>攻擊力+61%","5","2","30502061","3","61"
"對霰彈槍附加<0>攻擊力+62%","5","2","30502062","3","62"
"對霰彈槍附加<0>攻擊力+63%","5","2","30502063","3","63"
"對霰彈槍附加<0>攻擊力+64%","5","2","30502064","3","64"
"對霰彈槍附加<0>攻擊力+65%","5","2","30502065","3","65"
"對霰彈槍附加<0>攻擊力+66%","5","2","30502066","3","66"
"對霰彈槍附加<0>攻擊力+67%","5","2","30502067","3","67"
"對霰彈槍附加<0>攻擊力+68%","5","2","30502068","3","68"
"對霰彈槍附加<0>攻擊力+69%","5","2","30502069","3","69"
"對霰彈槍附加<0>攻擊力+70%","5","2","30502070","3","70"
"對霰彈槍附加<0>攻擊力+71%","5","2","30502071","3","71"
"對霰彈槍附加<0>攻擊力+72%","5","2","30502072","3","72"
"對霰彈槍附加<0>攻擊力+73%","5","2","30502073","3","73"
"對霰彈槍附加<0>攻擊力+74%","5","2","30502074","3","74"
"對霰彈槍附加<0>攻擊力+75%","5","2","30502075","3","75"
"對霰彈槍附加<0>攻擊力+76%","5","2","30502076","3","76"
"對霰彈槍附加<0>攻擊力+77%","5","2","30502077","3","77"
"對霰彈槍附加<0>攻擊力+78%","5","2","30502078","3","78"
"對霰彈槍附加<0>攻擊力+79%","5","2","30502079","3","79"
"對霰彈槍附加<0>攻擊力+80%","5","2","30502080","3","80"
"對霰彈槍附加<0>攻擊力+81%","5","2","30502081","3","81"
"對霰彈槍附加<0>攻擊力+82%","5","2","30502082","3","82"
"對霰彈槍附加<0>攻擊力+83%","5","2","30502083","3","83"
"對霰彈槍附加<0>攻擊力+84%","5","2","30502084","3","84"
"對霰彈槍附加<0>攻擊力+85%","5","2","30502085","3","85"
"對霰彈槍附加<0>攻擊力+86%","5","2","30502086","3","86"
