8191eb0db9a9e249845b6f021c80747fe0bd15c892723e846ee4b768af448988,6a0ddc288541d99aa0a2c4479402fa6b8c0068cdf4059b1361bad0f071fb896f,49483517755f54e8b4f43f96c194b674611bf98b94f11500074d2db393182ca8,24b1e8c069b316afea1d224eadd39b2cdc072b3fffc9297f1b70489d82dc5e5d,c40ea4e41cdfc60b2d6946464a159fc03c125fc8991920cd5fd62a8baf0506e0,da8cfd8d0531af7b83923dc23e4a4938ecc0eb97d84fa5d1bb03bbb015cd5b44,7ba51f21d2070d49c6dd265a2765becfdc8102947fc6041092aecf98a741ce4b,f74e44a59cc7f82b12f120bb98ae94ae073c51126cf45f8cc1ff2f050b04f08e,c3d1c7bd77d242de44a71ac100de18aaac6928f9dc417734e438a6fb97da41a0,e461e18f5dc70338a63f55a9981e42c557195c6deda5fca06bd41c6a2f020054,65f0790f1c6617c35bd2b7d63086d5662a2a78771b2fdfb8da0e7ce6fb2b8c47,ce47710ee3e1a7c075eb901d19a085ee55eaf2f941ce712b78a134b487625a0e,56a3746fabca9005f38617878553d3fd4dba8632b56c07ff4d7def7781d7cc30,4b8cb777dcd94ec33f9f94ed025b3f9365968f7dc4b7b802f7a2cb290de48156,0bef1f2de10fbd8183ec952037685e4fcc0ad448bb639bb049bc7f764a747338,497a85f7ada8e355cfa22d0fa3352ad729b03a2d1ecb6d6c6e45c1ddb4a11b7f,ba44eabc628e46fadd7f32e5241dddb2f93f8669f908a735da46ee6c050fb27e,dbf0124096f137e4b929ed9fd7d7e2b3b2f6ed2dcf85d1c544820273c206a464,cb303f21090af02109bf9b3fff9e83e22eaa97d0a19d48a4dd4cc4f7c2dcb81a,f5877e1d4b678eeb1297b283b0dc17395ccd99f457c400d0291fa903f049c9ed
"3","3","3295","3","3","Quartet","101","116","Quartet","117","3","這個的名稱是什麼？","0","2","3","97","uarte","Duo、Trio的下一個是什麼？","3","114"
"3","3","3296","3","3","Quintet","116","110","Quintet","81","3","這個的名稱是什麼？","0","2","2","117","Quint","Duo、Trio、Quartet的下一個是什麼？","3","105"
"2","3","3297","3","3","權杖騎士=Knight of Wands","116","104","權杖騎士=Knight of Wands","110","3","這個的名稱是什麼？","0","2","3","105","night","塔羅牌小阿爾克那的其中一張。","3","103"
"1","3","3298","6","6","公(雄)獅⇒母(雌)獅⇒幼獅","24188","29509","公(雄)獅⇒母(雌)獅⇒幼獅","20844","6","這個的名稱是什麼？","0","2","6","29509","公獅母獅幼","獅子餵食順序： ","6","27597"
"3","3","3299","6","6","摺痕與結構","27083","32080","","25722","6","這個的名稱是什麼？","0","2","6","30165","摺痕與結構","貓科動物的大腦與人類有一樣的□□□□□，部分大腦症與人類的一樣有相似功能。","6","33287"
"3","3","3300","6","6","蘇打、去垢的陶土、尿","23615","22303","蘇打、去垢的陶土、尿","34311","6","這個的名稱是什麼？","0","2","6","25171","蘇打陶土尿","古羅馬時期的洗衣店會將衣服丟進混合鹼性物質的水中。這個物質內含有□□、去垢的□□與□。","6","38518"
"1","3","3301","6","6","野花紅似火","28779","20284","","37326","6","這首歌的歌詞是？","0","2","6","33457","野花紅似火","童謠「我家門前有小河，後面有山坡。 山坡上面野花多，□□□□□。」","6","32005"
"1","3","3302","6","6","第一人稱射擊遊戲","25802","23556","第一人稱射擊遊戲","19968","6","這個的名稱是什麼？","0","2","6","20154","一人稱射擊","「FPS」為遊戲類型之一。中文名為？","6","31281"
"1","3","3303","3","3","Shooter","116","111","Shooter","83","3","這個的名稱是什麼？","0","2","2","104","Shoot","「FPS」為遊戲類型之一。「S」是什麼詞的縮寫？","3","111"
"3","3","3304","6","6","r-氨基丁酸與甘胺酸","37240","33018","r-氨基丁酸與甘胺酸","19969","6","這個的名稱是什麼？","0","2","6","37240","丁酸甘胺酸","鬼壓床其實是哪兩種神經傳導物質，會阻止訊息傳達到運動神經元，這時身體會呈現睡眠麻痺？","6","29976"
"2","3","3305","6","6","表皮角質層","23652","36074","","34920","6","這個的名稱是什麼？","0","2","6","30382","表皮角質層","頭皮屑是□□□□□不斷剝落而產生的。","6","35282"
"3","3","3306","3","3","Nocturne","117","116","Nocturne","78","3","這個的名稱是什麼？","0","2","2","111","Noctu","記為「夜曲」的音樂形式，其英譯是？","3","99"
"3","3","3307","3","3","Requiem","105","117","Requiem","82","3","這個的名稱是什麼？","0","2","2","101","Requi","記為「安魂曲」的音樂形式，其英譯是？","3","113"
"3","3","3308","3","3","Rhapsody","115","112","Rhapsody","82","3","這個的名稱是什麼？","0","2","2","104","Rhaps","記為「狂想曲」的音樂形式，其英譯是？","3","97"
"3","3","3309","3","3","Symphony","104","112","Symphony","83","3","這個的名稱是什麼？","0","2","2","121","Symph","記為「交響曲」的音樂形式，其英譯是？","3","109"
"3","3","3310","3","3","Etude","101","100","","69","3","這個的名稱是什麼？","0","2","2","116","Etude","記為「練習曲」的音樂形式，其英譯是？","3","117"
"3","3","3311","3","3","主教=Bishop","112","111","主教=Bishop","105","3","這個的名稱是什麼？","0","2","3","115","ishop","西洋棋的棋子有國王、皇后、城堡、騎士、兵，還有一個是？","3","104"
"3","3","3312","6","6","月經同步化","21270","27493","","26376","6","這個的名稱是什麼？","0","2","6","32147","月經同步化","女性月經會相互傳染，被稱為：","6","21516"
"2","3","3313","6","6","黑尾土撥鼠","40736","25765","","40657","6","這個的名稱是什麼？","0","2","6","23614","黑尾土撥鼠","哪種動物是用接吻且用舌頭去互相觸碰對方的牙齒來打招呼？","6","22303"
"3","3","3314","6","6","有意識的自主決定","20027","33258","有意識的自主決定","26377","6","這個的名稱是什麼？","0","2","6","24847","有意識自主","海豚每次呼吸是□□□的□□決定，否則會溺斃。","6","35672"
"3","3","3315","6","6","水狀黏液、油脂","33026","27833","水狀黏液、油脂","27700","6","這個的名稱是什麼？","0","2","6","40655","水黏液油脂","眼屎由□狀□□和□□組成。白天這種黏液可保護眼睛濕潤乾淨，但晚上睡覺後，這兩樣東西會開始堆積並乾掉，形成黃色眼屎。","6","28082"
"3","3","3316","6","6","光折射、熱能","33021","29105","光折射、熱能","20809","6","這個的名稱是什麼？","0","2","6","25240","光折射熱能","北極熊的毛是透明無色，因為□□□的關係所以看起來呈現白色，且可將90%以上的太陽能轉化□□。","6","23556"
"2","3","3317","6","6","風神雷神屏風","39080","23631","風神雷神屏風","31070","6","這個的名稱是什麼？","0","2","6","38647","神雷神屏風","描繪風神與雷神的有名畫作。以及描繪其畫的裝飾品本身。","6","31070"
"3","3","3318","6","6","太陽照射冰晶反射","21453","26230","太陽照射冰晶反射","22826","6","這個的名稱是什麼？","0","2","6","38525","太陽冰晶反","日暈現象是由□□照射□□□射至人類眼睛。","6","20912"
"1","4","4003","6","6","氫鋰鈉鉀銣銫鍅","37539","37440","氫鋰鈉鉀銣銫鍅","27691","6","這個的名稱是什麼？","0","2","6","37616","氫鋰鈉鉀銣","請列出元素週期表左邊第一欄（直行順序）。","6","37385"
"1","4","4004","6","6","鈹鎂鈣鍶鋇鐳","37939","37575","鈹鎂鈣鍶鋇鐳","37762","6","這個的名稱是什麼？","0","2","6","37411","鎂鈣鍶鋇鐳","請列出元素週期表左邊第二欄（直行順序）。","6","37750"
"2","4","4010","6","6","艾爾皮斯島","23798","26031","","33406","6","這個地點的名稱是？","4010","1","6","29246","艾爾皮斯島","漂浮在阿斯特朗上的巨大島嶼，也是主線冒險的舞台。","6","30382"
"2","4","4012","6","6","瑪爾傑海岸","23736","28023","","29802","6","這個地點的名稱是？","4012","1","6","29246","瑪爾傑海岸","","6","20625"
"3","4","4013","6","6","埃斯特雷拉街道","25289","38647","埃斯特雷拉街道","22467","6","這個地點的名稱是？","4013","1","6","26031","埃斯特雷拉","位於蘭德索爾郊外，綠意盎然、氣候宜人的城鎮。","6","29305"
"2","4","4014","6","6","露娜聚光燈","29128","20809","","38706","6","這個的名稱是什麼？","4014","1","6","23068","露娜聚光燈","於「露娜之塔」建造時一同打造出來的一種能量增幅器。","6","32858"
"1","4","4015","6","6","阿斯特賴亞大陸","20126","36084","阿斯特賴亞大陸","38463","6","這是哪裡？","0","1","6","26031","阿斯特賴亞","世界最大的大陸。中心有個巨大的都市「蘭德索爾」。","6","29305"
"1","4","4017","6","6","伊麗莎白牧場","22580","29287","伊麗莎白牧場","40599","6","這個地點的名稱是？","4017","1","6","33678","麗莎白牧場","","6","30333"
"1","4","4018","3","3","Billion","111","105","Billion","105","3","這個的唸法是什麼？","0","2","3","108","illio","1,000,000,000\n（請用英文作答）","3","108"
"2","4","4019","3","3","Billion","111","105","Billion","105","3","這個的唸法是什麼？","0","2","3","108","illio","以符號表記為「10＾9」的數字，用英文來唸是？","3","108"
"2","4","4020","3","3","Billion","111","105","Billion","105","3","這個問題的答案是？","0","2","3","108","illio","1,000×1,000,000＝？\n（將答案用英文來唸是？）","3","108"
"2","4","4021","3","3","Billion","111","105","Billion","105","3","這個問題的答案是？","0","2","3","108","illio","100×100×100×1000＝？\n（將答案用英文來唸是？）","3","108"
"1","4","4022","3","3","Fifty million","121","116","Fifty million","70","3","這個的唸法是什麼？","0","2","2","105","Fifty","50,000,000\n（將答案用英文來唸是？）","3","102"
"1","4","4023","3","3","Twenty million","105","108","Twenty million","109","3","這個問題的答案是？","0","2","3","105","milli","10,000,000+10,000,000＝？\n（將答案用英文來唸是？）","3","108"
"3","4","4024","3","3","Fifty million","105","108","Fifty million","109","3","這個問題的答案是？","0","2","3","105","milli","10,000,000×10÷2＝？\n（將答案用英文來唸是？）","3","108"
"2","4","4025","6","6","五千零二十","21313","20108","","20116","6","這個問題的答案是？","0","2","6","21315","五千零二十","(502x5)＋(502x5)＝？\n（將答案用中文來唸是？）","6","38646"
"2","4","4026","1","1","12345","53","52","","49","1","這個問題的答案是？","0","2","1","50","12345","(1253＋6652－232)×0＋12345＝？","1","51"
"2","4","4027","3","3","Eleven","110","101","Eleven","108","3","這個羅馬數字是多少？","0","2","3","101","leven","XI　（請將數字翻為英文唸法）","3","118"
"2","4","4028","3","3","Sixteen","101","101","Sixteen","105","3","這個羅馬數字是多少？","0","2","3","120","ixtee","XVI　（請將數字翻為英文唸法）","3","116"
"3","4","4029","3","3","Seventeen","110","101","Seventeen","83","3","這個羅馬數字是多少？","0","2","2","101","Seven","XVII　（請將數字翻為英文唸法）","3","118"
"3","4","4030","3","3","Eighteen","116","104","Eighteen","69","3","這個羅馬數字是多少？","0","2","2","105","Eight","XVIII　（請將數字翻為英文唸法）","3","103"
"3","4","4031","3","3","Twenty two","116","110","Twenty two","84","3","這個羅馬數字是多少？","0","2","2","119","Twent","XXII　（請將數字翻為英文唸法）","3","101"
"3","4","4032","3","3","Twenty five","116","110","Twenty five","84","3","這個羅馬數字是多少？","0","2","2","119","Twent","XXV　（請將數字翻為英文唸法）","3","101"
"3","4","4033","3","3","Thirty","121","116","Thirty","104","3","這個羅馬數字是多少？","0","2","3","105","hirty","XXX　（請將數字翻為英文唸法）","3","114"
"2","4","4034","6","6","氦氖氬氪氙氡","27673","27690","氦氖氬氪氙氡","27686","6","這個的名稱是什麼？","0","2","6","27670","氦氖氬氪氙","請列出元素週期表右邊第一欄（直行順序）。","6","27692"
"3","4","4035","6","6","伽伐尼電流","27969","38651","","20285","6","這個的名稱是什麼？","0","2","6","20240","伽伐尼電流","咬到鋁箔紙時會感到一陣劇痛的現象。","6","23612"
"1","4","4036","6","6","撒哈拉沙漠","28448","27801","","25746","6","這個的名稱是什麼？","0","2","6","21704","撒哈拉沙漠","世界最大的沙漠。","6","25289"
"2","4","4037","6","6","巴爾幹半島","23798","21322","","24052","6","這個的名稱是什麼？","0","2","6","29246","巴爾幹半島","南歐三大半島：伊比利亞半島、義大利半島、□□□□□。","6","24185"
"3","4","4038","6","6","溫帶海洋性氣候","24615","27915","溫帶海洋性氣候","28331","6","這個的唸法是什麼？","0","2","6","24118","溫帶海洋性","歐洲西部的氣候類型為：","6","28023"
"3","4","4040","6","6","溫帶大陸性氣候","24615","38520","溫帶大陸性氣候","28331","6","這個的唸法是什麼？","0","2","6","24118","溫帶大陸性","歐洲東部的氣候類型為：","6","22823"
"3","4","4041","6","6","寒帶苔原氣候","20505","27683","寒帶苔原氣候","23506","6","這個的唸法是什麼？","0","2","6","24118","寒帶原氣候","歐洲北部的氣候類型為：","6","21407"
"2","4","4042","2","2","NORMAL地下城「雲海山脈」","76","65","NORMAL地下城「雲海山脈」","79","2","這個的名稱是什麼？","4042","1","2","82","ORMAL","","2","77"
"2","4","4043","6","6","貝利奧火山","23665","28779","","35997","6","這個的名稱是什麼？","0","1","6","21033","貝利奧火山","阿斯特賴亞大陸上最巨大的火山。至今仍頻繁的噴發，再加上有許多魔物棲息於此，是個危險的地區。","6","22887"
"2","4","4044","2","2","VERY HARD地下城「斷崖遺跡」","68","82","VERY HARD地下城「斷崖遺跡」","69","2","這個的名稱是什麼？","4044","1","2","82","ERARD","","2","65"
"2","4","4045","2","2","EXTREME地下城「蒼海孤塔」","69","77","EXTREME地下城「蒼海孤塔」","84","2","這個的名稱是什麼？","4045","1","2","82","TREME","","2","69"
"2","4","4046","2","2","EXTREME Ⅱ地下城「毒瘴闇稜」","69","77","EXTREME Ⅱ地下城「毒瘴闇稜」","84","2","這個的名稱是什麼？","4046","1","2","82","TREME","","2","69"
"2","4","4047","2","2","EXTREME Ⅲ地下城「綠龍骸嶺」","69","77","EXTREME Ⅲ地下城「綠龍骸嶺」","84","2","這個的名稱是什麼？","4047","1","2","82","TREME","","2","69"
"2","4","4048","2","2","EXTREME Ⅳ地下城「天上浮游城」","69","77","EXTREME Ⅳ地下城「天上浮游城」","84","2","這個的名稱是什麼？","4048","1","2","82","TREME","","2","69"
"2","4","4049","6","6","超級優妮號","34399","22958","","36229","6","這個的名稱是什麼？","4049","1","6","32026","超級優妮號","活動「恩賜的財團與神聖學院的問題兒童」中，優妮想要將「好朋友X」取名為？","6","20778"
"1","4","4050","6","6","究極機械玩具王","29579","20855","究極機械玩具王","31350","6","這個的名稱是什麼？","4050","1","6","26997","究極玩具王","活動「心電感應！碧與玩具朋友們」的Boss。","6","29609"
"1","4","4051","6","6","記憶音樂盒","30418","27138","","35352","6","這個的名稱是什麼？","4051","1","6","25014","記憶音樂盒","可購買各種充滿回憶的BGM，並設定在各種選單中的公會小屋家具。","6","38899"
"2","4","4052","6","6","慈樂之音紀念收藏櫃","27331","34255","慈樂之音紀念收藏櫃","32000","6","這個的名稱是什麼？","0","1","6","24565","紀念收藏櫃","一個充滿回憶的收藏架，擺放著慈樂之音夏日演唱會的周邊。","6","25910"
"2","4","4053","6","6","時間管理者","32773","29702","","26178","6","這個的名稱是什麼？","4053","1","6","38291","時間管理者","用來進行時空旅行的魔導具「時間儀」的導航員。","6","31649"
"3","4","4054","6","6","雷霆電擊器","22120","25802","","38647","6","這個魔導具的名稱是什麼？","4054","1","6","38662","雷霆電擊器","大間鎮的漁夫們\n所使用的魔導具。\n會放電讓獵物暈眩。","6","38651"
"1","4","4055","6","6","瑪那產生器","22120","29983","","29802","6","這個的名稱是什麼？","4055","1","6","37027","瑪那產生器","放置在公會小屋就會自動幫你製造瑪那的器具。似乎要具備某種資格才能使用。","6","29986"
"1","4","4056","6","6","哥布林王者","32773","29579","","21733","6","這個的名稱是什麼？","4056","2","6","24067","哥布林王者","「三月戰隊競賽-一王」的Boss。","6","26519"
"1","4","4057","6","6","珠穆朗瑪峰","23792","29802","","29664","6","這個的名稱是什麼？","0","2","6","31302","珠穆朗瑪峰","世界第一高峰。又稱聖母峰。","6","26391"
"1","4","4058","6","6","夏季大三角","35282","19977","","22799","6","這個的名稱是什麼？","0","2","6","23395","夏季大三角","「天津四」、「河鼓二」、「織女一」這三顆明亮星辰所連結而成的巨大三角形。","6","22823"
"1","4","4059","6","6","酸鹼指示劑","21137","31034","","37240","6","這個的名稱是什麼？","0","2","6","40572","酸鹼指示劑","酸性溶液能使通用□□□□□變成偏暖色。","6","25351"
"2","4","4060","2","2","H2SO4","52","79","","72","1","這個的名稱是什麼？","0","2","2","50","H2SO4","硫酸的化學式為：","1","83"
"2","4","4061","6","6","碳水化合物","29289","21512","","30899","6","這個的名稱是什麼？","0","2","6","27700","碳水化合物","硫酸具強脫水性，可使□□□□□脫水，形成黑色的碳。","6","21270"
"2","4","4062","1","2","CH3COOH","79","67","CH3COOH","67","2","這個的名稱是什麼？","0","2","2","72","CH3CO","醋酸的化學式為：","2","51"
"1","4","4063","1","1","圓周率=3.1415926……","53","49","圓周率=3.1415926……","51","1","這是多少？","0","2","1","49","31415","","1","52"
"2","4","4064","1","1","√2＝1.41421356……","50","52","√2＝1.41421356……","49","1","這是多少？","0","2","1","52","14142","","1","49"
"1","4","4065","1","1","45000","48","48","","52","1","這是多少？","0","2","1","53","45000","將44556在「百位數」進行四捨五入後的數字。","1","48"
"1","4","4066","1","1","11000","48","48","","49","1","這是多少？","0","2","1","49","11000","將11223在「百位數」進行四捨五入後的數字。","1","48"
"2","4","4067","6","6","時代錯誤遺物","29289","36986","時代錯誤遺物","20195","6","這個的名稱是什麼？","0","2","6","37679","代錯誤遺物","其誕生的時代與當時該有的技術及知識水準不相符，充滿謎團的人造物出土品。","6","35492"
"2","4","4068","1","1","78000","48","48","","55","1","這是多少？","0","2","1","56","78000","將77889在「百位數」進行四捨五入後的數字。","1","48"
"3","4","4069","6","6","三硝基甲苯","33519","30002","","19977","6","這個的名稱是什麼？","0","2","6","30813","三硝基甲苯","廣為人知的炸藥「TNT」。未經省略的全稱是？","6","22522"
"3","4","4070","2","6","TNT和硝酸鉀","37240","30813","TNT和硝酸鉀","84","2","這個的名稱是什麼？","0","2","2","78","TNT硝酸","硝酸可用來蝕刻銅金屬製品，製造□□□和□□鉀","6","84"
"2","4","4071","6","6","肥皂和人造纖維","32173","32406","肥皂和人造纖維","32933","6","這個的名稱是什麼？","0","2","6","30338","肥皂造纖維","氫氧化鈉常用來製造□□和人□□□。","6","36896"
"3","4","4072","6","6","活字印刷術","34899","21047","","27963","6","這是什麼？","0","2","6","23383","活字印刷術","一般被稱作「世界三大發明」的東西。火藥、指南針，還有一種是？","6","21360"
"2","4","4073","6","6","吉力馬札羅山","32645","26413","吉力馬札羅山","21513","6","這個的名稱是什麼？","0","2","6","21147","吉力馬札羅","非洲最高的山。","6","39340"
"3","4","4074","6","6","科技奇異點","40670","30064","","31185","6","這個的名稱是什麼？","0","2","6","25216","科技奇異點","AI的能力終有一天會超越人類的轉捩點。或意指因此而引發的社會變化的概念。","6","22855"
"3","4","4075","6","6","傍晚的明星⇔拂曉的明星","26143","26126","傍晚的明星⇔拂曉的明星","25282","6","這個的名稱是什麼？","0","2","6","26313","拂曉的明星","反義詞。","6","30340"
"3","4","4076","6","6","DHA=二十二碳六烯酸","20845","30899","DHA=二十二碳六烯酸","20108","6","這個的名稱是什麼？","0","2","6","21313","二十二碳六","海鮮類當中含量豐富，人體活動不可或缺的營養素。","6","20108"
"3","4","4077","6","6","氨與二氧化碳","30899","21270","氨與二氧化碳","27688","6","這個的名稱是什麼？","0","2","6","20108","氨二氧化碳","□與□□□□作用可生成尿素 ，常用來製造肥料和塑膠。","6","27687"
"2","4","4078","6","6","阿爾卑斯山","23665","26031","","38463","6","這個的名稱是什麼？","0","2","6","29246","阿爾卑斯山","歐洲最高且橫跨範圍最廣的山。","6","21329"
"3","4","4079","6","6","阿空加瓜山","23665","29916","","38463","6","這個的名稱是什麼？","0","2","6","31354","阿空加瓜山","安地斯山脈最高峰。位在阿根廷境內。是美洲第一高峰，也是世界第一高的火山。","6","21152"
"1","4","4080","1","1","54321","49","50","","53","1","這個問題的答案是？","0","2","1","52","54321","(0x12345)+(0x54321)+54321=？","1","51"
"3","4","4081","2","2","Q⇒W⇒E⇒R⇒T⇒Y","89","84","Q⇒W⇒E⇒R⇒T⇒Y","87","2","這個的名稱是什麼？","0","2","2","69","WERTY","電腦鍵盤的排列，一般而言在「Q」的右側大多是怎麼排列的？","2","82"
"3","4","4082","2","2","A⇒S⇒D⇒F⇒G⇒H","72","71","A⇒S⇒D⇒F⇒G⇒H","83","2","這個的名稱是什麼？","0","2","2","68","SDFGH","電腦鍵盤的排列，一般而言在「A」的右側大多是怎麼排列的？","2","70"
"2","4","4083","6","6","蘇伊士運河","27827","36939","","34311","6","這個的名稱是什麼？","0","2","6","20234","蘇伊士運河","亞洲與非洲以什麼為界限？","6","22763"
"3","4","4084","6","6","特洛伊木馬","39340","26408","","29305","6","這個的名稱是什麼？","0","2","6","27931","特洛伊木馬","佯裝成無害軟體來攻擊電腦的惡質程式。名稱源於某種在神話的戰爭中登場的陷阱。","6","20234"
"2","4","4085","6","6","支點、施力點、抗力點","40670","21147","支點、施力點、抗力點","25903","6","這個的名稱是什麼？","0","2","6","40670","支點施力點","槓桿原理可用微小力量扳動重物的便利物理原理。依據□□、□□□、抗力點的位置來決定結果。","6","26045"
"3","4","4086","3","3","Secondary","110","111","Secondary","83","3","這個的名稱是什麼？","0","2","2","101","Secon","地震說明時使用的「P波」與「S波」。「P」是「Primary」的縮寫，那「S」是什麼的縮寫？","3","99"
"3","4","4087","6","6","會說話的小琪愛兒","20818","24859","會說話的小琪愛兒","35498","6","這個附帶AI機能的人偶的名稱是？","4087","1","6","35441","說話琪愛兒","","6","29738"
"3","4","4088","6","6","飄飄優妮升機","21319","22958","飄飄優妮升機","39108","6","這個會飛的機關的名稱是？","4088","1","6","39108","飄飄優妮升","","6","20778"
"2","4","4089","2","2","CaSO4","52","79","CaSO4","67","3","這個的名稱是什麼？","0","2","2","97","CaSO4","硫酸鈣的化學式：","1","83"
"2","4","4090","6","6","乾粉滅火器","22120","28779","","20094","6","這個的名稱是什麼？","0","2","6","31881","乾粉滅火器","碳酸氫鈉受熱分解出二氧化碳，是□□□□□的重要原料。","6","28357"
"2","4","4091","3","3","Fifty-five","121","116","Fifty-five","70","3","這個問題的答案是？","0","2","2","105","Fifty","1＋2＋3＋4＋5＋6＋7＋8＋9＋10＝？ (請用英文作答)","3","102"
"1","4","4099","1","1","10000","48","48","","49","1","這是多少？","0","2","1","48","10000","將12345在「千位數」進行四捨五入後的數字。","1","48"
"1","4","4100","1","1","60000","48","48","","54","1","這是多少？","0","2","1","48","60000","將56789在「千位數」進行四捨五入後的數字。","1","48"
"2","4","4106","6","6","超新星爆炸","28856","29190","","36229","6","這個的名稱是什麼？","0","2","6","26032","超新星爆炸","質量大的星球在壽命終結時產生的爆炸現象。會發出比太陽還要亮數億倍的光芒。","6","26143"
"3","4","4108","6","6","拉格朗日點","40670","26085","","25289","6","這個的名稱是什麼？","0","2","6","26684","拉格朗日點","像地球和月球這類的天體，兩者的引力達到一個恰到好處的平衡性而穩定下來的那個點。","6","26391"
"1","4","4110","6","6","太平洋、北極海和印度洋","24230","21360","太平洋、北極海和印度洋","22826","6","這個的名稱是什麼？","0","2","6","24179","太平洋印度","亞洲分別瀕臨哪三座海洋？","6","27915"
"1","4","4114","2","2","特級EXP藥水","80","88","特級EXP藥水","29305","6","這個道具的名稱是？","4114","1","6","32026","特級EXP","提升角色EXP的強化道具。使用後增加7500的EXP。","2","69"
"1","4","4117","2","2","究極EXP藥水","80","88","究極EXP藥水","31350","6","這個的名稱是什麼？","0","1","6","26997","究極EXP","提升角色EXP的強化道具。使用後增加37500的EXP。","2","69"
"1","4","4125","6","6","藥水產生器","22120","29983","","34277","6","這個的名稱是什麼？","4125","1","6","27700","藥水產生器","從裝置上方加入水後，就會變成不可思議的藥水。可放置在公會小屋的家具。","6","29986"
"1","4","4126","1","1","11000","48","48","","49","1","這是多少？","0","2","1","49","11000","將11223在「百位數」進行無條件捨去後的數字。","1","48"
"2","4","4127","6","6","雲海的魔物肉","32905","29289","雲海的魔物肉","38642","6","這個的名稱是什麼？","4127","1","6","28023","雲海魔物肉","征服「雲海山脈」的證明。可放置在公會小屋的家具。","6","39764"
"2","4","4128","6","2","好朋友X Mk-Ⅱ","107","77","好朋友X Mk-Ⅱ","22909","6","這個的名稱是什麼？","4128","1","6","26379","好朋友Mk","","3","21451"
"2","4","4134","6","6","底格里斯河","27827","26031","","24213","6","這個的名稱是什麼？","0","2","6","26684","底格里斯河","西南亞水量最大的河流。主要城市都在該河流的流域範圍，是伊拉克人口的主要集中地。","6","37324"
"1","4","4138","6","6","萬有引力定律","24459","23450","萬有引力定律","33836","6","這個的名稱是什麼？","0","2","6","26377","萬有引定律","「萬物皆有互相吸引的力量」的法則。","6","24341"
"2","4","4139","6","6","都卜勒效應","25033","25928","","37117","6","這個的名稱是什麼？","0","2","6","21340","都卜勒效應","物理法則之一。救護車經過後，鳴笛聲聽起來會變低就是這個原因。","6","21202"
"3","4","4140","6","6","幼發拉底河","27827","24213","","24188","6","這個的名稱是什麼？","0","2","6","30332","幼發拉底河","被認為是文明的起源地之一。流經敘利亞和伊拉克。","6","25289"
"3","4","4141","6","6","卡菲克盧本島","26412","30439","卡菲克盧本島","21345","6","這個的名稱是什麼？","0","2","6","33778","卡菲克盧本","位於美洲最北邊陸地，全球最靠北邊的陸地。","6","20811"
"2","4","4143","6","6","牛頓第一運動定律","21205","36939","牛頓第一運動定律","29275","6","這個的名稱是什麼？","0","2","6","38931","牛頓一運動","假若施加於某物體的外力為零，則該物體的運動速度不變，又稱為慣性定律。","6","19968"
"2","4","4144","6","6","牛頓第二運動定律","21205","36939","牛頓第二運動定律","29275","6","這個的名稱是什麼？","0","2","6","38931","牛頓二運動","當物體受外力作用時，會在力的方向產生加速度，也稱為運動定律。","6","20108"
"2","4","4145","6","6","牛頓第三運動定律","21205","36939","牛頓第三運動定律","29275","6","這個的名稱是什麼？","0","2","6","38931","牛頓三運動","當施加力於物體時，會同時產生一個大小相等而且方向相反的反作用力。","6","19977"
"3","4","4146","3","3","蛋白質=Protein","105","101","蛋白質=Protein","114","3","這個的名稱是什麼？","0","2","3","111","rotei","這種營養素的英文稱呼。","3","116"
"1","4","4147","6","6","迷你精靈石住","30707","38728","迷你精靈石住","36855","6","這個的名稱是什麼？","4147","1","6","20320","迷你精靈石","仿造精靈族之村守護石柱的精靈石。可放置於公會小屋的家具。","6","31934"
"2","4","4148","6","6","百慕達三角洲","35282","19977","百慕達三角洲","30334","6","這個的名稱是什麼？","0","2","6","24917","百慕達三角","也被稱作「魔之海域」的三角形海域。船和飛機曾在此相繼失蹤。","6","36948"
"1","4","4150","6","6","上級精練石","30707","32244","","19978","6","這個的名稱是什麼？","4150","1","6","32026","上級精練石","用來強化角色裝備的道具。使用後會增加60點裝備強化值。","6","31934"
"1","4","4151","6","6","女神的秘石","30707","31192","","22899","6","這個的名稱是什麼？","4151","1","6","31070","女神的秘石","用來在商店購買記憶碎片的道具。","6","30340"
"3","4","4152","2","2","NaHCO3","79","67","NaHCO3","78","3","這個的名稱是什麼？","0","2","2","97","NaHCO","碳酸氫鈉的化學式：","2","72"
"3","4","4153","6","6","碳氫化合物","29289","21512","","30899","6","這個的名稱是什麼？","0","2","6","27691","碳氫化合物","只含有碳、氫兩種原子的有機化合物，稱為□□□□□，又稱為烴。","6","21270"
"2","4","4154","6","6","莫比烏斯環","29872","26031","","33707","6","這個的名稱是什麼？","0","2","6","27604","莫比烏斯環","將帶狀長條形的兩端扭轉半圈連繫在一起的東西。是在數學和藝術中也很常見的題材。","6","28879"
"2","4","4155","6","6","菲律賓群島","23798","32676","","33778","6","這個的名稱是什麼？","0","2","6","24459","菲律賓群島","東南亞位於亞洲東南部，主要由中南半島、馬來群島和□□□□□等部分組成。","6","36051"
"2","4","4156","6","6","空調\n=空氣調節設備","20633","35373","空氣調節設備","27683","6","這個未經省略的全稱是？","0","2","6","35519","氣調節設備","","6","31680"
