03df36b5a2a390e51fb447999af119b0ec5d89784f249754f25dc2c33d5a4fdf,1410a49752252b69e2f237b3f87d132b8498ecaad8326581e9de4e8b6281d309,6b0c22caad1d79960809e3b90b6c426274077c7a135d0f7b7dc82703e81b43e0,9c1786adff56cd72a6f7ba60faa5bbdce2504b2c1f734fa0a0790f029614cf6f,47e4d32a0a9ef1525c72f0d967f403106c1a3ac026f4c779ebc6ab73f4eb39fd,6a6f096bcc3012289a3b5d18ff73682f9896f8229988329bc17f40a6c83b06df,b3a58ba168a4c76c652c97f0e951d89506826a3d74df3ea6ef428356e9a6f02d,421f547679489c54671c8e0f60d77da23b822767ef1eadc67165d4bebd145c8d,65e773e1f675ad9afce7ec0d57ff412f5ee02d0883f44490704582fe957bf285,6f1febd313c092992569a2021d4399ae9146c32c95bc908087e67874407b5aba,7e4f639f1786a8bda3bcc4678301cbae47d607f4dc228006dea9e3b8b827f036,54469ac725d468c4ff22964f8498f3f18c9e0af187c006ff753baeeec499bd2a,5976b70d4acd742cc6aefe25d0b12d1ec18d3c91a003f843f143aa93779322a7,94d282e5add1191c24054a04a08fe2ce9f01834a52321cca1a6387b5c7e57505,3059d93a13f86e9e6a4c725af663c8333ec5fda28ee408785c3d40d52510bb57,ac6ce1128e796c5f21079b46b44f89268390a9d7b25b83b76c2ba8d07cecdb92,613fefe9ab6c15772a2b03f0f9b954c0565333c793df71f45e1a4b5f3df1910b,ed4cd90e09c9ec0f96fc13389560bacdf1d0223a582167e1e8841927ffc3ac02,55de24a099fe022a41f48264ab139a034b39bffcc9c0c5dfb8454a08757760e1,b3ee54354c453eb930c617f69d2505db254ed3cf0c66f48baaf99d120e3565a0,dcb2eda3e2203c6c50a9745cdb5970a66e040ff464b42e3c89efcd5a8bfd4991,e0fd01dbf725ec817742c5ad66a094dd07d7d8ca26f26b1cac08882aaa119159,1140b2d067e7eca377698e055e66c27b04f05f5efcb18421573d8c5f62942589,e1e2d71cbd9a8309d3212edebf2e6389e3533ad7a598f6ee82a65376f485b6fa
"1001","0","30780701","1","1","1001","1","0","0","0","1001","0","4","8","0","0","0","0","0","0","1","0","1","307807"
"1001","0","30780702","1","1","1001","1","0","0","0","1001","0","4","8","0","0","0","0","0","0","1","0","1","307807"
"1001","0","30780801","1","1","1001","1","0","0","0","1001","0","4","8","0","0","0","0","0","0","1","0","1","307808"
"1001","0","30780802","1","1","1001","1","0","0","0","1001","0","4","11","0","0","0","0","0","0","1","0","1","307808"
"1001","0","30780901","1002","1002","1002","1002","1001","0","1002","1001","0","4","11","0","0","0","0","0","1002","1001","0","1002","307809"
"1001","0","30780902","1002","1002","1001","1002","1001","0","1002","1001","0","4","11","0","0","0","0","0","1002","1002","0","1002","307809"
"1002","0","30781001","1001","1002","1002","1001","1001","0","1002","1001","1001","10","14","0","1002","1002","0","0","1002","1001","0","1001","307810"
"1002","0","30781002","1001","1002","1002","1001","1001","0","1002","1001","1001","10","14","0","1002","1002","0","0","1002","1001","0","1001","307810"
"1002","0","30781101","1005","0","0","1002","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","307811"
"1002","0","30781102","1005","0","0","1002","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","307811"
"1001","0","30781201","1004","1002","1001","1001","1001","0","1002","1001","1002","11","15","1002","1001","1001","0","0","1002","1001","0","1002","307812"
"1001","0","30781202","1004","1002","1001","1001","1001","0","1002","1001","1002","11","15","1002","1001","1001","0","0","1002","1001","0","1002","307812"
"1002","0","30781301","1002","1001","1002","1001","1002","0","1002","1002","1001","10","14","0","1002","1002","0","0","1001","1002","0","1001","307813"
"1002","0","30781302","1002","1001","1002","1001","1002","0","1002","1002","1001","10","14","0","1002","1002","0","0","1001","1002","0","1001","307813"
"1001","0","30790001","1","1001","1","1","0","0","0","0","0","1","7","0","0","0","0","0","0","1","0","1","307900"
"1","0","30790101","1","0","1","1","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1001","307901"
"1","0","30790201","1","0","1","1002","0","0","0","0","0","1","6","0","0","0","0","0","0","1002","0","1001","307902"
"1","0","30790202","1002","0","1001","1001","0","0","0","0","0","1","6","0","0","0","0","0","0","1","0","1","307902"
"1","0","30790301","1","0","1001","1002","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1002","307903"
"1","0","30790302","1002","0","1001","1001","0","0","0","0","0","1","6","0","0","0","0","0","0","1","0","1","307903"
"1002","0","30800001","1005","0","0","1001","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1005","308000"
"1002","0","30800101","1005","1001","1005","1001","0","0","0","0","0","4","7","0","0","0","0","0","0","1005","0","1005","308001"
"1007","0","30800201","1005","1005","1005","1001","0","0","1005","1007","0","5","9","0","0","0","0","0","0","1001","0","1005","308002"
"1005","0","30800301","1005","0","0","1001","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1005","308003"
"1005","0","30800401","1010","0","0","1005","0","0","0","0","0","2","4","0","0","0","0","0","0","0","0","1005","308004"
"1007","0","30800501","1005","1005","1005","1001","0","0","1005","1007","0","5","9","0","0","0","0","0","0","1001","0","1005","308005"
"1002","0","30800601","1005","0","0","1001","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1005","308006"
"1002","0","30800701","1005","1001","1005","1001","0","0","0","0","0","4","7","0","0","0","0","0","0","1005","0","1005","308007"
"1007","0","30800801","1005","1005","1005","1001","0","0","1005","1007","0","5","9","0","0","0","0","0","0","1001","0","1005","308008"
"1005","0","30800901","1005","0","0","1001","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1005","308009"
"1005","0","30801001","1010","0","0","1005","0","0","0","0","0","2","4","0","0","0","0","0","0","0","0","1005","308010"
"1007","0","30801101","1005","1005","1005","1001","0","0","1005","1007","0","5","9","0","0","0","0","0","0","1001","0","1005","308011"
"1002","0","30801201","1005","1001","1005","1001","0","0","0","0","0","4","7","0","0","0","0","0","0","1005","0","1005","308012"
"1001","0","30810001","1004","1004","1004","1004","0","0","0","0","0","1","7","0","0","0","0","0","0","1001","0","1004","308100"
"1001","0","30810101","1004","1004","1004","1004","0","0","0","0","0","1","7","0","0","0","0","0","0","1001","0","1004","308101"
"1004","0","30810201","1004","1001","1004","1004","0","0","0","0","0","1","7","0","0","0","0","0","0","1004","0","1001","308102"
"1001","0","30810202","1004","1004","1004","1004","0","0","0","0","0","1","7","0","0","0","0","0","0","1001","0","1004","308102"
"1004","0","30810301","1004","1001","1004","1004","0","0","0","0","0","1","7","0","0","0","0","0","0","1004","0","1001","308103"
"1001","0","30810302","1004","1004","1004","1004","0","0","0","0","0","1","7","0","0","0","0","0","0","1001","0","1004","308103"
"1001","0","30820001","1005","0","1002","1005","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1005","308200"
"1001","0","30820101","1005","0","1005","1005","0","0","0","0","0","1","6","0","0","0","0","0","0","1002","0","1005","308201"
"1001","0","30820201","1005","0","1005","1005","0","0","0","0","0","1","6","0","0","0","0","0","0","1002","0","1005","308202"
"1005","0","30820301","1005","0","1002","1001","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1005","308203"
"0","0","30820401","1004","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","308204"
"1006","0","30820501","1006","1002","1001","1001","0","0","0","0","0","1","7","0","0","0","0","0","0","1006","0","1002","308205"
"1005","0","30820601","1005","1001","1002","1001","1001","0","1002","1005","0","6","11","0","0","0","0","0","1005","1005","0","1005","308206"
"1005","0","30820701","1005","1001","1005","1001","0","0","1001","1005","0","4","10","0","0","0","0","0","1005","1002","0","1004","308207"
"1006","0","30820702","1006","1001","1006","1001","0","0","1001","1006","0","4","9","0","0","0","0","0","0","1002","0","1004","308207"
"1002","0","30830001","1","1002","1","1001","0","0","1","1","0","1","9","0","0","0","0","0","0","1001","0","1","308300"
"1","0","30830101","1","1","1","1001","0","0","1","1","0","1","9","0","0","0","0","0","0","1001","0","1","308301"
"1002","0","30830201","1","1002","1","1001","0","0","1","1","0","1","9","0","0","0","0","0","0","1001","0","1","308302"
"1002","0","30830202","1","1002","1","1001","0","0","0","0","0","1","7","0","0","0","0","0","0","1001","0","1","308302"
"1002","0","30830301","1","1002","1","1001","0","0","1","1","0","1","9","0","0","0","0","0","0","1001","0","1","308303"
"1002","0","30830302","1","1002","1","1001","0","0","0","0","0","1","7","0","0","0","0","0","0","1001","0","1","308303"
"1002","0","30840001","1","0","1002","1","0","0","0","0","0","1","6","0","0","0","0","0","0","1","0","1","308400"
"1002","0","30840101","1","0","1002","1","0","0","0","0","0","1","6","0","0","0","0","0","0","1","0","1","308401"
"1002","0","30840201","1","0","1001","1","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1","308402"
"1","0","30840202","1","0","1","1001","0","0","0","0","0","1","6","0","0","0","0","0","0","1002","0","1002","308402"
"1001","0","30840301","1","1001","1002","1","0","0","0","1","0","4","8","0","0","0","0","0","0","1","0","1","308403"
"1001","0","30840302","1002","1001","1002","1","1002","0","1","1002","0","1","11","0","0","0","0","0","1001","1","0","1001","308403"
"1","0","30840401","1","0","0","1","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1","308404"
"1","0","30840501","1","1001","1004","1004","0","0","1","1004","0","2","9","0","0","0","0","0","0","1","0","1001","308405"
"1001","0","30840601","1","1","1001","1002","0","0","0","1001","0","1","8","0","0","0","0","0","0","1002","0","1","308406"
"1","0","30840602","1","1002","1","1001","0","0","0","0","0","2","7","0","0","0","0","0","0","1001","0","1002","308406"
"1001","0","30840801","1","1001","1002","1","0","0","0","1","0","4","8","0","0","0","0","0","0","1","0","1","308408"
"1001","0","30840802","1002","1001","1002","1","1002","0","1","1002","0","1","11","0","0","0","0","0","1001","1","0","1001","308408"
"1001","0","30840901","1004","1004","1001","1002","0","0","0","1001","0","1","8","0","0","0","0","0","0","1002","0","1004","308409"
"1004","0","30840902","1004","1002","1004","1001","0","0","0","0","0","2","7","0","0","0","0","0","0","1001","0","1002","308409"
"1","0","30850001","1","1002","1","1001","0","0","0","1","0","1","8","0","0","0","0","0","0","1001","0","1002","308500"
"1","0","30850002","1","1002","1","1001","0","0","0","1","0","1","8","0","0","0","0","0","0","1001","0","1002","308500"
"1","0","30860001","1","0","1001","1002","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1","308600"
"1","0","30860101","1","1002","1006","1002","0","0","0","0","0","4","7","0","0","0","0","0","0","1","0","1","308600"
"1","0","30860201","1","1002","1006","1002","0","0","0","0","0","4","7","0","0","0","0","0","0","1","0","1","308600"
"1","0","30860301","1","1002","1001","1002","0","0","0","0","0","4","7","0","0","0","0","0","0","1","0","1","308600"
"1","0","30860302","1","0","1001","1008","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1","308600"
"1","0","30860401","1","1007","1","1002","1","0","1002","1","0","4","11","0","0","0","0","0","1007","1","0","1004","308600"
"1","0","30860501","1","0","0","1","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1","308600"
"1","0","30860601","1","1002","1001","1002","0","0","0","0","0","4","7","0","0","0","0","0","0","1","0","1","308606"
"1001","0","30900001","1002","0","0","1002","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","309000"
"1001","0","30900101","1002","0","0","1002","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","309001"
"1001","0","30900201","1002","0","0","1002","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","309002"
"1001","0","30900301","1002","0","0","1002","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","309003"
"1001","0","30900401","1002","0","0","1002","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","309004"
"1001","0","30900501","1002","0","0","1002","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","309005"
"1001","0","30910001","1002","0","1001","1002","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1002","309100"
"1001","0","30910101","1002","0","1002","1002","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1002","309101"
"1001","0","30910201","1002","0","1002","1002","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1002","309102"
"1001","0","30910301","1002","0","1002","1002","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1002","309103"
"1001","0","30910401","1002","0","1002","1002","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1002","309104"
"1001","0","30910601","1002","0","1002","1002","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1002","309106"
"1002","0","30920001","1002","0","0","1001","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","309200"
"1002","0","30920101","1002","0","0","1001","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","309201"
"1002","0","30920201","1002","0","0","1001","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","309202"
"1002","0","30920301","1002","0","0","1001","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1002","309203"
"1002","0","30920401","1002","0","0","1001","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","309204"
"1002","0","30930001","1","0","1","1001","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","1","309300"
"1004","0","30930101","1001","0","1","1","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1001","309300"
"1004","0","30930201","1001","0","1","1","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1001","309300"
"1004","0","30930301","1001","0","1","1","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1001","309300"
"1","0","30930401","1","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","309300"
"1001","0","30930501","1002","0","1001","1004","0","0","0","0","0","1","6","0","0","0","0","0","0","1","0","1","309300"
"1004","0","30930601","1001","0","1","1","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1001","309300"
"1002","0","30940001","1002","0","0","1001","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1002","309400"
"1002","0","30940101","1002","0","0","1001","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1002","309401"
"1001","0","30940201","1002","0","0","1002","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1002","309402"
"1001","0","30950001","1002","0","0","1002","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1002","309500"
"1001","0","30950101","1002","0","0","1002","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1002","309501"
"1002","0","30960001","1002","0","0","1001","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1002","309600"
"1002","0","30960101","1002","0","0","1001","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1002","309601"
"1002","0","30960201","1002","0","0","1001","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1002","309602"
"1002","0","30960301","1002","0","0","1001","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1002","309603"
"1002","0","30970001","1002","0","0","1002","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1001","309700"
"1003","0","30980001","1001","0","1002","1002","0","0","0","0","0","4","6","0","0","0","0","0","0","1003","0","1001","309800"
"1002","0","30980101","1005","0","0","1002","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","309801"
"1002","0","30980201","1002","1002","1001","1001","0","0","0","1001","0","4","8","0","0","0","0","0","0","1001","0","1002","309802"
"1001","0","30980301","1002","1002","1001","1002","0","0","1002","1001","0","5","9","0","0","0","0","0","0","1002","0","1002","309803"
"1001","0","30980302","1003","1001","1003","1002","0","0","1002","1002","0","5","9","0","0","0","0","0","0","1002","0","1002","309803"
"1001","0","30980501","1002","1002","1001","1002","0","0","1002","1001","0","5","9","0","0","0","0","0","0","1002","0","1002","309805"
"1001","0","30980502","1003","1001","1003","1002","0","0","1002","1002","0","5","9","0","0","0","0","0","0","1002","0","1002","309805"
"1","1","30990001","1","1002","1001","1002","1","1","0","0","1","1","7","1","1","1","1","1","1","1","1","1","309900"
"1","1","30990002","1001","0","1002","1002","1","1","0","0","1","1","5","1","1","1","1","1","1","0","1","1","309900"
"1004","1","30990101","1004","1002","1001","1002","1","1","0","0","1","1","7","1","1","1","1","1","1","1004","1","1004","309901"
"1004","1","30990102","1001","0","1002","1002","1","1","0","0","1","1","5","1","1","1","1","1","1","0","1","1004","309901"
"1004","0","30990701","1004","0","0","1001","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","309907"
"1004","0","30990702","1004","1002","1004","1001","0","0","0","0","0","1","7","0","0","0","0","0","0","1001","0","1001","309907"
"1002","0","31000001","1","0","1002","1","0","0","0","0","0","1","6","0","0","0","0","0","0","1","0","1","310000"
"1002","0","31000101","1","0","1002","1","0","0","0","0","0","1","6","0","0","0","0","0","0","1","0","1","310001"
"1002","0","31000201","1","0","1001","1","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1","310002"
"1","0","31000202","1","0","1","1001","0","0","0","0","0","1","6","0","0","0","0","0","0","1002","0","1002","310002"
"1001","0","31000301","1","1","1","1","0","0","1001","1002","0","6","9","0","0","0","0","0","0","1002","0","1","310003"
"1001","0","31000302","1002","1001","1002","1","1002","0","1","1002","0","1","11","0","0","0","0","0","1001","1","0","1001","310003"
"1","0","31000401","1","0","0","1","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1","310004"
"1","0","31000501","1","1","1004","1004","0","0","1","1004","0","1","10","0","0","0","0","0","1005","1","0","1005","310005"
"1001","0","31000601","1","1","1","1","0","0","1001","1002","0","6","9","0","0","0","0","0","0","1002","0","1","310006"
"1001","0","31000602","1002","1001","1002","1","1002","0","1","1002","0","1","11","0","0","0","0","0","1001","1","0","1001","310006"
"1","0","31010001","1001","1001","1","1","1004","0","1002","1","1002","12","16","1001","1001","1","0","0","1","1","1004","1004","310100"
"1004","0","31010002","1001","0","1","1","0","0","0","0","0","1","6","0","0","0","0","0","0","1004","0","1002","310100"
"1010","0","31010101","1001","1001","1010","1010","1004","0","1002","1010","1002","12","16","1001","1001","1010","0","0","1010","1010","1004","1004","310101"
"1004","0","31010102","1001","0","0","1010","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1002","310101"
"1010","0","31010301","1001","1001","1010","1010","1004","0","1002","1010","1002","12","16","1001","0","1010","0","0","1010","1010","1004","1004","310103"
"1010","0","31010302","1002","0","0","1001","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1004","310103"
"1001","0","31020001","1002","0","1001","1002","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1002","310200"
"1001","0","31020101","1","0","1","1002","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1","310201"
"1004","0","31020102","1001","0","1002","1","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1","310201"
"1003","0","31030001","1","1","1","1","1","0","1003","1","0","7","12","0","0","1004","0","0","1","1004","0","1","310300"
"1003","0","31030101","1","1","1","1","1","0","1003","1","0","7","12","0","0","1004","0","0","1","1004","0","1","310301"
"1003","0","31030201","1","1","1","1","1","0","1003","1","0","7","12","0","0","1004","0","0","1","1004","0","1","310302"
"1","0","31030301","1","1004","1003","1004","1","0","1","1","0","7","11","0","0","0","0","0","1003","1","0","1","310303"
"1003","0","31030401","1","1","1","1","1","0","1003","1","0","7","12","0","0","1004","0","0","1","1004","0","1","310304"
"1003","0","31030402","1","1","1","1","1","0","1003","1","0","7","12","0","0","1004","0","0","1","1004","0","1","310304"
"0","0","31030501","1002","0","0","1002","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","310305"
"1","0","31030601","1004","1","1","1","0","0","1003","1","0","6","10","0","0","0","0","0","1","1004","0","1003","310306"
"1004","0","31030701","1004","0","1004","1001","0","0","0","0","0","2","5","0","0","0","0","0","0","0","0","1003","310307"
"1004","0","31030801","1004","0","1004","1001","0","0","0","0","0","2","5","0","0","0","0","0","0","0","0","1003","310308"
"1","0","31040001","1","1001","1","1002","0","0","0","0","0","1","7","0","0","0","0","0","0","1","0","1002","310400"
"1002","0","31040002","1002","0","0","1003","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","310400"
"1","0","31040101","1","1","1002","1002","1","0","1","1002","1001","1","13","0","0","1","0","0","1002","1","0","1","310401"
"1002","0","31040102","1002","0","0","1003","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","310401"
"1002","0","31050001","1004","0","1001","1004","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1004","310500"
"1001","0","31050101","1004","0","1004","1004","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1004","310501"
"1002","0","31050201","1004","1001","1004","1004","0","0","0","0","0","1","7","0","0","0","0","0","0","1004","0","1004","310502"
"1002","0","31050301","1004","0","1001","1004","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1004","310503"
"1002","0","31050302","1004","1001","1004","1001","0","0","0","0","0","1","7","0","0","0","0","0","0","1002","0","1004","310503"
"0","0","31050401","1004","0","0","1004","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","310504"
"0","0","31050501","1004","0","0","1004","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","310505"
"1002","0","31050601","1004","1001","1004","1004","0","0","0","0","0","1","7","0","0","0","0","0","0","1004","0","1001","310506"
"1002","0","31050701","1003","1002","1001","1001","0","0","0","0","0","2","7","0","0","0","0","0","0","1003","0","1003","310507"
"1001","0","31060001","1008","0","1008","1008","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1008","310600"
"1001","0","31060101","1008","0","1008","1008","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1008","310601"
"1001","0","31060201","1008","0","1008","1008","0","0","0","0","0","1","6","0","0","0","0","0","0","1002","0","1008","310602"
"1002","0","31060301","1008","0","1001","1008","0","0","0","0","0","1","6","0","0","0","0","0","0","1008","0","1008","310603"
"1003","0","31060401","1003","1003","1003","1003","0","0","1004","1003","0","1","9","0","0","0","0","0","0","1003","0","1004","310604"
"1003","0","31060501","1003","1003","1003","1003","0","0","1004","1003","0","1","9","0","0","0","0","0","0","1003","0","1004","310605"
"1002","0","31060601","1003","0","1003","1001","0","0","0","0","0","1","6","0","0","0","0","0","0","1002","0","1003","310606"
"1002","0","31060701","1003","0","1002","1001","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1003","310607"
"1002","0","31070001","1","1002","1001","1001","0","0","0","0","0","5","7","0","0","0","0","0","0","1","0","1","310700"
"1002","0","31070101","1","1002","1001","1001","0","0","0","0","0","5","7","0","0","0","0","0","0","1","0","1","310701"
"1002","0","31070201","1","1002","1001","1001","0","0","0","0","0","5","7","0","0","0","0","0","0","1","0","1","310702"
"1002","0","31070301","1","1002","1001","1001","0","0","0","0","0","5","7","0","0","0","0","0","0","1","0","1","310703"
"1","0","31070401","1","0","0","1","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1","310704"
"1004","0","31070501","1004","0","0","1004","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1004","310705"
"1005","0","31070502","1005","0","0","1005","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1005","310705"
"1002","0","31070601","1","1002","1001","1001","0","0","0","1001","0","5","8","0","0","0","0","0","0","1","0","1","310706"
"1002","0","31070701","1002","0","1004","1004","0","0","0","0","0","2","6","0","0","0","0","0","0","1001","0","1004","310707"
"1001","0","31080001","1002","1001","1002","1","0","0","0","1","0","5","8","0","0","0","0","0","0","1","0","1","310800"
"1004","0","31080002","1005","0","0","1","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1","310800"
"1001","0","31080101","1002","1001","1002","1","0","0","0","1","0","5","8","0","0","0","0","0","0","1","0","1","310801"
"1001","0","31080201","1002","1001","1002","1","0","0","0","1","0","5","8","0","0","0","0","0","0","1","0","1","310802"
"1001","0","31080301","1002","1001","1002","1","0","0","0","1","0","5","8","0","0","0","0","0","0","1","0","1","310803"
"1","0","31080401","1","0","0","1","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1","310804"
"1004","0","31080501","1005","0","0","1","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","310805"
"1001","0","31080502","1002","1001","1002","1","0","0","0","1","0","5","8","0","0","0","0","0","0","1","0","1","310805"
"1001","0","31080601","1002","1001","1002","1","0","0","0","1","0","5","8","0","0","0","0","0","0","1","0","1","310806"
"1002","0","31090001","1","0","1002","1001","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1001","310900"
"1","0","31100001","1","0","1","1001","0","0","0","0","0","1","6","0","0","0","0","0","0","1001","0","1","311000"
"1","0","31100002","1","0","1001","1002","0","0","0","0","0","1","6","0","0","0","0","0","0","1","0","1","311000"
"1003","0","31100101","1003","0","0","1001","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1003","311001"
"1003","0","31100201","1003","0","0","1001","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1003","311002"
"1001","0","31110001","1","0","1001","1","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1","311100"
"1001","0","31110101","1","0","1001","1","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1","311101"
"1","0","31110201","1","0","1002","1001","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1","311102"
"1","0","31110301","1","1001","1002","1001","0","0","0","1002","0","3","8","0","0","0","0","0","0","1","0","1","311103"
"1001","0","31110302","1","0","1002","1002","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1","311103"
"1","0","31110401","1","0","1002","1002","0","0","0","0","0","1","6","0","0","0","0","0","0","1","0","1","311104"
"1","0","31110501","1","0","0","1","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1","311105"
"1","0","31110601","1","0","1","1001","0","0","0","0","0","1","6","0","0","0","0","0","0","1002","0","1002","311106"
"1","0","31110602","1","0","1001","1002","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1","311106"
"1002","0","31120001","1002","1002","1002","1003","0","0","1002","1003","0","4","9","0","0","0","0","0","0","1003","0","1001","311200"
"1001","0","31120101","1002","1003","1003","1003","0","0","1003","1002","0","3","10","0","0","0","0","0","1002","1002","0","1002","311201"
"1001","0","31120201","1002","1002","1002","1002","0","0","0","0","0","3","7","0","0","0","0","0","0","1002","0","1002","311202"
"1001","0","31120301","1002","1002","1002","1002","0","0","0","0","0","3","7","0","0","0","0","0","0","1002","0","1002","311203"
"1001","0","31120401","1002","1002","1002","1002","0","0","0","0","0","3","7","0","0","0","0","0","0","1002","0","1002","311204"
"1002","0","31130001","1","1007","1005","1001","0","0","1009","1008","0","1","6","0","0","0","0","0","0","1006","0","1004","311300"
"1006","0","31130101","1","1006","1","1","1006","0","1","1005","1","2","16","1006","0","1005","0","0","1","1","1005","1005","311301"
"1008","0","31130201","1","1008","1","1","1008","0","1","1007","1","2","16","1008","0","1007","0","0","1","1","1007","1007","311302"
"1002","0","31130301","1004","1001","1004","1004","0","0","0","0","0","2","7","0","0","0","0","0","0","1002","0","1001","311303"
"1009","0","31130401","1004","1010","1004","1009","1004","0","1009","1009","1010","2","15","1010","0","1009","0","0","1010","1009","0","1010","311304"
"1010","0","31130501","1010","0","0","1010","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1010","311305"
"1004","0","31130601","1004","1004","1004","1002","0","0","1001","1004","0","1","9","0","0","0","0","0","0","1002","0","1001","311306"
"1004","0","31140001","1","1","1001","1001","1001","0","1004","1001","0","7","12","0","0","1002","0","0","1","1002","0","1","311400"
"1","0","31140101","1","1","1004","1001","0","0","1004","1","0","6","9","0","0","0","0","0","0","1001","0","1","311401"
"1","0","31140201","1","1","1004","1001","0","0","1004","1","0","6","9","0","0","0","0","0","0","1001","0","1","311402"
"1","0","31140301","1","1","1004","1001","0","0","1004","1","0","6","9","0","0","0","0","0","0","1001","0","1","311403"
