2b7b6df975bf811ef9f38af1ba71defbef59ca5709af9142ce5734b26cd6c9fa,5a7ec361e73ef9e4b5793d859d13f9f701dc3d75061abf4d38c6bbe042767be4,732485207c3676f8cedb548a3a3149ee1ebe61402a234c8135457eee3d581a30,c6758944bc30825140a60fc65a0731b6b67673c4ad5ecfdd80583ccd2b1e9145
"8600","6032","18","603210"
"1650","6033","12","603301"
"2450","6033","12","603302"
"3050","6033","18","603303"
"3300","6033","13","603304"
"4150","6033","13","603305"
"5025","6033","10","603306"
"5990","6033","22","603307"
"6500","6033","1004","603308"
"7690","6033","22","603309"
"8450","6033","9","603310"
"650","6034","19","603401"
"1425","6034","5","603402"
"2500","6034","16","603403"
"3400","6034","11","603404"
"4200","6034","2","603405"
"4650","6034","19","603406"
"5450","6034","19","603407"
"6600","6034","11","603408"
"7300","6034","16","603409"
"8100","6034","16","603410"
"525","6035","5","603501"
"1250","6035","19","603502"
"2300","6035","16","603503"
"2850","6035","19","603504"
"4100","6035","2","603505"
"4850","6035","11","603506"
"5500","6035","16","603507"
"6400","6035","11","603508"
"6950","6035","19","603509"
"7950","6035","16","603510"
"500","6036","19","603601"
"1700","6036","11","603602"
"2075","6036","5","603603"
"2900","6036","19","603604"
"3950","6036","16","603605"
"4800","6036","16","603606"
"5600","6036","16","603607"
"6500","6036","11","603608"
"7200","6036","2","603609"
"7750","6036","19","603610"
"650","6037","19","603701"
"1450","6037","19","603702"
"2600","6037","11","603703"
"3490","6037","22","603704"
"4100","6037","16","603705"
"5300","6037","17","603706"
"5600","6037","6","603707"
"6350","6037","23","603708"
"7200","6037","7","603709"
"8475","6037","4","603710"
"1100","6038","16","603801"
"1650","6038","23","603802"
"2700","6038","11","603803"
"3900","6038","17","603804"
"4200","6038","6","603805"
"5190","6038","22","603806"
"5550","6038","19","603807"
"7075","6038","4","603808"
"7200","6038","19","603809"
"8100","6038","7","603810"
"1375","6039","4","603901"
"1600","6039","19","603902"
"2750","6039","11","603903"
"3400","6039","16","603904"
"4600","6039","17","603905"
"5000","6039","6","603906"
"5600","6039","19","603907"
"6450","6039","23","603908"
"7690","6039","22","603909"
"8150","6039","7","603910"
"800","6040","6","604001"
"1800","6040","11","604002"
"2400","6040","6","604003"
"3275","6040","10","604004"
"4150","6040","15","604005"
"5090","6040","22","604006"
"5550","6040","23","604007"
"6550","6040","1013","604008"
"7350","6040","1013","604009"
"8150","6040","1013","604010"
"650","6041","6","604101"
"1475","6041","10","604102"
"2450","6041","15","604103"
"2950","6041","23","604104"
"4000","6041","1013","604105"
"4750","6041","1013","604106"
"5600","6041","1013","604107"
"6200","6041","6","604108"
"7340","6041","22","604109"
"8050","6041","11","604110"
"750","6042","15","604201"
"1650","6042","1013","604202"
"2275","6042","10","604203"
"3050","6042","23","604204"
"3800","6042","6","604205"
"4650","6042","6","604206"
"5650","6042","1013","604207"
"6450","6042","11","604208"
"7250","6042","1013","604209"
"8190","6042","22","604210"
"800","6043","1004","604301"
"1750","6043","1013","604302"
"2550","6043","1013","604303"
"3700","6043","17","604304"
"4500","6043","18","604305"
"5300","6043","18","604306"
"5750","6043","15","604307"
"6550","6043","15","604308"
"7950","6043","12","604309"
"8750","6043","12","604310"
"1650","6044","12","604401"
"2300","6044","18","604402"
"2650","6044","1013","604403"
"4050","6044","12","604404"
"4600","6044","18","604405"
"5050","6044","15","604406"
"5900","6044","15","604407"
"6600","6044","1004","604408"
"7450","6044","1013","604409"
"8650","6044","17","604410"
"1450","6045","18","604501"
"2500","6045","12","604502"
"2750","6045","1013","604503"
"3850","6045","18","604504"
"4900","6045","12","604505"
"5100","6045","15","604506"
"5950","6045","15","604507"
"6650","6045","1013","604508"
"7850","6045","17","604509"
"8100","6045","1004","604510"
"1100","6046","9","604601"
"1675","6046","10","604602"
"2550","6046","15","604603"
"3500","6046","9","604604"
"4500","6046","18","604605"
"5300","6046","18","604606"
"5600","6046","1004","604607"
"6950","6046","3","604608"
"7275","6046","10","604609"
"8000","6046","13","604610"
"775","6047","10","604701"
"1500","6047","13","604702"
"2250","6047","1004","604703"
"3550","6047","3","604704"
"4400","6047","18","604705"
"4900","6047","9","604706"
"5700","6047","9","604707"
"6400","6047","15","604708"
"7600","6047","18","604709"
"7925","6047","10","604710"
"900","6048","9","604801"
"1400","6048","1004","604802"
"2850","6048","3","604803"
"3175","6048","10","604804"
"3800","6048","13","604805"
"5200","6048","18","604806"
"5575","6048","10","604807"
"6600","6048","9","604808"
"7550","6048","18","604809"
"8050","6048","15","604810"
"800","6049","1003","604901"
"1550","6049","23","604902"
"2400","6049","7","604903"
"3200","6049","7","604904"
"4125","6049","21","604905"
"4800","6049","1003","604906"
"5725","6049","21","604907"
"7150","6049","12","604908"
"7950","6049","12","604909"
"8000","6049","7","604910"
"900","6050","7","605001"
"1750","6050","7","605002"
"2600","6050","1003","605003"
"3300","6050","1003","605004"
"4200","6050","7","605005"
"4950","6050","23","605006"
"6550","6050","12","605007"
"6725","6050","21","605008"
"8050","6050","12","605009"
"8275","6050","21","605010"
"1700","6051","12","605101"
"1700","6051","1003","605102"
"2625","6051","21","605103"
"3350","6051","7","605104"
"4100","6051","23","605105"
"4950","6051","7","605106"
"5875","6051","21","605107"
"7300","6051","12","605108"
"7350","6051","1003","605109"
"8200","6051","7","605110"
"1300","6052","17","605201"
"2100","6052","17","605202"
"2250","6052","19","605203"
"3025","6052","5","605204"
"3825","6052","5","605205"
"5300","6052","1","605206"
"6150","6052","3","605207"
"6400","6052","1003","605208"
"7050","6052","19","605209"
"8500","6052","17","605210"
"550","6053","19","605301"
"1225","6053","5","605302"
"2125","6053","5","605303"
"3600","6053","17","605304"
"4350","6053","17","605305"
"5200","6053","1","605306"
"5300","6053","19","605307"
"6750","6053","17","605308"
"7100","6053","1003","605309"
"8350","6053","3","605310"
"1150","6054","1","605401"
"2000","6054","3","605402"
"2250","6054","1003","605403"
"2850","6054","19","605404"
"4300","6054","17","605405"
"5100","6054","17","605406"
"5325","6054","5","605407"
"6150","6054","19","605408"
"6875","6054","5","605409"
"8400","6054","17","605410"
"800","6055","1001","605501"
"1900","6055","9","605502"
"2950","6055","3","605503"
"3200","6055","1002","605504"
"4550","6055","3","605505"
"5550","6055","12","605506"
"5600","6055","1003","605507"
"7150","6055","12","605508"
"7700","6055","18","605509"
"8550","6055","3","605510"
"9550","6055","12","605511"
"10100","6055","18","605512"
"1550","6056","3","605601"
"2000","6056","9","605602"
"3350","6056","12","605603"
"4050","6056","12","605604"
"4200","6056","1002","605605"
"5450","6056","3","605606"
"6250","6056","18","605607"
"6500","6056","1001","605608"
"7900","6056","3","605609"
"8900","6056","12","605610"
"8950","6056","1003","605611"
"10200","6056","18","605612"
"1400","6057","18","605701"
"2300","6057","3","605702"
"3050","6057","3","605703"
"3350","6057","1002","605704"
"4700","6057","3","605705"
"4950","6057","1003","605706"
"5800","6057","1001","605707"
"7350","6057","12","605708"
"8050","6057","12","605709"
"8400","6057","9","605710"
"9650","6057","12","605711"
"10300","6057","18","605712"
"800","6058","1003","605801"
"1600","6058","1004","605802"
"2400","6058","1003","605803"
"3200","6058","1002","605804"
"4000","6058","1001","605805"
"5300","6058","1012","605806"
"6100","6058","1","605807"
"6900","6058","17","605808"
"7700","6058","17","605809"
"8550","6058","3","605810"
"9300","6058","18","605811"
"10100","6058","18","605812"
"650","6059","1004","605901"
"1450","6059","1002","605902"
"2200","6059","1003","605903"
"3050","6059","1001","605904"
"4400","6059","3","605905"
"4650","6059","1003","605906"
"6000","6059","18","605907"
"6700","6059","1012","605908"
"7600","6059","17","605909"
"8300","6059","17","605910"
"9100","6059","1","605911"
"10000","6059","18","605912"
"1200","6060","18","606001"
"1400","6060","1004","606002"
"2300","6060","1003","606003"
"3100","6060","1003","606004"
"4300","6060","1","606005"
"5100","6060","17","606006"
"6000","6060","3","606007"
"6800","6060","1012","606008"
"7500","6060","17","606009"
"7900","6060","1001","606010"
"9150","6060","18","606011"
"9400","6060","1002","606012"
"875","6061","10","606101"
"1600","6061","1004","606102"
"2475","6061","10","606103"
"3500","6061","9","606104"
"4000","6061","1004","606105"
"5100","6061","9","606106"
"5600","6061","13","606107"
"6400","6061","1004","606108"
"7200","6061","13","606109"
"8500","6061","18","606110"
"8800","6061","1004","606111"
"10100","6061","18","606112"
"1200","6062","9","606201"
"1875","6062","10","606202"
"2800","6062","9","606203"
"3300","6062","1004","606204"
"4100","6062","13","606205"
"5450","6062","18","606206"
"5800","6062","1004","606207"
"6625","6062","10","606208"
"7300","6062","13","606209"
"8100","6062","1004","606210"
"9000","6062","1004","606211"
"10300","6062","18","606212"
"1250","6063","9","606301"
"1750","6063","1004","606302"
"2550","6063","1004","606303"
"3400","6063","1004","606304"
"4200","6063","13","606305"
"5500","6063","18","606306"
"5825","6063","10","606307"
"7100","6063","18","606308"
"7350","6063","1004","606309"
"8200","6063","13","606310"
"9200","6063","9","606311"
"9775","6063","10","606312"
"950","6064","1013","606401"
"1750","6064","1013","606402"
"2550","6064","1013","606403"
"3200","6064","7","606404"
"4500","6064","1012","606405"
"4800","6064","1003","606406"
"5800","6064","11","606407"
"6600","6064","11","606408"
"7400","6064","11","606409"
"8750","6064","12","606410"
"8900","6064","16","606411"
"9700","6064","16","606412"
"1350","6065","12","606501"
"1600","6065","11","606502"
"2300","6065","1003","606503"
"3200","6065","16","606504"
"4000","6065","16","606505"
"4800","6065","1013","606506"
"5900","6065","1012","606507"
"6450","6065","11","606508"
"7200","6065","1013","606509"
"8000","6065","1013","606510"
"8900","6065","11","606511"
"9450","6065","7","606512"
"900","6066","11","606601"
"2250","6066","12","606602"
"2450","6066","11","606603"
"3050","6066","1003","606604"
"3950","6066","1013","606605"
"5200","6066","1012","606606"
"5700","6066","11","606607"
"6400","6066","16","606608"
"7250","6066","1013","606609"
"8050","6066","1013","606610"
"8750","6066","16","606611"
"9400","6066","7","606612"
"1300","6067","17","606701"
"2100","6067","1","606702"
"2400","6067","1004","606703"
"3200","6067","13","606704"
"4290","6067","22","606705"
"4800","6067","13","606706"
"6100","6067","18","606707"
"6950","6067","3","606708"
"7200","6067","1004","606709"
"8000","6067","7","606710"
"8800","6067","7","606711"
"9725","6067","21","606712"
"900","6068","13","606801"
"2300","6068","17","606802"
"2600","6068","7","606803"
"3400","6068","7","606804"
"4100","6068","1004","606805"
"4950","6068","1004","606806"
"6250","6068","1","606807"
"7100","6068","18","606808"
"7640","6068","22","606809"
"8650","6068","3","606810"
"9025","6068","21","606811"
"9800","6068","13","606812"
"950","6069","13","606901"
"2300","6069","3","606902"
"2790","6069","22","606903"
"3350","6069","1004","606904"
"4650","6069","18","606905"
"5125","6069","21","606906"
"6300","6069","17","606907"
"6550","6069","1004","606908"
"7300","6069","7","606909"
"8650","6069","1","606910"
"8950","6069","13","606911"
"9700","6069","7","606912"
"1100","6070","9","607001"
"2150","6070","3","607002"
"3150","6070","12","607003"
"3950","6070","12","607004"
"4500","6070","18","607005"
"5350","6070","3","607006"
"6350","6070","12","607007"
"7150","6070","12","607008"
"7700","6070","17","607009"
"8000","6070","1004","607010"
"8800","6070","1003","607011"
"10100","6070","17","607012"
"1200","6071","3","607101"
"1950","6071","17","607102"
"2950","6071","12","607103"
"3600","6071","18","607104"
"4400","6071","3","607105"
"5450","6071","12","607106"
"5500","6071","1003","607107"
"7000","6071","12","607108"
"7300","6071","9","607109"
"7900","6071","1004","607110"
"9200","6071","17","607111"
"10250","6071","12","607112"
"1200","6072","17","607201"
"1400","6072","1004","607202"
"3000","6072","12","607203"
"3750","6072","12","607204"
"4650","6072","12","607205"
"5200","6072","3","607206"
"5750","6072","9","607207"
"6750","6072","3","607208"
"7100","6072","1003","607209"
"8300","6072","18","607210"
"9350","6072","12","607211"
"9900","6072","17","607212"
"1275","6073","4","607301"
"1725","6073","21","607302"
"2400","6073","7","607303"
"2950","6073","14","607304"
"3850","6073","19","607305"
"4625","6073","5","607306"
"5600","6073","7","607307"
"6400","6073","7","607308"
"7150","6073","23","607309"
"8200","6073","2","607310"
"8625","6073","5","607311"
"9800","6073","2","607312"
"775","6074","5","607401"
"1750","6074","7","607402"
"3075","6074","4","607403"
"3350","6074","7","607404"
"4100","6074","7","607405"
"4650","6074","14","607406"
"5550","6074","19","607407"
"6550","6074","23","607408"
"7425","6074","21","607409"
"7925","6074","5","607410"
"9100","6074","2","607411"
"9900","6074","2","607412"
"850","6075","19","607501"
"1450","6075","14","607502"
"2750","6075","2","607503"
"3125","6075","5","607504"
"4100","6075","23","607505"
"5000","6075","7","607506"
"6275","6075","4","607507"
"6750","6075","2","607508"
"7525","6075","21","607509"
"8150","6075","7","607510"
"8775","6075","5","607511"
"9800","6075","7","607512"
"1275","6076","4","607601"
"2075","6076","4","607602"
"2550","6076","1013","607603"
"3675","6076","4","607604"
"4000","6076","6","607605"
"4950","6076","1013","607606"
"5750","6076","1013","607607"
"6875","6076","4","607608"
"7675","6076","4","607609"
"8000","6076","6","607610"
"9275","6076","4","607611"
"10075","6076","4","607612"
"1175","6077","4","607701"
"1975","6077","4","607702"
"2675","6077","4","607703"
"3525","6077","4","607704"
"3900","6077","6","607705"
"5125","6077","4","607706"
"5650","6077","1013","607707"
"6400","6077","1013","607708"
"7000","6077","6","607709"
"8050","6077","1013","607710"
"9175","6077","4","607711"
"9875","6077","4","607712"
"1075","6078","4","607801"
"1925","6078","4","607802"
"2450","6078","1013","607803"
"3475","6078","4","607804"
"4325","6078","4","607805"
"4600","6078","6","607806"
"5600","6078","1013","607807"
"6200","6078","6","607808"
"7525","6078","4","607809"
"7950","6078","1013","607810"
"9075","6078","4","607811"
"9975","6078","4","607812"
"1300","6079","1","607901"
"2150","6079","3","607902"
"2690","6079","22","607903"
"3700","6079","17","607904"
"4500","6079","18","607905"
"4800","6079","13","607906"
"5750","6079","1013","607907"
"6600","6079","11","607908"
"7200","6079","13","607909"
"8500","6079","1012","607910"
"9300","6079","1012","607911"
"9890","6079","22","607912"
"1400","6080","1012","608001"
"2300","6080","1","608002"
"2500","6080","13","608003"
"3900","6080","18","608004"
"4750","6080","3","608005"
"5150","6080","1013","608006"
"5700","6080","13","608007"
"7000","6080","17","608008"
"7500","6080","11","608009"
"8600","6080","1012","608010"
"9240","6080","22","608011"
"10090","6080","22","608012"
"1450","6081","1","608101"
"1950","6081","11","608102"
"3050","6081","1012","608103"
"3350","6081","13","608104"
"4440","6081","22","608105"
"5240","6081","22","608106"
"6350","6081","3","608107"
"7050","6081","17","608108"
"7850","6081","1012","608109"
"8700","6081","18","608110"
"8900","6081","13","608111"
"9850","6081","1013","608112"
"550","6082","14","608201"
"1350","6082","14","608202"
"2250","6082","19","608203"
"3200","6082","7","608204"
"4000","6082","7","608205"
"5275","6082","4","608206"
"5450","6082","19","608207"
"6600","6082","2","608208"
"7400","6082","2","608209"
"8475","6082","4","608210"
"8550","6082","14","608211"
"9725","6082","21","608212"
"350","6083","14","608301"
"1625","6083","21","608302"
"2450","6083","2","608303"
"2850","6083","14","608304"
"3800","6083","7","608305"
"4400","6083","14","608306"
"5350","6083","19","608307"
"6675","6083","4","608308"
"7200","6083","2","608309"
"7650","6083","19","608310"
"9125","6083","4","608311"
"9500","6083","7","608312"
"500","6084","19","608401"
"1400","6084","7","608402"
"2500","6084","2","608403"
"3050","6084","7","608404"
"4050","6084","2","608405"
"5075","6084","4","608406"
"5300","6084","19","608407"
"6000","6084","14","608408"
"6850","6084","14","608409"
"7600","6084","14","608410"
"9175","6084","4","608411"
"9575","6084","21","608412"
"1300","6085","17","608501"
"2100","6085","17","608502"
"2900","6085","17","608503"
"3400","6085","11","608504"
"4200","6085","11","608505"
"5000","6085","2","608506"
"5600","6085","13","608507"
"6400","6085","13","608508"
"7490","6085","22","608509"
"8200","6085","11","608510"
"9300","6085","17","608511"
"10100","6085","18","608512"
"1500","6086","17","608601"
"2300","6086","18","608602"
"2840","6086","22","608603"
"3500","6086","2","608604"
"4600","6086","17","608605"
"5500","6086","17","608606"
"5950","6086","11","608607"
"6600","6086","13","608608"
"7400","6086","13","608609"
"8400","6086","11","608610"
"9100","6086","11","608611"
"10300","6086","17","608612"
"1450","6087","17","608701"
"2040","6087","22","608702"
"3000","6087","18","608703"
"3900","6087","17","608704"
"4350","6087","2","608705"
"5450","6087","17","608706"
"5900","6087","11","608707"
"6550","6087","13","608708"
"7800","6087","17","608709"
"8350","6087","11","608710"
"9150","6087","11","608711"
"9700","6087","13","608712"
"950","6088","15","608801"
"1800","6088","11","608802"
"3150","6088","12","608803"
"3275","6088","10","608804"
"4300","6088","9","608805"
"5090","6088","22","608806"
"6075","6088","4","608807"
"6900","6088","1012","608808"
"7200","6088","7","608809"
"8100","6088","16","608810"
"9300","6088","18","608811"
"9800","6088","2","608812"
"1425","6089","4","608901"
"1850","6089","16","608902"
"3000","6089","18","608903"
"3425","6089","10","608904"
"4900","6089","12","608905"
"5240","6089","22","608906"
"5700","6089","7","608907"
"6650","6089","15","608908"
"7600","6089","11","608909"
"8600","6089","1012","608910"
"9200","6089","9","608911"
"9950","6089","2","608912"
"1200","6090","9","609001"
"1850","6090","15","609002"
"3100","6090","1012","609003"
"3500","6090","11","609004"
"4300","6090","16","609005"
"5500","6090","18","609006"
"5800","6090","7","609007"
"6750","6090","2","609008"
"8050","6090","12","609009"
"8225","6090","10","609010"
"9290","6090","22","609011"
"10175","6090","4","609012"
"1000","7001","21003","700101"
"2000","7001","21004","700102"
"3000","7001","21003","700103"
"4000","7001","21010","700104"
"5000","7001","21010","700105"
"6000","7001","21010","700106"
"7000","7001","21017","700107"
"8000","7001","21003","700108"
"9000","7001","21017","700109"
"10000","7001","21003","700110"
"11000","7001","21015","700111"
"12000","7001","21003","700112"
"13000","7001","21015","700113"
"1100","7002","21017","700201"
"2200","7002","21003","700202"
"3100","7002","21017","700203"
"4100","7002","21010","700204"
"5200","7002","21003","700205"
"6200","7002","21010","700206"
"7150","7002","21015","700207"
"8200","7002","21004","700208"
"9150","7002","21003","700209"
"10150","7002","21015","700210"
"11100","7002","21010","700211"
"12100","7002","21003","700212"
"13100","7002","21003","700213"
"1200","7003","21003","700301"
"2100","7003","21003","700302"
"3200","7003","21003","700303"
"4150","7003","21017","700304"
"5100","7003","21003","700305"
"6150","7003","21010","700306"
"7100","7003","21004","700307"
"8100","7003","21015","700308"
"9100","7003","21010","700309"
"10200","7003","21003","700310"
"11150","7003","21017","700311"
"12150","7003","21015","700312"
"13200","7003","21010","700313"
"1000","7004","21007","700401"
"2000","7004","21010","700402"
"3000","7004","21002","700403"
"4000","7004","21003","700404"
"5000","7004","21002","700405"
"6000","7004","21001","700406"
"7000","7004","21014","700407"
"8000","7004","21004","700408"
"9000","7004","21014","700409"
"10000","7004","21008","700410"
"11000","7004","21002","700411"
"12000","7004","21003","700412"
"13000","7004","21014","700413"
"900","7005","21014","700501"
"1850","7005","21002","700502"
"2800","7005","21004","700503"
"3900","7005","21002","700504"
"4800","7005","21014","700505"
"5800","7005","21014","700506"
"6800","7005","21001","700507"
"7900","7005","21002","700508"
"8850","7005","21003","700509"
"9800","7005","21010","700510"
"10900","7005","21003","700511"
"11850","7005","21008","700512"
"12800","7005","21007","700513"
"800","7006","21003","700601"
"1800","7006","21014","700602"
"2850","7006","21007","700603"
"3850","7006","21014","700604"
"4850","7006","21002","700605"
"5900","7006","21004","700606"
"6850","7006","21014","700607"
"7850","7006","21001","700608"
"8800","7006","21003","700609"
"9850","7006","21008","700610"
"10800","7006","21002","700611"
"11800","7006","21010","700612"
"12900","7006","21002","700613"
"1000","7007","21002","700701"
"2000","7007","21002","700702"
"3000","7007","21001","700703"
"4000","7007","21010","700704"
"5000","7007","21001","700705"
"6000","7007","21004","700706"
"7000","7007","21006","700707"
"8000","7007","21016","700708"
"9000","7007","21017","700709"
"10000","7007","21007","700710"
"11000","7007","21014","700711"
"12000","7007","21015","700712"
"13000","7007","21007","700713"
"1150","7008","21016","700801"
"2100","7008","21015","700802"
"3150","7008","21002","700803"
"4200","7008","21001","700804"
"5200","7008","21017","700805"
"6150","7008","21001","700806"
"7100","7008","21006","700807"
"8150","7008","21004","700808"
"9150","7008","21014","700809"
"10200","7008","21002","700810"
"11150","7008","21007","700811"
"12150","7008","21010","700812"
"13200","7008","21007","700813"
"1100","7009","21006","700901"
"2150","7009","21001","700902"
"3200","7009","21002","700903"
"4100","7009","21016","700904"
"5150","7009","21007","700905"
"6200","7009","21017","700906"
"7200","7009","21001","700907"
"8100","7009","21002","700908"
"9100","7009","21015","700909"
"10100","7009","21014","700910"
"11100","7009","21007","700911"
"12200","7009","21010","700912"
"13100","7009","21004","700913"
"1000","7010","21002","701001"
"2000","7010","21004","701002"
"3000","7010","21006","701003"
"4000","7010","21002","701004"
"5000","7010","21010","701005"
"6000","7010","21008","701006"
"7000","7010","21002","701007"
"8000","7010","21002","701008"
"9000","7010","21003","701009"
"10000","7010","21015","701010"
"11000","7010","21014","701011"
"12000","7010","21007","701012"
"13000","7010","21004","701013"
"850","7011","21004","701101"
"1850","7011","21002","701102"
"2850","7011","21003","701103"
"3850","7011","21002","701104"
"4800","7011","21014","701105"
"5800","7011","21007","701106"
"6850","7011","21004","701107"
"7800","7011","21002","701108"
"8800","7011","21002","701109"
"9850","7011","21008","701110"
"10850","7011","21006","701111"
"11900","7011","21010","701112"
"12800","7011","21015","701113"
"900","7012","21002","701201"
"1900","7012","21007","701202"
"2900","7012","21004","701203"
"3800","7012","21010","701204"
"4850","7012","21014","701205"
"5850","7012","21008","701206"
"6800","7012","21004","701207"
"7850","7012","21015","701208"
"8850","7012","21006","701209"
"9900","7012","21002","701210"
"10800","7012","21003","701211"
"11800","7012","21002","701212"
"12850","7012","21002","701213"
"1000","7013","21016","701301"
"2000","7013","21017","701302"
"3000","7013","21010","701303"
"4000","7013","21014","701304"
"5000","7013","21010","701305"
"6000","7013","21015","701306"
"7000","7013","21001","701307"
"8000","7013","21002","701308"
"9000","7013","21001","701309"
"10000","7013","21008","701310"
"11000","7013","21008","701311"
"12000","7013","21008","701312"
"13000","7013","21008","701313"
"1200","7014","21001","701401"
"2200","7014","21001","701402"
"3150","7014","21008","701403"
"4150","7014","21008","701404"
"5200","7014","21014","701405"
"6200","7014","21008","701406"
"7150","7014","21016","701407"
"8100","7014","21002","701408"
"9100","7014","21010","701409"
"10200","7014","21017","701410"
"11150","7014","21015","701411"
"12200","7014","21008","701412"
"13100","7014","21010","701413"
"1100","7015","21002","701501"
"2150","7015","21001","701502"
"3200","7015","21010","701503"
"4200","7015","21015","701504"
"5150","7015","21014","701505"
"6100","7015","21001","701506"
"7100","7015","21008","701507"
"8150","7015","21016","701508"
"9200","7015","21017","701509"
"10150","7015","21008","701510"
"11200","7015","21008","701511"
"12150","7015","21010","701512"
"13150","7015","21008","701513"
"1000","7016","21004","701601"
"2000","7016","21004","701602"
"3000","7016","21004","701603"
"4000","7016","21010","701604"
"5000","7016","21003","701605"
"6000","7016","21010","701606"
"7000","7016","21007","701607"
"8000","7016","21016","701608"
"9000","7016","21007","701609"
"10000","7016","21017","701610"
"11000","7016","21004","701611"
"12000","7016","21004","701612"
"13000","7016","21017","701613"
"900","7017","21007","701701"
"1900","7017","21016","701702"
"2850","7017","21004","701703"
"3850","7017","21017","701704"
"4850","7017","21004","701705"
"5800","7017","21010","701706"
"6900","7017","21010","701707"
"7800","7017","21003","701708"
"8850","7017","21004","701709"
"9800","7017","21004","701710"
"10900","7017","21007","701711"
"11850","7017","21004","701712"
"12800","7017","21017","701713"
"850","7018","21007","701801"
"1800","7018","21004","701802"
"2900","7018","21004","701803"
"3800","7018","21004","701804"
"4900","7018","21017","701805"
"5850","7018","21004","701806"
"6800","7018","21016","701807"
"7900","7018","21003","701808"
"8900","7018","21004","701809"
"9850","7018","21007","701810"
"10850","7018","21017","701811"
"11900","7018","21010","701812"
"12850","7018","21010","701813"
"1000","7019","21007","701901"
"2000","7019","21014","701902"
"3000","7019","21015","701903"
"4000","7019","21008","701904"
"5000","7019","21004","701905"
"6000","7019","21008","701906"
"7000","7019","21001","701907"
"8000","7019","21010","701908"
"9000","7019","21002","701909"
"10000","7019","21006","701910"
"11000","7019","21003","701911"
"12000","7019","21001","701912"
"1100","7020","21007","702001"
"2150","7020","21003","702002"
"3150","7020","21001","702003"
"4100","7020","21002","702004"
"5150","7020","21010","702005"
"6200","7020","21004","702006"
"7100","7020","21001","702007"
"8150","7020","21014","702008"
"9150","7020","21006","702009"
"10150","7020","21008","702010"
"11200","7020","21008","702011"
"12100","7020","21015","702012"
"1150","7021","21014","702101"
"2200","7021","21007","702102"
"3100","7021","21008","702103"
"4150","7021","21008","702104"
"5100","7021","21006","702105"
"6100","7021","21001","702106"
"7200","7021","21002","702107"
"8100","7021","21010","702108"
"9100","7021","21015","702109"
"10100","7021","21001","702110"
"11150","7021","21003","702111"
"12150","7021","21004","702112"
"1000","7022","21006","702201"
"2000","7022","21016","702202"
"3000","7022","21017","702203"
"4000","7022","21003","702204"
"5000","7022","21003","702205"
"6000","7022","21003","702206"
"7000","7022","21008","702207"
"8000","7022","21002","702208"
"9000","7022","21015","702209"
"10000","7022","21017","702210"
"11000","7022","21004","702211"
"12000","7022","21003","702212"
"800","7023","21003","702301"
"1850","7023","21015","702302"
"2850","7023","21006","702303"
"3800","7023","21017","702304"
"4850","7023","21008","702305"
"5900","7023","21016","702306"
"6900","7023","21002","702307"
"7800","7023","21003","702308"
"8900","7023","21017","702309"
"9850","7023","21003","702310"
"10800","7023","21004","702311"
"11900","7023","21003","702312"
"900","7024","21016","702401"
"1800","7024","21017","702402"
"2800","7024","21003","702403"
"3900","7024","21017","702404"
"4800","7024","21003","702405"
"5850","7024","21002","702406"
"6800","7024","21008","702407"
"7900","7024","21003","702408"
"8800","7024","21006","702409"
"9900","7024","21004","702410"
"10900","7024","21015","702411"
"11800","7024","21003","702412"
"1000","7025","21007","702501"
"2000","7025","21004","702502"
"3000","7025","21007","702503"
"4000","7025","21008","702504"
"5000","7025","21014","702505"
"6000","7025","21015","702506"
"7000","7025","21002","702507"
"8000","7025","21003","702508"
"9000","7025","21002","702509"
"10000","7025","21010","702510"
"11000","7025","21010","702511"
"12000","7025","21010","702512"
"1200","7026","21007","702601"
"2100","7026","21002","702602"
"3150","7026","21010","702603"
"4200","7026","21015","702604"
"5200","7026","21003","702605"
"6100","7026","21008","702606"
"7200","7026","21004","702607"
"8100","7026","21002","702608"
"9200","7026","21010","702609"
"10100","7026","21007","702610"
"11100","7026","21014","702611"
"12100","7026","21010","702612"
"1100","7027","21007","702701"
"2200","7027","21014","702702"
"3200","7027","21002","702703"
"4100","7027","21003","702704"
"5100","7027","21010","702705"
"6200","7027","21002","702706"
"7100","7027","21007","702707"
"8200","7027","21008","702708"
"9150","7027","21015","702709"
"10150","7027","21010","702710"
"11200","7027","21004","702711"
"12200","7027","21010","702712"
"1000","7028","21002","702801"
"2000","7028","21002","702802"
"3000","7028","21002","702803"
"4000","7028","21015","702804"
"5000","7028","21017","702805"
"6000","7028","21015","702806"
"7000","7028","21010","702807"
"8000","7028","21006","702808"
"9000","7028","21010","702809"
"10000","7028","21003","702810"
"11000","7028","21004","702811"
"12000","7028","21003","702812"
"800","7029","21010","702901"
"1800","7029","21015","702902"
"2850","7029","21003","702903"
"3900","7029","21002","702904"
"4800","7029","21002","702905"
"5850","7029","21010","702906"
"6900","7029","21003","702907"
"7900","7029","21006","702908"
"8850","7029","21002","702909"
"9900","7029","21017","702910"
"10850","7029","21004","702911"
"11850","7029","21015","702912"
"900","7030","21006","703001"
"1900","7030","21003","703002"
"2900","7030","21015","703003"
"3850","7030","21002","703004"
"4850","7030","21010","703005"
"5800","7030","21002","703006"
"6800","7030","21017","703007"
"7800","7030","21003","703008"
"8800","7030","21015","703009"
