bdfb6a14bbcd1ea8f3f15a19e4da31e536b81ca8d6ae0f48c94d52f71347e2f9,b7cd5db0526b6a08ccf60e54532db3065436a9e6a08579448b2274b4d6545148,dfb41b22051ebe8a16bee49509a84bc3cacf447f7037de1f5977fc358e4c9cfb,79ef6168f1a5ca99a5ab4a1d7af9ea88982c42eae81533e332e3988a5f9f253b,8bdde94dc927fcc1ee9260ff8e20074440cb0a087ba465c27137b9c7de1d9fef,f1cc913291597f6b3992760a3f29873ed44ea18ccbfdd6b20095c7f0e77f6ba1,bf404f45b843757feaa1d7e081b0256c826f64b440bd70fb5b62f86d1424e5d7,46d5cbfc06f575f5b9802f936075d85f5ed0870a3d43ffbd2444f184f896cb17
"92","0","0","3","32821","2","0","0"
"138","0","0","3","32831","2","0","0"
"184","0","0","3","32841","2","0","0"
"230","0","0","3","32851","2","0","0"
"1","0","0","5","32911","101","0","0"
"46","0","0","1","33011","4","0","0"
"92","0","0","1","33021","4","0","0"
"138","0","0","1","33031","4","0","0"
"184","0","0","1","33041","4","0","0"
"230","0","0","1","33051","4","0","0"
"46","0","0","4","33111","2","0","0"
"92","0","0","4","33121","2","0","0"
"138","0","0","4","33131","2","0","0"
"184","0","0","4","33141","2","0","0"
"230","0","0","4","33151","2","0","0"
"1","0","0","2","33211","101","0","0"
"7","0","0","3","33311","6","0","0"
"14","0","0","3","33321","6","0","0"
"21","0","0","3","33331","6","0","0"
"28","0","0","3","33341","6","0","0"
"35","0","0","3","33351","6","0","0"
"7","0","0","4","33411","6","0","0"
"14","0","0","4","33421","6","0","0"
"21","0","0","4","33431","6","0","0"
"28","0","0","4","33441","6","0","0"
"35","0","0","4","33451","6","0","0"
"7","0","0","5","33511","7","0","0"
"14","0","0","5","33521","7","0","0"
"21","0","0","5","33531","7","0","0"
"28","0","0","5","33541","7","0","0"
"35","0","0","5","33551","7","0","0"
"46","0","0","4","33611","4","0","0"
"92","0","0","4","33621","4","0","0"
"138","0","0","4","33631","4","0","0"
"184","0","0","4","33641","4","0","0"
"230","0","0","4","33651","4","0","0"
"46","0","0","1","33711","2","0","0"
"92","0","0","1","33721","2","0","0"
"138","0","0","1","33731","2","0","0"
"184","0","0","1","33741","2","0","0"
"230","0","0","1","33751","2","0","0"
"1","0","0","3","33811","100","0","0"
"26","2","4","1","33911","1","3","5"
"52","2","4","1","33921","1","3","5"
"78","2","4","1","33931","1","3","5"
"104","2","4","1","33941","1","3","5"
"130","2","4","1","33951","1","3","5"
"46","0","0","3","34011","2","0","0"
"92","0","0","3","34021","2","0","0"
"138","0","0","3","34031","2","0","0"
"184","0","0","3","34041","2","0","0"
"230","0","0","3","34051","2","0","0"
"46","0","0","2","34111","4","0","0"
"92","0","0","2","34121","4","0","0"
"138","0","0","2","34131","4","0","0"
"184","0","0","2","34141","4","0","0"
"230","0","0","2","34151","4","0","0"
"46","0","0","5","34211","4","0","0"
"92","0","0","5","34221","4","0","0"
"138","0","0","5","34231","4","0","0"
"184","0","0","5","34241","4","0","0"
"230","0","0","5","34251","4","0","0"
"1","0","0","4","34311","101","0","0"
"7","0","0","1","34411","7","0","0"
"14","0","0","1","34421","7","0","0"
"21","0","0","1","34431","7","0","0"
"28","0","0","1","34441","7","0","0"
"35","0","0","1","34451","7","0","0"
"1","0","0","5","34511","100","0","0"
"46","0","0","2","34611","4","0","0"
"92","0","0","2","34621","4","0","0"
"138","0","0","2","34631","4","0","0"
"184","0","0","2","34641","4","0","0"
"230","0","0","2","34651","4","0","0"
"1","0","0","3","34711","101","0","0"
"7","0","0","4","34811","7","0","0"
"14","0","0","4","34821","7","0","0"
"21","0","0","4","34831","7","0","0"
"28","0","0","4","34841","7","0","0"
"35","0","0","4","34851","7","0","0"
"46","0","0","2","34911","2","0","0"
"92","0","0","2","34921","2","0","0"
"138","0","0","2","34931","2","0","0"
"184","0","0","2","34941","2","0","0"
"230","0","0","2","34951","2","0","0"
"46","0","0","4","35011","2","0","0"
"92","0","0","4","35021","2","0","0"
"138","0","0","4","35031","2","0","0"
"184","0","0","4","35041","2","0","0"
"230","0","0","4","35051","2","0","0"
"7","0","0","1","35111","6","0","0"
"14","0","0","1","35121","6","0","0"
"21","0","0","1","35131","6","0","0"
"28","0","0","1","35141","6","0","0"
"35","0","0","1","35151","6","0","0"
"24","2","4","1","35211","5","3","5"
"48","2","4","1","35221","5","3","5"
"72","2","4","1","35231","5","3","5"
"96","2","4","1","35241","5","3","5"
"120","2","4","1","35251","5","3","5"
"46","0","0","5","35311","2","0","0"
"92","0","0","5","35321","2","0","0"
"138","0","0","5","35331","2","0","0"
"184","0","0","5","35341","2","0","0"
"230","0","0","5","35351","2","0","0"
"1","0","0","1","35411","101","0","0"
"7","0","0","4","35511","6","0","0"
"14","0","0","4","35521","6","0","0"
"21","0","0","4","35531","6","0","0"
"28","0","0","4","35541","6","0","0"
"35","0","0","4","35551","6","0","0"
"46","0","0","2","35611","4","0","0"
"92","0","0","2","35621","4","0","0"
"138","0","0","2","35631","4","0","0"
"184","0","0","2","35641","4","0","0"
"230","0","0","2","35651","4","0","0"
"46","0","0","1","35711","4","0","0"
"92","0","0","1","35721","4","0","0"
"138","0","0","1","35731","4","0","0"
"184","0","0","1","35741","4","0","0"
"230","0","0","1","35751","4","0","0"
"46","0","0","5","35811","4","0","0"
"92","0","0","5","35821","4","0","0"
"138","0","0","5","35831","4","0","0"
"184","0","0","5","35841","4","0","0"
"230","0","0","5","35851","4","0","0"
"46","0","0","3","35911","4","0","0"
"92","0","0","3","35921","4","0","0"
"138","0","0","3","35931","4","0","0"
"184","0","0","3","35941","4","0","0"
"230","0","0","3","35951","4","0","0"
"7","0","0","3","36011","7","0","0"
"14","0","0","3","36021","7","0","0"
"21","0","0","3","36031","7","0","0"
"28","0","0","3","36041","7","0","0"
"35","0","0","3","36051","7","0","0"
"7","0","0","5","36111","6","0","0"
"14","0","0","5","36121","6","0","0"
"21","0","0","5","36131","6","0","0"
"28","0","0","5","36141","6","0","0"
"35","0","0","5","36151","6","0","0"
"1","0","0","4","36211","101","0","0"
"46","0","0","2","36311","2","0","0"
"92","0","0","2","36321","2","0","0"
"138","0","0","2","36331","2","0","0"
"184","0","0","2","36341","2","0","0"
"230","0","0","2","36351","2","0","0"
"7","0","0","2","36411","7","0","0"
"14","0","0","2","36421","7","0","0"
"21","0","0","2","36431","7","0","0"
"28","0","0","2","36441","7","0","0"
"35","0","0","2","36451","7","0","0"
"26","2","4","1","36511","1","3","5"
"52","2","4","1","36521","1","3","5"
"78","2","4","1","36531","1","3","5"
"104","2","4","1","36541","1","3","5"
"130","2","4","1","36551","1","3","5"
"7","0","0","1","36611","7","0","0"
"14","0","0","1","36621","7","0","0"
"21","0","0","1","36631","7","0","0"
"28","0","0","1","36641","7","0","0"
"35","0","0","1","36651","7","0","0"
"1","0","0","3","36711","101","0","0"
"46","0","0","5","36811","2","0","0"
"92","0","0","5","36821","2","0","0"
"138","0","0","5","36831","2","0","0"
"184","0","0","5","36841","2","0","0"
"230","0","0","5","36851","2","0","0"
"1","0","0","4","36911","100","0","0"
"1","0","0","2","37011","101","0","0"
"46","0","0","4","37111","4","0","0"
"92","0","0","4","37121","4","0","0"
"138","0","0","4","37131","4","0","0"
"184","0","0","4","37141","4","0","0"
"230","0","0","4","37151","4","0","0"
"1","0","0","5","37211","101","0","0"
"7","0","0","1","37311","6","0","0"
"14","0","0","1","37321","6","0","0"
"21","0","0","1","37331","6","0","0"
"28","0","0","1","37341","6","0","0"
"35","0","0","1","37351","6","0","0"
"46","0","0","1","37411","4","0","0"
"92","0","0","1","37421","4","0","0"
"138","0","0","1","37431","4","0","0"
"184","0","0","1","37441","4","0","0"
"230","0","0","1","37451","4","0","0"
"7","0","0","2","37511","6","0","0"
"14","0","0","2","37521","6","0","0"
"21","0","0","2","37531","6","0","0"
"28","0","0","2","37541","6","0","0"
"35","0","0","2","37551","6","0","0"
"1","0","0","2","37611","100","0","0"
"46","0","0","4","37711","2","0","0"
"92","0","0","4","37721","2","0","0"
"138","0","0","4","37731","2","0","0"
"184","0","0","4","37741","2","0","0"
"230","0","0","4","37751","2","0","0"
"24","2","4","1","37811","5","3","5"
"48","2","4","1","37821","5","3","5"
"72","2","4","1","37831","5","3","5"
"96","2","4","1","37841","5","3","5"
"120","2","4","1","37851","5","3","5"
"7","0","0","2","37911","7","0","0"
"14","0","0","2","37921","7","0","0"
"21","0","0","2","37931","7","0","0"
"28","0","0","2","37941","7","0","0"
"35","0","0","2","37951","7","0","0"
"1","0","0","1","38011","100","0","0"
"1","0","0","5","38111","100","0","0"
"1","0","0","3","38211","100","0","0"
"7","0","0","2","38311","6","0","0"
"14","0","0","2","38321","6","0","0"
"21","0","0","2","38331","6","0","0"
"28","0","0","2","38341","6","0","0"
"35","0","0","2","38351","6","0","0"
"46","0","0","3","38411","4","0","0"
"92","0","0","3","38421","4","0","0"
"138","0","0","3","38431","4","0","0"
"184","0","0","3","38441","4","0","0"
"230","0","0","3","38451","4","0","0"
"1","0","0","4","38511","100","0","0"
"46","0","0","1","38611","2","0","0"
"92","0","0","1","38621","2","0","0"
"138","0","0","1","38631","2","0","0"
"184","0","0","1","38641","2","0","0"
"230","0","0","1","38651","2","0","0"
"46","0","0","2","38711","2","0","0"
"92","0","0","2","38721","2","0","0"
"138","0","0","2","38731","2","0","0"
"184","0","0","2","38741","2","0","0"
"230","0","0","2","38751","2","0","0"
"7","0","0","5","38811","6","0","0"
"14","0","0","5","38821","6","0","0"
"21","0","0","5","38831","6","0","0"
"28","0","0","5","38841","6","0","0"
"35","0","0","5","38851","6","0","0"
"7","0","0","4","38911","7","0","0"
"14","0","0","4","38921","7","0","0"
"21","0","0","4","38931","7","0","0"
"28","0","0","4","38941","7","0","0"
"35","0","0","4","38951","7","0","0"
"7","0","0","3","39011","6","0","0"
"14","0","0","3","39021","6","0","0"
"21","0","0","3","39031","6","0","0"
"28","0","0","3","39041","6","0","0"
"35","0","0","3","39051","6","0","0"
"24","2","4","1","39111","3","3","5"
"48","2","4","1","39121","3","3","5"
"72","2","4","1","39131","3","3","5"
"96","2","4","1","39141","3","3","5"
"120","2","4","1","39151","3","3","5"
"1","0","0","1","39211","101","0","0"
"7","0","0","5","39311","7","0","0"
"14","0","0","5","39321","7","0","0"
"21","0","0","5","39331","7","0","0"
"28","0","0","5","39341","7","0","0"
"35","0","0","5","39351","7","0","0"
"46","0","0","4","39411","4","0","0"
"92","0","0","4","39421","4","0","0"
"138","0","0","4","39431","4","0","0"
"184","0","0","4","39441","4","0","0"
"230","0","0","4","39451","4","0","0"
"7","0","0","3","39511","7","0","0"
"14","0","0","3","39521","7","0","0"
"21","0","0","3","39531","7","0","0"
"28","0","0","3","39541","7","0","0"
"35","0","0","3","39551","7","0","0"
"46","0","0","2","39611","4","0","0"
"92","0","0","2","39621","4","0","0"
"138","0","0","2","39631","4","0","0"
"184","0","0","2","39641","4","0","0"
"230","0","0","2","39651","4","0","0"
"7","0","0","2","39711","6","0","0"
"14","0","0","2","39721","6","0","0"
"21","0","0","2","39731","6","0","0"
"28","0","0","2","39741","6","0","0"
"35","0","0","2","39751","6","0","0"
"1","0","0","5","39811","100","0","0"
"1","0","0","1","39911","101","0","0"
"7","0","0","3","40011","6","0","0"
"14","0","0","3","40021","6","0","0"
"21","0","0","3","40031","6","0","0"
"28","0","0","3","40041","6","0","0"
"35","0","0","3","40051","6","0","0"
"1","0","0","1","40111","100","0","0"
"1","0","0","4","40211","100","0","0"
"1","0","0","3","40311","100","0","0"
"26","2","4","1","40411","1","3","5"
"52","2","4","1","40421","1","3","5"
"78","2","4","1","40431","1","3","5"
"104","2","4","1","40441","1","3","5"
"130","2","4","1","40451","1","3","5"
"46","0","0","1","40511","4","0","0"
"92","0","0","1","40521","4","0","0"
"138","0","0","1","40531","4","0","0"
"184","0","0","1","40541","4","0","0"
"230","0","0","1","40551","4","0","0"
"46","0","0","5","40611","2","0","0"
"92","0","0","5","40621","2","0","0"
"138","0","0","5","40631","2","0","0"
"184","0","0","5","40641","2","0","0"
"230","0","0","5","40651","2","0","0"
"7","0","0","4","40711","6","0","0"
"14","0","0","4","40721","6","0","0"
"21","0","0","4","40731","6","0","0"
"28","0","0","4","40741","6","0","0"
"35","0","0","4","40751","6","0","0"
"46","0","0","3","40811","2","0","0"
"92","0","0","3","40821","2","0","0"
"138","0","0","3","40831","2","0","0"
"184","0","0","3","40841","2","0","0"
"230","0","0","3","40851","2","0","0"
"46","0","0","1","40911","2","0","0"
"92","0","0","1","40921","2","0","0"
"138","0","0","1","40931","2","0","0"
"184","0","0","1","40941","2","0","0"
"230","0","0","1","40951","2","0","0"
"7","0","0","5","41011","6","0","0"
"14","0","0","5","41021","6","0","0"
"21","0","0","5","41031","6","0","0"
"28","0","0","5","41041","6","0","0"
"35","0","0","5","41051","6","0","0"
"46","0","0","2","41111","2","0","0"
"92","0","0","2","41121","2","0","0"
"138","0","0","2","41131","2","0","0"
"184","0","0","2","41141","2","0","0"
"230","0","0","2","41151","2","0","0"
"46","0","0","4","41211","2","0","0"
"92","0","0","4","41221","2","0","0"
"138","0","0","4","41231","2","0","0"
"184","0","0","4","41241","2","0","0"
"230","0","0","4","41251","2","0","0"
"1","0","0","3","41311","101","0","0"
"1","0","0","2","41411","101","0","0"
"7","0","0","5","41511","7","0","0"
"14","0","0","5","41521","7","0","0"
"21","0","0","5","41531","7","0","0"
"28","0","0","5","41541","7","0","0"
"35","0","0","5","41551","7","0","0"
"46","0","0","4","41611","4","0","0"
"92","0","0","4","41621","4","0","0"
"138","0","0","4","41631","4","0","0"
"184","0","0","4","41641","4","0","0"
"230","0","0","4","41651","4","0","0"
"24","2","4","1","41711","3","3","5"
"48","2","4","1","41721","3","3","5"
"72","2","4","1","41731","3","3","5"
"96","2","4","1","41741","3","3","5"
"120","2","4","1","41751","3","3","5"
"1","0","0","4","41811","101","0","0"
"7","0","0","3","41911","7","0","0"
"14","0","0","3","41921","7","0","0"
"21","0","0","3","41931","7","0","0"
"28","0","0","3","41941","7","0","0"
"35","0","0","3","41951","7","0","0"
"46","0","0","5","42011","2","0","0"
"92","0","0","5","42021","2","0","0"
"138","0","0","5","42031","2","0","0"
"184","0","0","5","42041","2","0","0"
"230","0","0","5","42051","2","0","0"
"7","0","0","1","42111","7","0","0"
"14","0","0","1","42121","7","0","0"
"21","0","0","1","42131","7","0","0"
"28","0","0","1","42141","7","0","0"
"35","0","0","1","42151","7","0","0"
"1","0","0","5","42211","101","0","0"
"1","0","0","1","42311","100","0","0"
"46","0","0","3","42411","4","0","0"
"92","0","0","3","42421","4","0","0"
"138","0","0","3","42431","4","0","0"
"184","0","0","3","42441","4","0","0"
"230","0","0","3","42451","4","0","0"
"7","0","0","4","42511","7","0","0"
"14","0","0","4","42521","7","0","0"
"21","0","0","4","42531","7","0","0"
"28","0","0","4","42541","7","0","0"
"35","0","0","4","42551","7","0","0"
"7","0","0","1","42611","6","0","0"
"14","0","0","1","42621","6","0","0"
"21","0","0","1","42631","6","0","0"
"28","0","0","1","42641","6","0","0"
"35","0","0","1","42651","6","0","0"
"1","0","0","2","42711","100","0","0"
"7","0","0","2","42811","7","0","0"
"14","0","0","2","42821","7","0","0"
"21","0","0","2","42831","7","0","0"
"28","0","0","2","42841","7","0","0"
"35","0","0","2","42851","7","0","0"
"46","0","0","5","42911","4","0","0"
"92","0","0","5","42921","4","0","0"
"138","0","0","5","42931","4","0","0"
"184","0","0","5","42941","4","0","0"
"230","0","0","5","42951","4","0","0"
"26","2","4","1","43011","1","3","5"
"52","2","4","1","43021","1","3","5"
"78","2","4","1","43031","1","3","5"
"104","2","4","1","43041","1","3","5"
"130","2","4","1","43051","1","3","5"
