5c9f5a9afbfc5c281bd443ec24921c19a0cfa33fd09a253f5645ff1cfe16eb9f,c2c340a8b9c2a59305eb8160d4368919256f674310d65430974d7d7737f41d5e,236dcd63c0c8e12504df44ac376ea5cd0d02b0a591676ee535aa0c70b1450744,47a26fc318557f31549972e26123f89d5cc29921fa5e4129b4065eeb56bd503b,a53306212cb7a175a2eb2131232bd4d0140a5d802559c487ca2aa3905536a15e,26cbfcaaaeba891829af3b4d9fb5fdcc023bd3b0358498d60e7e1b2e627d3ba9,8f5c62470017b08f1a2253bfbf7aa8e2ee956a716c885c9420b2e52fb3f6c0c5,e0c6671f765325036bf3bdb744b7e78ed85ec00181d14dfd7c6080e01bedac0c,b5853f0ebc69fe83402975c9d2ebf8144c27327fea524d7dde4ecc619f02eaf8,6705b850ea799a2cf1192a25abd673da886091cc09df88c04e2e27636f78f037,61da5ab63fb41b6fdfae79aab606d1952323f3d6dc8d57952b881f471fe8dff8
"24912007","","","","0","32","","13","24912","",""
"24912008","","","","vo_wac_221021_000","21","0","vo_wac_221021","24912","","0"
"24912009","0","0.5","1","這、這工作也挺習慣了，\n最近空花也越來越講究\n該如何進行作業了唷……？","11","10","104511","24912","0","1"
"24912010","","","","","91","","0","24912","",""
"24912011","","","1","wac_talk_wish_in","3","0","104511","24912","0.2","wac_talk_wish_loop"
"24912012","","","","vo_wac_221021_001","21","0","vo_wac_221021","24912","","0"
"24912013","0","0.5","1","譬如這邊的線條跟上色，\n是想像著被虐待狂先生欺負的空花，\n被弄成不得見人的模樣所畫出來的呢～\n流口水♪","11","10","104511","24912","0","1"
"24912014","","","","","91","","0","24912","",""
"24912015","","","","0","22","","0","24912","",""
"24913001","","","","wac_idle_wish","3","1","104511","24913","0.2",""
"24913002","","","","wac_no_items","3","1","111","24913","0.2",""
"24913003","","","","200","2","-340","104511","24913","","0"
"24913004","","","","200","2","-340","111","24913","","0"
"24913005","","","","0","32","","34","24913","",""
"24913006","","","","1","32","","33","24913","",""
"24913007","","","","0","32","","13","24913","",""
"24913008","","","","","91","","0","24913","",""
"25011001","0","wac_default_01","-213","103011","1","202","1","25011","2","-108"
"25011002","0","wac_default_01","-213","111","5","201","1","25011","2","-108"
"25011003","","","1","32","31","0","32","25011","1","0"
"25011004","","","1","33","31","0","33","25011","0","0"
"25011005","","","1","11","31","0","11","25011","0","0"
"25011006","","","0","wac_paint_01","3","0","103011","25011","0.2",""
"25011007","","","0","wac_paint_01","3","0","111","25011","0.2",""
"25011008","","","","0","93","","0","25011","",""
"25011009","","","","1","32","","11","25011","",""
"25011010","","","","se_10035700_brush","23","0","se_10035700","25011","",""
"25011011","","","","300","13","","103011","25011","",""
"25011012","","","","","131","","1","25011","",""
"25012001","","","1","wac_talk_doya_in","3","0","103011","25012","0.2","wac_talk_doya_loop"
"25012002","","","","wac_no_items","3","1","111","25012","0.2",""
"25012003","","","","200","2","-340","103011","25012","","0"
"25012004","","","","200","2","-340","111","25012","","0"
"25012005","","","","0","32","","32","25012","",""
"25012006","","","","1","32","","33","25012","",""
"25012007","","","","0","32","","11","25012","",""
"25012008","","","","vo_wac_221022_000","21","0","vo_wac_221022","25012","","0"
"25012009","0","0.5","1","完成了！\n因為這次也很拚命地畫了，\n成品非常地有風情吧！","11","10","103011","25012","0","1"
"25012010","","","","","91","","0","25012","",""
"25012011","","","","vo_wac_221022_001","21","0","vo_wac_221022","25012","","0"
"25012012","0","0.5","1","要譬喻的話，對了，壽司，藝妓，\n天婦羅般的感覺吧♪\n……嗯？一富士，二鷹，\n三茄子的譬喻比較正確是也？","11","10","103011","25012","0","1"
"25012013","","","","","91","","0","25012","",""
"25012014","","","","0","22","","0","25012","",""
"25013001","","","","wac_idle_doya","3","1","103011","25013","0.2",""
"25013002","","","","wac_no_items","3","1","111","25013","0.2",""
"25013003","","","","200","2","-340","103011","25013","","0"
"25013004","","","","200","2","-340","111","25013","","0"
"25013005","","","","0","32","","32","25013","",""
"25013006","","","","1","32","","33","25013","",""
"25013007","","","","0","32","","11","25013","",""
"25013008","","","","","91","","0","25013","",""
"25111001","0","wac_default_11","-213","101111","1","202","1","25111","2","-108"
"25111002","0","wac_default_11","-213","111","5","201","1","25111","2","-108"
"25111003","","","1","32","31","0","32","25111","1","0"
"25111004","","","1","33","31","0","33","25111","0","0"
"25111005","","","1","11","31","0","11","25111","0","0"
"25111006","","","0","wac_paint_11","3","0","101111","25111","0.2",""
"25111007","","","0","wac_paint_11","3","0","111","25111","0.2",""
"25111008","","","","0","93","","0.3","25111","",""
"25111009","","","","1","32","","11","25111","",""
"25111010","","","","se_10035700_roller","23","0","se_10035700","25111","",""
"25111011","","","","300","13","","101111","25111","",""
"25111012","","","","","131","","1","25111","",""
"25112001","","","1","wac_talk_doya_in","3","0","101111","25112","0.2","wac_talk_doya_loop"
"25112002","","","","wac_no_items","3","1","111","25112","0.2",""
"25112003","","","","200","2","-340","101111","25112","","0"
"25112004","","","","200","2","-340","111","25112","","0"
"25112005","","","","0","32","","32","25112","",""
"25112006","","","","1","32","","33","25112","",""
"25112007","","","","0","32","","11","25112","",""
"25112008","","","","vo_wac_221023_000","21","0","vo_wac_221023","25112","","0"
"25112009","0","0.5","1","繪畫也熟悉不少了呢。\n啊，當然不會因此大意出錯的，\n所以不用擔心唷！","11","10","101111","25112","0","1"
"25112010","","","","","91","","0","25112","",""
"25112011","","","","vo_wac_221023_001","21","0","vo_wac_221023","25112","","0"
"25112012","0","0.5","1","我知道的！\n人有……但蝦或蟹！\n被夾到的話會很悲慘的呢！","11","10","101111","25112","0","1"
"25112013","","","","","91","","0","25112","",""
"25112014","","","","0","22","","0","25112","",""
"25113001","","","","wac_idle_doya","3","1","101111","25113","0.2",""
"25113002","","","","wac_no_items","3","1","111","25113","0.2",""
"25113003","","","","200","2","-340","101111","25113","","0"
"25113004","","","","200","2","-340","111","25113","","0"
"25113005","","","","0","32","","32","25113","",""
"25113006","","","","1","32","","33","25113","",""
"25113007","","","","0","32","","11","25113","",""
"25113008","","","","","91","","0","25113","",""
"25211001","0","wac_default_31","-85","106811","1","202","1","25211","2","-167"
"25211002","0","wac_default_41","-211","101111","1","254","1","25211","2","-64"
"25211003","0","wac_default_51","-211","104911","1","252","1","25211","2","230"
"25211004","0","wac_default_32","-85","111","5","201","1","25211","2","-167"
"25211005","0","wac_default_47","-211","112","5","253","1","25211","2","-64"
"25211006","0","wac_default_56","-211","113","5","251","1","25211","2","230"
"25211007","","","","300","13","","104911","25211","",""
"25211008","","","","300","13","","106811","25211","",""
"25211009","","","","300","13","","101111","25211","",""
"25211010","","","1","40","31","0","40","25211","1","0"
"25211011","","","1","41","31","0","41","25211","0","0"
"25211012","","","1","16","31","0","16","25211","0","0"
"25211013","","","0","wac_paint_31","3","0","106811","25211","0.2",""
"25211014","","","0","wac_paint_32","3","0","111","25211","0.2",""
"25211015","","","0","wac_paint_41","3","0","101111","25211","0.2",""
"25211016","","","0","wac_paint_47","3","0","112","25211","0.2",""
"25211017","","","0","wac_paint_51","3","0","104911","25211","0.2",""
"25211018","","","0","wac_paint_56","3","0","113","25211","0.2",""
"25211019","","","","0","93","","0","25211","",""
"25211020","","","","1","32","","16","25211","",""
"25211021","","","","se_sys_login_birthday_calendar_smallbrush","23","0","se_common","25211","",""
"25211022","","","","","131","","1","25211","",""
"25212001","","","","wac_idle_smile","3","1","104911","25212","0",""
"25212002","","","","wac_idle_arm_crossed_L","3","1","106811","25212","0",""
"25212003","","","","wac_idle_normal","3","1","101111","25212","0",""
"25212004","","","","wac_no_items","3","1","111","25212","0",""
"25212005","","","","wac_no_items","3","1","112","25212","0",""
"25212006","","","","wac_no_items","3","1","113","25212","0",""
"25212007","","","","190","2","-335","104911","25212","","0"
"25212008","","","","-190","2","-360","106811","25212","","0"
"25212009","","","","350","2","-360","101111","25212","","0"
"25212010","","","","190","2","-335","111","25212","","0"
"25212011","","","","-190","2","-360","112","25212","","0"
"25212012","","","","350","2","-360","113","25212","","0"
"25212013","","","","0","32","","40","25212","",""
"25212014","","","","1","32","","41","25212","",""
"25212015","","","","0","32","","16","25212","",""
"25212016","","","1","wac_talk_smile_in","3","0","104911","25212","0.2","wac_talk_smile_loop"
"25212017","","","","vo_wac_221024_000","21","0","vo_wac_221024","25212","","0"
"25212018","0","0.5","1","很好，挺順利地完成了唷。\n不過，這樣要表達對弟弟的愛情，\n似乎還有點不太足夠的感覺？","11","10","104911","25212","0","1"
"25212019","","","","","91","","0","25212","",""
"25212020","","","1","wac_idle_smile","3","1","104911","25212","0.2",""
"25212021","","","1","wac_talk_doya_in","3","0","101111","25212","0.2","wac_talk_doya_loop"
"25212022","","","","vo_wac_221024_001","21","0","vo_wac_221024","25212","","0"
"25212023","0","0.5","1","那種事情現在不需要啦！\n但是姐姐人又漂亮，頭腦又聰明，\n又強大，連繪畫都很拿手呢……\n這就是所謂的文武雙飛嗎？","11","10","101111","25212","0","1"
"25212024","","","","","91","","0","25212","",""
"25212025","","","1","wac_idle_doya","3","1","101111","25212","0.2",""
"25212026","","","1","wac_talk_arm_crossed_in_L","3","0","106811","25212","0.2","wac_talk_arm_crossed_loop_L"
"25212027","","","","vo_wac_221024_002","21","0","vo_wac_221024","25212","","0"
"25212028","0","0.5","1","要說的話應該是文武雙全喔，璃乃。\n不過作為公會長來說，\n我也很引以為傲呢。\n……說說而已。","11","10","106811","25212","0","1"
"25212029","","","","","91","","0","25212","",""
"25212030","","","1","wac_idle_arm_crossed_L","3","1","106811","25212","0.2",""
"25212031","","","1","wac_talk_smile_in","3","0","104911","25212","0.2","wac_talk_smile_loop"
"25212032","","","","vo_wac_221024_003","21","0","vo_wac_221024","25212","","0"
"25212033","0","0.5","1","真是的～妳們兩個。\n就算這樣誇獎我，\n我也只拿得出弟弟唷～？","11","10","104911","25212","0","1"
"25212034","","","","","91","","0","25212","",""
"25212035","","","","0","22","","0","25212","",""
"25212036","","","","","111","","","25212","",""
"25213001","","","","wac_idle_smile","3","1","104911","25213","0.2",""
"25213002","","","","wac_idle_arm_crossed_L","3","1","106811","25213","0.2",""
"25213003","","","","wac_idle_doya","3","1","101111","25213","0.2",""
"25213004","","","","wac_no_items","3","1","111","25213","0.2",""
"25213005","","","","wac_no_items","3","1","112","25213","0.2",""
"25213006","","","","wac_no_items","3","1","113","25213","0.2",""
"25213007","","","","190","2","-335","104911","25213","","0"
"25213008","","","","-190","2","-360","106811","25213","","0"
"25213009","","","","350","2","-360","101111","25213","","0"
"25213010","","","","190","2","-335","111","25213","","0"
"25213011","","","","-190","2","-360","112","25213","","0"
"25213012","","","","350","2","-360","113","25213","","0"
"25213013","","","","0","32","","40","25213","",""
"25213014","","","","1","32","","41","25213","",""
"25213015","","","","0","32","","16","25213","",""
"25213016","","","","","91","","0","25213","",""
"25311001","0","wac_default_bot_31","-325","103711","1","204","1","25311","2","-167"
"25311002","0","wac_default_51","-325","104711","1","202","1","25311","2","230"
"25311003","0","wac_default_bot_61","-350","100511","1","256","1","25311","2","-330"
"25311004","0","wac_default_bot_71","-350","107111","1","254","1","25311","2","340"
"25311005","0","wac_default_bot_38","-325","111","5","203","1","25311","2","-167"
"25311006","0","wac_default_bot_56","-325","113","5","201","1","25311","2","230"
"25311007","0","wac_default_66","-350","114","5","255","1","25311","2","-330"
"25311008","0","wac_default_78","-350","115","5","253","1","25311","2","340"
"25311009","","","","300","13","","100511","25311","",""
"25311010","","","","300","13","","107111","25311","",""
"25311011","","","","300","13","","104711","25311","",""
"25311012","","","","300","13","","103711","25311","",""
"25311013","","","1","37","31","0","37","25311","1","0"
"25311014","","","1","41","31","0","41","25311","0","0"
"25311015","","","1","17","31","0","17","25311","0","0"
"25311016","","","0","wac_paint_bot_31","3","0","103711","25311","0.2",""
"25311017","","","0","wac_paint_bot_38","3","0","111","25311","0.2",""
"25311018","","","0","wac_paint_bot_51","3","0","104711","25311","0.2",""
"25311019","","","0","wac_paint_bot_56","3","0","113","25311","0.2",""
"25311020","","","0","wac_paint_bot_61","3","0","100511","25311","0.2",""
"25311021","","","0","wac_paint_66","3","0","114","25311","0.2",""
"25311022","","","0","wac_paint_bot_71","3","0","107111","25311","0.2",""
"25311023","","","0","wac_paint_78","3","0","115","25311","0.2",""
"25311024","","","","0","93","","0","25311","",""
"25311025","","","","1","32","","17","25311","",""
"25311026","","","","se_sys_login_birthday_calendar_smallbrush","23","0","se_common","25311","",""
"25311027","","","","","131","","1","25311","",""
"25312001","","","","wac_idle_smile_L","3","1","100511","25312","0",""
"25312002","","","","wac_idle_doya_L","3","1","107111","25312","0",""
"25312003","","","","wac_idle_arm_crossed","3","1","104711","25312","0",""
"25312004","","","","wac_idle_smile","3","1","103711","25312","0",""
"25312005","","","","wac_no_items","3","1","111","25312","0",""
"25312006","","","","wac_no_items","3","1","113","25312","0",""
"25312007","","","","wac_no_items","3","1","114","25312","0",""
"25312008","","","","wac_no_items","3","1","115","25312","0",""
"25312009","","","","-335","2","-360","100511","25312","","0"
"25312010","","","","-190","2","-335","107111","25312","","0"
"25312011","","","","190","2","-335","104711","25312","","0"
"25312012","","","","350","2","-360","103711","25312","","0"
"25312013","","","","-335","2","-360","111","25312","","0"
"25312014","","","","-190","2","-335","113","25312","","0"
"25312015","","","","190","2","-335","114","25312","","0"
"25312016","","","","350","2","-360","115","25312","","0"
"25312017","","","","0","32","","37","25312","",""
"25312018","","","","1","32","","41","25312","",""
"25312019","","","","0","32","","17","25312","",""
"25312020","","","1","wac_talk_arm_crossed_in","3","0","104711","25312","0.2","wac_talk_arm_crossed_loop"
"25312021","","","","vo_wac_221025_000","21","0","vo_wac_221025","25312","","0"
"25312022","0","0.5","1","……我們的本分，\n應該是為了守護王宮的。\n但像這樣和平的畫圖度過的感覺，\n也挺不錯的呢。","11","10","104711","25312","0","1"
"25312023","","","","","91","","0","25312","",""
"25312024","","","1","wac_idle_arm_crossed","3","1","104711","25312","0.2",""
"25312025","","","1","wac_talk_smile_in","3","0","103711","25312","0.2","wac_talk_smile_loop"
"25312026","","","","vo_wac_221025_001","21","0","vo_wac_221025","25312","","0"
"25312027","0","0.5","1","雖然也不是想偷懶，\n但我們能這麼悠閒，\n也全多虧蘭德索爾的情勢和平穩定呢。","11","10","103711","25312","0","1"
"25312028","","","","","91","","0","25312","",""
"25312029","","","1","wac_idle_smile","3","1","103711","25312","0.2",""
"25312030","","","1","wac_talk_doya_in_L","3","0","107111","25312","0.2","wac_talk_doya_loop_L"
"25312031","","","","vo_wac_221025_002","21","0","vo_wac_221025","25312","","0"
"25312032","0","0.5","1","團長跟智，都在說些什麼夢話呢？\n我可是很盡忠職守的，\n平時沒事的時候\n也很樂意揮劍練習呢♪","11","10","107111","25312","0","1"
"25312033","","","","","91","","0","25312","",""
"25312034","","","1","wac_idle_doya_L","3","1","107111","25312","0.2",""
"25312035","","","1","wac_talk_smile_in_L","3","0","100511","25312","0.2","wac_talk_smile_loop_L"
"25312036","","","","vo_wac_221025_003","21","0","vo_wac_221025","25312","","0"
"25312037","0","0.5","1","哎呀～還真了不起呢──♪\n……只要對因為那原因，跟別人\n起爭執的次數睜隻眼閉隻眼的話。","11","10","100511","25312","0","1"
"25312038","","","","","91","","0","25312","",""
"25312039","","","","0","22","","0","25312","",""
"25312040","","","","","111","","","25312","",""
"25313001","","","","wac_idle_smile_L","3","1","100511","25313","0.2",""
"25313002","","","","wac_idle_doya_L","3","1","107111","25313","0.2",""
"25313003","","","","wac_idle_arm_crossed","3","1","104711","25313","0.2",""
"25313004","","","","wac_idle_smile","3","1","103711","25313","0.2",""
"25313005","","","","wac_no_items","3","1","111","25313","0.2",""
"25313006","","","","wac_no_items","3","1","113","25313","0.2",""
"25313007","","","","wac_no_items","3","1","114","25313","0.2",""
"25313008","","","","wac_no_items","3","1","115","25313","0.2",""
"25313009","","","","-335","2","-360","100511","25313","","0"
"25313010","","","","-190","2","-335","107111","25313","","0"
"25313011","","","","190","2","-335","104711","25313","","0"
"25313012","","","","350","2","-360","103711","25313","","0"
"25313013","","","","-335","2","-360","111","25313","","0"
"25313014","","","","-190","2","-335","113","25313","","0"
"25313015","","","","190","2","-335","114","25313","","0"
"25313016","","","","350","2","-360","115","25313","","0"
"25313017","","","","0","32","","37","25313","",""
"25313018","","","","1","32","","41","25313","",""
"25313019","","","","0","32","","17","25313","",""
"25313020","","","","","91","","0","25313","",""
"25411001","0","wac_default_01","-213","107111","1","202","1","25411","2","-108"
"25411002","0","wac_default_01","-213","111","5","201","1","25411","2","-108"
"25411003","","","1","32","31","0","32","25411","1","0"
"25411004","","","1","33","31","0","33","25411","0","0"
"25411005","","","1","11","31","0","11","25411","0","0"
"25411006","","","0","wac_paint_01","3","0","107111","25411","0.2",""
"25411007","","","0","wac_paint_01","3","0","111","25411","0.2",""
"25411008","","","","0","93","","0","25411","",""
"25411009","","","","1","32","","11","25411","",""
"25411010","","","","se_10035700_brush","23","0","se_10035700","25411","",""
"25411011","","","","300","13","","107111","25411","",""
"25411012","","","","","131","","1","25411","",""
"25412001","","","1","wac_talk_arm_crossed_in","3","0","107111","25412","0.2","wac_talk_arm_crossed_loop"
"25412002","","","","wac_no_items","3","1","111","25412","0.2",""
"25412003","","","","200","2","-340","107111","25412","","0"
"25412004","","","","200","2","-340","111","25412","","0"
"25412005","","","","0","32","","32","25412","",""
"25412006","","","","1","32","","33","25412","",""
"25412007","","","","0","32","","11","25412","",""
"25412008","","","","vo_wac_221026_000","21","0","vo_wac_221026","25412","","0"
"25412009","0","0.5","1","說起來，\n不覺得這牆壁也變得\n挺熱鬧的嗎？","11","10","107111","25412","0","1"
"25412010","","","","","91","","0","25412","",""
"25412011","","","","vo_wac_221026_001","21","0","vo_wac_221026","25412","","0"
"25412012","0","0.5","1","一名天才獨自完成的\n名畫雖然也很不錯，但像這樣\n大眾一起合作完成的畫也很棒呢。\n像這樣的混沌這是我喜愛的嘛☆","11","10","107111","25412","0","1"
"25412013","","","","","91","","0","25412","",""
"25412014","","","","0","22","","0","25412","",""
"25413001","","","","wac_idle_arm_crossed","3","1","107111","25413","0.2",""
"25413002","","","","wac_no_items","3","1","111","25413","0.2",""
"25413003","","","","200","2","-340","107111","25413","","0"
"25413004","","","","200","2","-340","111","25413","","0"
"25413005","","","","0","32","","32","25413","",""
"25413006","","","","1","32","","33","25413","",""
"25413007","","","","0","32","","11","25413","",""
"25413008","","","","","91","","0","25413","",""
"25511001","0","wac_default_11","-213","100511","1","202","1","25511","2","-108"
"25511002","0","wac_default_11","-213","111","5","201","1","25511","2","-108"
"25511003","","","1","32","31","0","32","25511","1","0"
"25511004","","","1","33","31","0","33","25511","0","0"
"25511005","","","1","11","31","0","11","25511","0","0"
"25511006","","","0","wac_paint_11","3","0","100511","25511","0.2",""
"25511007","","","0","wac_paint_11","3","0","111","25511","0.2",""
"25511008","","","","0","93","","0.3","25511","",""
"25511009","","","","1","32","","11","25511","",""
"25511010","","","","se_10035700_roller","23","0","se_10035700","25511","",""
"25511011","","","","300","13","","100511","25511","",""
"25511012","","","","","131","","1","25511","",""
"25512001","","","1","wac_talk_smile_in","3","0","100511","25512","0.2","wac_talk_smile_loop"
"25512002","","","","wac_no_items","3","1","111","25512","0.2",""
"25512003","","","","200","2","-340","100511","25512","","0"
"25512004","","","","200","2","-340","111","25512","","0"
"25512005","","","","0","32","","32","25512","",""
"25512006","","","","1","32","","33","25512","",""
"25512007","","","","0","32","","11","25512","",""
"25512008","","","","vo_wac_221027_000","21","0","vo_wac_221027","25512","","0"
"25512009","0","0.5","1","蘭德索爾真的很大呢～\n明明大家都一起在這牆壁上畫圖，\n卻完全看不到終點呢。","11","10","100511","25512","0","1"
"25512010","","","","","91","","0","25512","",""
"25512011","","","","vo_wac_221027_001","21","0","vo_wac_221027","25512","","0"
"25512012","0","0.5","1","總有一天這項工程完成後，\n放眼望去都能見到大家所畫出\n來的作品呢。現在就開始期待\n完成的時刻了♪","11","10","100511","25512","0","1"
"25512013","","","","","91","","0","25512","",""
"25512014","","","","0","22","","0","25512","",""
"25513001","","","","wac_idle_smile","3","1","100511","25513","0.2",""
"25513002","","","","wac_no_items","3","1","111","25513","0.2",""
"25513003","","","","200","2","-340","100511","25513","","0"
"25513004","","","","200","2","-340","111","25513","","0"
"25513005","","","","0","32","","32","25513","",""
"25513006","","","","1","32","","33","25513","",""
"25513007","","","","0","32","","11","25513","",""
"25513008","","","","","91","","0","25513","",""
"25611001","0","wac_default_01","-213","103711","1","202","1","25611","2","-108"
"25611002","0","wac_default_01","-213","111","5","201","1","25611","2","-108"
"25611003","","","1","32","31","0","32","25611","1","0"
"25611004","","","1","33","31","0","33","25611","0","0"
"25611005","","","1","11","31","0","11","25611","0","0"
"25611006","","","0","wac_paint_01","3","0","103711","25611","0.2",""
"25611007","","","0","wac_paint_01","3","0","111","25611","0.2",""
"25611008","","","","0","93","","0","25611","",""
"25611009","","","","1","32","","11","25611","",""
"25611010","","","","se_10035700_brush","23","0","se_10035700","25611","",""
"25611011","","","","300","13","","103711","25611","",""
"25611012","","","","","131","","1","25611","",""
"25612001","","","1","wac_talk_doya_in","3","0","103711","25612","0.2","wac_talk_doya_loop"
"25612002","","","","wac_no_items","3","1","111","25612","0.2",""
"25612003","","","","200","2","-340","103711","25612","","0"
"25612004","","","","200","2","-340","111","25612","","0"
"25612005","","","","0","32","","32","25612","",""
"25612006","","","","1","32","","33","25612","",""
"25612007","","","","0","32","","11","25612","",""
"25612008","","","","vo_wac_221028_000","21","0","vo_wac_221028","25612","","0"
"25612009","0","0.5","1","今天就到此為止吧。\n畫了這麼多的地方，\n畫筆也需要好好的保養，\n不然後去傷到畫筆呢……","11","10","103711","25612","0","1"
"25612010","","","","","91","","0","25612","",""
"25612011","","","","vo_wac_221028_001","21","0","vo_wac_221028","25612","","0"
"25612012","0","0.5","1","好好珍惜常用的道具。\n這樣的心境對於劍術，\n當然對美術都是非常重要的呢♪","11","10","103711","25612","0","1"
"25612013","","","","","91","","0","25612","",""
"25612014","","","","0","22","","0","25612","",""
"25613001","","","","wac_idle_doya","3","1","103711","25613","0.2",""
"25613002","","","","wac_no_items","3","1","111","25613","0.2",""
"25613003","","","","200","2","-340","103711","25613","","0"
"25613004","","","","200","2","-340","111","25613","","0"
"25613005","","","","0","32","","32","25613","",""
"25613006","","","","1","32","","33","25613","",""
"25613007","","","","0","32","","11","25613","",""
"25613008","","","","","91","","0","25613","",""
"25711001","0","wac_default_01","-213","100811","1","202","1","25711","2","-108"
"25711002","0","wac_default_01","-213","111","5","201","1","25711","2","-108"
"25711003","","","1","32","31","0","32","25711","1","0"
"25711004","","","1","33","31","0","33","25711","0","0"
"25711005","","","1","11","31","0","11","25711","0","0"
"25711006","","","0","wac_paint_01","3","0","100811","25711","0.2",""
"25711007","","","0","wac_paint_01","3","0","111","25711","0.2",""
"25711008","","","","0","93","","0","25711","",""
"25711009","","","","1","32","","11","25711","",""
"25711010","","","","se_10035700_brush","23","0","se_10035700","25711","",""
"25711011","","","","300","13","","100811","25711","",""
"25711012","","","","","131","","1","25711","",""
"25712001","","","1","wac_talk_arm_crossed_in","3","0","100811","25712","0.2","wac_talk_arm_crossed_loop"
"25712002","","","","wac_no_items","3","1","111","25712","0.2",""
"25712003","","","","200","2","-340","100811","25712","","0"
"25712004","","","","200","2","-340","111","25712","","0"
"25712005","","","","0","32","","32","25712","",""
"25712006","","","","1","32","","33","25712","",""
"25712007","","","","0","32","","11","25712","",""
"25712008","","","","vo_wac_221029_000","21","0","vo_wac_221029","25712","","0"
"25712009","0","0.5","1","又一項藝術，經由可愛的我\n親手完成了呢……上天究竟\n想賦予給我多少才能呢？","11","10","100811","25712","0","1"
"25712010","","","","","91","","0","25712","",""
"25712011","","","1","wac_talk_wish_in","3","0","100811","25712","0.2","wac_talk_wish_loop"
"25712012","","","","vo_wac_221029_001","21","0","vo_wac_221029","25712","","0"
"25712013","0","0.5","1","但這才能還真令人苦惱呀。\n如果可愛的我，跟我所創造出來\n的畫的美互相衝突的話……\n但是還是我比較可愛吧♪","11","10","100811","25712","0","1"
"25712014","","","","","91","","0","25712","",""
"25712015","","","","0","22","","0","25712","",""
"25713001","","","","wac_idle_wish","3","1","100811","25713","0.2",""
"25713002","","","","wac_no_items","3","1","111","25713","0.2",""
"25713003","","","","200","2","-340","100811","25713","","0"
"25713004","","","","200","2","-340","111","25713","","0"
"25713005","","","","0","32","","32","25713","",""
"25713006","","","","1","32","","33","25713","",""
"25713007","","","","0","32","","11","25713","",""
"25713008","","","","","91","","0","25713","",""
"25811001","0","wac_default_01","-213","105511","1","202","1","25811","2","-108"
"25811002","0","wac_default_01","-213","111","5","201","1","25811","2","-108"
"25811003","","","1","32","31","0","32","25811","1","0"
"25811004","","","1","33","31","0","33","25811","0","0"
"25811005","","","1","11","31","0","11","25811","0","0"
"25811006","","","0","wac_paint_01","3","0","105511","25811","0.2",""
"25811007","","","0","wac_paint_01","3","0","111","25811","0.2",""
"25811008","","","","0","93","","0","25811","",""
"25811009","","","","1","32","","11","25811","",""
"25811010","","","","se_10035700_brush","23","0","se_10035700","25811","",""
"25811011","","","","300","13","","105511","25811","",""
"25811012","","","","","131","","1","25811","",""
"25812001","","","1","wac_talk_wish_in","3","0","105511","25812","0.2","wac_talk_wish_loop"
"25812002","","","","wac_no_items","3","1","111","25812","0.2",""
"25812003","","","","200","2","-340","105511","25812","","0"
"25812004","","","","200","2","-340","111","25812","","0"
"25812005","","","","0","32","","32","25812","",""
"25812006","","","","1","32","","33","25812","",""
"25812007","","","","0","32","","11","25812","",""
"25812008","","","","vo_wac_221030_000","21","0","vo_wac_221030","25812","","0"
"25812009","0","0.5","1","這牆壁的畫，也越來越多了呢──\n剛開始的時候，明明只是一面\n空白牆壁呢……","11","10","105511","25812","0","1"
"25812010","","","","","91","","0","25812","",""
"25812011","","","","vo_wac_221030_001","21","0","vo_wac_221030","25812","","0"
"25812012","0","0.5","1","一想到自己也在協助這麼\n令人注目的工作，\n就有種不可思議的感覺呢……\n雖然很令人高興就是了♪","11","10","105511","25812","0","1"
"25812013","","","","","91","","0","25812","",""
"25812014","","","","0","22","","0","25812","",""
"25813001","","","","wac_idle_wish","3","1","105511","25813","0.2",""
"25813002","","","","wac_no_items","3","1","111","25813","0.2",""
"25813003","","","","200","2","-340","105511","25813","","0"
"25813004","","","","200","2","-340","111","25813","","0"
"25813005","","","","0","32","","32","25813","",""
"25813006","","","","1","32","","33","25813","",""
"25813007","","","","0","32","","11","25813","",""
"25813008","","","","","91","","0","25813","",""
"25911001","0","wac_default_01","-212.75","106811","1","202","1","25911","2","-108"
"25911002","0","wac_default_01","-212.75","111","5","201","1","25911","2","-108"
"25911003","","","1","32","31","0","32","25911","1","0"
"25911004","","","1","41","31","0","41","25911","0","0"
"25911005","","","1","11","31","0","11","25911","0","0"
"25911006","","","1","14","31","0","14","25911","0","0"
"25911007","","","1","18","31","0","18","25911","0","0"
"25911008","","","0","wac_paint_01","3","0","106811","25911","0.2",""
"25911009","","","0","wac_paint_01","3","0","111","25911","0.2",""
"25911010","","","","0","93","","0","25911","",""
"25911011","","","","1","32","","11","25911","",""
"25911012","","","","se_10035700_brush","23","0","se_10035700","25911","",""
"25911013","","","","300","13","","106811","25911","",""
"25911014","","","","","131","","1","25911","",""
"25912001","","","1","wac_talk_sad_in_surprise","3","0","106811","25912","0.2","wac_talk_sad_loop_surprise"
"25912002","","","","wac_no_items","3","1","111","25912","0.2",""
"25912003","","","","405","2","-340","106811","25912","","0"
"25912004","","","","405","2","-340","111","25912","","0"
"25912005","","","","0","32","","32","25912","",""
"25912006","","","","1","32","","41","25912","",""
"25912007","","","","0","32","","11","25912","",""
"25912008","","","","1","32","","14","25912","",""
"25912009","","","","1","32","","18","25912","",""
