9a3c36195902d5def95e9a7fb6553d1755aa10c702051d8fba3ef45473daf88b,49342a31f426027ee8e6a8d0f73024ca85cf1a3eb9eff1496ebf8ec0393b9d44,bdb55769b6a5e8913104195669ce2012ad7d0d87abf713c77a0eed70d4866cf3,7d913f1870dceccd1e109ba6fa347e093d6b25c3cc5cd63b3eac2bdd386211cb,be399a7d792d4c6cb78cae6c1b0e89a0f829d298399e256e53797d28e93530cb,590f5e42f1bd4f87ad4294a023aebe618deffd47e29c9a22e0ee4934256e1632,24dbbd37d6bf8f9dbc5ec23f79be1a1d316ff5808bb4ee4de989cfa72a18bbf3,2266ef61e3002ad728ad3304ae2a324a7b39134da35bd15df3e0d604be162e77,6dc6d75168237ad8e1d3fb2860adba4d222dd283a52bced84e4d1c5933b18a01,01fe468c1318e1fae6f7dfb2c1da651b86b8345e344efb3ba39716075f714051,26a5c27e899ef642fd0a48bd671b1418cba5f91ac5539102b6f1896e56e62501
"16","1","0.2","16030","","surprise2_in","132211","3","0","0","surprise2_idle"
"16","","","16031","","vo_alces_1603","vo_alces","21","0","","0"
"16","0","0","16032","3.9","那麼，我出去玩一下～去抓蟲……\n不對是要去大人的社交場合♪","5","11","10","0","1"
"16","","","16033","","","16027","91","0","","0"
"16","","","16034","","","16032","91","0","","0"
"16","","","16035","","0.5","0","22","","",""
"16","","","16036","","se_alces_surprise","se_alces","23","","",""
"16","1","0.2","16037","","iroha_shock_in","5","3","0","0","iroha_shock_loop"
"16","","0.2","16038","","iroha_shock_in","1001","3","0","",""
"16","","","16039","","0","1","93","","",""
"16","","0.2","16040","","sono_armcrossed_talk","3","3","1","",""
"16","","","16041","","vo_alces_1604","vo_alces","21","0","","0"
"16","0","0","16042","1.7","……妳變成我的樣子打算去哪裡？\n彩羽？","3","11","10","0","1"
"16","","","16043","","","0","91","0","","0"
"16","","","16044","","0.5","0","22","","",""
"16","1","0.2","16045","","sono_doya_in","3","3","0","0","sono_doya_idle"
"16","","0.2","16046","","iroha_kyorokyoro","5","3","0","",""
"16","","","16047","","0","1.8","93","","",""
"16","","","16048","","se_alces_dotabata","se_alces","23","","",""
"16","1","0","16049","","iroha_escape_in","5","3","0","0","iroha_escape"
"16","0","","16050","","-1200","5","2","-160","","3.5"
"16","","","16051","","1","11","32","","",""
"16","","","16052","","sweatR_Loop","11","37","","",""
"16","0","","16053","","-1200","11","33","-160","","3.5"
"16","","","16054","","0","0.1","93","","",""
"16","","0.2","16055","","sono_notice_in_anger","3","3","1","",""
"16","","0.2","16056","","sono_notice_in_anger","1002","3","0","",""
"16","","","16057","","0","0.3","93","","",""
"16","1","0.2","16058","","surprise2_turn","132211","3","0","0","surprise2R_idle"
"16","","","16059","","0","0.4","93","","",""
"16","","0.2","16060","","run_chase","3","3","1","",""
"16","0","","16061","","-1050","3","2","-160","","3.5"
"16","","","16062","","0","2","93","","",""
"16","","0.2","16063","","sadR_idle_nervous","132211","3","1","",""
"16","1","0.2","16064","","sad_idle_nervous_in","1003","3","0","0","sad_idle_nervous"
"16","","","16065","","0","2","93","","",""
"16","","","16066","","0","0","22","","",""
"16","","","16067","","0","3","93","","",""
"16","","","16068","","","16067","101","0","","0"
"17","-190","1.47","17001","idle_normal","5","5","5","100","0","-100"
"17","1","0","17002","","1101","11","31","-100","","-190"
"17","-190","1.47","17003","empty","1001","10","5","101","0","-100"
"17","","","17004","","130","5","13","","",""
"17","-190","1.43","17005","idle_kyapi_normal","4","4","5","101","1","125"
"17","1","0","17006","","1102","11","31","125","","-190"
"17","","","17007","","0","0","91","","",""
"17","","","17008","","se_alces_breath","se_alces","23","","",""
"17","1","0.2","17009","","sono_relief_in","5","3","0","0","sono_relief_talk"
"17","","0.2","17010","","sono_relief_in","1001","3","0","",""
"17","","","17011","","0","0.5","93","","",""
"17","","","17012","","vo_alces_1700","vo_alces","21","0","","0"
"17","0","0","17013","2.4","唉……\n變回原本的模樣了……","5","11","10","0","1"
"17","","","17014","","1","3.5","93","","",""
"17","","","17015","","","17013","91","0","","0"
"17","1","0.2","17016","","sono_ache_in","5","3","0","0","sono_tired_talk"
"17","","","17017","","vo_alces_1701","vo_alces","21","0","","0"
"17","0","0","17018","3.7","嗚啊……肌肉好痛。\n妳到底到處跑了多久啊……","5","11","10","0","1"
"17","","","17019","","","0","91","0","","0"
"17","","0.2","17020","","sono_tired_idle","5","3","1","",""
"17","","0.2","17021","","jump_loop","4","3","1","",""
"17","","","17022","","vo_alces_1702","vo_alces","21","0","","0"
"17","0","0","17023","1.4","啊哈哈哈！！\n彩羽的身體，都沒在鍛鍊──！！","4","11","10","0","1"
"17","","","17024","","","0","91","0","","0"
"17","","0.2","17025","","joy_talk_normal2","4","3","1","",""
"17","","","17026","","vo_alces_1703","vo_alces","21","0","","0"
"17","0","0","17027","0.3","我去全力跑步一下──！！","4","11","10","0","1"
"17","","","17028","","","0","91","0","","0"
"17","1","0.1","17029","","iroha_joy_to_run","4","3","0","0","iroha_run_dash"
"17","","","17030","","0.5","0","22","","",""
"17","0","","17031","","1200","4","2","-190","","2.1"
"17","","","17032","","1","1102","32","","",""
"17","","","17033","","smokeL","1102","37","","",""
"17","0","","17034","","1200","1102","33","-190","","2.1"
"17","","","17035","","0","2","93","","",""
"17","1","0.2","17036","","tired_to_sad","5","3","0","0","sad_talk_anger"
"17","","","17037","","vo_alces_1704","vo_alces","21","0","","0"
"17","0","0","17038","4.3","……嗯？\n之後我又會回到那個身體裡喔？\n不行耶，會死掉的。","5","11","10","0","1"
"17","","","17039","","","0","91","0","","0"
"17","","0.1","17040","","run_chase_Ex0006","5","3","1","",""
"17","0","","17041","","1100","5","2","-190","","3.5"
"17","","","17042","","1","1101","32","","",""
"17","","","17043","","sweatL_Loop","1101","37","","",""
"17","0","","17044","","1100","1101","33","-190","","3.5"
"17","","","17045","","vo_alces_1705","vo_alces","21","0","","0"
"17","0","0","17046","0.5","給我等等──！！","5","11","10","0","1"
"17","","","17047","","0","3","93","","",""
"17","","","17048","","","0","91","0","","0"
"17","","","17049","","0","0","22","","",""
"17","","","17050","","0","3","93","","",""
"17","","","17051","","","17050","101","0","","0"
"18","-130","1.4","18001","sit_drink_loop","5","5","5","100","1","400"
"18","-145","1.37","18002","iroha_sad_lookup_surprise","4","4","5","101","0","235"
"18","","","18003","","0","0","91","","",""
"18","","","18004","","vo_alces_1800","vo_alces","21","0","","0"
"18","0","0","18005","0.5","咕嚕……咕嚕……咕嚕！","5","11","10","0","1"
"18","","","18006","","","0","91","0","","0"
"18","1","0.2","18007","","sit_drink_handup_in","5","3","0","0","sit_drink_handup_talk"
"18","","","18008","","0","0.2","93","","",""
"18","1","0.2","18009","","iroha_surprise_in","4","3","0","0","iroha_surprise_look_idle"
"18","","","18010","","0","0.2","93","","",""
"18","","","18011","","vo_alces_1801","vo_alces","21","0","","0"
"18","0","0","18012","4.2","啊啊，喉嚨超滿足的。\n雖然我也很喜歡老家的葡萄酒，\n不過這邊的麥酒也很讚～","5","11","10","0","1"
"18","","","18013","","","0","91","0","","0"
"18","1","0.2","18014","","sit_drink_idle_in","5","3","0","0","sit_drink_idle"
"18","","0.2","18015","","iroha_anger_talk_lookup","4","3","1","",""
"18","","","18016","","vo_alces_1802","vo_alces","21","0","","0"
"18","0","0","18017","3.8","欸──彩羽的喉嚨也想滿足～！\n小苑，也給彩羽喝一下～","4","11","10","20","1"
"18","","","18018","","","0","91","0","","0"
"18","","0.2","18019","","iroha_anger_idle_lookup","4","3","1","",""
"18","1","0.2","18020","","sit_drink_idle_notice","5","3","0","0","sit_drink_idle_Jitome"
"18","","","18021","","vo_alces_1803","vo_alces","21","0","","0"
"18","0","0","18022","3.7","呵，妳還早了10年呢。\n咕噗咕噗。","5","11","10","0","1"
"18","","","18023","","","0","91","0","","0"
"18","1","0.2","18024","","sit_drink_idle_to_yareyare","5","3","0","0","sit_drink_yareyare"
"18","","","18025","","vo_alces_1804","vo_alces","21","0","","0"
"18","0","0","18026","3.9","妳總有一天也會了解的，\n了解某天會有不喝麥酒\n就做不下去的日子到來。","5","11","10","0","1"
"18","","","18027","","","0","91","0","","0"
"18","","","18028","","0","0","22","","",""
"18","1","0.2","18029","","iroha_anger_to_sad","4","3","0","0","iroha_sad_lookup_shy"
"18","1","0.2","18030","","sit_drink_yareyare_to_loop","5","3","0","0","sit_drink_loop"
"18","","","18031","","0","2","93","","",""
"18","1","0.2","18032","","sit_drink_handup_in_dead","5","3","0","0","sit_drink_handup_idle_dead"
"18","","","18033","","0","2","93","","",""
"18","","","18034","","vo_alces_1805","vo_alces","21","0","","0"
"18","0","0","18035","1.2","……呼～嗝！","5","11","10","0","1"
"18","","","18036","","","0","91","0","","0"
"18","","0.2","18037","","iroha_sad_talk_lookup","4","3","1","",""
"18","","","18038","","vo_alces_1806","vo_alces","21","0","","0"
"18","0","0","18039","0.5","真是糟糕的大人……","4","11","10","20","1"
"18","","","18040","","","0","91","0","","0"
"18","","0.2","18041","","iroha_sad_lookup_shy","4","3","1","",""
"18","","","18042","","0","0","22","","",""
"18","","","18043","","0","3","93","","",""
"18","","","18044","","","18043","101","0","","0"
"19","-158","1.45","19001","idle_normal","1","1","5","105","1","407"
"19","-156","1.47","19002","doyaB_idle","2","2","5","100","0","32"
"19","-168","1.42","19003","idle_normal","3","3","5","108","0","-124"
"19","600","1.42","19004","idle_kyapi_normal","4","4","5","108","0","1500"
"19","600","1.47","19005","idle_normal","5","5","5","100","0","1500"
"19","1","0","19006","","18","18","31","407","","-158"
"19","1","0","19007","","19","19","31","32","","-156"
"19","1","0","19008","","20","20","31","-124","","-168"
"19","1","0","19009","","21","21","31","-124","","-168"
"19","","","19010","","0","0","91","","",""
"19","","","19011","","0","0.5","93","","",""
"19","","0.2","19012","","doyaB_idle_look","2","3","1","",""
"19","1","0.2","19013","","cool_in_joy_lookup","3","3","0","0","cool_talk_joy_lookup"
"19","","","19014","","vo_alces_1900","vo_alces","21","0","","0"
"19","0","0","19015","2.5","那麼是要狂暴格里芬的尾巴呢。\n彩羽，拜託妳了喔","3","11","10","0","1"
"19","","","19016","","","0","91","0","","0"
"19","1","0.2","19017","","cool_idle_normal_lookup","3","3","0","0","cool_idle_normal"
"19","1","0.2","19018","","iroha_ok_luichan","2","3","0","0","gutsB_idle_joy"
"19","","","19019","","vo_alces_1901","vo_alces","21","0","","0"
"19","0","0","19020","0.5","OK～！\n我會在吃飯時間前回來的～！\n那麼露易，拜託妳了喔～！","2","11","10","0","1"
"19","","","19021","","","0","91","","",""
"19","","0.2","19022","","idle_kyapi_normal","2","3","1","",""
"19","","0.2","19023","","idle_normal","3","3","1","",""
"19","","0.2","19024","","luis_swap","1","3","0","",""
"19","","","19025","","vo_alces_1902","vo_alces","21","0","","0"
"19","0","0","19026","1.2","好好。\n「交換身體祕藥」噴射～♪","1","11","10","10","1"
"19","","","19027","","0","1.2","93","","",""
"19","","","19028","","se_alces_replace","se_alces","23","0","",""
"19","","","19029","","0","2.8","93","","",""
"19","","","19030","","1","18","32","","",""
"19","","","19031","","1","19","32","","",""
"19","","","19032","","0","0.5","93","","",""
"19","0","1","19033","","1","2","6","0","0","0"
"19","0","1","19034","","1","3","6","0","0","0"
"19","","","19035","","0","1.5","93","","",""
"19","0","","19036","","1500","2","2","600","","0"
"19","0","","19037","","1500","3","2","600","","0"
"19","0","","19038","","-124","4","2","-168","","0"
"19","0","","19039","","32","5","2","-156","","0"
"19","","","19040","","0","1.2","93","","",""
"19","1","0.1","19041","","luis_swap_out","1","3","0","0","idle_normal_talkjoy1"
"19","","","19042","","0","0.5","93","","",""
"19","1","0.2","19043","","speedMode_in","4","3","0","0","speedMode_loop"
"19","1","0.1","19044","","lookback_in","5","3","0","0","lookback_idle"
"19","","","19045","","vo_alces_1903","vo_alces","21","0","","0"
"19","0","0","19046","1.3","好～喔！！\n彩羽迅速模式！！","4","11","10","0","1"
"19","","","19047","","","0","91","","",""
"19","","","19048","","0","0","22","","",""
"19","","","19049","","0","0.3","93","","",""
"19","","","19050","","se_alces_dash","se_alces","23","0","",""
"19","1","0","19051","","speedDash_in","4","3","0","0","speedDash_loop"
"19","1","0.2","19052","","sono_blown","5","3","0","0","sono_idle_glasses_crooked"
"19","1","0.2","19053","","luis_blown","1","3","0","0","luis_blown_idle"
"19","","","19054","","1","20","32","","",""
"19","","","19055","","0","0.4","93","","",""
"19","0","","19056","","1500","4","2","-156","","0.5"
"19","","","19057","","1","21","32","","",""
"19","0","","19058","","1500","21","33","-156","","0.5"
"19","","","19059","","0","3.5","93","","",""
"19","1","0.2","19060","","sono_idle_glasses_up","5","3","0","0","sono_idle_shy"
"19","","","19061","","vo_alces_1904","vo_alces","21","0","","0"
"19","0","0","19062","0.5","好快。","5","11","10","0","1"
"19","","","19063","","","0","91","0","","0"
"19","","","19064","","0","0","22","","",""
"20","-190","1.47","20001","naderare_idle","2","2","5","100","0","-60"
"20","-190","1.47","20002","empty","101","10","5","103","0","-60"
"20","-190","1.42","20003","nadenade_idle","3","3","5","101","0","50"
"20","-190","1.42","20004","empty","102","10","5","103","0","50"
"20","-190","1.45","20005","idle_normal","101111","1","1","102","1","270"
"20","","","20006","","0","0","91","","",""
"20","","","20007","","0","0.8","93","","",""
"20","","","20008","","se_alces_emotion_note","se_alces","23","","",""
"20","","0","20009","","naderare_idle_note","101","3","0","",""
"20","","","20010","","0","2.5","93","","",""
"20","","0.2","20011","","talk_normal_joy","101111","3","1","",""
"20","","","20012","","vo_alces_2000","vo_alces","21","0","","0"
"20","0","0","20013","1.3","呵呵。\n是感情很好的姊妹呢～♪","101111","11","10","0","1"
"20","","","20014","","","0","91","0","","0"
"20","","0.2","20015","","idle_normal","101111","3","1","",""
"20","1","0.2","20016","","doya_in_joy","2","3","0","0","doya_talk_joy"
"20","1","0.2","20017","","nadenade_to_idle","3","3","0","0","idle_normal"
"20","","","20018","","0","0.2","93","","",""
"20","","","20019","","vo_alces_2001","vo_alces","21","0","","0"
"20","0","0","20020","1","不是姊妹！\n是姪女跟姑姑喔～！","2","11","10","0","1"
"20","","","20021","","","0","91","0","","0"
"20","","0.2","20022","","doya_idle_Ex0004","2","3","1","",""
"20","","","20023","","0","0.2","93","","",""
"20","1","0.2","20024","","notice_in_talk2","101111","3","0","0.2","talk_normal_joy"
"20","","","20025","","vo_alces_2002","vo_alces","21","0","","0"
"20","0","0","20026","2.2","啊，是那樣嗎，我失禮了！\n也就是說兩位是三頭身呢！","101111","11","10","0","1"
"20","","","20027","","","0","91","0","","0"
"20","","0.2","20028","","idle_normal_joyR","101111","3","1","",""
"20","","","20029","","0","0.2","93","","",""
"20","","0.2","20030","","idle_surprise","3","3","1","",""
"20","","0.2","20031","","idle_normal","2","3","1","",""
"20","","","20032","","0","0.8","93","","",""
"20","","","20033","","se_alces_emotion_quiet","se_alces","23","","",""
"20","0","0","20034","","12","3","12","1","0","0"
"20","","","20035","","0","3","93","","",""
"20","","0.2","20036","","talk_normal_surprise","3","3","1","",""
"20","","","20037","","vo_alces_2003","vo_alces","21","0","","0"
"20","0","0","20038","0.6","……是想說三等親嗎？","3","11","10","0","1"
"20","","","20039","","","0","91","0","","0"
"20","","","20040","","0.5","0","22","","",""
"20","","0.2","20041","","idle_surprise","3","3","1","",""
"20","","","20042","","0","0.5","93","","",""
"20","","","20043","","se_alces_emotion_question","se_alces","23","","",""
"20","0","0","20044","","5","101111","12","1","0","0"
"20","","0.5","20045","","surprise_idle_normal2","101111","3","1","",""
"20","","0.2","20046","","idle_surprise","2","3","1","",""
"20","","","20047","","0","0.8","93","","",""
"20","","0.2","20048","","sad_idle_Ex0007","3","3","1","",""
"20","1","","20049","","sad_idle_in","102","3","0","0","sad_idle"
"20","","","20050","","0","0","22","","",""
"20","","","20051","","0","3","93","","",""
"20","","","20052","","","20051","101","0","","0"
"101","-140","1.4","101001","adv_luis","1","1","5","100","0","-1.7"
"101","1","1","101002","","1","1","31","108.3","","87"
"102","-140","1.4","102001","adv_luis","1","1","5","100","0","-1.7"
"102","1","1","102002","","1","1","31","108.3","","87"
"103","-140","1.4","103001","adv_luis","1","1","5","100","0","-1.7"
"103","1","1","103002","","1","1","31","108.3","","87"
"104","-190","1.5","104001","adv_iroha","2","2","5","100","0","90"
"104","1","1","104002","","1","1","31","200","","37"
"105","-190","1.5","105001","adv_iroha","2","2","5","100","0","90"
"105","1","1","105002","","1","1","31","200","","37"
"106","-190","1.5","106001","adv_iroha","2","2","5","100","0","90"
"106","1","1","106002","","1","1","31","200","","37"
"107","-130","1.38","107001","adv_sono","3","3","5","100","1","350"
"107","1","1","107002","","10","10","31","475","","-18"
"107","1","1","107003","","1","1","31","460","","125"
"108","-130","1.38","108001","adv_sono","3","3","5","100","1","350"
"108","1","1","108002","","10","10","31","475","","-18"
"108","1","1","108003","","1","1","31","460","","125"
"109","-130","1.38","109001","adv_sono","3","3","5","100","1","350"
"109","1","1","109002","","10","10","31","475","","-18"
"109","1","1","109003","","1","1","31","460","","125"
"110","-130","1.38","110001","adv_sono","3","3","5","100","1","350"
"110","1","1","110002","","10","10","31","475","","-18"
"110","1","1","110003","","1","1","31","460","","125"
"111","-140","1.4","111001","adv_luis","1","1","5","100","0","-1.7"
"111","1","1","111002","","1","1","31","108.3","","87"
"111","","","111003","","special","1","37","","",""
"112","-130","1.38","112001","adv_sono","3","3","5","100","1","350"
"112","1","1","112002","","10","10","31","475","","-18"
"112","1","1","112003","","1","1","31","460","","125"
"112","","","112004","","special","1","37","","",""
"113","-190","1.5","113001","adv_iroha","2","2","5","100","0","90"
"113","1","1","113002","","1","1","31","200","","37"
"113","","","113003","","special","1","37","","",""
"114","-190","1.5","114001","adv_iroha","2","2","5","100","0","90"
"114","1","1","114002","","1","1","31","200","","37"
"114","","","114003","","special","1","37","","",""
"115","-140","1.4","115001","adv_luis","1","1","5","100","0","-1.7"
"115","1","1","115002","","1","1","31","108.3","","87"
"115","","","115003","","special","1","37","","",""
"116","-190","1.5","116001","adv_iroha","2","2","5","100","0","90"
"116","1","1","116002","","1","1","31","200","","37"
"116","","","116003","","special","1","37","","",""
"117","-130","1.38","117001","adv_sono","3","3","5","100","1","350"
"117","1","1","117002","","10","10","31","475","","-18"
"117","1","1","117003","","1","1","31","460","","125"
"117","","","117004","","special","1","37","","",""
"118","-190","1.48","118001","adv_iroha_kodomo","4","4","5","100","0","90"
"118","1","1","118002","","1","1","31","200","","37"
"118","","","118003","","special","1","37","","",""
"119","-130","1.38","119001","adv_sono","3","3","5","100","1","350"
"119","1","1","119002","","10","10","31","475","","-18"
"119","1","1","119003","","1","1","31","460","","125"
"119","","","119004","","special","1","37","","",""
"120","-130","1.38","120001","adv_sono","3","3","5","100","1","350"
"120","1","1","120002","","10","10","31","475","","-18"
"120","1","1","120003","","1","1","31","460","","125"
"120","","","120004","","special","1","37","","",""
"121","-140","1.4","121001","adv_luis","1","1","5","100","0","-1.7"
"121","1","1","121002","","1","1","31","108.3","","87"
"121","","","121003","","special","1","37","","",""
"122","-130","1.38","122001","adv_sono","3","3","5","100","1","350"
"122","1","1","122002","","10","10","31","475","","-18"
"122","1","1","122003","","1","1","31","460","","125"
"122","","","122004","","special","1","37","","",""
"123","-130","1.4","123001","adv_sono_otona","5","5","5","100","1","350"
"123","1","1","123002","","10","10","31","475","","-18"
"123","1","1","123003","","1","1","31","460","","125"
"123","","","123004","","special","1","37","","",""
"124","-130","1.38","124001","adv_sono","3","3","5","100","1","350"
"124","1","1","124002","","10","10","31","475","","-18"
"124","1","1","124003","","1","1","31","460","","125"
"124","","","124004","","special","1","37","","",""
"125","-140","1.4","125001","adv_luis","1","1","5","100","0","-1.7"
"125","1","1","125002","","1","1","31","108.3","","87"
"125","","","125003","","special","1","37","","",""
"126","-190","1.48","126001","adv_iroha_kodomo","4","4","5","100","0","90"
"126","1","1","126002","","1","1","31","200","","37"
"126","","","126003","","special","1","37","","",""
"127","-190","1.5","127001","adv_iroha","2","2","5","100","0","90"
"127","1","1","127002","","1","1","31","200","","37"
"127","","","127003","","special","1","37","","",""
"128","-140","1.4","128001","adv_luis","1","1","5","100","0","-1.7"
"128","1","1","128002","","1","1","31","108.3","","87"
"128","","","128003","","special","1","37","","",""
"129","-130","1.4","129001","adv_sono_otona","5","5","5","100","1","350"
"129","1","1","129002","","10","10","31","475","","-18"
"129","1","1","129003","","1","1","31","460","","125"
"129","","","129004","","special","1","37","","",""
"130","-130","1.38","130001","adv_sono","3","3","5","100","1","350"
"130","1","1","130002","","10","10","31","475","","-18"
"130","1","1","130003","","1","1","31","460","","125"
"130","","","130004","","special","1","37","","",""
"131","-140","1.4","131001","adv_luis","1","1","5","100","0","-1.7"
"131","1","1","131002","","1","1","31","108.3","","87"
"131","","","131003","","special","1","37","","",""
"132","-190","1.5","132001","adv_iroha","2","2","5","100","0","90"
"132","1","1","132002","","1","1","31","200","","37"
"132","","","132003","","special","1","37","","",""
