e5fab68258878820593087b5c513aae6889814e750d97d17c2d3b9ce665e7e9a,b1c47c26b780bd01819306c3343fc0e87d71200355cf9014caaaade8fd5dbd39,90d9f84dbfbeda046c428319fe3442a03b13c5feab29b4836889bdb1280bd7ff,0f82f7758d07af8f185244d3509a3b2798579b4fb5ea8db4d6be83429f0adf10,ca9208bf2a6259a6228df4fed2c8f0cf042c3b69f8baeeddc1e45be734ea8e4b,125121bcbf516b1d5f15ffe40b708bd2baf5eb70bdbb49a1956c13c9cba2aa94,d9c2791b9dab3ab21614673230e8d2f5b6a0278276bdf8f1819e1f14f20057f5,d0305b71ab290185e06cfd000731eb9e58c71d09e04b64101c2860f83fecd8bc,78c7bf73fe0e2ad8d7c343cf2e5a19005bf06df22b03be03063772d47f249ff4,91d7831d8f59455a632b00a574ef54d954ee8e049925783b8fefac562d8a5943,823999135f6f16aa63d5e6c92d05de8d630682110cd6b5e60fbe7afab89eaea0,0c365f936b71e11aa55b87a2875b6ef78c2d9ac518ddafc6142c770f89c3d983,a95945218456438e84fc8bf546f7169c8a931fac9a03da83a97eef868cdb577a,4db8df36c805179cb8798088d601f6e70f1bac2e8e03b2935ac59abf96908643,fec265bf65f4e41990cb3224bcd5dc0a466443e5730f3351c43875bacfb5bc12,6c571a85f1b59970aeaf2393ef99f9d64529329553ecc1480cc6a9a5f2de65b0,4274a908edda8f44a55a24bf5c782ec97d177dd07ed0101b85499fdf552636d2,49081523b231a74bd0ebf4d39cf43a2375962573ca746e8e373e546b62c10477,8c71cd4d36fa211b6c6efaf5568855bde379c118d317ad94c7d91243700cb0ab,68c7e8f25bb210855297c4c0bf14f0991301d2842f42681c7055e0ec434ab59f,f6c00046acd8d6c082d0072561d3f95f07c39335da64abbf9d14576a8e5c1442,813235bc7b4008dbe88fb12405e998d2f2d81f1740017a03509b31b2c8f642ff,58950e6d4d9fd3dea86aa2c89e6f022e837ee6dc05f9a7867f092139d50f5409,9400c68846169e26ff7b6ed749562c289d55de584d81ab5808a177508bf43c7c,4aa9eb97b10357ba8357355b6059d138ffa59e7a8eb99173a1b0b00842bd674a,1482964f9aebf4e2216e6d2b09364a31a9a3601115d83127ec4a1106dc07ca8a,164505d93ab684cbd1ce3c85f163785927d2e1621c02d0ecc7a260215899f6bc,82d36aace32cbe7aeaf3cd2dd5c93d6449049d3b6b3952539c9151dd34a8780e,97d420ae5808682e980e399586261cdb169b52059f55166a6b687cb2ab68f940,08b0a8003ff2549a0dfaaa69f9249a55e63952be5f5a6536f1da104d86c72ccd,bd6752a33b9d808577d17bdd008c1d006256a802951aad0a6a24d36eaad2fa04,c15496de9d3438bb257bcb368f62fc2e68c43b808edd17f90301f48a16197a44,4ac52106264bf390be8a7f01681b4b032c65c189ded40c926781607343926f77,04482d2d02cb0bc00a45263fb0faa72be43080c4039698a44cff2164a9875be8,ac4a9f6d31d97350cb076eaa8f5fb7640e015c1dc45a2a2dcd7b1518209946f6,433f878a88ca3ece36d0fc468e093ff44292e91ce83a6b2f4f8a65404d38b5f6,6b9676b419b5303835281cb3bb4564fcc43471f3efc35adfec74093ac7130166,cf9f81d46f86b9c79f94426da649ef3934ad974d23d4d9f73bc92f3da07a2e10,8c67177cd62764d2d853a40c36740b385f5278e396b36cb6547b8610684141c2,285d96a807a15057bd958811e35757a86d90615977b7f75854aab9c6d71f218e,ab59beffd9355861ce2baa153182ddefb95e0716d7c016f66cb1ce54b24458a3,fe28801b9e504bd498c61ef026be087f2271aced52407fb70d62f22762f9edeb,201a72fe74932fcb066fc7c9f8a8bb77027eb7fde80f040c76abd2d891afa416,2abc6e620674cf10cd86bfcb6c575b6fa8257f46823ab56d68b08e122196feae,0a640af1150ddfaa0667362de395ab6ff469325841eaa7aa90e6a7d54437ff0f,12ba17e287f00b3e8655ebe7f8984036760b7faa2a05eb9a182acde817d14acb,6cebf289f13500a2a41ff687db33b223f2b00f0168539176de570bda89a54f7a,1f450b739234a6f04879736fba1bb4ff0bc27ec5f1cec25d30fef14635baca4e,c685f456dc9b88d68630f7b778bd385d48a968d9a715711522aa8e27a31ad133,9ff002622ceae9478b47ee50ed0c78578fd88736bcb5f213f1c3e0829691f505,999d80db16e1e834f17a4aee0158b1243c60c2e5c4b00ba3c8ff8d8fcb24e750,8c52a008b6df19e206e51244f78a0b437bcde4ea3e7892c3a017b6286d8c29d5,4406790b925387f81cc40b0709c8ba8f69dd8ecc6f8ef7eb653aa3e69e858f15
"拉圖斯斷崖‧南部 38-14","102369","10","bgm_M170","116581","0","9038156","10","25015","0","2021/01/15 16:00:00","1","0","0","0","0","101381410","0","90","100030","126221","2030/12/31 14:59:59","11038","-50","9038155","bgm_M170","102368","0","0","116551","102369","10","0","0","bgm_M170","211001000","bgm_M170","40","215","110380141","0","0","735","110380142","bgm_M170","11038014","110380143","110380141","0","0","bgm_M170","102370","0"
"拉圖斯斷崖‧北部 39-1","100102","10","bgm_M169","126101","0","0","10","0","0","2021/02/09 16:00:00","1","101390103","0","0","0","101390101","101390106","90","100050","116131","2030/12/31 14:59:59","11039","-50","0","bgm_M169","100101","0","0","116551","100102","10","0","101390105","bgm_M169","211001000","bgm_M169","0","215","110390011","0","0","-720","110390012","bgm_M169","11039001","110390013","110390011","0","0","bgm_M169","100103","0"
"拉圖斯斷崖‧北部 39-2","100012","10","bgm_M169","116071","0","0","10","0","0","2021/02/09 16:00:00","1","101390207","0","0","0","101390206","101390205","90","100020","116041","2030/12/31 14:59:59","11039","-50","0","bgm_M169","100011","0","0","116581","100012","10","0","101390201","bgm_M169","211001000","bgm_M169","-150","215","110390021","0","0","-580","110390022","bgm_M169","11039002","110390023","110390021","0","0","bgm_M169","100013","0"
"拉圖斯斷崖‧北部 39-3","101782","10","bgm_M169","126221","0","0","10","0","0","2021/02/09 16:00:00","1","101390307","0","0","0","101390304","101390303","90","100450","126011","2030/12/31 14:59:59","11039","-50","0","bgm_M169","101781","0","0","116611","101782","10","0","101390305","bgm_M169","211001000","bgm_M169","20","215","110390031","0","0","-450","110390032","bgm_M169","11039003","110390033","110390031","0","0","bgm_M169","101783","0"
"拉圖斯斷崖‧北部 39-4","101782","10","bgm_M169","116581","0","0","10","0","0","2021/02/09 16:00:00","1","101390407","0","0","0","101390401","101390403","90","100450","116131","2030/12/31 14:59:59","11039","-50","0","bgm_M169","101781","0","0","116311","101782","10","0","101390402","bgm_M169","211001000","bgm_M169","120","215","110390041","0","0","-300","110390042","bgm_M169","11039004","110390043","110390041","0","0","bgm_M169","101783","0"
"拉圖斯斷崖‧北部 39-5","101622","10","bgm_M169","116551","0","0","10","0","0","2021/02/09 16:00:00","1","101390505","0","0","0","101390504","101390506","90","100450","116041","2030/12/31 14:59:59","11039","-50","0","bgm_M169","101621","0","0","116401","101622","10","0","101390507","bgm_M169","211001000","bgm_M169","-40","215","110390051","0","0","-200","110390052","bgm_M169","11039005","110390053","110390051","0","0","bgm_M169","101623","0"
"拉圖斯斷崖‧北部 39-6","100015","10","bgm_M169","116581","0","0","10","0","0","2021/02/09 16:00:00","1","101390606","0","0","0","101390601","101390603","90","100020","116191","2030/12/31 14:59:59","11039","-50","0","bgm_M169","100014","0","0","116461","100015","10","0","101390602","bgm_M169","211001000","bgm_M169","-185","215","110390061","0","0","-300","110390062","bgm_M169","11039006","110390063","110390061","0","0","bgm_M169","100016","0"
"拉圖斯斷崖‧北部 39-7","100015","10","bgm_M169","116611","0","0","10","0","0","2021/02/09 16:00:00","1","101390706","0","0","0","101390704","101390703","90","100020","126251","2030/12/31 14:59:59","11039","-50","0","bgm_M169","100014","101390705","0","116401","100015","10","0","101390707","bgm_M169","211001000","bgm_M169","-150","215","110390071","0","0","-80","110390072","bgm_M169","11039007","110390073","110390071","0","0","bgm_M169","100016","0"
"拉圖斯斷崖‧北部 39-8","101672","10","bgm_M169","116581","0","0","10","0","0","2021/02/09 16:00:00","1","101390806","0","0","0","101390803","101390801","90","100050","126161","2030/12/31 14:59:59","11039","-50","0","bgm_M169","101671","101390807","0","116311","101672","10","0","101390802","bgm_M169","211001000","bgm_M169","-50","215","110390081","0","0","50","110390082","bgm_M169","11039008","110390083","110390081","0","0","bgm_M169","101673","0"
"拉圖斯斷崖‧北部 39-9","100052","10","bgm_M169","116551","0","0","10","0","0","2021/02/09 16:00:00","1","101390907","0","0","0","101390904","101390903","90","100020","126251","2030/12/31 14:59:59","11039","-50","0","bgm_M169","100051","101390906","0","126281","100052","10","0","101390902","bgm_M169","211001000","bgm_M169","-150","215","110390091","0","0","200","110390092","bgm_M169","11039009","110390093","110390091","0","0","bgm_M169","100053","0"
"拉圖斯斷崖‧北部 39-10","101622","10","bgm_M169","116611","0","0","10","25011","0","2021/02/09 16:00:00","1","101391006","0","0","0","101391001","101391007","90","100450","126221","2030/12/31 14:59:59","11039","-50","0","bgm_M169","101621","101391003","0","126371","101622","10","0","101391004","bgm_M169","211001000","bgm_M169","30","215","110390101","0","0","340","110390102","bgm_M169","11039010","110390103","110390101","0","0","bgm_M169","101623","0"
"拉圖斯斷崖‧北部 39-11","100102","10","bgm_M169","116551","0","0","10","25012","0","2021/02/09 16:00:00","1","101391104","0","0","0","101391101","101391102","90","100050","126011","2030/12/31 14:59:59","11039","-50","0","bgm_M169","100101","101391107","0","126341","100102","10","0","101391106","bgm_M169","211001000","bgm_M169","-120","215","110390111","0","0","400","110390112","bgm_M169","11039011","110390113","110390111","0","0","bgm_M169","100103","0"
"拉圖斯斷崖‧北部 39-12","101622","10","bgm_M169","116401","0","0","10","25013","0","2021/02/09 16:00:00","1","101391205","0","0","0","101391202","101391203","90","100450","116581","2030/12/31 14:59:59","11039","-50","0","bgm_M169","101621","101391207","0","116311","101622","10","0","101391206","bgm_M169","211001000","bgm_M169","-70","215","110390121","0","0","580","110390122","bgm_M169","11039012","110390123","110390121","0","0","bgm_M169","101623","0"
"拉圖斯斷崖‧北部 39-13","102366","10","bgm_M169","116461","0","0","10","25014","0","2021/02/09 16:00:00","1","101391307","0","0","0","101391303","101391304","90","100030","116611","2030/12/31 14:59:59","11039","-50","0","bgm_M169","102365","101391305","0","126371","102366","10","0","101391301","bgm_M169","211001000","bgm_M169","100","215","110390131","0","0","500","110390132","bgm_M169","11039013","110390133","110390131","0","0","bgm_M169","102367","0"
"拉圖斯斷崖‧北部 39-14","102369","10","bgm_M170","126341","0","9039156","10","25015","0","2021/02/09 16:00:00","1","0","0","0","0","101391410","0","90","100030","116551","2030/12/31 14:59:59","11039","-50","9039155","bgm_M170","102368","0","0","126281","102369","10","0","101391402","bgm_M170","211001000","bgm_M170","40","215","110390141","0","0","720","110390142","bgm_M170","11039014","110390143","110390141","0","0","bgm_M170","102370","0"
"斯卡普山系‧西麓 40-1","101622","10","bgm_M169","116551","0","0","10","0","0","2021/03/15 16:00:00","1","101400103","0","0","0","101400101","101400107","90","100450","116581","2030/12/31 14:59:59","11040","-50","0","bgm_M169","101621","0","0","116461","101622","10","0","101400102","bgm_M169","211001000","bgm_M169","70","215","110400011","0","0","-720","110400012","bgm_M169","11040001","110400013","110400011","0","0","bgm_M169","101623","0"
"斯卡普山系‧西麓 40-2","100242","10","bgm_M169","116581","0","0","10","0","0","2021/03/15 16:00:00","1","101400206","0","0","0","101400204","101400207","90","100050","116551","2030/12/31 14:59:59","11040","-50","0","bgm_M169","100241","0","0","116311","100242","10","0","101400203","bgm_M169","211001000","bgm_M169","-90","215","110400021","0","0","-580","110400022","bgm_M169","11040002","110400023","110400021","0","0","bgm_M169","100243","0"
"斯卡普山系‧西麓 40-3","101782","10","bgm_M169","116611","0","0","10","0","0","2021/03/15 16:00:00","1","101400303","0","0","0","101400301","101400307","90","100450","116581","2030/12/31 14:59:59","11040","-50","0","bgm_M169","101781","0","0","116401","101782","10","0","101400305","bgm_M169","211001000","bgm_M169","0","215","110400031","0","0","-400","110400032","bgm_M169","11040003","110400033","110400031","0","0","bgm_M169","101783","0"
"斯卡普山系‧西麓 40-4","101622","10","bgm_M169","126281","0","0","10","0","0","2021/03/15 16:00:00","1","101400403","0","0","0","101400401","101400407","90","100450","116551","2030/12/31 14:59:59","11040","-50","0","bgm_M169","101621","0","0","126102","101622","10","0","101400402","bgm_M169","211001000","bgm_M169","60","215","110400041","0","0","-200","110400042","bgm_M169","11040004","110400043","110400041","0","0","bgm_M169","101623","0"
"斯卡普山系‧西麓 40-5","100102","10","bgm_M169","116311","0","0","10","0","0","2021/03/15 16:00:00","1","101400504","0","0","0","101400501","101400503","90","100450","116581","2030/12/31 14:59:59","11040","-50","0","bgm_M169","100101","0","0","126162","100102","10","0","101400502","bgm_M169","211001000","bgm_M169","-50","215","110400051","0","0","-50","110400052","bgm_M169","11040005","110400053","110400051","0","0","bgm_M169","100103","0"
"斯卡普山系‧西麓 40-6","100102","10","bgm_M169","116461","0","0","10","0","0","2021/03/15 16:00:00","1","101400603","0","0","0","101400604","101400606","90","100020","116611","2030/12/31 14:59:59","11040","-50","0","bgm_M169","100101","0","0","126252","100102","10","0","101400607","bgm_M169","211001000","bgm_M169","-170","215","110400061","0","0","-150","110400062","bgm_M169","11040006","110400063","110400061","0","0","bgm_M169","100103","0"
"斯卡普山系‧西麓 40-7","102092","10","bgm_M169","126371","0","0","10","0","0","2021/03/15 16:00:00","1","101400702","0","0","0","101400701","101400707","90","100020","116551","2030/12/31 14:59:59","11040","-50","0","bgm_M169","102091","101400706","0","126222","102092","10","0","101400704","bgm_M169","211001000","bgm_M169","-200","215","110400071","0","0","50","110400072","bgm_M169","11040007","110400073","110400071","0","0","bgm_M169","102093","0"
"斯卡普山系‧西麓 40-8","101672","10","bgm_M169","116401","0","0","10","0","0","2021/03/15 16:00:00","1","101400803","0","0","0","101400801","101400807","90","100050","116611","2030/12/31 14:59:59","11040","-50","0","bgm_M169","101671","101400806","0","116132","101672","10","0","101400805","bgm_M169","211001000","bgm_M169","-180","215","110400081","0","0","280","110400082","bgm_M169","11040008","110400083","110400081","0","0","bgm_M169","101673","0"
"斯卡普山系‧西麓 40-9","101622","10","bgm_M169","116311","0","0","10","0","0","2021/03/15 16:00:00","1","101400906","0","0","0","101400901","101400903","90","100450","116581","2030/12/31 14:59:59","11040","-50","0","bgm_M169","101621","101400907","0","116072","101622","10","0","101400905","bgm_M169","211001000","bgm_M169","-50","215","110400091","0","0","200","110400092","bgm_M169","11040009","110400093","110400091","0","0","bgm_M169","101623","0"
"斯卡普山系‧西麓 40-10","100222","10","bgm_M169","116401","0","0","10","25011","0","2021/03/15 16:00:00","1","101401006","0","0","0","101401004","101401003","90","100030","116611","2030/12/31 14:59:59","11040","-50","0","bgm_M169","100221","101401007","0","126012","100222","10","0","101401002","bgm_M169","211001000","bgm_M169","50","215","110400101","0","0","380","110400102","bgm_M169","11040010","110400103","110400101","0","0","bgm_M169","100223","0"
"斯卡普山系‧西麓 40-11","100942","10","bgm_M169","116461","0","0","10","25012","0","2021/03/15 16:00:00","1","101401107","0","0","0","101401101","101401103","90","100030","116581","2030/12/31 14:59:59","11040","-50","0","bgm_M169","100941","101401104","0","116192","100942","10","0","101401102","bgm_M169","211001000","bgm_M169","-100","215","110400111","0","0","450","110400112","bgm_M169","11040011","110400113","110400111","0","0","bgm_M169","100943","0"
"斯卡普山系‧西麓 40-12","100222","10","bgm_M169","126252","0","0","10","25013","0","2021/03/15 16:00:00","1","101401203","0","0","0","101401207","101401206","90","100030","126371","2030/12/31 14:59:59","11040","-50","0","bgm_M169","100221","101401204","0","126222","100222","10","0","101401205","bgm_M169","211001000","bgm_M169","0","215","110400121","0","0","590","110400122","bgm_M169","11040012","110400123","110400121","0","0","bgm_M169","100223","0"
"斯卡普山系‧西麓 40-13","100942","10","bgm_M169","126012","0","0","10","25014","0","2021/03/15 16:00:00","1","101401307","0","0","0","101401301","101401306","90","100140","126281","2030/12/31 14:59:59","11040","-50","0","bgm_M169","100941","101401304","0","116072","100942","10","0","101401303","bgm_M169","211001000","bgm_M169","-100","215","110400131","0","0","690","110400132","bgm_M169","11040013","110400133","110400131","0","0","bgm_M169","100943","0"
"斯卡普山系‧西麓 40-14","100952","10","bgm_M170","116192","0","9040156","10","25015","0","2021/03/15 16:00:00","1","0","0","0","0","101401410","0","90","100140","126341","2030/12/31 14:59:59","11040","-50","9040155","bgm_M170","100951","0","0","116042","100952","10","0","0","bgm_M170","211001000","bgm_M170","40","215","110400141","0","0","800","110400142","bgm_M170","11040014","110400143","110400141","0","0","bgm_M170","100953","0"
"斯卡普山系‧東麓 41-1","101622","10","bgm_M169","126341","0","0","10","0","0","2021/04/16 16:00:00","1","101410103","0","0","0","101410101","101410107","90","100450","126281","2030/12/31 14:59:59","11041","-50","0","bgm_M169","101621","0","0","116042","101622","10","0","101410104","bgm_M169","211001000","bgm_M169","-10","215","110410011","0","0","-760","110410012","bgm_M169","11041001","110410013","110410011","0","0","bgm_M169","101623","0"
"斯卡普山系‧東麓 41-2","101622","10","bgm_M169","116461","0","0","10","0","0","2021/04/16 16:00:00","1","101410203","0","0","0","101410204","101410206","90","100450","126371","2030/12/31 14:59:59","11041","-50","0","bgm_M169","101621","0","0","126252","101622","10","0","101410205","bgm_M169","211001000","bgm_M169","-90","215","110410021","0","0","-600","110410022","bgm_M169","11041002","110410023","110410021","0","0","bgm_M169","101623","0"
"斯卡普山系‧東麓 41-3","101622","10","bgm_M169","116311","0","0","10","0","0","2021/04/16 16:00:00","1","101410303","0","0","0","101410301","101410307","90","100450","116401","2030/12/31 14:59:59","11041","-50","0","bgm_M169","101621","0","0","126012","101622","10","0","101410304","bgm_M169","211001000","bgm_M169","0","215","110410031","0","0","-470","110410032","bgm_M169","11041003","110410033","110410031","0","0","bgm_M169","101623","0"
"斯卡普山系‧東麓 41-4","100102","10","bgm_M169","126222","0","0","10","0","0","2021/04/16 16:00:00","1","101410403","0","0","0","101410404","101410407","90","100030","116461","2030/12/31 14:59:59","11041","-50","0","bgm_M169","100101","0","0","116612","100102","10","0","101410405","bgm_M169","211001000","bgm_M169","100","215","110410041","0","0","-350","110410042","bgm_M169","11041004","110410043","110410041","0","0","bgm_M169","100103","0"
"斯卡普山系‧東麓 41-5","100102","10","bgm_M169","126102","0","0","10","0","0","2021/04/16 16:00:00","1","101410507","0","0","0","101410501","101410506","90","100030","116311","2030/12/31 14:59:59","11041","-50","0","bgm_M169","100101","0","0","116552","100102","10","0","101410502","bgm_M169","211001000","bgm_M169","-30","215","110410051","0","0","-260","110410052","bgm_M169","11041005","110410053","110410051","0","0","bgm_M169","100103","0"
"斯卡普山系‧東麓 41-6","100942","10","bgm_M169","126162","0","0","10","0","0","2021/04/16 16:00:00","1","101410603","0","0","0","101410604","101410607","90","100030","126341","2030/12/31 14:59:59","11041","-50","0","bgm_M169","100941","0","0","116582","100942","10","0","101410602","bgm_M169","211001000","bgm_M169","40","215","110410061","0","0","-120","110410062","bgm_M169","11041006","110410063","110410061","0","0","bgm_M169","100943","0"
"斯卡普山系‧東麓 41-7","100232","10","bgm_M169","116192","0","0","10","0","0","2021/04/16 16:00:00","1","101410703","0","0","0","101410701","101410707","90","100080","126281","2030/12/31 14:59:59","11041","-50","0","bgm_M169","100231","101410706","0","116552","100232","10","0","101410702","bgm_M169","211001000","bgm_M169","90","215","110410071","0","0","30","110410072","bgm_M169","11041007","110410073","110410071","0","0","bgm_M169","100233","0"
"斯卡普山系‧東麓 41-8","100232","10","bgm_M169","126252","0","0","10","0","0","2021/04/16 16:00:00","1","101410805","0","0","0","101410802","101410807","90","100080","116461","2030/12/31 14:59:59","11041","-50","0","bgm_M169","100231","101410803","0","116612","100232","10","0","101410804","bgm_M169","211001000","bgm_M169","-50","215","110410081","0","0","70","110410082","bgm_M169","11041008","110410083","110410081","0","0","bgm_M169","100233","0"
"斯卡普山系‧東麓 41-9","100232","10","bgm_M169","116132","0","0","10","0","0","2021/04/16 16:00:00","1","101410907","0","0","0","101410901","101410906","90","100080","116401","2030/12/31 14:59:59","11041","-50","0","bgm_M169","100231","101410903","0","116552","100232","10","0","101410902","bgm_M169","211001000","bgm_M169","-180","215","110410091","0","0","185","110410092","bgm_M169","11041009","110410093","110410091","0","0","bgm_M169","100233","0"
"斯卡普山系‧東麓 41-10","100942","10","bgm_M169","126222","0","0","10","25011","0","2021/04/16 16:00:00","1","101411007","0","0","0","101411004","101411002","90","100140","116311","2030/12/31 14:59:59","11041","-50","0","bgm_M169","100941","101411003","0","116582","100942","10","0","101411006","bgm_M169","211001000","bgm_M169","-130","215","110410101","0","0","340","110410102","bgm_M169","11041010","110410103","110410101","0","0","bgm_M169","100943","0"
"斯卡普山系‧東麓 41-11","100942","10","bgm_M169","126162","0","0","10","25012","0","2021/04/16 16:00:00","1","101411106","0","0","0","101411101","101411103","90","100140","126341","2030/12/31 14:59:59","11041","-50","0","bgm_M169","100941","101411104","0","116552","100942","10","0","101411105","bgm_M169","211001000","bgm_M169","20","215","110410111","0","0","280","110410112","bgm_M169","11041011","110410113","110410111","0","0","bgm_M169","100943","0"
"斯卡普山系‧東麓 41-12","100942","10","bgm_M169","116552","0","0","10","25013","0","2021/04/16 16:00:00","1","101411207","0","0","0","101411205","101411206","90","100140","116042","2030/12/31 14:59:59","11041","-50","0","bgm_M169","100941","101411204","0","116612","100942","10","0","101411202","bgm_M169","211001000","bgm_M169","120","215","110410121","0","0","420","110410122","bgm_M169","11041012","110410123","110410121","0","0","bgm_M169","100943","0"
"斯卡普山系‧東麓 41-13","100942","10","bgm_M169","116612","0","0","10","25014","0","2021/04/16 16:00:00","1","101411307","0","0","0","101411301","101411303","90","100140","116192","2030/12/31 14:59:59","11041","-50","0","bgm_M169","100941","101411304","0","116582","100942","10","0","101411305","bgm_M169","211001000","bgm_M169","40","215","110410131","0","0","550","110410132","bgm_M169","11041013","110410133","110410131","0","0","bgm_M169","100943","0"
"斯卡普山系‧東麓 41-14","100952","10","bgm_M170","116582","0","9041156","10","25015","0","2021/04/16 16:00:00","1","0","0","0","0","101411410","0","90","100140","116072","2030/12/31 14:59:59","11041","-50","9041155","bgm_M170","100951","0","0","116552","100952","10","0","0","bgm_M170","211001000","bgm_M170","-80","215","110410141","0","0","690","110410142","bgm_M170","11041014","110410143","110410141","0","0","bgm_M170","100953","0"
"佩克托斯冰峰‧西壁 42-1","101622","10","bgm_M169","126102","0","0","10","0","0","2021/05/17 16:00:00","1","101420106","0","0","0","101420101","101420104","90","100450","116132","2030/12/31 14:59:59","11042","-50","0","bgm_M169","101621","0","0","116552","101622","10","0","101420103","bgm_M169","211001000","bgm_M169","-150","215","110420011","0","0","-760","110420012","bgm_M169","11042001","110420013","110420011","0","0","bgm_M169","101623","0"
"佩克托斯冰峰‧西壁 42-2","101782","10","bgm_M169","126222","0","0","10","0","0","2021/05/17 16:00:00","1","101420206","0","0","0","101420204","101420205","90","100450","126012","2030/12/31 14:59:59","11042","-50","0","bgm_M169","101781","0","0","116612","101782","10","0","101420202","bgm_M169","211001000","bgm_M169","-250","215","110420021","0","0","-600","110420022","bgm_M169","11042002","110420023","110420021","0","0","bgm_M169","101783","0"
"佩克托斯冰峰‧西壁 42-3","101622","10","bgm_M169","116072","0","0","10","0","0","2021/05/17 16:00:00","1","101420303","0","0","0","101420301","101420306","90","100450","116042","2030/12/31 14:59:59","11042","-50","0","bgm_M169","101621","0","0","116582","101622","10","0","101420305","bgm_M169","211001000","bgm_M169","-160","215","110420031","0","0","-440","110420032","bgm_M169","11042003","110420033","110420031","0","0","bgm_M169","101623","0"
"佩克托斯冰峰‧西壁 42-4","100012","10","bgm_M169","116612","0","0","10","0","0","2021/05/17 16:00:00","1","101420406","0","0","0","101420401","101420403","90","100020","126222","2030/12/31 14:59:59","11042","-50","0","bgm_M169","100011","0","0","116372","100012","10","0","101420408","bgm_M169","211001000","bgm_M169","-300","215","110420041","0","0","-300","110420042","bgm_M169","11042004","110420043","110420041","0","0","bgm_M169","100013","0"
"佩克托斯冰峰‧西壁 42-5","100102","10","bgm_M169","116582","0","0","10","0","0","2021/05/17 16:00:00","1","101420506","0","0","0","101420504","101420503","90","100030","116192","2030/12/31 14:59:59","11042","-50","0","bgm_M169","100101","0","0","126342","100102","10","0","101420508","bgm_M169","211001000","bgm_M169","-160","215","110420051","0","0","-160","110420052","bgm_M169","11042005","110420053","110420051","0","0","bgm_M169","100103","0"
"佩克托斯冰峰‧西壁 42-6","100102","10","bgm_M169","116552","0","0","10","0","0","2021/05/17 16:00:00","1","101420603","0","0","0","101420604","101420607","90","100030","126012","2030/12/31 14:59:59","11042","-50","0","bgm_M169","100101","0","0","116431","100102","10","0","101420605","bgm_M169","211001000","bgm_M169","-165","215","110420061","0","0","38","110420062","bgm_M169","11042006","110420063","110420061","0","0","bgm_M169","100103","0"
"佩克托斯冰峰‧西壁 42-7","100102","10","bgm_M169","116582","0","0","10","0","0","2021/05/17 16:00:00","1","101420702","0","0","0","101420701","101420706","90","100030","116132","2030/12/31 14:59:59","11042","-50","0","bgm_M169","100101","101420703","0","126282","100102","10","0","101420704","bgm_M169","211001000","bgm_M169","-310","215","110420071","0","0","-70","110420072","bgm_M169","11042007","110420073","110420071","0","0","bgm_M169","100103","0"
"佩克托斯冰峰‧西壁 42-8","100102","10","bgm_M169","116612","0","0","10","0","0","2021/05/17 16:00:00","1","101420806","0","0","0","101420801","101420805","90","100030","126252","2030/12/31 14:59:59","11042","-50","0","bgm_M169","100101","101420807","0","126521","100102","10","0","101420802","bgm_M169","211001000","bgm_M169","-360","215","110420081","0","0","120","110420082","bgm_M169","11042008","110420083","110420081","0","0","bgm_M169","100103","0"
"佩克托斯冰峰‧西壁 42-9","100232","10","bgm_M169","116552","0","0","10","0","0","2021/05/17 16:00:00","1","101420907","0","0","0","101420901","101420902","90","100080","126162","2030/12/31 14:59:59","11042","-50","0","bgm_M169","100231","101420903","0","116312","100232","10","0","101420905","bgm_M169","211001000","bgm_M169","-300","215","110420091","0","0","300","110420092","bgm_M169","11042009","110420093","110420091","0","0","bgm_M169","100233","0"
"佩克托斯冰峰‧西壁 42-10","100232","10","bgm_M169","116582","0","0","10","25011","0","2021/05/17 16:00:00","1","101421006","0","0","0","101421001","101421002","90","100080","126222","2030/12/31 14:59:59","11042","-50","0","bgm_M169","100231","101421007","0","116372","100232","10","0","101421005","bgm_M169","211001000","bgm_M169","-140","215","110420101","0","0","220","110420102","bgm_M169","11042010","110420103","110420101","0","0","bgm_M169","100233","0"
"佩克托斯冰峰‧西壁 42-11","100232","10","bgm_M169","116552","0","0","10","25012","0","2021/05/17 16:00:00","1","101421106","0","0","0","101421105","101421107","90","100080","116072","2030/12/31 14:59:59","11042","-50","0","bgm_M169","100231","101421104","0","126342","100232","10","0","101421101","bgm_M169","211001000","bgm_M169","-100","215","110420111","0","0","450","110420112","bgm_M169","11042011","110420113","110420111","0","0","bgm_M169","100233","0"
"佩克托斯冰峰‧西壁 42-12","100232","10","bgm_M169","126282","0","0","10","25013","0","2021/05/17 16:00:00","1","101421205","0","0","0","101421201","101421208","90","100080","116582","2030/12/31 14:59:59","11042","-50","0","bgm_M169","100231","101421206","0","116431","100232","10","0","101421207","bgm_M169","211001000","bgm_M169","-280","215","110420121","0","0","480","110420122","bgm_M169","11042012","110420123","110420121","0","0","bgm_M169","100233","0"
"佩克托斯冰峰‧西壁 42-13","100942","10","bgm_M169","116372","0","0","10","25014","0","2021/05/17 16:00:00","1","101421307","0","0","0","101421302","101421303","90","100140","116612","2030/12/31 14:59:59","11042","-50","0","bgm_M169","100941","101421304","0","126521","100942","10","0","101421305","bgm_M169","211001000","bgm_M169","-240","215","110420131","0","0","665","110420132","bgm_M169","11042013","110420133","110420131","0","0","bgm_M169","100943","0"
