c4e703a2149c15a2b9c39368c79255d0d6fd800633c62de95011401c420b5f98,e258e7c437604a286176964679f4eda3b373b1cd1f15fbeaf4f7c1dc4c422816,7b6691ce1d3655969d3b5254533b43ae8c2c7e6959cd9f709c4e3a51940ed151,1df26c44fecb596cfba4dcaa7d4feb259b0eb0fe1113dd560cf03c54cccac756,94a170e78dfcf41f2805f85f8c6f59371d49ecf0a0cfd1b493a92a2fa3815a3a,8740d864cd65419008fd4917f3ed7e194848786ec34dbea5a60b1dc0e21879f7,ea0056defb1e108450f505c947616a30589a016f0bf1a5a0a855a10b67ff4750,33ec6089d546538cddaf6b03d403fc64846589006c921c4cd6b09cf102427ca7,bd0abcd070cb91d241827b198e38972c7ceedb9ea599ce765e0d101d41df7758,43efa983a194b493de3c922c60ba61d79479f2340ca3a7123e2d98c9e6b3ac9d,231d7d28126bc7947c723ca33cb645fe24073c5f6111df4c20aa9b8201dd0664,809adb5af2721a7802ca6a175635a925d84ceba75fc44d1b174af4b680d4c0f8,9cef0ccb3e8a8587512152a4516a960b9208853cc50ea26696cec9685b48beb8,7026573fec1900f9c67427cda6b18badc7ca26a7f9906943632a4cf3b6d09fd0,69bac58802444b4ca8317eb42b7c35224fda7b4edd4ee52b59d32b99aa113f27,ea3dcc526241954a3e3191cd4f4194f236667b5b7b5f979fe8577065cbfb1d51,2feb4d234dbad5755789cbab3810b11eee6e42706638fabdaf797cc4a88214b4,3cb452088b545286e5579ece4462ccb6f91f2e4586907a3d72af6eb640abc369,5e2783d6d009f843ba931d158afb2fc17cf594808da9f1c8b02ef5bb671d690e
"3665","0","31","159","7","122101","0","90","0","6","3345","3581","205","0","37","14","41","121","2"
"3665","0","31","180","7","122101","0","102","0","6","3445","4126","244","0","37","15","44","142","2"
"3715","0","31","196","7","122101","0","102","0","6","3445","4706","272","0","37","16","49","171","2"
"3775","0","31","217","10","122101","0","102","0","6","3595","5302","323","0","37","17","52","194","2"
"3825","0","31","249","12","122101","0","102","0","6","3595","5918","386","0","37","18","52","222","2"
"3825","0","31","291","12","122101","0","102","0","6","3690","6605","446","0","37","19","52","251","2"
"3955","0","31","341","12","122101","0","102","0","6","3690","7373","494","0","37","20","52","279","2"
"4165","0","31","400","12","122101","0","102","0","6","3690","8163","543","0","37","21","52","312","2"
"4570","0","31","448","12","122101","0","102","0","6","3690","9160","610","0","37","22","52","345","2"
"4570","0","31","498","12","122101","0","102","0","6","3690","10315","672","0","37","23","52","381","2"
"5185","0","31","540","12","122101","0","102","0","6","3690","11598","729","0","37","24","52","409","2"
"5480","0","31","593","12","122101","0","102","0","6","3690","12957","805","0","37","25","52","448","2"
"6460","0","31","628","12","122101","0","102","0","6","3690","14559","846","0","37","26","52","474","2"
"7005","0","31","669","12","122101","0","102","0","6","3690","16257","880","0","37","27","52","508","2"
"7625","0","31","709","12","122101","0","102","0","6","3690","18064","908","0","37","28","52","546","2"
"7885","0","31","726","12","122101","0","102","0","6","3690","20296","939","0","37","29","52","563","2"
"7885","0","31","739","12","122101","0","102","0","6","3690","22740","980","0","37","30","52","576","2"
"7885","0","31","752","12","122101","0","102","0","6","3690","25294","1021","0","37","31","52","589","2"
"7885","0","31","765","12","122101","0","102","0","6","3690","27959","1062","0","37","32","52","602","2"
"7885","0","31","779","12","122101","0","102","0","6","3690","30762","1101","0","37","33","52","616","2"
"7885","0","31","793","12","122101","0","102","0","6","3690","33713","1139","0","37","34","52","630","2"
"110","0","0","0","0","122201","0","0","0","0","25","25","0","0","0","2","0","2","0"
"380","0","0","1","0","122201","0","0","0","0","75","76","0","0","0","3","0","5","0"
"845","0","0","2","0","122201","0","5","0","0","105","181","0","0","0","4","0","9","0"
"1385","0","0","4","3","122201","0","25","0","0","105","330","0","0","10","5","0","14","0"
"2250","0","0","6","3","122201","0","40","0","0","195","540","0","0","10","6","0","25","0"
"3220","0","0","8","3","122201","0","40","0","0","665","787","0","0","10","7","0","37","0"
"4110","0","0","10","3","122201","0","55","0","0","900","1119","0","0","10","8","0","45","0"
"4665","0","9","12","3","122201","0","95","0","0","900","1512","20","0","10","9","0","54","0"
"4875","0","18","18","3","122201","0","110","0","5","900","1968","50","0","20","10","0","60","0"
"5295","0","22","23","5","122201","0","110","0","7","900","2431","98","0","30","11","13","64","0"
"6045","0","25","27","5","122201","0","110","0","9","900","2916","130","0","30","12","29","70","0"
"6575","0","25","33","5","122201","0","143","0","9","900","3446","163","0","30","13","45","76","0"
"6995","0","25","37","5","122201","0","176","0","9","900","4064","214","0","30","14","48","81","0"
"7355","0","25","43","5","122201","0","196","0","9","900","4715","280","0","30","15","48","87","0"
"7655","0","25","45","5","122201","0","196","0","9","900","5417","374","0","30","16","51","95","0"
"7905","0","25","49","5","122201","0","196","0","9","900","6166","472","0","30","17","54","101","0"
"8250","0","25","54","5","122201","0","196","0","9","900","6984","610","0","30","18","54","104","0"
"8635","0","25","61","5","122201","0","196","0","9","900","7870","745","0","30","19","54","113","0"
"9115","0","25","66","5","122201","0","196","0","9","900","8852","885","0","30","20","54","126","0"
"9475","0","25","71","5","122201","0","196","0","9","900","9978","1036","0","30","21","54","132","0"
"9745","0","25","79","5","122201","0","196","0","9","900","11262","1180","0","30","22","54","143","0"
"10130","0","25","87","5","122201","0","196","0","9","900","12726","1269","0","30","23","54","148","0"
"11100","0","25","87","5","122201","0","196","0","9","900","14310","1346","0","30","24","54","148","0"
"11470","0","25","96","5","122201","0","196","0","9","900","16045","1423","0","30","25","54","154","0"
"13215","0","25","116","5","122201","0","196","0","9","900","17685","1480","0","30","26","54","169","0"
"15525","0","25","132","5","122201","0","196","0","9","900","19418","1516","0","30","27","54","181","0"
"18000","0","25","147","5","122201","0","196","0","9","900","21256","1543","0","30","28","54","196","0"
"18920","0","25","152","5","122201","0","196","0","9","900","23534","1571","0","30","29","54","201","0"
"19520","0","25","157","5","122201","0","196","0","9","900","25997","1600","0","30","30","54","206","0"
"20440","0","25","162","5","122201","0","196","0","9","900","28534","1629","0","30","31","54","211","0"
"21140","0","25","168","5","122201","0","196","0","9","900","31197","1658","0","30","32","54","217","0"
"22310","0","25","174","5","122201","0","196","0","9","900","33954","1686","0","30","33","54","223","0"
"23210","0","25","180","5","122201","0","196","0","9","900","36891","1713","0","30","34","54","229","0"
"55","0","0","3","0","122301","0","0","0","0","50","0","0","26","0","2","0","0","0"
"150","0","0","7","0","122301","0","0","0","0","100","0","0","94","0","3","0","0","0"
"270","0","0","14","0","122301","0","0","0","0","100","0","0","214","10","4","0","2","0"
"450","0","0","29","0","122301","0","0","0","0","100","0","0","405","10","5","0","2","0"
"800","0","0","42","0","122301","0","50","0","0","100","0","0","634","10","6","0","4","0"
"1395","0","0","56","0","122301","0","85","0","0","100","0","0","894","15","7","0","8","0"
"1560","0","4","63","0","122301","0","120","0","1","100","0","0","1286","30","8","0","10","0"
"1700","0","9","70","0","122301","16","155","0","2","100","0","0","1710","45","9","0","10","0"
"1970","0","14","82","0","122301","40","170","0","4","520","0","0","2145","45","10","0","11","0"
"2130","0","14","87","0","122301","85","186","0","5","740","0","0","2657","45","11","0","11","5"
"2230","0","14","92","0","122301","138","222","0","6","840","0","0","3181","45","12","0","14","11"
"2370","0","16","99","0","122301","200","242","0","6","840","0","0","3714","45","13","0","19","17"
"2510","0","18","106","0","122301","276","272","0","6","960","0","0","4294","45","14","0","23","17"
"2540","0","22","115","0","122301","346","282","0","6","1080","0","0","4899","45","15","0","31","17"
"2570","0","22","123","0","122301","421","312","0","6","1080","0","0","5572","45","16","0","36","17"
"2570","0","22","132","0","122301","493","342","0","6","1080","0","0","6300","45","17","0","40","17"
"2570","0","22","141","0","122301","582","372","0","6","1080","0","0","7084","45","18","0","46","17"
"2570","0","22","148","0","122301","715","372","0","6","1080","0","0","7972","45","19","0","51","17"
"2570","0","22","162","0","122301","872","372","0","6","1080","0","0","8893","45","20","0","61","17"
"2570","0","22","170","0","122301","1074","372","0","6","1180","0","0","9912","45","21","0","67","17"
"2570","0","22","177","0","122301","1292","372","0","6","1280","0","0","11109","45","22","0","72","17"
"2570","0","22","193","0","122301","1476","372","0","6","1280","0","0","12432","45","23","0","78","17"
"2570","0","22","210","0","122301","1619","372","0","6","1280","0","0","13907","45","24","0","84","17"
"2570","0","22","218","0","122301","1728","372","0","6","1280","0","0","15617","45","25","0","90","17"
"3030","0","22","227","0","122301","1800","372","0","6","1280","0","0","17457","45","26","0","96","17"
"3030","0","22","235","0","122301","1845","372","0","6","1280","0","0","19492","45","27","0","102","17"
"3030","0","22","240","0","122301","1877","372","0","6","1280","0","0","21690","45","28","0","107","17"
"3490","0","22","244","0","122301","1910","372","0","6","1280","0","0","24012","45","29","0","111","17"
"3490","0","22","248","0","122301","1944","372","0","6","1280","0","0","26533","45","30","0","115","17"
"3950","0","22","252","0","122301","1978","372","0","6","1280","0","0","29112","45","31","0","119","17"
"3950","0","22","256","0","122301","2012","372","0","6","1280","0","0","31854","45","32","0","123","17"
"4450","0","22","260","0","122301","2045","372","0","6","1280","0","0","34687","45","33","0","127","17"
"4950","0","22","264","0","122301","2077","372","0","6","1280","0","0","37669","45","34","0","131","17"
"65","0","0","0","1","122401","0","10","0","0","75","16","0","0","0","2","0","1","0"
"185","0","0","0","2","122401","0","30","0","0","125","68","0","0","0","3","0","3","0"
"420","0","0","3","4","122401","0","60","0","0","260","158","0","0","0","4","0","7","0"
"810","0","0","7","7","122401","0","100","0","0","420","293","0","0","0","5","0","12","0"
"1340","0","0","11","11","122401","0","130","0","3","630","486","0","0","0","6","0","17","0"
"1660","0","0","17","15","122401","0","155","0","6","1235","731","0","0","0","7","0","26","0"
"2290","0","9","24","15","122401","0","180","0","9","1795","1030","10","0","0","8","0","35","0"
"2540","0","23","27","16","122401","0","205","0","9","1795","1459","40","0","0","9","0","46","5"
"2740","0","37","35","16","122401","0","205","0","9","1795","1941","100","0","10","10","0","51","10"
"3100","0","37","44","16","122401","0","205","0","9","1795","2439","158","0","20","11","3","55","15"
"3470","0","37","46","18","122401","0","205","0","9","2045","2871","198","0","20","12","36","66","15"
"3720","0","37","54","18","122401","0","230","0","9","2045","3345","251","0","20","13","56","79","15"
"3880","0","37","68","20","122401","0","255","0","9","2045","3840","328","0","20","14","56","97","15"
"3880","0","37","82","20","122401","0","255","0","9","2045","4412","448","0","20","15","56","111","15"
"3880","0","37","94","20","122401","0","255","0","9","2045","5015","586","0","20","16","59","124","15"
"3930","0","37","103","20","122401","0","255","0","9","2045","5656","711","0","20","17","62","142","15"
"3980","0","37","119","20","122401","0","255","0","9","2045","6351","856","0","20","18","62","157","15"
"4075","0","37","135","20","122401","0","255","0","9","2045","7154","984","0","20","19","62","173","15"
"4270","0","37","147","20","122401","0","255","0","9","2045","8017","1065","0","20","20","62","203","15"
"4580","0","37","157","20","122401","0","255","0","9","2045","8971","1160","0","20","21","62","232","15"
"4790","0","37","176","20","122401","0","255","0","9","2045","10078","1262","0","20","22","62","259","15"
"4880","0","37","199","20","122401","0","255","0","9","2045","11352","1343","0","20","23","62","287","15"
"4970","0","37","221","20","122401","0","255","0","9","2045","12783","1416","0","20","24","62","308","15"
"5230","0","37","247","20","122401","0","255","0","9","2045","14334","1471","0","20","25","62","331","15"
"6835","0","37","280","20","122401","0","255","0","9","2045","15835","1495","0","20","26","62","359","15"
"8440","0","37","313","20","122401","0","255","0","9","2045","17449","1513","0","20","27","62","387","15"
"9225","0","37","326","20","122401","0","255","0","9","2045","19454","1538","0","20","28","62","400","15"
"10070","0","37","331","20","122401","0","255","0","9","2045","21692","1571","0","20","29","62","405","15"
"10390","0","37","346","20","122401","0","255","0","9","2045","24030","1614","0","20","30","62","420","15"
"10710","0","37","361","20","122401","0","255","0","9","2045","26477","1657","0","20","31","62","435","15"
"11030","0","37","376","20","122401","0","255","0","9","2045","29034","1699","0","20","32","62","450","15"
"11400","0","37","392","20","122401","0","255","0","9","2045","31721","1739","0","20","33","62","466","15"
"11770","0","37","404","20","122401","0","255","0","9","2045","34617","1769","0","20","34","62","478","15"
"110","0","0","0","0","122501","0","0","0","0","25","25","0","0","0","2","0","2","0"
"290","0","0","0","0","122501","0","5","0","0","75","89","0","0","0","3","0","4","0"
"755","0","0","1","0","122501","0","10","0","0","105","194","0","0","0","4","0","8","0"
"1295","0","0","3","3","122501","0","30","0","0","105","343","0","0","10","5","0","13","0"
"2160","0","0","5","3","122501","0","45","0","0","195","553","0","0","10","6","0","24","0"
"3130","0","0","7","3","122501","0","45","0","0","665","800","0","0","10","7","0","36","0"
"3950","0","8","9","3","122501","0","45","0","0","900","1156","0","0","10","8","0","44","0"
"4435","0","25","11","3","122501","0","70","0","0","900","1573","20","0","10","9","0","53","0"
"4645","0","34","17","3","122501","0","85","0","5","900","2029","50","0","20","10","0","59","0"
"5265","0","38","22","3","122501","0","85","0","7","900","2512","102","0","30","11","3","63","0"
"6015","0","41","26","3","122501","0","85","0","9","900","2997","134","0","30","12","19","69","0"
"6545","0","41","32","3","122501","0","118","0","9","900","3527","167","0","30","13","35","75","0"
"7045","0","41","37","3","122501","0","151","0","9","900","4124","208","0","30","14","38","82","0"
"7405","0","41","43","3","122501","0","171","0","9","900","4775","274","0","30","15","38","88","0"
"7705","0","41","45","3","122501","0","171","0","9","900","5477","368","0","30","16","41","96","0"
"7955","0","41","49","3","122501","0","171","0","9","900","6226","466","0","30","17","44","102","0"
"8300","0","41","54","3","122501","0","171","0","9","900","7044","604","0","30","18","44","105","0"
"8685","0","41","61","3","122501","0","171","0","9","900","7930","739","0","30","19","44","114","0"
"9165","0","41","66","3","122501","0","171","0","9","900","8912","879","0","30","20","44","127","0"
"9525","0","41","71","3","122501","0","171","0","9","900","10038","1030","0","30","21","44","133","0"
"9795","0","41","79","3","122501","0","171","0","9","900","11322","1174","0","30","22","44","144","0"
"10180","0","41","88","3","122501","0","171","0","9","900","12740","1285","0","30","23","44","155","0"
"10625","0","41","101","3","122501","0","171","0","9","900","14258","1384","0","30","24","44","165","0"
"11255","0","41","114","3","122501","0","171","0","9","900","15909","1461","0","30","25","44","178","0"
"11975","0","41","123","3","122501","0","171","0","9","900","17765","1518","0","30","26","44","184","0"
"12735","0","41","136","3","122501","0","171","0","9","900","19683","1554","0","30","27","44","197","0"
"13860","0","41","136","3","122501","0","171","0","9","900","21823","1581","0","30","28","44","197","0"
"14780","0","41","141","3","122501","0","171","0","9","900","24101","1609","0","30","29","44","202","0"
"15380","0","41","146","3","122501","0","171","0","9","900","26564","1638","0","30","30","44","207","0"
"16505","0","41","146","3","122501","0","171","0","9","900","29128","1667","0","30","31","44","207","0"
"17205","0","41","152","3","122501","0","171","0","9","900","31791","1696","0","30","32","44","213","0"
"18375","0","41","158","3","122501","0","171","0","9","900","34548","1724","0","30","33","44","219","0"
"19275","0","41","164","3","122501","0","171","0","9","900","37485","1751","0","30","34","44","225","0"
"55","0","0","2","0","122601","0","0","0","0","75","0","0","23","0","2","0","1","0"
"150","0","0","8","0","122601","0","0","0","0","125","0","0","81","0","3","0","1","0"
"325","0","0","17","0","122601","0","5","0","0","175","0","0","172","10","4","0","4","0"
"505","0","0","33","0","122601","0","15","0","0","175","0","0","349","10","5","0","4","0"
"1035","0","0","52","0","122601","0","15","0","0","175","0","0","522","25","6","0","12","0"
"1395","0","0","66","0","122601","0","85","0","0","175","0","0","790","30","7","0","14","0"
"1675","0","4","88","0","122601","0","85","0","0","175","0","0","1089","75","8","0","19","0"
"2130","0","9","109","0","122601","6","100","0","0","175","0","0","1389","110","9","0","25","5"
"2490","0","14","126","0","122601","30","135","0","0","395","0","0","1758","115","10","0","28","10"
"2910","0","14","145","0","122601","53","151","0","0","735","0","0","2159","129","11","0","35","10"
"3430","0","17","171","0","122601","63","177","0","0","955","0","0","2471","138","12","0","56","12"
"3810","0","20","209","0","122601","63","199","0","0","1175","0","0","2705","140","13","0","94","14"
"3990","0","20","251","0","122601","71","199","0","0","1295","0","0","2982","146","14","0","133","16"
"4130","0","20","293","0","122601","81","199","0","0","1395","0","0","3310","151","15","0","168","18"
"4330","0","20","336","0","122601","81","199","0","0","1495","0","0","3658","157","16","0","208","18"
"4510","0","20","384","3","122601","81","214","0","0","1495","0","0","4008","158","17","0","250","18"
"4915","0","20","441","6","122601","81","229","0","0","1495","0","0","4353","158","18","0","295","18"
"5560","0","20","506","6","122601","81","229","0","0","1590","0","0","4719","158","19","0","349","18"
"6145","0","20","568","6","122601","93","229","0","0","1685","0","0","5176","158","20","0","406","18"
"6765","0","20","646","6","122601","93","229","0","0","1685","0","0","5618","158","21","0","472","18"
"8080","0","20","725","6","122601","93","229","0","0","1685","0","0","6142","158","22","0","541","18"
"9855","0","20","810","6","122601","93","229","0","0","1685","0","0","6707","158","23","0","619","18"
"11380","0","20","901","6","122601","93","229","0","0","1685","0","0","7347","158","24","0","704","18"
"12675","0","20","986","6","122601","93","229","0","0","1685","0","0","8227","158","25","0","784","18"
"13965","0","20","1060","6","122601","98","229","0","0","1685","0","0","9358","158","26","0","853","18"
"15535","0","20","1132","6","122601","103","229","0","0","1685","0","0","10583","158","27","0","921","18"
"17300","0","20","1205","6","122601","108","229","0","0","1685","0","0","11895","158","28","0","992","18"
"19295","0","20","1281","6","122601","118","229","0","0","1685","0","0","13300","158","29","0","1068","18"
"21525","0","20","1362","6","122601","128","229","0","0","1685","0","0","14775","158","30","0","1149","18"
"23915","0","20","1445","6","122601","138","229","0","0","1685","0","0","16322","158","31","0","1232","18"
"26460","0","20","1530","6","122601","148","229","0","0","1685","0","0","17940","158","32","0","1317","18"
"29250","0","20","1617","6","122601","158","229","0","0","1685","0","0","19655","158","33","0","1404","18"
"32450","0","20","1706","6","122601","168","229","0","0","1685","0","0","21467","158","34","0","1493","18"
"55","0","0","3","0","122701","0","0","0","0","50","0","0","26","0","2","0","0","0"
"150","0","0","7","0","122701","0","0","0","0","100","0","0","94","0","3","0","0","0"
"270","0","0","14","0","122701","0","0","0","0","100","0","0","214","10","4","0","2","0"
"360","0","0","27","0","122701","0","25","0","0","100","0","0","405","10","5","0","2","0"
"710","0","0","40","0","122701","0","75","0","0","100","0","0","634","10","6","0","4","0"
"1305","0","0","54","0","122701","0","110","0","0","100","0","0","894","15","7","0","8","0"
"1470","0","4","64","0","122701","0","145","0","1","100","0","0","1255","45","8","0","10","0"
"1610","0","9","71","0","122701","16","180","0","2","100","0","0","1679","60","9","0","10","0"
"1880","0","14","83","0","122701","40","195","0","4","520","0","0","2114","60","10","0","11","0"
"2040","0","14","88","0","122701","85","211","0","5","740","0","0","2626","60","11","0","11","5"
"2140","0","14","93","0","122701","138","247","0","6","840","0","0","3150","60","12","0","14","11"
"2280","0","16","100","0","122701","200","267","0","6","840","0","0","3683","60","13","0","19","17"
"2420","0","18","107","0","122701","276","297","0","6","960","0","0","4263","60","14","0","23","17"
"2450","0","22","116","0","122701","346","307","0","6","1080","0","0","4868","60","15","0","31","17"
"2480","0","22","124","0","122701","421","337","0","6","1080","0","0","5541","60","16","0","36","17"
"2480","0","22","133","0","122701","493","367","0","6","1080","0","0","6269","60","17","0","40","17"
"2480","0","22","142","0","122701","582","397","0","6","1080","0","0","7053","60","18","0","46","17"
"2480","0","22","149","0","122701","715","397","0","6","1080","0","0","7941","60","19","0","51","17"
"2480","0","22","163","0","122701","872","397","0","6","1080","0","0","8862","60","20","0","61","17"
"2480","0","22","171","0","122701","1074","397","0","6","1180","0","0","9881","60","21","0","67","17"
"2480","0","22","178","0","122701","1292","397","0","6","1280","0","0","11078","60","22","0","72","17"
"2480","0","22","194","0","122701","1476","397","0","6","1280","0","0","12401","60","23","0","78","17"
"2480","0","22","211","0","122701","1619","397","0","6","1280","0","0","13876","60","24","0","84","17"
"2480","0","22","219","0","122701","1728","397","0","6","1280","0","0","15586","60","25","0","90","17"
"2940","0","22","228","0","122701","1800","397","0","6","1280","0","0","17426","60","26","0","96","17"
"2940","0","22","236","0","122701","1845","397","0","6","1280","0","0","19461","60","27","0","102","17"
"2940","0","22","241","0","122701","1877","397","0","6","1280","0","0","21659","60","28","0","107","17"
"3400","0","22","245","0","122701","1910","397","0","6","1280","0","0","23981","60","29","0","111","17"
"3400","0","22","249","0","122701","1944","397","0","6","1280","0","0","26502","60","30","0","115","17"
"3860","0","22","253","0","122701","1978","397","0","6","1280","0","0","29081","60","31","0","119","17"
"3860","0","22","257","0","122701","2012","397","0","6","1280","0","0","31823","60","32","0","123","17"
"4360","0","22","261","0","122701","2045","397","0","6","1280","0","0","34656","60","33","0","127","17"
"4860","0","22","265","0","122701","2077","397","0","6","1280","0","0","37638","60","34","0","131","17"
"65","0","0","0","1","122801","0","10","0","0","100","10","0","0","0","2","0","2","0"
"185","0","0","0","2","122801","0","25","0","0","200","58","0","0","0","3","0","5","0"
"475","0","0","4","4","122801","0","50","0","0","360","135","0","0","0","4","0","10","0"
"985","0","0","10","7","122801","0","80","0","0","520","243","0","0","0","5","0","17","0"
"1515","0","0","14","11","122801","0","95","0","3","820","429","0","0","0","6","0","25","0"
"1835","0","0","20","15","122801","0","120","0","6","1425","674","0","0","0","7","0","34","0"
"2735","0","9","32","15","122801","0","145","0","6","1985","912","10","0","0","8","0","48","0"
"3675","0","23","48","16","122801","0","145","0","6","2310","1158","30","10","0","9","0","65","5"
"4525","0","28","68","21","122801","0","145","0","6","2310","1393","60","20","15","10","0","85","10"
"5425","0","28","85","21","122801","0","145","0","6","2560","1688","86","20","25","11","3","110","10"
"5925","0","28","93","23","122801","0","145","0","6","2910","2056","116","20","25","12","26","131","10"
"6225","0","28","111","23","122801","0","170","0","6","3110","2424","159","20","25","13","36","159","10"
"6425","0","28","130","23","122801","0","170","0","6","3110","2844","223","20","27","14","36","193","10"
"6425","0","28","153","25","122801","0","170","0","6","3110","3313","297","20","27","15","39","216","12"
"6425","0","28","176","27","122801","0","170","0","6","3210","3814","386","20","27","16","47","236","12"
"6525","0","28","195","27","122801","0","170","0","6","3360","4336","473","20","27","17","52","267","12"
"6575","0","28","212","29","122801","0","170","0","6","3510","4988","610","20","27","18","52","286","12"
"6670","0","28","241","31","122801","0","170","0","6","3510","5657","692","20","27","19","52","318","12"
"6770","0","28","268","31","122801","0","170","0","6","3605","6396","733","20","27","20","52","363","12"
"7015","0","28","308","31","122801","0","170","0","6","3605","7124","777","20","27","21","52","414","12"
"7245","0","28","358","31","122801","0","170","0","6","3605","7992","825","20","27","22","52","463","12"
"7650","0","28","403","31","122801","0","170","0","6","3605","9032","854","20","27","23","52","514","12"
"7970","0","28","449","31","122801","0","170","0","6","3605","10214","872","20","27","24","52","561","12"
"8290","0","28","498","31","122801","0","170","0","6","3605","11544","904","20","27","25","52","606","12"
"8585","0","28","551","31","122801","0","170","0","6","3605","13002","939","20","27","26","52","651","12"
"9040","0","28","599","31","122801","0","170","0","6","3605","14599","966","20","27","27","52","692","12"
"9585","0","28","644","31","122801","0","170","0","6","3605","16315","1000","20","27","28","52","735","12"
"10980","0","28","721","31","122801","0","170","0","6","3605","17771","1032","20","27","29","52","812","12"
"12610","0","28","802","31","122801","0","170","0","6","3605","19307","1064","20","27","30","52","893","12"
"14400","0","28","885","31","122801","0","170","0","6","3605","20914","1096","20","27","31","52","976","12"
"16345","0","28","970","31","122801","0","170","0","6","3605","22593","1127","20","27","32","52","1061","12"
"18535","0","28","1057","31","122801","0","170","0","6","3605","24371","1156","20","27","33","52","1148","12"
"21135","0","28","1146","31","122801","0","170","0","6","3605","26247","1184","20","27","34","52","1237","12"
"110","0","0","0","0","122901","0","0","0","0","25","25","0","0","0","2","0","2","0"
"295","0","0","0","0","122901","0","5","0","0","75","84","0","0","0","3","0","5","0"
"790","0","0","1","0","122901","0","10","0","0","105","182","0","0","0","4","0","10","0"
"1330","0","0","3","3","122901","0","30","0","0","105","331","0","0","10","5","0","15","0"
"2195","0","0","5","3","122901","0","45","0","0","195","541","0","0","10","6","0","26","0"
"3165","0","0","7","3","122901","0","45","0","0","665","788","0","0","10","7","0","38","0"
"4055","0","0","9","3","122901","0","60","0","0","900","1120","0","0","10","8","0","46","0"
"4610","0","9","11","3","122901","0","100","0","0","900","1513","20","0","10","9","0","55","0"
"4820","0","18","17","3","122901","0","115","0","5","900","1969","50","0","20","10","0","61","0"
"5440","0","22","22","3","122901","0","115","0","7","900","2452","102","0","30","11","3","65","0"
"5890","0","22","25","7","122901","0","115","0","9","900","2939","130","0","30","12","29","70","0"
"6340","0","22","35","7","122901","0","148","0","9","1000","3427","163","0","30","13","45","81","0"
"6760","0","22","39","7","122901","0","181","0","9","1000","4040","204","0","30","14","51","86","0"
"7120","0","22","42","9","122901","0","189","0","9","1000","4713","270","0","30","15","51","90","0"
"7420","0","22","44","9","122901","0","189","0","9","1000","5413","355","0","30","16","59","96","0"
"7670","0","22","48","9","122901","0","189","0","9","1000","6162","453","0","30","17","62","102","0"
"8015","0","22","53","9","122901","0","189","0","9","1000","6980","591","0","30","18","62","105","0"
"8325","0","22","60","9","122901","0","189","0","9","1000","7885","706","0","30","19","62","114","0"
"8805","0","22","65","9","122901","0","189","0","9","1000","8867","846","0","30","20","62","127","0"
"9165","0","22","70","9","122901","0","189","0","9","1000","9993","997","0","30","21","62","133","0"
"9435","0","22","76","9","122901","0","189","0","9","1000","11321","1123","0","30","22","62","139","0"
"9820","0","22","85","9","122901","0","189","0","9","1000","12739","1234","0","30","23","62","150","0"
"10265","0","22","98","9","122901","0","189","0","9","1000","14257","1333","0","30","24","62","160","0"
"10635","0","22","107","9","122901","0","189","0","9","1000","15992","1410","0","30","25","62","166","0"
"12380","0","22","127","9","122901","0","189","0","9","1000","17632","1467","0","30","26","62","181","0"
"14690","0","22","143","9","122901","0","189","0","9","1000","19365","1503","0","30","27","62","193","0"
"17165","0","22","158","9","122901","0","189","0","9","1000","21203","1530","0","30","28","62","208","0"
"18085","0","22","163","9","122901","0","189","0","9","1000","23481","1558","0","30","29","62","213","0"
"18685","0","22","168","9","122901","0","189","0","9","1000","25944","1587","0","30","30","62","218","0"
"19285","0","22","178","9","122901","0","189","0","9","1000","28462","1625","0","30","31","62","228","0"
"19985","0","22","184","9","122901","0","189","0","9","1000","31125","1654","0","30","32","62","234","0"
"21155","0","22","190","9","122901","0","189","0","9","1000","33882","1682","0","30","33","62","240","0"
"22055","0","22","196","9","122901","0","189","0","9","1000","36819","1709","0","30","34","62","246","0"
"55","0","0","2","0","123001","0","0","0","0","75","0","0","23","0","2","0","1","0"
"150","0","0","8","0","123001","0","0","0","0","125","0","0","81","0","3","0","1","0"
"325","0","0","17","0","123001","0","5","0","0","175","0","0","172","10","4","0","4","0"
"505","0","0","33","0","123001","0","15","0","0","175","0","0","349","10","5","0","4","0"
"1035","0","0","52","0","123001","0","15","0","0","175","0","0","522","25","6","0","12","0"
"1395","0","0","66","0","123001","0","85","0","0","175","0","0","790","30","7","0","14","0"
"1675","0","4","88","0","123001","0","85","0","0","175","0","0","1089","75","8","0","19","0"
"2130","0","9","109","0","123001","6","100","0","0","175","0","0","1389","110","9","0","25","5"
"2490","0","14","126","0","123001","30","135","0","0","395","0","0","1758","115","10","0","28","10"
"2910","0","14","145","0","123001","53","151","0","0","735","0","0","2159","129","11","0","35","10"
"3430","0","17","171","0","123001","63","177","0","0","955","0","0","2471","138","12","0","56","12"
"3810","0","20","209","0","123001","63","199","0","0","1175","0","0","2705","140","13","0","94","14"
"3990","0","20","251","0","123001","71","199","0","0","1295","0","0","2982","146","14","0","133","16"
"4130","0","20","293","0","123001","81","199","0","0","1395","0","0","3310","151","15","0","168","18"
"4330","0","20","336","0","123001","81","199","0","0","1495","0","0","3658","157","16","0","208","18"
"4510","0","20","384","3","123001","81","214","0","0","1495","0","0","4008","158","17","0","250","18"
"4915","0","20","441","6","123001","81","229","0","0","1495","0","0","4353","158","18","0","295","18"
