2fea79f1d06adc701cc47ca63d9f53fa628fd4e44daa68a1cfeff1d370a9d85a,e8809f31c4d62c86fb54240630eaa7b8b7c7d9e301215b1925fa419241f41faf,a14021c3eeef2b2afd5ab7301c4a96b4fc4956f92ea4c2374bb43c45c4df1194,ca30eec5dc4331dc05587584ce0d08e66d0cbeaebef4906c200ffdb65ce6ae05,70e580ccd09fc2f82dad577f490b9407d7ecc1a0ea7dce147d4004521fbc1040,36618597d8ee5e14263f589da09d399d81e8d5687da71a2ddedf8abefbcf503b,037704800796d908c13bf794a5dc1e8d405f0c9f4d442b9c4c02ea0cc7408721,7f7c834370dd93fea12ef9cb9b99853a6fd929cb6987180b4b5c3719d099743e,1b5fdf663d66921619648d8434d681c470b4facb160b6491c608c9700ec01bb6,7db93414e2eee8608fc303b2a1f83f28c168f42e134dbc9bf156076dd4f91a4e,2322237dd92cba53acf9ac57526976677f69c56926623d8e831a976f432ec88f
"","0","3","0.2","","1007408","1","mhp_talk_sad2","102511","1007408159",""
"","","21","","0","1007408","0","vo_mhp_2116","vo_mhp_1007408","1007408160",""
"0.5","0","11","","1","1007408","7","那個……醫生？","102511","1007408161","0"
"","","91","","","1007408","","","0","1007408162",""
"","0","3","0.2","","1007408","1","mhp_idle_sad2","102511","1007408163",""
"","0","3","0.2","","1007408","1","mhp_talk_bitter","117531","1007408164",""
"","0","3","0.2","","1007408","1","mhp_sit_idle","117631","1007408165",""
"","","21","","0","1007408","0","vo_mhp_2117","vo_mhp_1007408","1007408166",""
"0.5","0","11","0","1","1007408","5","……今天的診療就先告一段落吧。\n請妳改天再過來。","117531","1007408167","0"
"","","91","","","1007408","","","0","1007408168",""
"","","22","","","1007408","","0","0","1007408169",""
"","0","3","0.2","","1007408","1","mhp_idle_normal","117531","1007408170",""
"","","93","","","1007408","","","0.5","1007408171",""
"","","12","0","","1007408","2","17","102511","1007408172","0"
"","","93","","","1007408","","","0.5","1007408173",""
"","","101","","","1007408","","","1007408215","1007408174",""
"","","3","0.2","","1007408","1","mhp_sit_idle","117531","1007408175",""
"","0","3","0.2","","1007408","0","mhp_sit_out","102511","1007408176",""
"","","91","","","1007408","","","0","1007408177",""
"","","3","0.2","","1007408","0","mhp_suzume_stretch_in","102511","1007408178",""
"","","21","","0","1007408","0","vo_mhp_2114","vo_mhp_1007408","1007408179",""
"0.5","0","11","-30","1","1007408","5","一、二、三、四……啊啊啊！\n身、身體纏在一起了……咿啊！","102511","1007408180","10"
"","","93","","","1007408","","1","2.1","1007408181",""
"","","3","0.2","","1007408","1","mhp_suzume_stretch_loop","102511","1007408182",""
"","","93","","","1007408","","","0.4","1007408183",""
"","","23","","","1007408","","se_10031400_panic","se_10031400","1007408184",""
"","","93","","","1007408","","","0.6","1007408185",""
"","","3","0.2","","1007408","0","mhp_suzume_stretch_out","102511","1007408186",""
"","","91","","","1007408","","","1007408180","1007408187",""
"","","93","","","1007408","","","0.4","1007408188",""
"","","22","","","1007408","","0","0","1007408189",""
"","","93","","","1007408","","","0.6","1007408190",""
"","0","3","0.2","","1007408","1","mhp_sit_talk_worry","117531","1007408191",""
"","","21","","0","1007408","0","vo_mhp_2115","vo_mhp_1007408","1007408192",""
"0.5","0","11","30","1","1007408","6","要、要怎麼做才能變成那樣啊？","117531","1007408193","0"
"","","91","","","1007408","","","0","1007408194",""
"","","3","0.2","","1007408","0","mhp_suzume_fall_out","102511","1007408195",""
"","","91","","","1007408","","","0","1007408196",""
"","","3","0.2","","1007408","0","mhp_suzume_sit_in_sad","102511","1007408197",""
"","","91","","","1007408","","","0","1007408198",""
"","0","3","0.2","","1007408","1","mhp_sit_idle_sad","117531","1007408199",""
"","0","3","0.2","","1007408","1","mhp_sit_talk_sad2","102511","1007408200",""
"","","21","","0","1007408","0","vo_mhp_2116","vo_mhp_1007408","1007408201",""
"0.5","0","11","","1","1007408","7","那個……醫生？","102511","1007408202","0"
"","","91","","","1007408","","","0","1007408203",""
"","0","3","0.2","","1007408","1","mhp_sit_idle_sad2","102511","1007408204",""
"","0","3","0.2","","1007408","1","mhp_sit_talk_bitter","117531","1007408205",""
"","","21","","0","1007408","0","vo_mhp_2117","vo_mhp_1007408","1007408206",""
"0.5","0","11","0","1","1007408","5","……今天的診療就先告一段落吧。\n請妳改天再過來。","117531","1007408207","0"
"","","91","","","1007408","","","0","1007408208",""
"","","22","","","1007408","","0","0","1007408209",""
"","0","3","0.2","","1007408","1","mhp_sit_idle","117531","1007408210",""
"","0","3","0.2","","1007408","0","mhp_suzume_sit_out_sad2","102511","1007408211",""
"","","93","","","1007408","","","0.5","1007408212",""
"","","12","0","","1007408","2","17","102511","1007408213","0"
"","","93","","","1007408","","","0.5","1007408214",""
"","","91","","","1007408","","","0","1007408215",""
"","0","3","0.2","","1007408","1","mhp_suzume_walk_sad","102511","1007408216",""
"","","4","","","1007408","","1","102511","1007408217",""
"","0","2","","5","1007408","-220","-1000","102511","1007408218",""
"","","93","","","1007408","","0","4","1007408219",""
"","","91","","","1007408","","","0","1007408220",""
"mhp_idle_normal","-200","1","1.7","-1000","1007409","100","102511","1","1007409001","0"
"mhp_mitsuki_sit_idle_sad","-220","1","1.7","185","1007409","100","117531","1","1007409002","1"
"mhp_sit_idle","-200","1","1.7","365","1007409","100","117631","1","1007409003","1"
"","0.85","31","1","-154","1007409","-240","1","1","1007409004",""
"","1","31","0","0","1007409","0","110","10","1007409005",""
"","1","31","0","0","1007409","0","114","14","1007409006",""
"","1","31","0","0","1007409","0","122","22","1007409007",""
"","1","31","0","0","1007409","0","130","30","1007409008",""
"NoItem","-220","5","1.7","-200","1007409","110","11","1","1007409009","0"
"NoItem","-220","5","1.7","-200","1007409","105","12","1","1007409010","0"
"NoItem","-220","5","1.7","185","1007409","110","21","1","1007409011","1"
"NoItem","-220","5","1.7","185","1007409","105","22","1","1007409012","1"
"","0","6","0","1","1007409","1","1","11","1007409013","0"
"","0","6","0","1","1007409","1","1","12","1007409014","0"
"","0","6","0","1","1007409","1","1","21","1007409015","0"
"","0","6","0","1","1007409","1","1","22","1007409016","0"
"","","91","","","1007409","","","0","1007409017",""
"","","3","0.2","","1007409","1","mhp_mitsuki_sit_talk_sad","117531","1007409018",""
"","","21","","0","1007409","0","vo_mhp_2201","vo_mhp_1007409","1007409019",""
"0.5","0","11","0","0","1007409","5","鈴莓，請進～","117531","1007409020","0"
"","","91","","","1007409","","","0","1007409021",""
"","","3","0.2","","1007409","1","mhp_mitsuki_sit_idle_sad","117531","1007409022",""
"","","3","0.2","","1007409","1","mhp_walk_sad","102511","1007409023",""
"","0","2","","4","1007409","-220","-200","102511","1007409024",""
"","","91","","","1007409","","","0","1007409025",""
"","1","3","0.2","mhp_sit_talk_sad","1007409","0","mhp_sit_in_sad","102511","1007409026","0.2"
"","","93","","","1007409","","","1","1007409027",""
"","","21","","0","1007409","0","vo_mhp_2202","vo_mhp_1007409","1007409028",""
"0.5","0","11","0","1","1007409","5","妳、妳好……\n咿，深、深月醫生，\n妳給人的感覺怎麼……","102511","1007409029","0"
"","","91","","","1007409","","","0","1007409030",""
"","","3","0.2","","1007409","1","mhp_sit_idle_sad","102511","1007409031",""
"","","3","0.2","","1007409","1","mhp_sit_talk_sad","117531","1007409032",""
"","","21","","0","1007409","0","vo_mhp_2203","vo_mhp_1007409","1007409033",""
"0.5","0","11","0","1","1007409","5","這是理所當然的。\n我用盡了各種能想到的方法，\n卻沒能治好妳的冒失……","117531","1007409034","0"
"","","91","","","1007409","","","0","1007409035",""
"","","3","0.2","","1007409","1","mhp_sit_talk_wish","117531","1007409036",""
"","","21","","0","1007409","0","vo_mhp_2204","vo_mhp_1007409","1007409037",""
"0.5","0","11","0","1","1007409","5","所以我要使用最後的手段。","117531","1007409038","0"
"","","91","","","1007409","","","0","1007409039",""
"","","3","0.2","","1007409","1","mhp_sit_idle_wish","117531","1007409040",""
"","","3","0.2","","1007409","1","mhp_sit_talk_sad","102511","1007409041",""
"","","21","","0","1007409","0","vo_mhp_2205","vo_mhp_1007409","1007409042",""
"0.5","0","11","0","1","1007409","8","最、最後的手段……？","102511","1007409043","0"
"","","91","","","1007409","","","0","1007409044",""
"","","3","0.2","","1007409","1","mhp_sit_idle_sad","102511","1007409045",""
"","","3","0.2","","1007409","0","mhp_sit_talk_guts","117531","1007409046",""
"","","21","","0","1007409","0","vo_mhp_2206","vo_mhp_1007409","1007409047",""
"0.5","0","11","0","1","1007409","5","沒錯，這場戰鬥賭上了\n醫生和患者……\n不對，是我和鈴莓的尊嚴。","117531","1007409048","0"
"","","93","","","1007409","","0","1","1007409049",""
"","","3","0.2","","1007409","1","mhp_sit_idle_guts","117531","1007409050",""
"","","93","","","1007409","","1","4.5","1007409051",""
"","","91","","","1007409","","","1007409048","1007409052",""
"","","3","0.2","","1007409","1","mhp_sit_talk_sad","117631","1007409053",""
"","","21","","0","1007409","0","vo_mhp_2207","vo_mhp_1007409","1007409054",""
"0.5","0","11","0","1","1007409","6","這件事需要搞得這麼嚴肅嗎？","117631","1007409055","0"
"","","91","","","1007409","","","0","1007409056",""
"","","3","0.2","","1007409","1","mhp_sit_idle","117631","1007409057",""
"","","3","0.2","","1007409","1","mhp_sit_talk_joy1","117531","1007409058",""
"","","21","","0","1007409","0","vo_mhp_2208","vo_mhp_1007409","1007409059",""
"0.5","0","11","0","1","1007409","6","好，我現在就要解放這隻眼睛了！\n妳做好覺悟吧！","117531","1007409060","0"
"","","91","","","1007409","","","0","1007409061",""
"","1","3","0.2","mhp_mitsuki_sit_kaihou_loop","1007409","0","mhp_mitsuki_sit_kaihou_in","117531","1007409062","0.2"
"","","93","","","1007409","","0","1.5","1007409063",""
"","1","32","1","","1007409","","1","122","1007409064",""
"","","23","","","1007409","","se_10031400_flash","se_10031400","1007409065",""
"","","93","","","1007409","","0","0.5","1007409066",""
"","","3","0.2","","1007409","1","mhp_sit_talk_thinking","117531","1007409067",""
"","","3","0.2","","1007409","1","mhp_sit_talk_surprise2","102511","1007409068",""
"","","93","","","1007409","","0","1.5","1007409069",""
"","","21","","0","1007409","0","vo_mhp_2209","vo_mhp_1007409","1007409070",""
"0.5","0","11","0","1","1007409","3","呀啊！\n怎、怎麼樣呢……","102511","1007409071","0"
"","","91","","","1007409","","","0","1007409072",""
"","","3","0.2","","1007409","1","mhp_sit_idle_sad","102511","1007409073",""
"","","3","0.2","","1007409","1","mhp_sit_talk_thinking","117531","1007409074",""
"","","21","","0","1007409","0","vo_mhp_2210","vo_mhp_1007409","1007409075",""
"0.5","0","11","0","1","1007409","4","哼、哼哼……我用這隻眼睛看透了\n妳的一切。但妳的身體非常健康，\n體能也沒有異常之處。\n我完全搞不懂妳冒失的原因啊……","117531","1007409076","0"
"","","91","","","1007409","","","0","1007409077",""
"","","3","0.2","","1007409","1","mhp_sit_talk_sad2","117531","1007409078",""
"","","21","","0","1007409","0","vo_mhp_2211","vo_mhp_1007409","1007409079",""
"0.5","0","11","0","1","1007409","5","再繼續深入，就是醫學\n無法涉入的禁忌領域了。\n雖然很不甘心，但我投降……","117531","1007409080","0"
"","","91","","","1007409","","","0","1007409081",""
"","","3","0.2","","1007409","1","mhp_sit_talk_worry","117531","1007409082",""
"","","21","","0","1007409","0","vo_mhp_2212","vo_mhp_1007409","1007409083",""
"0.5","0","11","0","1","1007409","6","我想這樣應該很難受，但請妳好好面對\n名為冒失的罪孽，堅強地活下去吧。","117531","1007409084","0"
"","","91","","","1007409","","","0","1007409085",""
"","1","3","0.2","mhp_suzume_tohoho_loop","1007409","0","mhp_suzume_tohoho_in","102511","1007409086","0.2"
"","","93","","","1007409","","0","1","1007409087",""
"","1","32","","","1007409","","1","110","1007409088",""
"","1","33","","0","1007409","-100","-205","110","1007409089",""
"","1","33","","0","1007409","-100","-205","114","1007409090",""
"","","93","","","1007409","","0","0.8","1007409091",""
"","","21","","0","1007409","0","vo_mhp_2213","vo_mhp_1007409","1007409092",""
"","","13","","","1007409","","10001","102511","1007409093",""
"0.5","0","11","0","1","1007409","4","咦～怎麼這樣～！","102511","1007409094","0"
"","","91","","","1007409","","","0","1007409095",""
"","","22","","","1007409","","0","0","1007409096",""
"","","93","","","1007409","","0","0.2","1007409097",""
"","1","32","","","1007409","","1","114","1007409098",""
"","","93","","","1007409","","0","1","1007409099",""
"","","32","","","1007409","","1","130","1007409100",""
"","","93","","","1007409","","0","4","1007409101",""
"","","32","","","1007409","","0","130","1007409102",""
"mhp_idle_normal","-240","1","1.7","-1000","1007410","100","104431","1","1007410001","0"
"mhp_sit_idle","-200","1","1.7","365","1007410","100","117631","1","1007410002","1"
"mhp_sit_idle","-220","1","1.7","185","1007410","100","117531","1","1007410003","1"
"","0.85","31","1","-154","1007410","-240","1","1","1007410004",""
"NoItem","-220","5","1.7","-200","1007410","110","11","1","1007410005","0"
"NoItem","-220","5","1.7","-200","1007410","105","12","1","1007410006","0"
"NoItem","-220","5","1.7","185","1007410","110","21","1","1007410007","1"
"NoItem","-220","5","1.7","185","1007410","105","22","1","1007410008","1"
"","0","6","0","1","1007410","1","1","11","1007410009","0"
"","0","6","0","1","1007410","1","1","12","1007410010","0"
"","0","6","0","1","1007410","1","1","21","1007410011","0"
"","0","6","0","1","1007410","1","1","22","1007410012","0"
"","","91","","","1007410","","","0","1007410013",""
"","","3","0.2","","1007410","1","mhp_sit_talk_normal","117531","1007410014",""
"","","21","","0","1007410","0","vo_mhp_5001","vo_mhp_1007410","1007410015",""
"0.5","0","11","0","0","1007410","7","下一位請進～","117531","1007410016","0"
"","","91","","","1007410","","","0","1007410017",""
"","","3","0.2","","1007410","1","mhp_sit_idle","117531","1007410018",""
"","","3","0.2","","1007410","1","mhp_walk","104431","1007410019",""
"","0","2","","4","1007410","-220","-200","104431","1007410020",""
"","","91","","","1007410","","","0","1007410021",""
"","","3","0.2","","1007410","0","mhp_sit_in","104431","1007410022",""
"","","91","","","1007410","","","0","1007410023",""
"","","3","0.2","","1007410","1","mhp_sit_idle","104431","1007410024",""
"","","93","","","1007410","","0","1","1007410025",""
"","","3","0.2","","1007410","1","mhp_sit_talk_normal","117531","1007410026",""
"","","21","","0","1007410","0","vo_mhp_5002","vo_mhp_1007410","1007410027",""
"0.5","0","11","0","1","1007410","5","哎呀，\n又來了一位不簡單的人物呢。","117531","1007410028","0"
"","","91","","","1007410","","","0","1007410029",""
"","","3","0.2","","1007410","1","mhp_sit_idle","117531","1007410030",""
"","1","3","0.2","mhp_ilya_doya_talk_loop","1007410","0","mhp_ilya_doya_in","104431","1007410031","0"
"","","21","","0","1007410","0","vo_mhp_5003","vo_mhp_1007410","1007410032",""
"1.5","0","11","0","1","1007410","3","哦，妳明白嗎？正是如此！\n妾身名為伊莉亞‧奧恩斯坦，\n乃是統御黑夜之人！","104431","1007410033","0"
"","","91","","","1007410","","","0","1007410034",""
"","","3","0.2","","1007410","1","mhp_ilya_doya_loop","104431","1007410035",""
"","","3","0.2","","1007410","1","mhp_sit_talk_wish","117531","1007410036",""
"","","21","","0","1007410","0","vo_mhp_5004","vo_mhp_1007410","1007410037",""
"0.5","0","11","0","1","1007410","4","哦～我是有聽過傳聞，\n據說傳說的吸血鬼復活了，\n難道那就是在說妳嗎？","117531","1007410038","0"
"","","91","","","1007410","","","0","1007410039",""
"","","3","0.2","","1007410","1","mhp_sit_idle_memory","117531","1007410040",""
"","","3","0.2","","1007410","1","mhp_sit_talk_normal","104431","1007410041",""
"","","21","","0","1007410","0","vo_mhp_5005","vo_mhp_1007410","1007410042",""
"0.5","0","11","0","1","1007410","4","不愧是名醫，幸好妳馬上就了解……\n呃，怎、怎麼了？\n妳怎麼好像很興奮……","104431","1007410043","0"
"","","93","","","1007410","","1","5","1007410044",""
"","","3","0.2","","1007410","1","mhp_sit_talk_sad","104431","1007410045",""
"","","91","","","1007410","","","1007410043","1007410046",""
"","","3","0.2","","1007410","1","mhp_sit_idle_sad","104431","1007410047",""
"","","3","0.2","","1007410","1","mhp_mitsuki_sit_ecstatic_talk","117531","1007410048",""
"","","21","","0","1007410","0","vo_mhp_5006","vo_mhp_1007410","1007410049",""
"0.5","0","11","0","1","1007410","5","這是當然。因為妳是傳說的吸血鬼吧？\n面對這麼有魅力的研究對象，\n不論是誰都會興奮起來的。所以說──","117531","1007410050","0"
"","","91","","","1007410","","","0","1007410051",""
"","","103","","","1007410","0","1007410055","能讓我解剖妳的身體嗎？","1007410052",""
"","","103","","","1007410","0","1007410066","要不要吸我的血看看？","1007410053",""
"","","103","","","1007410","0","1007410072","要不要使用我的眼睛呢？","1007410054",""
"","","3","0.2","","1007410","1","mhp_mitsuki_sit_ecstatic_idle","117531","1007410055",""
"","","3","0.2","","1007410","1","mhp_sit_talk_surprise2","104431","1007410056",""
"","","21","","0","1007410","0","vo_mhp_5007","vo_mhp_1007410","1007410057",""
"0.5","0","11","0","1","1007410","5","好可怕好可怕！妳突然說這什麼話！\n妾身怎麼可能答應！","104431","1007410058","0"
"","","91","","","1007410","","","0","1007410059",""
"","","3","0.2","","1007410","1","mhp_sit_idle_surprise2","104431","1007410060",""
"","","3","0.2","","1007410","1","mhp_mitsuki_sit_ecstatic_talk","117531","1007410061",""
"","","21","","0","1007410","0","vo_mhp_5008","vo_mhp_1007410","1007410062",""
"0.5","0","11","0","1","1007410","6","這就要請妳通融了。妳放心，\n我會在妳還沒注意到\n自己被切開時就結束的。","117531","1007410063","0"
"","","91","","","1007410","","","0","1007410064",""
"","","101","","","1007410","","","1007410081","1007410065",""
"","","3","0.2","","1007410","1","mhp_mitsuki_sit_ecstatic_idle","117531","1007410066",""
"","","3","0.2","","1007410","1","mhp_sit_talk_sad","104431","1007410067",""
"","","21","","0","1007410","0","vo_mhp_5009","vo_mhp_1007410","1007410068",""
"0.5","0","11","0","1","1007410","4","咦，不、不了……是為什麼呢？\n這是很令人感謝的提議，\n但總覺得好像會無可挽回，\n所以就不必了……","104431","1007410069","0"
"","","91","","","1007410","","","0","1007410070",""
"","","101","","","1007410","","","1007410081","1007410071",""
"","1","3","0.2","mhp_mitsuki_sit_kaihou_loop","1007410","0","mhp_mitsuki_sit_kaihou_in","117531","1007410072","0"
"","","3","0.2","","1007410","1","mhp_sit_talk_worry","104431","1007410073",""
"","","21","","0","1007410","0","vo_mhp_5010","vo_mhp_1007410","1007410074",""
"0.5","0","11","0","1","1007410","4","嗯？妳、妳打算做什麼？\n那個眼帶應該不是\n可以經常取下來的東西吧？","104431","1007410075","0"
"","","91","","","1007410","","","0","1007410076",""
"","","3","0.2","","1007410","1","mhp_sit_idle_sad","104431","1007410077",""
"","","3","0.2","","1007410","1","mhp_sit_talk_joy1","117531","1007410078",""
"","","21","","0","1007410","0","vo_mhp_5011","vo_mhp_1007410","1007410079",""
"0.5","0","11","0","1","1007410","4","是啊，但我覺得如果是妳，\n應該可以特別讓妳瞧瞧吧♪","117531","1007410080","0"
"","","91","","","1007410","","","0","1007410081",""
"","","22","","","1007410","","0.5","0","1007410082",""
"","","3","0.2","","1007410","1","mhp_mitsuki_sit_ecstatic_idle","117531","1007410083",""
"","1","3","0.2","mhp_talk_anger2","1007410","0","mhp_sit_out_sad","104431","1007410084","0.2"
"","","93","","","1007410","","1","1","1007410085",""
"","","21","","0","1007410","0","vo_mhp_5012","vo_mhp_1007410","1007410086",""
"0.5","0","11","0","1","1007410","5","這麼危險的地方，誰待得下去啊！\n撤退，撤退！","104431","1007410087","0"
"","","93","","","1007410","","1","0.5","1007410088",""
"","","91","","","1007410","","","1007410087","1007410089",""
"","","4","","","1007410","","1","104431","1007410090",""
"","","12","0","","1007410","2","1","104431","1007410091","0"
"","","3","0.2","","1007410","1","mhp_run_sad","104431","1007410092",""
"","0","2","","2","1007410","-220","-1000","104431","1007410093",""
"","","93","","","1007410","","0","0.2","1007410094",""
"","1","3","0.2","mhp_sit_talk_normal","1007410","0","mhp_sit_wavehand","117531","1007410095","0.2"
"","","21","","0","1007410","0","vo_mhp_5013","vo_mhp_1007410","1007410096",""
"0.5","0","11","0","1","1007410","6","這樣啊，真可惜。要再過來喔♪","117531","1007410097","0"
"","","91","","","1007410","","","0","1007410098",""
"","","22","","","1007410","","0.5","0","1007410099",""
"","","3","0.2","","1007410","1","mhp_sit_idle","117531","1007410100",""
"","","93","","","1007410","","0","1.8","1007410101",""
"","","91","","","1007410","","","0","1007410102",""
"mhp_idle_normal","-240","1","1.7","-1000","1007411","100","104431","1","1007411001","0"
"mhp_sit_idle","-200","1","1.7","365","1007411","100","117631","1","1007411002","1"
"mhp_sit_idle","-220","1","1.7","185","1007411","120","117531","1","1007411003","1"
"","0.85","31","1","-154","1007411","-240","1","1","1007411004",""
"NoItem","-200","5","1.7","365","1007411","110","11","1","1007411005","1"
"","1","6","0","1","1007411","1","1","11","1007411006","0"
"","","91","","","1007411","","","0","1007411007",""
"","","3","0.2","","1007411","1","mhp_sit_talk_normal","117531","1007411008",""
"","","21","","0","1007411","0","vo_mhp_5101","vo_mhp_1007411","1007411009",""
"0.5","0","11","0","0","1007411","6","伊莉亞，請進～","117531","1007411010","0"
"","","91","","","1007411","","","0","1007411011",""
"","","3","0.2","","1007411","1","mhp_sit_idle","117531","1007411012",""
"","","3","0.2","","1007411","1","mhp_walk","104431","1007411013",""
"","0","2","","4","1007411","-220","-200","104431","1007411014",""
"","","91","","","1007411","","","0","1007411015",""
"","","3","0.2","","1007411","0","mhp_sit_in_sad","104431","1007411016",""
"","","91","","","1007411","","","0","1007411017",""
"","","3","0.2","","1007411","1","mhp_sit_idle_sad","104431","1007411018",""
"","","93","","","1007411","","0","1","1007411019",""
"","","3","0.2","","1007411","1","mhp_sit_talk_worry","104431","1007411020",""
"","","21","","0","1007411","0","vo_mhp_5102","vo_mhp_1007411","1007411021",""
"0.5","0","11","0","1","1007411","5","……雖然妾身不是很樂意求助於妳，\n但為了達到目的，這也是無可奈何。\n拜託妳，能不能幫助妾身，\n維持這個模樣？","104431","1007411022","0"
"","","91","","","1007411","","","0","1007411023",""
"","","3","0.2","","1007411","1","mhp_sit_idle_sad","104431","1007411024",""
"","","3","0.2","","1007411","1","mhp_sit_talk_normal","117631","1007411025",""
"","","21","","0","1007411","0","vo_mhp_5103","vo_mhp_1007411","1007411026",""
"0.5","0","11","0","1","1007411","6","妳的說法就像\n自己還有別的模樣呢？","117631","1007411027","0"
"","","91","","","1007411","","","0","1007411028",""
"","","3","0.2","","1007411","1","mhp_sit_idle","117631","1007411029",""
"","","3","0.2","","1007411","1","mhp_sit_talk_sad","104431","1007411030",""
"","","21","","0","1007411","0","vo_mhp_5104","vo_mhp_1007411","1007411031",""
"1","0","11","0","1","1007411","5","其實妾身會因為魔力不足，\n而變成小孩子的模樣。\n現在是非常勉強維持住，但在某個條件下，\n妾身就能好好維持原本的模樣……","104431","1007411032","0"
"","","91","","","1007411","","","0","1007411033",""
"","","3","0.2","","1007411","1","mhp_sit_idle_sad","104431","1007411034",""
"","","3","0.2","","1007411","1","mhp_sit_talk_normal","117531","1007411035",""
"","","21","","0","1007411","0","vo_mhp_5105","vo_mhp_1007411","1007411036",""
"0.5","0","11","0","1","1007411","4","原來是這樣啊，\n我順便問一下，\n那個條件是什麼內容？","117531","1007411037","0"
"","","91","","","1007411","","","0","1007411038",""
"","","3","0.2","","1007411","1","mhp_sit_idle","117531","1007411039",""
"","","3","0.2","","1007411","1","mhp_sit_talk_wish","104431","1007411040",""
"","","21","","0","1007411","0","vo_mhp_5106","vo_mhp_1007411","1007411041",""
"0.5","0","11","0","1","1007411","5","就是待在某個人的身邊。\n所以讓那傢伙一直陪伴在妾身的左右，\n就是最快的方法……","104431","1007411042","0"
"","","91","","","1007411","","","0","1007411043",""
"","","3","0.2","","1007411","1","mhp_sit_talk_worry","104431","1007411044",""
"","","21","","0","1007411","0","vo_mhp_5107","vo_mhp_1007411","1007411045",""
"0.5","0","11","0","1","1007411","6","但不知道是不是在顧慮妾身……\n總而言之，一直無法\n讓他感受到妾身的魅力。","104431","1007411046","0"
"","","91","","","1007411","","","0","1007411047",""
"","","3","0.2","","1007411","1","mhp_sit_idle_sad","104431","1007411048",""
"","","3","0.2","","1007411","1","mhp_sit_talk_thinking","117631","1007411049",""
"","","21","","0","1007411","0","vo_mhp_5108","vo_mhp_1007411","1007411050",""
"0.5","0","11","0","1","1007411","4","嗯～雖然還不及我，\n但我認為妳已經很有魅力了……\n既然如此──","117631","1007411051","0"
"","","93","","","1007411","","1","7.5","1007411052",""
"","","3","0.2","","1007411","1","mhp_sit_idle_thinking","117631","1007411053",""
"","","91","","","1007411","","","1007411051","1007411054",""
"","","22","","","1007411","","0","0","1007411055",""
"","","103","","","1007411","0","1007411059","用可愛來展現魅力吧！","1007411056",""
"","","103","","","1007411","0","1007411076","用美麗來決勝負吧！","1007411057",""
"","","103","","","1007411","0","1007411093","我來當妳的製作人吧！","1007411058",""
"","","3","0.2","","1007411","1","mhp_sit_idle_memory","117631","1007411059",""
"","","3","0.2","","1007411","1","mhp_sit_talk_anger2","104431","1007411060",""
"","","21","","0","1007411","0","vo_mhp_5109","vo_mhp_1007411","1007411061",""
"0.5","0","11","0","1","1007411","4","妳、妳說可愛？\n別、別這麼做。\n這樣很讓人害臊啊……","104431","1007411062","0"
"","","91","","","1007411","","","0","1007411063",""
"","","3","0.2","","1007411","1","mhp_sit_idle_anger2","104431","1007411064",""
"","1","3","0.2","mhp_idle_normal","1007411","0","mhp_sit_out","117631","1007411065","0.2"
"","","93","","","1007411","","","1","1007411066",""
"","1","3","0.2","mhp_yuki_idle","1007411","0","mhp_yuki_pose","117631","1007411067","0.2"
"","1","3","0.2","mhp_yuki_idle","1007411","0","mhp_yuki_pose","11","1007411068","0.2"
"","","21","","0","1007411","0","vo_mhp_5110","vo_mhp_1007411","1007411069",""
"0.5","0","11","0","1","1007411","4","妳在說什麼呢？\n這會成為最棒的武器喔！\n要是妳沒自信，就交給我吧？","117631","1007411070","10"
"","","93","","","1007411","","1","6.5","1007411071",""
"","1","3","0.2","mhp_yuki_idle_2","1007411","0","mhp_yuki_pose_2","117631","1007411072","0.2"
"","1","3","0.2","mhp_yuki_idle_2","1007411","0","mhp_yuki_pose_2","11","1007411073","0.2"
"","","91","","","1007411","","","1007411070","1007411074",""
"","","101","","","1007411","","","1007411109","1007411075",""
"","","3","0.2","","1007411","1","mhp_sit_idle_memory","117631","1007411076",""
"","","3","0.2","","1007411","1","mhp_sit_talk_thinking","104431","1007411077",""
"","","21","","0","1007411","0","vo_mhp_5111","vo_mhp_1007411","1007411078",""
"0.5","0","11","0","1","1007411","4","美麗啊。這不是個壞方法，\n但那傢伙不是\n會以貌取人的那種人……\n雖然這就是他的優點。","104431","1007411079","0"
"","","91","","","1007411","","","0","1007411080",""
"","","3","0.2","","1007411","1","mhp_sit_idle_thinking","104431","1007411081",""
"","1","3","0.2","mhp_idle_normal","1007411","0","mhp_sit_out","117631","1007411082","0.2"
"","","93","","","1007411","","","1","1007411083",""
"","1","3","0.2","mhp_yuki_idle","1007411","0","mhp_yuki_pose","117631","1007411084","0.2"
"","1","3","0.2","mhp_yuki_idle","1007411","0","mhp_yuki_pose","11","1007411085","0.2"
"","","21","","0","1007411","0","vo_mhp_5112","vo_mhp_1007411","1007411086",""
"0.5","0","11","0","1","1007411","4","妳放心，\n只要身為美之化身的我出手，\n就能讓任何人為妳著迷喔。\n來，和我一起以美麗的巔峰為目標吧♪","117631","1007411087","0"
"","","93","","","1007411","","1","7","1007411088",""
"","1","3","0.2","mhp_yuki_idle_2","1007411","0","mhp_yuki_pose_2","117631","1007411089","0.2"
"","1","3","0.2","mhp_yuki_idle_2","1007411","0","mhp_yuki_pose_2","11","1007411090","0.2"
"","","91","","","1007411","","","1007411087","1007411091",""
"","","101","","","1007411","","","1007411109","1007411092",""
