f3a2210bdb811b7391704a4b2cdad3f931777b748711ae740d553673726f19a8,408fd463b41e01eed99a262e0a3c31d398049bce5c85983eecd9262317c5ada4,22028a79141ae56e9cc8513c6a54c73f541f8efd37691de8854ada6143f42e50,13790c9cfa358a84ee947ebbed5e11f05a835938874036b8b591f74f100bd591,dac7c4869da35dcd0c002537496059edc9199a958a08cf46b9dfac8e71e4f2b1,5fab2da512b43e40ca3b7d91b86321b4db899c83c6c1923121ed112677bb8c21,70aee5852c7ab119e63fbc8c403686bc80b8cdd3954b6b1ab4d8928c54951c44,fc0092cbb666983de91475f6da9ad847ba16427481df35f149bdf897b02cde6c,24e3308a95c028063e1b63cd4f8fa4a3d47901f33e4e263b548e10fcd7577b35,df129dfbe525e33b4a77874b5f9a9e2d7648eb6be022a4b12a29158593215722,6c97ae7968c09583d72ac5b8b81d827d5b6e7aaf7452b71cb9cb2b666925f11e,56ea4ba7cfe3521498a245817ddddfad0a76239562779daa7bd0d615611f805b,31b498e152e20f7cb611124c55e0f2f07fc7be643aa2b8bd70de74f5e270ac99,8d9b00be92b19966d563fb04374ea789a7890e7592b4a7c04e9d9ff9ba46e4da,fac9bee81a93d5608f38f2894767a7e53988e62bf9598d8d95b687ae2e682090,5f9d88ad8a81bbe2ff5452640e782f095fc7f0a43f36c0953e94dd8baac124b4,a7721406296f8c4b1c8e51514e0ca006fa557e8809190d150ddddf5827f27318,86a0c04a3519b9fc0f80870bd67ead0d940d0bfb332dd9e00f7c8a6729bcfacf,cc982a1dd35f727548b540b7cc0858c330bf9988adef5c5d3f1017e443094bbd,8bfe8fc0d3a40c721f6c51d5654f499fdd092bae11619affc9c1b973cea605be,7f73d7db2fad83629e3d7475751d78085ef1cb41ef55b74632b57334ed9b08e5,7eae52c935b44acc0224f93e9645077af2e8fbdffb86f78732c5f4289879beaa
"200","-5","1","1080","0","1","10","101201","0.8","101201","-30","2","0.65","-250","1","-120","200","bgm_M64","0","10800102","2","1"
"200","0","1","1080","0","1","10","101201","0.8","101201","-30","3","0.6","-5","1.2","70","100","bgm_M64","-15","10800103","3","1"
"200","-15","1","1080","10","1","0","101201","0.9","101201","-30","4","0.7","190","1","-110","100","bgm_M64","0","10800104","4","1"
"250","-45","1","1080","-50","1","10","101202","1","101202","-30","5","1","475","1.45","-30","100","bgm_M55","-20","10800105","5","1"
"210","-30","1","1081","-25","1","10","101291","0.9","101291","-30","1","0.575","-480","1","-100","170","bgm_M64","0","10810101","1","1"
"240","-30","1","1081","-30","1","0","101291","0.8","101291","-30","2","0.7","-230","1","-10","250","bgm_M64","0","10810102","2","1"
"200","-10","1","1081","0","1","5","101291","1","101291","-30","3","0.75","-10","1.2","-110","100","bgm_M64","-15","10810103","3","1"
"200","-50","1","1081","-50","1","-20","101291","1","101291","-30","4","0.8","200","1.3","55","300","bgm_M64","-10","10810104","4","1"
"230","30","1","1081","15","1","30","101292","1","101292","-30","5","1.1","490","1.45","-15","100","bgm_M55","-20","10810105","5","1"
"210","0","1","1082","20","1","10","101301","1.1","101301","-30","1","0.8","-470","1.45","0","100","bgm_M64","0","10820101","1","1"
"200","0","1","1082","0","1","10","101301","1.1","101301","-30","2","0.75","-270","1.2","-120","100","bgm_M64","0","10820102","2","1"
"200","-10","1","1082","0","1","0","101301","2.2","101301","-30","3","1.55","0","2.3","65","100","bgm_M64","-15","10820103","3","1"
"200","0","1","1082","0","1","0","101301","0.7","101301","-30","4","0.7","200","1","-120","100","bgm_M64","0","10820104","4","1"
"270","-30","1","1082","-15","1","10","101302","1.1","101302","-30","5","1","470","1.2","-55","100","bgm_M55","-20","10820105","5","1"
"210","-30","1","1083","-25","1","10","101441","0.9","101441","-30","1","0.575","-450","1","0","170","bgm_M64","0","10830101","1","1"
"240","0","1","1083","0","1","0","101441","1.1","101441","-30","2","0.75","-250","1.2","-90","100","bgm_M64","0","10830102","2","1"
"200","-10","1","1083","-30","1","0","101441","1","101441","-30","3","0.85","-25","1.4","60","200","bgm_M64","-15","10830103","3","1"
"200","0","1","1083","-30","1","0","101441","1","101441","-30","4","0.75","220","1.2","-70","100","bgm_M64","0","10830104","4","1"
"230","-30","1","1083","-35","1","10","101442","1.1","101442","-30","5","0.95","470","1.2","-70","100","bgm_M55","-20","10830105","5","1"
"210","0","1","1084","0","1","10","101451","1.1","101451","-30","1","0.85","-470","1.35","-50","100","bgm_M64","0","10840101","1","1"
"240","10","1","1084","10","1","0","101451","1.1","101451","-30","2","1","-250","1.35","40","200","bgm_M64","0","10840102","2","1"
"200","-10","1","1084","0","1","0","101451","1.1","101451","-30","3","0.75","0","1.2","-110","100","bgm_M64","-15","10840103","3","1"
"200","-30","1","1084","-30","1","-25","101451","0.6","101451","-30","4","0.6","210","0.8","30","300","bgm_M64","0","10840104","4","1"
"290","-50","1","1084","-35","1.2","0","101452","1.4","101452","-30","5","1.25","510","1.55","-70","100","bgm_M55","0","10840105","5","1"
"210","-30","1","1085","0","1","10","101561","0.7","101561","-30","1","0.6","-480","0.8","-50","250","bgm_M64","0","10850101","1","1"
"200","0","1","1085","10","1","10","101561","1.4","101561","-30","2","0.9","-250","1.5","-120","100","bgm_M64","0","10850102","2","1"
"200","-10","1","1085","0","1","5","101561","1","101561","-30","3","0.65","-10","1.1","65","100","bgm_M64","-5","10850103","3","1"
"200","0","1","1085","0","1","0","101561","1","101561","-30","4","0.65","190","1.1","-110","100","bgm_M64","0","10850104","4","1"
"290","-50","1","1085","-60","1.4","0","101562","1.35","101562","-30","5","1.25","460","1.55","-70","400","bgm_M55","0","10850105","5","1"
"210","-30","1","1086","-25","1","10","101001","0.9","101001","-30","1","0.575","-480","1","-100","170","bgm_M64","0","10860101","1","1"
"240","-30","1","1086","-30","1","0","101001","0.8","101001","-30","2","0.7","-250","1","-10","250","bgm_M64","0","10860102","2","1"
"200","-10","1","1086","-30","1","0","101001","1","101001","-30","3","0.95","-10","1.4","-120","100","bgm_M64","-15","10860103","3","1"
"200","-30","1","1086","0","1","0","101001","1","101001","-30","4","0.72","210","1.2","40","150","bgm_M64","0","10860104","4","1"
"250","0","1","1086","0","1.2","0","101011","1","101011","-30","5","1.2","480","1.3","-40","200","bgm_M55","0","10860105","5","1"
"210","-30","1","1087","-25","1","10","101021","0.9","101021","-30","1","0.575","-450","1","0","170","bgm_M64","0","10870101","1","1"
"200","-5","1","1087","0","1","10","101021","0.8","101021","-30","2","0.65","-250","1","-120","200","bgm_M64","0","10870102","2","1"
"200","-10","1","1087","0","1","5","101021","0.8","101021","-30","3","0.6","-10","0.9","65","100","bgm_M64","-5","10870103","3","1"
"200","0","1","1087","-25","1","0","101021","0.85","101021","-30","4","0.7","200","1","-100","100","bgm_M64","0","10870104","4","1"
"220","0","1","1087","0","1","0","101031","1.6","101031","-30","5","1.4","470","1.8","0","200","bgm_M55","0","10870105","5","1"
"210","0","1","1088","20","1","10","101041","1.1","101041","-30","1","0.85","-470","1.45","-100","100","bgm_M64","0","10880101","1","1"
"200","0","1","1088","0","1","10","101041","1.1","101041","-30","2","0.85","-220","1.45","30","100","bgm_M64","0","10880102","2","1"
"200","-10","1","1088","-30","1","0","101041","1.1","101041","-30","3","0.75","-10","1.3","-120","100","bgm_M64","-15","10880103","3","1"
"200","-20","1","1088","-30","1","0","101041","1.1","101041","-30","4","0.85","200","1.4","40","100","bgm_M64","0","10880104","4","1"
"210","0","1.3","1088","-50","1","0","101042","1.35","101042","-30","5","1.1","450","1.8","-55","150","bgm_M55","0","10880105","5","1"
"210","0","1","1089","0","1","10","101161","1.1","101161","-30","1","0.85","-470","1.35","-10","100","bgm_M64","0","10890101","1","1"
"240","-30","1","1089","-30","1","0","101161","0.8","101161","-30","2","0.7","-250","1","-110","250","bgm_M64","0","10890102","2","1"
"200","-10","1","1089","0","1","5","101161","1","101161","-30","3","0.75","-10","1.2","50","100","bgm_M64","-15","10890103","3","1"
"200","0","1","1089","0","1","0","101161","1","101161","-30","4","1","210","1.5","-90","200","bgm_M64","0","10890104","4","1"
"280","-45","1.3","1089","-50","1","-10","101162","1","101162","-30","5","0.9","485","1.15","-70","270","bgm_M55","-40","10890105","5","1"
"210","-30","1","1090","-25","1","10","101171","0.9","101171","-30","1","0.575","-450","1","-90","170","bgm_M64","0","10900101","1","1"
"240","0","1","1090","0","1","0","101171","1.1","101171","-30","2","0.75","-230","1.2","10","100","bgm_M64","0","10900102","2","1"
"200","-10","1","1090","-30","1","0","101171","1","101171","-30","3","0.9","15","1.4","-120","100","bgm_M64","-15","10900103","3","1"
"200","-50","1","1090","-60","1","0","101171","1","101171","-30","4","0.8","200","1.3","40","300","bgm_M64","0","10900104","4","1"
"250","0","1","1090","-50","1","10","101172","1","101172","-30","5","1","475","1.45","-30","200","bgm_M55","-20","10900105","5","1"
