28054748d08c6d6d94dec1bde9d5208269e5aad65224bb12ff6d3c98238b0589,9f9fae77a70716baed8e94c94a3f9d0aeb14bcc6c6c2c6f6cec0614ee4d52e84,a96ab51fc0d6f5631ee547b769d1f6a7afb65514ece05c368c3019d986c24185,0e08175ccd651a83cdf2f3a6f66dabd1e2725968b7f9d1d0adc1fad4b84ef3a3,9824f83f0f24ec18e94a69f7f58f4c2ddf5034eaed1d0c258e0dc3a87e0e5cd1,e2cb900635eced9b5c910910c09eecb143a9cfd565397f49f21ad780f8bfe417,e37c9d33b465b778ddd127fb134005f5e4d7526e982d88e243059324b909655e,f01065d780d32a9be688110ad893248c40568eb6fe37e140a30b745ca0a11aef,50646da23e9ec7ca517d753412dd9d9268ae38c50ad99db30f361d112c2700be,4694c8cca22441242f0f45210ae33b462f701eb8990cda661f878485b4e183fd,20e18e29b843e6e8f80983273c04b586b9678c0bf5d4356360f12bdc5ce6a78e,d6baf1f9cd57c3e367616bedcbaea92d3877c740eb44ddd67781dd6927c6ee22,d04d0df97c306d39430ea3f765c4c97de6e02b759ed39a848c45ebda5367d2b1,e26ac75952a935ab90fac50938305eb9dbc972d1bb950eae0b19d1903a239d3f,bad5ea04843934cfcad71742d1d8bb5019e6a12f01a8c7bef3dfa1d98ddd9c01,06b2ea14e24f35a8299bd96c2ad516c691ee8fbb1238e821703b7558d7c80839,814ca8ac4da3a06b43c9a61755099de38ef8e90ed95231fa733893a7167f685c,d872d66c9b835b125756d62258ac084191c16d19a6fc96fd265ba3f124183a31,5394f897985013c1331059088438ac675630b069f4966e7f6d9495ae821a06f9,b03f9313921d213016de4743f24cb7809cb9c2d085e2f1ead7114df0eaf1a601,3d34f8bcc5af47787f38742c85736eba2abf6daf1687b5af467a2c17dfe6d4c7,fe2576df85b38ea7ea8c315eef6cd2c65dce0c2669eb0154b21a5405279c5313,2e8a841062c7806e02afc8d5b6238a75d7348842ffa582741cfb7a472afc9907,e935ce3aee747143a403af4004b2bd04a28c11204fe7b721f5534a79ceeb28ab,5a3dfad7c788cfb5a1b5316223cc81d4c56c809dd7deaa98d0d7bdf933bc642d,280ff4f3517da8f3bbc7345b98be0d96ca9cac85c8f55a5b92036f6b1baa597c,142f9cdea87682d61ef00757ee4353499d81fc70ab10f43d6ec175b7c6443a67,f61fc796ed3480717e988c3d44fcac9ad53b705bf7f33e9cd55beb2f466b4f0b,b5a7e10660b517b097e92886b49e8e3939ff21f7f30725766f8b679bd0a078f9,bcdeb93e1f2909d81bca0b55cce8f5a8bfceae2d293592c3d93c9536198ca8a5,4cf25169c9ca18dbfca46a8b3c825a9bde16043f8b9ee9ff1f39214a0aae8108,c0f59cbbfea950f39e29f2023e8858a038a3f0b8c3a1cd71c7776c221e68cfad,cd517b0d68209394692cf324623bcd023f69f40dbeb7685bb798ac3675938c7e,68dea9f7a4e0a436ee1e707d00fef78fa4a1870ffada85538147e4ca8632bcb2,58585255cafa82a9a20d9031194d3aac9b324b77ec64cc25d6f07c39f9fd6b11,9ee75c219902ab72e989a946f801dfa246822963579c449b601c2e74a7336ec2,ce9bc576e2a799ce06296236993504069b6f23d5d6126fb581022c0d96d63acd,d925909d9021170e574bc14a6acbbb7502ece3ccaf3f53f377ac01f27cb01241,6f537f409ce3170487db871492f8c00751990bb970817a682cc7e1bdc8c1a8b0,2eb16b76c7fc5f96734f283263b0339ab0e86c9ec0441e2ed9f69b1fb41a0c11
"60","1","60","0","0","60","0","10","60","83","60","0","60","49494","620220060","0","10","60","60","60","60","124","60","60","200000001","60","0","60","2351","30","0","202200","0","1","60","0","0","60","1","60"
"61","1","61","0","0","61","0","10","61","87","61","0","61","51945","620220061","0","10","61","61","61","61","129","61","61","200000001","61","0","61","2440","30","0","202200","0","1","61","0","0","61","1","61"
"62","1","62","0","0","62","0","10","62","88","62","0","62","52136","620220062","0","10","62","62","62","62","130","62","62","200000001","62","0","62","2468","30","0","202200","0","1","62","0","0","62","1","62"
"63","1","63","0","0","63","0","10","63","88","63","0","63","52327","620220063","0","10","63","63","63","63","131","63","63","200000001","63","0","63","2496","30","0","202200","0","1","63","0","0","63","1","63"
"64","1","64","0","0","64","0","10","64","89","64","0","64","52518","620220064","0","10","64","64","64","64","132","64","64","200000001","64","0","64","2524","30","0","202200","0","1","64","0","0","64","1","64"
"65","1","65","0","0","65","0","10","65","90","65","0","65","52709","620220065","0","10","65","65","65","65","133","65","65","200000001","65","0","65","2552","30","0","202200","0","1","65","0","0","65","1","65"
"66","1","66","0","0","66","0","10","66","91","66","0","66","52900","620220066","0","10","66","66","66","66","134","66","66","200000001","66","0","66","2580","30","0","202200","0","1","66","0","0","66","1","66"
"67","1","67","0","0","67","0","10","67","91","67","0","67","53091","620220067","0","10","67","67","67","67","135","67","67","200000001","67","0","67","2608","30","0","202200","0","1","67","0","0","67","1","67"
"68","1","68","0","0","68","0","10","68","92","68","0","68","53282","620220068","0","10","68","68","68","68","136","68","68","200000001","68","0","68","2635","30","0","202200","0","1","68","0","0","68","1","68"
"69","1","69","0","0","69","0","10","69","93","69","0","69","53473","620220069","0","10","69","69","69","69","137","69","69","200000001","69","0","69","2663","30","0","202200","0","1","69","0","0","69","1","69"
"70","1","70","0","0","70","0","10","70","94","70","0","70","53664","620220070","0","10","70","70","70","70","138","70","70","200000001","70","0","70","2691","30","0","202200","0","1","70","0","0","70","1","70"
"71","1","71","0","0","71","0","10","71","94","71","0","71","53855","620220071","0","10","71","71","71","71","139","71","71","200000001","71","0","71","2719","30","0","202200","0","1","71","0","0","71","1","71"
"1","1","1","0","0","1","0","10","1","5","1","0","1","210","620230001","0","10","1","1","1","1","6","1","1","200000006","1","0","1","55","30","0","202300","0","1","1","0","0","1","1","1"
"2","1","2","0","0","2","0","10","2","5","2","0","2","233","620230002","0","10","2","2","2","2","6","2","2","200000006","2","0","2","61","30","0","202300","0","1","2","0","0","2","1","2"
"3","1","3","0","0","3","0","10","3","6","3","0","3","243","620230003","0","10","3","3","3","3","6","3","3","200000006","3","0","3","64","30","0","202300","0","1","3","0","0","3","1","3"
"4","1","4","0","0","4","0","10","4","6","4","0","4","271","620230004","0","10","4","4","4","4","7","4","4","200000006","4","0","4","71","30","0","202300","0","1","4","0","0","4","1","4"
"5","1","5","0","0","5","0","10","5","7","5","0","5","283","620230005","0","10","5","5","5","5","8","5","5","200000006","5","0","5","74","30","0","202300","0","1","5","0","0","5","1","5"
"6","1","6","0","0","6","0","10","6","7","6","0","6","296","620230006","0","10","6","6","6","6","8","6","6","200000006","6","0","6","77","30","0","202300","0","1","6","0","0","6","1","6"
"7","1","7","0","0","7","0","10","7","7","7","0","7","395","620230007","0","10","7","7","7","7","9","7","7","200000006","7","0","7","110","30","0","202300","0","1","7","0","0","7","1","7"
"8","1","8","0","0","8","0","10","8","8","8","0","8","492","620230008","0","10","8","8","8","8","9","8","8","200000006","8","0","8","127","30","0","202300","0","1","8","0","0","8","1","8"
"9","1","9","0","0","9","0","10","9","8","9","0","9","590","620230009","0","10","9","9","9","9","10","9","9","200000006","9","0","9","139","30","0","202300","0","1","9","0","0","9","1","9"
"10","1","10","0","0","10","0","10","10","9","10","0","10","688","620230010","0","10","10","10","10","10","11","10","10","200000006","10","0","10","144","30","0","202300","0","1","10","0","0","10","1","10"
"11","1","11","0","0","11","0","10","11","9","11","0","11","786","620230011","0","10","11","11","11","11","11","11","11","200000006","11","0","11","148","30","0","202300","0","1","11","0","0","11","1","11"
"12","1","12","0","0","12","0","10","12","9","12","0","12","884","620230012","0","10","12","12","12","12","11","12","12","200000006","12","0","12","153","30","0","202300","0","1","12","0","0","12","1","12"
"13","1","13","0","0","13","0","10","13","13","13","0","13","981","620230013","0","10","13","13","13","13","16","13","13","200000006","13","0","13","171","30","0","202300","0","1","13","0","0","13","1","13"
"14","1","14","0","0","14","0","10","14","13","14","0","14","1081","620230014","0","10","14","14","14","14","16","14","14","200000006","14","0","14","171","30","0","202300","0","1","14","0","0","14","1","14"
"15","1","15","0","0","15","0","10","15","13","15","0","15","1178","620230015","0","10","15","15","15","15","17","15","15","200000006","15","0","15","176","30","0","202300","0","1","15","0","0","15","1","15"
"16","1","16","0","0","16","0","10","16","13","16","0","16","1276","620230016","0","10","16","16","16","16","17","16","16","200000006","16","0","16","181","30","0","202300","0","1","16","0","0","16","1","16"
"17","1","17","0","0","17","0","10","17","13","17","0","17","1374","620230017","0","10","17","17","17","17","17","17","17","200000006","17","0","17","248","30","0","202300","0","1","17","0","0","17","1","17"
"18","1","18","0","0","18","0","10","18","13","18","0","18","1681","620230018","0","10","18","18","18","18","17","18","18","200000006","18","0","18","252","30","0","202300","0","1","18","0","0","18","1","18"
"19","1","19","0","0","19","0","10","19","14","19","0","19","1987","620230019","0","10","19","19","19","19","18","19","19","200000006","19","0","19","256","30","0","202300","0","1","19","0","0","19","1","19"
"20","1","20","0","0","20","0","10","20","14","20","0","20","2294","620230020","0","10","20","20","20","20","18","20","20","200000006","20","0","20","259","30","0","202300","0","1","20","0","0","20","1","20"
"21","1","21","0","0","21","0","10","21","14","21","0","21","2328","620230021","0","10","21","21","21","21","18","21","21","200000006","21","0","21","300","30","0","202300","0","1","21","0","0","21","1","21"
"22","1","22","0","0","22","0","10","22","14","22","0","22","2467","620230022","0","10","22","22","22","22","18","22","22","200000006","22","0","22","338","30","0","202300","0","1","22","0","0","22","1","22"
"23","1","23","0","0","23","0","10","23","14","23","0","23","2671","620230023","0","10","23","23","23","23","18","23","23","200000006","23","0","23","377","30","0","202300","0","1","23","0","0","23","1","23"
"24","1","24","0","0","24","0","10","24","21","24","0","24","2709","620230024","0","10","24","24","24","24","29","24","24","200000006","24","0","24","416","30","0","202300","0","1","24","0","0","24","1","24"
"25","1","25","0","0","25","0","10","25","21","25","0","25","3026","620230025","0","10","25","25","25","25","29","25","25","200000006","25","0","25","436","30","0","202300","0","1","25","0","0","25","1","25"
"26","1","26","0","0","26","0","10","26","21","26","0","26","3344","620230026","0","10","26","26","26","26","29","26","26","200000006","26","0","26","456","30","0","202300","0","1","26","0","0","26","1","26"
"27","1","27","0","0","27","0","10","27","22","27","0","27","3661","620230027","0","10","27","27","27","27","29","27","27","200000006","27","0","27","476","30","0","202300","0","1","27","0","0","27","1","27"
"28","1","28","0","0","28","0","10","28","22","28","0","28","3978","620230028","0","10","28","28","28","28","30","28","28","200000006","28","0","28","497","30","0","202300","0","1","28","0","0","28","1","28"
"29","1","29","0","0","29","0","10","29","22","29","0","29","4295","620230029","0","10","29","29","29","29","30","29","29","200000006","29","0","29","517","30","0","202300","0","1","29","0","0","29","1","29"
"30","1","30","0","0","30","0","10","30","22","30","0","30","4612","620230030","0","10","30","30","30","30","30","30","30","200000006","30","0","30","537","30","0","202300","0","1","30","0","0","30","1","30"
"31","1","31","0","0","31","0","10","31","23","31","0","31","4930","620230031","0","10","31","31","31","31","30","31","31","200000006","31","0","31","557","30","0","202300","0","1","31","0","0","31","1","31"
"32","1","32","0","0","32","0","10","32","23","32","0","32","5247","620230032","0","10","32","32","32","32","31","32","32","200000006","32","0","32","577","30","0","202300","0","1","32","0","0","32","1","32"
"33","1","33","0","0","33","0","10","33","23","33","0","33","5564","620230033","0","10","33","33","33","33","31","33","33","200000006","33","0","33","598","30","0","202300","0","1","33","0","0","33","1","33"
"34","1","34","0","0","34","0","10","34","23","34","0","34","5881","620230034","0","10","34","34","34","34","31","34","34","200000006","34","0","34","618","30","0","202300","0","1","34","0","0","34","1","34"
"35","1","35","0","0","35","0","10","35","24","35","0","35","6198","620230035","0","10","35","35","35","35","31","35","35","200000006","35","0","35","638","30","0","202300","0","1","35","0","0","35","1","35"
"36","1","36","0","0","36","0","10","36","24","36","0","36","6253","620230036","0","10","36","36","36","36","32","36","36","200000006","36","0","36","653","30","0","202300","0","1","36","0","0","36","1","36"
"37","1","37","0","0","37","0","10","37","24","37","0","37","6307","620230037","0","10","37","37","37","37","32","37","37","200000006","37","0","37","667","30","0","202300","0","1","37","0","0","37","1","37"
"38","1","38","0","0","38","0","10","38","24","38","0","38","6362","620230038","0","10","38","38","38","38","32","38","38","200000006","38","0","38","681","30","0","202300","0","1","38","0","0","38","1","38"
"39","1","39","0","0","39","0","10","39","25","39","0","39","6416","620230039","0","10","39","39","39","39","32","39","39","200000006","39","0","39","696","30","0","202300","0","1","39","0","0","39","1","39"
"40","1","40","0","0","40","0","10","40","30","40","0","40","8431","620230040","0","10","40","40","40","40","36","40","40","200000006","40","0","40","710","30","0","202300","0","1","40","0","0","40","1","40"
"41","1","41","0","0","41","0","10","41","35","41","0","41","10446","620230041","0","10","41","41","41","41","40","41","41","200000006","41","0","41","724","30","0","202300","0","1","41","0","0","41","1","41"
"42","1","42","0","0","42","0","10","42","36","42","0","42","10590","620230042","0","10","42","42","42","42","41","42","42","200000006","42","0","42","738","30","0","202300","0","1","42","0","0","42","1","42"
"43","1","43","0","0","43","0","10","43","36","43","0","43","10733","620230043","0","10","43","43","43","43","43","43","43","200000006","43","0","43","751","30","0","202300","0","1","43","0","0","43","1","43"
"44","1","44","0","0","44","0","10","44","37","44","0","44","10877","620230044","0","10","44","44","44","44","45","44","44","200000006","44","0","44","765","30","0","202300","0","1","44","0","0","44","1","44"
"45","1","45","0","0","45","0","10","45","37","45","0","45","11021","620230045","0","10","45","45","45","45","47","45","45","200000006","45","0","45","778","30","0","202300","0","1","45","0","0","45","1","45"
"46","1","46","0","0","46","0","10","46","38","46","0","46","11165","620230046","0","10","46","46","46","46","49","46","46","200000006","46","0","46","792","30","0","202300","0","1","46","0","0","46","1","46"
"47","1","47","0","0","47","0","10","47","42","47","0","47","13835","620230047","0","10","47","47","47","47","58","47","47","200000006","47","0","47","1069","30","0","202300","0","1","47","0","0","47","1","47"
"48","1","48","0","0","48","0","10","48","44","48","0","48","13835","620230048","0","10","48","48","48","48","62","48","48","200000006","48","0","48","1087","30","0","202300","0","1","48","0","0","48","1","48"
"49","1","49","0","0","49","0","10","49","46","49","0","49","13835","620230049","0","10","49","49","49","49","65","49","49","200000006","49","0","49","1106","30","0","202300","0","1","49","0","0","49","1","49"
"50","1","50","0","0","50","0","10","50","48","50","0","50","13835","620230050","0","10","50","50","50","50","69","50","50","200000006","50","0","50","1125","30","0","202300","0","1","50","0","0","50","1","50"
"51","1","51","0","0","51","0","10","51","48","51","0","51","13835","620230051","0","10","51","51","51","51","69","51","51","200000006","51","0","51","1008","30","0","202300","0","1","51","0","0","51","1","51"
"52","1","52","0","0","52","0","10","52","48","52","0","52","14379","620230052","0","10","52","52","52","52","70","52","52","200000006","52","0","52","1231","30","0","202300","0","1","52","0","0","52","1","52"
"53","1","53","0","0","53","0","10","53","48","53","0","53","14379","620230053","0","10","53","53","53","53","70","53","53","200000006","53","0","53","1331","30","0","202300","0","1","53","0","0","53","1","53"
"54","1","54","0","0","54","0","10","54","49","54","0","54","16379","620230054","0","10","54","54","54","54","70","54","54","200000006","54","0","54","1331","30","0","202300","0","1","54","0","0","54","1","54"
"55","1","55","0","0","55","0","10","55","49","55","0","55","17046","620230055","0","10","55","55","55","55","70","55","55","200000006","55","0","55","1398","30","0","202300","0","1","55","0","0","55","1","55"
"56","1","56","0","0","56","0","10","56","49","56","0","56","17712","620230056","0","10","56","56","56","56","70","56","56","200000006","56","0","56","1464","30","0","202300","0","1","56","0","0","56","1","56"
"57","1","57","0","0","57","0","10","57","49","57","0","57","18379","620230057","0","10","57","57","57","57","70","57","57","200000006","57","0","57","1531","30","0","202300","0","1","57","0","0","57","1","57"
"58","1","58","0","0","58","0","10","58","50","58","0","58","18379","620230058","0","10","58","58","58","58","74","58","58","200000006","58","0","58","1531","30","0","202300","0","1","58","0","0","58","1","58"
"59","1","59","0","0","59","0","10","59","50","59","0","59","20762","620230059","0","10","59","59","59","59","74","59","59","200000006","59","0","59","1612","30","0","202300","0","1","59","0","0","59","1","59"
"60","1","60","0","0","60","0","10","60","52","60","0","60","20762","620230060","0","10","60","60","60","60","77","60","60","200000006","60","0","60","1742","30","0","202300","0","1","60","0","0","60","1","60"
"61","1","61","0","0","61","0","10","61","52","61","0","61","23455","620230061","0","10","61","61","61","61","77","61","61","200000006","61","0","61","1835","30","0","202300","0","1","61","0","0","61","1","61"
"62","1","62","0","0","62","0","10","62","54","62","0","62","23967","620230062","0","10","62","62","62","62","78","62","62","200000006","62","0","62","1890","30","0","202300","0","1","62","0","0","62","1","62"
"63","1","63","0","0","63","0","10","63","56","63","0","63","24480","620230063","0","10","63","63","63","63","80","63","63","200000006","63","0","63","1945","30","0","202300","0","1","63","0","0","63","1","63"
"64","1","64","0","0","64","0","10","64","58","64","0","64","24992","620230064","0","10","64","64","64","64","81","64","64","200000006","64","0","64","2001","30","0","202300","0","1","64","0","0","64","1","64"
"65","1","65","0","0","65","0","10","65","60","65","0","65","25504","620230065","0","10","65","65","65","65","83","65","65","200000006","65","0","65","2056","30","0","202300","0","1","65","0","0","65","1","65"
"66","1","66","0","0","66","0","10","66","62","66","0","66","26017","620230066","0","10","66","66","66","66","84","66","66","200000006","66","0","66","2111","30","0","202300","0","1","66","0","0","66","1","66"
"67","1","67","0","0","67","0","10","67","64","67","0","67","26529","620230067","0","10","67","67","67","67","86","67","67","200000006","67","0","67","2166","30","0","202300","0","1","67","0","0","67","1","67"
"68","1","68","0","0","68","0","10","68","66","68","0","68","27042","620230068","0","10","68","68","68","68","87","68","68","200000006","68","0","68","2222","30","0","202300","0","1","68","0","0","68","1","68"
"69","1","69","0","0","69","0","10","69","68","69","0","69","27554","620230069","0","10","69","69","69","69","89","69","69","200000006","69","0","69","2277","30","0","202300","0","1","69","0","0","69","1","69"
"70","1","70","0","0","70","0","10","70","70","70","0","70","28066","620230070","0","10","70","70","70","70","90","70","70","200000006","70","0","70","2332","30","0","202300","0","1","70","0","0","70","1","70"
"71","1","71","0","0","71","0","10","71","72","71","0","71","28579","620230071","0","10","71","71","71","71","92","71","71","200000006","71","0","71","2387","30","0","202300","0","1","71","0","0","71","1","71"
"1","1","1","0","0","1","0","10","1","7","1","0","1","534","620240001","0","10","1","1","1","1","3","1","1","200000001","1","0","1","0","30","60","202400","0","1","1","0","0","1","1","1"
"2","1","2","0","0","2","0","10","2","15","2","0","2","549","620240002","0","10","2","2","2","2","3","2","2","200000001","2","0","2","0","30","70","202400","0","1","2","0","0","2","1","2"
"3","1","3","0","0","3","0","10","3","8","3","0","3","563","620240003","0","10","3","3","3","3","4","3","3","200000001","3","0","3","0","30","81","202400","0","1","3","0","0","3","1","3"
"4","1","4","0","0","4","0","10","4","8","4","0","4","563","620240004","0","10","4","4","4","4","4","4","4","200000001","4","0","4","0","30","81","202400","0","1","4","0","0","4","1","4"
"5","1","5","0","0","5","0","10","5","8","5","0","5","567","620240005","0","10","5","5","5","5","4","5","5","200000001","5","0","5","0","30","88","202400","0","1","5","0","0","5","1","5"
"6","1","6","0","0","6","0","10","6","12","6","0","6","596","620240006","0","10","6","6","6","6","6","6","6","200000001","6","0","6","0","30","120","202400","0","1","6","0","0","6","1","6"
"7","1","7","0","0","7","0","10","7","14","7","0","7","670","620240007","0","10","7","7","7","7","7","7","7","200000001","7","0","7","0","30","137","202400","0","1","7","0","0","7","1","7"
"8","1","8","0","0","8","0","10","8","14","8","0","8","746","620240008","0","10","8","8","8","8","7","8","8","200000001","8","0","8","0","30","154","202400","0","1","8","0","0","8","1","8"
"9","1","9","0","0","9","0","10","9","15","9","0","9","820","620240009","0","10","9","9","9","9","8","9","9","200000001","9","0","9","0","30","171","202400","0","1","9","0","0","9","1","9"
"10","1","10","0","0","10","0","10","10","17","10","0","10","894","620240010","0","10","10","10","10","10","10","10","10","200000001","10","0","10","0","30","188","202400","0","1","10","0","0","10","1","10"
"11","1","11","0","0","11","0","10","11","18","11","0","11","970","620240011","0","10","11","11","11","11","10","11","11","200000001","11","0","11","0","30","205","202400","0","1","11","0","0","11","1","11"
"12","1","12","0","0","12","0","10","12","21","12","0","12","1046","620240012","0","10","12","12","12","12","11","12","12","200000001","12","0","12","0","30","224","202400","0","1","12","0","0","12","1","12"
"13","1","13","0","0","13","0","10","13","21","13","0","13","1120","620240013","0","10","13","13","13","13","12","13","13","200000001","13","0","13","0","30","239","202400","0","1","13","0","0","13","1","13"
"14","1","14","0","0","14","0","10","14","22","14","0","14","1194","620240014","0","10","14","14","14","14","12","14","14","200000001","14","0","14","0","30","256","202400","0","1","14","0","0","14","1","14"
"15","1","15","0","0","15","0","10","15","23","15","0","15","1269","620240015","0","10","15","15","15","15","13","15","15","200000001","15","0","15","0","30","273","202400","0","1","15","0","0","15","1","15"
"16","1","16","0","0","16","0","10","16","25","16","0","16","1380","620240016","0","10","16","16","16","16","13","16","16","200000001","16","0","16","0","30","306","202400","0","1","16","0","0","16","1","16"
"17","1","17","0","0","17","0","10","17","25","17","0","17","1492","620240017","0","10","17","17","17","17","13","17","17","200000001","17","0","17","0","30","340","202400","0","1","17","0","0","17","1","17"
"18","1","18","0","0","18","0","10","18","25","18","0","18","2104","620240018","0","10","18","18","18","18","14","18","18","200000001","18","0","18","0","30","412","202400","0","1","18","0","0","18","1","18"
"19","1","19","0","0","19","0","10","19","25","19","0","19","2405","620240019","0","10","19","19","19","19","14","19","19","200000001","19","0","19","0","30","444","202400","0","1","19","0","0","19","1","19"
"20","1","20","0","0","20","0","10","20","28","20","0","20","2537","620240020","0","10","20","20","20","20","14","20","20","200000001","20","0","20","0","30","466","202400","0","1","20","0","0","20","1","20"
"21","1","21","0","0","21","0","10","21","30","21","0","21","2895","620240021","0","10","21","21","21","21","16","21","21","200000001","21","0","21","0","30","517","202400","0","1","21","0","0","21","1","21"
"22","1","22","0","0","22","0","10","22","33","22","0","22","3253","620240022","0","10","22","22","22","22","18","22","22","200000001","22","0","22","0","30","564","202400","0","1","22","0","0","22","1","22"
"23","1","23","0","0","23","0","10","23","33","23","0","23","3490","620240023","0","10","23","23","23","23","18","23","23","200000001","23","0","23","0","30","578","202400","0","1","23","0","0","23","1","23"
"24","1","24","0","0","24","0","10","24","33","24","0","24","3727","620240024","0","10","24","24","24","24","18","24","24","200000001","24","0","24","0","30","591","202400","0","1","24","0","0","24","1","24"
"25","1","25","0","0","25","0","10","25","34","25","0","25","3965","620240025","0","10","25","25","25","25","19","25","25","200000001","25","0","25","0","30","605","202400","0","1","25","0","0","25","1","25"
"26","1","26","0","0","26","0","10","26","34","26","0","26","4201","620240026","0","10","26","26","26","26","19","26","26","200000001","26","0","26","0","30","619","202400","0","1","26","0","0","26","1","26"
"27","1","27","0","0","27","0","10","27","34","27","0","27","4439","620240027","0","10","27","27","27","27","19","27","27","200000001","27","0","27","0","30","632","202400","0","1","27","0","0","27","1","27"
"28","1","28","0","0","28","0","10","28","34","28","0","28","4676","620240028","0","10","28","28","28","28","19","28","28","200000001","28","0","28","0","30","646","202400","0","1","28","0","0","28","1","28"
"29","1","29","0","0","29","0","10","29","35","29","0","29","5041","620240029","0","10","29","29","29","29","19","29","29","200000001","29","0","29","0","30","658","202400","0","1","29","0","0","29","1","29"
"30","1","30","0","0","30","0","10","30","35","30","0","30","5405","620240030","0","10","30","30","30","30","19","30","30","200000001","30","0","30","0","30","671","202400","0","1","30","0","0","30","1","30"
"31","1","31","0","0","31","0","10","31","36","31","0","31","5770","620240031","0","10","31","31","31","31","20","31","31","200000001","31","0","31","0","30","683","202400","0","1","31","0","0","31","1","31"
"32","1","32","0","0","32","0","10","32","37","32","0","32","6135","620240032","0","10","32","32","32","32","20","32","32","200000001","32","0","32","0","30","695","202400","0","1","32","0","0","32","1","32"
"33","1","33","0","0","33","0","10","33","37","33","0","33","6499","620240033","0","10","33","33","33","33","20","33","33","200000001","33","0","33","0","30","708","202400","0","1","33","0","0","33","1","33"
"34","1","34","0","0","34","0","10","34","38","34","0","34","6864","620240034","0","10","34","34","34","34","20","34","34","200000001","34","0","34","0","30","720","202400","0","1","34","0","0","34","1","34"
"35","1","35","0","0","35","0","10","35","41","35","0","35","7772","620240035","0","10","35","35","35","35","22","35","35","200000001","35","0","35","0","30","810","202400","0","1","35","0","0","35","1","35"
"36","1","36","0","0","36","0","10","36","44","36","0","36","8681","620240036","0","10","36","36","36","36","23","36","36","200000001","36","0","36","0","30","900","202400","0","1","36","0","0","36","1","36"
"37","1","37","0","0","37","0","10","37","47","37","0","37","9589","620240037","0","10","37","37","37","37","25","37","37","200000001","37","0","37","0","30","990","202400","0","1","37","0","0","37","1","37"
"38","1","38","0","0","38","0","10","38","49","38","0","38","10497","620240038","0","10","38","38","38","38","26","38","38","200000001","38","0","38","0","30","1081","202400","0","1","38","0","0","38","1","38"
"39","1","39","0","0","39","0","10","39","52","39","0","39","11405","620240039","0","10","39","39","39","39","28","39","39","200000001","39","0","39","0","30","1170","202400","0","1","39","0","0","39","1","39"
"40","1","40","0","0","40","0","10","40","55","40","0","40","12314","620240040","0","10","40","40","40","40","29","40","40","200000001","40","0","40","0","30","1261","202400","0","1","40","0","0","40","1","40"
"41","1","41","0","0","41","0","10","41","58","41","0","41","13222","620240041","0","10","41","41","41","41","31","41","41","200000001","41","0","41","0","30","1351","202400","0","1","41","0","0","41","1","41"
"42","1","42","0","0","42","0","10","42","59","42","0","42","13956","620240042","0","10","42","42","42","42","32","42","42","200000001","42","0","42","0","30","1422","202400","0","1","42","0","0","42","1","42"
"43","1","43","0","0","43","0","10","43","59","43","0","43","14691","620240043","0","10","43","43","43","43","32","43","43","200000001","43","0","43","0","30","1493","202400","0","1","43","0","0","43","1","43"
"44","1","44","0","0","44","0","10","44","60","44","0","44","15425","620240044","0","10","44","44","44","44","33","44","44","200000001","44","0","44","0","30","1564","202400","0","1","44","0","0","44","1","44"
"45","1","45","0","0","45","0","10","45","60","45","0","45","16159","620240045","0","10","45","45","45","45","33","45","45","200000001","45","0","45","0","30","1635","202400","0","1","45","0","0","45","1","45"
"46","1","46","0","0","46","0","10","46","61","46","0","46","16415","620240046","0","10","46","46","46","46","35","46","46","200000001","46","0","46","0","30","1642","202400","0","1","46","0","0","46","1","46"
"47","1","47","0","0","47","0","10","47","66","47","0","47","16815","620240047","0","10","47","47","47","47","36","47","47","200000001","47","0","47","0","30","1530","202400","0","1","47","0","0","47","1","47"
"48","1","48","0","0","48","0","10","48","69","48","0","48","20509","620240048","0","10","48","48","48","48","37","48","48","200000001","48","0","48","0","30","1604","202400","0","1","48","0","0","48","1","48"
"49","1","49","0","0","49","0","10","49","67","49","0","49","20700","620240049","0","10","49","49","49","49","36","49","49","200000001","49","0","49","0","30","1603","202400","0","1","49","0","0","49","1","49"
"50","1","50","0","0","50","0","10","50","69","50","0","50","21301","620240050","0","10","50","50","50","50","37","50","50","200000001","50","0","50","0","30","1641","202400","0","1","50","0","0","50","1","50"
"51","1","51","0","0","51","0","10","51","70","51","0","51","21902","620240051","0","10","51","51","51","51","38","51","51","200000001","51","0","51","0","30","1678","202400","0","1","51","0","0","51","1","51"
"52","1","52","0","0","52","0","10","52","72","52","0","52","22503","620240052","0","10","52","52","52","52","39","52","52","200000001","52","0","52","0","30","1716","202400","0","1","52","0","0","52","1","52"
"53","1","53","0","0","53","0","10","53","73","53","0","53","23105","620240053","0","10","53","53","53","53","41","53","53","200000001","53","0","53","0","30","1754","202400","0","1","53","0","0","53","1","53"
"54","1","54","0","0","54","0","10","54","75","54","0","54","23706","620240054","0","10","54","54","54","54","42","54","54","200000001","54","0","54","0","30","1791","202400","0","1","54","0","0","54","1","54"
"55","1","55","0","0","55","0","10","55","76","55","0","55","24307","620240055","0","10","55","55","55","55","43","55","55","200000001","55","0","55","0","30","1829","202400","0","1","55","0","0","55","1","55"
"56","1","56","0","0","56","0","10","56","78","56","0","56","24908","620240056","0","10","56","56","56","56","44","56","56","200000001","56","0","56","0","30","1866","202400","0","1","56","0","0","56","1","56"
