f8c73a3fb584de8ae5ea7cf77ca612ea904f6236ebc1fcb8048e3474980d9531,2bc7c8da5d8f76b3d31d06d1c34f22a8913a1e15d108531a61fa0af7f284e864,b7b677f3846982c755964edf64ffbce29b28a0fb51aab41d907aab2b2b5dd22c,b7d8ca1ba9fbf224362f6c6e084732285415a83f5418bfce26d45a16461139b4,717fc62ccbf06d4e9e61ac99c317fed358819e80a4209b3a082612ffe2232507,a98e3c29d57b4e56939244e97ab6df69bf1af8c4ba52530581d879087fb895e9
"1563","1001","1","56011993","10201993","15"
"1564","1002","1","56011994","10201994","15"
"1565","1003","1","56011995","10201995","15"
"1566","0","50","56011995","91002","8"
"1567","1001","1","56011996","10201996","15"
"1568","1002","1","56011997","10201997","15"
"1569","1003","1","56011998","10201998","15"
"1570","0","50","56011998","91002","8"
"1571","1001","1","56111999","110201999","15"
"1572","1002","1","56112000","110202000","15"
"1573","1003","1","56112001","110202001","15"
"1574","0","50","56112001","91002","8"
"1575","1001","1","56112002","110202002","15"
"1576","1002","1","56112003","110202003","15"
"1577","1003","1","56112004","110202004","15"
"1578","0","50","56112004","91002","8"
"1579","1001","1","56112005","110202005","15"
"1580","1002","1","56112006","110202006","15"
"1581","1003","1","56112007","110202007","15"
"1582","0","50","56112007","91002","8"
"1583","1001","1","56112008","110202008","15"
"1584","1002","1","56112009","110202009","15"
"1585","1003","1","56112010","110202010","15"
"1586","0","50","56112010","91002","8"
"1587","1001","1","56112011","110202011","15"
"1588","1002","1","56112012","110202012","15"
"1589","1003","1","56112013","110202013","15"
"1590","0","50","56112013","91002","8"
"1591","1001","1","56112014","110202014","15"
"1592","1002","1","56112015","110202015","15"
"1593","1003","1","56112016","110202016","15"
"1594","0","50","56112016","91002","8"
"1595","1001","1","56112017","110202017","15"
"1596","1002","1","56112018","110202018","15"
"1597","1003","1","56112019","110202019","15"
"1598","0","50","56112019","91002","8"
"1599","1001","1","56112020","110202020","15"
"1600","1002","1","56112021","110202021","15"
"1601","1003","1","56112022","110202022","15"
"1602","0","50","56112022","91002","8"
"1603","1001","1","56112023","110202023","15"
"1604","1002","1","56112024","110202024","15"
"1605","1003","1","56112025","110202025","15"
"1606","0","50","56112025","91002","8"
"1607","1001","1","56112026","110202026","15"
"1608","1002","1","56112027","110202027","15"
"1609","1003","1","56112028","110202028","15"
"1610","0","50","56112028","91002","8"
"1611","1001","1","56112029","110202029","15"
"1612","1002","1","56112030","110202030","15"
"1613","1003","1","56112031","110202031","15"
"1614","0","50","56112031","91002","8"
"1615","1001","1","56112032","110202032","15"
"1616","1002","1","56112033","110202033","15"
"1617","1003","1","56112034","110202034","15"
"1618","0","50","56112034","91002","8"
"1619","1001","1","56112035","110202035","15"
"1620","1002","1","56112036","110202036","15"
"1621","1003","1","56112037","110202037","15"
"1622","0","50","56112037","91002","8"
"1623","1001","1","56112038","110202038","15"
"1624","1002","1","56112039","110202039","15"
"1625","1003","1","56112040","110202040","15"
"1626","0","50","56112040","91002","8"
"1627","1001","1","56112041","110202041","15"
"1628","1002","1","56112042","110202042","15"
"1629","1003","1","56112043","110202043","15"
"1630","0","50","56112043","91002","8"
"1631","1001","1","56112044","110202044","15"
"1632","1002","1","56112045","110202045","15"
"1633","1003","1","56112046","110202046","15"
"1634","0","50","56112046","91002","8"
"1635","1001","1","56112047","110202047","15"
"1636","1002","1","56112048","110202048","15"
"1637","1003","1","56112049","110202049","15"
"1638","0","50","56112049","91002","8"
"1639","1001","1","56112050","110202050","15"
"1640","1002","1","56112051","110202051","15"
"1641","1003","1","56112052","110202052","15"
"1642","0","50","56112052","91002","8"
"1643","1001","1","56112053","110202053","15"
"1644","1002","1","56112054","110202054","15"
"1645","1003","1","56112055","110202055","15"
"1646","0","50","56112055","91002","8"
"1647","1003","1","51901001","11901001","15"
"1648","1003","1","56112056","110202056","15"
"1649","0","100","56112056","91002","8"
"1650","1001","1","56112057","110202057","15"
"1651","1002","1","56112058","110202058","15"
"1652","1003","1","56112059","110202059","15"
"1653","0","50","56112059","91002","8"
"1654","1001","1","56112060","110202060","15"
"1655","1002","1","56112061","110202061","15"
"1656","1003","1","56112062","110202062","15"
"1657","0","50","56112062","91002","8"
"1658","1001","1","56112063","110202063","15"
"1659","1002","1","56112064","110202064","15"
"1660","1003","1","56112065","110202065","15"
"1661","0","50","56112065","91002","8"
"1662","1001","1","56112066","110202066","15"
"1663","1002","1","56112067","110202067","15"
"1664","1003","1","56112068","110202068","15"
"1665","0","50","56112068","91002","8"
"1666","1001","1","56112069","110202069","15"
"1667","1002","1","56112070","110202070","15"
"1668","1003","1","56112071","110202071","15"
"1669","0","50","56112071","91002","8"
"1670","1001","1","56112072","110202072","15"
"1671","1002","1","56112073","110202073","15"
"1672","1003","1","56112074","110202074","15"
"1673","0","50","56112074","91002","8"
