06683fcccb7909a9545a62de0b27b8f61bff1bc941c0e5a014ee52a1ab7d05d4,644f7af4f99f0ea45309db6f4afdfd73058f643f00a3bd2ae82be5155d959ddc,b1b65fef31b2be950ad0fc617e5c9de2a7041108b771f2d547903c8adc6d4740,918bb5d48ce422f62a57eabcda0f5c52d5fb368c8049041cd76d6e5e0eaca67c,44d2c4662bd015f5a4a8c2ec49c9cee018e66d3769db6535a309fd71b9dc7801,662abd960cc8fefded37aa229cb8d17cd8c5f5af843c551d84498b38bd3f0475,3d5d08a4c0e2bbbe12fd3d9f6e4d33cd43412d524548c12220e59d7e07548a2f,05aee2f47a2d9d6480464613ec5de1c7873888c537d14f2704f42af9480455a2,3a32f316a1a2989927ba2b8756c1fb7a10567b4ee477585e859729988f1f49b6,4b4183bec1806573b38afc9a9eca1686bcda4637cb60c33966b34288267b71c2,572b35c737aad0dcbe8166a352cb186195ad193be37349fa7238481f14502f22,013d659f9693a0f0012d03bb39e95a3971b115f7446cd5b44e6237cad6d2bed4,10758e6dc7eb9f079302516d453e358b77425ff21eb1c432ecfd202c5ef2fb23,8e835a3233e0b418d69473d055f6b3358661d0bfab2f6969d9085f5ecd39facd,9af95a8b4538fd7ea852a6bcbbd9e5451fcff4c37107d7200a6d06b10d657d75,13217e8344a37730d6c1bc543054c4e27c9653e64045f2e22668fa5f5bf78893,ac6ea90c8e8cc77fb27b9240d2c59693e12609beff16e71df66f85e308c10eb2,0dac79d730eb2524a10203d1d5eacddb2619afcba055c98bd1f24d29b9e07e5d,efb55644805bb82cca715c98c750e519dce1550db1e9eb6d1f8fe12eb26daef2,17d10a7f2337fa8a3076359d521a070203558b0fe389bc73df8219b6d7ff0cdc,40f0b310c4753969e7e5c98e76d7f79e90c329c363f83469e352d9e3061c5de2,cd7b6f7fa69e3615931149542e153d625d1b89062a8ec15db47da3331b838942,c335ddd20255fa0c66bc8ec271d30bd7228941ba85bf82081499c03caacde575,6c3f492eb87b7f9e4d686f3181545c0f6be59ba555e5ad11b96169f29b0008d5,9dfbe550242d9cd3d4cb468211590b7d3bff2b4f76c2707371019373f8987d1d,a9608a89c0966c6d6db83dce6d411b12a35008609e0df10573be2793bb1eaea6,32fbb2b86e751b879eded8cc0d0350eddd5f05baf3574db8bf160909f1caf6e6,91d95aacc6040458337e22ed29d9af30c41257b61fcfd5add9095ae1a9ed850e,a666180f0e67ca1f9980da8ae87e16b705dfd4f8144747fac4ddec92a9e5bc8f,c4570dc8104f333b06a3069ebc3534886cdd37d4fa8d98a10372ddd1a842989c,9f7d7de1a8cb78f41fa24614af4b9801eff0f912b3d21dd69d25fdde9fb6ea6b,1701b7a215b85f7c5bdb5298f2e848af76c494ab787e2da5fd43c78f87b8ed11,69e30779df4aa623e5682497b90c401dc2b9893fb0ac4a45b47cc90ad0fb09e6,f649991b9e7f0e2bb753dd2f390bd73f20056486d72d0d90ac5869970f496d1c,242dd8a5ec71464ae815f7de2afd9b52eb8d066844a9f9db019c410cf117dd4f,44ff627483b6d8c1e14571cf171ccdd13afd6cbb75ae325a149480e884fc8933,9f7fe5727ab5a938a2ac8bc7b17952122fdb29aaf7b451ac5981b65842f88721,2938bff37ecf91fe770de5a678da7ab15aa3d3189d05b628b48b0597fb95b529,5aea8951525b847132f7b5d09ebc4f71ea7c33dcbcb1167386d69387162f4115,cf206130191dcfc8f3e027b20785a58d55e91ec96e57924a39cc5ef46eb0e7c7,f3aa48742053691bef84aab01691cb5f47199f3b684a3c78e0617e7fcff1a603,7843ea67277210a15f084f0732da9d4a2b2dc32345879d949f7f152c5166640f,4ae3bc32ca827b0368c88dfd5804a417369888e8ca26fbc20bba09ada7be7ead,203030b2f37ae0490b12df0477bff440aea708f755e97a0462eac0e378c6c10f,fa44080a7babe2ae7b0312fa80ef92a7d3e7aa9587351d8e9738f9d127518355,df3da8c98b42562cf61d17a399cdc1c783f8b2ea4370eac67ac07885d67ec463,cdc605114adaf93ab7a6e27738d8843d1a4df216c10d8f136bc98b327d2664ac,05bae4f5827979c11b587b4f066018494253d3fb9800dc0d9d001f5d6595f9c1,e0150d582d39b05b33edc93a3db6068ddcb58629409c35a8814333e0d439fc64,365978fc04fe3fda12261c2766cbe440a0548019b96afa05abc844a4b4d61885
"376","115402","4","1","0","2","-100","0","91002","0","0.7","71170376","2","0","17","0","711703761","2","1","40004","50","-168","0","1","0","-1","240000","0.6","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102161","0.7","0","333","125345","94002","60","0","0","2100476"
"377","125045","2","1","0","2","-100","0","91002","0","0.7","71170377","2","0","17","0","711703771","2","1","40004","50","-168","0","1","0","-1","240000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102161","0.7","0","333","125463","94002","60","0","0","2100477"
"378","115105","1","1","0","2","-100","0","91002","0","0.7","71170378","2","0","17","0","711703781","2","1","40004","50","-168","0","1","0","-1","240000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102161","0.7","0","333","115402","94002","60","0","0","2100478"
"379","125255","3","1","0","2","-100","0","91002","0","0.7","71170379","2","0","17","0","711703791","2","1","40004","50","-168","0","1","0","-1","240000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102161","0.7","0","333","125045","94002","60","0","0","2100479"
"380","140001","4","1","0","2","-100","72170380","140000","0","0.7","71170380","6","0","17","1","711703801","200","-1","40004","50","-168","0","1","0","-1","480000","0.7","0.7","90","50","0","-335","bgm_M126","0","600","0.7","166","0","91002","102163","0.9","0","333","31025","94002","2","0","0","2100480"
"381","115106","3","1","0","2","-100","0","91002","0","0.7","71180381","2","0","18","0","711803811","2","1","40004","50","-168","0","1","0","-1","280000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102161","0.7","0","333","125226","94002","60","0","0","2100481"
"382","115136","4","1","0","2","-100","0","91002","0","0.7","71180382","2","0","18","0","711803821","2","1","40004","50","-168","0","1","0","-1","280000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102161","0.7","0","333","115166","94002","60","0","0","2100482"
"383","125256","2","1","0","2","-100","0","91002","0","0.7","71180383","2","0","18","0","711803831","2","1","40004","50","-168","0","1","0","-1","280000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102161","0.7","0","333","115106","94002","60","0","0","2100483"
"384","125076","1","1","0","2","-100","0","91002","0","0.7","71180384","2","0","18","0","711803841","2","1","40004","50","-168","0","1","0","-1","280000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102161","0.7","0","333","115136","94002","60","0","0","2100484"
"385","125016","3","1","0","2","-100","0","91002","0","0.7","71180385","2","0","18","0","711803851","2","1","40004","50","-168","0","1","0","-1","280000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102161","0.7","0","333","125256","94002","60","0","0","2100485"
"386","115196","4","1","0","2","-100","0","91002","0","0.7","71180386","2","0","18","0","711803861","2","1","40004","50","-168","0","1","0","-1","280000","0.6","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102161","0.7","0","333","125076","94002","60","0","0","2100486"
"387","125046","2","1","0","2","-100","0","91002","0","0.7","71180387","2","0","18","0","711803871","2","1","40004","50","-168","0","1","0","-1","280000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102161","0.7","0","333","125016","94002","60","0","0","2100487"
"388","125226","1","1","0","2","-100","0","91002","0","0.7","71180388","2","0","18","0","711803881","2","1","40004","50","-168","0","1","0","-1","280000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102161","0.7","0","333","115196","94002","60","0","0","2100488"
"389","115166","3","1","0","2","-100","0","91002","0","0.7","71180389","2","0","18","0","711803891","2","1","40004","50","-168","0","1","0","-1","280000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102161","0.7","0","333","125046","94002","60","0","0","2100489"
"390","140001","4","1","0","2","-100","72180390","140000","0","0.7","71180390","6","0","18","1","711803901","200","-1","40004","50","-168","0","1","0","-1","560000","0.7","0.7","90","50","0","-335","bgm_M126","0","600","0.7","166","0","91002","102163","0.9","0","333","31049","94002","2","0","0","2100490"
"391","115136","3","1","0","2","-100","0","91002","0","0.7","71190391","2","0","19","0","711903911","2","1","40004","50","-168","0","1","0","-1","280000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102321","0.7","0","333","115196","94002","60","0","0","2100491"
"392","125076","4","1","0","2","-100","0","91002","0","0.7","71190392","2","0","19","0","711903921","2","1","40004","50","-168","0","1","0","-1","280000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102321","0.7","0","333","125016","94002","60","0","0","2100492"
"393","115106","2","1","0","2","-100","0","91002","0","0.7","71190393","2","0","19","0","711903931","2","1","40004","50","-168","0","1","0","-1","280000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102321","0.7","0","333","115136","94002","60","0","0","2100493"
"394","125046","1","1","0","2","-100","0","91002","0","0.7","71190394","2","0","19","0","711903941","2","1","40004","50","-168","0","1","0","-1","280000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102321","0.7","0","333","125076","94002","60","0","0","2100494"
"395","125256","3","1","0","2","-100","0","91002","0","0.7","71190395","2","0","19","0","711903951","2","1","40004","50","-168","0","1","0","-1","280000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102321","0.7","0","333","115106","94002","60","0","0","2100495"
"396","115616","4","1","0","2","-100","0","91002","0","0.7","71190396","2","0","19","0","711903961","2","1","40004","50","-168","0","1","0","-1","280000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102321","0.7","0","333","125046","94002","60","0","0","2100496"
"397","115586","2","1","0","2","-100","0","91002","0","0.7","71190397","2","0","19","0","711903971","2","1","40004","50","-168","0","1","0","-1","280000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102321","0.7","0","333","125256","94002","60","0","0","2100497"
"398","115196","1","1","0","2","-100","0","91002","0","0.7","71190398","2","0","19","0","711903981","2","1","40004","50","-168","0","1","0","-1","280000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102321","0.7","0","333","115616","94002","60","0","0","2100498"
"399","125016","3","1","0","2","-100","0","91002","0","0.7","71190399","2","0","19","0","711903991","2","1","40004","50","-168","0","1","0","-1","280000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102321","0.7","0","333","115586","94002","60","0","0","2100499"
"400","140001","4","1","0","2","-100","72190400","140000","0","0.7","71190400","6","0","19","1","711904001","200","-1","40004","50","-168","0","1","0","-1","560000","0.7","0.7","90","50","0","-335","bgm_M126","0","600","0.7","166","0","91002","102323","0.9","0","333","31020","94002","2","0","0","2100500"
"401","125046","3","1","0","2","-100","0","91002","0","0.7","71200401","2","0","20","0","712004011","2","1","40004","50","-168","0","1","0","-1","320000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102321","0.7","0","333","115196","94002","60","0","0","2100501"
"402","125076","4","1","0","2","-100","0","91002","0","0.7","71200402","2","0","20","0","712004021","2","1","40004","50","-168","0","1","0","-1","320000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102321","0.7","0","333","115556","94002","60","0","0","2100502"
"403","115136","2","1","0","2","-100","0","91002","0","0.7","71200403","2","0","20","0","712004031","2","1","40004","50","-168","0","1","0","-1","320000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102321","0.7","0","333","125046","94002","60","0","0","2100503"
"404","115106","1","1","0","2","-100","0","91002","0","0.7","71200404","2","0","20","0","712004041","2","1","40004","50","-168","0","1","0","-1","320000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102321","0.7","0","333","125076","94002","60","0","0","2100504"
"405","115166","3","1","0","2","-100","0","91002","0","0.7","71200405","2","0","20","0","712004051","2","1","40004","50","-168","0","1","0","-1","320000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102321","0.7","0","333","115136","94002","60","0","0","2100505"
"406","125016","4","1","0","2","-100","0","91002","0","0.7","71200406","2","0","20","0","712004061","2","1","40004","50","-168","0","1","0","-1","320000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102321","0.7","0","333","115106","94002","60","0","0","2100506"
"407","115586","2","1","0","2","-100","0","91002","0","0.7","71200407","2","0","20","0","712004071","2","1","40004","50","-168","0","1","0","-1","320000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102321","0.7","0","333","115166","94002","60","0","0","2100507"
"408","115196","1","1","0","2","-100","0","91002","0","0.7","71200408","2","0","20","0","712004081","2","1","40004","50","-168","0","1","0","-1","320000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102321","0.7","0","333","125016","94002","60","0","0","2100508"
"409","115556","3","1","0","2","-100","0","91002","0","0.7","71200409","2","0","20","0","712004091","2","1","40004","50","-168","0","1","0","-1","320000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102321","0.7","0","333","115586","94002","60","0","0","2100509"
"410","140001","4","1","0","2","-100","72200410","140000","0","0.7","71200410","6","0","20","1","712004101","200","-1","40004","50","-168","0","1","0","-1","640000","0.6","0.7","90","50","0","-335","bgm_M126","0","600","0.7","166","0","91002","102323","0.9","0","333","31044","94002","2","0","0","2100510"
"411","125524","3","1","0","2","-100","0","91002","0","0.7","71210411","2","0","21","0","712104111","2","1","40004","50","-168","0","1","0","-1","320000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","125076","94002","60","0","0","2100511"
"412","115316","4","1","0","2","-100","0","91002","0","0.7","71210412","2","0","21","0","712104121","2","1","40004","50","-168","0","1","0","-1","320000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","115136","94002","60","0","0","2100512"
"413","115433","2","1","0","2","-100","0","91002","0","0.7","71210413","2","0","21","0","712104131","2","1","40004","50","-168","0","1","0","-1","320000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","125524","94002","60","0","0","2100513"
"414","125286","1","1","0","2","-100","0","91002","0","0.7","71210414","2","0","21","0","712104141","2","1","40004","50","-168","0","1","0","-1","320000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","115316","94002","60","0","0","2100514"
"415","125376","3","1","0","2","-100","0","91002","0","0.7","71210415","2","0","21","0","712104151","2","1","40004","50","-168","0","1","0","-1","320000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","115433","94002","60","0","0","2100515"
"416","115346","4","1","0","2","-100","0","91002","0","0.7","71210416","2","0","21","0","712104161","2","1","40004","50","-168","0","1","0","-1","320000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","125286","94002","60","0","0","2100516"
"417","125046","2","1","0","2","-100","0","91002","0","0.7","71210417","2","0","21","0","712104171","2","1","40004","50","-168","0","1","0","-1","320000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","125376","94002","60","0","0","2100517"
"418","125076","1","1","0","2","-100","0","91002","0","0.7","71210418","2","0","21","0","712104181","2","1","40004","50","-168","0","1","0","-1","320000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","115346","94002","60","0","0","2100518"
"419","115136","3","1","0","2","-100","0","91002","0","0.7","71210419","2","0","21","0","712104191","2","1","40004","50","-168","0","1","0","-1","320000","0.7","0.6","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","125046","94002","60","0","0","2100519"
"420","140001","4","1","0","2","-100","72210420","140000","0","0.7","71210420","6","0","21","1","712104201","200","-1","40004","50","-168","0","1","0","-1","640000","0.7","0.7","90","50","0","-335","bgm_M126","0","600","0.7","166","0","91002","102503","0.8","0","333","31037","94002","2","0","0","2100520"
"421","115197","3","1","0","2","-100","0","91002","0","0.7","71220421","2","0","22","0","712204211","2","1","40004","50","-168","0","1","0","-1","360000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","125257","94002","60","0","0","2100521"
"422","115137","4","1","0","2","-100","0","91002","0","0.7","71220422","2","0","22","0","712204221","2","1","40004","50","-168","0","1","0","-1","360000","0.7","0.6","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","125167","94002","60","0","0","2100522"
"423","115077","2","1","0","2","-100","0","91002","0","0.7","71220423","2","0","22","0","712204231","2","1","40004","50","-168","0","1","0","-1","360000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","115197","94002","60","0","0","2100523"
"424","125017","1","1","0","2","-100","0","91002","0","0.7","71220424","2","0","22","0","712204241","2","1","40004","50","-168","0","1","0","-1","360000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","115137","94002","60","0","0","2100524"
"425","125107","3","1","0","2","-100","0","91002","0","0.7","71220425","2","0","22","0","712204251","2","1","40004","50","-168","0","1","0","-1","360000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","115077","94002","60","0","0","2100525"
"426","125227","4","1","0","2","-100","0","91002","0","0.7","71220426","2","0","22","0","712204261","2","1","40004","50","-168","0","1","0","-1","360000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","125017","94002","60","0","0","2100526"
"427","115047","2","1","0","2","-100","0","91002","0","0.7","71220427","2","0","22","0","712204271","2","1","40004","50","-168","0","1","0","-1","360000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","125107","94002","60","0","0","2100527"
"428","125257","1","1","0","2","-100","0","91002","0","0.7","71220428","2","0","22","0","712204281","2","1","40004","50","-168","0","1","0","-1","360000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","125227","94002","60","0","0","2100528"
"429","125167","3","1","0","2","-100","0","91002","0","0.7","71220429","2","0","22","0","712204291","2","1","40004","50","-168","0","1","0","-1","360000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102501","0.7","0","333","115047","94002","60","0","0","2100529"
"430","140001","4","1","0","2","-100","72220430","140000","0","0.7","71220430","6","0","22","1","712204301","200","-1","40004","50","-168","0","1","0","-1","720000","0.7","0.7","90","50","0","-335","bgm_M126","0","600","0.7","166","0","91002","102503","0.8","0","333","31046","94002","2","0","0","2100530"
"431","115617","3","1","0","2","-100","0","91002","0","0.7","71230431","2","0","23","0","712304311","2","1","40004","50","-168","0","1","0","-1","360000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","125017","94002","60","0","0","2100531"
"432","115557","4","1","0","2","-100","0","91002","0","0.7","71230432","2","0","23","0","712304321","2","1","40004","50","-168","0","1","0","-1","360000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","125107","94002","60","0","0","2100532"
"433","115077","2","1","0","2","-100","0","91002","0","0.7","71230433","2","0","23","0","712304331","2","1","40004","50","-168","0","1","0","-1","360000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","115617","94002","60","0","0","2100533"
"434","115587","1","1","0","2","-100","0","91002","0","0.7","71230434","2","0","23","0","712304341","2","1","40004","50","-168","0","1","0","-1","360000","0.7","0.6","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","115557","94002","60","0","0","2100534"
"435","115137","3","1","0","2","-100","0","91002","0","0.7","71230435","2","0","23","0","712304351","2","1","40004","50","-168","0","1","0","-1","360000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","115077","94002","60","0","0","2100535"
"436","115197","4","1","0","2","-100","0","91002","0","0.7","71230436","2","0","23","0","712304361","2","1","40004","50","-168","0","1","0","-1","360000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","115587","94002","60","0","0","2100536"
"437","115047","2","1","0","2","-100","0","91002","0","0.7","71230437","2","0","23","0","712304371","2","1","40004","50","-168","0","1","0","-1","360000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","115137","94002","60","0","0","2100537"
"438","125017","1","1","0","2","-100","0","91002","0","0.7","71230438","2","0","23","0","712304381","2","1","40004","50","-168","0","1","0","-1","360000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","115197","94002","60","0","0","2100538"
"439","125107","3","1","0","2","-100","0","91002","0","0.7","71230439","2","0","23","0","712304391","2","1","40004","50","-168","0","1","0","-1","360000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","115047","94002","60","0","0","2100539"
"440","140001","4","1","0","2","-100","72230440","140000","0","0.7","71230440","6","0","23","1","712304401","200","-1","40004","50","-168","0","1","0","-1","720000","0.7","0.7","90","50","0","-335","bgm_M126","0","600","0.7","166","0","91002","102513","0.9","0","333","31025","94002","2","0","0","2100540"
"441","115317","3","1","0","2","-100","0","91002","0","0.7","71240441","2","0","24","0","712404411","2","1","40004","50","-168","0","1","0","-1","400000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","115137","94002","60","0","0","2100541"
"442","125377","4","1","0","2","-100","0","91002","0","0.7","71240442","2","0","24","0","712404421","2","1","40004","50","-168","0","1","0","-1","400000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","115047","94002","60","0","0","2100542"
"443","125287","2","1","0","2","-100","0","91002","0","0.7","71240443","2","0","24","0","712404431","2","1","40004","50","-168","0","1","0","-1","400000","0.7","0.6","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","115317","94002","60","0","0","2100543"
"444","115464","1","1","0","2","-100","0","91002","0","0.7","71240444","2","0","24","0","712404441","2","1","40004","50","-168","0","1","0","-1","400000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","125377","94002","60","0","0","2100544"
"445","115403","3","1","0","2","-100","0","91002","0","0.7","71240445","2","0","24","0","712404451","2","1","40004","50","-168","0","1","0","-1","400000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","125287","94002","60","0","0","2100545"
"446","125347","4","1","0","2","-100","0","91002","0","0.7","71240446","2","0","24","0","712404461","2","1","40004","50","-168","0","1","0","-1","400000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","115464","94002","60","0","0","2100546"
"447","115077","2","1","0","2","-100","0","91002","0","0.7","71240447","2","0","24","0","712404471","2","1","40004","50","-168","0","1","0","-1","400000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","115403","94002","60","0","0","2100547"
"448","115137","1","1","0","2","-100","0","91002","0","0.7","71240448","2","0","24","0","712404481","2","1","40004","50","-168","0","1","0","-1","400000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","125347","94002","60","0","0","2100548"
"449","115047","3","1","0","2","-100","0","91002","0","0.7","71240449","2","0","24","0","712404491","2","1","40004","50","-168","0","1","0","-1","400000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102511","0.7","0","333","115077","94002","60","0","0","2100549"
"450","140001","4","1","0","2","-100","72240450","140000","0","0.7","71240450","6","0","24","1","712404501","200","-1","40004","50","-168","0","1","0","-1","800000","0.7","0.7","90","50","0","-335","bgm_M126","0","600","0.7","166","0","91002","102513","0.9","0","333","31013","94002","2","0","0","2100550"
"451","116071","3","1","0","2","-100","0","91002","0","0.7","71250451","2","0","25","0","712504511","2","1","40004","50","-168","0","1","0","-1","400000","0.7","0.6","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102631","0.7","0","333","126251","94002","60","0","0","2100551"
"452","116191","4","1","0","2","-100","0","91002","0","0.7","71250452","2","0","25","0","712504521","2","1","40004","50","-168","0","1","0","-1","400000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102631","0.7","0","333","126101","94002","60","0","0","2100552"
"453","116041","2","1","0","2","-100","0","91002","0","0.7","71250453","2","0","25","0","712504531","2","1","40004","50","-168","0","1","0","-1","400000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102631","0.7","0","333","116071","94002","60","0","0","2100553"
"454","116131","1","1","0","2","-100","0","91002","0","0.7","71250454","2","0","25","0","712504541","2","1","40004","50","-168","0","1","0","-1","400000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102631","0.7","0","333","116191","94002","60","0","0","2100554"
"455","126221","3","1","0","2","-100","0","91002","0","0.7","71250455","2","0","25","0","712504551","2","1","40004","50","-168","0","1","0","-1","400000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102631","0.7","0","333","116041","94002","60","0","0","2100555"
"456","126011","4","1","0","2","-100","0","91002","0","0.7","71250456","2","0","25","0","712504561","2","1","40004","50","-168","0","1","0","-1","400000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102631","0.7","0","333","116131","94002","60","0","0","2100556"
"457","126161","2","1","0","2","-100","0","91002","0","0.7","71250457","2","0","25","0","712504571","2","1","40004","50","-168","0","1","0","-1","400000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102631","0.7","0","333","126221","94002","60","0","0","2100557"
"458","126251","1","1","0","2","-100","0","91002","0","0.7","71250458","2","0","25","0","712504581","2","1","40004","50","-168","0","1","0","-1","400000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102631","0.7","0","333","126011","94002","60","0","0","2100558"
"459","126101","3","1","0","2","-100","0","91002","0","0.7","71250459","2","0","25","0","712504591","2","1","40004","50","-168","0","1","0","-1","400000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102631","0.7","0","333","126161","94002","60","0","0","2100559"
"460","140001","4","1","0","2","-100","72250460","140000","0","0.7","71250460","6","0","25","1","712504601","200","-1","40004","50","-168","0","1","0","-1","800000","0.7","0.7","90","50","0","-335","bgm_M126","0","600","0.7","166","0","91002","102633","0.9","0","333","31042","94002","2","0","0","2100560"
"461","116551","3","1","0","2","-100","0","91002","0","0.7","71260461","2","0","26","0","712604611","2","1","40004","50","-168","0","1","0","-1","440000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102631","0.7","0","333","126011","94002","60","0","0","2100561"
"462","116611","4","1","0","2","-100","0","91002","0","0.7","71260462","2","0","26","0","712604621","2","1","40004","50","-168","0","1","0","-1","440000","0.7","0.7","90","50","0","-335","bgm_M127","0","600","0.7","166","0","140001","102631","0.7","0","333","116131","94002","60","0","0","2100562"
