4e0288ba137d141031d7a55d054cbd1ff11e705290cccc498032de8dcb5221b1,8a410e2431500fa6ba8143ce5a092bb39fcaacbd0d4b64396caf7d1960a83970,a3d5f61209b5c1c8b148828acef9d09398a440b21773780160730b171f573fc7,a668afa7d58737dd54c4062bfbf42923c0cc1be25182c4b54148c5facfb94db4,3ea7651900dbf017713cf5cbc16de3fff86a26a29495515248876e814cc38e7d,42ab549d258241cea4661301fd6151ec51a46a4b75df6d8f613de160e1661142,f0cad9107c6795ee152f9882053bb59b046be3521bbf1b9eebbbba47e46bdebb,e2d8e72d6e237a70179c038f6fe211b336847bc52c6ec2ff5ce4a8a26419a616,68f2e02748c4f4df650edf1b4e4455f7c99da0deccb7baf328970758da2b453a,b8869e6455984070462c2f58c47f5df8ebbb9c6b32dae80147e4f530462db19d,bc2eaec74bfa2becab1b225987ea34f6742e7c58b0126ed785e54aa8dd4f76f0,b39e8ae1f1272c4ad3b702b7b2b0c2fe7b725234af390b95c0b9bf276827a0ba,5c0ad312c358a24c4199f57444566dd5f84825bb1637d6b57698f185af444b54,140e104b7379c4cc975f803b8b5012db77d993338df5796c8087c0139a4f051b,da1fa682b93bd3be7e05a94bed8a9bc40035c1772c413be2df8092515f52425e,1e70fe92152e482d67136e301d27e223bdf58857a14e262092d67995051a8c00
"","129701","31","","??","妖魔人","12","大久保瑠美","扮家家酒、觀察人類","?","涅妃‧涅羅","萬魔的頂點，煉獄之皇女","139","??","0","？？？"
"10","129801","9","肚子餓了的話就告訴我哦。\n不介意粗茶淡飯的話，\n讓你試試超級好吃的東西吧！","54","獸人族","8","小松未可子","做點心","O","真琴（指揮官）","不輸男人的狂野義氣少女","168","17","0","哞哞自衛隊"
"13","129901","30","我擁有「破壞者」的名號……\n但是，您無須害怕我哦。\n因為您是我重要的命中注定之人呀……","43","魔族","7","橋本ちなみ","實驗、裁縫、料理","B","惠理子（指揮官）","專情於命中注定對象的少女","154","16","0","暮光流星群"
"21","130001","8","","55","精靈族","1","ファイルーズあい","教訓妹妹們","B","倭","被惡運所愛，盜賊公會的首領長女","168","21","0","蠻賊三姊妹"
"21","130101","30","","45","人族","5","石見舞菜香","編織","A","若菜","辛苦但有精神。盜賊公會的次女","158","16","0","蠻賊三姊妹"
"21","130201","5","","37","獸人族","3","花井美春","欺負若菜","AB","布武機","囂張但極其聰明！　盜賊公會的三女","136","12","0","蠻賊三姊妹"
"5","130701","2","","21","精靈族","2","小倉唯","讀書","A","鏡華（春日）","端莊正直的嬌小優等生","118","8","0","小小甜心"
"9","130801","12","嗚嗚……對不起～\n我又讓廚房爆炸了～\n這樣沒有資格當女僕……","43","人族","12","悠木碧","服侍","O","鈴莓（春日）","為了大小姐而努力的冒失女僕","154","15","0","咲戀育幼院"
"","130901","2","","46","寶石兔族","8","田中美海","清掃、維護保養寶石或遊樂園","A","庫露露","任何東西都會不小心送人的廢柴經理兔女郎","158","16","0","吉歐‧提格尼亞"
"10","131001","22","人家是真步真步王國的公主，真步公主！\n這奇怪的表情是怎麼了呢？\n真步真步王國是非常遙遠的國家？","42","獸人族","9","内田真礼","幻想、蒐集玩偶","O","真步（夢想樂園）","真步真步王國的公主","155","16","0","哞哞自衛隊"
"19","131101","13","","55","魔族？","6","和氣杏未","和可愛的正太玩、購物","B","涅婭（夏日）","超喜歡正太♪辣妹系史萊姆女孩","157","19","0","憤怒‧軍團"
"19","131201","2","","??","人族","7","鬼頭明里","無","A","美空（夏日）","樂觀開朗，卻趨向毀滅的活潑少女","159","16","0","憤怒‧軍團"
"20","131601","29","","44","人族","4","鈴木みのり","花藝、閱讀（經典文學）、東國畫","A","莉莉（夏日）","懷抱贖罪之心，追求力量的妹系大和撫子","154","15","0","幻變少女"
"","131701","?","","???","？？？","?","相坂優歌","？？？","?","愛梅斯（夏日）","以全新樣貌繼續支持騎士冒險的妖精","150","??","0","？？？"
"17","131801","17","","???","龍人族","4","大西沙織","繪畫、讀書","O","帆稀（夏日）","面帶詭譎的笑容看透一切的臥龍首領。","168","25","0","龍族巢穴"
"","131901","23","","??","半妖精族","9","高橋李依","幫帕克梳理毛髮、念書","?","愛蜜莉雅（夏日）","穩重成熟的銀髮半妖精","164","??","0","？？？"
"","132001","24","","???","？？？","1","坂本真綾","滿足求知慾","?","艾姬多娜（夏日）","強欲的魔女","164","??","0","？？？"
"","132101","2","","??","鬼族","2","水瀬いのり","戲劇欣賞、詩和散文","?","雷姆（夏日）","有如鬼助的萬能妹妹女僕","154","17","0","？？？"
"4","132201","24","","40","人族","1","日笠陽子","看舞台劇，跳舞","B","望（鍊金術師）","能歌善舞的超人氣偶像","157","17","0","慈樂之音"
"22","132301","2","","47","獸人族","1","鈴代紗弓","妄想","A","露易絲瑪莉","悶騷好色的傻女主鍊金術師","160","17","0","阿爾克絲鍊金堂"
"22","132401","8","","53","人族","9","青山吉能","捉蟲","O","彩羽","擁有龐大身軀及純真內心的天才劍士","170","26","0","阿爾克絲鍊金堂"
"22","132501","8","","34","精靈族","11","井上ほの花","嘗試健康營養品","AB","苑","身體是小孩子，智慧卻過於常人的鍊金堂店長","136","10","0","阿爾克絲鍊金堂"
"","132801","17","","??","天使族","1","河瀨茉希","午睡、試吃甜點新品。","?","萊拉耶爾（聖誕節）","兼具溫柔與傲慢的公主。","162","??","0","？？？"
"14","132901","14","謝謝你總是幫我喔。\n明明我才是年長的一方，卻老是依賴你，真對不起～","52","魔族","8","伊藤静","看戀愛小說、戀愛劇、戀愛漫畫","B","伊緒（聖誕節）","魅惑眾多男性的純潔女老師","162","23","0","月光學院"
"","133001","31","","0","人族","10","富田美憂","水墨畫","AB","格蕾斯","伶俐又幽愁、愛裝傻的鬼魂守護騎士","166","21","0","？？？"
"","133101","21","","49","人族","2","長縄まりあ","收集香水、閱讀故事","A","薇歐莉特","在冥府綻放的不死生物系公主","158","17","0","？？？"
"15","133201","28","將「白色翅膀」命名為純白之翼……\n為了不讓這個名字丟臉，\n我會振翅高飛，華麗的打倒敵人！","33","人族","7","辻あゆみ","逛點心店","A","莫妮卡（新年）","外表與內心都是孩子的異國軍人","140","17","0","純白之翼 蘭德索爾分部"
"9","133501","4","吝嗇？　不是的，\n我只是秉持著「不浪費」的精神\n過每一天喔！","43","精靈族","10","堀江由衣","經營、茶會","A","咲戀（新年）","經營育幼院的庶民派溫柔大小姐","156","17","0","咲戀育幼院"
"","133601","7","","??","妖魔人","12","水橋かおり","和梅杜希亞娜一起在空中飛翔","B","梅杜莎","任性又固執的老么蛇女孩","141","14","0","？？？"
"3","133701","25","","??","人族","7","沢城みゆき","觀察人類","AB","拉比林斯達（始源）","祕密結社拉比林斯的「迷宮女王」","160","25","0","拉比林斯"
"","133801","24","","??","精靈族","3","井口裕香","模仿、藝術欣賞","O","似似花（始源）","隱居在研究所，相當文靜的大姊姊","149","24","0","？？？"
"8","133901","7","","??","人族","2","たかはし智秋","和強敵之間的競爭","O","克莉絲提娜（始源）","自視甚高的王宮騎士團副團長","165","27","0","王宮騎士團"
"","134001","?","","???","？？？","?","相坂優歌","和你一起冒險","?","菲歐","與你同在的引導妖精","???","??","0","？？？"
"19","134301","28","","53","魔族","12","原田彩楓","唱歌、看書，以及寫詩","O","蘭法（祭服）","歌唱尋求靜寂的陰沉少女","165","20","0","憤怒‧軍團"
"4","134401","3","為了守護人們的和平，\n我使用唱喚術來戰鬥。……最近，還作為偶、偶像開始了演藝活動，\n雖然還有點不太習慣……","46","人族","6","福原綾香","各種樂器","O","千歌（祭服）","守護人們而歌唱的唱喚士少女","163","17","0","慈樂之音"
"","134501","11","","全備重量278.1","機械人族","11","長谷川育美","午睡，幫助他人","?","克蘿茜（航空）","笑容滿溢！精力充沛的機械少女","170","??","0","？？？"
"6","134601","6","","44","精靈族","6","花澤香菜","交朋友的想像訓練","AB","碧（駕駛員）","嚮往「朋友」的精靈之森女孩","158","13","0","森林守衛"
"","134701","10","","40","妖魔人","10","篠田みなみ","入浴","?","鳳凰","偉大優雅，時而啾啾叫","142","18","0","？？？"
"4","134801","7","","45","人族","9","木戸衣吹","裁縫","AB","紡希（吉歐‧格黑納）","最愛時尚的可愛女孩","153","14","0","慈樂之音"
"","134901","9","","48","妖魔人","10","幸村惠理","狩獵、收集珠寶","B","華音","既是奴隸也是高貴的大小姐","155","18","0","？？？"
"","135001","15","","??","人族","2","桑島法子","聽騎士先生說話","?","厄莉絲（夏日）","在悲劇的根源盛開的美麗黑薔薇","168","??","0","？？？"
"1","135101","14","","???","龍人族","12","近藤玲奈","讀書、伸展運動","B","雪菲（夏日）","失去記憶的龍人族少女","147","14","0","美食殿堂"
"20","135201","1","","34","獸人族","3","高尾奏音","吃飯","O","普蕾西亞（夏日）","繼承正義靈魂的爆食系天才純真女孩","135","10","0","幻變少女"
"20","135301","1","","42","人族","11","前田佳織里","做點心、照顧花朵、演奏小提琴","O","可璃亞（夏日）","背負著難以忘懷過錯的黑色翅膀聖女","147","13","0","幻變少女"
"","135401","2","","39","妖魔人","4","立花日菜","照顧花卉、拔除棘刺","A","安涅默涅（夏日）","繚繞孤絕香氣的花妖魔人","145","13","0","？？？"
"","135501","27","","??","獸人族","3","松岡由貴","助人、逛街、品嚐麥酒","?","埃拉","在太陽與沙漠的國度祈願未來的面帶笑容的豪炎","162","??","0","？？？"
"","135601","9","","??","魔族","2","皆川純子","保養武器、冥想、釣魚","?","志那都","在曙光與翠嵐的國度保護未來的沉默寡言的劍豪","167","??","0","？？？"
"2","135701","27","你好！我是日和！\n碰到有困難的人我會去幫助他們！\n你如果樂意要不要一起來呢？","44","獸人族","8","東山奈央","助人、打氣加油","A","日和（薩拉薩利亞）","最愛幫助別人！　正向思考的格鬥少女","155","16","0","破曉之星"
"","135801","30","","63","雪女","12","天野聡美","三味線、照顧死魔山雀","O","雪野","銀妝素裹，純情雪女","179","19","0","？？？"
"","135901","2","","29","鬼族","2","島袋美由利","對戰強敵、夜間巡邏","O","剎鬼","無雙怪力，冷酷無情的仁義鬼公主","135","20","0","？？？"
"","136001","15","","108","妖魔人","1","遠藤綾","追逐光芒、收納整理","AB","阿剌克涅","開始走向嶄新道路的女郎蜘蛛","240","28","0","？？？"
"","136101","2","","46","喪屍","4","本渡楓","製作點心、玩益智遊戲","A","櫻","拯救佐賀的偶像喪屍","158","享年17","0","？？？"
"","136201","10","","53","妖魔人","2","黒沢ともよ","窩在家裡、午睡","O","拿娜","吊車尾也不認輸，獨角兔女孩","152","16","0","？？？"
"19","136301","2","","??","人族","7","鬼頭明里","無","A","美空（聖誕節）","樂觀開朗，卻趨向毀滅的活潑少女","159","16","0","憤怒‧軍團"
"2","136401","5","雖然不曉得能不能幫上忙……但我也會盡全力地\n支援大家哦！","47","人族","4","種田梨沙","料理、觀察人類","O","優衣（聖誕節）","擅長支援戰鬥，心地善良的少女","158","17","0","破曉之星"
"3","136501","24","就讓姐姐我來照料你的生活起居吧！\n無論是做菜，洗衣，或是打掃都行。\n也可以在浴室裡幫你搓背喔！","54","人族","10","生天目仁美","所有家事","O","靜流（新年）","姐姐會照顧你的呦！","168","18","0","拉比林斯"
"15","137101","31","壽司，藝伎，天婦羅……\n嗯~！\n東國的文化真是太美好了~！","51","人族","8","佐藤聡美","忍法開發","O","妮諾（夏日）","東國的神祕，請告訴我！","163","16","0","純白之翼 蘭德索爾分部"
"10","137401","3","","41","獸人族","11","水瀬いのり","讀書、推理","AB","霞（修女）","頭腦聰明的美少女名偵探","152","15","0","哞哞自衛隊"
"1","137601","11","在下奉命成為了主人您的嚮導。\n為了讓主人滿意，\n在下將會誠心誠意地侍奉您。","48","精靈族","5","伊藤美来","冥想、養育動植物","B","可可蘿（嚮導幼君）","想著主人，「進化」了的嚮導","164","11","0","美食殿堂"
"3","137901","25","雖然我想你可能已經不記得了……\n但我是妹妹啊！\n所以可以叫你哥哥嗎？","44","人族","8","阿澄佳奈","裁縫","A","璃乃（新年）","親人又多話的妹系少女","156","15","0","拉比林斯"
"","138001","21","","49","人族","2","長縄まりあ","收集香水、閱讀故事","A","薇歐莉特（黃泉鯨命）","在冥府綻放的不死生物系公主","158","17","0","？？？"
"","138101","17","","??","天使族","1","河瀨茉希","午睡、試吃甜點新品。","?","萊拉耶爾（完美帕菲）","兼具溫柔與傲慢的公主。","162","??","0","？？？"
"","138201","31","","??","妖魔人","12","大久保瑠美","扮家家酒、觀察人類","?","涅妃‧涅羅（鬼面佛心）","萬魔的頂點，煉獄之皇女","139","??","0","？？？"
"1","138301","31","那、那個……你身上有帶著吃的東西嗎？\n我的肚子餓得咕嚕咕嚕叫了……","46","人族","3","M・A・O","邊走邊吃、料理","O","貪吃佩可（阿斯特賴亞）","元氣滿點的空腹少女","156","17","0","美食殿堂"
"21","138701","30","","45","人族","5","石見舞菜香","編織","A","若菜（冬日）","辛苦但有精神。盜賊公會的次女","158","16","0","蠻賊三姊妹"
"11","138801","3","咳咳，咳咳……雖、雖然身體孱弱，\n至少在心境上要積極向前……！\n啊，但是不行……一站起來就一陣暈眩……","40","獸人族","11","小清水亜美","讀書、散步","A","栞（冬日）","喜愛讀書的體弱少女","153","14","0","伊麗莎白牧場"
"","138901","31","","0","人族","10","富田美憂","水墨畫","AB","格蕾斯（兔女郎）","伶俐又幽愁、愛裝傻的鬼魂守護騎士","166","21","0","？？？"
"5","139001","2","","21","精靈族","2","小倉唯","讀書","A","鏡華（哥德）","端莊正直的嬌小優等生","118","8","0","小小甜心"
"1","139101","2","怎麼慢吞吞的啦。\n真沒辦法，我來助你一臂之力吧。　給我好好感謝哦！","39","獸人族","9","立花理香","和貓咪玩耍","A","凱留（霸瞳天星）","倒在路旁的謎之貓耳魔法師","152","14","0","美食殿堂"
"2","180101","27","你好！我是日和！\n碰到有困難的人我會去幫助他們！\n你如果樂意要不要一起來呢？","44","獸人族","8","東山奈央","助人、打氣加油","A","日和（公主）","最愛幫助別人！　正向思考的格鬥少女","155","16","0","破曉之星"
"2","180201","5","雖然不曉得能不能幫上忙……但我也會盡全力地\n支援大家哦！","47","人族","4","種田梨沙","料理、觀察人類","O","優衣（公主）","擅長支援戰鬥，心地善良的少女","158","17","0","破曉之星"
"2","180301","12","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","46","魔族","1","早見沙織","讀書、騎馬、茶","B","怜（公主）","冷酷又率直的劍士","163","18","0","破曉之星"
"1","180401","31","那、那個……你身上有帶著吃的東西嗎？\n我的肚子餓得咕嚕咕嚕叫了……","46","人族","3","M・A・O","邊走邊吃、料理","O","貪吃佩可（公主）","元氣滿點的空腹少女","156","17","0","美食殿堂"
"1","180501","11","在下奉命成為了主人您的嚮導。\n為了讓主人滿意，\n在下將會誠心誠意地侍奉您。","35","精靈族","5","伊藤美来","冥想、養育動植物","B","可可蘿（公主）","仰慕主人，小小嚮導","140","11","0","美食殿堂"
"1","180601","2","怎麼慢吞吞的啦。\n真沒辦法，我來助你一臂之力吧。　給我好好感謝哦！","39","獸人族","9","立花理香","和貓咪玩耍","A","凱留（公主）","倒在路旁的謎之貓耳魔法師","152","14","0","美食殿堂"
"500","180701","-","","-","精靈族、獸人族","-","大橋彩香、小清水亞美","兩個人一起去野餐","-","初音＆栞","以羈絆連結的互信互愛姊妹","-","-","0","森林守衛、伊麗莎白牧場"
"5","180801","-","","-","人族、獸人族、精靈族","-","諸星すみれ、日高里菜、小倉唯","和大家一起冒險","-","禊＆美美＆鏡華","勇氣！　友情！　小小甜心！","-","-","0","小小甜心"
"501","180901","-","","-","人族、精靈族","-","松嵜麗、堀江由衣","切磋琢磨","-","秋乃＆咲戀","以高尚的友情結交的好對手","-","-","0","墨丘利財團、咲戀育幼院"
"","181001","-","","-","人族、半人半龍","-","日笠陽子、福原綾香","一起合奏鋼琴","-","安＆古蕾婭","許下誓約的馬納歷亞雙姬","-","-","0","？？？"
"3","181101","-","","-","人族、人族","-","生天目仁美、阿澄佳奈","疼愛弟弟＆向哥哥撒嬌","-","靜流＆璃乃","跨越真實及虛偽的三姐弟","-","-","0","拉比林斯"
"1","181201","14","","???","龍人族","12","近藤玲奈","讀書、伸展運動","B","雪菲（公主）","失去記憶的龍人族少女","147","14","0","美食殿堂"
"","427101","-","","-","-","-","-","-","-","骷髏老爸","最喜歡美女跟女兒♪的廢物骷髏男。","-","-","0","-"
"2","900103","27","你好！我是日和！\n碰到有困難的人我會去幫助他們！\n你如果樂意要不要一起來呢？","44","獸人族","8","東山奈央","助人、打氣加油","A","日和","最愛幫助別人！　正向思考的格鬥少女","155","16","0","破曉之星"
"17","906601","29","","???","龍人族","9","藤田茜","遊戲","AB","祈梨","嘴上功夫一流的廢材龍娘","145","13","0","龍族巢穴"
"17","928801","12","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","46","魔族","1","早見沙織","讀書、騎馬、茶","B","怜（星素）","冷酷又率直的劍士","163","18","0","破曉之星"
